gene,chr,start,end,splice_type,novel,aorta_ENCFF745HHL_in_cov,aorta_ENCFF745HHL_total_cov
ENSG00000187498.15,chr13,110195542,110198631,PAS,True,152,174
ENSG00000187498.15,chr13,110176883,110177037,PAS,True,178,213
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,204,341
ENSG00000187498.15,chr13,110161191,110161370,TSS,True,133,148
ENSG00000088448.14,chr13,110893263,110906032,ES,False,136,153
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,23,180
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,48,205
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,41,157
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,45,161
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,120,161
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,342,1471
ENSG00000183722.8,chr13,39378526,39600831,IR,True,342,425
ENSG00000183722.8,chr13,39378527,39600833,IR,True,12,109
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,205,1663
ENSG00000150403.17,chr13,113498521,113501751,ES,True,26,163
ENSG00000150403.17,chr13,113490713,113491273,TSS,True,33,197
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,43,193
ENSG00000150403.17,chr13,113534044,113535290,PAS,True,164,186
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,91,114
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,85,114
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,63,114
ENSG00000198542.13,chr13,101452378,101452931,TSS,True,63,317
ENSG00000198542.13,chr13,101453880,101454100,TSS,True,278,317
ENSG00000198542.13,chr13,101715562,101717562,PAS,True,153,304
ENSG00000198542.13,chr13,101717498,101721422,PAS,True,170,311
ENSG00000213995.11,chr13,110615647,110622215,5AS,True,116,138
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,57,183
ENSG00000213995.11,chr13,110615573,110615774,TSS,False,155,183
ENSG00000133110.14,chr13,37562582,37563370,PAS,True,27,106
ENSG00000133110.14,chr13,37598607,37598773,TSS,True,30,106
ENSG00000183087.14,chr13,113863574,113864070,TSS,True,678,883
ENSG00000183087.14,chr13,113839727,113839806,TSS,True,576,883
ENSG00000183087.14,chr13,113838068,113838773,TSS,True,759,883
ENSG00000073910.21,chr13,32254108,32254394,TSS,True,77,280
ENSG00000073910.21,chr13,32295201,32297516,PAS,True,170,305
ENSG00000073910.21,chr13,32278464,32283157,PAS,True,180,296
ENSG00000133104.13,chr13,36335832,36346239,5AS,True,22,133
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,78,191
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,162,191
ENSG00000133104.13,chr13,36346239,36346752,TSS,True,168,191
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,39,379
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,23,119
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,102,118
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,24,177
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,52,185
ENSG00000189403.14,chr13,30463530,30464779,TSS,True,165,185
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,88,100
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,19,102
ENSG00000165475.14,chr13,20432296,20489369,ES,False,15,148
ENSG00000126226.21,chr13,113177976,113178173,IR,False,17,130
ENSG00000126226.21,chr13,113178008,113178173,IR,False,41,154
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,64,177
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,137,178
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,25,178
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,268,309
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,198,309
ENSG00000120694.19,chr13,31143790,31143923,PAS,True,217,309
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,21,193
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,57,528
ENSG00000253710.3,chr13,52012462,52028318,ES,False,16,151
ENSG00000253710.3,chr13,52019143,52028318,ES,False,17,132
ENSG00000253710.3,chr13,52012388,52012462,TSS,True,24,181
ENSG00000122034.14,chr13,27430621,27434138,ES,False,33,253
ENSG00000122642.10,chr7,32957392,32957794,TSS,True,41,152
ENSG00000122642.10,chr7,33005174,33006931,PAS,True,18,141
ENSG00000049540.16,chr7,74043168,74043878,IR,True,204,274
ENSG00000049540.16,chr7,74056713,74059885,ES,False,122,269
ENSG00000049540.16,chr7,74065732,74066731,ES,False,180,288
ENSG00000049540.16,chr7,74027789,74028269,TSS,True,220,482
ENSG00000049540.16,chr7,74068656,74069912,PAS,True,128,439
ENSG00000049540.16,chr7,74045221,74045763,PAS,True,225,300
ENSG00000135218.18,chr7,80638500,80638746,TSS,True,31,172
ENSG00000135218.18,chr7,80673982,80674420,PAS,True,63,164
ENSG00000135218.18,chr7,80676383,80679276,PAS,False,108,166
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,187,229
ENSG00000136235.16,chr7,23246731,23246927,TSS,True,47,272
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,39,271
ENSG00000164548.10,chr7,23504779,23505569,PAS,False,72,163
ENSG00000164548.10,chr7,23531788,23532023,TSS,True,74,164
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,863,1221
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,373,1236
ENSG00000136205.16,chr7,47302949,47303585,TSS,True,99,112
ENSG00000106009.15,chr7,2543323,2543589,IR,False,123,137
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,134,170
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,81,170
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,93,126
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,37,131
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,98,131
ENSG00000122566.21,chr7,26197732,26200571,ES,False,160,226
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,46,251
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,28,259
ENSG00000002822.15,chr7,2230724,2232871,3AS,False,13,104
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,26,132
ENSG00000011275.18,chr7,5620041,5623179,PAS,True,63,101
ENSG00000011275.18,chr7,5781540,5781704,TSS,True,113,180
ENSG00000011275.18,chr7,5695368,5695546,TSS,True,111,126
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,60,153
ENSG00000172354.9,chr7,100675747,100677660,TSS,True,120,153
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,49,223
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,177,218
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,31,290
ENSG00000146833.15,chr7,99890406,99892746,PAS,False,48,162
ENSG00000146833.15,chr7,99899940,99902174,PAS,False,130,162
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,440,529
ENSG00000105974.11,chr7,116525191,116525805,TSS,True,471,529
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,290,529
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,867,1131
ENSG00000164692.17,chr7,94430246,94431237,PAS,True,156,1129
ENSG00000164849.9,chr7,1044542,1044658,TSS,True,108,133
ENSG00000164849.9,chr7,1055337,1055483,TSS,True,40,122
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,38,177
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,151,177
ENSG00000257923.10,chr7,101815706,101816093,TSS,True,66,109
ENSG00000257923.10,chr7,102283020,102283959,PAS,True,79,109
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,37,175
ENSG00000177706.8,chr7,192009,193804,TSS,False,66,101
ENSG00000177706.8,chr7,193910,195732,TSS,False,90,101
ENSG00000164880.15,chr7,1478365,1478506,TSS,True,108,206
ENSG00000164880.15,chr7,1477752,1477938,TSS,True,183,206
ENSG00000169919.16,chr7,65974704,65976014,ES,False,97,208
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,37,229
ENSG00000105808.17,chr7,102579647,102582892,PAS,True,24,198
ENSG00000105808.17,chr7,102616624,102616790,TSS,True,72,209
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,13,112
ENSG00000164896.19,chr7,151077236,151077309,IR,False,174,195
ENSG00000128591.15,chr7,128849329,128849578,TSS,True,179,199
ENSG00000128591.15,chr7,128852821,128853031,TSS,True,178,199
ENSG00000128591.15,chr7,128853973,128854216,TSS,True,178,199
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,31,208
ENSG00000128609.14,chr7,123557403,123557455,TSS,True,182,208
ENSG00000130429.14,chr7,99374781,99377357,3AS,False,56,122
ENSG00000130429.14,chr7,99374781,99385701,ES,False,949,1071
ENSG00000130429.14,chr7,99377439,99385701,5AS,False,42,124
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,28,177
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,44,171
ENSG00000075790.10,chr7,107628821,107630721,PAS,False,159,177
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,16,108
ENSG00000128595.16,chr7,128748804,128758870,ME,False,623,2090
ENSG00000075624.14,chr7,5529059,5529160,IR,False,20,147
ENSG00000225648.5,chr7,72829783,72831601,ES,False,63,124
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,64,139
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,34,152
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,63,160
ENSG00000127954.12,chr7,88283168,88283813,IR,True,188,215
ENSG00000127954.12,chr7,88284271,88306791,ES,True,148,206
ENSG00000127954.12,chr7,88276428,88279628,PAS,True,99,227
ENSG00000127954.12,chr7,88282166,88283168,PAS,True,166,226
ENSG00000127954.12,chr7,88282166,88284271,PAS,True,198,223
ENSG00000127954.12,chr7,88306791,88307060,TSS,True,37,248
ENSG00000135241.16,chr7,108526028,108526336,TSS,True,15,106
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,223,412
ENSG00000197157.10,chr7,127929187,127929329,TSS,True,315,405
ENSG00000169871.12,chr7,101085425,101085571,TSS,True,82,101
ENSG00000122641.10,chr7,41703004,41703111,TSS,True,169,207
ENSG00000122641.10,chr7,41699986,41700899,TSS,True,56,205
ENSG00000159840.15,chr7,143381409,143381559,3AS,True,181,384
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,647,1043
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,584,1042
ENSG00000106636.7,chr7,44200964,44201239,TSS,True,37,102
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,87,445
ENSG00000136213.9,chr7,2403645,2432562,5AS,False,110,146
ENSG00000136213.9,chr7,2403570,2403659,TSS,True,137,172
ENSG00000136213.9,chr7,2403565,2403645,TSS,False,62,172
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,106,119
ENSG00000105953.14,chr7,44693821,44694004,TSS,True,92,113
ENSG00000105953.14,chr7,44707341,44707388,TSS,True,73,112
ENSG00000127948.15,chr7,75986241,75986336,IR,False,227,257
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,118,264
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,227,264
ENSG00000127948.15,chr7,75986336,75986855,PAS,True,35,263
ENSG00000127948.15,chr7,75986158,75986864,PAS,True,235,263
ENSG00000186480.12,chr7,155302846,155308240,ES,False,99,125
ENSG00000186480.12,chr7,155297782,155297959,TSS,True,41,150
ENSG00000004799.7,chr7,95595164,95596163,IR,True,219,264
ENSG00000004799.7,chr7,95583497,95585781,PAS,True,59,294
ENSG00000004799.7,chr7,95596163,95596563,TSS,True,84,303
ENSG00000154978.12,chr7,55572270,55572538,TSS,True,44,104
ENSG00000240583.11,chr7,30911731,30912293,TSS,False,822,1276
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,16,109
ENSG00000136270.13,chr7,45103443,45105440,ES,False,26,158
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,41,149
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,57,167
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,126,167
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,256,1492
ENSG00000160908.14,chr7,99494631,99499637,ES,False,20,124
ENSG00000205060.10,chr7,134316674,134317066,TSS,True,12,111
ENSG00000106366.8,chr7,101127098,101127244,TSS,False,231,660
ENSG00000106366.8,chr7,101131701,101132069,TSS,True,584,655
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,26,164
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,881,2495
ENSG00000122786.19,chr7,134933123,134934077,TSS,True,302,659
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,1969,2393
ENSG00000106624.10,chr7,44112573,44112909,TSS,True,656,957
ENSG00000106624.10,chr7,44112140,44112321,TSS,True,775,957
ENSG00000239857.6,chr7,893815,893898,IR,False,123,141
ENSG00000006652.13,chr7,112475429,112477939,PAS,True,49,298
ENSG00000006652.13,chr7,112456913,112458319,PAS,True,260,289
ENSG00000105819.13,chr7,103312131,103312206,IR,False,186,211
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,32,218
ENSG00000105819.13,chr7,103312055,103312950,PAS,True,193,218
ENSG00000106034.17,chr7,120988912,120989390,IR,True,263,535
ENSG00000106034.17,chr7,120987925,120989870,TSS,True,293,566
ENSG00000106034.17,chr7,120988550,120988912,TSS,True,301,566
ENSG00000106034.17,chr7,121133822,121133893,PAS,False,154,557
ENSG00000106034.17,chr7,121136039,121136056,PAS,False,474,557
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,32,106
ENSG00000122687.17,chr7,2241974,2242193,TSS,True,94,106
ENSG00000122687.17,chr7,2239417,2239708,TSS,True,93,106
ENSG00000064393.15,chr7,139715931,139716960,TSS,False,117,134
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,163,205
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,39,245
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,217,245
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,65,102
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,47,102
ENSG00000106397.11,chr7,101217165,101217751,TSS,True,60,125
ENSG00000106397.11,chr7,101212529,101212658,TSS,True,83,125
ENSG00000106348.17,chr7,128405865,128409755,ES,False,95,134
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,128,278
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,175,278
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,121,167
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,159,341
ENSG00000106052.13,chr7,27799964,27801119,PAS,True,285,338
ENSG00000106052.13,chr7,27793065,27793213,PAS,True,296,331
ENSG00000122545.19,chr7,35801040,35801270,TSS,True,47,384
ENSG00000005483.20,chr7,105014535,105040838,ES,False,237,333
ENSG00000005483.20,chr7,105038199,105040838,ES,False,91,103
ENSG00000005483.20,chr7,105013200,105014535,TSS,True,38,371
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,118,361
ENSG00000005483.20,chr7,105091215,105091731,PAS,True,324,362
ENSG00000189077.10,chr7,75988148,75988251,IR,False,181,236
ENSG00000086289.11,chr7,37920608,37921208,TSS,True,16,101
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,26,156
ENSG00000126522.16,chr7,66075735,66075856,TSS,False,84,102
ENSG00000126522.16,chr7,66075799,66076093,TSS,True,21,102
ENSG00000160991.15,chr7,102433506,102433661,TSS,True,40,111
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,590,766
ENSG00000136279.20,chr7,44044617,44044820,TSS,True,103,790
ENSG00000186591.12,chr7,129952502,129952986,TSS,True,93,105
ENSG00000105928.14,chr7,24757395,24757493,TSS,True,22,115
ENSG00000105835.11,chr7,106248294,106251193,PAS,True,65,326
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,75,332
ENSG00000106333.12,chr7,100602333,100602551,TSS,True,51,481
ENSG00000088298.12,chr20,35147151,35147389,TSS,True,25,184
ENSG00000080189.14,chr20,46358763,46364370,3AS,False,171,203
ENSG00000080189.14,chr20,46358386,46359228,TSS,True,219,246
ENSG00000080189.14,chr20,46364370,46364449,TSS,True,41,248
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,335,663
ENSG00000171867.16,chr20,4686325,4686512,TSS,True,94,757
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,329,668
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,341,668
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,44,165
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,148,171
ENSG00000088930.7,chr20,21334077,21336296,PAS,True,147,164
ENSG00000101000.5,chr20,35171963,35172224,TSS,False,21,139
ENSG00000101000.5,chr20,35174780,35174953,TSS,False,125,139
ENSG00000101000.5,chr20,35176697,35177362,PAS,True,44,138
ENSG00000101000.5,chr20,35215892,35216241,PAS,True,106,139
ENSG00000149596.6,chr20,44109633,44113503,PAS,False,110,165
ENSG00000149596.6,chr20,44176340,44177972,PAS,False,21,108
ENSG00000149596.6,chr20,44180518,44181570,PAS,True,90,108
ENSG00000149596.6,chr20,44186326,44187409,TSS,True,137,245
ENSG00000149596.6,chr20,44115664,44116159,TSS,True,91,136
ENSG00000173418.11,chr20,20032653,20033101,IR,True,77,106
ENSG00000173418.11,chr20,20017279,20017449,TSS,False,31,107
ENSG00000173418.11,chr20,20033101,20034383,PAS,True,29,107
ENSG00000124228.14,chr20,49219319,49219541,TSS,True,31,290
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,142,288
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,194,286
ENSG00000124201.14,chr20,49275879,49278020,3AS,False,56,350
ENSG00000124201.14,chr20,49255042,49257664,PAS,True,307,401
ENSG00000124201.14,chr20,49255535,49255947,PAS,False,108,403
ENSG00000124201.14,chr20,49278020,49278447,TSS,False,104,455
ENSG00000100983.10,chr20,34942627,34942930,IR,False,194,226
ENSG00000100982.11,chr20,45934417,45934804,TSS,True,38,185
ENSG00000124212.5,chr20,49506348,49508064,PAS,True,47,129
ENSG00000124212.5,chr20,49509362,49511179,PAS,True,90,112
ENSG00000124212.5,chr20,49568042,49568204,TSS,True,102,192
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,44,119
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,71,144
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,99,144
ENSG00000101236.16,chr20,4015436,4015591,TSS,True,22,105
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,15,111
ENSG00000125977.6,chr20,34112095,34112255,TSS,False,27,135
ENSG00000198959.11,chr20,38131092,38131129,TSS,True,425,632
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,29,107
ENSG00000124226.10,chr20,49952075,49953888,PAS,True,19,100
ENSG00000214078.12,chr20,35632923,35664759,ES,False,157,197
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,86,283
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,137,335
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,244,335
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,294,361
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,101,418
ENSG00000089063.14,chr20,5112729,5113076,TSS,True,369,418
ENSG00000125844.15,chr20,17619728,17620298,IR,True,159,179
ENSG00000125844.15,chr20,17613676,17614220,PAS,True,86,203
ENSG00000125844.15,chr20,17614099,17615529,PAS,True,151,203
ENSG00000125844.15,chr20,17658595,17660531,TSS,True,161,198
ENSG00000125844.15,chr20,17636576,17636872,TSS,True,177,198
ENSG00000171700.13,chr20,64079872,64079989,TSS,False,92,152
ENSG00000171700.13,chr20,64079293,64079889,TSS,True,77,152
ENSG00000100991.11,chr20,35002334,35003283,PAS,False,35,149
ENSG00000100991.11,chr20,35092613,35092867,TSS,True,77,152
ENSG00000100991.11,chr20,35016007,35016142,TSS,True,115,132
ENSG00000100991.11,chr20,35021189,35024159,TSS,True,110,132
ENSG00000101181.17,chr20,62183001,62183057,TSS,True,47,102
ENSG00000101181.17,chr20,62191029,62193624,TSS,True,87,102
ENSG00000101181.17,chr20,62199136,62199257,TSS,True,88,100
ENSG00000100994.11,chr20,25248012,25248421,TSS,False,152,270
ENSG00000101363.12,chr20,37289686,37301207,ES,False,37,106
ENSG00000101363.12,chr20,37289638,37289686,TSS,True,67,174
ENSG00000101363.12,chr20,37296072,37297534,TSS,True,125,174
ENSG00000130706.12,chr20,62303045,62303567,5AS,True,52,491
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,98,539
ENSG00000101193.7,chr20,62938108,62938253,TSS,True,14,105
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,38,102
ENSG00000131051.22,chr20,35741940,35742312,TSS,True,38,103
ENSG00000089123.15,chr20,13587370,13623445,ES,False,139,155
ENSG00000089123.15,chr20,13387184,13390452,PAS,False,34,179
ENSG00000089123.15,chr20,13629933,13630153,TSS,False,147,181
ENSG00000089123.15,chr20,13638893,13638946,TSS,True,51,181
ENSG00000101361.16,chr20,2652183,2652663,TSS,True,44,126
ENSG00000101361.16,chr20,2652629,2652931,TSS,True,112,126
ENSG00000101361.16,chr20,2657928,2658393,PAS,False,60,125
ENSG00000101361.16,chr20,2657080,2658394,PAS,True,73,124
ENSG00000197586.12,chr20,25195867,25209848,ES,False,48,178
ENSG00000197586.12,chr20,25218614,25222837,ES,False,41,197
ENSG00000197586.12,chr20,25224157,25225204,3AS,False,166,220
ENSG00000197586.12,chr20,25195669,25195867,TSS,True,52,231
ENSG00000101161.7,chr20,63981097,63981316,TSS,False,79,362
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,63,349
ENSG00000125818.17,chr20,1118599,1118902,TSS,True,29,251
ENSG00000125818.17,chr20,1166226,1167794,PAS,True,150,251
ENSG00000125818.17,chr20,1165028,1167316,PAS,True,106,233
ENSG00000125826.20,chr20,408028,408779,TSS,True,50,215
ENSG00000125826.20,chr20,419552,419731,TSS,True,179,200
ENSG00000101365.20,chr20,2658522,2658758,IR,False,29,270
ENSG00000101365.20,chr20,2658393,2658837,PAS,True,45,279
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,241,281
ENSG00000101367.8,chr20,32819893,32820028,TSS,False,37,339
ENSG00000244274.7,chr20,45406313,45406732,TSS,True,78,203
ENSG00000244274.7,chr20,45406891,45407779,TSS,False,166,203
ENSG00000087460.24,chr20,58895684,58903530,ES,False,43,131
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,43,125
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,222,399
ENSG00000087460.24,chr20,58910372,58910401,TSS,True,300,394
ENSG00000166913.12,chr20,44885886,44901530,ES,False,227,261
ENSG00000166913.12,chr20,44885672,44885886,TSS,True,54,314
ENSG00000101150.17,chr20,63873816,63882718,ES,False,68,520
ENSG00000215305.9,chr20,2840239,2840827,TSS,True,28,195
ENSG00000215440.11,chr20,58713543,58713916,IR,False,90,102
ENSG00000215440.11,chr20,58692123,58693050,TSS,False,27,116
ENSG00000171552.12,chr20,31722617,31723528,TSS,True,46,131
ENSG00000198276.15,chr20,63946640,63956259,3AS,True,43,151
ENSG00000198276.15,chr20,63941109,63941581,TSS,True,172,192
ENSG00000198276.15,chr20,63956259,63956477,TSS,True,40,192
ENSG00000131043.11,chr20,36236256,36236503,TSS,False,126,334
ENSG00000131043.11,chr20,36239819,36240625,TSS,True,250,334
PB_novel_103258,chr20,52972837,52973335,PAS,True,40,128
PB_novel_103258,chr20,53253494,53255264,TSS,True,32,121
ENSG00000101191.16,chr20,62904818,62906100,PAS,True,11,100
ENSG00000101191.16,chr20,62937795,62937943,TSS,False,105,117
ENSG00000101191.16,chr20,62926431,62926528,TSS,True,39,117
ENSG00000101182.14,chr20,62139197,62139780,IR,True,200,268
ENSG00000101182.14,chr20,62134466,62136949,PAS,True,34,307
ENSG00000101182.14,chr20,62139074,62139185,TSS,True,271,307
ENSG00000101182.14,chr20,62143207,62143457,TSS,True,43,307
ENSG00000240849.10,chr20,50153516,50153752,TSS,True,33,105
ENSG00000240849.10,chr20,50131019,50131150,TSS,False,89,105
ENSG00000101335.9,chr20,36541417,36541561,TSS,True,104,453
ENSG00000101384.12,chr20,10644862,10644983,TSS,True,357,404
ENSG00000101384.12,chr20,10645142,10645256,TSS,True,250,404
ENSG00000101384.12,chr20,10645355,10645459,TSS,True,278,404
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,35,162
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,133,162
ENSG00000198171.12,chr20,3204536,3204692,TSS,False,15,112
ENSG00000101199.12,chr20,63272778,63272920,TSS,True,86,140
ENSG00000101158.13,chr20,58993764,58994109,IR,False,153,174
ENSG00000101158.13,chr20,58994641,58995133,PAS,True,21,207
ENSG00000088320.3,chr20,31475366,31476407,3AS,True,14,101
ENSG00000124225.15,chr20,57709473,57710015,TSS,True,91,104
ENSG00000125970.11,chr20,34073635,34075873,ES,False,103,327
ENSG00000125970.11,chr20,33993621,33994131,TSS,True,55,344
ENSG00000168734.13,chr20,44531766,44531978,TSS,True,73,125
ENSG00000168734.13,chr20,44582475,44582731,TSS,True,64,125
ENSG00000197114.11,chr20,63708118,63708552,5AS,False,92,122
ENSG00000197114.11,chr20,63708001,63708118,TSS,True,54,146
ENSG00000197114.11,chr20,63708034,63708188,TSS,True,121,146
ENSG00000125968.8,chr20,31605285,31605813,TSS,False,35,126
ENSG00000101052.12,chr20,43591029,43594692,5AS,False,63,151
ENSG00000101052.12,chr20,43590924,43591029,TSS,False,92,155
ENSG00000101052.12,chr20,43590915,43591054,TSS,True,67,155
ENSG00000101444.12,chr20,34280263,34281165,PAS,True,23,229
ENSG00000124214.19,chr20,49117776,49117963,TSS,True,93,123
ENSG00000124214.19,chr20,49188115,49188417,TSS,False,97,135
ENSG00000124214.19,chr20,49119981,49120096,TSS,True,95,123
ENSG00000101290.13,chr20,5126835,5127149,TSS,True,48,436
ENSG00000131069.19,chr20,34876462,34876823,TSS,True,22,193
ENSG00000089006.16,chr20,17968374,17968838,TSS,True,62,161
ENSG00000089006.16,chr20,17968699,17968940,TSS,True,116,161
ENSG00000244687.11,chr20,50113106,50113174,TSS,True,49,253
ENSG00000101246.19,chr20,63707092,63707866,3AS,False,94,182
ENSG00000101246.19,chr20,63707866,63708027,TSS,True,39,231
ENSG00000101439.8,chr20,23626705,23629465,PAS,False,434,484
ENSG00000101439.8,chr20,23633655,23633999,PAS,True,51,483
ENSG00000025293.16,chr20,35771951,35772079,TSS,True,26,160
ENSG00000025293.16,chr20,35913248,35913338,PAS,True,17,147
ENSG00000101294.17,chr20,31566295,31569119,ES,False,569,638
ENSG00000130702.15,chr20,62312631,62313251,TSS,True,262,304
ENSG00000130702.15,chr20,62311400,62311536,TSS,True,257,304
ENSG00000130702.15,chr20,62313648,62314416,TSS,True,247,304
ENSG00000125835.18,chr20,2461793,2462635,3AS,False,30,152
ENSG00000125835.18,chr20,2461633,2461939,PAS,True,41,163
ENSG00000125835.18,chr20,2461633,2461793,PAS,True,135,165
ENSG00000082781.11,chr3,124796387,124796818,TSS,True,226,299
ENSG00000082781.11,chr3,124841382,124841552,TSS,True,255,299
ENSG00000082781.11,chr3,124859241,124859446,TSS,True,260,299
ENSG00000082781.11,chr3,124773689,124774245,TSS,True,267,299
ENSG00000018408.14,chr3,149657764,149658053,TSS,False,58,112
ENSG00000174640.13,chr3,134029706,134030105,TSS,True,160,191
ENSG00000047849.21,chr3,47852938,47853162,3AS,False,96,302
ENSG00000047849.21,chr3,47850688,47853039,PAS,True,478,683
ENSG00000047849.21,chr3,47850681,47852938,PAS,True,586,683
ENSG00000047849.21,chr3,47909432,47912421,PAS,True,304,378
ENSG00000047849.21,chr3,47915530,47917174,PAS,False,103,372
