gene,chr,start,end,splice_type,novel,WTC11_ENCFF041RNG_in_cov,WTC11_ENCFF041RNG_total_cov
ENSG00000115268.9,chr19,1438428,1438810,IR,False,112,145
ENSG00000089327.14,chr19,35154809,35155550,5AS,False,224,253
ENSG00000089327.14,chr19,35154711,35154809,TSS,True,39,265
ENSG00000089327.14,chr19,35154720,35154869,TSS,True,236,265
ENSG00000127445.13,chr19,9835304,9835402,TSS,True,31,303
ENSG00000161249.20,chr19,35497538,35498715,ES,False,118,166
ENSG00000161249.20,chr19,35497538,35498715,5AS,False,118,151
ENSG00000161249.20,chr19,35500029,35500532,ES,False,178,209
ENSG00000161249.20,chr19,35505986,35509910,ES,False,203,276
ENSG00000161249.20,chr19,35505986,35510183,ES,False,217,505
ENSG00000161249.20,chr19,35510252,35510370,IR,False,195,312
ENSG00000161249.20,chr19,35510252,35510378,5AS,False,218,413
ENSG00000161249.20,chr19,35510252,35510378,IR,False,218,334
ENSG00000161249.20,chr19,35497216,35497538,PAS,True,351,559
ENSG00000161249.20,chr19,35503302,35503447,PAS,True,222,553
ENSG00000161249.20,chr19,35510378,35510543,TSS,True,341,559
ENSG00000161249.20,chr19,35510183,35510522,TSS,True,444,559
ENSG00000161249.20,chr19,35510370,35510544,TSS,True,364,559
ENSG00000105355.8,chr19,4867608,4867698,TSS,True,24,100
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,394,782
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,520,923
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,537,923
ENSG00000129354.11,chr19,10579858,10581265,3AS,False,189,217
ENSG00000129354.11,chr19,10587189,10587343,TSS,True,112,246
ENSG00000129354.11,chr19,10581265,10581371,TSS,True,169,245
ENSG00000205155.7,chr19,35745596,35745700,TSS,True,23,165
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,50,151
ENSG00000167645.16,chr19,38309643,38315746,5AS,False,15,109
ENSG00000167645.16,chr19,38309643,38315868,5AS,False,154,195
ENSG00000167645.16,chr19,38315859,38315985,TSS,True,270,311
ENSG00000167645.16,chr19,38315868,38315996,TSS,True,156,311
ENSG00000167645.16,chr19,38315716,38315855,TSS,True,256,311
ENSG00000167645.16,chr19,38315722,38315909,TSS,False,272,311
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,76,535
ENSG00000104823.8,chr19,38831077,38831273,TSS,True,473,535
ENSG00000077312.8,chr19,40750839,40751481,TSS,True,57,477
ENSG00000079462.7,chr19,42302325,42302436,IR,False,174,324
ENSG00000079462.7,chr19,42302231,42302666,TSS,True,212,365
ENSG00000079462.7,chr19,42302436,42302792,TSS,True,190,365
ENSG00000123154.11,chr19,12666802,12666992,TSS,True,63,116
ENSG00000123154.11,chr19,12669685,12669893,TSS,True,74,116
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,202,1830
ENSG00000064666.14,chr19,1026557,1026724,TSS,True,14,105
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,208,316
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,142,316
ENSG00000083845.8,chr19,58387244,58387339,TSS,False,141,1239
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,380,1863
ENSG00000108107.14,chr19,55387956,55388048,TSS,True,1612,1863
ENSG00000142252.10,chr19,45079377,45090106,ES,False,67,101
ENSG00000142252.10,chr19,45079244,45079279,TSS,True,152,177
ENSG00000142252.10,chr19,45079269,45079377,TSS,True,76,177
ENSG00000105202.8,chr19,39840515,39840619,5AS,False,80,781
ENSG00000105202.8,chr19,39846290,39846413,TSS,True,121,853
ENSG00000130165.10,chr19,11559190,11559260,TSS,True,35,234
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,105,399
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,311,399
ENSG00000105618.13,chr19,54115212,54115797,TSS,True,42,104
ENSG00000105618.13,chr19,54117239,54118455,TSS,True,92,104
ENSG00000105618.13,chr19,54122983,54123560,TSS,True,87,103
ENSG00000167747.14,chr19,50798958,50799293,IR,False,384,427
ENSG00000167747.14,chr19,50797693,50798958,PAS,True,55,475
ENSG00000167747.14,chr19,50804571,50804922,TSS,True,60,483
ENSG00000130208.9,chr19,44914669,44914733,TSS,True,24,224
ENSG00000105401.8,chr19,10395343,10395434,IR,False,159,214
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,31,246
ENSG00000167468.16,chr19,1105809,1106377,5AS,True,48,116
ENSG00000126457.21,chr19,49679925,49680486,5AS,False,169,188
ENSG00000099783.11,chr19,8465362,8465479,IR,False,251,494
ENSG00000099783.11,chr19,8474244,8485602,ES,False,102,565
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,170,662
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,392,819
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,408,836
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,452,844
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,41,142
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,121,142
ENSG00000156574.9,chr10,70441474,70441681,TSS,False,52,163
ENSG00000156574.9,chr10,70442030,70442474,TSS,True,122,163
ENSG00000120053.11,chr10,99430447,99430683,TSS,True,24,159
ENSG00000182180.13,chr10,73249318,73251762,3AS,False,28,228
ENSG00000182180.13,chr10,73248844,73250991,PAS,True,28,228
ENSG00000182180.13,chr10,73248842,73249318,PAS,False,201,229
ENSG00000156110.13,chr10,74398579,74589281,ES,False,19,180
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,119,188
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,71,186
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,100,176
ENSG00000119979.17,chr10,119136470,119137988,PAS,True,45,209
ENSG00000119979.17,chr10,119137056,119137980,PAS,True,181,209
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,82,811
ENSG00000151465.13,chr10,12195956,12196319,TSS,True,205,1011
ENSG00000151465.13,chr10,12246144,12246277,TSS,True,826,1005
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,32,152
ENSG00000057608.16,chr10,5785851,5786047,TSS,True,132,150
ENSG00000138175.8,chr10,102714272,102714341,TSS,False,36,353
ENSG00000148690.11,chr10,93700106,93702374,ES,True,111,124
ENSG00000148690.11,chr10,93700106,93702374,5AS,True,111,127
ENSG00000148690.11,chr10,93667882,93669868,PAS,True,16,144
ENSG00000148690.11,chr10,93702374,93702602,TSS,False,21,145
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,74,228
ENSG00000171224.8,chr10,69630234,69630313,TSS,True,15,109
ENSG00000122958.14,chr10,69124162,69124280,TSS,True,21,149
ENSG00000122952.16,chr10,56358687,56358908,IR,False,38,233
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,34,270
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,65,308
ENSG00000107833.10,chr10,101783272,101783413,TSS,True,32,277
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,50,478
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,17,168
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,50,282
ENSG00000055950.16,chr10,100986268,100986572,PAS,True,256,285
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,100,121
ENSG00000107521.18,chr10,98441903,98442957,PAS,False,33,109
ENSG00000107521.18,chr10,98446886,98446970,TSS,True,110,123
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,35,123
ENSG00000136758.18,chr10,27110166,27112120,PAS,True,18,147
ENSG00000165512.4,chr10,45000910,45000978,TSS,False,89,322
ENSG00000067064.11,chr10,1043393,1048863,ES,False,167,363
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,72,435
ENSG00000108064.10,chr10,58385400,58385648,TSS,True,74,200
ENSG00000108064.10,chr10,58394354,58394414,TSS,True,144,188
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,108,881
ENSG00000108010.11,chr10,130180112,130182406,PAS,True,791,883
ENSG00000107937.18,chr10,987862,988527,TSS,True,25,125
ENSG00000065154.11,chr10,124418872,124418926,TSS,True,27,203
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,161,344
ENSG00000086475.14,chr10,13344757,13347698,TSS,True,275,342
ENSG00000148688.13,chr10,90900569,90903493,PAS,True,30,211
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,276,620
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,421,624
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,188,452
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,305,448
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,24,148
ENSG00000213551.4,chr10,73246687,73248156,TSS,True,129,147
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,40,145
ENSG00000166295.8,chr10,72216138,72223887,ES,False,78,104
ENSG00000166295.8,chr10,72216138,72230365,ES,True,27,111
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,86,240
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,176,240
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,55,234
ENSG00000166295.8,chr10,72223887,72224154,PAS,True,193,224
PB_novel_214707,chr10,52034214,52038964,3AS,True,54,125
PB_novel_214707,chr10,52033792,52034214,PAS,True,77,138
PB_novel_214707,chr10,52033792,52034217,PAS,True,74,138
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,255,482
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,405,482
ENSG00000165637.13,chr10,75210627,75210938,TSS,True,114,873
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,49,211
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,69,145
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,550,986
ENSG00000096746.17,chr10,68337333,68338502,5AS,True,94,108
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,313,1022
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,823,1257
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,707,1257
ENSG00000148824.18,chr10,133394086,133394332,TSS,False,12,100
ENSG00000148824.18,chr10,133420025,133422531,PAS,True,13,100
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,27,106
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,64,215
ENSG00000020426.10,chr14,60968228,60969960,PAS,True,45,332
ENSG00000165506.14,chr14,49626048,49633286,ES,True,49,112
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,65,567
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,276,325
ENSG00000119655.10,chr14,74493192,74493346,TSS,True,78,765
ENSG00000100883.11,chr14,34982657,34983215,TSS,True,68,188
ENSG00000100883.11,chr14,35022916,35023080,TSS,True,134,185
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1496,1862
ENSG00000092199.17,chr14,21234229,21269297,ES,False,679,1820
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,265,360
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,213,478
ENSG00000172590.18,chr14,22829940,22830052,IR,False,213,331
ENSG00000172590.18,chr14,22829948,22830049,IR,False,81,104
ENSG00000172590.18,chr14,22829886,22829948,TSS,True,535,627
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,148,627
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,37,135
ENSG00000119707.13,chr14,73099666,73103328,PAS,True,86,100
ENSG00000119707.13,chr14,73110830,73110926,PAS,False,98,118
ENSG00000119707.13,chr14,73103191,73103334,PAS,True,48,103
ENSG00000100908.13,chr14,24139614,24140888,3AS,False,105,132
ENSG00000100908.13,chr14,24141316,24141437,IR,False,85,120
ENSG00000100908.13,chr14,24141106,24141620,TSS,True,104,135
ENSG00000100908.13,chr14,24141437,24141608,TSS,True,47,135
ENSG00000133983.14,chr14,70329236,70359518,ES,False,50,356
ENSG00000165501.16,chr14,49602468,49614255,ES,False,66,171
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,140,210
ENSG00000100714.15,chr14,64417883,64418024,TSS,True,150,210
ENSG00000100714.15,chr14,64440149,64440266,TSS,False,147,202
ENSG00000100711.13,chr14,103729182,103732619,ES,False,115,173
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,109,384
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,136,393
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,267,393
ENSG00000126787.12,chr14,55148473,55150798,ES,False,122,145
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,17,161
PB_novel_215440,chr14,48235618,48260392,ES,True,82,114
PB_novel_215440,chr14,48231586,48234226,PAS,True,23,138
ENSG00000165389.6,chr14,34462095,34462264,TSS,False,21,126
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,56,375
ENSG00000100814.17,chr14,20329173,20329376,TSS,True,329,373
ENSG00000100632.10,chr14,69398230,69398334,TSS,True,165,778
ENSG00000119632.3,chr14,94129557,94129676,TSS,True,33,116
ENSG00000119632.3,chr14,94129261,94129509,TSS,True,95,116
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,1326,2191
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,800,1996
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,277,2198
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,27,114
ENSG00000092140.15,chr14,30558730,30559272,TSS,True,34,107
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,43,305
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,19,149
ENSG00000256053.7,chr14,103563124,103587273,ES,False,29,151
ENSG00000256053.7,chr14,103571820,103587273,ES,False,19,122
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,29,281
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,24,163
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,352,1650
ENSG00000100650.15,chr14,69771105,69771196,3AS,False,194,1685
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,609,1789
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,1436,1789
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,281,1707
ENSG00000100650.15,chr14,69771196,69772005,PAS,True,1522,1707
ENSG00000100575.13,chr14,58411971,58427053,ES,False,18,101
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,30,215
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,229,892
ENSG00000100823.11,chr14,20455338,20455577,IR,False,229,267
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,441,1085
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,852,1085
ENSG00000165819.11,chr14,21499137,21499305,IR,False,102,141
ENSG00000165819.11,chr14,21499371,21499491,IR,False,98,140
ENSG00000165819.11,chr14,21511123,21511371,TSS,True,26,159
ENSG00000100526.19,chr14,54397077,54401523,ES,False,34,298
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,89,147
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,67,147
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,121,142
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,25,143
ENSG00000092108.20,chr14,30622399,30630476,ES,False,22,143
ENSG00000092108.20,chr14,30622257,30622399,TSS,True,46,193
ENSG00000092108.20,chr14,30690340,30690577,TSS,True,159,182
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,72,461
ENSG00000155463.12,chr14,22771311,22771348,TSS,True,404,457
ENSG00000092208.17,chr14,39114268,39114475,TSS,True,17,133
ENSG00000100445.17,chr14,24440926,24442177,ES,False,31,306
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,330,388
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,133,388
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,33,233
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,26,213
ENSG00000092020.10,chr14,35110629,35121901,ES,False,42,155
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,38,162
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,132,167
ENSG00000066427.22,chr14,92060286,92064414,PAS,True,16,141
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,50,153
ENSG00000140043.11,chr14,73851820,73851943,TSS,True,45,122
ENSG00000140043.11,chr14,73851791,73852004,TSS,False,107,122
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,22,102
ENSG00000165525.17,chr14,49828695,49828787,PAS,True,91,102
ENSG00000151332.18,chr14,36299187,36300784,3AS,False,23,109
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,25,111
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,88,111
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,149,189
ENSG00000165792.17,chr14,20996711,20996784,IR,False,128,181
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,68,196
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,141,193
ENSG00000117543.20,chr1,100990631,100995109,ES,False,12,108
ENSG00000117543.20,chr1,101025466,101025682,5AS,False,105,118
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,14,125
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,17,125
ENSG00000116478.11,chr1,32292072,32292218,TSS,True,31,272
ENSG00000117450.13,chr1,45519047,45521828,IR,True,26,108
ENSG00000179085.7,chr1,155140245,155140490,3AS,False,88,121
ENSG00000179085.7,chr1,155139890,155140245,PAS,False,41,129
ENSG00000179085.7,chr1,155139890,155140271,PAS,True,88,121
ENSG00000176261.15,chr1,32627544,32633644,ES,False,71,239
ENSG00000176261.15,chr1,32634072,32634767,5AS,False,145,165
ENSG00000176261.15,chr1,32634072,32634767,3AS,False,145,181
ENSG00000176261.15,chr1,32634792,32650432,5AS,False,183,212
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,53,269
ENSG00000176261.15,chr1,32650428,32650999,TSS,True,238,269
ENSG00000116750.13,chr1,193023036,193023843,3AS,False,69,117
ENSG00000116750.13,chr1,193012249,193016395,PAS,True,26,119
ENSG00000116750.13,chr1,193017723,193018820,PAS,True,100,119
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,84,342
ENSG00000134375.10,chr1,201957279,201957380,TSS,True,275,342
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,44,438
ENSG00000081870.11,chr1,53945554,53945821,TSS,True,34,100
ENSG00000081870.11,chr1,53946236,53946316,TSS,True,72,100
ENSG00000230798.5,chr1,63321463,63321590,5AS,True,87,656
ENSG00000230798.5,chr1,63321463,63321624,5AS,True,431,531
ENSG00000230798.5,chr1,63321624,63321664,TSS,True,1057,1487
ENSG00000230798.5,chr1,63321583,63321642,TSS,True,923,1487
ENSG00000131238.17,chr1,40097114,40097257,TSS,False,93,314
ENSG00000131238.17,chr1,40078559,40078658,TSS,True,239,314
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,188,421
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,239,419
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,82,141
ENSG00000143314.12,chr1,156738764,156741052,5AS,True,62,101
ENSG00000143314.12,chr1,156741052,156741132,TSS,False,54,117
ENSG00000143314.12,chr1,156741011,156741118,TSS,True,80,117
ENSG00000160688.18,chr1,154983397,154983841,IR,False,100,112
ENSG00000160688.18,chr1,154984066,154988104,3AS,False,95,106
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,24,129
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,115,129
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,62,129
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,72,126
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,350,451
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,125,451
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,74,463
ENSG00000116251.10,chr1,6197756,6199557,5AS,True,155,200
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,1918,4898
ENSG00000116251.10,chr1,6192929,6193003,TSS,True,3564,4898
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,126,718
ENSG00000158864.12,chr1,161202367,161203543,TSS,True,645,718
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,26,245
ENSG00000158716.8,chr1,159780961,159780993,TSS,False,52,124
ENSG00000158716.8,chr1,159780998,159781367,TSS,True,83,124
ENSG00000143228.12,chr1,163322066,163326031,5AS,False,39,107
ENSG00000143228.12,chr1,163321888,163322066,TSS,True,82,126
ENSG00000143228.12,chr1,163321868,163322212,TSS,True,59,126
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,23,159
ENSG00000142856.16,chr1,63446856,63453917,ES,False,81,100
ENSG00000142856.16,chr1,63508570,63523128,ES,False,112,128
ENSG00000142856.16,chr1,63438492,63441103,PAS,True,32,136
ENSG00000163875.15,chr1,37495918,37501803,ES,False,92,114
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,41,193
ENSG00000185842.15,chr1,224967679,224969831,PAS,True,82,115
ENSG00000185842.15,chr1,224969633,224969832,PAS,False,43,116
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,461,641
ENSG00000116670.14,chr1,11691751,11691831,TSS,True,477,641
ENSG00000116670.14,chr1,11691412,11691608,TSS,True,433,641
ENSG00000234741.7,chr1,173864079,173864256,IR,True,53,110
ENSG00000234741.7,chr1,173864304,173864674,5AS,False,82,137
ENSG00000234741.7,chr1,173864304,173864674,3AS,False,82,105
ENSG00000234741.7,chr1,173864304,173864674,IR,False,82,170
ENSG00000234741.7,chr1,173864304,173865228,3AS,True,17,116
ENSG00000234741.7,chr1,173864304,173865509,IR,True,29,106
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,1338,2692
ENSG00000284770.1,chr1,235367504,235380018,5AS,False,114,128
ENSG00000284770.1,chr1,235367341,235367504,TSS,True,21,135
ENSG00000284770.1,chr1,235367418,235367552,TSS,True,121,135
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,113,197
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,83,193
ENSG00000160049.11,chr1,10472322,10472582,TSS,True,37,203
ENSG00000160049.11,chr1,10467189,10467283,TSS,True,179,203
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,31,174
ENSG00000117122.13,chr1,16980586,16980812,TSS,True,24,193
ENSG00000143033.17,chr1,93079531,93110314,3AS,True,14,131
ENSG00000143033.17,chr1,93127299,93133702,ES,False,27,172
ENSG00000143033.17,chr1,93079194,93079531,TSS,True,64,197
ENSG00000143033.17,chr1,93115463,93115618,TSS,True,145,196
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,51,188
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,150,188
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,128,540
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,476,533
ENSG00000143420.18,chr1,150627049,150627592,PAS,True,469,525
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,207,638
ENSG00000143420.18,chr1,150629060,150629153,TSS,True,554,638
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,199,238
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,103,238
ENSG00000162433.14,chr1,65148140,65149140,TSS,False,203,238
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,297,385
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,136,390
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,271,390
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,98,588
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,210,590
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,503,590
ENSG00000084623.11,chr1,32226463,32226530,TSS,True,496,589
ENSG00000116353.15,chr1,29216685,29230730,3AS,False,108,125
ENSG00000177674.15,chr1,11745837,11747439,ES,False,178,209
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,40,216
ENSG00000143252.14,chr1,161340655,161362328,ES,False,22,194
ENSG00000143252.14,chr1,161314378,161314425,TSS,True,30,216
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,433,528
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,379,862
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,379,471
ENSG00000160752.14,chr1,155308965,155310063,IR,False,379,475
ENSG00000160752.14,chr1,155309076,155310063,3AS,False,89,184
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,322,1216
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,1029,1216
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,15,148
ENSG00000067334.13,chr1,93879076,93879206,TSS,True,31,148
ENSG00000067334.13,chr1,93876267,93877864,TSS,True,118,138
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,93,653
ENSG00000163344.5,chr1,154936590,154937003,TSS,False,56,243
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,119,167
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,128,167
ENSG00000117419.15,chr1,44319627,44319746,TSS,False,113,167
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,145,167
ENSG00000126088.13,chr1,45012285,45012906,3AS,False,169,188
ENSG00000126088.13,chr1,45012121,45012285,TSS,True,33,221
ENSG00000143320.8,chr1,156705376,156705584,TSS,True,62,572
ENSG00000171735.18,chr1,6785575,6825091,ES,False,77,333
ENSG00000143612.20,chr1,154214574,154220341,ES,False,109,246
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,38,290
ENSG00000240563.1,chr1,62194704,62194921,TSS,False,28,109
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,36,236
ENSG00000230623.5,chr1,200473908,200475184,PAS,True,64,210
ENSG00000230623.5,chr1,200415364,200415550,PAS,False,151,210
ENSG00000266472.5,chr1,150293898,150294334,IR,True,792,1031
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,270,1067
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,830,1067
ENSG00000117335.19,chr1,207752036,207752309,TSS,True,24,105
ENSG00000143742.12,chr1,225783368,225789239,ES,False,2560,2898
ENSG00000009307.15,chr1,114736855,114737962,ES,False,167,203
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,85,290
ENSG00000134717.17,chr1,52056379,52064824,ES,False,39,354
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,184,1196
ENSG00000159377.10,chr1,151399546,151399727,TSS,True,34,182
ENSG00000159377.10,chr1,151399996,151400187,TSS,True,154,182
ENSG00000069275.12,chr1,205719673,205720500,3AS,True,27,176
ENSG00000069275.12,chr1,205713349,205718479,PAS,True,65,180
ENSG00000069275.12,chr1,205719553,205719676,PAS,True,127,180
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,21,193
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,118,345
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,510,736
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,338,730
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,216,840
ENSG00000142864.14,chr1,67425082,67425906,TSS,False,732,837
ENSG00000077152.10,chr1,202341894,202341965,TSS,True,58,461
ENSG00000120333.4,chr1,175023363,175023430,TSS,False,35,234
ENSG00000143353.11,chr1,219173785,219173981,TSS,True,12,107
ENSG00000116754.13,chr1,70228555,70232267,ES,False,94,105
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,117,154
ENSG00000116754.13,chr1,70221330,70221400,TSS,False,133,153
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,96,153
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,100,140
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,83,140
ENSG00000097021.19,chr1,6393256,6393745,TSS,True,32,144
ENSG00000097021.19,chr1,6385493,6385833,TSS,False,125,144
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,2102,2946
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,946,3049
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,2205,3049
