gene,chr,start,end,splice_type,novel,HCT116_ENCFF400LRT_in_cov,HCT116_ENCFF400LRT_total_cov
ENSG00000183889.12,chr16,16340305,16340507,PAS,True,81,102
ENSG00000059122.16,chr16,2930010,2930412,3AS,False,36,136
ENSG00000059122.16,chr16,2911831,2912154,TSS,True,84,224
ENSG00000059122.16,chr16,2933128,2933582,TSS,False,183,223
ENSG00000059122.16,chr16,2948687,2951208,PAS,True,29,220
ENSG00000127586.16,chr16,790666,791160,IR,False,74,112
ENSG00000127586.16,chr16,791370,791850,IR,False,64,107
ENSG00000127586.16,chr16,791948,792223,IR,False,72,109
ENSG00000127586.16,chr16,792347,792438,IR,True,94,115
ENSG00000127586.16,chr16,788582,788775,TSS,True,126,213
ENSG00000140943.16,chr16,84087357,84087465,TSS,True,105,121
ENSG00000140943.16,chr16,84116734,84116991,TSS,True,78,121
ENSG00000185324.21,chr16,89693326,89693397,IR,False,43,132
ENSG00000185324.21,chr16,89693467,89694172,IR,False,57,132
ENSG00000185324.21,chr16,89694232,89694664,IR,True,89,133
ENSG00000185324.21,chr16,89694788,89694930,IR,True,124,138
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,127,171
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,97,171
ENSG00000185324.21,chr16,89695594,89696368,PAS,True,23,157
ENSG00000182149.20,chr16,71922680,71924768,ES,False,16,134
ENSG00000182149.20,chr16,71923380,71924768,IR,True,119,140
ENSG00000182149.20,chr16,71923380,71927613,ES,True,39,163
ENSG00000125148.6,chr16,56608583,56608683,TSS,True,37,201
ENSG00000126602.10,chr16,3717420,3717597,TSS,True,135,1188
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,485,1210
ENSG00000134419.15,chr16,18784737,18784816,TSS,True,959,1207
ENSG00000159593.14,chr16,66830846,66831002,TSS,True,27,248
ENSG00000178773.14,chr16,89586756,89587050,3AS,True,13,128
ENSG00000178773.14,chr16,89587102,89588674,3AS,True,97,126
ENSG00000178773.14,chr16,89595603,89596483,IR,True,155,173
ENSG00000178773.14,chr16,89575198,89576071,TSS,True,168,285
ENSG00000178773.14,chr16,89587365,89588808,TSS,False,209,274
ENSG00000178773.14,chr16,89596483,89597247,PAS,True,49,243
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,68,109
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,70,110
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,42,110
ENSG00000103035.10,chr16,74296769,74296988,TSS,True,30,251
ENSG00000166851.14,chr16,23678847,23679340,TSS,True,42,340
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,43,145
ENSG00000179889.18,chr16,15036015,15037698,PAS,True,47,126
ENSG00000179889.18,chr16,15022703,15022923,PAS,True,105,117
ENSG00000079616.12,chr16,29804065,29804813,IR,False,327,371
ENSG00000079616.12,chr16,29790709,29790829,TSS,True,110,458
ENSG00000079616.12,chr16,29805150,29805174,TSS,True,385,451
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,68,380
ENSG00000168411.13,chr16,74666785,74666903,TSS,True,50,116
ENSG00000168411.13,chr16,74628451,74628603,TSS,True,84,108
ENSG00000127564.16,chr16,2979912,2980285,3AS,False,139,157
ENSG00000127564.16,chr16,2980285,2980537,TSS,True,48,205
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,721,3585
ENSG00000066654.13,chr16,20733663,20737286,PAS,True,14,123
ENSG00000103495.13,chr16,29808741,29810076,ES,False,166,298
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,230,374
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,249,374
ENSG00000104731.13,chr16,87707811,87708072,PAS,True,76,102
ENSG00000104731.13,chr16,87707811,87708075,PAS,True,38,102
ENSG00000104731.13,chr16,87765791,87766238,TSS,True,12,109
ENSG00000085721.12,chr16,15086258,15091314,ES,False,17,131
ENSG00000159461.14,chr16,56425072,56425623,TSS,False,28,135
ENSG00000141101.12,chr16,69754847,69754944,TSS,True,43,336
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,49,299
ENSG00000103342.12,chr16,11868127,11873171,PAS,True,68,355
ENSG00000103342.12,chr16,11889977,11891139,PAS,True,286,346
ENSG00000103342.12,chr16,11915368,11916001,TSS,True,65,362
ENSG00000103342.12,chr16,11896557,11896718,TSS,True,316,357
ENSG00000118894.14,chr16,5097643,5098033,TSS,True,39,108
ENSG00000118894.14,chr16,5097279,5097766,TSS,True,82,108
ENSG00000006327.13,chr16,3020330,3020491,TSS,False,54,274
ENSG00000167978.16,chr16,2752618,2752846,TSS,True,102,179
ENSG00000167978.16,chr16,2752350,2752854,TSS,True,161,179
ENSG00000167978.16,chr16,2758469,2758536,PAS,False,12,117
ENSG00000205609.12,chr16,28376688,28379880,PAS,True,106,175
ENSG00000205609.12,chr16,28391979,28392025,TSS,True,151,174
ENSG00000058600.15,chr16,22297352,22297537,TSS,True,51,111
ENSG00000058600.15,chr16,22308925,22309040,TSS,True,98,109
ENSG00000141002.19,chr16,89893858,89895082,3AS,False,40,272
ENSG00000141002.19,chr16,89907322,89910590,ES,False,250,304
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,208,463
ENSG00000141002.19,chr16,89883349,89883512,TSS,False,407,463
ENSG00000141002.19,chr16,89911079,89911809,PAS,True,82,392
ENSG00000141002.19,chr16,89884581,89884609,PAS,False,254,312
ENSG00000090863.11,chr16,74451933,74452131,PAS,True,570,774
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,238,761
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,158,870
ENSG00000185164.14,chr16,18561875,18562171,TSS,True,37,227
ENSG00000103260.8,chr16,716992,717070,IR,False,234,350
ENSG00000103260.8,chr16,715108,715393,TSS,True,95,401
ENSG00000103260.8,chr16,715131,715984,TSS,True,359,401
ENSG00000103260.8,chr16,717070,719652,PAS,True,117,351
ENSG00000103260.8,chr16,716932,717478,PAS,True,240,351
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,57,312
ENSG00000103275.19,chr16,1324729,1327016,PAS,True,34,300
ENSG00000103356.15,chr16,23521345,23524454,PAS,True,14,113
ENSG00000103356.15,chr16,23552148,23552284,TSS,True,82,127
ENSG00000103356.15,chr16,23534887,23535267,TSS,True,111,127
ENSG00000103356.15,chr16,23557204,23557395,TSS,True,81,127
ENSG00000103502.13,chr16,29862720,29862814,IR,False,102,114
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,19,132
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,81,108
ENSG00000050820.16,chr16,75234888,75235855,TSS,True,83,105
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,90,110
ENSG00000050820.16,chr16,75242469,75243091,TSS,True,91,105
ENSG00000187741.14,chr16,89736843,89738708,PAS,True,47,108
ENSG00000187741.14,chr16,89816536,89817017,TSS,True,64,112
ENSG00000074071.14,chr16,1771888,1772513,PAS,True,30,264
ENSG00000074071.14,chr16,1772798,1773463,TSS,True,30,278
ENSG00000179958.8,chr16,30429879,30430029,TSS,True,56,236
ENSG00000051523.10,chr16,88650955,88651066,TSS,True,36,255
ENSG00000065427.14,chr16,75641723,75647577,ES,False,146,198
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,33,231
ENSG00000258947.6,chr16,89923321,89923458,TSS,True,111,278
ENSG00000183751.14,chr16,1971963,1972205,TSS,True,98,318
ENSG00000183751.14,chr16,1973958,1974292,TSS,True,282,318
ENSG00000103423.13,chr16,4450497,4455545,ES,False,208,254
ENSG00000166123.13,chr16,46884325,46884467,TSS,False,86,205
ENSG00000162073.13,chr16,2969275,2969840,TSS,True,99,146
ENSG00000162073.13,chr16,2971158,2971378,TSS,True,113,146
ENSG00000140688.16,chr16,31508073,31508443,TSS,True,39,120
ENSG00000067955.13,chr16,67082308,67098709,5AS,False,155,347
ENSG00000067955.13,chr16,67029107,67029485,TSS,True,88,431
ENSG00000166451.13,chr16,81006436,81007277,TSS,True,12,112
ENSG00000166451.13,chr16,81028568,81031490,PAS,True,53,112
ENSG00000166451.13,chr16,81022754,81022880,PAS,False,66,110
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,395,2152
ENSG00000167526.13,chr16,89560681,89561063,TSS,True,1881,2152
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,50,197
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,98,195
ENSG00000197912.15,chr16,89536764,89537724,PAS,True,109,172
ENSG00000038358.14,chr16,67881845,67881953,IR,False,130,149
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,78,159
ENSG00000038358.14,chr16,67880207,67880990,TSS,True,136,159
ENSG00000140990.14,chr16,1959509,1959754,TSS,True,45,134
ENSG00000140990.14,chr16,1959592,1961291,TSS,True,115,134
ENSG00000103335.22,chr16,88715338,88715854,PAS,True,14,126
ENSG00000103335.22,chr16,88727038,88727192,TSS,True,102,121
ENSG00000103335.22,chr16,88717022,88719309,TSS,True,106,119
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,178,787
ENSG00000140941.12,chr16,87392312,87392467,TSS,True,51,396
ENSG00000153786.12,chr16,85011285,85011547,TSS,True,37,105
ENSG00000153786.12,chr16,84981869,84981993,TSS,True,93,104
ENSG00000131149.18,chr16,85657274,85657604,TSS,True,128,143
ENSG00000131149.18,chr16,85660881,85661765,TSS,False,87,143
ENSG00000167969.12,chr16,2251429,2251514,IR,False,123,155
ENSG00000167969.12,chr16,2239877,2240145,PAS,True,25,168
ENSG00000167969.12,chr16,2239898,2243224,PAS,False,146,164
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,54,177
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,145,177
ENSG00000161999.11,chr16,682874,682952,IR,False,156,177
ENSG00000161999.11,chr16,682874,683166,ES,False,18,174
ENSG00000161999.11,chr16,683441,683529,IR,False,137,190
ENSG00000161999.11,chr16,683781,683860,IR,False,137,163
ENSG00000161999.11,chr16,683909,684065,IR,False,132,155
ENSG00000161999.11,chr16,684155,684233,IR,False,68,160
ENSG00000161999.11,chr16,681662,682874,PAS,True,21,207
ENSG00000161999.11,chr16,684065,684357,TSS,True,147,231
ENSG00000161999.11,chr16,684233,684412,TSS,True,156,231
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,381,474
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,127,508
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,416,508
ENSG00000205250.8,chr16,67192870,67193008,IR,False,177,201
ENSG00000205250.8,chr16,67192133,67192362,TSS,True,67,263
ENSG00000103266.10,chr16,681880,682019,IR,False,197,220
ENSG00000131148.8,chr16,85779867,85781210,ES,False,21,157
ENSG00000131148.8,chr16,85799064,85799662,TSS,True,25,182
ENSG00000166164.15,chr16,50313498,50319266,PAS,True,45,121
ENSG00000166164.15,chr16,50334710,50334895,PAS,False,73,100
ENSG00000166164.15,chr16,50368725,50369050,TSS,True,35,129
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,351,1280
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,73,126
ENSG00000140995.16,chr16,89965860,89968066,PAS,True,43,106
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,56,370
ENSG00000167967.15,chr16,2223447,2223770,TSS,False,42,110
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,306,880
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,7879,9974
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,3453,9974
ENSG00000140988.15,chr16,1962735,1962772,TSS,True,8920,9973
ENSG00000140859.15,chr16,57772288,57794998,ES,False,74,101
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,49,138
ENSG00000131143.8,chr16,85799230,85799752,TSS,True,340,842
ENSG00000140743.7,chr16,22374230,22374619,TSS,True,18,131
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,140,249
ENSG00000189091.12,chr16,70530744,70530917,TSS,True,186,249
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,239,344
ENSG00000131653.12,chr16,2163881,2164001,TSS,True,288,344
ENSG00000170540.14,chr16,18801430,18801689,TSS,True,105,813
ENSG00000132604.10,chr16,69355563,69357056,PAS,True,35,120
ENSG00000132604.10,chr16,69362895,69367199,PAS,True,87,118
ENSG00000007376.7,chr16,788255,788416,TSS,True,38,127
ENSG00000062038.13,chr16,68644884,68645424,TSS,True,71,175
ENSG00000062038.13,chr16,68695249,68695385,TSS,True,154,172
ENSG00000003249.13,chr16,90019310,90019690,TSS,False,26,107
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,85,152
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,100,152
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,83,129
ENSG00000013364.18,chr16,29844533,29844879,TSS,True,82,126
ENSG00000103507.13,chr16,31112027,31112120,IR,False,108,154
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,40,165
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,139,165
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,51,159
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,112,158
ENSG00000135686.12,chr16,84648470,84648649,TSS,False,58,110
ENSG00000135686.12,chr16,84657130,84657944,TSS,True,90,110
ENSG00000131652.13,chr16,3025988,3026062,IR,False,121,138
ENSG00000131652.13,chr16,3026166,3026250,IR,False,123,140
ENSG00000131652.13,chr16,3027280,3027365,IR,True,129,144
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,51,113
ENSG00000169217.8,chr16,30353180,30353275,TSS,True,101,113
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,56,167
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,176,269
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,109,269
ENSG00000178952.10,chr16,28846217,28846377,TSS,True,95,904
ENSG00000162032.15,chr16,1778048,1778133,IR,False,108,127
ENSG00000162032.15,chr16,1778321,1778434,IR,False,83,125
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,50,133
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,92,133
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,40,188
ENSG00000118680.13,chr18,3262132,3262237,TSS,False,160,459
ENSG00000154832.14,chr18,50283361,50283514,IR,False,129,146
ENSG00000154832.14,chr18,50283564,50283704,IR,False,119,147
ENSG00000154832.14,chr18,50285247,50285324,IR,False,97,129
ENSG00000154832.14,chr18,50285247,50285748,ES,False,12,108
ENSG00000154832.14,chr18,50285351,50285748,IR,True,102,128
ENSG00000154832.14,chr18,50285928,50286021,IR,False,112,134
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,22,152
ENSG00000085415.15,chr18,12951905,12963159,ES,False,19,180
ENSG00000085415.15,chr18,12947983,12948232,TSS,True,29,200
ENSG00000141759.14,chr18,79973856,79977597,ES,False,104,124
ENSG00000141759.14,chr18,79973856,79988239,ES,False,16,138
ENSG00000141759.14,chr18,79977701,79988239,ES,False,99,120
ENSG00000141759.14,chr18,79988239,79988590,TSS,True,23,161
ENSG00000134759.13,chr18,36138426,36141136,ES,False,36,145
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,28,176
ENSG00000074695.5,chr18,59327822,59331129,PAS,True,24,161
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,54,176
ENSG00000074695.5,chr18,59333090,59333181,TSS,True,126,152
ENSG00000141429.13,chr18,35581071,35581862,TSS,False,12,108
ENSG00000141646.13,chr18,51030208,51030623,TSS,True,38,147
ENSG00000141646.13,chr18,51058145,51058244,TSS,True,130,146
ENSG00000167088.10,chr18,21612235,21612443,TSS,True,40,206
ENSG00000141425.17,chr18,36067253,36067612,TSS,True,25,111
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,52,225
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,43,280
ENSG00000170677.5,chr18,70288683,70289090,TSS,False,24,122
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,68,338
ENSG00000172175.13,chr18,58747404,58753898,PAS,True,13,113
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,162,758
ENSG00000134440.11,chr18,57602486,57602811,IR,False,364,405
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,93,406
ENSG00000122490.18,chr18,79904183,79943328,ES,False,44,133
ENSG00000122490.18,chr18,79943462,79950723,ES,False,116,130
ENSG00000122490.18,chr18,79951580,79951684,TSS,True,47,161
ENSG00000122490.18,chr18,79950723,79951639,TSS,True,143,161
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,48,281
ENSG00000154845.15,chr18,9562075,9563377,ES,False,95,108
ENSG00000154845.15,chr18,9546195,9547952,PAS,True,13,109
ENSG00000154845.15,chr18,9614477,9615023,TSS,True,45,110
ENSG00000154845.15,chr18,9614225,9614445,TSS,True,88,110
ENSG00000154845.15,chr18,9570156,9571839,TSS,False,91,110
ENSG00000176890.15,chr18,657480,657947,TSS,True,50,371
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,76,208
ENSG00000067900.7,chr18,20967848,20967940,PAS,True,127,144
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,44,137
ENSG00000134758.13,chr18,32092886,32123517,ES,False,20,125
ENSG00000134758.13,chr18,32091852,32092235,TSS,True,87,139
ENSG00000134758.13,chr18,32092661,32092886,TSS,True,59,139
ENSG00000176105.13,chr18,812113,813171,TSS,True,31,240
ENSG00000175387.15,chr18,47833096,47841950,PAS,True,14,113
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,85,122
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,70,122
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,42,135
ENSG00000017797.12,chr18,9516844,9517114,PAS,True,69,105
ENSG00000017797.12,chr18,9535670,9538107,PAS,True,51,118
ENSG00000080986.12,chr18,2616436,2616635,PAS,False,16,103
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,30,159
ENSG00000141380.13,chr18,26035127,26038554,ES,False,159,198
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,36,210
ENSG00000091164.12,chr18,56638342,56638706,TSS,True,23,120
ENSG00000091164.12,chr18,56610992,56611018,TSS,True,99,119
ENSG00000119537.17,chr18,63367010,63367636,TSS,True,44,150
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,96,119
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,69,172
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,149,172
ENSG00000141424.12,chr18,36126218,36127728,TSS,True,135,171
ENSG00000177189.13,chrX,20172868,20175163,3AS,False,14,132
ENSG00000102225.15,chrX,47219105,47223551,ES,False,101,116
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,55,171
ENSG00000178605.13,chrX,318438,318864,TSS,False,33,122
ENSG00000067829.18,chrX,153794245,153794429,TSS,True,25,103
ENSG00000089820.15,chrX,153926135,153926914,TSS,True,28,101
ENSG00000130066.16,chrX,23783883,23784293,IR,False,82,442
ENSG00000130066.16,chrX,23783883,23785327,ES,False,558,621
ENSG00000130066.16,chrX,23783883,23785327,IR,True,558,905
ENSG00000130066.16,chrX,23784403,23785327,IR,True,74,440
ENSG00000130066.16,chrX,23783138,23783417,TSS,True,244,1270
ENSG00000182872.15,chrX,47144795,47145485,TSS,False,67,113
ENSG00000182872.15,chrX,47186473,47186813,PAS,True,11,103
ENSG00000182872.15,chrX,47185054,47185107,PAS,True,89,100
ENSG00000173674.10,chrX,20141624,20141872,TSS,True,23,201
ENSG00000102030.15,chrX,153932115,153932315,IR,False,85,102
ENSG00000102030.15,chrX,153934883,153935073,TSS,True,28,137
ENSG00000241343.9,chrX,101390969,101391046,TSS,True,69,204
ENSG00000241343.9,chrX,101391768,101391822,TSS,True,168,204
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,55,106
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,23,134
ENSG00000205542.10,chrX,12975104,12975168,TSS,False,35,190
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,113,175
ENSG00000029993.14,chrX,150985012,150985749,TSS,True,80,175
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,30,115
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,44,134
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,18,155
ENSG00000197976.11,chrX,1599432,1600658,IR,True,132,164
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,40,212
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,154,186
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,41,187
ENSG00000147140.15,chrX,71283721,71290628,ES,False,99,565
ENSG00000102007.10,chrX,49171860,49172096,TSS,False,100,174
ENSG00000102007.10,chrX,49174334,49174425,TSS,True,112,174
ENSG00000131174.5,chrX,77899467,77899593,TSS,True,27,101
ENSG00000165175.15,chrX,38804201,38804413,TSS,True,49,171
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,44,106
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,32,112
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,105,217
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,118,217
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,83,358
ENSG00000102054.17,chrX,16869493,16869951,TSS,False,312,358
ENSG00000196924.15,chrX,154355072,154357433,ES,False,137,231
ENSG00000196924.15,chrX,154359483,154359649,TSS,False,475,551
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,416,550
ENSG00000001497.16,chrX,65532630,65534479,ES,False,28,161
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,19,177
ENSG00000001497.16,chrX,65534479,65534821,TSS,True,25,186
ENSG00000156504.16,chrX,134771354,134772142,IR,False,15,115
ENSG00000156504.16,chrX,134771354,134781820,3AS,False,72,172
ENSG00000156504.16,chrX,134785947,134787471,3AS,False,86,188
ENSG00000156504.16,chrX,134789266,134793814,ES,False,97,167
ENSG00000156504.16,chrX,134789266,134793814,5AS,True,97,113
ENSG00000156504.16,chrX,134769565,134772283,PAS,True,90,189
ENSG00000156504.16,chrX,134769565,134771354,PAS,True,102,190
ENSG00000156504.16,chrX,134796107,134797264,TSS,True,24,193
ENSG00000156531.16,chrX,134393952,134413490,3AS,False,83,103
ENSG00000156531.16,chrX,134425660,134428790,PAS,False,38,104
ENSG00000156531.16,chrX,134425200,134428790,PAS,True,71,104
ENSG00000198034.10,chrX,72277192,72277262,TSS,True,240,1702
ENSG00000147010.17,chrX,19533978,19536458,PAS,True,18,158
ENSG00000147010.17,chrX,19592066,19592150,TSS,True,135,152
ENSG00000147010.17,chrX,19887306,19887702,TSS,True,117,170
ENSG00000147010.17,chrX,19670861,19670970,TSS,False,99,165
ENSG00000068438.14,chrX,48481715,48482408,3AS,False,39,103
ENSG00000068438.14,chrX,48476137,48476396,TSS,True,11,108
ENSG00000068438.14,chrX,48485735,48486364,PAS,True,17,108
ENSG00000068438.14,chrX,48482596,48483440,PAS,True,91,107
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,68,291
ENSG00000101911.12,chrX,12791366,12791619,TSS,True,38,109
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,25,164
ENSG00000184216.13,chrX,154019598,154019676,IR,False,101,123
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,216,271
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,170,271
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,78,109
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,98,109
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,65,109
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,83,107
ENSG00000102038.15,chrX,129492093,129496749,ES,False,41,118
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,41,127
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,102,127
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,55,453
ENSG00000130985.16,chrX,47190712,47190950,TSS,False,456,531
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,354,531
ENSG00000130985.16,chrX,47201475,47201610,TSS,True,467,531
ENSG00000123131.12,chrX,23667422,23667811,TSS,True,22,188
ENSG00000123131.12,chrX,23683668,23683705,TSS,True,167,187
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,547,1541
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,1352,1541
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,112,263
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,154,260
ENSG00000169895.5,chrX,16719578,16719899,TSS,True,14,114
ENSG00000221867.8,chrX,152698723,152698829,TSS,True,59,284
ENSG00000221867.8,chrX,152700618,152700687,TSS,True,255,284
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,21,175
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,36,190
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,169,190
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,105,854
ENSG00000183305.13,chrX,152714578,152714682,TSS,False,25,103
ENSG00000072501.17,chrX,53374148,53380186,PAS,False,65,131
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,60,114
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,69,151
ENSG00000125676.19,chrX,123621243,123621587,PAS,True,119,155
ENSG00000125676.19,chrX,123622757,123622860,PAS,True,99,155
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,113,148
ENSG00000125676.19,chrX,123732951,123733102,TSS,True,23,167
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,149,187
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,41,185
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,59,146
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,115,146
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,152,246
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,97,245
ENSG00000102178.12,chrX,154486536,154486692,TSS,True,17,148
ENSG00000068308.13,chrX,48922910,48923136,IR,False,27,119
ENSG00000068308.13,chrX,48923295,48923632,3AS,True,104,117
ENSG00000068308.13,chrX,48922023,48923295,PAS,True,36,119
ENSG00000068308.13,chrX,48922205,48922910,PAS,True,92,119
ENSG00000068308.13,chrX,48956976,48958381,TSS,True,22,134
ENSG00000101928.12,chrX,134889192,134896816,ES,False,33,111
ENSG00000166681.13,chrX,103376345,103376613,TSS,True,55,108
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,42,224
ENSG00000102265.11,chrX,47582220,47582474,TSS,True,22,120
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,50,141
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,277,394
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,119,369
ENSG00000147274.14,chrX,136880596,136880778,TSS,True,43,395
ENSG00000125266.7,chr13,106534842,106535661,TSS,True,14,116
ENSG00000102580.14,chr13,95677091,95677337,TSS,True,16,105
ENSG00000102786.14,chr13,51361578,51365845,PAS,True,23,119
ENSG00000102786.14,chr13,51452414,51453048,TSS,True,19,121
ENSG00000153487.12,chr13,110713261,110714285,TSS,True,31,114
ENSG00000153487.12,chr13,110715841,110716008,TSS,True,96,114
ENSG00000136108.14,chr13,52455420,52455626,TSS,True,37,114
ENSG00000136108.14,chr13,52461112,52461926,TSS,True,88,112
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,67,339
ENSG00000139496.15,chr13,25301530,25301880,TSS,True,16,159
ENSG00000139496.15,chr13,25339964,25342422,PAS,True,19,153
ENSG00000198176.12,chr13,113584888,113585773,5AS,True,471,524
ENSG00000198176.12,chr13,113636700,113640119,ES,True,62,567
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,126,502
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,145,619
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,95,284
