gene,chr,start,end,splice_type,novel,upper_lobe_of_right_lung_ENCFF449MVA_in_cov,upper_lobe_of_right_lung_ENCFF449MVA_total_cov
ENSG00000103479.15,chr16,53490129,53491649,PAS,True,46,327
ENSG00000183889.12,chr16,16327906,16328004,IR,True,35,117
ENSG00000183889.12,chr16,16329222,16329364,5AS,True,25,130
ENSG00000183889.12,chr16,16333884,16340305,ES,False,71,142
ENSG00000183889.12,chr16,16348732,16350091,ES,False,109,136
ENSG00000183889.12,chr16,16319926,16320178,TSS,True,148,167
ENSG00000183889.12,chr16,16320372,16321407,TSS,True,149,166
ENSG00000183889.12,chr16,16350091,16350612,PAS,True,30,166
ENSG00000169896.17,chr16,31259970,31260092,TSS,True,39,108
ENSG00000059122.16,chr16,2911831,2912154,TSS,True,42,138
ENSG00000059122.16,chr16,2936105,2937384,TSS,True,116,134
ENSG00000162066.15,chr16,2520296,2520541,TSS,True,24,114
ENSG00000140943.16,chr16,84116734,84116991,TSS,True,39,134
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,76,119
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,89,208
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,130,208
ENSG00000185324.21,chr16,89693326,89693397,IR,False,50,121
ENSG00000185324.21,chr16,89693467,89694172,IR,False,84,120
ENSG00000185324.21,chr16,89694232,89694664,IR,True,67,115
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,108,147
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,88,147
ENSG00000185324.21,chr16,89695594,89696368,PAS,True,14,133
ENSG00000103051.18,chr16,70508464,70509230,IR,False,133,159
ENSG00000172236.16,chr16,1240701,1240728,TSS,False,61,183
ENSG00000172236.16,chr16,1240705,1240999,TSS,True,149,183
ENSG00000182149.20,chr16,71923380,71924768,IR,True,176,202
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,33,244
ENSG00000126602.10,chr16,3717420,3717597,TSS,True,21,123
ENSG00000103043.14,chr16,70687438,70688090,PAS,True,32,121
ENSG00000103043.14,chr16,70800796,70801178,TSS,True,36,121
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,61,517
ENSG00000257017.8,chr16,72056243,72058253,ES,False,34,104
ENSG00000257017.8,chr16,72054625,72054657,TSS,True,11,107
ENSG00000140682.18,chr16,31472130,31472201,TSS,True,38,151
ENSG00000007384.15,chr16,59826,60215,IR,True,120,135
ENSG00000007384.15,chr16,60539,61119,IR,True,111,134
ENSG00000007384.15,chr16,61281,61384,IR,True,104,133
ENSG00000007384.15,chr16,62691,62774,3AS,True,14,123
ENSG00000007384.15,chr16,64829,64898,IR,False,81,106
ENSG00000007384.15,chr16,72512,72868,TSS,True,39,142
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,23,124
ENSG00000179889.18,chr16,15036015,15037698,PAS,True,31,122
ENSG00000103197.17,chr16,2047311,2048065,TSS,True,83,106
ENSG00000103197.17,chr16,2088445,2089485,PAS,True,26,105
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,23,202
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,178,1024
ENSG00000103495.13,chr16,29808741,29810076,ES,False,147,235
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,119,273
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,214,273
ENSG00000189067.12,chr16,11556510,11556736,TSS,True,276,311
ENSG00000189067.12,chr16,11587150,11587291,TSS,True,275,312
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,123,312
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,25,168
ENSG00000103342.12,chr16,11915368,11916001,TSS,True,30,195
ENSG00000090238.11,chr16,30095251,30096131,TSS,True,97,113
ENSG00000090238.11,chr16,30096096,30096289,TSS,True,34,113
ENSG00000006327.13,chr16,3020330,3020491,TSS,False,34,153
ENSG00000167978.16,chr16,2752618,2752846,TSS,True,146,196
ENSG00000167978.16,chr16,2752350,2752854,TSS,True,176,196
ENSG00000167978.16,chr16,2762065,2768261,TSS,True,68,103
ENSG00000167978.16,chr16,2770857,2771412,PAS,True,104,154
ENSG00000141002.19,chr16,89893858,89895082,3AS,False,16,154
ENSG00000141002.19,chr16,89907322,89910590,ES,False,143,169
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,45,199
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,26,129
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,33,150
ENSG00000188603.19,chr16,28491713,28492079,TSS,True,92,134
ENSG00000188603.19,chr16,28492019,28492296,TSS,True,76,134
ENSG00000268388.5,chr16,86474524,86477199,PAS,True,75,120
ENSG00000268388.5,chr16,86474520,86476024,PAS,True,103,124
ENSG00000268388.5,chr16,86487705,86490513,PAS,False,70,108
ENSG00000268388.5,chr16,86508654,86509094,TSS,True,19,124
ENSG00000185164.14,chr16,18561875,18562171,TSS,True,26,258
ENSG00000103260.8,chr16,715108,715393,TSS,True,44,120
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,43,111
ENSG00000103502.13,chr16,29862720,29862814,IR,False,163,182
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,30,207
ENSG00000177508.11,chr16,54283740,54284245,IR,True,126,167
ENSG00000177508.11,chr16,54284312,54284496,IR,False,140,166
ENSG00000177508.11,chr16,54283303,54283740,PAS,True,43,169
ENSG00000177508.11,chr16,54285783,54286399,TSS,True,65,169
ENSG00000177508.11,chr16,54284496,54285172,TSS,True,126,168
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,152,220
ENSG00000050820.16,chr16,75234888,75235855,TSS,True,191,217
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,164,225
ENSG00000050820.16,chr16,75242469,75243091,TSS,True,195,220
ENSG00000007541.16,chr16,579180,580857,ES,False,15,115
ENSG00000007541.16,chr16,580972,582882,ES,False,17,117
ENSG00000007541.16,chr16,569930,570096,TSS,True,32,144
ENSG00000007541.16,chr16,582882,584137,PAS,True,18,140
ENSG00000074071.14,chr16,1772646,1772798,5AS,True,91,110
ENSG00000074071.14,chr16,1771888,1772513,PAS,True,13,115
ENSG00000074071.14,chr16,1772798,1773463,TSS,True,34,127
ENSG00000074071.14,chr16,1772794,1773157,TSS,True,108,127
ENSG00000051523.10,chr16,88650955,88651066,TSS,True,27,262
ENSG00000205336.11,chr16,57657491,57659412,3AS,False,66,107
ENSG00000205336.11,chr16,57620044,57620136,TSS,True,91,119
ENSG00000205336.11,chr16,57628581,57628802,TSS,True,100,119
ENSG00000205336.11,chr16,57651215,57651622,TSS,True,85,119
ENSG00000183751.14,chr16,1971963,1972205,TSS,True,23,112
ENSG00000063854.12,chr16,1826506,1826813,TSS,True,98,115
ENSG00000063854.12,chr16,1826711,1827158,TSS,False,48,115
ENSG00000063854.12,chr16,1819896,1821507,TSS,True,90,112
ENSG00000140688.16,chr16,31493048,31493466,IR,False,101,151
ENSG00000140688.16,chr16,31493524,31493602,IR,False,97,150
ENSG00000102854.15,chr16,759634,761174,TSS,True,70,235
ENSG00000102854.15,chr16,760680,760821,TSS,False,202,235
ENSG00000067955.13,chr16,67082308,67098709,5AS,False,54,124
ENSG00000067955.13,chr16,67029107,67029485,TSS,True,15,144
ENSG00000133392.17,chr16,15704123,15714908,ES,False,130,173
ENSG00000133392.17,chr16,15856940,15857362,TSS,True,87,186
ENSG00000133392.17,chr16,15750137,15750721,TSS,True,165,185
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,16,116
ENSG00000006007.11,chr16,19521703,19522125,TSS,True,33,149
ENSG00000172831.11,chr16,66935711,66938036,5AS,False,93,112
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,31,128
ENSG00000172831.11,chr16,66934033,66935976,TSS,True,108,128
ENSG00000172831.11,chr16,66943838,66945874,PAS,True,13,126
ENSG00000103429.10,chr16,14632846,14633018,TSS,True,14,118
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,86,108
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,28,114
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,58,152
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,20,152
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,33,107
ENSG00000038358.14,chr16,67883955,67884519,PAS,True,11,107
ENSG00000153066.12,chr16,11698325,11721576,ES,False,29,287
ENSG00000153066.12,chr16,11721670,11733981,ES,False,29,282
ENSG00000064270.12,chr16,84459386,84460653,ES,False,100,112
ENSG00000064270.12,chr16,84460801,84461713,5AS,True,98,113
ENSG00000064270.12,chr16,84367464,84368714,TSS,False,48,126
ENSG00000064270.12,chr16,84396792,84396901,TSS,True,105,126
ENSG00000103335.22,chr16,88723971,88725415,ES,False,17,112
ENSG00000103335.22,chr16,88715338,88715854,PAS,True,62,228
ENSG00000103335.22,chr16,88727038,88727192,TSS,True,151,197
ENSG00000103335.22,chr16,88726714,88727071,TSS,True,170,195
ENSG00000103335.22,chr16,88784900,88785224,TSS,False,203,230
ENSG00000213853.9,chr16,10580548,10580689,TSS,True,98,320
ENSG00000103168.16,chr16,84180344,84181042,IR,False,74,104
ENSG00000103168.16,chr16,84181463,84181591,IR,False,61,102
ENSG00000103168.16,chr16,84186900,84187066,TSS,True,68,160
ENSG00000103168.16,chr16,84180169,84181146,TSS,True,133,158
ENSG00000168140.4,chr16,4371847,4371993,TSS,False,42,113
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,51,250
ENSG00000103066.12,chr16,68255380,68255890,3AS,False,16,116
ENSG00000103066.12,chr16,68245247,68245553,TSS,True,16,130
ENSG00000153786.12,chr16,84981994,84990303,ES,False,92,127
ENSG00000153786.12,chr16,85011285,85011547,TSS,True,47,170
ENSG00000153786.12,chr16,84981869,84981993,TSS,True,147,167
ENSG00000103111.14,chr16,77190899,77191258,TSS,True,43,109
ENSG00000103111.14,chr16,77190945,77191633,TSS,True,95,108
ENSG00000103111.14,chr16,77192761,77195154,TSS,True,95,107
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,66,197
ENSG00000197562.9,chr16,590433,625431,ES,True,18,129
ENSG00000197562.9,chr16,625509,625898,IR,True,127,142
ENSG00000197562.9,chr16,590067,590433,TSS,True,79,184
ENSG00000197562.9,chr16,590035,590119,TSS,False,158,184
ENSG00000161999.11,chr16,683441,683529,IR,False,188,213
ENSG00000161999.11,chr16,683909,684065,IR,False,162,183
ENSG00000161999.11,chr16,684155,684233,IR,False,162,194
ENSG00000161999.11,chr16,684065,684357,TSS,True,203,230
ENSG00000161999.11,chr16,684233,684412,TSS,True,57,230
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,208,249
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,59,267
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,226,267
ENSG00000125170.10,chr16,57473495,57473612,IR,False,128,179
ENSG00000125170.10,chr16,57479685,57486304,3AS,True,33,157
ENSG00000125170.10,chr16,57471919,57473495,PAS,True,53,189
ENSG00000125170.10,chr16,57471916,57473736,PAS,True,138,189
ENSG00000125170.10,chr16,57486304,57486556,TSS,False,48,206
ENSG00000149930.17,chr16,29973724,29974648,TSS,True,90,137
ENSG00000149930.17,chr16,29982894,29983332,TSS,True,110,132
ENSG00000149930.17,chr16,29991046,29992262,PAS,True,58,125
ENSG00000205250.8,chr16,67192870,67193008,IR,False,99,138
ENSG00000205250.8,chr16,67192133,67192362,TSS,True,31,167
ENSG00000129925.10,chr16,376455,376543,IR,True,191,218
ENSG00000129925.10,chr16,381700,382008,TSS,True,36,236
ENSG00000103034.14,chr16,58464095,58464467,TSS,True,133,152
ENSG00000103034.14,chr16,58463373,58463797,TSS,True,59,153
ENSG00000166164.15,chr16,50320774,50321981,3AS,False,76,110
ENSG00000052344.15,chr16,31135390,31135766,TSS,True,79,197
ENSG00000052344.15,chr16,31132681,31132915,TSS,True,174,197
ENSG00000052344.15,chr16,31133225,31134591,TSS,True,177,197
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,150,874
ENSG00000090565.15,chr16,425589,426720,TSS,True,52,128
ENSG00000090565.15,chr16,461400,461497,TSS,True,113,127
ENSG00000006210.6,chr16,57372488,57372638,TSS,True,95,106
ENSG00000140931.19,chr16,66604279,66604952,TSS,True,22,116
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,109,411
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,2272,2592
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,493,2592
ENSG00000140859.15,chr16,57772288,57794998,ES,False,111,207
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,98,281
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,55,120
ENSG00000189091.12,chr16,70530744,70530917,TSS,True,90,120
ENSG00000167930.15,chr16,234790,234857,TSS,True,55,176
ENSG00000102882.11,chr16,30114708,30116635,ES,False,111,132
ENSG00000102882.11,chr16,30123039,30123253,TSS,True,28,146
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,95,193
ENSG00000131653.12,chr16,2169689,2170730,TSS,True,168,193
ENSG00000102893.15,chr16,47461119,47461426,TSS,True,16,113
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,259,330
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,269,605
ENSG00000013364.18,chr16,29844533,29844879,TSS,True,426,593
ENSG00000153446.15,chr16,5065700,5066079,TSS,True,32,274
ENSG00000168802.12,chr16,69120649,69121435,ES,False,34,126
ENSG00000168802.12,chr16,69132483,69132612,TSS,True,28,154
ENSG00000140632.16,chr16,4803198,4804148,PAS,True,86,121
ENSG00000140632.16,chr16,4847227,4847335,TSS,True,39,121
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,158,293
ENSG00000103249.17,chr16,1452754,1452955,TSS,True,236,288
ENSG00000103507.13,chr16,31112027,31112120,IR,False,101,143
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,29,149
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,130,149
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,44,145
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,104,145
ENSG00000179776.18,chr16,66366543,66366758,TSS,True,133,268
ENSG00000179776.18,chr16,66396086,66396201,TSS,True,223,267
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,36,149
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,50,181
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,123,174
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,59,174
ENSG00000162032.15,chr16,1778048,1778133,IR,False,152,179
ENSG00000162032.15,chr16,1778321,1778434,IR,False,85,176
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,36,188
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,166,188
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,23,190
ENSG00000140992.18,chr16,2537956,2538136,TSS,True,55,102
ENSG00000140992.18,chr16,2550412,2550709,TSS,False,88,102
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,17,116
ENSG00000141447.17,chr18,24271621,24272387,TSS,True,34,108
ENSG00000141447.17,chr18,24397654,24397910,TSS,True,84,116
ENSG00000101665.9,chr18,48949811,48952051,TSS,True,31,145
ENSG00000158270.11,chr18,317308,320064,PAS,True,14,134
ENSG00000158270.11,chr18,500507,501037,TSS,False,16,135
ENSG00000154832.14,chr18,50283564,50283704,IR,False,87,107
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,22,115
ENSG00000132205.10,chr18,2846861,2847322,TSS,False,39,129
ENSG00000132205.10,chr18,2905854,2907085,TSS,True,109,128
ENSG00000196628.16,chr18,55229076,55232520,5AS,False,51,131
ENSG00000196628.16,chr18,55588037,55588612,TSS,True,100,143
ENSG00000196628.16,chr18,55321669,55321842,TSS,True,109,141
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,12,115
ENSG00000141429.13,chr18,35581071,35581862,TSS,False,17,110
ENSG00000141646.13,chr18,51030208,51030623,TSS,True,15,132
ENSG00000049759.17,chr18,58044021,58044708,TSS,True,72,126
ENSG00000049759.17,chr18,58221477,58221757,TSS,True,95,107
ENSG00000049759.17,chr18,58396166,58398192,PAS,True,32,120
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,119,334
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,109,451
ENSG00000133313.14,chr18,74496376,74500033,TSS,True,394,449
ENSG00000141458.12,chr18,23531171,23532284,PAS,True,34,121
ENSG00000141458.12,chr18,23586286,23586982,TSS,True,30,124
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,58,186
ENSG00000122490.18,chr18,79904183,79943328,ES,False,34,233
ENSG00000122490.18,chr18,79919400,79943328,ES,False,60,192
ENSG00000122490.18,chr18,79951580,79951684,TSS,True,52,255
ENSG00000122490.18,chr18,79950723,79951639,TSS,True,225,255
ENSG00000154845.15,chr18,9562075,9563377,ES,False,131,154
ENSG00000154845.15,chr18,9595102,9614225,3AS,False,98,138
ENSG00000154845.15,chr18,9614477,9615023,TSS,True,61,164
ENSG00000154845.15,chr18,9614225,9614445,TSS,True,132,164
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,52,171
ENSG00000176014.12,chr18,12325066,12326577,PAS,True,27,139
ENSG00000141448.8,chr18,22169431,22169682,TSS,False,37,110
ENSG00000141448.8,chr18,22171105,22172279,TSS,True,79,109
ENSG00000176105.13,chr18,812113,813171,TSS,True,18,103
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,56,100
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,61,100
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,35,141
ENSG00000017797.12,chr18,9516844,9517114,PAS,True,101,123
ENSG00000017797.12,chr18,9535670,9538107,PAS,True,27,129
ENSG00000141401.11,chr18,11981431,11981765,TSS,True,16,107
ENSG00000141380.13,chr18,26035127,26038554,ES,False,88,123
ENSG00000119537.17,chr18,63367010,63367636,TSS,True,15,114
ENSG00000173482.16,chr18,7566614,7604685,TSS,True,46,100
ENSG00000154065.16,chr18,23598925,23601309,PAS,True,13,107
ENSG00000154065.16,chr18,23662709,23662923,TSS,True,18,110
ENSG00000082397.17,chr18,5543912,5544333,TSS,True,59,106
ENSG00000082397.17,chr18,5630376,5630694,TSS,True,62,106
ENSG00000141644.17,chr18,50272955,50273563,ES,False,17,101
ENSG00000141644.17,chr18,50266884,50271540,PAS,True,87,107
ENSG00000141644.17,chr18,50266751,50269818,PAS,True,60,107
ENSG00000141644.17,chr18,50266886,50269811,PAS,True,90,107
ENSG00000141644.17,chr18,50281362,50281805,TSS,True,42,114
ENSG00000177189.13,chrX,20266563,20267052,TSS,True,21,143
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,26,138
ENSG00000178605.13,chrX,318438,318864,TSS,False,32,181
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,41,274
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,40,122
ENSG00000089820.15,chrX,153910404,153910505,IR,False,94,132
ENSG00000089820.15,chrX,153913302,153913408,IR,False,105,122
ENSG00000089820.15,chrX,153926135,153926914,TSS,True,50,158
ENSG00000010404.17,chrX,149505034,149505347,TSS,True,53,110
ENSG00000130066.16,chrX,23783883,23784293,IR,False,36,305
ENSG00000130066.16,chrX,23783883,23785327,IR,True,560,819
ENSG00000130066.16,chrX,23784403,23785327,IR,True,45,309
ENSG00000133142.17,chrX,103586291,103586653,3AS,False,12,113
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,13,116
ENSG00000133142.17,chrX,103586648,103587732,PAS,True,13,113
ENSG00000133142.17,chrX,103586653,103587725,PAS,True,101,113
ENSG00000197976.11,chrX,1599432,1600137,IR,False,85,217
ENSG00000197976.11,chrX,1599432,1600658,ES,True,76,142
ENSG00000197976.11,chrX,1599432,1600658,IR,True,76,202
ENSG00000197976.11,chrX,1600207,1600658,IR,True,75,220
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,51,332
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,169,295
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,147,298
ENSG00000068400.13,chrX,48975309,48976017,IR,False,121,147
ENSG00000068400.13,chrX,48976111,48976240,IR,False,134,149
ENSG00000068400.13,chrX,49002187,49002266,TSS,True,19,152
ENSG00000189221.9,chrX,43656414,43683512,ES,False,268,303
ENSG00000101955.14,chrX,38174351,38220695,ES,False,28,177
ENSG00000131724.10,chrX,118741156,118749657,ES,True,16,159
ENSG00000203879.11,chrX,154440139,154440374,IR,False,114,137
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,27,159
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,66,124
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,60,124
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,91,106
ENSG00000071889.16,chrX,154515812,154515909,IR,False,31,109
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,92,123
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,46,123
ENSG00000196924.15,chrX,154351041,154351580,IR,False,1225,1378
ENSG00000196924.15,chrX,154355072,154357433,ES,False,418,706
ENSG00000196924.15,chrX,154348523,154349036,PAS,True,216,1704
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,1240,1578
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,175,457
ENSG00000147065.16,chrX,65737301,65737338,TSS,True,403,448
ENSG00000068323.16,chrX,49039345,49040454,3AS,False,35,105
ENSG00000068323.16,chrX,49043110,49043645,TSS,True,39,143
ENSG00000147010.17,chrX,19887306,19887702,TSS,True,15,109
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,27,107
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,94,107
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,20,161
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,38,185
ENSG00000184216.13,chrX,154019598,154019676,IR,False,134,166
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,207,296
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,164,298
ENSG00000184216.13,chrX,154019430,154020505,TSS,True,265,298
ENSG00000185291.11,chrX,1336926,1341730,3AS,True,28,123
ENSG00000185291.11,chrX,1352232,1352324,3AS,True,30,124
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,26,135
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,145,209
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,163,209
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,136,209
ENSG00000078061.12,chrX,47561150,47561251,TSS,True,38,111
ENSG00000078061.12,chrX,47565172,47566780,TSS,True,91,106
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,95,576
ENSG00000130985.16,chrX,47194024,47198802,ES,False,124,139
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,128,267
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,65,332
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,201,1158
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,37,110
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,77,575
ENSG00000102024.17,chrX,115593273,115593632,TSS,True,515,574
ENSG00000094631.19,chrX,48802020,48802142,TSS,False,78,100
ENSG00000094631.19,chrX,48802055,48802235,TSS,True,83,100
ENSG00000094631.19,chrX,48805434,48805522,TSS,True,82,100
ENSG00000094631.19,chrX,48802099,48802272,TSS,True,86,100
ENSG00000102316.16,chrX,54815690,54815880,IR,True,171,226
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,91,232
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,175,232
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,57,232
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,175,229
ENSG00000155659.14,chrX,66022166,66022840,3AS,False,22,183
ENSG00000155659.14,chrX,66028112,66033473,ES,False,33,207
ENSG00000155659.14,chrX,66021737,66022166,PAS,True,185,210
ENSG00000155659.14,chrX,66021737,66022500,PAS,True,38,210
ENSG00000182492.15,chrX,153494831,153495113,TSS,True,78,254
ENSG00000102125.15,chrX,154411512,154411952,TSS,True,29,112
ENSG00000125676.19,chrX,123621243,123621587,PAS,True,20,107
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,278,510
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,241,507
ENSG00000071859.14,chrX,154449735,154449882,IR,False,137,169
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,47,200
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,178,199
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,48,111
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,63,111
ENSG00000047644.18,chrX,10015230,10015858,TSS,True,79,199
ENSG00000047644.18,chrX,10141434,10144476,PAS,False,38,177
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,69,107
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,18,125
ENSG00000068366.19,chrX,109683372,109696143,3AS,False,46,167
ENSG00000068366.19,chrX,109683375,109733138,ES,True,12,112
ENSG00000068366.19,chrX,109733138,109733373,TSS,True,39,213
ENSG00000068366.19,chrX,109760685,109760828,TSS,True,188,213
ENSG00000102178.12,chrX,154486536,154486692,TSS,True,18,169
ENSG00000068308.13,chrX,48956976,48958381,TSS,True,12,100
ENSG00000157514.16,chrX,107715950,107716689,IR,True,553,616
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,167,721
ENSG00000126903.15,chrX,154490306,154490655,TSS,True,19,140
ENSG00000147403.16,chrX,154399941,154400463,IR,False,119,149
ENSG00000147403.16,chrX,154400626,154400701,IR,False,122,155
ENSG00000147403.16,chrX,154397661,154398394,TSS,True,94,157
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,102,157
ENSG00000147403.16,chrX,154400701,154400917,PAS,True,33,156
ENSG00000147403.16,chrX,154399802,154400917,PAS,True,127,149
ENSG00000147274.14,chrX,136874452,136875085,IR,False,109,131
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,97,166
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,75,163
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,24,153
ENSG00000125266.7,chr13,106534842,106535661,TSS,True,41,217
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,48,115
ENSG00000244754.8,chr13,32538684,32538777,IR,False,17,115
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,64,135
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,114,135
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,96,130
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,113,138
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,88,138
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,86,138
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,329,514
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,186,275
ENSG00000198176.12,chr13,113584888,113585773,5AS,True,111,140
ENSG00000198176.12,chr13,113623286,113633119,ES,False,27,140
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,23,129
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,50,162
ENSG00000198176.12,chr13,113584697,113585427,TSS,False,135,162
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,25,217
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,25,203
ENSG00000118946.11,chr13,57630107,57635111,TSS,True,22,106
ENSG00000120686.11,chr13,38359333,38360710,3AS,True,97,111
ENSG00000120686.11,chr13,38359333,38360710,IR,True,97,115
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,40,138
ENSG00000120686.11,chr13,38360040,38363006,PAS,True,124,138
ENSG00000120686.11,chr13,38359300,38363003,PAS,True,120,138
ENSG00000213995.11,chr13,110615647,110622215,5AS,True,88,101
ENSG00000213995.11,chr13,110634595,110634671,IR,True,91,109
