gene,chr,start,end,splice_type,novel,ovary_ENCFF583MSU_in_cov,ovary_ENCFF583MSU_total_cov
ENSG00000118894.14,chr16,5090565,5093483,ES,False,38,118
ENSG00000103245.13,chr16,740919,741018,TSS,False,33,145
ENSG00000205609.12,chr16,28376688,28379880,PAS,True,16,136
ENSG00000205609.12,chr16,28403786,28403852,TSS,False,87,136
ENSG00000205609.12,chr16,28391979,28392025,TSS,True,101,125
ENSG00000205609.12,chr16,28388507,28389448,TSS,True,109,124
ENSG00000205609.12,chr16,28388057,28388256,TSS,True,110,124
ENSG00000058600.15,chr16,22297352,22297537,TSS,True,42,128
ENSG00000058600.15,chr16,22333643,22335101,PAS,True,15,126
ENSG00000141002.19,chr16,89907322,89910590,ES,False,609,678
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,93,734
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,120,226
ENSG00000090863.11,chr16,74468226,74470073,PAS,True,173,203
ENSG00000090863.11,chr16,74467755,74467848,PAS,False,172,214
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,109,279
ENSG00000188603.19,chr16,28482382,28482476,IR,False,210,239
ENSG00000188603.19,chr16,28482545,28482625,IR,False,210,239
ENSG00000188603.19,chr16,28491713,28492079,TSS,True,198,249
ENSG00000188603.19,chr16,28492019,28492296,TSS,True,65,249
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,102,429
ENSG00000103275.19,chr16,1324729,1327016,PAS,True,87,363
ENSG00000103275.19,chr16,1315653,1317125,PAS,True,319,357
ENSG00000103502.13,chr16,29862720,29862814,IR,False,125,147
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,30,159
ENSG00000103502.13,chr16,29862585,29863191,TSS,True,137,159
ENSG00000050820.16,chr16,75234888,75235855,TSS,True,114,178
ENSG00000050820.16,chr16,75242469,75243091,TSS,True,101,178
ENSG00000074071.14,chr16,1771888,1772513,PAS,True,16,118
ENSG00000065427.14,chr16,75641723,75647577,ES,False,416,489
ENSG00000172530.20,chr16,87975185,87981035,5AS,False,124,139
ENSG00000172530.20,chr16,87984259,88006089,ES,False,78,138
ENSG00000172530.20,chr16,88033245,88035331,3AS,False,71,141
ENSG00000172530.20,chr16,88038011,88072068,ES,False,101,140
ENSG00000172530.20,chr16,87951154,87951515,TSS,True,17,153
ENSG00000183751.14,chr16,1971963,1972205,TSS,True,37,202
ENSG00000039523.19,chr16,67528785,67528914,TSS,True,113,128
ENSG00000039523.19,chr16,67542080,67543264,TSS,False,64,128
ENSG00000039523.19,chr16,67543469,67544431,TSS,False,99,128
ENSG00000072864.14,chr16,15694256,15724190,ES,True,39,174
ENSG00000072864.14,chr16,15650200,15650294,TSS,True,29,191
ENSG00000103415.11,chr16,4476487,4505483,ES,False,170,218
ENSG00000132600.16,chr16,68346280,68352247,ES,False,34,122
ENSG00000132600.16,chr16,68352409,68353491,3AS,False,93,117
ENSG00000132600.16,chr16,68310965,68311099,TSS,True,56,131
ENSG00000132600.16,chr16,68310915,68311111,TSS,True,94,131
ENSG00000132600.16,chr16,68357053,68362969,PAS,True,15,127
ENSG00000103423.13,chr16,4450497,4455545,ES,False,202,274
ENSG00000140688.16,chr16,31489465,31490932,PAS,True,13,105
ENSG00000140688.16,chr16,31508073,31508443,TSS,True,28,110
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,352,3146
ENSG00000133392.17,chr16,15704123,15714908,ES,False,252,315
ENSG00000133392.17,chr16,15703133,15704123,PAS,True,1365,1680
ENSG00000133392.17,chr16,15738623,15738688,PAS,True,647,1401
ENSG00000133392.17,chr16,15785008,15786732,PAS,True,1019,1147
ENSG00000133392.17,chr16,15739781,15740188,PAS,True,1121,1390
ENSG00000133392.17,chr16,15856940,15857362,TSS,True,589,1690
ENSG00000133392.17,chr16,15726847,15727056,TSS,True,393,444
ENSG00000133392.17,chr16,15735365,15736369,TSS,True,408,460
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,36,259
ENSG00000172831.11,chr16,66935711,66938036,5AS,False,145,192
ENSG00000172831.11,chr16,66935711,66940221,ES,True,20,165
ENSG00000172831.11,chr16,66942737,66943298,5AS,False,28,240
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,107,271
ENSG00000172831.11,chr16,66934033,66935976,TSS,True,218,271
ENSG00000172831.11,chr16,66943838,66945874,PAS,True,34,260
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,228,277
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,64,281
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,109,131
ENSG00000197912.15,chr16,89526328,89526468,TSS,False,91,124
ENSG00000197912.15,chr16,89529559,89532066,TSS,True,111,124
ENSG00000197912.15,chr16,89541090,89542279,TSS,True,99,112
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,28,130
ENSG00000089486.16,chr16,4538701,4538833,TSS,True,78,110
ENSG00000089486.16,chr16,4538324,4538505,TSS,True,79,110
ENSG00000103168.16,chr16,84186900,84187066,TSS,True,122,149
ENSG00000103168.16,chr16,84180169,84181146,TSS,True,102,149
ENSG00000103168.16,chr16,84181042,84181149,TSS,True,123,149
ENSG00000168140.4,chr16,4371847,4371993,TSS,False,64,118
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,39,176
ENSG00000186153.16,chr16,78099418,78099885,TSS,False,91,110
ENSG00000186153.16,chr16,79211602,79212667,PAS,True,39,109
ENSG00000131149.18,chr16,85655839,85656665,TSS,True,195,219
ENSG00000131149.18,chr16,85660881,85661765,TSS,False,86,219
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,56,111
ENSG00000169682.17,chr16,28974772,28975100,TSS,True,92,111
ENSG00000169682.17,chr16,28977906,28978044,TSS,False,91,105
ENSG00000161999.11,chr16,683684,684334,TSS,True,96,112
ENSG00000161999.11,chr16,683321,684323,TSS,True,96,112
ENSG00000161999.11,chr16,684233,684412,TSS,True,74,112
ENSG00000140694.16,chr16,14629674,14630189,5AS,False,13,100
ENSG00000140694.16,chr16,14434984,14436772,PAS,True,49,116
ENSG00000140694.16,chr16,14444983,14447081,PAS,False,84,116
ENSG00000140694.16,chr16,14630106,14630312,TSS,True,30,116
ENSG00000140694.16,chr16,14630189,14630311,TSS,True,103,116
ENSG00000102901.12,chr16,67830088,67830389,IR,False,169,368
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,437,3892
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,85,118
ENSG00000140995.16,chr16,89959122,89959155,TSS,True,100,116
ENSG00000140995.16,chr16,89961736,89961864,TSS,True,98,110
ENSG00000140995.16,chr16,89963919,89964310,TSS,True,96,109
ENSG00000140995.16,chr16,89965860,89968066,PAS,True,11,101
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,441,904
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,644,904
ENSG00000171490.12,chr16,11841030,11841820,PAS,True,723,901
ENSG00000167967.15,chr16,2233647,2233884,3AS,True,39,199
ENSG00000167967.15,chr16,2223447,2223770,TSS,False,43,222
ENSG00000005187.11,chr16,20674822,20679163,3AS,True,18,128
ENSG00000005187.11,chr16,20674379,20674822,TSS,True,256,374
ENSG00000005187.11,chr16,20679157,20682174,PAS,True,192,262
ENSG00000005187.11,chr16,20796885,20797635,PAS,True,299,374
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,271,420
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,275,420
ENSG00000140988.15,chr16,1962735,1962772,TSS,True,325,420
ENSG00000131143.8,chr16,85805104,85805732,IR,False,242,311
ENSG00000131143.8,chr16,85805864,85806737,IR,False,261,316
ENSG00000131143.8,chr16,85806737,85807002,PAS,True,55,316
ENSG00000131143.8,chr16,85804936,85807002,PAS,True,259,313
ENSG00000167930.15,chr16,259599,259995,3AS,False,28,186
ENSG00000167930.15,chr16,234790,234857,TSS,True,77,237
ENSG00000167930.15,chr16,247476,249654,TSS,True,213,237
ENSG00000102882.11,chr16,30114708,30116635,ES,False,117,136
ENSG00000102882.11,chr16,30118348,30118437,TSS,True,77,142
ENSG00000102882.11,chr16,30123039,30123253,TSS,True,92,142
ENSG00000170540.14,chr16,18801430,18801689,TSS,True,59,517
ENSG00000007376.7,chr16,786928,787076,5AS,False,85,100
ENSG00000007376.7,chr16,787477,788255,ES,False,11,105
ENSG00000149929.15,chr16,29992242,29993370,PAS,True,23,125
ENSG00000149929.15,chr16,29992995,29994843,PAS,False,100,123
ENSG00000062038.13,chr16,68644884,68645424,TSS,True,108,256
ENSG00000062038.13,chr16,68698190,68699065,PAS,True,35,253
ENSG00000167965.17,chr16,2205512,2206060,3AS,False,55,158
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,70,228
ENSG00000167965.17,chr16,2205453,2206214,TSS,True,199,228
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,570,729
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,365,1108
ENSG00000140632.16,chr16,4803198,4804148,PAS,True,97,108
ENSG00000140632.16,chr16,4847227,4847335,TSS,True,40,108
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,90,121
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,71,121
ENSG00000103507.13,chr16,31112027,31112120,IR,False,310,470
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,67,473
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,418,473
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,162,472
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,314,472
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,74,351
ENSG00000162032.15,chr16,1778048,1778133,IR,False,879,1022
ENSG00000162032.15,chr16,1778321,1778434,IR,False,545,1006
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,239,1032
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,815,1032
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,67,399
ENSG00000140992.18,chr16,2537956,2538136,TSS,True,37,137
ENSG00000140992.18,chr16,2597650,2603188,PAS,True,16,123
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,32,287
ENSG00000263753.7,chr18,5239049,5241698,ES,False,42,102
ENSG00000263753.7,chr18,5241812,5243593,5AS,False,14,128
ENSG00000263753.7,chr18,5237824,5239049,TSS,True,109,215
ENSG00000263753.7,chr18,5243593,5246508,PAS,True,75,208
ENSG00000154832.14,chr18,50283564,50283704,IR,False,257,289
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,32,302
ENSG00000196628.16,chr18,55229076,55232520,5AS,False,209,496
ENSG00000196628.16,chr18,55351000,55403453,3AS,False,28,229
ENSG00000196628.16,chr18,55589296,55589863,TSS,True,426,507
ENSG00000196628.16,chr18,55588469,55588619,TSS,True,433,507
ENSG00000196628.16,chr18,55321669,55321842,TSS,True,356,504
ENSG00000196628.16,chr18,55401579,55401756,TSS,True,427,507
ENSG00000154856.12,chr18,10471526,10472061,TSS,True,42,262
ENSG00000134759.13,chr18,36138872,36141136,ES,False,302,365
ENSG00000166347.18,chr18,74253294,74253665,PAS,True,26,253
ENSG00000175354.19,chr18,12785476,12785844,PAS,True,43,196
ENSG00000175354.19,chr18,12788451,12794485,PAS,True,161,195
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,87,290
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,65,356
ENSG00000101745.16,chr18,9195698,9208656,ES,False,131,293
ENSG00000101745.16,chr18,9136768,9136965,TSS,True,52,313
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,164,198
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,40,204
ENSG00000172466.15,chr18,35344359,35344449,TSS,True,170,204
ENSG00000168461.12,chr18,9708127,9708444,TSS,True,69,179
ENSG00000168461.12,chr18,9859227,9862552,PAS,True,12,119
ENSG00000265681.7,chr18,49491584,49492457,3AS,False,870,975
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,57,243
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,27,109
ENSG00000183287.14,chr18,59480238,59696628,3AS,True,118,132
ENSG00000183287.14,chr18,59696709,59697211,IR,True,123,139
ENSG00000183287.14,chr18,59697576,59697907,TSS,False,148,170
ENSG00000183287.14,chr18,59697211,59697995,TSS,True,68,170
ENSG00000176014.12,chr18,12325066,12326577,PAS,True,198,970
ENSG00000176014.12,chr18,12329145,12331476,PAS,False,850,1002
ENSG00000141448.8,chr18,22171105,22172279,TSS,True,125,295
ENSG00000141448.8,chr18,22176523,22177121,TSS,True,263,295
ENSG00000141448.8,chr18,22182757,22182844,TSS,True,258,295
ENSG00000141627.13,chr18,49460397,49460738,TSS,True,62,267
ENSG00000141627.13,chr18,49331863,49331955,TSS,True,223,262
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,127,153
ENSG00000067900.7,chr18,20992831,20992937,PAS,True,127,152
ENSG00000067900.7,chr18,21008087,21008194,PAS,True,115,151
ENSG00000067900.7,chr18,21045024,21045467,PAS,True,128,148
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,77,105
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,36,105
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,143,174
ENSG00000167220.11,chr18,47150377,47150508,TSS,True,31,208
ENSG00000141644.17,chr18,50272955,50273563,ES,False,67,161
ENSG00000141644.17,chr18,50273426,50273563,3AS,False,20,101
ENSG00000141644.17,chr18,50273863,50274976,ES,False,53,131
ENSG00000141644.17,chr18,50276744,50276831,IR,False,121,137
ENSG00000141644.17,chr18,50266884,50271540,PAS,True,152,173
ENSG00000141644.17,chr18,50266751,50269818,PAS,True,111,173
ENSG00000141644.17,chr18,50266886,50269811,PAS,True,145,173
ENSG00000141644.17,chr18,50268844,50272738,PAS,True,149,173
ENSG00000141644.17,chr18,50281362,50281805,TSS,True,54,186
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,126,150
ENSG00000141424.12,chr18,36108526,36109745,PAS,True,125,175
ENSG00000141424.12,chr18,36122052,36122270,PAS,True,50,173
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,48,175
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,150,175
ENSG00000141424.12,chr18,36126218,36127728,TSS,True,156,175
ENSG00000154889.16,chr18,11884627,11885675,ES,False,84,106
ENSG00000181191.11,chrX,69163134,69165371,3AS,False,53,340
ENSG00000181191.11,chrX,69160861,69163134,PAS,True,291,341
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,75,341
ENSG00000129680.15,chrX,136225914,136226013,PAS,True,60,109
ENSG00000129680.15,chrX,136228621,136228758,PAS,True,93,106
ENSG00000129680.15,chrX,136227283,136227431,PAS,True,87,107
ENSG00000129680.15,chrX,136251288,136251458,TSS,True,25,113
ENSG00000214717.11,chrX,2490769,2500816,3AS,False,35,135
ENSG00000214717.11,chrX,2486435,2490769,PAS,True,105,141
ENSG00000214717.11,chrX,2486424,2490772,PAS,True,36,141
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,46,181
ENSG00000010404.17,chrX,149478768,149483218,PAS,False,42,109
ENSG00000010404.17,chrX,149487130,149487313,PAS,True,86,109
ENSG00000010404.17,chrX,149502659,149503489,PAS,True,94,106
ENSG00000010404.17,chrX,149505034,149505347,TSS,True,13,115
ENSG00000130066.16,chrX,23783883,23785327,IR,True,129,171
ENSG00000182872.15,chrX,47173197,47176499,ES,True,29,100
ENSG00000182872.15,chrX,47180037,47180211,5AS,False,61,104
ENSG00000182872.15,chrX,47144795,47145485,TSS,False,45,128
ENSG00000182872.15,chrX,47186473,47186813,PAS,True,69,128
ENSG00000182872.15,chrX,47185054,47185107,PAS,True,60,126
ENSG00000173674.10,chrX,20141624,20141872,TSS,True,23,221
ENSG00000125354.22,chrX,119616940,119618786,PAS,True,50,102
ENSG00000125354.22,chrX,119615723,119616742,PAS,True,87,102
ENSG00000125354.22,chrX,119627791,119629508,PAS,True,78,102
ENSG00000196998.17,chrX,49076750,49077642,IR,False,156,183
ENSG00000196998.17,chrX,49076750,49077836,ES,False,24,182
ENSG00000196998.17,chrX,49077747,49077836,IR,False,175,196
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,42,254
ENSG00000241343.9,chrX,101395727,101395795,PAS,True,25,102
ENSG00000241343.9,chrX,101391754,101393127,PAS,True,85,100
ENSG00000123562.16,chrX,103678600,103685170,ES,False,327,367
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,327,575
ENSG00000123562.16,chrX,103678651,103685170,ES,False,181,220
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,236,689
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,517,689
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,128,524
ENSG00000133142.17,chrX,103586291,103586653,3AS,False,39,371
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,68,412
ENSG00000133142.17,chrX,103586648,103587732,PAS,True,42,377
ENSG00000133142.17,chrX,103586653,103587725,PAS,True,337,377
ENSG00000205542.10,chrX,12975104,12975168,TSS,False,53,392
ENSG00000205542.10,chrX,12975106,12976361,TSS,True,350,392
ENSG00000183337.16,chrX,40063850,40064335,3AS,False,93,146
ENSG00000183337.16,chrX,40071159,40072348,ES,False,48,144
ENSG00000183337.16,chrX,40051245,40052400,PAS,True,144,164
ENSG00000183337.16,chrX,40062938,40063071,PAS,True,16,153
ENSG00000183337.16,chrX,40072348,40075177,TSS,True,24,167
ENSG00000184867.13,chrX,101658142,101659757,ES,False,22,150
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,104,135
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,61,211
ENSG00000131831.17,chrX,17861097,17861302,TSS,True,63,110
ENSG00000131831.17,chrX,17860508,17861012,TSS,False,94,110
ENSG00000069535.13,chrX,43882253,43882534,TSS,True,126,605
ENSG00000006756.15,chrX,2903970,2907632,PAS,True,41,154
ENSG00000006756.15,chrX,2912976,2914773,PAS,True,123,153
ENSG00000006756.15,chrX,2929231,2929385,TSS,True,34,171
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,28,117
ENSG00000203879.11,chrX,154439949,154441195,TSS,True,104,116
ENSG00000198947.15,chrX,33211281,33211552,TSS,True,28,100
ENSG00000185222.9,chrX,103356462,103356606,TSS,True,23,116
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,105,168
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,78,168
ENSG00000071889.16,chrX,154507490,154508288,ES,False,60,546
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,407,487
ENSG00000071889.16,chrX,154511871,154512822,ES,False,424,505
ENSG00000071889.16,chrX,154515812,154515909,IR,False,141,522
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,418,562
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,180,562
ENSG00000196924.15,chrX,154355072,154357433,ES,False,87,154
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,980,1939
ENSG00000196924.15,chrX,154350030,154350645,TSS,True,1722,1938
ENSG00000001497.16,chrX,65524262,65524964,ES,False,153,281
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,105,294
ENSG00000001497.16,chrX,65517432,65518465,PAS,True,200,292
ENSG00000068323.16,chrX,49043110,49043645,TSS,True,67,124
ENSG00000068323.16,chrX,49038196,49038441,TSS,False,109,124
ENSG00000068323.16,chrX,49039106,49039913,TSS,True,110,124
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,223,433
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,340,433
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,352,433
ENSG00000179222.17,chrX,51902145,51902356,PAS,True,44,433
ENSG00000068438.14,chrX,48481715,48482408,3AS,False,75,217
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,249,1125
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,204,1243
ENSG00000078061.12,chrX,47561150,47561251,TSS,True,22,124
ENSG00000102119.10,chrX,154380019,154380233,IR,False,124,149
ENSG00000102119.10,chrX,154379210,154379566,TSS,True,17,153
ENSG00000102038.15,chrX,129492093,129496749,ES,False,119,301
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,310,447
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,404,450
ENSG00000102038.15,chrX,129488936,129489085,PAS,True,372,444
ENSG00000102038.15,chrX,129499780,129499841,PAS,True,339,440
ENSG00000000003.14,chrX,100635746,100636607,5AS,True,291,332
ENSG00000000003.14,chrX,100636607,100636873,TSS,False,56,347
ENSG00000000003.14,chrX,100636190,100636727,TSS,True,305,347
ENSG00000130985.16,chrX,47194024,47198802,ES,False,106,118
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,125,243
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,40,190
ENSG00000130988.12,chrX,47078709,47081129,ES,False,157,194
ENSG00000130988.12,chrX,47084600,47091677,ES,False,37,177
ENSG00000130988.12,chrX,47092896,47093314,PAS,True,23,212
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,53,111
ENSG00000157502.13,chrX,106168366,106171011,5AS,True,50,437
ENSG00000157502.13,chrX,106168298,106168366,TSS,True,412,463
ENSG00000157502.13,chrX,106168304,106168425,TSS,False,75,463
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,51,156
ENSG00000102103.15,chrX,48898082,48898491,5AS,False,94,105
ENSG00000102103.15,chrX,48902517,48902731,IR,False,137,154
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,72,166
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,115,166
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,215,280
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,74,280
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,45,250
ENSG00000102316.16,chrX,54813160,54813487,IR,True,2497,2779
ENSG00000102316.16,chrX,54815678,54815880,IR,True,54,278
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,1013,2812
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,2070,2812
ENSG00000083750.12,chrX,55758245,55758778,PAS,True,15,134
ENSG00000172465.13,chrX,103629561,103629884,5AS,False,167,229
ENSG00000172465.13,chrX,103629803,103629884,5AS,True,122,142
ENSG00000172465.13,chrX,103629803,103629884,IR,True,122,214
ENSG00000172465.13,chrX,103629807,103629884,IR,True,20,112
ENSG00000172465.13,chrX,103628933,103629025,TSS,True,345,461
ENSG00000172465.13,chrX,103629169,103629561,TSS,True,396,461
ENSG00000172465.13,chrX,103629697,103629803,TSS,True,342,461
ENSG00000172465.13,chrX,103629884,103630953,PAS,False,96,461
ENSG00000169093.15,chrX,1452747,1453744,TSS,True,94,539
ENSG00000169093.15,chrX,1453617,1453783,TSS,False,460,539
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,98,663
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,120,684
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,586,684
ENSG00000126767.17,chrX,47650422,47650591,TSS,True,85,161
ENSG00000126767.17,chrX,47637750,47638056,TSS,True,116,161
ENSG00000102125.15,chrX,154413252,154413481,5AS,False,84,122
ENSG00000102125.15,chrX,154413252,154413481,IR,False,84,103
ENSG00000102125.15,chrX,154413567,154419542,ES,False,102,135
ENSG00000102125.15,chrX,154419623,154419704,IR,False,46,125
ENSG00000102125.15,chrX,154419746,154420031,IR,False,52,125
ENSG00000102125.15,chrX,154411512,154411952,TSS,True,32,156
ENSG00000196507.10,chrX,103608058,103608603,5AS,False,237,314
ENSG00000196507.10,chrX,103607879,103608058,TSS,True,104,342
ENSG00000196507.10,chrX,103607895,103608070,TSS,True,265,342
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,96,322
ENSG00000072501.17,chrX,53405236,53405391,PAS,True,257,322
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,60,346
ENSG00000131269.16,chrX,75114831,75156104,3AS,False,56,103
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,54,174
ENSG00000125676.19,chrX,123638089,123638123,PAS,True,146,168
ENSG00000125676.19,chrX,123732951,123733102,TSS,True,24,186
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,118,329
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,225,327
ENSG00000005889.15,chrX,24172800,24179182,ES,False,77,103
ENSG00000005889.15,chrX,24149244,24149794,TSS,True,38,115
ENSG00000005889.15,chrX,24148938,24149253,TSS,False,93,115
ENSG00000005889.15,chrX,24208899,24209007,PAS,False,13,106
ENSG00000184205.14,chrX,53083305,53084544,3AS,False,230,352
ENSG00000184205.14,chrX,53082325,53083305,TSS,True,74,426
ENSG00000184205.14,chrX,53085226,53085295,PAS,True,249,379
ENSG00000184205.14,chrX,53087775,53088541,PAS,False,145,417
ENSG00000102401.19,chrX,101623276,101623785,IR,False,107,151
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,307,414
ENSG00000102401.19,chrX,101623276,101623813,IR,False,307,356
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,72,487
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,61,262
ENSG00000085224.22,chrX,77688924,77696576,ES,False,41,101
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,41,290
ENSG00000085224.22,chrX,77688927,77696576,ES,False,49,249
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,297,338
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,63,372
ENSG00000085224.22,chrX,77785844,77786229,TSS,True,331,372
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,17,105
ENSG00000077721.15,chrX,119574538,119574981,TSS,True,94,105
ENSG00000157514.16,chrX,107715950,107716314,IR,True,205,231
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,1192,2336
ENSG00000157514.16,chrX,107775099,107775753,TSS,True,1585,2336
ENSG00000126903.15,chrX,154490593,154490692,TSS,True,126,144
ENSG00000126903.15,chrX,154490306,154490655,TSS,True,41,144
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,87,133
ENSG00000166681.13,chrX,103376345,103376613,TSS,True,22,155
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,92,138
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,49,138
ENSG00000047634.14,chrX,17737452,17737680,TSS,True,91,114
ENSG00000047634.14,chrX,17753257,17754988,PAS,True,88,114
ENSG00000102317.17,chrX,48575667,48575814,IR,False,70,109
ENSG00000102317.17,chrX,48576083,48576313,IR,False,84,112
ENSG00000017483.14,chrX,48468304,48469341,TSS,False,90,106
ENSG00000017483.14,chrX,48469334,48470192,TSS,True,36,106
ENSG00000102265.11,chrX,47582220,47582474,TSS,True,31,291
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,242,722
ENSG00000102226.9,chrX,47233399,47233533,TSS,False,628,722
ENSG00000147274.14,chrX,136872345,136875085,ES,True,125,144
ENSG00000197021.8,chrX,149937480,149938192,5AS,False,89,105
ENSG00000197021.8,chrX,149928608,149930081,PAS,False,76,120
ENSG00000197021.8,chrX,149931209,149932767,PAS,True,45,120
ENSG00000197021.8,chrX,149938192,149938726,TSS,True,26,120
ENSG00000123200.16,chr13,45968839,45969971,PAS,True,89,123
ENSG00000123200.16,chr13,46052403,46052765,TSS,True,70,125
ENSG00000123200.16,chr13,46052697,46053247,TSS,False,109,125
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,47,195
ENSG00000102580.14,chr13,95785938,95786071,PAS,True,160,195
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,75,225
ENSG00000244754.8,chr13,32538684,32538777,IR,False,38,221
ENSG00000244754.8,chr13,32442765,32444126,PAS,True,223,251
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,168,250
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,195,249
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,174,238
