gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF509GHY_total_cov
ENSG00000140694.16,chr16,14630106,14630312,TSS,True,21,119
ENSG00000166971.16,chr16,53492519,53492692,3AS,False,48,100
ENSG00000166971.16,chr16,53490976,53492519,PAS,True,57,105
ENSG00000166971.16,chr16,53491039,53492522,PAS,True,53,105
ENSG00000166971.16,chr16,53503146,53503267,TSS,False,14,105
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,64,123
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,82,122
ENSG00000171490.12,chr16,11841030,11841820,PAS,True,101,122
ENSG00000005187.11,chr16,20674822,20679163,3AS,True,19,155
ENSG00000005187.11,chr16,20763705,20764125,TSS,True,45,119
ENSG00000005187.11,chr16,20674379,20674822,TSS,True,189,351
ENSG00000005187.11,chr16,20679157,20682174,PAS,True,143,255
ENSG00000005187.11,chr16,20796885,20797635,PAS,True,253,351
ENSG00000131143.8,chr16,85805104,85805732,IR,False,204,248
ENSG00000131143.8,chr16,85805864,85806737,IR,False,212,252
ENSG00000131143.8,chr16,85799230,85799752,TSS,True,70,257
ENSG00000131143.8,chr16,85798517,85799068,TSS,False,206,257
ENSG00000131143.8,chr16,85806737,85807002,PAS,True,40,252
ENSG00000131143.8,chr16,85804936,85807002,PAS,True,213,250
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,65,244
ENSG00000157349.16,chr16,70299354,70314901,ES,False,21,136
ENSG00000157349.16,chr16,70316104,70324584,ES,False,16,151
ENSG00000154080.13,chr18,26917350,27024115,ES,False,19,105
ENSG00000154080.13,chr18,27185135,27185462,TSS,True,82,118
ENSG00000154080.13,chr18,27142688,27143074,TSS,True,44,118
ENSG00000101680.14,chr18,6955465,6956635,5AS,True,91,102
ENSG00000101680.14,chr18,6941740,6942239,PAS,True,70,173
ENSG00000101680.14,chr18,7117659,7118017,TSS,True,118,173
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,72,501
ENSG00000134759.13,chr18,36174484,36177931,PAS,True,42,405
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,122,411
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,49,463
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,152,176
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,33,186
ENSG00000172466.15,chr18,35344359,35344449,TSS,True,162,186
ENSG00000078142.12,chr18,42081122,42087830,PAS,True,59,159
ENSG00000078142.12,chr18,42029324,42029440,PAS,True,128,154
ENSG00000079134.11,chr18,264092,265302,IR,True,184,206
ENSG00000079134.11,chr18,213141,214921,PAS,True,42,221
ENSG00000166974.12,chr18,35041387,35041661,TSS,False,43,120
ENSG00000166974.12,chr18,34977023,34977079,TSS,True,104,120
ENSG00000166974.12,chr18,35140294,35143470,PAS,True,16,114
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,131,668
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,39,115
ENSG00000177426.20,chr18,3451523,3451775,TSS,True,98,115
ENSG00000154845.15,chr18,9562075,9563377,ES,False,135,157
ENSG00000154845.15,chr18,9595102,9614225,3AS,False,81,137
ENSG00000154845.15,chr18,9546195,9547952,PAS,True,26,181
ENSG00000154845.15,chr18,9614477,9615023,TSS,True,71,182
ENSG00000141627.13,chr18,49286613,49331863,3AS,False,33,306
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,75,130
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,63,130
ENSG00000134758.13,chr18,32092886,32123517,ES,False,12,118
ENSG00000134758.13,chr18,32091852,32092235,TSS,True,103,136
ENSG00000134758.13,chr18,32092661,32092886,TSS,True,44,136
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,165,233
ENSG00000167220.11,chr18,47136449,47150377,ES,False,212,236
ENSG00000080986.12,chr18,2616436,2616635,PAS,False,46,103
ENSG00000080986.12,chr18,2606414,2606508,PAS,True,80,103
ENSG00000080986.12,chr18,2601395,2601448,PAS,True,92,103
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,37,177
ENSG00000141380.13,chr18,26035127,26038554,ES,False,178,210
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,34,223
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,103,203
ENSG00000170558.8,chr18,28013682,28013910,TSS,True,178,201
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,283,337
ENSG00000141424.12,chr18,36108526,36109745,PAS,True,132,395
ENSG00000141424.12,chr18,36122052,36122270,PAS,True,266,388
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,112,396
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,342,396
ENSG00000181191.11,chrX,69163134,69165371,3AS,False,18,151
ENSG00000181191.11,chrX,69163140,69165371,3AS,False,118,134
ENSG00000181191.11,chrX,69160861,69163134,PAS,True,134,153
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,40,153
ENSG00000101842.13,chrX,108058201,108066935,ES,False,94,105
ENSG00000101842.13,chrX,108078525,108079183,PAS,True,59,118
ENSG00000101842.13,chrX,108077047,108079095,PAS,True,90,116
ENSG00000101842.13,chrX,108078532,108078905,PAS,True,101,118
ENSG00000182287.14,chrX,15831568,15845378,ES,True,87,107
ENSG00000182287.14,chrX,15831568,15845378,3AS,False,87,109
ENSG00000182287.14,chrX,15825806,15827372,PAS,True,139,222
ENSG00000182287.14,chrX,15830048,15831568,PAS,True,115,222
ENSG00000089472.16,chrX,66208246,66258839,ES,True,32,130
ENSG00000089472.16,chrX,66263688,66266442,3AS,False,27,140
ENSG00000089472.16,chrX,66164175,66164470,TSS,True,56,148
ENSG00000089472.16,chrX,66266439,66268909,PAS,True,35,148
ENSG00000089472.16,chrX,66266442,66270019,PAS,True,121,148
ENSG00000056998.19,chrX,2830195,2853979,ES,False,21,173
ENSG00000056998.19,chrX,2875914,2877202,3AS,True,63,190
ENSG00000056998.19,chrX,2828714,2828975,TSS,True,89,219
ENSG00000056998.19,chrX,2829513,2830195,TSS,True,195,219
ENSG00000130066.16,chrX,23783883,23784293,IR,False,30,130
ENSG00000130066.16,chrX,23783883,23785327,IR,True,302,395
ENSG00000130066.16,chrX,23784403,23785327,IR,True,36,130
ENSG00000123562.16,chrX,103678600,103684680,3AS,False,82,173
ENSG00000123562.16,chrX,103678600,103685170,ES,False,697,778
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,697,1326
ENSG00000123562.16,chrX,103678651,103685170,ES,False,472,555
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,262,1500
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,1291,1500
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,32,129
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,89,528
ENSG00000029993.14,chrX,150985012,150985749,TSS,True,469,527
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,31,149
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,80,225
ENSG00000215301.10,chrX,41347639,41350278,PAS,True,29,183
ENSG00000184867.13,chrX,101658142,101658491,5AS,False,27,220
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,159,217
ENSG00000184867.13,chrX,101659136,101659418,3AS,False,39,166
ENSG00000184867.13,chrX,101659148,101659418,5AS,False,127,143
ENSG00000184867.13,chrX,101659148,101659757,ES,False,21,168
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,28,244
ENSG00000077279.18,chrX,111301743,111312641,5AS,False,174,326
ENSG00000077279.18,chrX,111301743,111330903,ES,True,118,215
ENSG00000077279.18,chrX,111301743,111330918,ES,True,69,295
ENSG00000077279.18,chrX,111301743,111330918,5AS,True,69,284
ENSG00000077279.18,chrX,111312736,111330918,5AS,False,228,325
ENSG00000077279.18,chrX,111412137,111412205,TSS,True,124,550
ENSG00000077279.18,chrX,111410034,111410576,TSS,True,471,550
ENSG00000126016.15,chrX,112840451,112841453,TSS,True,82,102
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,96,110
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,25,110
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,18,121
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,108,141
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,78,140
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,116,140
ENSG00000180964.16,chrX,103254017,103255077,ES,False,31,136
ENSG00000134602.15,chrX,132023203,132023407,TSS,True,86,206
ENSG00000134602.15,chrX,132023226,132023659,TSS,False,179,206
ENSG00000157399.14,chrX,2960420,2964223,3AS,True,254,298
ENSG00000102038.15,chrX,129447233,129448332,5AS,True,132,151
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,132,156
ENSG00000102038.15,chrX,129492093,129496749,ES,False,286,1042
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,1090,1241
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,786,1223
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,973,1228
ENSG00000156313.13,chrX,38269005,38269832,PAS,True,64,100
ENSG00000156313.13,chrX,38276587,38276772,PAS,True,69,100
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,101,184
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,86,184
ENSG00000101888.11,chrX,109536844,109537021,TSS,True,90,141
ENSG00000101888.11,chrX,109537198,109537270,TSS,False,74,141
ENSG00000198960.10,chrX,101615760,101616671,IR,False,18,119
ENSG00000198960.10,chrX,101615118,101616766,PAS,True,20,121
ENSG00000198960.10,chrX,101615119,101615760,PAS,True,104,123
ENSG00000047230.14,chrX,16712334,16712955,TSS,False,140,175
ENSG00000047230.14,chrX,16712721,16712979,TSS,False,87,175
ENSG00000047230.14,chrX,16712557,16712958,TSS,True,156,175
ENSG00000102316.16,chrX,54815678,54815880,IR,True,33,178
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,643,1576
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,1008,1576
ENSG00000083750.12,chrX,55751196,55753391,ES,True,93,104
ENSG00000083750.12,chrX,55758245,55758778,PAS,True,24,124
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,107,852
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,136,880
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,773,880
ENSG00000147050.14,chrX,45059466,45061323,ME,False,18,101
ENSG00000147050.14,chrX,45060156,45061323,ES,False,83,103
ENSG00000147050.14,chrX,45061419,45063421,ES,False,71,128
ENSG00000147050.14,chrX,45069613,45070357,TSS,True,141,159
ENSG00000147050.14,chrX,44951136,44951195,TSS,True,50,166
ENSG00000147050.14,chrX,45111381,45114138,PAS,True,140,166
ENSG00000147050.14,chrX,45079145,45080715,PAS,True,60,154
ENSG00000147050.14,chrX,45082575,45082639,PAS,True,125,158
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,31,175
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,20,188
ENSG00000131269.16,chrX,75114831,75156104,3AS,False,101,174
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,80,270
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,49,173
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,129,171
ENSG00000005889.15,chrX,24172800,24179182,ES,False,70,106
ENSG00000005889.15,chrX,24149244,24149794,TSS,True,40,133
ENSG00000005889.15,chrX,24208899,24209007,PAS,False,21,114
ENSG00000005889.15,chrX,24210192,24216089,PAS,True,100,114
ENSG00000102393.10,chrX,101397788,101398099,PAS,True,12,107
ENSG00000102393.10,chrX,101400819,101401809,PAS,True,95,107
ENSG00000102401.19,chrX,101623276,101623785,5AS,False,88,100
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,211,299
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,52,351
ENSG00000068366.19,chrX,109641329,109644186,PAS,True,71,103
ENSG00000068366.19,chrX,109663301,109663402,PAS,True,46,103
ENSG00000085224.22,chrX,77683451,77683538,IR,False,52,515
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,107,401
ENSG00000085224.22,chrX,77688924,77696576,ES,False,57,164
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,57,408
ENSG00000085224.22,chrX,77688927,77696576,ES,False,57,351
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,56,517
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,72,542
ENSG00000157514.16,chrX,107716314,107716494,TSS,False,114,132
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,29,132
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,95,126
ENSG00000166681.13,chrX,103376345,103376613,TSS,True,15,145
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,100,131
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,36,131
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,36,103
ENSG00000102226.9,chrX,47239348,47239481,TSS,True,90,101
ENSG00000147274.14,chrX,136872345,136875085,ES,True,160,247
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,1270,1527
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,319,1505
PB_novel_32063,chr13,110882483,110883793,TSS,True,108,122
PB_novel_32063,chr13,110879578,110880112,TSS,True,98,122
PB_novel_32063,chr13,110893027,110894403,PAS,True,84,122
ENSG00000102580.14,chr13,95790872,95794989,PAS,True,99,113
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,38,113
ENSG00000102580.14,chr13,95785938,95786071,PAS,True,90,112
ENSG00000102531.16,chr13,48975719,48976177,TSS,True,110,128
ENSG00000102531.16,chr13,49110302,49110406,TSS,False,74,128
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,52,194
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,157,217
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,124,214
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,174,211
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,166,220
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,87,220
ENSG00000125247.15,chr13,100668794,100674743,ES,False,35,135
ENSG00000125247.15,chr13,100603622,100605142,PAS,True,33,150
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,61,105
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,60,105
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,89,412
ENSG00000065150.18,chr13,98021735,98024777,PAS,True,66,407
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,33,110
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,18,106
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,23,112
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,94,112
ENSG00000120699.12,chr13,37003007,37004515,IR,False,80,100
ENSG00000120699.12,chr13,37008835,37009183,IR,True,94,108
ENSG00000120699.12,chr13,37000369,37000822,TSS,True,12,110
ENSG00000120699.12,chr13,37009183,37011113,PAS,True,16,110
ENSG00000120699.12,chr13,37008728,37009609,PAS,True,96,110
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,161,198
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,168,198
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,99,195
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,32,205
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,21,156
ENSG00000133104.13,chr13,36335832,36346581,ES,True,185,207
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,245,303
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,96,303
ENSG00000172766.18,chr13,41369089,41369218,PAS,False,15,110
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,27,163
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,51,170
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,98,144
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,27,169
ENSG00000134884.14,chr13,106557047,106558540,TSS,True,97,121
ENSG00000189403.14,chr13,30461533,30462537,IR,True,186,265
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,107,294
ENSG00000189403.14,chr13,30460892,30462712,PAS,True,214,293
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,41,313
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,28,127
ENSG00000126226.21,chr13,113177976,113178173,IR,False,27,243
ENSG00000126226.21,chr13,113178008,113178173,IR,False,33,249
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,67,283
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,250,283
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,49,292
ENSG00000183098.10,chr13,93454888,93545422,TSS,True,80,117
ENSG00000183098.10,chr13,93226809,93227618,TSS,True,68,117
ENSG00000183098.10,chr13,94403014,94408051,PAS,True,19,102
ENSG00000136161.12,chr13,48515741,48533027,ES,False,79,151
ENSG00000102710.19,chr13,37047936,37051487,ES,False,13,101
ENSG00000102710.19,chr13,37009310,37009809,PAS,True,28,110
ENSG00000102710.19,chr13,37020760,37023044,PAS,True,98,109
ENSG00000102710.19,chr13,37059558,37059735,TSS,True,29,110
ENSG00000188175.9,chr7,93188529,93189270,PAS,True,34,242
ENSG00000188175.9,chr7,93194921,93195901,PAS,True,209,239
ENSG00000188175.9,chr7,93226367,93226508,TSS,True,25,242
ENSG00000164548.10,chr7,23521840,23531788,ES,False,115,131
ENSG00000164548.10,chr7,23504779,23505569,PAS,False,39,179
ENSG00000164548.10,chr7,23531788,23532023,TSS,True,36,183
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,233,623
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,395,624
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,1254,2015
ENSG00000106484.15,chr7,130492067,130492339,TSS,True,1003,2015
ENSG00000178234.12,chr7,152025628,152025884,TSS,True,13,108
ENSG00000166526.16,chr7,100077433,100079539,5AS,True,51,317
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,508,622
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,123,633
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,518,633
ENSG00000198420.9,chr7,143854142,143857099,5AS,False,118,160
ENSG00000198420.9,chr7,143901960,143902185,TSS,True,144,185
ENSG00000198420.9,chr7,143902026,143902191,TSS,True,164,185
ENSG00000198420.9,chr7,143885209,143885374,TSS,True,136,185
ENSG00000198420.9,chr7,143882735,143882905,TSS,True,160,185
ENSG00000122566.21,chr7,26190460,26190992,IR,False,121,149
ENSG00000122566.21,chr7,26191128,26191421,IR,True,31,122
ENSG00000122566.21,chr7,26191128,26192494,IR,False,31,104
ENSG00000122566.21,chr7,26191650,26192494,IR,True,20,104
ENSG00000122566.21,chr7,26192338,26192494,IR,False,489,589
ENSG00000122566.21,chr7,26197732,26200571,ES,False,510,635
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,573,701
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,191,677
ENSG00000135269.17,chr7,116210470,116210734,TSS,True,38,212
ENSG00000263001.5,chr7,74758855,74759547,IR,False,105,147
ENSG00000263001.5,chr7,74735671,74736683,TSS,False,168,187
ENSG00000263001.5,chr7,74749267,74749451,TSS,True,148,167
ENSG00000263001.5,chr7,74753920,74754029,TSS,True,140,165
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,70,175
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,133,175
ENSG00000263001.5,chr7,74749267,74749452,PAS,True,102,119
ENSG00000005020.12,chr7,26667062,26669656,PAS,False,15,149
ENSG00000003147.18,chr7,8232752,8235909,3AS,False,33,147
ENSG00000003147.18,chr7,8113183,8114044,PAS,True,41,156
ENSG00000003147.18,chr7,8156712,8158652,PAS,True,132,153
ENSG00000003147.18,chr7,8262093,8262410,TSS,True,124,156
ENSG00000003147.18,chr7,8262439,8262598,TSS,True,41,156
ENSG00000122550.17,chr7,23106146,23123776,ES,False,314,354
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,40,388
ENSG00000106477.18,chr7,130399039,130400706,ES,False,19,104
ENSG00000146757.13,chr7,65374000,65398340,ES,False,12,107
ENSG00000091127.13,chr7,105508520,105522051,3AS,False,21,105
ENSG00000091127.13,chr7,105456113,105457926,PAS,True,19,111
ENSG00000008311.14,chr7,122070433,122076607,PAS,True,14,100
ENSG00000008311.14,chr7,122144160,122144300,TSS,True,11,100
ENSG00000106460.18,chr7,12211425,12214808,5AS,False,112,134
ENSG00000106460.18,chr7,12211212,12211425,TSS,True,30,146
ENSG00000106460.18,chr7,12211232,12211547,TSS,True,123,146
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,32,238
ENSG00000169193.11,chr7,23597605,23611170,ES,False,21,101
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,227,1212
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,45,108
ENSG00000164649.19,chr7,21945780,21946136,TSS,True,13,129
ENSG00000127989.13,chr7,91880656,91880727,TSS,False,24,100
ENSG00000127989.13,chr7,91880054,91880684,TSS,True,89,100
ENSG00000135241.16,chr7,108515574,108526028,ES,False,55,125
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,58,153
ENSG00000197157.10,chr7,127807481,127807573,TSS,True,120,152
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,21,182
ENSG00000225329.3,chr7,104896064,104911915,ES,True,123,144
ENSG00000225329.3,chr7,104912148,104917559,3AS,True,34,174
ENSG00000225329.3,chr7,104912165,104917559,ES,True,77,140
ENSG00000225329.3,chr7,104917980,104920384,ES,True,131,188
ENSG00000225329.3,chr7,104894193,104896064,PAS,False,89,231
ENSG00000225329.3,chr7,104905602,104907007,PAS,True,177,231
ENSG00000071243.15,chr7,120974727,120977212,PAS,True,30,112
ENSG00000071243.15,chr7,120956159,120956973,PAS,False,94,111
ENSG00000106066.14,chr7,29121071,29146428,5AS,True,114,135
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,33,148
ENSG00000106066.14,chr7,29146340,29146495,TSS,True,128,148
ENSG00000136240.9,chr7,6483966,6484223,TSS,True,34,225
ENSG00000158528.11,chr7,94907349,94907702,TSS,True,43,158
ENSG00000158528.11,chr7,94908936,94911508,TSS,True,131,146
ENSG00000158528.11,chr7,95251761,95251805,PAS,True,76,150
ENSG00000158528.11,chr7,95250025,95250255,PAS,True,109,150
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,49,201
ENSG00000006715.15,chr7,38909153,38909215,TSS,True,26,201
ENSG00000136247.14,chr7,6577498,6578565,3AS,False,82,105
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,43,307
ENSG00000164659.14,chr7,86874912,86880530,PAS,True,74,150
ENSG00000164659.14,chr7,86908459,86908543,PAS,True,120,147
ENSG00000164659.14,chr7,86910783,86912245,PAS,True,130,146
ENSG00000164659.14,chr7,87039755,87040464,TSS,True,73,153
ENSG00000164659.14,chr7,87040102,87040281,TSS,True,129,153
ENSG00000164659.14,chr7,86964903,86965028,TSS,True,137,153
ENSG00000106261.16,chr7,100015578,100015726,TSS,True,31,176
ENSG00000091136.13,chr7,107923712,107924087,PAS,True,145,191
ENSG00000091136.13,chr7,107934116,107935656,PAS,True,161,183
ENSG00000091136.13,chr7,107924228,107924389,PAS,True,121,191
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,145,191
ENSG00000146733.13,chr7,56051137,56051597,TSS,True,97,124
ENSG00000146733.13,chr7,56033960,56034583,TSS,True,31,124
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,29,165
ENSG00000105819.13,chr7,103312131,103312206,IR,False,406,509
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,122,528
ENSG00000105819.13,chr7,103312055,103312950,PAS,True,430,528
ENSG00000122687.17,chr7,2235564,2239417,ES,False,73,104
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,30,121
ENSG00000122687.17,chr7,2239417,2239708,TSS,True,106,121
ENSG00000122783.16,chr7,135167807,135168785,5AS,False,12,103
ENSG00000122783.16,chr7,135169060,135170651,5AS,True,72,116
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,48,120
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,76,120
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,131,214
ENSG00000106052.13,chr7,27793065,27793213,PAS,True,170,212
ENSG00000122545.19,chr7,35904253,35907110,PAS,True,39,302
ENSG00000136231.13,chr7,23310207,23312460,PAS,True,57,250
ENSG00000136231.13,chr7,23312155,23313653,PAS,True,211,250
ENSG00000136231.13,chr7,23469935,23470817,TSS,True,34,253
ENSG00000158623.14,chr7,130506237,130506806,PAS,True,33,103
ENSG00000005483.20,chr7,105014535,105040838,ES,False,173,211
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,86,230
ENSG00000005483.20,chr7,105091215,105091731,PAS,True,202,230
ENSG00000131558.14,chr7,133253040,133253187,TSS,True,64,177
ENSG00000131558.14,chr7,133630037,133630141,TSS,True,109,140
ENSG00000131558.14,chr7,134064290,134065765,PAS,True,70,175
ENSG00000131558.14,chr7,133480049,133481070,PAS,True,103,120
ENSG00000122591.11,chr7,22941249,22946163,PAS,True,13,110
ENSG00000106392.10,chr7,7182531,7182820,TSS,True,20,121
ENSG00000122643.19,chr7,33021357,33022052,IR,True,107,126
ENSG00000122643.19,chr7,33026915,33062567,ES,False,56,122
ENSG00000122643.19,chr7,33014110,33014831,PAS,True,15,126
ENSG00000122643.19,chr7,33020775,33022099,PAS,True,112,126
ENSG00000132437.17,chr7,50537979,50543884,ES,False,13,100
ENSG00000132437.17,chr7,50565284,50565453,TSS,False,57,105
ENSG00000132437.17,chr7,50561013,50561076,TSS,True,55,105
ENSG00000105856.13,chr7,107169027,107179878,5AS,False,171,220
ENSG00000105856.13,chr7,107168978,107169027,TSS,False,79,263
ENSG00000105856.13,chr7,107168992,107169185,TSS,True,211,263
ENSG00000233369.7,chr7,73205458,73206151,IR,True,121,172
ENSG00000233369.7,chr7,73154670,73155343,TSS,False,162,206
ENSG00000233369.7,chr7,73195877,73196062,TSS,True,166,201
ENSG00000233369.7,chr7,73206151,73207300,PAS,False,75,195
ENSG00000233369.7,chr7,73205382,73207296,PAS,False,144,195
ENSG00000001630.16,chr7,92134172,92134517,TSS,False,37,267
ENSG00000105928.14,chr7,24757395,24757493,TSS,True,21,102
ENSG00000075223.13,chr7,80742534,80745307,PAS,True,33,116
ENSG00000075223.13,chr7,80761025,80761657,PAS,True,86,104
ENSG00000075223.13,chr7,80918827,80919365,TSS,True,46,129
ENSG00000088298.12,chr20,35147151,35147389,TSS,True,28,210
ENSG00000088325.15,chr20,31800969,31801804,PAS,False,125,278
ENSG00000088325.15,chr20,31793847,31793992,PAS,True,236,277
ENSG00000088325.15,chr20,31783704,31785268,PAS,True,231,275
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,226,450
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,257,462
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,54,144
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,114,144
ENSG00000124228.14,chr20,49239235,49239342,PAS,True,125,144
ENSG00000125848.9,chr20,14327558,14337403,ES,False,170,235
ENSG00000000419.12,chr20,50934667,50935236,PAS,True,11,103
ENSG00000100983.10,chr20,34955726,34955817,TSS,True,20,108
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,160,324
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,219,376
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,214,376
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,19,139
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,321,377
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,65,403
ENSG00000101266.18,chr20,543671,543818,TSS,True,56,331
