gene,chr,start,end,splice_type,novel,mesenteric_fat_pad_ENCFF971JDY_in_cov,mesenteric_fat_pad_ENCFF971JDY_total_cov
ENSG00000095906.16,chr16,1786655,1787676,ES,False,56,212
ENSG00000205937.11,chr16,2264331,2268054,ES,False,138,238
ENSG00000205937.11,chr16,2268054,2268391,TSS,False,59,298
ENSG00000198848.12,chr16,55811007,55812902,3AS,False,275,2310
ENSG00000198848.12,chr16,55828971,55833003,3AS,False,1151,2126
ENSG00000140854.12,chr16,57755494,57755840,3AS,False,80,104
ENSG00000140854.12,chr16,57735719,57735855,TSS,True,28,109
ENSG00000135720.12,chr16,66720892,66723822,PAS,True,46,118
ENSG00000135720.12,chr16,66730182,66732474,PAS,True,78,116
ENSG00000135720.12,chr16,66751484,66751839,TSS,True,26,140
ENSG00000090581.9,chr16,1351922,1352017,TSS,False,29,185
ENSG00000102897.9,chr16,20900889,20915555,ES,False,88,102
ENSG00000102897.9,chr16,20900403,20900535,TSS,True,129,160
ENSG00000102897.9,chr16,20900542,20900889,TSS,True,51,160
ENSG00000102931.7,chr16,57252165,57253633,PAS,True,13,129
ENSG00000100726.14,chr16,1493331,1493605,TSS,True,35,121
ENSG00000100726.14,chr16,1500260,1500699,TSS,True,107,121
ENSG00000103194.15,chr16,84699954,84700111,TSS,True,56,113
ENSG00000103194.15,chr16,84744631,84745673,TSS,True,93,113
ENSG00000197006.13,chr16,21625115,21655229,3AS,False,114,348
ENSG00000197006.13,chr16,21655229,21657470,PAS,True,235,351
ENSG00000197006.13,chr16,21655226,21657471,PAS,True,117,351
ENSG00000140939.14,chr16,67170413,67170574,TSS,True,98,117
ENSG00000140939.14,chr16,67173923,67174046,TSS,True,30,116
ENSG00000011638.10,chr16,21158746,21161084,3AS,False,66,124
ENSG00000011638.10,chr16,21161278,21170436,ES,False,104,127
ENSG00000181019.12,chr16,69713129,69718122,ES,False,37,227
ENSG00000176715.16,chr16,89093821,89093996,TSS,True,39,110
ENSG00000176715.16,chr16,89093822,89093992,TSS,True,85,110
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,84,283
ENSG00000103152.11,chr16,78206,78333,TSS,True,17,126
ENSG00000103152.11,chr16,79421,79700,TSS,True,113,126
ENSG00000103152.11,chr16,85400,85846,PAS,True,16,126
ENSG00000140983.13,chr16,668699,670122,ES,False,25,235
ENSG00000140983.13,chr16,670175,670265,3AS,False,29,240
ENSG00000140983.13,chr16,670773,670891,3AS,False,202,226
ENSG00000140983.13,chr16,671000,671082,IR,False,138,247
ENSG00000140983.13,chr16,672384,672488,IR,False,245,276
ENSG00000140983.13,chr16,668079,668236,TSS,True,63,285
ENSG00000124067.16,chr16,67968438,67968667,TSS,True,70,112
ENSG00000124067.16,chr16,67951822,67952034,TSS,False,97,110
ENSG00000124067.16,chr16,67954642,67954771,TSS,True,98,110
ENSG00000065054.13,chr16,2033426,2036323,5AS,False,25,169
ENSG00000065054.13,chr16,2037600,2037858,3AS,False,35,230
ENSG00000065054.13,chr16,2033185,2033432,TSS,True,92,232
ENSG00000065054.13,chr16,2033292,2033426,TSS,False,207,232
ENSG00000065054.13,chr16,2037825,2039025,PAS,True,38,231
ENSG00000065054.13,chr16,2037858,2039025,PAS,True,196,231
ENSG00000131634.13,chr16,1533569,1534555,TSS,True,68,621
ENSG00000213380.15,chr16,69327160,69329179,PAS,True,67,145
ENSG00000213380.15,chr16,69332601,69332882,PAS,True,92,145
ENSG00000168872.16,chr16,70346864,70347048,TSS,True,14,108
ENSG00000168872.16,chr16,70371924,70373384,PAS,True,12,103
ENSG00000162066.15,chr16,2528559,2528649,IR,False,89,145
ENSG00000162066.15,chr16,2528559,2528993,ES,False,22,106
ENSG00000162066.15,chr16,2520296,2520541,TSS,True,21,182
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,60,128
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,72,128
ENSG00000185324.21,chr16,89693326,89693397,IR,False,80,122
ENSG00000185324.21,chr16,89693467,89694172,IR,False,103,122
ENSG00000185324.21,chr16,89694232,89694664,IR,True,86,120
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,85,126
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,54,126
ENSG00000140650.11,chr16,8797715,8797948,TSS,True,18,136
ENSG00000141076.17,chr16,69132689,69133511,3AS,False,36,279
ENSG00000102900.12,chr16,56730074,56730211,TSS,True,11,105
ENSG00000134419.15,chr16,18789118,18790309,IR,True,158,180
ENSG00000134419.15,chr16,18781294,18783102,PAS,True,27,212
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,54,212
ENSG00000134419.15,chr16,18788980,18790334,TSS,True,186,212
ENSG00000177200.17,chr16,53054978,53055077,TSS,True,130,225
ENSG00000177200.17,chr16,53130742,53131058,TSS,False,142,223
ENSG00000177200.17,chr16,53226365,53226401,PAS,False,153,217
ENSG00000177200.17,chr16,53209481,53210290,PAS,True,136,216
ENSG00000177200.17,chr16,53222643,53222755,PAS,False,152,217
ENSG00000257017.8,chr16,72057466,72060111,ES,False,51,134
ENSG00000099377.13,chr16,30985297,30985652,3AS,False,165,219
ENSG00000099377.13,chr16,30985297,30985656,3AS,True,32,251
ENSG00000099377.13,chr16,30985824,30986422,ES,True,30,268
ENSG00000099377.13,chr16,30986704,30987767,ES,False,35,295
ENSG00000099377.13,chr16,30985132,30985297,TSS,True,54,311
ENSG00000140682.18,chr16,31472130,31472201,TSS,True,34,272
ENSG00000166848.5,chr16,75656206,75657442,PAS,True,19,187
ENSG00000087245.12,chr16,55478976,55479632,TSS,False,156,332
ENSG00000077235.17,chr16,27460611,27461562,PAS,True,90,135
ENSG00000077235.17,chr16,27549669,27549957,TSS,True,55,138
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,492,4408
ENSG00000066654.13,chr16,20736358,20736859,IR,False,28,109
ENSG00000066654.13,chr16,20733663,20736358,PAS,False,84,112
ENSG00000066654.13,chr16,20733663,20737286,PAS,True,32,112
ENSG00000103495.13,chr16,29806687,29808293,TSS,True,58,102
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,60,102
ENSG00000189067.12,chr16,11556510,11556736,TSS,True,353,407
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,219,407
ENSG00000141101.12,chr16,69754847,69754944,TSS,True,27,250
ENSG00000167191.11,chr16,19884726,19884922,TSS,True,24,100
ENSG00000103245.13,chr16,740919,741018,TSS,False,14,108
ENSG00000141002.19,chr16,89893858,89895082,3AS,False,34,322
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,70,394
ENSG00000090863.11,chr16,74451933,74452131,PAS,True,111,126
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,57,125
ENSG00000090863.11,chr16,74468226,74470073,PAS,True,87,108
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,51,137
ENSG00000188603.19,chr16,28491713,28492079,TSS,True,124,164
ENSG00000188603.19,chr16,28492019,28492296,TSS,True,56,164
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,32,176
ENSG00000103275.19,chr16,1324729,1327016,PAS,True,29,163
ENSG00000103502.13,chr16,29862720,29862814,IR,False,108,134
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,35,160
ENSG00000103502.13,chr16,29862585,29863191,TSS,True,134,160
ENSG00000103064.14,chr16,68266721,68274690,ES,False,59,106
ENSG00000103064.14,chr16,68275249,68287745,ES,False,89,104
ENSG00000103064.14,chr16,68275249,68287745,3AS,True,89,109
ENSG00000103064.14,chr16,68264175,68264576,TSS,False,105,188
ENSG00000103064.14,chr16,68264180,68264741,TSS,True,168,188
ENSG00000103064.14,chr16,68287745,68289321,PAS,True,56,144
ENSG00000103064.14,chr16,68287322,68289291,PAS,False,124,144
ENSG00000065427.14,chr16,75641723,75647577,ES,False,208,245
ENSG00000205336.11,chr16,57657491,57659412,3AS,False,66,128
ENSG00000205336.11,chr16,57651215,57651622,TSS,True,133,160
ENSG00000205336.11,chr16,57654778,57655530,TSS,True,140,160
ENSG00000205336.11,chr16,57655956,57655992,TSS,True,138,160
ENSG00000205336.11,chr16,57656524,57656617,TSS,True,126,160
ENSG00000183751.14,chr16,1971963,1972205,TSS,True,44,162
ENSG00000183751.14,chr16,1974315,1974679,TSS,False,141,162
ENSG00000103415.11,chr16,4476487,4505483,ES,False,315,407
ENSG00000103423.13,chr16,4450497,4455545,ES,False,174,202
ENSG00000103423.13,chr16,4425807,4426092,TSS,True,23,205
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,102,849
ENSG00000133392.17,chr16,15703133,15704123,PAS,True,197,265
ENSG00000133392.17,chr16,15738623,15738688,PAS,True,59,204
ENSG00000133392.17,chr16,15856940,15857362,TSS,True,103,268
ENSG00000103042.8,chr16,58676054,58676288,IR,False,86,101
ENSG00000103042.8,chr16,58684716,58684789,TSS,False,37,121
ENSG00000103042.8,chr16,58683954,58684726,TSS,True,103,121
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,65,420
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,154,186
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,38,187
ENSG00000103335.22,chr16,88717022,88719309,TSS,True,144,164
ENSG00000103335.22,chr16,88721807,88722637,TSS,True,124,168
ENSG00000168140.4,chr16,4371847,4371993,TSS,False,69,102
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,81,218
ENSG00000103066.12,chr16,68255380,68255890,3AS,False,21,139
ENSG00000103066.12,chr16,68245247,68245553,TSS,True,23,165
ENSG00000131149.18,chr16,85655839,85656665,TSS,True,165,185
ENSG00000131149.18,chr16,85660881,85661765,TSS,False,91,185
ENSG00000169682.17,chr16,28974863,28975100,IR,False,34,188
ENSG00000169682.17,chr16,28974723,28974863,TSS,True,192,228
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,77,228
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,132,173
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,51,183
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,142,183
ENSG00000102901.12,chr16,67830088,67830389,IR,False,71,159
ENSG00000102901.12,chr16,67832315,67832454,IR,False,117,138
ENSG00000131148.8,chr16,85779867,85781210,ES,False,36,108
ENSG00000166971.16,chr16,53492519,53492692,3AS,False,45,108
ENSG00000166971.16,chr16,53490976,53492519,PAS,True,64,109
ENSG00000166971.16,chr16,53491039,53492522,PAS,True,46,109
ENSG00000166971.16,chr16,53503146,53503267,TSS,False,15,110
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,227,1626
ENSG00000166780.10,chr16,15586716,15588260,PAS,True,35,269
ENSG00000166780.10,chr16,15581216,15583577,PAS,True,242,269
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,147,314
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,238,313
ENSG00000171490.12,chr16,11841030,11841820,PAS,True,243,311
ENSG00000167967.15,chr16,2233647,2233884,3AS,True,14,124
ENSG00000167967.15,chr16,2223447,2223770,TSS,False,25,135
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,123,147
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,117,177
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,96,177
ENSG00000140988.15,chr16,1962735,1962772,TSS,True,150,177
ENSG00000131143.8,chr16,85805104,85805732,IR,False,160,187
ENSG00000131143.8,chr16,85799230,85799752,TSS,True,20,194
ENSG00000167930.15,chr16,259599,259995,3AS,False,39,280
ENSG00000167930.15,chr16,234790,234857,TSS,True,133,368
ENSG00000102882.11,chr16,30114708,30116635,ES,False,110,135
ENSG00000102882.11,chr16,30118348,30118437,TSS,True,77,137
ENSG00000102882.11,chr16,30123039,30123253,TSS,True,92,137
ENSG00000102882.11,chr16,30121823,30123226,TSS,True,112,137
ENSG00000103196.11,chr16,84819929,84820133,TSS,True,117,166
ENSG00000103196.11,chr16,84906587,84909509,PAS,True,96,117
ENSG00000007376.7,chr16,786928,787076,5AS,False,123,137
ENSG00000007376.7,chr16,787477,788255,ES,False,19,142
ENSG00000167965.17,chr16,2207345,2208449,ES,False,17,163
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,73,171
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,123,171
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,327,377
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,195,574
ENSG00000140632.16,chr16,4847227,4847335,TSS,True,49,101
ENSG00000103507.13,chr16,31112027,31112120,IR,False,221,339
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,46,344
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,120,341
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,225,341
ENSG00000135686.12,chr16,84648470,84648649,TSS,False,42,104
ENSG00000135686.12,chr16,84657130,84657944,TSS,True,90,104
ENSG00000179776.18,chr16,66366543,66366758,TSS,True,106,123
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,28,272
ENSG00000157349.16,chr16,70316104,70324584,ES,False,12,103
ENSG00000162032.15,chr16,1778321,1778434,IR,False,190,295
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,37,310
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,277,310
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,149,207
ENSG00000141447.17,chr18,24165250,24166702,PAS,True,180,207
ENSG00000141447.17,chr18,24170331,24170453,PAS,True,118,207
ENSG00000141447.17,chr18,24271621,24272387,TSS,True,65,201
ENSG00000141447.17,chr18,24397654,24397910,TSS,True,165,209
ENSG00000263753.7,chr18,5241812,5243593,5AS,False,24,112
ENSG00000263753.7,chr18,5237824,5239049,TSS,True,112,199
ENSG00000263753.7,chr18,5243593,5246508,PAS,True,80,196
ENSG00000154832.14,chr18,50283564,50283704,IR,False,108,122
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,15,123
ENSG00000196628.16,chr18,55229076,55232520,5AS,False,205,428
ENSG00000196628.16,chr18,55351000,55403453,3AS,False,16,104
ENSG00000196628.16,chr18,55589296,55589863,TSS,True,401,449
ENSG00000196628.16,chr18,55321669,55321842,TSS,True,177,443
ENSG00000101782.14,chr18,23452848,23453502,TSS,True,19,107
ENSG00000101782.14,chr18,23481171,23483141,PAS,True,32,104
ENSG00000101782.14,chr18,23473428,23475304,PAS,True,88,100
ENSG00000154856.12,chr18,10471526,10472061,TSS,True,63,314
ENSG00000134759.13,chr18,36138872,36141136,ES,False,99,111
ENSG00000175354.19,chr18,12785476,12785844,PAS,True,46,133
ENSG00000175354.19,chr18,12788451,12794485,PAS,True,91,131
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,138,383
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,148,541
ENSG00000133313.14,chr18,74496376,74500033,TSS,True,451,541
ENSG00000101745.16,chr18,9195698,9208656,ES,False,113,218
ENSG00000101745.16,chr18,9136768,9136965,TSS,True,75,236
ENSG00000101745.16,chr18,9136762,9137096,TSS,True,201,236
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,134,158
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,34,169
ENSG00000172466.15,chr18,35344359,35344449,TSS,True,145,169
ENSG00000176194.17,chr18,12254359,12254421,TSS,False,11,105
ENSG00000265681.7,chr18,49491584,49492457,3AS,False,204,229
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,33,265
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,58,272
ENSG00000134440.11,chr18,57621707,57622234,TSS,True,41,314
ENSG00000177426.20,chr18,3449571,3450070,TSS,True,96,119
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,56,118
ENSG00000177426.20,chr18,3451523,3452382,TSS,True,105,118
ENSG00000176014.12,chr18,12308795,12325066,3AS,False,42,132
ENSG00000141627.13,chr18,49041470,49044204,PAS,True,13,125
ENSG00000141627.13,chr18,49460397,49460738,TSS,True,27,125
ENSG00000141627.13,chr18,49331863,49331955,TSS,True,102,121
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,101,131
ENSG00000067900.7,chr18,20992831,20992937,PAS,True,100,130
ENSG00000067900.7,chr18,21008087,21008194,PAS,True,109,130
ENSG00000067900.7,chr18,21045024,21045467,PAS,True,109,123
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,90,116
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,255,296
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,66,294
ENSG00000119537.17,chr18,63367010,63367636,TSS,True,19,163
ENSG00000141644.17,chr18,50281362,50281805,TSS,True,39,102
ENSG00000141644.17,chr18,50273563,50273861,TSS,True,91,102
ENSG00000102225.15,chrX,47219105,47223551,ES,False,114,129
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,25,154
ENSG00000181191.11,chrX,69163134,69165371,3AS,False,28,218
ENSG00000181191.11,chrX,69160861,69163134,PAS,True,190,218
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,41,218
ENSG00000147383.10,chrX,152831117,152846281,ES,False,142,162
ENSG00000188706.12,chrX,129843695,129843931,TSS,True,39,194
ENSG00000056998.19,chrX,2830195,2843212,ES,False,267,320
ENSG00000056998.19,chrX,2875914,2877202,3AS,True,129,444
ENSG00000056998.19,chrX,2828714,2828975,TSS,True,291,530
ENSG00000214717.11,chrX,2490769,2500816,3AS,False,38,127
ENSG00000214717.11,chrX,2486435,2490769,PAS,True,98,139
ENSG00000214717.11,chrX,2486424,2490772,PAS,True,41,139
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,68,195
ENSG00000130066.16,chrX,23783883,23784293,IR,False,55,427
ENSG00000130066.16,chrX,23783883,23785327,IR,True,1021,1380
ENSG00000130066.16,chrX,23784403,23785327,IR,True,67,428
ENSG00000078596.10,chrX,79367104,79367579,TSS,True,19,127
ENSG00000078596.10,chrX,79367546,79367600,TSS,False,112,127
ENSG00000102030.15,chrX,153932115,153932315,IR,False,98,116
ENSG00000196998.17,chrX,49076750,49077642,3AS,False,134,151
ENSG00000196998.17,chrX,49076750,49077836,ES,False,16,144
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,22,199
ENSG00000123595.7,chrX,13689288,13708720,ES,False,17,106
ENSG00000123562.16,chrX,103678600,103685170,ES,False,138,170
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,138,274
ENSG00000123562.16,chrX,103678620,103685170,3AS,True,22,130
ENSG00000123562.16,chrX,103678651,103685170,ES,False,77,108
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,129,333
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,233,333
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,48,229
ENSG00000147140.15,chrX,71283721,71290628,ES,False,51,434
ENSG00000069535.13,chrX,43882253,43882534,TSS,True,64,302
ENSG00000102359.6,chrX,100644137,100644515,TSS,True,51,317
ENSG00000102359.6,chrX,100670806,100675787,PAS,True,53,296
ENSG00000102359.6,chrX,100650784,100651788,PAS,True,231,275
ENSG00000101938.14,chrX,110795743,110796461,TSS,False,68,114
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,27,110
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,92,110
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,189,239
ENSG00000071889.16,chrX,154511871,154512822,ES,False,173,231
ENSG00000071889.16,chrX,154515812,154515909,IR,False,104,247
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,156,260
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,119,260
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,469,866
ENSG00000001497.16,chrX,65514970,65517986,3AS,True,15,110
ENSG00000001497.16,chrX,65524262,65524964,ES,False,112,160
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,57,167
ENSG00000001497.16,chrX,65517432,65518465,PAS,True,124,167
ENSG00000068323.16,chrX,49043110,49043645,TSS,True,62,100
ENSG00000068323.16,chrX,49038196,49038441,TSS,False,87,100
ENSG00000147010.17,chrX,19533978,19536458,PAS,True,163,400
ENSG00000147010.17,chrX,19590841,19592147,PAS,False,291,374
ENSG00000147010.17,chrX,19594694,19595000,PAS,True,223,289
ENSG00000147010.17,chrX,19592066,19592150,TSS,True,159,242
ENSG00000147010.17,chrX,19887306,19887702,TSS,True,155,402
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,90,107
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,55,107
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,93,107
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,93,107
ENSG00000068438.14,chrX,48481715,48482408,3AS,False,48,151
ENSG00000068438.14,chrX,48485735,48486364,PAS,True,30,155
ENSG00000068438.14,chrX,48482596,48483440,PAS,True,127,155
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,134,168
ENSG00000184216.13,chrX,154016436,154016622,TSS,True,144,168
ENSG00000185291.11,chrX,1336926,1341730,3AS,True,17,104
ENSG00000185291.11,chrX,1352232,1352324,3AS,True,19,103
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,80,482
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,269,536
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,332,536
ENSG00000185825.16,chrX,153723288,153723827,5AS,True,26,202
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,417,2618
ENSG00000000003.14,chrX,100636607,100636873,TSS,False,32,212
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,110,173
ENSG00000130985.16,chrX,47203539,47203696,TSS,True,153,173
ENSG00000130985.16,chrX,47205083,47206444,TSS,True,151,173
ENSG00000022267.16,chrX,136204901,136204939,TSS,True,1939,10650
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,57,109
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,176,234
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,60,232
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,28,108
ENSG00000102316.16,chrX,54815690,54815880,IR,True,325,366
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,181,383
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,241,383
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,42,383
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,341,383
ENSG00000155659.14,chrX,66022166,66022840,3AS,False,65,424
ENSG00000155659.14,chrX,66022166,66022840,IR,False,65,125
ENSG00000155659.14,chrX,66022500,66022840,IR,False,358,418
ENSG00000155659.14,chrX,66028112,66033473,ES,False,65,506
ENSG00000155659.14,chrX,66021737,66022166,PAS,True,458,526
ENSG00000155659.14,chrX,66021737,66022500,PAS,True,131,526
ENSG00000155659.14,chrX,66021737,66022862,PAS,True,466,526
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,53,429
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,74,450
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,397,450
ENSG00000090776.5,chrX,68828969,68829904,TSS,False,91,167
ENSG00000102125.15,chrX,154413252,154413481,5AS,False,145,180
ENSG00000102125.15,chrX,154413252,154413481,IR,False,145,168
ENSG00000102125.15,chrX,154413567,154419542,ES,False,122,189
ENSG00000102125.15,chrX,154419623,154419704,IR,False,109,158
ENSG00000102125.15,chrX,154419623,154420031,ES,False,31,131
ENSG00000102125.15,chrX,154419746,154420031,IR,False,105,158
ENSG00000102125.15,chrX,154411512,154411952,TSS,True,22,210
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,25,125
ENSG00000072501.17,chrX,53405236,53405391,PAS,True,110,125
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,21,137
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,58,349
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,297,344
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,237,305
ENSG00000102401.19,chrX,101623276,101623813,IR,False,237,264
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,64,370
ENSG00000068366.19,chrX,109683372,109696143,3AS,False,30,107
ENSG00000068366.19,chrX,109641329,109644186,PAS,True,117,141
ENSG00000068366.19,chrX,109663301,109663402,PAS,True,49,141
ENSG00000085224.22,chrX,77683451,77683538,IR,False,13,115
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,20,101
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,19,120
ENSG00000085224.22,chrX,77681850,77683451,PAS,False,108,121
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,24,138
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,15,127
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,123,669
ENSG00000147403.16,chrX,154399941,154400463,IR,False,904,1025
ENSG00000147403.16,chrX,154400626,154400701,IR,False,929,1045
ENSG00000147403.16,chrX,154400701,154400917,PAS,True,118,1053
ENSG00000102265.11,chrX,47582220,47582474,TSS,True,14,130
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,26,108
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,41,233
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,40,113
ENSG00000244754.8,chr13,32538684,32538777,IR,False,26,113
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,80,129
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,90,127
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,98,124
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,98,132
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,92,132
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,83,132
ENSG00000134871.18,chr13,110307947,110308068,IR,True,404,479
ENSG00000134871.18,chr13,110507941,110508221,TSS,True,436,632
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,809,1243
ENSG00000134871.18,chr13,110505605,110506606,TSS,True,521,632
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,615,1197
ENSG00000134871.18,chr13,110484904,110484974,PAS,True,412,656
ENSG00000134871.18,chr13,110446797,110448668,PAS,True,468,545
ENSG00000134871.18,chr13,110308068,110309988,PAS,True,406,481
ENSG00000102802.9,chr13,30906194,30906793,TSS,True,36,114
ENSG00000102802.9,chr13,30924310,30925589,PAS,True,13,103
ENSG00000136143.15,chr13,48001179,48001888,TSS,True,56,325
ENSG00000187498.15,chr13,110148868,110150444,PAS,True,622,864
ENSG00000187498.15,chr13,110175216,110175357,PAS,True,613,697
ENSG00000187498.15,chr13,110195023,110195118,PAS,True,363,610
ENSG00000187498.15,chr13,110195542,110198631,PAS,True,506,578
ENSG00000187498.15,chr13,110176883,110177037,PAS,True,566,667
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,404,908
ENSG00000187498.15,chr13,110161191,110161370,TSS,True,250,290
ENSG00000088448.14,chr13,110893263,110906032,ES,False,108,129
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,26,149
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,23,155
ENSG00000185989.10,chr13,114015208,114015615,TSS,True,71,318
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,79,220
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,83,223
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,144,223
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,168,684
ENSG00000183722.8,chr13,39378526,39600831,IR,True,168,212
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,115,785
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,120,134
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,112,134
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,49,134
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,14,117
ENSG00000130177.15,chr13,114272481,114272563,IR,False,45,100
ENSG00000130177.15,chr13,114234869,114235132,TSS,True,15,106
ENSG00000130177.15,chr13,114272563,114272744,PAS,True,61,106
