gene,chr,start,end,splice_type,novel,type_B_pancreatic_cell_ENCFF973OML_in_cov,type_B_pancreatic_cell_ENCFF973OML_total_cov
ENSG00000196628.16,chr18,55589296,55589863,TSS,True,616,722
ENSG00000196628.16,chr18,55321669,55321842,TSS,True,370,722
ENSG00000196628.16,chr18,55302415,55302768,TSS,False,624,720
ENSG00000134759.13,chr18,36138426,36141136,ES,False,46,447
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,195,610
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,224,852
ENSG00000133313.14,chr18,74496376,74500033,TSS,True,668,852
ENSG00000170677.5,chr18,70288683,70289090,TSS,False,19,104
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,157,182
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,41,200
ENSG00000172466.15,chr18,35344359,35344449,TSS,True,175,200
ENSG00000166396.12,chr18,63775368,63775716,TSS,True,73,168
ENSG00000166396.12,chr18,63777778,63777825,TSS,False,118,168
ENSG00000078142.12,chr18,42081122,42087830,PAS,True,59,144
ENSG00000078142.12,chr18,42029324,42029440,PAS,True,113,142
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,26,225
ENSG00000079134.11,chr18,264092,265302,IR,True,136,152
ENSG00000079134.11,chr18,213141,214921,PAS,True,29,165
ENSG00000079134.11,chr18,263259,265363,PAS,True,141,157
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,175,824
ENSG00000154845.15,chr18,9562075,9563377,ES,False,106,118
ENSG00000154845.15,chr18,9595102,9614225,3AS,False,70,107
ENSG00000154845.15,chr18,9546195,9547952,PAS,True,20,133
ENSG00000154845.15,chr18,9614477,9615023,TSS,True,51,133
ENSG00000154845.15,chr18,9615018,9615209,TSS,True,116,133
ENSG00000141448.8,chr18,22182757,22182844,TSS,True,17,145
ENSG00000141627.13,chr18,49286613,49331863,3AS,False,31,258
ENSG00000134758.13,chr18,32091852,32092235,TSS,True,99,132
ENSG00000134758.13,chr18,32092661,32092886,TSS,True,46,132
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,157,210
ENSG00000167220.11,chr18,47136449,47150377,ES,False,188,210
ENSG00000158201.9,chr18,21659343,21664117,5AS,False,121,143
ENSG00000080986.12,chr18,2616436,2616635,PAS,False,80,212
ENSG00000080986.12,chr18,2606414,2606508,PAS,True,174,212
ENSG00000080986.12,chr18,2601395,2601448,PAS,True,187,212
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,35,235
ENSG00000141380.13,chr18,26035127,26038554,ES,False,172,258
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,34,276
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,126,176
ENSG00000170558.8,chr18,28013682,28013910,TSS,True,153,175
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,202,269
ENSG00000141424.12,chr18,36108526,36109745,PAS,True,117,305
ENSG00000141424.12,chr18,36122052,36122270,PAS,True,195,303
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,101,306
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,239,306
ENSG00000154889.16,chr18,11884627,11885675,ES,False,96,122
ENSG00000154889.16,chr18,11886778,11886916,3AS,False,79,104
ENSG00000154889.16,chr18,11897356,11906202,ES,False,89,116
ENSG00000181191.11,chrX,69163134,69165371,3AS,False,44,330
ENSG00000181191.11,chrX,69163140,69165371,3AS,False,243,286
ENSG00000181191.11,chrX,69160861,69163466,PAS,True,292,330
ENSG00000181191.11,chrX,69160861,69163134,PAS,True,289,330
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,104,330
ENSG00000182287.14,chrX,15825806,15827372,PAS,True,87,317
ENSG00000182287.14,chrX,15830048,15831568,PAS,True,241,317
ENSG00000101844.17,chrX,108091666,108091836,TSS,True,23,114
ENSG00000002586.19,chrX,2726373,2738202,3AS,False,18,146
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,28,161
ENSG00000130021.13,chrX,7148052,7148185,TSS,True,58,562
ENSG00000123728.9,chrX,132216995,132217575,TSS,True,17,109
ENSG00000056998.19,chrX,2875914,2877202,3AS,True,87,226
ENSG00000056998.19,chrX,2828714,2828975,TSS,True,85,258
ENSG00000130066.16,chrX,23783883,23784293,IR,False,94,304
ENSG00000130066.16,chrX,23783883,23785327,ES,False,415,503
ENSG00000130066.16,chrX,23783883,23785327,IR,True,415,597
ENSG00000130066.16,chrX,23784403,23785327,IR,True,116,303
ENSG00000130234.10,chrX,15558183,15562013,PAS,True,51,253
ENSG00000130234.10,chrX,15561033,15564218,PAS,True,213,253
ENSG00000130234.10,chrX,15600725,15600981,TSS,False,29,253
ENSG00000125354.22,chrX,119616940,119618786,PAS,True,90,218
ENSG00000125354.22,chrX,119615723,119616742,PAS,True,164,221
ENSG00000125354.22,chrX,119627791,119629508,PAS,True,193,217
ENSG00000125354.22,chrX,119693075,119694314,TSS,False,49,222
ENSG00000196998.17,chrX,49076750,49077642,3AS,False,108,122
ENSG00000196998.17,chrX,49076750,49077642,IR,False,108,124
ENSG00000196998.17,chrX,49076750,49077836,ES,False,13,120
ENSG00000196998.17,chrX,49077747,49077836,IR,False,123,137
ENSG00000123562.16,chrX,103678600,103684680,3AS,False,101,206
ENSG00000123562.16,chrX,103678600,103685170,ES,False,895,997
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,895,1472
ENSG00000123562.16,chrX,103678620,103684680,3AS,False,17,105
ENSG00000123562.16,chrX,103678651,103685170,ES,False,415,503
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,352,1678
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,1383,1678
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,52,155
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,46,401
ENSG00000147121.15,chrX,46447241,46447346,TSS,True,15,108
ENSG00000147121.15,chrX,46472749,46474638,PAS,True,16,107
ENSG00000147121.15,chrX,46472752,46474638,PAS,False,95,107
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,48,135
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,58,186
ENSG00000215301.10,chrX,41347639,41350278,PAS,True,24,163
ENSG00000215301.10,chrX,41344238,41344371,PAS,True,127,142
ENSG00000184867.13,chrX,101658142,101658491,5AS,False,45,351
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,249,348
ENSG00000184867.13,chrX,101659136,101659418,3AS,False,65,270
ENSG00000184867.13,chrX,101659148,101659757,ES,False,42,273
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,39,387
ENSG00000077279.18,chrX,111301743,111312641,5AS,False,61,109
ENSG00000077279.18,chrX,111301743,111330918,ES,True,36,111
ENSG00000077279.18,chrX,111301743,111330918,5AS,True,36,100
ENSG00000077279.18,chrX,111312736,111330918,5AS,False,75,110
ENSG00000077279.18,chrX,111412137,111412205,TSS,True,35,185
ENSG00000077279.18,chrX,111410034,111410576,TSS,True,165,185
ENSG00000147099.20,chrX,72329514,72330076,PAS,True,26,135
ENSG00000147099.20,chrX,72473399,72474729,PAS,True,120,135
ENSG00000076716.8,chrX,133414805,133415522,TSS,False,16,102
ENSG00000123130.16,chrX,23733217,23735918,ES,False,128,152
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,109,136
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,44,136
ENSG00000001497.16,chrX,65524262,65524964,ES,False,147,202
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,37,210
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,257,320
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,147,320
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,285,319
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,283,318
ENSG00000180964.16,chrX,103254017,103255077,ES,False,23,136
ENSG00000134602.15,chrX,132023203,132023407,TSS,True,61,203
ENSG00000157399.14,chrX,2960420,2964223,3AS,True,109,137
ENSG00000101871.14,chrX,10445555,10449716,PAS,True,47,164
ENSG00000101871.14,chrX,10469090,10469840,PAS,True,128,157
ENSG00000101871.14,chrX,10833553,10833789,TSS,True,151,171
ENSG00000101871.14,chrX,10620289,10620585,TSS,True,58,171
ENSG00000102038.15,chrX,129447233,129448332,5AS,True,89,103
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,89,105
ENSG00000102038.15,chrX,129492093,129496749,ES,False,271,658
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,643,746
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,476,743
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,596,743
ENSG00000130985.16,chrX,47190712,47190950,TSS,False,76,103
ENSG00000022267.16,chrX,136208641,136209870,ES,False,88,101
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,18,113
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,182,342
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,168,342
ENSG00000101888.11,chrX,109536844,109537021,TSS,True,87,131
ENSG00000101888.11,chrX,109537198,109537270,TSS,False,60,131
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,279,2046
ENSG00000102316.16,chrX,54815678,54815880,IR,True,69,442
ENSG00000102316.16,chrX,54815690,54815880,IR,True,2781,3154
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,610,3239
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,2786,3239
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,376,3239
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,2872,3236
ENSG00000083750.12,chrX,55751196,55753391,ES,True,95,106
ENSG00000083750.12,chrX,55758245,55758778,PAS,True,18,124
ENSG00000101868.10,chrX,24693827,24694004,TSS,True,29,114
ENSG00000101868.10,chrX,24995804,24996986,PAS,True,100,113
ENSG00000101868.10,chrX,24810707,24810803,PAS,False,65,103
ENSG00000101868.10,chrX,24743229,24744948,PAS,True,76,101
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,135,985
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,160,1010
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,875,1010
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,58,376
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,53,411
ENSG00000131269.16,chrX,75114831,75156104,3AS,False,80,154
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,87,256
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,50,197
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,155,194
ENSG00000005889.15,chrX,24172800,24179182,ES,False,77,110
ENSG00000005889.15,chrX,24149244,24149794,TSS,True,40,130
ENSG00000005889.15,chrX,24208899,24209007,PAS,False,26,117
ENSG00000005889.15,chrX,24210192,24216089,PAS,True,97,117
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,201,347
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,42,390
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,87,335
ENSG00000085224.22,chrX,77688924,77696576,ES,False,31,119
ENSG00000085224.22,chrX,77688927,77696576,ES,False,36,282
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,349,388
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,42,408
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,61,423
ENSG00000077721.15,chrX,119575400,119582587,ES,False,14,107
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,14,115
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,65,242
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,29,278
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,69,287
ENSG00000147274.14,chrX,136872345,136875085,ES,True,132,199
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,1411,1622
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,242,1603
ENSG00000102580.14,chr13,95790872,95794989,PAS,True,93,107
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,31,107
ENSG00000102580.14,chr13,95785938,95786071,PAS,True,91,107
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,46,139
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,86,159
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,108,156
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,127,151
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,111,159
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,71,159
ENSG00000136108.14,chr13,52456607,52460898,3AS,False,81,102
ENSG00000136108.14,chr13,52455420,52455626,TSS,True,24,133
ENSG00000136108.14,chr13,52474894,52476648,PAS,True,25,131
ENSG00000125247.15,chr13,100668794,100674743,ES,False,82,200
ENSG00000125247.15,chr13,100603622,100605142,PAS,True,68,223
ENSG00000125247.15,chr13,100622751,100625676,PAS,True,188,218
ENSG00000125247.15,chr13,100632510,100635195,PAS,False,190,216
ENSG00000125247.15,chr13,100674743,100674936,TSS,True,23,224
ENSG00000204977.9,chr13,49997131,49997666,5AS,False,67,127
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,84,159
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,96,159
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,116,433
ENSG00000088448.14,chr13,110893263,110906032,ES,False,73,133
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,44,154
ENSG00000088448.14,chr13,110892602,110893263,PAS,True,127,151
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,27,170
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,24,128
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,26,132
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,108,132
ENSG00000183722.8,chr13,39344054,39378427,IR,True,98,112
ENSG00000183722.8,chr13,39601390,39602882,IR,True,19,121
ENSG00000183722.8,chr13,39342707,39344054,PAS,True,25,123
ENSG00000183722.8,chr13,39343050,39378528,PAS,True,109,123
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,26,125
ENSG00000183722.8,chr13,39602882,39603211,TSS,True,106,125
ENSG00000120699.12,chr13,37007071,37008061,3AS,False,11,102
ENSG00000120699.12,chr13,37000369,37000822,TSS,True,15,107
ENSG00000120699.12,chr13,37009183,37011113,PAS,True,18,107
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,206,229
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,62,225
ENSG00000120686.11,chr13,38349813,38349921,TSS,True,28,277
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,44,257
ENSG00000120686.11,chr13,38354238,38356701,PAS,True,228,256
ENSG00000136122.15,chr13,72729093,72737961,ES,True,13,103
ENSG00000102753.9,chr13,49792437,49792685,TSS,False,20,179
ENSG00000213995.11,chr13,110634595,110634671,IR,True,209,250
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,34,258
ENSG00000133110.14,chr13,37570669,37574571,ES,True,43,404
ENSG00000133110.14,chr13,37571458,37577752,ES,False,440,816
ENSG00000133110.14,chr13,37562582,37563370,PAS,True,415,1061
ENSG00000133110.14,chr13,37570577,37570669,PAS,True,882,1057
ENSG00000134897.13,chr13,102838739,102839571,3AS,False,98,113
ENSG00000134897.13,chr13,102799100,102799521,TSS,False,37,120
ENSG00000134897.13,chr13,102799109,102799463,TSS,True,101,120
ENSG00000134897.13,chr13,102839571,102841537,PAS,True,18,116
ENSG00000134897.13,chr13,102839550,102841533,PAS,True,101,116
ENSG00000134899.19,chr13,102845800,102846354,TSS,True,16,127
ENSG00000134899.19,chr13,102875306,102876000,PAS,True,24,127
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,27,215
ENSG00000133104.13,chr13,36335832,36346581,ES,True,133,154
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,217,357
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,203,357
ENSG00000136155.16,chr13,77591460,77597544,ES,False,140,403
ENSG00000136155.16,chr13,77602124,77602656,3AS,True,48,399
ENSG00000136155.16,chr13,77603135,77608055,ES,False,219,385
ENSG00000136155.16,chr13,77612941,77613895,3AS,True,38,374
ENSG00000136155.16,chr13,77644257,77646769,PAS,True,48,439
ENSG00000127863.15,chr13,23668082,23673371,ES,True,22,108
ENSG00000127863.15,chr13,23570347,23570848,TSS,False,108,159
ENSG00000127863.15,chr13,23579339,23579529,TSS,True,95,159
ENSG00000127863.15,chr13,23673371,23676103,PAS,True,19,140
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,49,240
ENSG00000139684.13,chr13,46775378,46777623,PAS,True,207,239
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,62,169
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,92,148
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,23,166
ENSG00000134884.14,chr13,106557047,106558540,TSS,True,90,109
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,59,105
ENSG00000189403.14,chr13,30461533,30462537,IR,True,323,405
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,127,451
ENSG00000189403.14,chr13,30460892,30462712,PAS,True,370,450
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,57,474
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,142,164
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,50,164
ENSG00000136167.13,chr13,46182110,46182296,TSS,True,32,223
ENSG00000126226.21,chr13,113177976,113178173,IR,False,35,257
ENSG00000126226.21,chr13,113178008,113178173,IR,False,35,257
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,264,299
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,76,298
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,264,299
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,77,113
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,77,111
ENSG00000120694.19,chr13,31143790,31143923,PAS,True,88,106
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,81,113
ENSG00000120694.19,chr13,31161981,31162365,TSS,True,61,113
ENSG00000152193.7,chr13,78659048,78659167,TSS,False,12,104
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,53,367
ENSG00000083535.15,chr13,73015868,73017752,PAS,True,66,133
ENSG00000083535.15,chr13,72998821,73001380,PAS,True,119,133
ENSG00000136161.12,chr13,48515741,48533027,ES,False,85,218
ENSG00000139668.8,chr13,51660663,51703595,ES,True,18,122
ENSG00000139668.8,chr13,51584075,51584824,TSS,True,20,144
ENSG00000139668.8,chr13,51759739,51766799,PAS,False,46,132
ENSG00000139668.8,chr13,51751309,51754110,PAS,True,98,127
ENSG00000188175.9,chr7,93226367,93226508,TSS,True,56,367
ENSG00000106462.10,chr7,148807364,148807706,PAS,True,14,106
ENSG00000106462.10,chr7,148884163,148884694,TSS,True,22,108
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,280,675
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,398,677
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,1988,2276
ENSG00000106484.15,chr7,130492067,130492339,TSS,True,488,2276
ENSG00000178234.12,chr7,152025884,152094189,ES,False,100,121
ENSG00000178234.12,chr7,152025628,152025884,TSS,True,18,141
ENSG00000128606.12,chr7,102939585,102944209,ES,False,210,275
ENSG00000166526.16,chr7,100075261,100075541,IR,False,271,305
ENSG00000166526.16,chr7,100075630,100081634,ES,False,35,293
ENSG00000166526.16,chr7,100077433,100079539,5AS,True,29,243
ENSG00000166526.16,chr7,100077433,100081634,ES,False,30,249
ENSG00000166526.16,chr7,100081634,100081764,TSS,True,48,341
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,24,142
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,686,851
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,177,871
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,703,871
ENSG00000198420.9,chr7,143854142,143857099,5AS,False,152,207
ENSG00000198420.9,chr7,143901960,143902185,TSS,True,181,236
ENSG00000198420.9,chr7,143885209,143885374,TSS,True,174,236
ENSG00000198420.9,chr7,143882735,143882905,TSS,True,176,236
ENSG00000122566.21,chr7,26190460,26190992,IR,False,113,131
ENSG00000122566.21,chr7,26191128,26191421,IR,True,42,104
ENSG00000122566.21,chr7,26197732,26200571,ES,False,849,1082
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,1027,1151
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,171,1133
ENSG00000127990.17,chr7,94598963,94600645,ES,False,14,117
ENSG00000135269.17,chr7,116210470,116210734,TSS,True,38,195
ENSG00000011275.18,chr7,5741644,5752845,3AS,False,76,111
ENSG00000011275.18,chr7,5620053,5624125,PAS,True,100,113
ENSG00000011275.18,chr7,5725321,5725438,PAS,True,36,111
ENSG00000263001.5,chr7,74758855,74759547,IR,False,75,112
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,118,147
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,68,143
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,106,143
ENSG00000263001.5,chr7,74749267,74749452,PAS,True,104,116
ENSG00000005020.12,chr7,26864362,26864741,TSS,True,19,116
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,56,137
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,83,137
ENSG00000122550.17,chr7,23106146,23123776,ES,False,216,247
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,35,268
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,487,1580
ENSG00000106477.18,chr7,130399039,130400706,ES,False,34,174
ENSG00000106477.18,chr7,130440933,130441065,TSS,True,25,185
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,58,548
ENSG00000106460.18,chr7,12211425,12214808,5AS,False,147,168
ENSG00000106460.18,chr7,12211212,12211425,TSS,True,30,181
ENSG00000106460.18,chr7,12211232,12211547,TSS,True,160,181
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,496,3077
ENSG00000164649.19,chr7,21908507,21916753,ES,False,23,145
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,52,122
ENSG00000127989.13,chr7,91880656,91880727,TSS,False,24,111
ENSG00000127989.13,chr7,91880642,91880717,TSS,True,99,111
ENSG00000164828.17,chr7,815868,816673,TSS,True,49,128
ENSG00000164828.17,chr7,873214,874920,PAS,True,23,118
ENSG00000135241.16,chr7,108515574,108526028,ES,False,65,137
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,105,486
ENSG00000122565.18,chr7,26201114,26201561,TSS,False,192,215
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,42,215
ENSG00000075213.10,chr7,83957716,83961826,PAS,True,42,235
ENSG00000075213.10,chr7,84194474,84195481,TSS,True,110,239
ENSG00000075213.10,chr7,84492459,84492939,TSS,True,169,243
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,66,223
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,174,223
ENSG00000106066.14,chr7,29121071,29146428,5AS,True,152,183
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,54,207
ENSG00000106066.14,chr7,29146340,29146495,TSS,True,177,207
ENSG00000136270.13,chr7,45103443,45105440,ES,False,53,274
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,59,266
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,91,292
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,233,292
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,68,110
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,48,117
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,74,117
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,32,208
ENSG00000136247.14,chr7,6577498,6578565,3AS,False,95,110
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,18,131
ENSG00000136243.16,chr7,23187146,23196679,ES,True,15,119
ENSG00000106261.16,chr7,100015578,100015726,TSS,True,25,182
ENSG00000106541.11,chr7,16801803,16804952,5AS,False,31,197
ENSG00000106541.11,chr7,16804934,16804997,TSS,True,33,199
ENSG00000106541.11,chr7,16804952,16804998,TSS,False,168,199
ENSG00000010270.13,chr7,38178420,38207446,ES,False,160,208
ENSG00000105894.11,chr7,137228072,137251229,3AS,True,28,148
ENSG00000105894.11,chr7,137227340,137228075,PAS,True,54,174
ENSG00000105894.11,chr7,137227340,137228072,PAS,True,146,174
ENSG00000091136.13,chr7,107923712,107924087,PAS,True,184,234
ENSG00000091136.13,chr7,107934116,107935656,PAS,True,198,224
ENSG00000091136.13,chr7,107924228,107924389,PAS,True,142,234
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,187,234
ENSG00000146733.13,chr7,56032054,56033960,ES,False,96,112
ENSG00000146733.13,chr7,56051137,56051597,TSS,True,58,117
ENSG00000146733.13,chr7,56033960,56034583,TSS,True,64,117
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,50,322
ENSG00000105819.13,chr7,103312131,103312206,IR,False,446,531
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,109,556
ENSG00000105819.13,chr7,103312055,103312950,PAS,True,474,556
ENSG00000106034.17,chr7,120988912,120989390,IR,True,73,287
ENSG00000106034.17,chr7,120987925,120989870,TSS,True,90,309
ENSG00000106034.17,chr7,120988550,120988912,TSS,True,236,309
ENSG00000106034.17,chr7,121133822,121133893,PAS,False,127,305
ENSG00000106034.17,chr7,121136039,121136056,PAS,False,244,305
ENSG00000122687.17,chr7,2235564,2239417,ES,False,137,199
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,46,176
ENSG00000122687.17,chr7,2239707,2242161,5AS,True,130,148
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,47,223
ENSG00000106603.18,chr7,43648652,43729428,ES,False,71,108
ENSG00000106603.18,chr7,43624367,43633408,PAS,False,69,110
ENSG00000106603.18,chr7,43638242,43639681,PAS,True,55,110
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,49,305
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,268,305
ENSG00000170381.13,chr7,83363237,83368038,PAS,True,11,102
ENSG00000122783.16,chr7,135167807,135168785,5AS,False,14,104
ENSG00000122783.16,chr7,135169060,135170651,5AS,True,60,108
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,63,123
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,74,123
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,115,220
ENSG00000106052.13,chr7,27799964,27801119,PAS,True,187,216
ENSG00000106052.13,chr7,27793065,27793213,PAS,True,184,215
ENSG00000136231.13,chr7,23310207,23312460,PAS,True,56,259
ENSG00000136231.13,chr7,23312155,23313653,PAS,True,229,258
ENSG00000136231.13,chr7,23469935,23470817,TSS,True,45,262
ENSG00000006530.16,chr7,141551350,141551434,TSS,True,54,125
ENSG00000006530.16,chr7,141554601,141555567,TSS,True,79,125
ENSG00000005483.20,chr7,105014535,105040838,ES,False,197,246
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,104,258
ENSG00000005483.20,chr7,105091215,105091731,PAS,True,221,258
ENSG00000166529.14,chr7,100049841,100056910,ES,False,56,103
ENSG00000064419.13,chr7,129018157,129054650,ES,False,346,412
ENSG00000131558.14,chr7,133253040,133253187,TSS,True,55,134
ENSG00000131558.14,chr7,133630037,133630141,TSS,True,93,121
ENSG00000131558.14,chr7,134064290,134065765,PAS,True,31,133
ENSG00000009954.10,chr7,73521826,73522306,TSS,True,30,108
ENSG00000106392.10,chr7,7182820,7234302,ES,True,94,109
ENSG00000106392.10,chr7,7182531,7182820,TSS,True,15,124
ENSG00000122643.19,chr7,33062567,33063139,TSS,True,12,107
ENSG00000132437.17,chr7,50537979,50543884,ES,False,24,104
ENSG00000132437.17,chr7,50458429,50458843,PAS,True,13,104
ENSG00000132437.17,chr7,50565284,50565453,TSS,False,62,104
ENSG00000132437.17,chr7,50561013,50561076,TSS,True,44,104
