gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF211JEP_in_cov,endodermal_cell_ENCFF211JEP_total_cov
ENSG00000204590.12,chr6,30555054,30555501,TSS,True,149,196
ENSG00000111845.4,chr6,10695069,10697323,3AS,True,114,128
ENSG00000111845.4,chr6,10694652,10695069,TSS,False,31,167
ENSG00000225921.6,chr6,13620753,13621664,PAS,True,42,241
ENSG00000225921.6,chr6,13620407,13620486,PAS,True,203,241
ENSG00000204568.11,chr6,30617797,30617943,TSS,True,34,281
ENSG00000137312.14,chr6,30741333,30741613,IR,False,144,167
ENSG00000137312.14,chr6,30727702,30728145,PAS,False,28,205
ENSG00000137312.14,chr6,30742526,30742825,TSS,True,54,207
ENSG00000137312.14,chr6,30742466,30742526,TSS,False,186,207
ENSG00000112110.9,chr6,159789817,159790060,TSS,True,155,186
ENSG00000112110.9,chr6,159790453,159790639,TSS,False,53,186
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,223,2219
ENSG00000152661.8,chr6,121435636,121435832,TSS,True,269,361
ENSG00000146109.4,chr6,26596956,26597223,TSS,False,24,163
ENSG00000137331.11,chr6,30744308,30744550,TSS,True,59,381
ENSG00000001036.13,chr6,143511410,143511752,TSS,False,69,266
ENSG00000001036.13,chr6,143507236,143507425,TSS,True,229,266
ENSG00000118518.15,chr6,127266861,127267095,TSS,True,89,128
ENSG00000118518.15,chr6,127266839,127266925,TSS,True,82,128
ENSG00000203875.11,chr6,85678188,85678693,IR,False,117,149
ENSG00000203875.11,chr6,85678135,85678736,TSS,True,138,326
ENSG00000203875.11,chr6,85678693,85678737,TSS,True,209,326
ENSG00000186439.12,chr6,123501827,123503901,PAS,True,193,233
ENSG00000186439.12,chr6,123512302,123512362,PAS,True,187,233
ENSG00000186439.12,chr6,123516140,123516206,PAS,True,180,233
ENSG00000186439.12,chr6,123528293,123530565,PAS,True,177,232
ENSG00000112237.12,chr6,99539880,99543609,PAS,True,49,457
ENSG00000111879.19,chr6,119023958,119024813,TSS,True,41,177
ENSG00000120438.11,chr6,159789404,159789708,TSS,True,87,489
ENSG00000064995.17,chr6,34877555,34878720,PAS,True,33,104
ENSG00000064995.17,chr6,34887786,34888052,TSS,True,33,104
ENSG00000137285.9,chr6,3227486,3227655,TSS,False,96,164
ENSG00000146457.15,chr6,159726986,159727333,TSS,True,88,127
ENSG00000204356.13,chr6,31954877,31955058,3AS,False,47,452
ENSG00000204356.13,chr6,31958891,31959055,TSS,False,242,676
ENSG00000204356.13,chr6,31954554,31954663,TSS,True,461,675
ENSG00000112306.7,chr6,132815092,132816460,5AS,True,13,127
ENSG00000124783.13,chr6,7313041,7313316,TSS,True,18,142
ENSG00000198721.12,chr6,4133701,4135510,3AS,False,108,246
ENSG00000157593.18,chr6,44257399,44257554,TSS,True,33,159
ENSG00000137267.5,chr6,3157406,3157547,TSS,False,28,180
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,41,266
ENSG00000131165.14,chr16,89657581,89657726,TSS,True,43,163
ENSG00000007392.16,chr16,189339,189967,5AS,False,106,126
ENSG00000007392.16,chr16,208188,220648,ES,False,104,124
ENSG00000007392.16,chr16,227336,229278,ES,False,101,117
ENSG00000007392.16,chr16,229278,229482,TSS,False,28,148
ENSG00000086504.16,chr16,370225,370498,5AS,False,153,220
ENSG00000086504.16,chr16,370498,370549,TSS,False,510,663
ENSG00000086504.16,chr16,369930,370228,TSS,True,493,663
ENSG00000086504.16,chr16,370443,370530,TSS,True,534,663
ENSG00000086504.16,chr16,370484,370508,TSS,True,594,663
ENSG00000069345.11,chr16,46973494,46973701,TSS,True,60,113
ENSG00000069345.11,chr16,46971348,46973671,TSS,True,77,113
ENSG00000132603.14,chr16,69339315,69339885,TSS,True,37,246
ENSG00000095906.16,chr16,1786655,1787676,ES,False,105,171
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,34,203
ENSG00000167397.14,chr16,31091342,31094556,ES,False,25,225
ENSG00000155330.9,chr16,46831083,46831432,TSS,True,18,103
ENSG00000102898.11,chr16,67846891,67846985,TSS,True,29,194
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,107,607
ENSG00000198931.10,chr16,88809706,88810069,IR,True,107,119
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,118,619
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,512,619
ENSG00000198931.10,chr16,88811819,88811938,TSS,False,69,619
ENSG00000181019.12,chr16,69713129,69718122,ES,False,41,350
ENSG00000181019.12,chr16,69718369,69718535,TSS,True,313,368
ENSG00000181019.12,chr16,69726432,69726588,TSS,True,62,368
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,242,692
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,939,1629
ENSG00000089280.18,chr16,31184936,31185179,TSS,False,1250,1627
ENSG00000089280.18,chr16,31191053,31191110,TSS,True,1279,1546
ENSG00000140983.13,chr16,668079,668236,TSS,True,24,103
ENSG00000125166.12,chr16,58734139,58734375,TSS,True,136,379
ENSG00000205629.11,chr16,25140247,25164597,ES,False,28,216
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,208,347
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,112,460
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,371,460
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,88,126
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,68,126
ENSG00000103550.13,chr16,19710586,19714117,ES,False,14,109
ENSG00000103550.13,chr16,19706346,19707221,PAS,True,81,195
ENSG00000103550.13,chr16,19714214,19715037,PAS,False,105,185
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,32,206
ENSG00000140650.11,chr16,8797715,8797948,TSS,True,35,101
ENSG00000182149.20,chr16,71922680,71924768,ES,False,41,335
ENSG00000102900.12,chr16,56730074,56730211,TSS,True,20,118
ENSG00000153406.13,chr16,4474166,4474553,5AS,False,38,107
ENSG00000153406.13,chr16,4474409,4474635,TSS,True,55,119
ENSG00000153406.13,chr16,4474553,4474704,TSS,True,80,119
ENSG00000103145.10,chr16,3023361,3023846,ES,False,59,171
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,423,3486
ENSG00000159593.14,chr16,66830846,66831002,TSS,True,80,607
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,244,384
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,247,385
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,142,385
ENSG00000103485.17,chr16,29678959,29679210,TSS,True,32,246
ENSG00000166851.14,chr16,23678847,23679340,TSS,True,61,148
ENSG00000166851.14,chr16,23689659,23689676,TSS,True,125,147
ENSG00000079616.12,chr16,29790709,29790829,TSS,True,25,185
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,75,195
ENSG00000149925.18,chr16,30064269,30064505,TSS,False,1313,1505
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,631,1505
ENSG00000261740.6,chr16,29446922,29454015,3AS,False,93,252
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,53,191
ENSG00000141101.12,chr16,69754847,69754944,TSS,True,48,172
ENSG00000141101.12,chr16,69748917,69749119,TSS,True,130,170
ENSG00000006327.13,chr16,3020330,3020491,TSS,False,86,142
ENSG00000169592.14,chr16,30001040,30005220,ES,False,19,183
ENSG00000169592.14,chr16,30001530,30005220,ES,False,141,165
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,160,909
ENSG00000103018.16,chr16,69424558,69424857,TSS,True,47,249
ENSG00000179958.8,chr16,30429879,30430029,TSS,True,20,196
ENSG00000065427.14,chr16,75641723,75647577,ES,False,249,307
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,139,446
ENSG00000065427.14,chr16,75631692,75632003,TSS,True,360,439
ENSG00000166451.13,chr16,81028568,81031490,PAS,True,133,149
ENSG00000166451.13,chr16,81022754,81022880,PAS,False,20,149
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,15,100
ENSG00000103429.10,chr16,14632846,14633018,TSS,True,111,247
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,75,138
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,69,139
ENSG00000103202.12,chr16,397174,397313,TSS,True,62,134
ENSG00000102978.12,chr16,57462641,57462810,TSS,True,29,267
ENSG00000034713.7,chr16,75566359,75566520,TSS,True,29,281
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,249,309
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,112,361
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,301,361
ENSG00000149923.13,chr16,30084734,30084855,TSS,True,323,359
ENSG00000052344.15,chr16,31135390,31135766,TSS,True,20,154
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,57,190
ENSG00000184110.14,chr16,28719801,28723323,TSS,True,146,182
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,49,297
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,254,296
ENSG00000161980.5,chr16,53475,53631,TSS,False,48,206
ENSG00000140988.15,chr16,1964365,1964806,ES,False,41,101
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,331,405
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,304,405
ENSG00000140988.15,chr16,1962496,1962559,TSS,True,209,405
ENSG00000103005.11,chr16,58001398,58001581,TSS,True,41,273
ENSG00000103490.13,chr16,31201841,31202416,ES,False,13,126
ENSG00000091651.8,chr16,46689363,46689770,TSS,True,35,256
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,63,128
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,77,128
ENSG00000230989.6,chr16,83807968,83808121,TSS,False,161,1195
ENSG00000230989.6,chr16,83809304,83809425,TSS,True,1043,1194
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,67,119
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,86,119
ENSG00000172775.16,chr16,57172250,57172372,TSS,True,105,119
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,39,128
ENSG00000169217.8,chr16,30354603,30355215,TSS,True,105,128
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,682,840
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,166,840
ENSG00000103024.7,chr16,1770766,1770888,5AS,False,17,143
ENSG00000103024.7,chr16,1771171,1771279,IR,False,95,124
ENSG00000103024.7,chr16,1771488,1771760,TSS,True,25,150
ENSG00000103121.8,chr16,80976179,80981805,ES,False,203,286
ENSG00000167315.17,chr18,49802853,49813816,5AS,False,50,109
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,124,196
ENSG00000167315.17,chr18,49813731,49813960,TSS,True,157,196
ENSG00000167315.17,chr18,49813816,49813935,TSS,False,146,196
ENSG00000128789.20,chr18,12702742,12703164,TSS,True,36,292
ENSG00000128789.20,chr18,12719923,12720683,TSS,True,261,292
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,21,130
ENSG00000074695.5,chr18,59327822,59331129,PAS,True,120,140
ENSG00000074695.5,chr18,59345961,59346051,PAS,False,36,140
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,75,306
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,141,448
ENSG00000133313.14,chr18,74501147,74501472,TSS,True,400,446
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,155,176
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,51,206
ENSG00000262001.1,chr18,3606640,3609732,5AS,True,16,101
ENSG00000262001.1,chr18,3609732,3610094,PAS,True,12,118
ENSG00000265681.7,chr18,49491584,49491735,IR,False,143,332
ENSG00000265681.7,chr18,49491584,49491745,5AS,False,65,208
ENSG00000265681.7,chr18,49491584,49491745,IR,False,65,254
ENSG00000265681.7,chr18,49491584,49492274,5AS,False,221,287
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,38,160
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,140,421
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,87,203
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,123,203
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,125,140
ENSG00000167220.11,chr18,47136449,47150377,ES,False,112,140
ENSG00000167220.11,chr18,47150377,47150508,TSS,True,115,258
ENSG00000152234.15,chr18,46098171,46098316,TSS,True,404,2325
ENSG00000080986.12,chr18,2616436,2616635,PAS,False,30,138
ENSG00000080986.12,chr18,2606414,2606508,PAS,True,120,134
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,204,244
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,55,235
ENSG00000257267.3,chr18,35290275,35290391,TSS,False,16,102
ENSG00000257267.3,chr18,35291006,35291232,TSS,True,88,102
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,121,882
ENSG00000173674.10,chrX,20141624,20141872,TSS,True,27,248
ENSG00000123595.7,chrX,13689288,13708720,ES,False,45,107
ENSG00000123562.16,chrX,103678600,103685170,ES,False,145,188
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,145,330
ENSG00000123562.16,chrX,103678651,103685170,ES,False,136,169
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,54,419
ENSG00000133142.17,chrX,103586291,103586653,3AS,False,34,274
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,36,298
ENSG00000133142.17,chrX,103586648,103587732,PAS,True,34,275
ENSG00000133142.17,chrX,103586653,103587725,PAS,True,241,275
ENSG00000156709.13,chrX,130165550,130165866,TSS,True,21,144
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,113,652
ENSG00000126768.12,chrX,48895101,48896758,ES,False,421,469
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,85,186
ENSG00000182518.13,chrX,55146311,55159128,5AS,False,131,175
ENSG00000182518.13,chrX,55161136,55161184,TSS,True,62,180
ENSG00000182518.13,chrX,55160974,55161139,TSS,False,140,180
ENSG00000147140.15,chrX,71283721,71290628,ES,False,73,487
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,258,746
ENSG00000165349.11,chrX,70929998,70930976,3AS,True,127,379
ENSG00000165349.11,chrX,70930976,70931296,TSS,True,50,431
ENSG00000134597.15,chrX,130401949,130402037,TSS,True,18,125
ENSG00000134597.15,chrX,130412360,130413654,PAS,True,28,113
ENSG00000134597.15,chrX,130411347,130411525,PAS,True,85,112
ENSG00000147099.20,chrX,72329514,72330076,PAS,True,36,117
ENSG00000147099.20,chrX,72473399,72474729,PAS,True,94,115
ENSG00000147099.20,chrX,72572650,72573110,TSS,True,45,122
ENSG00000147099.20,chrX,72567888,72568032,TSS,False,103,122
ENSG00000147099.20,chrX,72495155,72495268,TSS,True,97,115
ENSG00000089289.15,chrX,70133447,70134135,TSS,True,16,114
ENSG00000123130.16,chrX,23743124,23743495,TSS,True,13,117
ENSG00000185222.9,chrX,103356606,103357614,ES,False,90,751
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,32,105
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,115,370
ENSG00000102054.17,chrX,16869075,16870362,TSS,True,317,370
ENSG00000147224.11,chrX,107628448,107628750,TSS,True,96,238
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,86,108
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,65,107
ENSG00000179222.17,chrX,51901597,51901938,TSS,True,90,105
ENSG00000179222.17,chrX,51902145,51902356,PAS,True,27,108
ENSG00000147400.8,chrX,152830707,152830774,TSS,False,23,188
ENSG00000180964.16,chrX,103254017,103255077,ES,False,140,559
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,99,543
ENSG00000102144.14,chrX,78104196,78104405,TSS,False,117,1125
ENSG00000157399.14,chrX,2955537,2960377,ES,False,14,123
ENSG00000157399.14,chrX,2960420,2964223,3AS,True,102,122
ENSG00000157399.14,chrX,2951913,2952560,PAS,True,39,125
ENSG00000157399.14,chrX,2933557,2935190,PAS,True,108,130
ENSG00000157399.14,chrX,2937537,2938257,PAS,True,107,126
ENSG00000102119.10,chrX,154379210,154379566,TSS,True,20,103
ENSG00000000003.14,chrX,100636607,100636873,TSS,False,54,529
ENSG00000184831.13,chrX,23833510,23840312,3AS,False,50,117
ENSG00000184831.13,chrX,23833352,23833612,PAS,True,54,120
ENSG00000184831.13,chrX,23833352,23833510,PAS,True,70,120
ENSG00000068394.10,chrX,49123546,49123926,TSS,False,15,101
ENSG00000102309.12,chrX,72181828,72196784,ES,True,68,240
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,715,2602
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,68,109
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,120,155
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,87,155
ENSG00000102103.15,chrX,48902341,48902517,TSS,True,115,155
ENSG00000130826.17,chrX,154762742,154762981,TSS,True,43,207
ENSG00000198960.10,chrX,101615760,101616671,IR,False,113,155
ENSG00000198960.10,chrX,101615118,101616766,PAS,True,125,167
ENSG00000198960.10,chrX,101615119,101615760,PAS,True,60,174
ENSG00000198960.10,chrX,101617884,101618002,TSS,True,19,174
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,258,586
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,410,586
ENSG00000169093.15,chrX,1403136,1403489,PAS,True,23,157
ENSG00000169093.15,chrX,1425224,1425687,PAS,True,139,156
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,86,242
ENSG00000006757.11,chrX,7927285,7927443,TSS,False,29,150
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,225,1288
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,393,565
ENSG00000158526.7,chrX,54440387,54440502,TSS,False,41,221
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,56,115
ENSG00000147403.16,chrX,154398394,154398496,5AS,False,166,290
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,1648,1929
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,1672,1963
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,302,1963
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,42,142
ENSG00000102317.17,chrX,48576518,48576604,TSS,True,120,142
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,82,462
ENSG00000133106.14,chr13,42991977,42992416,TSS,True,16,115
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,93,105
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,89,105
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,43,105
ENSG00000122026.10,chr13,27251656,27253764,5AS,False,83,123
ENSG00000122026.10,chr13,27251307,27251585,TSS,False,129,200
ENSG00000122026.10,chr13,27251583,27251699,TSS,True,169,200
ENSG00000122026.10,chr13,27251578,27251656,TSS,False,117,200
ENSG00000120688.8,chr13,41068560,41069892,PAS,True,86,101
ENSG00000120688.8,chr13,41082703,41084006,PAS,False,31,108
ENSG00000204977.9,chr13,49997131,49997666,5AS,False,85,116
ENSG00000204977.9,chr13,49997131,49997666,IR,False,85,102
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,66,165
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,134,165
ENSG00000204977.9,chr13,50011934,50014342,PAS,True,18,151
ENSG00000136143.15,chr13,47942649,47943445,PAS,True,26,168
ENSG00000136143.15,chr13,48001179,48001888,TSS,True,46,155
ENSG00000136143.15,chr13,47988881,47988974,TSS,True,125,155
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,49,260
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,56,267
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,218,267
ENSG00000120675.5,chr13,43023375,43023734,TSS,False,90,233
ENSG00000120675.5,chr13,43055379,43055543,TSS,True,178,233
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,57,194
ENSG00000134882.15,chr13,99367784,99367906,TSS,False,151,191
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,59,213
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,161,216
ENSG00000126226.21,chr13,113177976,113178173,IR,False,54,121
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,98,152
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,81,148
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,127,152
ENSG00000122033.14,chr13,27450508,27450616,TSS,True,39,204
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,23,195
ENSG00000169062.14,chr13,114281181,114281846,TSS,True,97,114
ENSG00000169062.14,chr13,114281611,114282127,TSS,True,49,114
ENSG00000169062.14,chr13,114304788,114305828,PAS,True,51,103
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,61,598
ENSG00000277053.4,chr7,75192046,75192224,TSS,True,95,109
ENSG00000188732.10,chr7,23680283,23689268,ES,False,36,101
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,60,302
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,246,304
ENSG00000106305.9,chr7,6009378,6015145,5AS,True,15,144
ENSG00000106305.9,chr7,6009232,6009498,TSS,True,36,168
ENSG00000106305.9,chr7,6009229,6009378,TSS,True,150,168
ENSG00000106484.15,chr7,130486395,130495367,5AS,False,111,126
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,24,135
ENSG00000106484.15,chr7,130486334,130486519,TSS,True,120,135
ENSG00000006625.17,chr7,30498938,30504568,ES,False,73,122
ENSG00000006625.17,chr7,30504568,30504832,TSS,True,25,149
ENSG00000006625.17,chr7,30500535,30500605,TSS,False,125,142
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,226,481
ENSG00000091732.16,chr7,130039547,130051220,ES,False,12,102
ENSG00000091732.16,chr7,130051220,130051394,TSS,True,15,121
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,178,202
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,26,204
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,180,204
ENSG00000122566.21,chr7,26190460,26190992,IR,False,335,392
ENSG00000122566.21,chr7,26190460,26191055,5AS,True,59,394
ENSG00000122566.21,chr7,26190460,26191055,IR,True,59,116
ENSG00000122566.21,chr7,26190460,26192494,5AS,True,27,109
ENSG00000122566.21,chr7,26191128,26191421,IR,True,44,236
ENSG00000122566.21,chr7,26191128,26192494,ES,True,213,248
ENSG00000122566.21,chr7,26191128,26192494,IR,False,213,342
ENSG00000122566.21,chr7,26191650,26192494,IR,True,32,166
ENSG00000122566.21,chr7,26197732,26200571,ES,False,2298,2851
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,3246,3667
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,466,3571
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,841,3714
ENSG00000127990.17,chr7,94628359,94655989,ES,False,16,102
ENSG00000127990.17,chr7,94655989,94656208,TSS,True,13,120
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,685,993
ENSG00000106028.10,chr7,141738503,141739123,5AS,False,244,308
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,367,1052
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,808,1052
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,17,131
ENSG00000106538.9,chr7,150341577,150341721,TSS,True,21,181
ENSG00000005486.16,chr7,75879260,75881828,ES,False,239,284
ENSG00000146540.14,chr7,1127386,1138208,5AS,True,79,196
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,248,330
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,229,336
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,256,336
ENSG00000146963.17,chr7,139359502,139360322,TSS,True,51,111
ENSG00000090263.15,chr7,141014910,141014963,TSS,True,43,244
ENSG00000090263.15,chr7,141014550,141014963,TSS,True,213,244
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,31,119
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,54,330
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,388,554
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,173,553
ENSG00000174469.21,chr7,148339460,148339633,TSS,False,36,326
ENSG00000239789.5,chr7,55951845,55951930,TSS,False,31,172
ENSG00000239789.5,chr7,55953176,55953318,TSS,True,154,172
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,24,204
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,27,113
ENSG00000075790.10,chr7,107621629,107623317,PAS,True,100,114
ENSG00000214253.8,chr7,101244959,101245094,TSS,False,57,386
ENSG00000214253.8,chr7,101251894,101252320,TSS,True,341,386
ENSG00000128595.16,chr7,128748804,128758870,ME,False,75,298
ENSG00000128595.16,chr7,128739239,128739432,TSS,True,44,352
ENSG00000234545.7,chr7,92559676,92562368,PAS,True,51,121
ENSG00000234545.7,chr7,92562354,92566061,PAS,True,93,121
ENSG00000234545.7,chr7,92590267,92590408,TSS,True,57,174
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,734,926
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,770,961
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,223,961
ENSG00000188186.10,chr7,100149033,100149498,5AS,True,17,116
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,241,897
ENSG00000188186.10,chr7,100148962,100149053,TSS,True,797,897
ENSG00000013374.16,chr7,151341680,151341846,TSS,False,46,105
ENSG00000013374.16,chr7,151356131,151356222,TSS,True,87,104
ENSG00000004864.13,chr7,96321941,96322368,TSS,True,14,104
ENSG00000106610.15,chr7,67302615,67302885,TSS,True,22,105
ENSG00000078319.9,chr7,100332576,100335837,3AS,True,38,110
ENSG00000078319.9,chr7,100318882,100321084,PAS,False,56,123
ENSG00000078319.9,chr7,100325659,100325779,PAS,True,110,123
ENSG00000078319.9,chr7,100329888,100330284,PAS,True,88,123
ENSG00000078319.9,chr7,100335837,100336362,TSS,True,13,125
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,133,865
ENSG00000196937.10,chr7,121396161,121396396,TSS,True,16,118
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,20,126
ENSG00000075618.17,chr7,5592808,5593768,TSS,False,71,127
ENSG00000106605.10,chr7,43758456,43758734,TSS,True,54,355
ENSG00000106605.10,chr7,43787901,43788025,TSS,True,317,355
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,55,283
ENSG00000062582.13,chr7,43869376,43869456,IR,False,167,189
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,29,196
ENSG00000062582.13,chr7,43869307,43869517,TSS,True,174,196
ENSG00000128581.15,chr7,101318213,101321670,ES,False,21,174
ENSG00000128581.15,chr7,101321670,101321812,TSS,True,26,221
ENSG00000197448.13,chr7,143265092,143265260,IR,False,235,269
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,213,403
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,206,429
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,233,429
ENSG00000106682.14,chr7,74189918,74194740,ES,False,311,352
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,320,671
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,58,154
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,105,154
ENSG00000106631.8,chr7,44140427,44140711,IR,True,195,228
ENSG00000106631.8,chr7,44140787,44140960,3AS,False,193,228
ENSG00000196262.13,chr7,44798814,44799246,5AS,False,53,112
ENSG00000010270.13,chr7,38178420,38207446,ES,False,103,137
ENSG00000085662.13,chr7,134458996,134459151,TSS,True,240,961
ENSG00000085662.13,chr7,134451585,134453153,TSS,True,743,961
ENSG00000135245.9,chr7,128455909,128457200,5AS,False,15,142
ENSG00000135245.9,chr7,128455832,128456023,TSS,True,29,156
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,62,158
ENSG00000105968.18,chr7,44843276,44843356,TSS,True,121,158
ENSG00000164885.12,chr7,151057811,151057949,TSS,True,16,106
