gene,chr,start,end,splice_type,novel,chondrocyte_ENCFF469ATL_in_cov,chondrocyte_ENCFF469ATL_total_cov
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,51,114
ENSG00000134452.19,chr10,5890346,5906036,ES,False,48,160
ENSG00000134452.19,chr10,5903175,5906036,ES,False,98,111
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,65,110
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,68,110
ENSG00000165801.9,chr14,21069646,21070399,TSS,True,59,211
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,53,424
ENSG00000197102.11,chr14,102015100,102015332,TSS,True,104,178
ENSG00000197102.11,chr14,102015853,102016086,TSS,True,152,178
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,50,404
ENSG00000139926.15,chr14,51701135,51702511,5AS,False,122,213
ENSG00000139926.15,chr14,51651855,51651996,TSS,False,39,225
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,157,226
ENSG00000092199.17,chr14,21234229,21263310,5AS,False,149,169
ENSG00000092199.17,chr14,21234229,21269297,ES,False,50,219
ENSG00000092199.17,chr14,21263336,21269297,3AS,False,139,165
ENSG00000184887.13,chr14,105249085,105249156,IR,False,140,156
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,142,164
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,43,164
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,145,456
ENSG00000073712.14,chr14,52893292,52893325,TSS,False,366,456
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,939,1270
ENSG00000126778.9,chr14,60648629,60649482,TSS,True,21,206
ENSG00000139998.15,chr14,64971952,64972368,TSS,True,47,152
ENSG00000165617.14,chr14,58641747,58645368,3AS,False,438,605
ENSG00000165617.14,chr14,58645368,58648318,PAS,True,168,610
ENSG00000165617.14,chr14,58645257,58648318,PAS,True,443,610
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,56,320
ENSG00000140105.17,chr14,100361921,100375282,ES,False,76,559
ENSG00000140105.17,chr14,100361921,100376259,ES,False,19,135
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,679,814
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,259,814
ENSG00000012983.11,chr14,50532447,50532918,TSS,True,41,105
ENSG00000012983.11,chr14,50532399,50532680,TSS,True,76,105
ENSG00000126777.17,chr14,55580354,55612018,ES,False,198,256
ENSG00000126777.17,chr14,55661612,55667240,ES,False,194,273
ENSG00000126777.17,chr14,55673012,55675834,ES,False,182,277
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,58,288
ENSG00000071537.13,chr14,81533674,81533873,TSS,True,28,200
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,34,252
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,222,252
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,70,240
ENSG00000129474.15,chr14,22981260,22982631,TSS,True,27,218
ENSG00000119725.18,chr14,73921105,73923394,ES,False,16,135
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,46,190
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,66,140
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,113,140
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,125,140
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,52,116
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,69,116
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,53,171
ENSG00000075413.17,chr14,103492034,103502881,ES,False,18,168
ENSG00000075413.17,chr14,103498528,103502881,ES,False,78,151
ENSG00000090060.17,chr14,96556413,96564954,ES,False,21,122
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,33,155
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,131,149
ENSG00000100926.14,chr14,24192356,24192647,IR,True,117,135
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,31,140
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,117,138
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,15,140
ENSG00000168175.14,chr14,55051637,55051803,TSS,True,11,103
ENSG00000072110.13,chr14,68877240,68879961,ME,False,2851,3262
ENSG00000165516.10,chr14,49779675,49779747,IR,False,135,156
ENSG00000100462.15,chr14,22929251,22929462,TSS,True,21,109
ENSG00000100889.11,chr14,24103509,24104132,PAS,True,24,193
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,43,222
ENSG00000126214.21,chr14,103679518,103700654,5AS,False,37,109
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,33,246
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,186,226
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,90,234
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,23,215
ENSG00000153904.19,chr1,85464742,85465453,TSS,False,102,118
ENSG00000153904.19,chr1,85577983,85578361,TSS,True,46,118
ENSG00000171621.13,chr1,9292875,9293071,TSS,False,24,152
ENSG00000143543.14,chr1,153977169,153977677,TSS,True,16,105
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,74,109
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,85,109
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,78,109
ENSG00000188157.14,chr1,1047189,1047895,TSS,True,99,114
ENSG00000188157.14,chr1,1048010,1048365,TSS,True,99,114
ENSG00000188157.14,chr1,1049226,1049451,TSS,True,100,114
ENSG00000196154.11,chr1,153544809,153545752,ES,True,106,136
ENSG00000196154.11,chr1,153545752,153545807,TSS,True,17,153
ENSG00000084636.17,chr1,31668855,31671614,ES,False,187,424
ENSG00000084636.17,chr1,31679685,31680041,ES,False,97,415
ENSG00000084636.17,chr1,31703836,31704526,TSS,True,156,458
ENSG00000143164.15,chr1,168004793,168038370,ES,False,119,162
ENSG00000078808.16,chr1,1228946,1231891,5AS,True,199,222
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,69,269
ENSG00000117640.17,chr1,25826826,25829617,3AS,False,19,114
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,19,116
ENSG00000188290.10,chr1,999613,999691,IR,False,94,126
ENSG00000188290.10,chr1,999787,999865,IR,False,64,128
ENSG00000188290.10,chr1,999525,1000094,TSS,True,130,158
ENSG00000188290.10,chr1,999865,1000097,TSS,True,69,158
ENSG00000188290.10,chr1,999691,1000097,TSS,True,122,158
ENSG00000134686.18,chr1,33332404,33334184,5AS,False,68,255
ENSG00000160691.18,chr1,154966077,154966161,3AS,False,60,160
ENSG00000160691.18,chr1,154970031,154972606,TSS,True,30,172
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,103,143
ENSG00000116260.16,chr1,180196599,180197332,IR,False,103,337
ENSG00000116260.16,chr1,180196890,180197332,IR,False,37,271
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,44,388
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,142,376
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,244,387
ENSG00000127483.17,chr1,20779911,20787194,ES,False,126,195
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,51,258
ENSG00000117682.16,chr1,26460144,26468894,3AS,False,77,100
ENSG00000117682.16,chr1,26432296,26432376,TSS,False,74,110
ENSG00000117682.16,chr1,26432365,26433008,TSS,True,84,110
ENSG00000117682.16,chr1,26432362,26432518,TSS,True,88,110
ENSG00000117682.16,chr1,26468891,26471306,PAS,True,83,107
ENSG00000117682.16,chr1,26468894,26471306,PAS,True,28,107
ENSG00000154380.17,chr1,225652685,225653366,TSS,True,55,125
ENSG00000060718.21,chr1,103108072,103108641,TSS,True,626,1329
ENSG00000169231.13,chr1,155195899,155197040,ES,True,23,182
ENSG00000169231.13,chr1,155207797,155209114,TSS,True,22,185
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,29,209
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,58,133
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,75,132
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,134,272
ENSG00000135862.5,chr1,183133405,183133550,TSS,True,215,258
ENSG00000090273.13,chr1,26921700,26921929,TSS,False,37,205
ENSG00000090273.13,chr1,26945642,26945686,TSS,True,176,205
ENSG00000188976.10,chr1,944800,945056,5AS,False,192,287
ENSG00000092969.11,chr1,218347047,218405168,ES,False,160,186
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,28,157
ENSG00000117122.13,chr1,16980586,16980812,TSS,True,17,168
ENSG00000143753.12,chr1,224183201,224183418,TSS,True,90,329
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,328,594
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,288,616
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,350,616
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,189,255
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,13,124
ENSG00000162458.12,chr1,15758848,15764495,3AS,False,723,1217
ENSG00000162458.12,chr1,15764547,15764963,5AS,False,139,1349
ENSG00000162458.12,chr1,15758727,15758848,TSS,True,303,1525
ENSG00000253368.3,chr1,26994612,26999846,5AS,True,177,200
ENSG00000253368.3,chr1,26993691,26994612,TSS,False,29,205
ENSG00000253368.3,chr1,26993690,26994630,TSS,True,183,205
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,40,156
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,134,156
ENSG00000162627.16,chr1,98701903,98760053,ES,False,12,108
ENSG00000004487.16,chr1,23030634,23050386,ES,False,182,383
ENSG00000143384.12,chr1,150578842,150579674,TSS,True,22,111
ENSG00000117298.15,chr1,21345375,21345560,TSS,True,64,107
ENSG00000117298.15,chr1,21290363,21290473,TSS,True,85,107
ENSG00000143761.15,chr1,228082667,228082765,TSS,True,113,905
ENSG00000121644.18,chr1,244686669,244691878,ES,True,23,161
ENSG00000143367.15,chr1,151540426,151562584,ES,False,48,104
ENSG00000117385.15,chr1,42746852,42747271,5AS,False,564,670
ENSG00000162520.14,chr1,32681860,32684257,ES,False,60,319
ENSG00000188643.10,chr1,153612951,153613170,TSS,True,23,112
ENSG00000188643.10,chr1,153608898,153609036,TSS,True,94,112
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,34,288
ENSG00000143612.20,chr1,154214574,154220341,ES,False,22,121
ENSG00000117143.13,chr1,162590511,162597791,ES,False,24,114
ENSG00000142798.19,chr1,21834678,21834915,TSS,True,137,155
ENSG00000157916.19,chr1,2391958,2395783,ES,False,232,267
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,56,324
ENSG00000159363.17,chr1,16986358,16986804,ES,False,20,147
ENSG00000159363.17,chr1,17000507,17002033,3AS,False,16,143
ENSG00000159363.17,chr1,17004411,17004706,5AS,False,61,118
ENSG00000117335.19,chr1,207767195,207770320,ES,False,26,195
ENSG00000117335.19,chr1,207785682,207793518,ES,False,102,207
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,20,138
ENSG00000143742.12,chr1,225783368,225789239,ES,False,201,239
ENSG00000009307.15,chr1,114736855,114737962,ES,False,674,754
ENSG00000134717.17,chr1,52056379,52064824,ES,False,25,114
ENSG00000116774.11,chr1,113979442,113979630,TSS,True,58,102
ENSG00000116132.11,chr1,170726401,170736047,ES,False,53,100
ENSG00000116132.11,chr1,170663271,170664459,TSS,True,19,135
ENSG00000116132.11,chr1,170736047,170739399,PAS,True,28,128
ENSG00000116132.11,chr1,170726219,170729010,PAS,True,105,128
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,208,271
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,129,270
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,24,128
ENSG00000117411.16,chr1,43979511,43981113,3AS,True,31,249
ENSG00000117411.16,chr1,43978889,43979511,TSS,True,45,294
ENSG00000116871.15,chr1,36173478,36176198,ES,False,61,157
ENSG00000116871.15,chr1,36176321,36176417,IR,False,52,159
ENSG00000116871.15,chr1,36178201,36178445,3AS,False,17,166
ENSG00000116871.15,chr1,36179315,36179514,3AS,False,149,166
ENSG00000116871.15,chr1,36156124,36156463,TSS,True,24,176
ENSG00000116754.13,chr1,70228555,70232267,ES,False,124,143
ENSG00000116754.13,chr1,70250503,70250610,3AS,False,52,156
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,98,170
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,93,170
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,109,162
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,58,162
ENSG00000143569.18,chr1,154220975,154225083,5AS,False,75,133
ENSG00000143569.18,chr1,154234759,154235195,5AS,False,137,155
ENSG00000143569.18,chr1,154220848,154220975,TSS,True,95,170
ENSG00000143569.18,chr1,154220857,154221040,TSS,True,113,170
ENSG00000143569.18,chr1,154263102,154263505,PAS,True,61,168
ENSG00000143569.18,chr1,154270199,154271499,PAS,True,115,168
ENSG00000159479.16,chr1,43383906,43385106,PAS,True,12,103
ENSG00000142910.15,chr1,31576507,31576595,TSS,True,62,618
ENSG00000213625.8,chr1,65420523,65420740,TSS,True,33,292
ENSG00000183291.16,chr1,86914027,86914371,TSS,False,15,114
ENSG00000143207.20,chr1,176162988,176163826,5AS,False,29,101
ENSG00000196182.10,chr1,36385722,36385936,TSS,True,14,107
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,17,165
ENSG00000163909.7,chr1,39639545,39639992,TSS,False,64,215
ENSG00000158710.14,chr1,159925449,159925570,TSS,True,29,241
ENSG00000155366.16,chr1,112703806,112707077,ES,False,144,310
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,40,350
ENSG00000116560.10,chr1,35176379,35176474,PAS,True,100,118
ENSG00000116560.10,chr1,35182844,35184593,PAS,False,24,114
ENSG00000116560.10,chr1,35192221,35193147,TSS,False,15,118
ENSG00000135766.8,chr1,231366475,231370561,ES,True,15,117
ENSG00000162591.15,chr1,3490959,3493770,ES,True,47,284
ENSG00000162591.15,chr1,3492767,3493995,ES,False,27,260
ENSG00000162591.15,chr1,3496783,3497232,ES,False,242,286
ENSG00000162591.15,chr1,3498499,3499137,ES,True,21,143
ENSG00000162591.15,chr1,3498499,3499587,ME,True,20,116
ENSG00000162591.15,chr1,3498826,3499587,ES,True,96,213
ENSG00000162591.15,chr1,3531079,3531512,TSS,False,180,368
ENSG00000117448.13,chr1,45551155,45561788,ES,False,76,101
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,17,105
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,93,105
ENSG00000049245.12,chr1,7771385,7773441,5AS,True,180,204
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,28,210
ENSG00000142676.14,chr1,23691829,23692611,3AS,False,22,143
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,32,175
ENSG00000265241.6,chr1,145927359,145929701,TSS,True,33,108
ENSG00000265241.6,chr1,145926481,145926999,TSS,True,84,108
ENSG00000078369.17,chr1,1825499,1890819,ES,False,93,583
ENSG00000078369.17,chr1,1890819,1891427,TSS,True,89,674
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,47,460
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,102,160
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,62,164
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,106,164
ENSG00000221978.11,chr1,1390865,1393395,3AS,False,33,266
ENSG00000221978.11,chr1,1391575,1392678,IR,False,33,250
ENSG00000142871.16,chr1,85580756,85581047,TSS,False,57,329
ENSG00000127463.14,chr1,19238854,19239230,3AS,False,16,129
ENSG00000127463.14,chr1,19251414,19251743,TSS,True,14,138
ENSG00000116717.12,chr1,67685156,67685538,TSS,True,44,150
ENSG00000158747.14,chr1,19644187,19644446,TSS,False,29,284
ENSG00000117859.18,chr1,51652041,51714002,ES,False,34,138
ENSG00000117859.18,chr1,51730001,51745535,5AS,False,66,259
ENSG00000117859.18,chr1,51750195,51760689,ES,False,68,397
ENSG00000117859.18,chr1,51617067,51617221,TSS,True,275,410
ENSG00000117859.18,chr1,51729793,51730124,TSS,True,217,410
ENSG00000117859.18,chr1,51729814,51730001,TSS,True,344,410
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,24,212
ENSG00000185483.11,chr1,63773887,63774509,TSS,True,40,153
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,37,308
ENSG00000162616.8,chr1,78004872,78005321,TSS,True,34,202
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,31,214
ENSG00000143418.19,chr1,150974618,150974993,TSS,True,22,219
ENSG00000171603.17,chr1,9755309,9773271,ES,False,59,142
ENSG00000171603.17,chr1,9823642,9823992,TSS,True,26,164
ENSG00000163444.11,chr1,203008810,203014891,3AS,True,21,104
ENSG00000163444.11,chr1,203006678,203007574,TSS,False,11,107
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,30,140
ENSG00000197530.12,chr1,1616614,1623430,3AS,False,52,124
ENSG00000197530.12,chr1,1623482,1623773,5AS,False,24,124
ENSG00000197530.12,chr1,1625428,1626649,ES,False,16,118
ENSG00000197530.12,chr1,1615423,1615633,TSS,True,105,176
ENSG00000197530.12,chr1,1615455,1616100,TSS,True,129,176
ENSG00000197530.12,chr1,1628547,1628722,TSS,False,150,173
ENSG00000160058.18,chr1,32383997,32386778,3AS,False,95,107
ENSG00000160058.18,chr1,32394403,32394444,TSS,True,18,122
ENSG00000116337.15,chr1,109619806,109620278,TSS,True,47,109
ENSG00000116337.15,chr1,109619858,109621266,TSS,True,95,109
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,224,362
ENSG00000122406.13,chr1,92837516,92837633,TSS,True,156,362
ENSG00000125944.19,chr1,23318688,23321527,3AS,False,241,270
ENSG00000125944.19,chr1,23338608,23344210,ES,False,183,267
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,636,1457
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,831,1461
ENSG00000131236.16,chr1,40040783,40059333,5AS,False,92,303
ENSG00000131236.16,chr1,40040783,40059336,3AS,False,214,308
ENSG00000131236.16,chr1,40040783,40059336,5AS,False,214,740
ENSG00000131236.16,chr1,40040783,40059336,IR,False,214,425
ENSG00000131236.16,chr1,40040801,40059336,3AS,False,515,728
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,384,1121
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,809,1121
ENSG00000162413.16,chr1,6601796,6602913,TSS,True,34,107
ENSG00000162745.10,chr1,162000338,162006296,3AS,False,205,257
ENSG00000143774.16,chr1,228140363,228145510,ES,False,186,211
ENSG00000143774.16,chr1,228147699,228148664,ES,False,26,240
ENSG00000143774.16,chr1,228140225,228140363,TSS,True,30,246
ENSG00000162434.11,chr1,64966332,64966572,TSS,False,56,206
ENSG00000163431.12,chr1,201946079,201946580,TSS,True,32,232
ENSG00000143393.16,chr1,151307801,151315572,ES,False,96,143
ENSG00000143393.16,chr1,151316509,151327270,ES,False,81,127
ENSG00000143393.16,chr1,151327270,151327710,TSS,True,20,152
ENSG00000116679.15,chr1,185305643,185307013,3AS,True,125,142
ENSG00000116679.15,chr1,185296387,185298288,PAS,True,16,156
PB_novel_51308,chr11_KI270721v1_random,51699,52939,TSS,True,22,134
ENSG00000164176.12,chr5,84180521,84254083,ES,False,83,160
ENSG00000164176.12,chr5,84384307,84384859,TSS,True,39,200
ENSG00000152684.10,chr5,52799667,52801120,TSS,True,26,134
ENSG00000152684.10,chr5,52787919,52788414,TSS,True,112,134
ENSG00000196923.13,chr5,177490593,177490869,IR,True,72,102
ENSG00000196923.13,chr5,177497527,177497637,TSS,True,151,1127
ENSG00000113721.13,chr5,150155396,150156064,TSS,True,175,456
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,2815,14303
ENSG00000186468.12,chr5,82273321,82276255,PAS,True,17,125
ENSG00000186468.12,chr5,82273314,82274516,PAS,True,112,131
ENSG00000013561.17,chr5,141973742,141978302,ES,False,16,105
ENSG00000013561.17,chr5,141969030,141969167,TSS,False,22,112
ENSG00000013561.17,chr5,141969104,141969234,TSS,True,99,112
ENSG00000120708.16,chr5,136028853,136029189,TSS,True,184,739
ENSG00000198055.10,chr5,177441053,177441736,3AS,False,90,106
ENSG00000198055.10,chr5,177441736,177442846,PAS,True,18,108
ENSG00000198055.10,chr5,177441734,177442842,PAS,True,92,108
ENSG00000039560.13,chr5,34656162,34656475,TSS,False,27,202
ENSG00000120738.7,chr5,138465482,138466068,TSS,False,29,130
ENSG00000164244.20,chr5,127517605,127517776,TSS,True,17,118
ENSG00000112992.16,chr5,43602546,43602890,TSS,True,109,143
ENSG00000112992.16,chr5,43602722,43603294,TSS,True,48,143
ENSG00000138829.11,chr5,128257761,128259829,PAS,True,13,115
ENSG00000138829.11,chr5,128263424,128263571,TSS,True,91,109
ENSG00000138829.11,chr5,128537349,128538659,TSS,True,109,122
ENSG00000138829.11,chr5,128278634,128278738,TSS,True,79,109
ENSG00000138829.11,chr5,128290731,128290850,TSS,True,98,109
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,41,209
ENSG00000213585.10,chr5,134004646,134004776,TSS,True,24,235
ENSG00000153071.14,chr5,39424803,39425201,TSS,True,15,131
ENSG00000153113.23,chr5,96722698,96727488,ES,False,173,234
ENSG00000153113.23,chr5,96727530,96729611,ES,False,56,237
ENSG00000153113.23,chr5,96762372,96765223,3AS,False,52,249
ENSG00000153113.23,chr5,96661908,96662165,TSS,True,221,249
ENSG00000153113.23,chr5,96662077,96662497,TSS,True,100,249
ENSG00000153113.23,chr5,96702645,96702915,TSS,True,199,249
ENSG00000213949.8,chr5,52787731,52788414,TSS,True,37,278
ENSG00000131446.16,chr5,180802679,180802855,TSS,True,78,493
ENSG00000113648.16,chr5,135346057,135360496,ME,False,36,186
ENSG00000113648.16,chr5,135360604,135369405,3AS,False,109,189
ENSG00000113328.18,chr5,163437664,163437764,IR,False,52,174
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,59,179
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,127,179
ENSG00000197043.13,chr5,151109846,151117126,ES,False,40,250
ENSG00000197043.13,chr5,151157679,151157949,TSS,True,34,259
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,90,323
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,39,362
ENSG00000164294.13,chr5,55160152,55160243,TSS,True,249,292
ENSG00000164294.13,chr5,55160169,55160396,TSS,True,63,292
ENSG00000122203.14,chr5,176355749,176359810,ES,False,16,140
ENSG00000122203.14,chr5,176361601,176361814,TSS,True,28,195
ENSG00000113282.13,chr5,157789513,157791702,3AS,False,89,148
ENSG00000113712.17,chr5,149496860,149505482,5AS,False,78,209
ENSG00000113712.17,chr5,149513209,149520289,ES,False,184,207
ENSG00000197226.12,chr5,179907703,179908598,TSS,True,46,298
ENSG00000164405.10,chr5,132866585,132866687,TSS,True,377,497
ENSG00000145730.20,chr5,102961229,102990271,ME,True,30,276
ENSG00000145730.20,chr5,102961229,102990271,ES,False,152,443
ENSG00000145730.20,chr5,103019843,103025133,3AS,False,36,282
ENSG00000145730.20,chr5,103019843,103028181,ES,False,94,164
ENSG00000145730.20,chr5,103019843,103028886,ME,False,153,190
ENSG00000145730.20,chr5,103019843,103028184,ES,False,60,231
ENSG00000145730.20,chr5,103019843,103028184,3AS,False,60,225
ENSG00000145730.20,chr5,103025334,103028184,3AS,False,169,239
ENSG00000145730.20,chr5,103025334,103028886,ES,False,36,275
ENSG00000145730.20,chr5,102755028,102755348,TSS,False,160,454
ENSG00000145730.20,chr5,102865497,102866284,TSS,True,312,454
ENSG00000172239.13,chr5,43555999,43556818,5AS,False,55,223
ENSG00000172239.13,chr5,43556581,43557126,TSS,True,73,242
ENSG00000172239.13,chr5,43556818,43557178,TSS,True,187,242
ENSG00000044115.20,chr5,138753379,138753510,TSS,True,168,800
ENSG00000072682.18,chr5,132195480,132198878,ME,False,808,902
ENSG00000072682.18,chr5,132218644,132227789,ES,False,585,804
ENSG00000072682.18,chr5,132227221,132227789,3AS,False,177,219
ENSG00000072682.18,chr5,132227789,132227891,TSS,False,109,914
ENSG00000113389.15,chr5,32783028,32784798,3AS,False,115,190
ENSG00000113389.15,chr5,32711266,32712545,TSS,True,75,271
ENSG00000113389.15,chr5,32786233,32791717,PAS,True,25,215
ENSG00000056097.15,chr5,32444621,32444941,TSS,True,35,158
ENSG00000056097.15,chr5,32444228,32444515,TSS,True,139,158
ENSG00000161013.16,chr5,179806486,179807506,TSS,True,20,173
ENSG00000164402.13,chr5,132763886,132764223,3AS,False,27,143
ENSG00000164402.13,chr5,132777107,132778012,TSS,True,23,168
ENSG00000062194.15,chr5,57214193,57230845,ES,False,95,113
ENSG00000062194.15,chr5,57236032,57246299,ES,False,94,119
ENSG00000062194.15,chr5,57173856,57174211,TSS,True,23,133
ENSG00000145901.15,chr5,151030673,151032286,3AS,False,13,109
ENSG00000145901.15,chr5,151063747,151080879,ES,False,14,106
ENSG00000145901.15,chr5,151029942,151030673,PAS,True,97,110
ENSG00000145901.15,chr5,151029122,151030747,PAS,True,14,110
ENSG00000161011.19,chr5,179820881,179821141,TSS,True,80,405
ENSG00000164253.13,chr5,77436394,77437335,5AS,True,195,218
ENSG00000083720.12,chr5,41870280,41870782,TSS,False,23,118
ENSG00000145740.18,chr5,69094338,69103061,ES,False,14,138
ENSG00000145740.18,chr5,69103128,69104630,3AS,False,116,138
ENSG00000145740.18,chr5,69129446,69131601,PAS,True,25,140
ENSG00000145740.18,chr5,69103961,69104740,PAS,True,116,138
ENSG00000184584.12,chr5,139476454,139478269,ES,False,11,109
ENSG00000184584.12,chr5,139481342,139481477,IR,False,90,108
ENSG00000184584.12,chr5,139482209,139482861,TSS,True,98,109
ENSG00000184584.12,chr5,139482549,139482768,TSS,True,14,109
ENSG00000164587.12,chr5,150449702,150449742,TSS,False,46,397
ENSG00000113161.15,chr5,75337177,75337300,TSS,True,26,178
ENSG00000134986.13,chr5,111757561,111757729,TSS,True,337,402
ENSG00000134986.13,chr5,111757135,111757224,TSS,True,118,402
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,121,845
ENSG00000015479.18,chr5,139293607,139293805,TSS,True,92,341
ENSG00000015479.18,chr5,139293749,139294028,TSS,True,283,341
ENSG00000184347.14,chr5,169193479,169301169,TSS,True,77,160
ENSG00000184347.14,chr5,168806445,168806586,TSS,True,132,158
ENSG00000049656.13,chr5,1339002,1341670,3AS,True,50,382
ENSG00000181904.8,chr5,134855327,134857356,IR,False,21,108
ENSG00000181904.8,chr5,134845952,134846212,TSS,True,20,128
ENSG00000181904.8,chr5,134854897,134859732,PAS,True,22,112
ENSG00000181904.8,chr5,134857356,134859735,PAS,True,90,112
ENSG00000171604.11,chr5,139647831,139648845,TSS,True,152,816
ENSG00000171604.11,chr5,139648925,139649009,TSS,True,698,816
ENSG00000124762.13,chr6,36678709,36678798,TSS,True,56,492
ENSG00000118523.5,chr6,131949557,131949948,IR,True,90,102
ENSG00000135341.17,chr6,90560214,90561621,3AS,True,110,131
ENSG00000135596.17,chr6,109455718,109455997,TSS,False,62,167
ENSG00000135596.17,chr6,109453938,109455745,TSS,True,149,167
ENSG00000112078.13,chr6,36442839,36443111,TSS,True,17,133
ENSG00000231925.11,chr6,33314004,33314266,TSS,True,26,132
ENSG00000124795.15,chr6,18264384,18264571,TSS,True,18,114
ENSG00000010810.17,chr6,111780635,111846588,ES,True,108,127
ENSG00000010810.17,chr6,111780635,111872967,ES,False,27,157
ENSG00000025796.13,chr6,107957885,107958281,TSS,True,28,196
ENSG00000234745.10,chr6,31357085,31357218,TSS,True,15,123
ENSG00000135316.17,chr6,85640564,85642796,ES,False,31,149
ENSG00000135316.17,chr6,85607002,85612923,PAS,True,114,188
