gene,chr,start,end,splice_type,novel,neural_crest_cell_ENCFF319JFG_in_cov,neural_crest_cell_ENCFF319JFG_total_cov
ENSG00000134697.12,chr1,37566781,37567007,PAS,True,138,326
ENSG00000134697.12,chr1,37568301,37568357,PAS,True,231,326
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,70,112
ENSG00000143702.15,chr1,243172846,243186258,ES,False,44,117
ENSG00000143702.15,chr1,243186072,243186258,IR,False,83,122
ENSG00000143702.15,chr1,243225321,243255046,5AS,False,28,164
ENSG00000143702.15,chr1,243164296,243166116,PAS,True,67,177
ENSG00000143702.15,chr1,243171500,243172846,PAS,False,153,177
ENSG00000143702.15,chr1,243255039,243255834,TSS,True,56,192
ENSG00000143702.15,chr1,243255046,243255754,TSS,True,164,192
ENSG00000162613.16,chr1,77967098,77967626,3AS,False,193,285
ENSG00000162613.16,chr1,77944050,77948774,PAS,False,42,301
ENSG00000162613.16,chr1,77978884,77979140,TSS,True,39,319
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,129,819
ENSG00000122406.13,chr1,92837516,92837633,TSS,True,686,793
ENSG00000122406.13,chr1,92841765,92841924,PAS,True,261,818
ENSG00000122406.13,chr1,92840550,92841919,PAS,True,607,815
ENSG00000125944.19,chr1,23318688,23321527,3AS,False,382,425
ENSG00000125944.19,chr1,23338608,23344210,ES,False,222,425
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,105,203
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,184,440
ENSG00000125944.19,chr1,23309785,23311322,PAS,True,299,438
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,37,101
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,79,101
ENSG00000198700.9,chr1,201829114,201829372,TSS,True,32,113
ENSG00000070785.16,chr1,44848291,44851003,PAS,True,19,121
ENSG00000070785.16,chr1,44873829,44874826,PAS,True,106,121
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,36,109
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,89,106
ENSG00000137944.17,chr1,88969467,88992584,ES,False,137,192
ENSG00000120948.17,chr1,11012634,11012743,TSS,True,57,495
ENSG00000058673.16,chr1,203795557,203795794,TSS,True,41,121
ENSG00000058673.16,chr1,203795541,203795775,TSS,True,97,121
ENSG00000058673.16,chr1,203852140,203855548,PAS,True,87,121
ENSG00000058673.16,chr1,203847183,203847688,PAS,False,54,114
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,39,129
ENSG00000143570.17,chr1,153962528,153962754,TSS,True,102,129
ENSG00000143748.17,chr1,224300663,224303722,ES,False,89,110
ENSG00000143748.17,chr1,224317930,224330070,ES,False,30,104
ENSG00000116747.12,chr1,193059776,193075819,ES,False,50,290
ENSG00000116747.12,chr1,193058629,193059776,TSS,True,42,339
ENSG00000117724.12,chr1,214603170,214603321,TSS,False,46,146
ENSG00000117724.12,chr1,214639920,214641747,PAS,True,53,105
ENSG00000117724.12,chr1,214629045,214629158,PAS,True,86,104
ENSG00000117724.12,chr1,214644556,214647122,PAS,True,113,130
ENSG00000174371.16,chr1,241849027,241850408,ES,False,78,110
ENSG00000174371.16,chr1,241867055,241872034,3AS,True,45,114
ENSG00000174371.16,chr1,241889464,241891574,PAS,True,16,119
ENSG00000155508.13,chr5,154858768,154863206,5AS,False,119,157
ENSG00000155508.13,chr5,154858768,154865191,ES,False,15,138
ENSG00000155508.13,chr5,154865385,154871729,ES,False,22,186
ENSG00000155508.13,chr5,154858202,154858525,TSS,False,172,199
ENSG00000155508.13,chr5,154858528,154858768,TSS,True,83,199
ENSG00000155508.13,chr5,154858597,154858816,TSS,True,168,199
ENSG00000113013.13,chr5,138553751,138556114,PAS,True,401,1558
ENSG00000113013.13,chr5,138555334,138556592,PAS,True,1320,1557
ENSG00000164347.17,chr5,74721205,74721783,PAS,True,18,126
ENSG00000083312.17,chr5,72848247,72848384,5AS,True,29,286
ENSG00000083312.17,chr5,72848498,72851243,3AS,False,494,569
ENSG00000083312.17,chr5,72816594,72816752,TSS,True,315,594
ENSG00000083312.17,chr5,72848097,72848251,TSS,True,336,593
ENSG00000113569.15,chr5,37289834,37292038,PAS,True,92,117
ENSG00000113569.15,chr5,37309184,37309267,PAS,True,34,115
ENSG00000113569.15,chr5,37370820,37371140,TSS,True,22,118
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,139,161
ENSG00000113140.10,chr5,151671572,151671739,TSS,True,84,161
ENSG00000013561.17,chr5,141969167,141973582,ES,False,23,100
ENSG00000013561.17,chr5,141973742,141978302,ES,False,21,101
ENSG00000013561.17,chr5,141969030,141969167,TSS,False,17,117
ENSG00000112855.15,chr5,140691436,140691756,TSS,True,18,137
ENSG00000038427.15,chr5,83471142,83472023,TSS,True,58,144
ENSG00000038427.15,chr5,83580306,83582302,PAS,False,122,143
ENSG00000112992.16,chr5,43602546,43602890,TSS,True,81,113
ENSG00000112992.16,chr5,43602722,43603294,TSS,True,75,113
ENSG00000112992.16,chr5,43644637,43644802,TSS,False,100,112
ENSG00000112992.16,chr5,43704254,43706464,PAS,True,14,113
ENSG00000038274.16,chr5,163505565,163505749,TSS,True,194,289
ENSG00000038274.16,chr5,163503225,163503424,TSS,True,108,289
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,266,1411
ENSG00000120705.12,chr5,138543096,138543256,TSS,True,47,187
ENSG00000120705.12,chr5,138542832,138543102,TSS,True,147,187
ENSG00000113648.16,chr5,135360604,135369405,3AS,False,61,107
ENSG00000113648.16,chr5,135399061,135399382,TSS,True,14,114
ENSG00000039123.15,chr5,55307744,55308147,TSS,True,18,136
ENSG00000039123.15,chr5,55424719,55426035,PAS,False,33,140
ENSG00000153914.15,chr5,66143985,66144537,TSS,True,16,100
ENSG00000113328.18,chr5,163437664,163437764,IR,False,266,732
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,292,753
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,487,753
ENSG00000197043.13,chr5,151109846,151117126,ES,False,20,156
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,215,1034
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,166,1201
ENSG00000164294.13,chr5,55160243,55160329,IR,False,21,143
ENSG00000164294.13,chr5,55160152,55160243,TSS,True,126,158
ENSG00000164294.13,chr5,55160169,55160396,TSS,True,40,158
ENSG00000145687.16,chr5,81750980,81751254,TSS,True,19,164
ENSG00000113048.16,chr5,72320148,72320261,TSS,True,58,440
ENSG00000113712.17,chr5,149496860,149505482,5AS,False,112,353
ENSG00000040275.16,chr5,169604059,169604778,PAS,False,29,101
ENSG00000113141.17,chr5,140647797,140647924,TSS,True,14,139
ENSG00000113141.17,chr5,140662301,140662481,PAS,False,31,139
ENSG00000044115.20,chr5,138753379,138753510,TSS,True,88,712
ENSG00000113552.15,chr5,142012994,142013053,TSS,False,28,239
ENSG00000145592.13,chr5,40835182,40835284,TSS,False,58,328
ENSG00000145592.13,chr5,40834470,40835213,TSS,True,288,328
ENSG00000081189.15,chr5,88718241,88722829,PAS,True,54,103
ENSG00000081189.15,chr5,88720336,88722925,PAS,True,71,103
ENSG00000081189.15,chr5,88882954,88883464,TSS,True,18,111
ENSG00000035499.12,chr5,60596910,60597914,PAS,True,28,243
ENSG00000112972.14,chr5,43298975,43313355,ES,False,116,201
ENSG00000112972.14,chr5,43289390,43291220,PAS,False,36,211
ENSG00000112972.14,chr5,43313355,43313488,TSS,True,30,233
ENSG00000131711.14,chr5,72107198,72107715,TSS,True,111,741
ENSG00000062194.15,chr5,57176400,57214073,ES,True,196,219
ENSG00000062194.15,chr5,57214193,57230845,ES,False,198,221
ENSG00000062194.15,chr5,57236032,57246299,ES,False,144,200
ENSG00000062194.15,chr5,57173808,57173926,TSS,True,210,269
ENSG00000062194.15,chr5,57173856,57174211,TSS,True,80,269
ENSG00000062194.15,chr5,57262593,57265406,PAS,True,138,268
ENSG00000062194.15,chr5,57247074,57247111,PAS,True,240,268
ENSG00000062194.15,chr5,57246299,57246484,PAS,True,227,268
ENSG00000170606.14,chr5,133104232,133106449,PAS,True,100,557
ENSG00000134970.13,chr5,115625600,115626124,TSS,True,12,106
ENSG00000164253.13,chr5,77436394,77437335,5AS,True,168,226
ENSG00000164211.12,chr5,111501116,111506329,ES,False,22,102
ENSG00000164211.12,chr5,111496032,111500106,PAS,True,19,105
ENSG00000164211.12,chr5,111496032,111501116,PAS,True,89,105
ENSG00000164211.12,chr5,111512384,111512600,TSS,True,38,120
ENSG00000164211.12,chr5,111512390,111512564,TSS,True,100,120
ENSG00000058729.10,chr5,97160866,97163225,PAS,True,11,103
ENSG00000169045.17,chr5,179614959,179616125,ES,False,71,394
ENSG00000169045.17,chr5,179623164,179623635,5AS,False,217,382
ENSG00000169045.17,chr5,179623594,179623711,TSS,True,256,422
ENSG00000169045.17,chr5,179623635,179623882,TSS,True,202,422
ENSG00000113161.15,chr5,75354697,75355364,ES,False,44,397
ENSG00000113161.15,chr5,75337177,75337300,TSS,True,112,451
ENSG00000134986.13,chr5,111757135,111757224,TSS,True,45,119
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,179,755
ENSG00000127022.14,chr5,179728590,179731653,PAS,True,177,727
ENSG00000127022.14,chr5,179724656,179724783,PAS,True,614,716
ENSG00000015479.18,chr5,139294028,139314674,ES,False,69,141
ENSG00000015479.18,chr5,139293607,139293805,TSS,True,338,1540
ENSG00000015479.18,chr5,139329344,139331366,PAS,True,824,1540
ENSG00000015479.18,chr5,139322597,139325027,PAS,True,1356,1533
ENSG00000015479.18,chr5,139322462,139322506,PAS,True,1292,1530
ENSG00000015479.18,chr5,139319333,139319502,PAS,False,1370,1525
ENSG00000112984.11,chr5,138187095,138188171,PAS,True,33,231
ENSG00000112984.11,chr5,138185094,138185138,PAS,True,199,230
ENSG00000113643.8,chr5,168519080,168519330,PAS,True,52,274
ENSG00000133706.17,chr5,146113017,146114311,PAS,True,73,165
ENSG00000133706.17,chr5,146126437,146126545,PAS,True,145,165
ENSG00000133706.17,chr5,146182487,146182677,TSS,True,28,165
ENSG00000132842.13,chr5,78000400,78003055,PAS,True,76,120
ENSG00000132842.13,chr5,78110204,78110354,PAS,True,89,118
ENSG00000132842.13,chr5,78113752,78113923,PAS,True,89,118
ENSG00000096093.15,chr6,52492269,52495785,PAS,True,46,129
ENSG00000096093.15,chr6,52452687,52453639,PAS,True,88,122
ENSG00000057663.15,chr6,106293106,106316100,ES,False,33,115
ENSG00000057663.15,chr6,106184475,106186676,PAS,True,13,118
ENSG00000029363.16,chr6,136271766,136272079,PAS,True,509,715
ENSG00000029363.16,chr6,136276055,136276508,PAS,True,325,711
ENSG00000048544.5,chr6,42211917,42214279,ES,True,22,121
ENSG00000025156.12,chr6,122423686,122431429,ES,False,85,127
ENSG00000124795.15,chr6,18224165,18225730,PAS,True,57,215
ENSG00000124795.15,chr6,18264384,18264571,TSS,True,24,219
ENSG00000132424.15,chr6,99402710,99403828,IR,False,90,123
ENSG00000132424.15,chr6,99403882,99404602,IR,False,79,150
ENSG00000132424.15,chr6,99414686,99416348,3AS,True,27,157
ENSG00000132424.15,chr6,99414690,99425214,ES,False,30,161
ENSG00000132424.15,chr6,99398049,99401630,PAS,True,117,213
ENSG00000132424.15,chr6,99401445,99404702,PAS,True,178,206
ENSG00000132424.15,chr6,99408137,99408271,PAS,False,177,204
ENSG00000132424.15,chr6,99398657,99402710,PAS,True,182,213
ENSG00000135549.14,chr6,122482266,122585920,ES,True,105,134
ENSG00000135549.14,chr6,122586007,122633282,ES,True,111,137
ENSG00000135549.14,chr6,122675144,122717786,ES,False,116,132
ENSG00000135521.8,chr6,143863416,143864322,PAS,False,61,135
ENSG00000135521.8,chr6,143863085,143863804,PAS,True,81,135
ENSG00000137274.12,chr6,3118847,3123656,ES,False,103,119
ENSG00000135316.17,chr6,85640564,85642796,ES,False,33,168
ENSG00000135316.17,chr6,85607002,85612923,PAS,True,165,187
ENSG00000135316.17,chr6,85611321,85615347,PAS,True,136,186
ENSG00000135316.17,chr6,85618844,85618939,PAS,True,85,186
ENSG00000135316.17,chr6,85642796,85643330,TSS,True,26,193
ENSG00000112742.9,chr6,80004713,80005841,3AS,False,137,158
ENSG00000112742.9,chr6,80022472,80026380,3AS,False,17,158
ENSG00000112742.9,chr6,80042118,80045974,PAS,False,26,165
ENSG00000093144.18,chr6,127314896,127327001,ES,False,53,169
ENSG00000093144.18,chr6,127343335,127344300,TSS,False,53,186
ENSG00000093144.18,chr6,127330808,127331031,TSS,True,148,180
ENSG00000146143.17,chr6,57645927,57646854,PAS,False,20,160
ENSG00000124532.14,chr6,24423583,24426185,PAS,True,25,158
ENSG00000124532.14,chr6,24422936,24423478,PAS,True,134,158
ENSG00000120265.17,chr6,149802369,149810615,5AS,False,102,183
ENSG00000096384.19,chr6,44253488,44253899,PAS,True,836,4883
ENSG00000096384.19,chr6,44250290,44250435,PAS,True,4319,4805
ENSG00000012660.13,chr6,53348816,53349169,TSS,True,211,420
ENSG00000012660.13,chr6,53275089,53275234,TSS,True,328,420
ENSG00000012660.13,chr6,53273219,53273344,TSS,True,359,420
ENSG00000146282.17,chr6,87545699,87555407,ES,True,23,219
ENSG00000146282.17,chr6,87569590,87589921,5AS,True,89,222
ENSG00000146282.17,chr6,87513736,87514499,PAS,True,24,229
ENSG00000146282.17,chr6,87589700,87590010,TSS,True,99,229
ENSG00000146282.17,chr6,87589921,87590011,TSS,False,137,229
ENSG00000196591.11,chr6,113938811,113941088,PAS,True,229,528
ENSG00000196591.11,chr6,113943350,113943506,PAS,True,316,528
ENSG00000198563.13,chr6,31540534,31541949,3AS,False,183,486
ENSG00000135336.14,chr6,87594407,87601783,ES,True,132,150
ENSG00000135336.14,chr6,87612248,87621353,ES,True,16,157
ENSG00000135336.14,chr6,87653249,87656905,3AS,False,86,151
ENSG00000135336.14,chr6,87667017,87669632,PAS,True,46,164
ENSG00000135336.14,chr6,87665753,87667453,PAS,True,146,164
ENSG00000118482.11,chr6,63635702,63636150,TSS,True,16,120
ENSG00000118482.11,chr6,63684128,63686327,PAS,True,74,110
ENSG00000118482.11,chr6,63694580,63694744,PAS,False,55,117
ENSG00000112029.9,chr6,152982856,152983053,TSS,False,47,120
ENSG00000112029.9,chr6,152983233,152983627,TSS,False,82,120
ENSG00000112339.14,chr6,134963977,134965290,PAS,True,42,313
ENSG00000146247.13,chr6,78990982,78997413,3AS,True,47,358
ENSG00000146247.13,chr6,79003858,79015081,ES,True,317,362
ENSG00000146247.13,chr6,78982885,78983117,PAS,True,192,379
ENSG00000146247.13,chr6,78990884,78990985,PAS,True,233,378
ENSG00000146247.13,chr6,79078028,79078544,TSS,False,50,400
ENSG00000005700.14,chr6,82213973,82214829,PAS,True,131,153
ENSG00000005700.14,chr6,82217968,82218137,PAS,True,32,151
ENSG00000096401.7,chr6,44387532,44387868,TSS,False,19,159
ENSG00000096401.7,chr6,44446606,44450423,PAS,False,73,151
ENSG00000096401.7,chr6,44426481,44426706,PAS,True,107,151
ENSG00000064995.17,chr6,34878720,34879966,IR,True,88,101
ENSG00000064995.17,chr6,34880063,34880288,IR,True,88,102
ENSG00000064995.17,chr6,34877555,34878720,PAS,True,15,109
ENSG00000064995.17,chr6,34877778,34880376,PAS,True,96,109
ENSG00000196586.13,chr6,75890056,75890266,PAS,True,105,209
ENSG00000196586.13,chr6,75881688,75883223,PAS,False,140,209
ENSG00000124784.8,chr6,7393303,7395052,3AS,False,114,132
ENSG00000124784.8,chr6,7417330,7418037,PAS,False,49,133
ENSG00000124784.8,chr6,7414237,7415399,PAS,True,93,133
ENSG00000198721.12,chr6,4133701,4135510,3AS,False,64,103
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,58,514
ENSG00000103194.15,chr16,84699954,84700111,TSS,True,50,222
ENSG00000103194.15,chr16,84759369,84759472,TSS,True,193,217
ENSG00000103194.15,chr16,84778894,84779926,PAS,True,25,220
ENSG00000181019.12,chr16,69713129,69718122,ES,False,25,131
ENSG00000125166.12,chr16,58734139,58734375,TSS,True,28,190
ENSG00000182149.20,chr16,71922680,71924768,ES,False,45,223
ENSG00000182149.20,chr16,71923380,71927613,ES,True,23,210
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,33,277
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,104,883
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,86,109
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,66,423
ENSG00000069329.17,chr16,46683507,46683608,TSS,True,370,422
ENSG00000125124.11,chr16,56484344,56484867,PAS,True,19,108
ENSG00000125124.11,chr16,56519745,56520095,TSS,True,14,108
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,51,294
ENSG00000066654.13,chr16,20736358,20736859,IR,False,24,115
ENSG00000066654.13,chr16,20733663,20736358,PAS,False,94,117
ENSG00000066654.13,chr16,20733663,20737286,PAS,True,28,117
ENSG00000166847.9,chr16,23641427,23641590,TSS,True,25,206
ENSG00000065427.14,chr16,75641723,75647577,ES,False,483,586
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,115,705
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,38,191
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,145,1287
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,92,132
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,66,130
ENSG00000171490.12,chr16,11841030,11841820,PAS,True,104,130
ENSG00000131143.8,chr16,85805104,85805732,IR,False,120,135
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,80,390
ENSG00000170540.14,chr16,18801430,18801689,TSS,True,71,594
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,82,107
ENSG00000141447.17,chr18,24170331,24170453,PAS,True,67,105
ENSG00000141447.17,chr18,24171215,24171498,PAS,False,92,105
ENSG00000141447.17,chr18,24397654,24397910,TSS,True,14,108
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,38,165
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,107,376
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,104,120
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,28,132
ENSG00000172466.15,chr18,35344359,35344449,TSS,True,116,132
ENSG00000079134.11,chr18,213141,214921,PAS,True,23,161
ENSG00000265681.7,chr18,49488480,49488566,PAS,True,93,738
ENSG00000265681.7,chr18,49488466,49489550,PAS,True,653,737
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,86,414
ENSG00000154845.15,chr18,9562075,9563377,ES,False,115,128
ENSG00000154845.15,chr18,9595102,9614225,3AS,False,77,122
ENSG00000154845.15,chr18,9546195,9547952,PAS,True,25,153
ENSG00000154845.15,chr18,9614477,9615023,TSS,True,53,153
ENSG00000134758.13,chr18,32091852,32092235,TSS,True,119,150
ENSG00000134758.13,chr18,32092661,32092886,TSS,True,46,150
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,135,192
ENSG00000167220.11,chr18,47136449,47150377,ES,False,162,192
ENSG00000080986.12,chr18,2616436,2616635,PAS,False,126,242
ENSG00000080986.12,chr18,2606414,2606508,PAS,True,180,242
ENSG00000080986.12,chr18,2601395,2601448,PAS,True,204,242
ENSG00000141380.13,chr18,26035127,26038554,ES,False,149,172
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,25,184
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,106,184
ENSG00000170558.8,chr18,28013682,28013910,TSS,True,155,184
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,237,279
ENSG00000141424.12,chr18,36108526,36109745,PAS,True,90,350
ENSG00000141424.12,chr18,36122052,36122270,PAS,True,260,341
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,108,350
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,308,350
ENSG00000141424.12,chr18,36126218,36127728,TSS,True,301,350
ENSG00000181191.11,chrX,69163134,69165371,3AS,False,21,175
ENSG00000181191.11,chrX,69163140,69165371,3AS,False,133,154
ENSG00000181191.11,chrX,69160861,69163466,PAS,True,157,175
ENSG00000181191.11,chrX,69160861,69163134,PAS,True,155,175
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,55,175
ENSG00000182287.14,chrX,15825806,15827372,PAS,True,101,483
ENSG00000182287.14,chrX,15830048,15831568,PAS,True,400,483
ENSG00000130021.13,chrX,7148052,7148185,TSS,True,50,282
ENSG00000130021.13,chrX,7077219,7077381,TSS,True,252,282
ENSG00000056998.19,chrX,2830195,2853979,ES,False,20,149
ENSG00000056998.19,chrX,2861722,2881051,ES,False,42,167
ENSG00000056998.19,chrX,2875914,2877202,3AS,True,42,114
ENSG00000056998.19,chrX,2828714,2828975,TSS,True,62,174
ENSG00000056998.19,chrX,2829513,2830195,TSS,True,153,174
ENSG00000130066.16,chrX,23783883,23785327,IR,True,97,128
ENSG00000125354.22,chrX,119616940,119618786,PAS,True,65,114
ENSG00000125354.22,chrX,119615723,119616742,PAS,True,60,115
ENSG00000125354.22,chrX,119693075,119694314,TSS,False,13,115
ENSG00000123562.16,chrX,103678600,103685170,ES,False,334,372
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,334,655
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,82,723
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,19,100
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,37,351
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,56,166
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,47,214
ENSG00000215301.10,chrX,41347639,41350278,PAS,True,20,187
ENSG00000184867.13,chrX,101658142,101658491,5AS,False,16,102
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,76,101
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,14,113
ENSG00000077279.18,chrX,111301743,111312641,5AS,False,63,129
ENSG00000077279.18,chrX,111301743,111330918,5AS,True,19,107
ENSG00000077279.18,chrX,111312736,111330918,5AS,False,63,128
ENSG00000077279.18,chrX,111412137,111412205,TSS,True,55,186
ENSG00000077279.18,chrX,111410034,111410576,TSS,True,151,186
ENSG00000123130.16,chrX,23733217,23743124,ES,False,25,193
ENSG00000001497.16,chrX,65524262,65524964,ES,False,54,103
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,16,103
ENSG00000001497.16,chrX,65517432,65518465,PAS,True,91,103
ENSG00000134602.15,chrX,132023203,132023407,TSS,True,62,148
ENSG00000102038.15,chrX,129492093,129496749,ES,False,360,570
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,583,663
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,421,657
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,532,658
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,91,205
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,119,205
ENSG00000046653.14,chrX,13771030,13774624,PAS,True,201,326
ENSG00000046653.14,chrX,13770766,13773030,PAS,True,134,326
ENSG00000046653.14,chrX,13938506,13938933,TSS,False,63,333
ENSG00000102316.16,chrX,54815678,54815880,IR,True,24,186
ENSG00000102316.16,chrX,54815690,54815880,IR,True,977,1139
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,388,1166
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,821,1166
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,162,1166
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,1007,1166
ENSG00000101868.10,chrX,24693827,24694004,TSS,True,33,119
ENSG00000101868.10,chrX,24810707,24810803,PAS,False,71,113
ENSG00000101868.10,chrX,24739374,24739528,PAS,True,98,111
ENSG00000101868.10,chrX,24724334,24724672,PAS,True,97,108
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,68,594
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,95,620
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,552,620
ENSG00000130741.10,chrX,24076721,24078815,PAS,True,54,468
ENSG00000072501.17,chrX,53413435,53422491,ES,False,27,245
ENSG00000072501.17,chrX,53374148,53380186,PAS,False,253,282
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,68,261
ENSG00000072501.17,chrX,53405236,53405391,PAS,True,226,257
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,56,301
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,59,146
ENSG00000125676.19,chrX,123668157,123668314,PAS,False,123,138
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,92,156
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,61,193
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,36,197
ENSG00000085224.22,chrX,77688927,77696576,ES,False,28,160
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,212,253
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,54,274
ENSG00000085224.22,chrX,77785844,77786229,TSS,True,233,274
ENSG00000147274.14,chrX,136872345,136875085,ES,True,39,192
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,865,1097
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,220,1054
ENSG00000147274.14,chrX,136873245,136874422,TSS,True,211,239
ENSG00000083642.18,chr13,32586414,32586593,TSS,True,24,107
ENSG00000083642.18,chr13,32770120,32770507,PAS,True,73,104
ENSG00000083642.18,chr13,32758086,32758206,PAS,True,67,103
ENSG00000123200.16,chr13,45954360,45957297,PAS,False,78,101
ENSG00000123200.16,chr13,46052403,46052765,TSS,True,48,103
ENSG00000123200.16,chr13,46052697,46053247,TSS,False,90,103
ENSG00000136108.14,chr13,52455420,52455626,TSS,True,29,110
ENSG00000136108.14,chr13,52474894,52476648,PAS,True,39,110
ENSG00000136108.14,chr13,52468277,52468348,PAS,True,88,102
ENSG00000125247.15,chr13,100668794,100674743,ES,False,37,101
ENSG00000125247.15,chr13,100603622,100605142,PAS,True,27,118
ENSG00000125247.15,chr13,100674743,100674936,TSS,True,17,118
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,65,101
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,53,101
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,82,341
ENSG00000065150.18,chr13,98021735,98024777,PAS,True,58,333
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,12,110
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,24,123
ENSG00000120686.11,chr13,38349813,38349921,TSS,True,14,107
ENSG00000102753.9,chr13,49792437,49792685,TSS,False,27,131
ENSG00000133110.14,chr13,37570669,37577752,ES,False,34,167
ENSG00000133110.14,chr13,37562582,37563370,PAS,True,147,235
ENSG00000133110.14,chr13,37570577,37570669,PAS,True,173,235
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,39,233
ENSG00000133104.13,chr13,36335832,36346581,ES,True,116,135
ENSG00000133104.13,chr13,36301637,36304632,PAS,True,21,198
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,154,198
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,63,198
ENSG00000127863.15,chr13,23570347,23570848,TSS,False,52,128
ENSG00000127863.15,chr13,23579339,23579529,TSS,True,114,128
ENSG00000127863.15,chr13,23673371,23676103,PAS,True,12,110
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,34,137
ENSG00000139684.13,chr13,46775378,46777623,PAS,True,113,137
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,38,121
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,71,104
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,17,116
ENSG00000189403.14,chr13,30461533,30462537,IR,True,182,246
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,126,308
ENSG00000189403.14,chr13,30460892,30462712,PAS,True,244,308
ENSG00000189403.14,chr13,30463226,30463352,PAS,False,264,306
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,43,329
