gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF362CPC_in_cov,endodermal_cell_ENCFF362CPC_total_cov
ENSG00000187555.14,chr16,8963206,8963982,TSS,True,42,107
ENSG00000197006.13,chr16,21599898,21617864,ES,False,25,219
ENSG00000197006.13,chr16,21625115,21655229,3AS,False,56,232
ENSG00000197006.13,chr16,21655229,21657470,PAS,True,176,232
ENSG00000197006.13,chr16,21655226,21657471,PAS,True,56,232
ENSG00000122390.18,chr16,3485061,3485466,5AS,False,102,127
ENSG00000122390.18,chr16,3485061,3485466,IR,False,102,125
ENSG00000122390.18,chr16,3457718,3458181,TSS,True,27,158
ENSG00000122390.18,chr16,3485466,3486958,PAS,True,26,153
ENSG00000122390.18,chr16,3484698,3486958,PAS,True,132,152
ENSG00000067836.12,chr16,4797840,4797937,3AS,True,157,176
ENSG00000067836.12,chr16,4802526,4802930,TSS,True,26,181
ENSG00000102898.11,chr16,67846891,67846985,TSS,True,44,234
ENSG00000102898.11,chr16,67846924,67847456,TSS,True,207,234
ENSG00000184602.5,chr16,11668432,11668540,TSS,False,25,150
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,89,412
ENSG00000198931.10,chr16,88809706,88810069,IR,True,89,105
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,105,428
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,339,428
ENSG00000198931.10,chr16,88811819,88811938,TSS,False,52,428
ENSG00000129636.12,chr16,47154385,47155778,PAS,True,16,148
ENSG00000181019.12,chr16,69713129,69718122,ES,False,12,102
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,115,319
ENSG00000089280.18,chr16,31186836,31188324,IR,False,324,371
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,140,439
ENSG00000103353.15,chr16,23557556,23557767,TSS,False,40,160
ENSG00000167513.8,chr16,88803740,88804059,TSS,False,15,100
ENSG00000140983.13,chr16,668411,668487,IR,False,285,332
ENSG00000140983.13,chr16,668699,670122,ES,False,43,310
ENSG00000140983.13,chr16,669606,670122,IR,False,269,299
ENSG00000140983.13,chr16,670175,670265,3AS,False,61,331
ENSG00000140983.13,chr16,671000,671082,IR,False,185,348
ENSG00000140983.13,chr16,668079,668236,TSS,True,53,363
ENSG00000099385.11,chr16,30887794,30887990,PAS,False,26,190
ENSG00000103479.15,chr16,53434429,53434796,TSS,False,14,108
ENSG00000103479.15,chr16,53490129,53491649,PAS,True,18,105
ENSG00000205629.11,chr16,25140247,25164597,ES,False,16,112
ENSG00000205629.11,chr16,25111706,25111996,TSS,True,12,115
ENSG00000039068.18,chr16,68737240,68737463,TSS,True,37,226
ENSG00000127586.16,chr16,790666,791160,IR,False,95,182
ENSG00000127586.16,chr16,791370,791850,IR,False,90,159
ENSG00000127586.16,chr16,791370,792223,ES,False,26,115
ENSG00000127586.16,chr16,791948,792223,IR,False,99,161
ENSG00000127586.16,chr16,788582,788775,TSS,True,44,209
ENSG00000103067.13,chr16,68235847,68236528,TSS,True,20,115
ENSG00000140943.16,chr16,84116734,84116991,TSS,True,25,113
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,58,109
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,89,198
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,124,198
ENSG00000185324.21,chr16,89693326,89693397,IR,False,79,118
ENSG00000185324.21,chr16,89693467,89694172,IR,False,98,118
ENSG00000185324.21,chr16,89694232,89694664,IR,True,73,115
ENSG00000185324.21,chr16,89694788,89694930,IR,True,109,125
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,91,133
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,76,133
ENSG00000102974.15,chr16,67636851,67637693,3AS,False,19,143
ENSG00000102974.15,chr16,67562088,67562724,TSS,True,20,147
ENSG00000102974.15,chr16,67637687,67639185,PAS,True,23,147
ENSG00000102974.15,chr16,67637693,67639180,PAS,True,128,147
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,25,202
ENSG00000140650.11,chr16,8797715,8797948,TSS,True,38,103
ENSG00000140650.11,chr16,8836170,8836362,TSS,True,88,103
ENSG00000182149.20,chr16,71922680,71924768,ES,False,52,284
ENSG00000182149.20,chr16,71923380,71927613,ES,True,33,276
ENSG00000153406.13,chr16,4474409,4474635,TSS,True,45,105
ENSG00000153406.13,chr16,4474553,4474704,TSS,True,84,105
ENSG00000103043.14,chr16,70800796,70801178,TSS,True,13,111
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,81,618
ENSG00000159593.14,chr16,66826780,66830846,ES,False,210,238
ENSG00000167515.10,chr16,88858791,88859662,IR,True,103,121
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,90,137
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,91,137
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,47,137
ENSG00000007384.15,chr16,59127,59248,IR,False,107,120
ENSG00000007384.15,chr16,59826,60215,IR,True,101,115
ENSG00000007384.15,chr16,60539,61119,IR,True,69,102
ENSG00000007384.15,chr16,61281,61384,IR,True,72,105
ENSG00000007384.15,chr16,62691,62774,3AS,True,24,107
ENSG00000007384.15,chr16,64829,64898,IR,False,65,102
ENSG00000007384.15,chr16,72512,72868,TSS,True,28,126
ENSG00000140750.16,chr16,24920260,24930783,ES,False,76,157
ENSG00000140750.16,chr16,24935639,24941986,ES,False,56,151
ENSG00000140750.16,chr16,25015208,25015404,TSS,True,19,157
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,39,231
ENSG00000179889.18,chr16,15036015,15037698,PAS,True,57,221
ENSG00000103197.17,chr16,2047311,2048065,TSS,True,70,110
ENSG00000103197.17,chr16,2080788,2083816,TSS,True,91,108
ENSG00000079616.12,chr16,29804065,29804813,IR,False,295,332
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,72,242
ENSG00000069329.17,chr16,46683507,46683608,TSS,True,197,242
ENSG00000168411.13,chr16,74666785,74666903,TSS,True,39,125
ENSG00000077235.17,chr16,27463592,27464394,5AS,False,103,194
ENSG00000077235.17,chr16,27549669,27549957,TSS,True,84,203
ENSG00000127564.16,chr16,2980285,2980537,TSS,True,22,104
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,184,941
ENSG00000066654.13,chr16,20736358,20736859,IR,False,34,116
ENSG00000066654.13,chr16,20733663,20736358,PAS,False,84,117
ENSG00000066654.13,chr16,20733663,20737286,PAS,True,36,117
ENSG00000103495.13,chr16,29808741,29810076,ES,False,174,318
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,150,355
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,257,355
ENSG00000159579.13,chr16,57186242,57186451,TSS,True,49,108
ENSG00000159579.13,chr16,57186258,57186785,TSS,True,80,108
ENSG00000166847.9,chr16,23641427,23641590,TSS,True,25,119
ENSG00000245694.9,chr16,54919209,54920297,IR,True,99,129
ENSG00000245694.9,chr16,54920410,54923584,IR,True,90,124
ENSG00000245694.9,chr16,54917957,54919209,PAS,True,31,130
ENSG00000245694.9,chr16,54918925,54923650,PAS,True,104,129
ENSG00000245694.9,chr16,54928769,54929172,TSS,True,29,151
ENSG00000159461.14,chr16,56425072,56425623,TSS,False,33,325
ENSG00000189067.12,chr16,11587150,11587291,TSS,True,124,147
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,39,147
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,50,250
ENSG00000103449.11,chr16,51138687,51141324,TSS,True,132,166
ENSG00000103449.11,chr16,51152297,51152333,TSS,True,138,166
ENSG00000103449.11,chr16,51151165,51151710,TSS,True,78,166
ENSG00000167191.11,chr16,19884726,19884922,TSS,True,20,154
ENSG00000141002.19,chr16,89893858,89895082,3AS,False,16,141
ENSG00000141002.19,chr16,89907322,89910590,ES,False,134,158
ENSG00000090863.11,chr16,74451933,74452131,PAS,True,212,247
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,41,245
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,43,256
ENSG00000174938.14,chr16,29872526,29873239,ES,False,38,111
ENSG00000174938.14,chr16,29898940,29899547,TSS,True,36,116
ENSG00000185164.14,chr16,18561875,18562171,TSS,True,44,288
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,43,344
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,18,133
ENSG00000197943.9,chr16,81779234,81779424,TSS,True,35,115
ENSG00000197943.9,chr16,81785684,81786182,TSS,True,100,115
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,112,152
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,68,152
ENSG00000007541.16,chr16,580972,582882,ES,False,25,161
ENSG00000007541.16,chr16,569930,570096,TSS,True,43,201
ENSG00000074071.14,chr16,1772646,1772798,5AS,True,211,241
ENSG00000074071.14,chr16,1771888,1772513,PAS,True,36,243
ENSG00000074071.14,chr16,1772798,1773463,TSS,True,41,253
ENSG00000074071.14,chr16,1772794,1773157,TSS,True,223,253
ENSG00000065427.14,chr16,75641723,75647577,ES,False,113,146
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,24,170
ENSG00000258947.6,chr16,89923321,89923458,TSS,True,32,177
ENSG00000132600.16,chr16,68316074,68324682,ES,False,13,102
ENSG00000132600.16,chr16,68346280,68352247,ES,False,31,114
ENSG00000132600.16,chr16,68352409,68353491,3AS,False,95,106
ENSG00000132600.16,chr16,68310965,68311099,TSS,True,35,118
ENSG00000132600.16,chr16,68310915,68311111,TSS,True,92,118
ENSG00000103150.5,chr16,83899077,83899672,TSS,False,11,108
ENSG00000103150.5,chr16,83914955,83916181,PAS,True,16,106
ENSG00000140688.16,chr16,31493048,31493466,IR,False,81,100
ENSG00000067955.13,chr16,67082308,67098709,5AS,False,135,348
ENSG00000067955.13,chr16,67029107,67029485,TSS,True,55,383
ENSG00000103042.8,chr16,58684716,58684789,TSS,False,34,111
ENSG00000103042.8,chr16,58683954,58684726,TSS,True,91,111
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,37,298
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,36,293
ENSG00000197912.15,chr16,89536764,89537724,PAS,True,250,278
ENSG00000038358.14,chr16,67880216,67880556,IR,True,94,106
ENSG00000038358.14,chr16,67881845,67881953,IR,False,105,117
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,35,125
ENSG00000089486.16,chr16,4538324,4538505,TSS,True,24,200
ENSG00000103202.12,chr16,397174,397313,TSS,True,37,271
ENSG00000103168.16,chr16,84180344,84181042,IR,False,100,165
ENSG00000103168.16,chr16,84181463,84181591,IR,False,80,158
ENSG00000103168.16,chr16,84181863,84181941,IR,False,122,157
ENSG00000103168.16,chr16,84182058,84182201,IR,False,135,156
ENSG00000103168.16,chr16,84184899,84186900,3AS,False,19,132
ENSG00000103168.16,chr16,84184989,84186900,3AS,False,18,112
ENSG00000103168.16,chr16,84186900,84187066,TSS,True,36,178
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,43,235
ENSG00000153786.12,chr16,85011285,85011547,TSS,True,26,124
ENSG00000167969.12,chr16,2251429,2251514,IR,False,123,145
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,31,154
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,132,154
ENSG00000169682.17,chr16,28974863,28975100,IR,False,30,174
ENSG00000169682.17,chr16,28975100,28975183,IR,True,20,164
ENSG00000169682.17,chr16,28975100,28975187,IR,False,20,164
ENSG00000169682.17,chr16,28974723,28974863,TSS,True,198,232
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,88,232
ENSG00000169682.17,chr16,28974772,28975100,TSS,True,192,232
ENSG00000125107.17,chr16,58534395,58536988,5AS,False,177,200
ENSG00000125107.17,chr16,58555908,58556861,5AS,False,52,140
ENSG00000125107.17,chr16,58629727,58629893,TSS,True,116,229
ENSG00000161999.11,chr16,683441,683529,IR,False,129,166
ENSG00000161999.11,chr16,684233,684412,TSS,True,29,174
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,492,609
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,138,631
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,514,631
ENSG00000102996.4,chr16,58025547,58026512,TSS,False,36,211
ENSG00000205250.8,chr16,67192870,67193008,IR,False,195,241
ENSG00000140694.16,chr16,14630106,14630312,TSS,True,14,116
ENSG00000129925.10,chr16,381700,382008,TSS,True,31,305
ENSG00000103034.14,chr16,58464095,58464467,TSS,True,220,260
ENSG00000103034.14,chr16,58463373,58463797,TSS,True,97,260
ENSG00000102901.12,chr16,67830088,67830389,IR,False,28,103
ENSG00000102901.12,chr16,67830548,67831215,IR,False,61,102
ENSG00000102901.12,chr16,67833749,67833948,TSS,True,12,109
ENSG00000188322.4,chr16,28292482,28293300,TSS,False,40,171
ENSG00000166595.11,chr16,66934222,66934931,TSS,True,14,132
ENSG00000166164.15,chr16,50320774,50321981,3AS,False,110,157
ENSG00000130731.15,chr16,636093,636372,TSS,True,36,118
ENSG00000130731.15,chr16,634888,636356,TSS,True,93,118
ENSG00000162063.12,chr16,2429389,2429497,TSS,True,23,126
ENSG00000052344.15,chr16,31135390,31135766,TSS,True,24,211
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,164,912
ENSG00000103257.8,chr16,87868884,87869508,TSS,False,388,1861
ENSG00000140995.16,chr16,89948814,89954242,ES,False,40,113
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,32,146
ENSG00000140995.16,chr16,89965860,89968066,PAS,True,35,137
ENSG00000140995.16,chr16,89959013,89959366,PAS,True,97,132
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,533,4569
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,13,111
ENSG00000103160.11,chr16,84145079,84145199,TSS,True,16,111
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,51,360
ENSG00000167930.15,chr16,234790,234857,TSS,True,68,387
ENSG00000102882.11,chr16,30123039,30123253,TSS,True,20,108
ENSG00000103005.11,chr16,58001398,58001581,TSS,True,47,397
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,38,315
ENSG00000102893.15,chr16,47461119,47461426,TSS,True,27,142
ENSG00000062038.13,chr16,68644884,68645424,TSS,True,40,236
ENSG00000062038.13,chr16,68698190,68699065,PAS,True,27,234
ENSG00000140718.20,chr16,53704069,53704229,TSS,True,16,153
ENSG00000091651.8,chr16,46689363,46689770,TSS,True,21,118
ENSG00000003249.13,chr16,90019310,90019690,TSS,False,33,163
ENSG00000003249.13,chr16,90019727,90019885,TSS,True,144,163
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,99,180
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,107,180
ENSG00000168802.12,chr16,69120649,69121435,ES,False,68,162
ENSG00000168802.12,chr16,69132483,69132612,TSS,True,58,208
ENSG00000168802.12,chr16,69132088,69132205,TSS,True,165,208
ENSG00000140632.16,chr16,4804148,4804521,IR,False,29,209
ENSG00000140632.16,chr16,4814629,4817597,3AS,False,34,198
ENSG00000140632.16,chr16,4803197,4805310,PAS,True,30,210
ENSG00000140632.16,chr16,4803198,4804148,PAS,True,193,222
ENSG00000140632.16,chr16,4847227,4847335,TSS,True,36,222
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,100,131
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,84,131
ENSG00000172775.16,chr16,57173727,57174340,TSS,True,115,131
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,23,107
ENSG00000103507.13,chr16,31112027,31112120,IR,False,158,238
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,81,239
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,159,239
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,43,179
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,53,189
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,302,419
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,121,419
ENSG00000157350.12,chr16,70438948,70439259,TSS,True,37,140
ENSG00000157350.12,chr16,70398191,70399606,TSS,True,124,140
ENSG00000162032.15,chr16,1777872,1777945,IR,False,101,114
ENSG00000162032.15,chr16,1778048,1778133,IR,False,93,114
ENSG00000162032.15,chr16,1778321,1778434,IR,False,59,112
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,26,118
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,102,118
ENSG00000103121.8,chr16,80976179,80981805,ES,False,69,100
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,15,123
ENSG00000141447.17,chr18,24271621,24272387,TSS,True,41,112
ENSG00000141447.17,chr18,24397654,24397910,TSS,True,82,124
ENSG00000154080.13,chr18,27185135,27185462,TSS,True,62,114
ENSG00000154080.13,chr18,27142688,27143074,TSS,True,76,114
ENSG00000046604.12,chr18,31497941,31498296,TSS,True,63,254
ENSG00000101680.14,chr18,6955465,6956635,5AS,True,169,189
ENSG00000101680.14,chr18,7117659,7118017,TSS,True,147,209
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,60,197
ENSG00000167315.17,chr18,49813816,49813935,TSS,False,167,197
ENSG00000134755.15,chr18,31068212,31068893,ES,False,83,115
ENSG00000134755.15,chr18,31101902,31102586,TSS,True,29,127
ENSG00000158270.11,chr18,357522,500507,ES,True,139,978
ENSG00000154832.14,chr18,50283564,50283704,IR,False,109,123
ENSG00000154832.14,chr18,50285247,50285324,IR,False,84,110
ENSG00000154832.14,chr18,50285351,50285748,IR,True,87,110
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,18,125
ENSG00000141759.14,chr18,79977701,79988239,ES,False,85,104
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,18,137
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,57,267
ENSG00000141429.13,chr18,35581071,35581862,TSS,False,33,205
ENSG00000141646.13,chr18,51030208,51030623,TSS,True,34,149
ENSG00000134046.11,chr18,54203102,54204997,3AS,False,62,144
ENSG00000134046.11,chr18,54202679,54203102,PAS,False,87,148
ENSG00000134046.11,chr18,54202679,54203126,PAS,True,68,148
ENSG00000101751.10,chr18,54269661,54271359,5AS,False,78,101
ENSG00000101751.10,chr18,54269661,54271359,IR,False,78,127
ENSG00000101751.10,chr18,54277853,54280666,5AS,True,17,161
ENSG00000101751.10,chr18,54269503,54269661,TSS,False,90,173
ENSG00000101751.10,chr18,54269537,54271485,TSS,True,124,173
PB_novel_82158,chr18,50400902,50401215,TSS,True,21,194
PB_novel_82158,chr18,50405174,50408694,PAS,True,23,174
ENSG00000141425.17,chr18,36067253,36067612,TSS,True,34,175
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,205,911
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,119,1034
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,69,117
ENSG00000172466.15,chr18,35361235,35361487,TSS,True,99,117
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,102,540
ENSG00000265681.7,chr18,49492274,49492467,TSS,True,481,540
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,74,278
ENSG00000122490.18,chr18,79904183,79943328,ES,False,41,104
ENSG00000122490.18,chr18,79943462,79950723,ES,False,91,103
ENSG00000122490.18,chr18,79951580,79951684,TSS,True,14,107
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,143,478
ENSG00000141448.8,chr18,22169431,22169682,TSS,False,138,832
ENSG00000141385.9,chr18,12376968,12377398,TSS,True,18,155
ENSG00000167220.11,chr18,47136449,47150377,ES,False,137,161
ENSG00000176105.13,chr18,812113,813171,TSS,True,36,116
ENSG00000088756.12,chr18,6729668,6729943,TSS,False,24,170
ENSG00000088756.12,chr18,6898435,6899066,PAS,True,127,160
ENSG00000088756.12,chr18,6912059,6915718,PAS,True,39,160
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,82,137
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,112,137
ENSG00000175387.15,chr18,47930251,47930364,TSS,True,113,137
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,28,216
ENSG00000141401.11,chr18,12012215,12014264,IR,True,112,128
ENSG00000141401.11,chr18,11981431,11981765,TSS,True,16,139
ENSG00000101557.14,chr18,158310,158714,TSS,True,40,195
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,218,243
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,37,238
ENSG00000141380.13,chr18,26035127,26038554,ES,False,115,182
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,30,204
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,362,1257
ENSG00000078043.15,chr18,46917321,46917887,TSS,True,20,108
ENSG00000082397.17,chr18,5543912,5544333,TSS,True,52,107
ENSG00000082397.17,chr18,5543312,5543421,TSS,False,90,107
ENSG00000082397.17,chr18,5630376,5630694,TSS,True,94,107
ENSG00000141644.17,chr18,50273426,50273563,3AS,False,12,101
ENSG00000141644.17,chr18,50273863,50274976,ES,False,33,106
ENSG00000141644.17,chr18,50275245,50275599,ES,False,20,103
ENSG00000141644.17,chr18,50266884,50271540,PAS,True,72,111
ENSG00000141644.17,chr18,50266751,50269818,PAS,True,76,111
ENSG00000141644.17,chr18,50266886,50269811,PAS,True,97,111
ENSG00000141644.17,chr18,50281362,50281805,TSS,True,28,120
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,58,402
ENSG00000181191.11,chrX,69163134,69165371,3AS,False,17,109
ENSG00000181191.11,chrX,69160861,69163466,PAS,True,85,109
ENSG00000181191.11,chrX,69160861,69163134,PAS,True,92,109
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,46,109
ENSG00000182287.14,chrX,15831568,15845378,3AS,False,32,135
ENSG00000182287.14,chrX,15825806,15827372,PAS,True,186,226
ENSG00000182287.14,chrX,15830048,15831568,PAS,True,165,226
ENSG00000182287.14,chrX,15830055,15833007,PAS,True,112,205
ENSG00000182287.14,chrX,15854687,15854862,TSS,True,28,228
ENSG00000178605.13,chrX,318438,318864,TSS,False,13,112
ENSG00000187243.16,chrX,52062038,52062233,5AS,False,316,360
ENSG00000187243.16,chrX,52066453,52066864,IR,False,200,352
ENSG00000187243.16,chrX,52068173,52069129,3AS,False,78,333
ENSG00000187243.16,chrX,52068203,52069129,3AS,False,185,255
ENSG00000089472.16,chrX,66208246,66258839,ES,True,18,143
ENSG00000089472.16,chrX,66263688,66266442,3AS,False,26,150
ENSG00000089472.16,chrX,66164175,66164470,TSS,True,34,156
ENSG00000089472.16,chrX,66266439,66268909,PAS,True,26,150
ENSG00000089472.16,chrX,66266442,66270019,PAS,True,124,150
ENSG00000056998.19,chrX,2830195,2853979,ES,False,20,132
ENSG00000056998.19,chrX,2861722,2881051,ES,False,23,137
ENSG00000056998.19,chrX,2875914,2877202,3AS,True,40,113
ENSG00000056998.19,chrX,2828714,2828975,TSS,True,53,154
ENSG00000056998.19,chrX,2829513,2830195,TSS,True,138,154
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,60,109
ENSG00000214717.11,chrX,2500310,2500972,TSS,False,72,109
ENSG00000173674.10,chrX,20141624,20141872,TSS,True,22,145
ENSG00000123562.16,chrX,103678600,103685170,ES,False,182,229
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,182,350
ENSG00000123562.16,chrX,103678651,103685170,ES,False,125,159
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,71,457
ENSG00000133142.17,chrX,103586291,103586653,3AS,False,23,184
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,22,190
ENSG00000133142.17,chrX,103586648,103587732,PAS,True,24,185
ENSG00000133142.17,chrX,103586653,103587725,PAS,True,162,185
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,74,447
ENSG00000086758.15,chrX,53542539,53543885,5AS,False,58,136
ENSG00000086758.15,chrX,53547672,53548264,TSS,True,151,174
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,65,166
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,71,205
ENSG00000147162.13,chrX,71533061,71533336,TSS,True,80,116
ENSG00000133169.5,chrX,103064095,103064294,TSS,False,14,124
ENSG00000197976.11,chrX,1599432,1600658,ES,True,140,157
ENSG00000197976.11,chrX,1599432,1600658,IR,True,140,161
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,20,191
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,159,180
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,24,181
ENSG00000147140.15,chrX,71283721,71290628,ES,False,67,591
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,129,720
ENSG00000156925.11,chrX,137566126,137567751,TSS,True,37,270
ENSG00000156925.11,chrX,137577121,137577691,PAS,False,190,270
ENSG00000156925.11,chrX,137569890,137572207,PAS,True,93,237
ENSG00000184867.13,chrX,101658142,101658491,5AS,False,20,129
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,95,126
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,30,150
ENSG00000130821.15,chrX,153687912,153688836,TSS,True,24,104
ENSG00000068400.13,chrX,48975309,48976017,IR,False,77,103
ENSG00000068400.13,chrX,48976111,48976240,IR,False,94,109
ENSG00000068400.13,chrX,49002187,49002266,TSS,True,27,114
ENSG00000165349.11,chrX,70926693,70926874,IR,True,141,176
ENSG00000165349.11,chrX,70929998,70930976,3AS,True,43,126
ENSG00000165349.11,chrX,70930976,70931296,TSS,True,55,181
ENSG00000165175.15,chrX,38804201,38804413,TSS,True,34,159
ENSG00000197565.15,chrX,108159748,108160462,IR,True,203,239
ENSG00000197565.15,chrX,108155605,108157260,PAS,True,41,292
ENSG00000197565.15,chrX,108166156,108166811,PAS,True,210,234
ENSG00000197565.15,chrX,108438185,108438465,TSS,False,219,315
ENSG00000203879.11,chrX,154440139,154440374,IR,False,379,489
ENSG00000076716.8,chrX,133414805,133415522,TSS,False,140,871
ENSG00000185222.9,chrX,103356606,103357614,ES,False,29,174
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,28,122
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,187,309
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,144,309
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,47,188
ENSG00000102054.17,chrX,16869493,16869951,TSS,False,165,188
ENSG00000196924.15,chrX,154370872,154371356,TSS,True,583,806
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,77,557
ENSG00000147044.21,chrX,41922929,41923684,TSS,True,29,116
ENSG00000001497.16,chrX,65524262,65524964,ES,False,126,190
PB_novel_235958,chrX,30447199,30447417,PAS,True,48,123
PB_novel_235958,chrX,30454252,30454498,TSS,True,26,123
ENSG00000156531.16,chrX,134425330,134425660,IR,True,86,100
ENSG00000156531.16,chrX,134373279,134373467,TSS,True,25,118
ENSG00000156531.16,chrX,134425660,134428790,PAS,False,17,103
ENSG00000156531.16,chrX,134425200,134428790,PAS,True,89,103
ENSG00000238178.6,chrX,16153086,16153463,PAS,True,24,142
ENSG00000238178.6,chrX,16170615,16175992,TSS,False,121,149
ENSG00000238178.6,chrX,16183880,16184226,TSS,True,120,149
ENSG00000238178.6,chrX,16167206,16170898,TSS,True,106,149
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,1186,1336
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,257,1336
ENSG00000147400.8,chrX,152830707,152830774,TSS,False,12,114
ENSG00000180964.16,chrX,103254017,103255077,ES,False,23,110
ENSG00000134602.15,chrX,132023203,132023407,TSS,True,36,208
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,11,107
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,34,127
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,154,222
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,82,247
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,171,247
ENSG00000102038.15,chrX,129523196,129523597,TSS,True,27,247
