gene,chr,start,end,splice_type,novel,cardiac_septum_ENCFF626QRV_in_cov,cardiac_septum_ENCFF626QRV_total_cov
ENSG00000103423.13,chr16,4425807,4426092,TSS,True,21,188
ENSG00000103150.5,chr16,83899077,83899672,TSS,False,37,270
ENSG00000172831.11,chr16,66935711,66938036,5AS,False,145,172
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,66,213
ENSG00000172831.11,chr16,66934033,66935976,TSS,True,189,213
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,65,214
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,58,212
ENSG00000197912.15,chr16,89536764,89537724,PAS,True,158,197
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,55,103
ENSG00000038358.14,chr16,67883955,67884519,PAS,True,14,103
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,24,104
ENSG00000159387.7,chr16,55324165,55325136,TSS,False,91,180
ENSG00000159387.7,chr16,55330297,55332134,PAS,False,58,114
ENSG00000159387.7,chr16,55330300,55330757,PAS,True,72,114
ENSG00000103066.12,chr16,68255380,68255890,3AS,False,19,137
ENSG00000103066.12,chr16,68245247,68245553,TSS,True,24,151
ENSG00000188536.13,chr16,172876,173007,TSS,True,87,289
ENSG00000188536.13,chr16,173123,173329,TSS,True,207,289
ENSG00000167969.12,chr16,2251429,2251514,IR,False,192,231
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,52,244
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,205,244
ENSG00000161999.11,chr16,683441,683529,IR,False,150,181
ENSG00000161999.11,chr16,683909,684065,IR,False,138,157
ENSG00000161999.11,chr16,684155,684233,IR,False,139,161
ENSG00000161999.11,chr16,684233,684412,TSS,True,65,210
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,41,209
ENSG00000129925.10,chr16,381700,382008,TSS,True,41,132
ENSG00000103034.14,chr16,58464095,58464467,TSS,True,1056,1539
ENSG00000103034.14,chr16,58463373,58463797,TSS,True,1042,1539
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,176,554
ENSG00000090565.15,chr16,425589,426720,TSS,True,62,116
ENSG00000090565.15,chr16,520725,523022,PAS,True,14,102
ENSG00000166780.10,chr16,15434481,15434759,TSS,True,21,206
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,20,109
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,93,109
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,1398,1615
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,364,1615
ENSG00000140859.15,chr16,57798071,57798290,TSS,False,256,287
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,94,287
ENSG00000167930.15,chr16,259599,259995,3AS,False,34,282
ENSG00000167930.15,chr16,234790,234857,TSS,True,136,384
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,77,132
ENSG00000013364.18,chr16,29844533,29844879,TSS,True,86,128
ENSG00000103507.13,chr16,31112027,31112120,IR,False,107,180
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,40,182
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,156,182
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,73,180
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,107,180
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,60,156
ENSG00000169217.8,chr16,30353180,30353275,TSS,True,115,156
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,109,256
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,266,396
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,135,396
ENSG00000178952.10,chr16,28846217,28846377,TSS,True,60,557
ENSG00000162032.15,chr16,1778321,1778434,IR,False,90,121
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,40,123
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,94,123
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,64,237
ENSG00000132612.15,chr16,69324207,69326937,PAS,True,30,211
ENSG00000103121.8,chr16,80976179,80981805,ES,False,78,130
ENSG00000103121.8,chr16,80976179,80997313,ES,False,16,140
ENSG00000103121.8,chr16,80976179,81006733,ES,True,19,169
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,50,145
ENSG00000141447.17,chr18,24170331,24170453,PAS,True,113,145
ENSG00000141447.17,chr18,24271621,24272387,TSS,True,15,146
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,24,194
ENSG00000141646.13,chr18,51030208,51030623,TSS,True,18,110
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,23,106
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,29,136
ENSG00000134775.15,chr18,36297627,36298000,TSS,True,106,154
ENSG00000134775.15,chr18,36717959,36718715,TSS,False,84,113
ENSG00000134775.15,chr18,36740683,36740838,TSS,True,93,113
ENSG00000134775.15,chr18,36755166,36755311,TSS,True,98,112
ENSG00000134775.15,chr18,36779447,36780061,PAS,True,43,147
ENSG00000101605.12,chr18,3185229,3187637,PAS,True,135,173
ENSG00000101605.12,chr18,3066692,3067555,PAS,True,138,535
ENSG00000101605.12,chr18,3151293,3151893,PAS,True,171,194
ENSG00000101605.12,chr18,3219802,3220010,TSS,True,436,599
ENSG00000101605.12,chr18,3094169,3094281,TSS,True,404,467
ENSG00000101605.12,chr18,3134649,3134754,TSS,True,404,501
ENSG00000101608.12,chr18,3252325,3252427,IR,True,75,127
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,7816,9140
ENSG00000101608.12,chr18,3252133,3252325,TSS,False,1651,9104
ENSG00000168461.12,chr18,9708127,9708444,TSS,True,13,101
ENSG00000166974.12,chr18,35041387,35041661,TSS,False,96,304
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,60,246
ENSG00000134440.11,chr18,57621707,57622234,TSS,True,29,279
ENSG00000134769.21,chr18,34493253,34493514,TSS,True,176,217
ENSG00000134769.21,chr18,34493558,34494021,TSS,False,171,217
ENSG00000134769.21,chr18,34593317,34593538,TSS,True,154,217
ENSG00000134769.21,chr18,34866110,34868170,PAS,True,120,199
ENSG00000134769.21,chr18,34829040,34829339,PAS,False,92,192
ENSG00000075336.11,chr18,74158276,74158375,IR,False,124,152
ENSG00000075336.11,chr18,74158375,74160512,PAS,True,29,156
ENSG00000075336.11,chr18,74158170,74158963,PAS,True,128,156
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,114,317
ENSG00000176014.12,chr18,12325066,12326577,PAS,True,24,218
ENSG00000141448.8,chr18,22169431,22169682,TSS,False,107,196
ENSG00000141448.8,chr18,22171105,22172279,TSS,True,138,194
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,27,101
ENSG00000067900.7,chr18,21110817,21111876,TSS,True,11,106
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,107,122
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,29,122
ENSG00000141385.9,chr18,12376968,12377398,TSS,True,44,343
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,27,113
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,141,497
ENSG00000091164.12,chr18,56603056,56610992,ES,False,74,134
ENSG00000173482.16,chr18,7566614,7604685,TSS,True,81,117
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,73,314
ENSG00000182287.14,chrX,15827372,15845378,ES,False,215,315
ENSG00000178605.13,chrX,315020,316913,ES,True,22,121
ENSG00000178605.13,chrX,304746,305197,PAS,True,18,148
ENSG00000178605.13,chrX,318438,318864,TSS,False,38,161
ENSG00000002586.19,chrX,2714454,2719660,ES,False,55,351
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,91,445
ENSG00000067829.18,chrX,153794245,153794429,TSS,True,31,148
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,57,136
ENSG00000130066.16,chrX,23783883,23785327,IR,True,139,174
ENSG00000130234.10,chrX,15566369,15572200,ES,True,31,187
ENSG00000130234.10,chrX,15600725,15600981,TSS,False,42,204
ENSG00000102030.15,chrX,153934883,153935073,TSS,True,19,105
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,38,112
ENSG00000123562.16,chrX,103677051,103685170,ES,False,18,112
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,63,132
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,87,132
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,23,119
ENSG00000156709.13,chrX,130165550,130165866,TSS,True,42,292
ENSG00000086758.15,chrX,53546435,53546518,TSS,True,99,124
ENSG00000086758.15,chrX,53538834,53539029,TSS,True,108,123
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,36,258
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,28,110
ENSG00000130821.15,chrX,153687912,153688836,TSS,True,133,158
ENSG00000102007.10,chrX,49171860,49172096,TSS,False,68,113
ENSG00000102007.10,chrX,49174334,49174425,TSS,True,65,113
ENSG00000069535.13,chrX,43882253,43882534,TSS,True,62,367
ENSG00000189221.9,chrX,43656115,43656414,TSS,True,18,119
ENSG00000203879.11,chrX,154440139,154440374,IR,False,92,104
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,34,128
ENSG00000123130.16,chrX,23733217,23735918,ES,False,17,114
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,25,108
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,144,252
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,129,252
ENSG00000071889.16,chrX,154507490,154508288,ES,False,16,125
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,93,109
ENSG00000071889.16,chrX,154515812,154515909,IR,False,28,122
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,110,138
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,44,138
ENSG00000196924.15,chrX,154350207,154350908,IR,False,183,239
ENSG00000196924.15,chrX,154351041,154351580,IR,False,163,234
ENSG00000196924.15,chrX,154348523,154349036,PAS,True,45,356
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,284,357
ENSG00000196924.15,chrX,154350030,154350645,TSS,True,297,351
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,46,100
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,94,117
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,80,117
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,96,115
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,92,115
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,360,1461
ENSG00000184343.10,chrX,153780996,153781145,TSS,False,59,112
ENSG00000184343.10,chrX,153783262,153783884,TSS,True,99,112
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,82,115
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,72,118
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,36,215
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,183,326
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,276,326
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,246,326
ENSG00000078061.12,chrX,47561150,47561251,TSS,True,53,102
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,140,228
ENSG00000022267.16,chrX,136197023,136197134,TSS,True,1010,1822
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,144,463
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,387,463
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,65,147
ENSG00000102316.16,chrX,54815690,54815880,IR,True,299,345
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,106,362
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,296,362
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,54,362
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,304,350
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,29,188
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,40,199
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,170,199
ENSG00000130741.10,chrX,24054665,24055037,TSS,True,17,144
ENSG00000182492.15,chrX,153494831,153495113,TSS,True,93,146
ENSG00000102125.15,chrX,154411512,154411952,TSS,True,52,115
ENSG00000102125.15,chrX,154420323,154420735,TSS,True,93,112
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,85,117
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,114,203
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,106,202
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,49,126
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,99,125
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,408,996
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,591,995
ENSG00000158526.7,chrX,54440387,54440502,TSS,False,17,161
ENSG00000047644.18,chrX,10015230,10015858,TSS,True,71,117
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,105,139
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,28,167
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,13,106
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,20,116
ENSG00000167393.17,chrX,341396,341882,IR,False,271,342
ENSG00000167393.17,chrX,373531,374072,TSS,False,100,414
ENSG00000102178.12,chrX,154486536,154486692,TSS,True,23,217
ENSG00000147403.16,chrX,154400626,154400701,IR,False,84,100
ENSG00000147403.16,chrX,154397661,154398394,TSS,True,58,102
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,58,102
ENSG00000147403.16,chrX,154400701,154400917,PAS,True,17,102
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,60,119
ENSG00000102226.9,chrX,47242410,47243602,TSS,False,105,119
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,114,139
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,42,133
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,27,149
ENSG00000123200.16,chr13,45954360,45957297,PAS,False,90,101
ENSG00000123200.16,chr13,46052403,46052765,TSS,True,48,101
ENSG00000150401.14,chr13,113483839,113485436,TSS,True,89,114
ENSG00000150401.14,chr13,113490666,113490984,TSS,True,67,114
ENSG00000150401.14,chr13,113490432,113490676,TSS,True,97,114
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,184,232
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,29,203
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,28,155
ENSG00000187498.15,chr13,110148868,110150444,PAS,True,15,128
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,113,145
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,32,101
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,37,117
ENSG00000065150.18,chr13,98021735,98024777,PAS,True,14,110
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,36,117
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,37,118
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,82,118
ENSG00000183722.8,chr13,39601390,39602882,IR,True,16,138
ENSG00000183722.8,chr13,39342707,39344054,PAS,True,19,140
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,26,147
ENSG00000183722.8,chr13,39602882,39603211,TSS,True,131,147
ENSG00000150403.17,chr13,113498521,113501751,ES,True,24,180
ENSG00000150403.17,chr13,113520733,113539356,ES,False,16,140
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,48,197
ENSG00000132938.19,chr13,29428413,29428896,TSS,True,37,158
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,742,1369
ENSG00000073910.21,chr13,31846939,31946008,ES,False,90,102
ENSG00000073910.21,chr13,31846692,31846939,TSS,True,62,164
ENSG00000073910.21,chr13,31959482,31962549,PAS,True,66,110
ENSG00000073910.21,chr13,31952494,31953446,PAS,True,91,110
ENSG00000073910.21,chr13,32295201,32297516,PAS,True,124,155
ENSG00000073910.21,chr13,31962953,31963740,PAS,True,89,110
ENSG00000133112.16,chr13,45341041,45341258,TSS,True,131,1103
ENSG00000173141.4,chr13,21176644,21176717,TSS,False,16,153
ENSG00000173141.4,chr13,21176911,21177512,PAS,False,16,149
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,23,206
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,89,276
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,93,118
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,51,116
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,96,118
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,26,118
ENSG00000120694.19,chr13,31141259,31145562,ES,False,27,156
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,45,160
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,130,159
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,19,162
ENSG00000122033.14,chr13,27450508,27450616,TSS,True,48,100
ENSG00000122033.14,chr13,27450063,27450191,TSS,True,81,100
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,41,283
ENSG00000136153.19,chr13,75852509,75853388,TSS,True,106,126
ENSG00000136153.19,chr13,75803688,75804541,TSS,True,116,178
ENSG00000136153.19,chr13,75857920,75859601,PAS,True,53,172
ENSG00000153531.13,chr13,113419489,113422979,PAS,True,32,268
ENSG00000153531.13,chr13,113453223,113454332,TSS,False,206,427
ENSG00000122642.10,chr7,32957392,32957794,TSS,True,24,217
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,40,101
ENSG00000135218.18,chr7,80624073,80624190,TSS,True,705,830
ENSG00000135218.18,chr7,80602154,80602379,TSS,True,733,833
ENSG00000135218.18,chr7,80638500,80638746,TSS,True,360,830
ENSG00000135218.18,chr7,80673982,80674420,PAS,True,313,786
ENSG00000135218.18,chr7,80676383,80679276,PAS,False,519,792
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,192,228
ENSG00000136235.16,chr7,23246731,23246927,TSS,True,68,336
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,98,327
ENSG00000136235.16,chr7,23256891,23258043,PAS,True,211,281
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,99,512
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,372,446
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,86,453
ENSG00000185274.11,chr7,71131317,71133042,TSS,True,56,171
ENSG00000185274.11,chr7,71712017,71713603,PAS,True,25,150
ENSG00000106009.15,chr7,2537797,2538764,PAS,True,13,102
ENSG00000106009.15,chr7,2539785,2540442,TSS,True,92,103
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,38,105
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,195,687
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,100,161
ENSG00000136261.14,chr7,16661206,16661252,TSS,True,128,161
ENSG00000122566.21,chr7,26197732,26200571,ES,False,230,291
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,307,357
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,60,350
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,64,359
ENSG00000168090.9,chr7,100088947,100089066,TSS,True,44,319
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,75,303
ENSG00000133606.10,chr7,140456185,140456866,PAS,True,223,298
ENSG00000133606.10,chr7,140479159,140479524,TSS,True,34,310
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,19,116
ENSG00000263001.5,chr7,74758855,74759547,IR,False,85,101
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,89,145
ENSG00000263001.5,chr7,74749025,74749090,TSS,True,61,131
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,56,141
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,125,141
ENSG00000263001.5,chr7,74749267,74749452,PAS,True,110,133
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,61,114
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,55,110
ENSG00000003147.18,chr7,8232752,8235909,3AS,False,40,160
ENSG00000003147.18,chr7,8235940,8262093,3AS,True,31,129
ENSG00000003147.18,chr7,8236005,8262093,5AS,True,98,115
ENSG00000003147.18,chr7,8113183,8114044,PAS,True,49,180
ENSG00000003147.18,chr7,8143874,8143972,PAS,True,151,178
ENSG00000003147.18,chr7,8262093,8262410,TSS,True,44,180
ENSG00000003147.18,chr7,8261999,8262204,TSS,True,151,180
ENSG00000154678.16,chr7,31751177,31753553,PAS,True,177,235
ENSG00000154678.16,chr7,31786282,31790259,PAS,True,91,202
ENSG00000154678.16,chr7,32070292,32071007,TSS,True,68,244
ENSG00000122550.17,chr7,23106146,23123776,ES,False,165,205
ENSG00000122550.17,chr7,23105733,23106146,TSS,True,37,244
ENSG00000122550.17,chr7,23105761,23106794,TSS,True,218,244
ENSG00000122550.17,chr7,23125760,23131900,PAS,True,212,240
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,55,244
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,396,453
ENSG00000105974.11,chr7,116525191,116525805,TSS,True,389,453
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,224,453
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,127,269
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,37,173
ENSG00000106617.13,chr7,151595451,151632068,3AS,True,32,110
ENSG00000106617.13,chr7,151556109,151557232,PAS,True,25,137
ENSG00000106617.13,chr7,151632068,151632538,TSS,True,47,129
ENSG00000106617.13,chr7,151735899,151736485,TSS,True,105,134
ENSG00000257923.10,chr7,101815706,101816093,TSS,True,164,206
ENSG00000257923.10,chr7,102283020,102283959,PAS,True,136,197
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,55,218
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,179,216
ENSG00000090263.15,chr7,141010617,141014910,3AS,False,24,113
ENSG00000171130.18,chr7,149873952,149874169,TSS,True,48,185
ENSG00000071462.11,chr7,73693669,73697604,ES,False,11,100
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,22,115
ENSG00000164896.19,chr7,151077401,151077620,IR,False,251,279
ENSG00000164896.19,chr7,151079922,151080436,IR,True,109,128
ENSG00000164896.19,chr7,151079922,151080684,5AS,False,128,241
ENSG00000164896.19,chr7,151079922,151080684,IR,True,128,146
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,164,300
ENSG00000164896.19,chr7,151080436,151080839,TSS,False,190,300
ENSG00000128591.15,chr7,128849578,128850383,ES,False,381,519
ENSG00000128591.15,chr7,128852942,128853621,TSS,True,1780,2298
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,1883,4971
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,3190,4971
ENSG00000274523.4,chr7,75073413,75073871,TSS,True,268,383
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,60,584
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,26,191
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,33,185
ENSG00000214253.8,chr7,101244959,101245094,TSS,False,24,214
ENSG00000128595.16,chr7,128748804,128758870,ME,False,152,965
ENSG00000106078.18,chr7,51184199,51190849,ES,False,148,219
ENSG00000106078.18,chr7,51316592,51317116,TSS,True,46,248
ENSG00000005075.15,chr7,102478807,102478910,TSS,True,16,141
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,33,282
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,185,241
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,240,299
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,112,299
ENSG00000075624.14,chr7,5528719,5529160,ES,False,306,363
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,153,505
ENSG00000164828.17,chr7,816673,838797,ES,False,24,129
ENSG00000164828.17,chr7,849603,851383,ES,False,82,105
ENSG00000164828.17,chr7,849603,851949,ES,True,15,120
ENSG00000164828.17,chr7,852667,852812,3AS,False,51,151
ENSG00000164828.17,chr7,815868,816673,TSS,True,86,215
ENSG00000164828.17,chr7,873214,874920,PAS,True,25,193
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,52,144
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,21,143
ENSG00000122565.18,chr7,26212081,26213607,PAS,True,27,136
ENSG00000122565.18,chr7,26202970,26203022,PAS,True,114,136
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,104,179
ENSG00000159840.15,chr7,143381348,143382447,TSS,True,161,179
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,144,178
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,29,116
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,57,122
ENSG00000133612.18,chr7,151143736,151144453,PAS,True,57,105
ENSG00000105953.14,chr7,44647759,44666735,ES,False,99,126
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,259,382
ENSG00000105953.14,chr7,44707341,44707388,TSS,True,311,359
ENSG00000058404.19,chr7,44228924,44231005,ES,True,63,290
ENSG00000058404.19,chr7,44325356,44325759,TSS,True,206,469
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,27,212
ENSG00000062582.13,chr7,43869376,43869456,IR,False,92,109
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,28,120
ENSG00000062582.13,chr7,43869307,43869517,TSS,True,103,120
ENSG00000146729.9,chr7,55964521,55964701,TSS,True,76,697
ENSG00000240583.11,chr7,30911731,30912293,TSS,False,105,213
ENSG00000197448.13,chr7,143265092,143265260,IR,False,178,206
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,43,240
ENSG00000136270.13,chr7,45103443,45105440,ES,False,17,130
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,34,116
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,73,155
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,120,155
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,112,600
ENSG00000106631.8,chr7,44140787,44140960,3AS,False,597,705
ENSG00000106631.8,chr7,44141302,44141574,TSS,False,245,869
ENSG00000055130.15,chr7,148698443,148698763,TSS,False,90,103
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,24,103
ENSG00000122679.8,chr7,45157551,45157886,TSS,True,17,105
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,70,155
ENSG00000106263.17,chr7,2379511,2380283,3AS,True,20,175
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,44,191
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,103,188
ENSG00000106263.17,chr7,2380283,2380745,PAS,True,168,188
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,118,188
ENSG00000055118.14,chr7,150949392,150950420,PAS,True,18,140
ENSG00000055118.14,chr7,150944929,150945514,PAS,False,142,169
ENSG00000055118.14,chr7,150955395,150955840,TSS,True,149,171
ENSG00000055118.14,chr7,150977837,150978405,TSS,True,133,172
ENSG00000055118.14,chr7,150958058,150958484,TSS,True,151,172
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,58,176
ENSG00000122786.19,chr7,134958112,134958211,3AS,False,13,116
ENSG00000122786.19,chr7,134960628,134965305,ES,False,43,120
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,171,329
ENSG00000122786.19,chr7,134891369,134891673,TSS,True,244,324
ENSG00000122786.19,chr7,134933123,134934077,TSS,True,129,157
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,200,315
ENSG00000122786.19,chr7,134932987,134937664,PAS,True,105,251
ENSG00000239857.6,chr7,876485,876800,TSS,False,17,108
ENSG00000004059.10,chr7,127588360,127588565,TSS,True,21,152
ENSG00000106049.8,chr7,27525436,27526372,PAS,True,23,190
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,118,154
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,48,202
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,181,202
ENSG00000170807.11,chr7,123655860,123656236,TSS,True,146,228
ENSG00000170807.11,chr7,123662689,123663203,TSS,True,73,162
ENSG00000170807.11,chr7,123663718,123664303,PAS,False,66,209
