gene,chr,start,end,splice_type,novel,H9_ENCFF292UIE_in_cov,H9_ENCFF292UIE_total_cov
ENSG00000188191.14,chr7,727209,727328,TSS,True,169,207
ENSG00000188191.14,chr7,727589,727827,TSS,False,67,207
ENSG00000136270.13,chr7,45103443,45105440,ES,False,260,878
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,135,880
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,193,940
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,803,940
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,110,213
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,111,227
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,119,227
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,37,237
ENSG00000106682.14,chr7,74189918,74194740,ES,False,2672,3170
ENSG00000160908.14,chr7,99494631,99499637,ES,False,76,201
ENSG00000136247.14,chr7,6577498,6578565,ES,False,130,163
ENSG00000136247.14,chr7,6577498,6578565,3AS,False,130,171
ENSG00000136247.14,chr7,6577498,6578565,IR,True,130,145
ENSG00000136247.14,chr7,6577720,6578565,3AS,False,92,117
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,91,297
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,218,297
ENSG00000136243.16,chr7,23187146,23196679,ES,True,29,203
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,107,546
ENSG00000164659.14,chr7,86874912,86880530,PAS,True,42,143
ENSG00000164659.14,chr7,86890966,86891889,PAS,True,126,143
ENSG00000164659.14,chr7,87039755,87040464,TSS,True,98,143
ENSG00000164659.14,chr7,87040102,87040281,TSS,True,89,143
ENSG00000221838.9,chr7,100100852,100101772,TSS,False,23,170
ENSG00000221838.9,chr7,100106657,100109898,PAS,True,31,169
ENSG00000106344.8,chr7,128339791,128343675,ES,False,169,196
ENSG00000106344.8,chr7,128302760,128310931,PAS,True,36,207
ENSG00000122644.12,chr7,12686645,12687043,TSS,True,35,100
ENSG00000122644.12,chr7,12687631,12687728,TSS,True,71,100
ENSG00000010270.13,chr7,38215105,38217187,ES,False,29,278
ENSG00000091136.13,chr7,107923712,107924087,PAS,True,95,165
ENSG00000091136.13,chr7,107924228,107924389,PAS,True,126,165
ENSG00000091136.13,chr7,107931415,107931500,PAS,False,146,165
ENSG00000091136.13,chr7,108002848,108003158,TSS,True,147,165
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,63,165
ENSG00000105939.12,chr7,139043514,139047853,PAS,True,70,121
ENSG00000105939.12,chr7,139060338,139061138,PAS,True,77,120
ENSG00000146733.13,chr7,56034103,56051137,3AS,False,26,145
ENSG00000146733.13,chr7,56034106,56051137,3AS,False,16,117
ENSG00000146733.13,chr7,56051137,56051597,TSS,True,325,475
ENSG00000146733.13,chr7,56033960,56034583,TSS,True,160,475
ENSG00000071189.21,chr7,17790760,17794292,PAS,True,64,148
ENSG00000071189.21,chr7,17816203,17816289,PAS,False,107,148
ENSG00000197362.14,chr7,149074538,149080590,ES,True,117,135
ENSG00000197362.14,chr7,149074538,149090622,ES,True,57,193
ENSG00000197362.14,chr7,149080717,149090622,ES,True,94,132
ENSG00000197008.9,chr7,64794571,64831450,ES,False,30,132
ENSG00000164654.15,chr7,7567072,7568025,ES,False,59,109
ENSG00000164654.15,chr7,7567072,7572435,ES,False,35,144
ENSG00000157224.15,chr7,90405608,90412643,5AS,False,115,153
ENSG00000157224.15,chr7,90403425,90403549,TSS,True,23,185
ENSG00000196313.11,chr7,72942586,72943522,TSS,True,26,132
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,64,382
ENSG00000033050.8,chr7,151226304,151227191,TSS,True,343,382
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,132,198
ENSG00000122786.19,chr7,134891369,134891673,TSS,True,170,196
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,82,102
ENSG00000105821.14,chr7,103322520,103322632,PAS,False,68,108
ENSG00000105821.14,chr7,103322535,103322794,PAS,True,72,108
ENSG00000105821.14,chr7,103323597,103323663,PAS,True,97,108
ENSG00000122687.17,chr7,2235564,2239417,ES,False,448,505
ENSG00000122687.17,chr7,2235564,2239529,ES,True,107,121
ENSG00000122687.17,chr7,2235564,2239529,5AS,True,107,618
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,135,489
ENSG00000122687.17,chr7,2239676,2242161,IR,True,135,188
ENSG00000122687.17,chr7,2239707,2242161,5AS,True,353,406
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,146,637
ENSG00000122687.17,chr7,2241974,2242193,TSS,True,572,637
ENSG00000122687.17,chr7,2239417,2239708,TSS,True,568,637
ENSG00000106591.3,chr7,42935136,42937321,IR,True,64,115
ENSG00000106591.3,chr7,42937321,42937857,PAS,True,60,130
ENSG00000106591.3,chr7,42934954,42937852,PAS,True,79,130
ENSG00000128610.11,chr7,122310184,122310766,TSS,False,72,211
ENSG00000128610.11,chr7,122303636,122304637,TSS,True,163,205
ENSG00000106355.9,chr7,32490319,32490418,TSS,False,14,126
ENSG00000130305.16,chr7,73302513,73303529,PAS,True,63,496
ENSG00000106367.14,chr7,101154417,101154517,TSS,True,21,103
ENSG00000106367.14,chr7,101154521,101154652,TSS,False,89,103
ENSG00000106603.18,chr7,43648652,43729428,ES,False,112,183
ENSG00000106603.18,chr7,43638242,43639681,PAS,True,34,187
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,148,1111
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,982,1111
ENSG00000122783.16,chr7,135167807,135168785,5AS,False,54,251
ENSG00000122783.16,chr7,135167807,135168968,5AS,False,75,333
ENSG00000122783.16,chr7,135169060,135170398,5AS,False,115,161
ENSG00000122783.16,chr7,135169060,135170651,5AS,True,177,295
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,174,351
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,235,351
ENSG00000106397.11,chr7,101205975,101206436,PAS,False,34,211
ENSG00000106397.11,chr7,101210891,101211716,PAS,True,183,208
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,223,285
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,69,285
ENSG00000106052.13,chr7,27800090,27827737,ES,True,18,176
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,139,158
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,267,442
ENSG00000106052.13,chr7,27799964,27801119,PAS,True,341,440
ENSG00000136231.13,chr7,23310207,23312460,PAS,True,143,669
ENSG00000136231.13,chr7,23312155,23313653,PAS,True,581,666
ENSG00000136280.16,chr7,44999715,44999857,TSS,False,34,121
ENSG00000136280.16,chr7,45000161,45000363,TSS,True,101,121
ENSG00000157212.18,chr7,154943688,154944162,PAS,True,30,116
ENSG00000157212.18,chr7,154963668,154963766,PAS,True,99,113
ENSG00000157212.18,chr7,155002848,155003105,TSS,True,14,116
ENSG00000006530.16,chr7,141551350,141551434,TSS,True,76,130
ENSG00000006530.16,chr7,141554601,141555567,TSS,True,59,130
ENSG00000005483.20,chr7,105014535,105040838,ES,False,145,226
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,78,229
ENSG00000005483.20,chr7,105074642,105074816,PAS,False,193,229
ENSG00000166529.14,chr7,100049841,100056910,ES,False,102,162
ENSG00000131558.14,chr7,133253040,133253187,TSS,True,44,220
ENSG00000131558.14,chr7,134064290,134065765,PAS,True,40,220
ENSG00000122591.11,chr7,22946163,22947032,5AS,False,87,190
ENSG00000161036.12,chr7,102468377,102468553,IR,False,361,405
ENSG00000164815.10,chr7,104126340,104126893,PAS,True,47,229
ENSG00000106392.10,chr7,7182820,7234302,ES,True,199,240
ENSG00000106392.10,chr7,7182531,7182820,TSS,True,33,274
ENSG00000160993.3,chr7,102459710,102464713,3AS,False,36,236
ENSG00000122643.19,chr7,33026915,33062567,ES,False,96,164
ENSG00000105856.13,chr7,107169027,107179878,5AS,False,75,103
ENSG00000105856.13,chr7,107168978,107169027,TSS,False,52,133
ENSG00000105856.13,chr7,107168992,107169185,TSS,True,104,133
ENSG00000105856.13,chr7,107201413,107202528,PAS,True,20,133
ENSG00000105856.13,chr7,107200159,107202527,PAS,True,118,133
ENSG00000146904.8,chr7,143408723,143408896,TSS,True,93,700
ENSG00000106077.18,chr7,73736691,73736928,IR,True,106,131
ENSG00000106077.18,chr7,73737110,73737220,IR,True,89,116
ENSG00000106077.18,chr7,73737391,73737561,IR,False,90,118
ENSG00000106077.18,chr7,73736090,73736691,PAS,True,25,144
ENSG00000106077.18,chr7,73736093,73737735,PAS,False,126,144
ENSG00000165055.15,chr7,128476875,128477081,IR,False,215,258
ENSG00000165055.15,chr7,128476725,128476875,TSS,True,46,266
ENSG00000165055.15,chr7,128476747,128477173,TSS,True,223,266
ENSG00000165055.15,chr7,128501761,128504078,PAS,True,53,265
ENSG00000126522.16,chr7,66086662,66087333,ES,False,29,227
ENSG00000126522.16,chr7,66075735,66075856,TSS,False,106,245
ENSG00000126522.16,chr7,66075799,66076093,TSS,True,145,245
ENSG00000160991.15,chr7,102433506,102433661,TSS,True,13,109
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,431,575
ENSG00000135185.11,chr7,87196158,87196758,PAS,True,15,124
ENSG00000135185.11,chr7,87219425,87220585,TSS,True,88,124
ENSG00000135185.11,chr7,87220360,87220552,TSS,False,70,124
ENSG00000135185.11,chr7,87220216,87220539,TSS,True,109,124
ENSG00000001630.16,chr7,92134665,92134811,TSS,False,506,589
ENSG00000001630.16,chr7,92134172,92134517,TSS,False,92,589
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,85,566
ENSG00000105835.11,chr7,106284347,106284581,TSS,False,498,566
ENSG00000106333.12,chr7,100605215,100605675,IR,True,89,104
ENSG00000106333.12,chr7,100602333,100602551,TSS,True,39,112
ENSG00000088298.12,chr20,35147151,35147389,TSS,True,45,306
ENSG00000088298.12,chr20,35146824,35147346,TSS,True,265,306
ENSG00000088325.15,chr20,31800969,31801804,PAS,False,460,1238
ENSG00000088325.15,chr20,31783704,31785268,PAS,True,1103,1231
ENSG00000080189.14,chr20,46355178,46355801,3AS,False,85,362
ENSG00000080189.14,chr20,46358763,46364370,3AS,False,299,347
ENSG00000080189.14,chr20,46364370,46364449,TSS,True,52,413
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,108,218
ENSG00000171867.16,chr20,4686325,4686512,TSS,True,41,259
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,118,228
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,110,228
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,623,1072
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,518,1084
ENSG00000124120.10,chr20,44475863,44475991,TSS,True,11,106
ENSG00000124228.14,chr20,49230349,49233305,ES,False,628,702
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,308,718
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,509,717
ENSG00000088882.7,chr20,2795896,2795981,IR,True,416,489
ENSG00000088882.7,chr20,2796443,2796526,IR,True,405,503
ENSG00000088882.7,chr20,2797342,2797967,IR,True,403,448
ENSG00000088882.7,chr20,2797342,2798151,ES,True,45,447
ENSG00000131067.16,chr20,34860321,34861444,3AS,True,116,132
ENSG00000131067.16,chr20,34844714,34845491,PAS,True,124,224
ENSG00000131067.16,chr20,34855777,34856893,PAS,True,189,220
ENSG00000131067.16,chr20,34860637,34861562,PAS,True,168,220
ENSG00000131067.16,chr20,34872646,34872870,TSS,True,34,224
ENSG00000101473.16,chr20,45843721,45844262,3AS,False,95,106
ENSG00000101473.16,chr20,45843721,45844262,IR,False,95,118
ENSG00000101473.16,chr20,45841720,45841956,PAS,True,31,136
ENSG00000101473.16,chr20,45841720,45844420,PAS,True,115,136
ENSG00000000419.12,chr20,50940933,50942030,ES,False,148,167
ENSG00000100982.11,chr20,45947523,45948740,PAS,False,23,197
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,307,595
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,393,660
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,349,660
ENSG00000101337.15,chr20,32161365,32166972,3AS,True,55,270
ENSG00000101337.15,chr20,32109517,32109755,TSS,False,72,341
ENSG00000101337.15,chr20,32165294,32167258,PAS,True,111,327
ENSG00000101337.15,chr20,32166972,32167257,PAS,True,280,341
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,47,438
ENSG00000118707.9,chr20,36573559,36573745,TSS,True,234,269
ENSG00000118707.9,chr20,36574510,36574635,TSS,False,158,269
ENSG00000149636.15,chr20,36771193,36773661,ES,False,23,214
ENSG00000149636.15,chr20,36771473,36773661,5AS,False,234,293
ENSG00000149636.15,chr20,36773661,36774298,TSS,True,101,363
ENSG00000149636.15,chr20,36773393,36773775,TSS,True,302,363
ENSG00000101413.11,chr20,38089725,38092364,PAS,True,17,136
ENSG00000171858.17,chr20,62387060,62387136,TSS,True,14,139
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,167,310
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,199,343
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,170,343
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,360,452
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,105,477
ENSG00000089063.14,chr20,5112729,5113076,TSS,True,417,477
ENSG00000101255.10,chr20,380590,381169,TSS,False,52,202
ENSG00000101255.10,chr20,381266,381500,TSS,True,163,202
ENSG00000101266.18,chr20,480421,484076,PAS,True,59,583
ENSG00000100991.11,chr20,35021332,35035122,3AS,False,383,1585
ENSG00000088305.18,chr20,32802470,32807761,ES,False,113,823
ENSG00000088305.18,chr20,32762380,32762699,TSS,True,854,964
ENSG00000088305.18,chr20,32779047,32780465,TSS,True,815,964
ENSG00000088305.18,chr20,32786574,32787451,TSS,True,827,962
ENSG00000101181.17,chr20,62183001,62183057,TSS,True,45,121
ENSG00000101181.17,chr20,62191029,62193624,TSS,True,80,121
ENSG00000101181.17,chr20,62200682,62203568,PAS,True,18,120
ENSG00000101181.17,chr20,62203083,62203568,PAS,False,105,121
ENSG00000101363.12,chr20,37289686,37301207,ES,False,48,116
ENSG00000101363.12,chr20,37289638,37289686,TSS,True,18,137
ENSG00000130706.12,chr20,62303045,62303567,5AS,True,197,1851
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,246,1904
ENSG00000130706.12,chr20,62302818,62303045,TSS,True,1706,1904
ENSG00000101407.12,chr20,37983009,37983639,PAS,True,30,211
ENSG00000101115.12,chr20,51789141,51791332,5AS,False,287,1382
ENSG00000101115.12,chr20,51802278,51802574,TSS,True,228,1412
ENSG00000125991.19,chr20,35542014,35542185,TSS,True,153,906
ENSG00000125991.19,chr20,35542067,35542393,TSS,True,806,906
ENSG00000101193.7,chr20,62938108,62938253,TSS,True,42,386
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,319,652
ENSG00000131051.22,chr20,35739017,35740524,ES,True,102,115
ENSG00000131051.22,chr20,35739017,35740524,IR,False,102,139
ENSG00000131051.22,chr20,35739017,35740823,ES,False,539,655
ENSG00000131051.22,chr20,35740597,35740823,IR,False,135,159
ENSG00000101361.16,chr20,2656034,2656400,5AS,False,658,766
ENSG00000101361.16,chr20,2656034,2656400,IR,False,658,818
ENSG00000101361.16,chr20,2656214,2656400,IR,False,110,270
ENSG00000101361.16,chr20,2657928,2658393,PAS,False,472,960
ENSG00000101361.16,chr20,2657080,2658394,PAS,True,565,960
ENSG00000126001.15,chr20,35455104,35455242,TSS,True,114,153
ENSG00000126001.15,chr20,35455093,35455237,TSS,False,119,153
ENSG00000126001.15,chr20,35455134,35455516,TSS,False,130,153
ENSG00000126001.15,chr20,35455104,35455751,TSS,True,109,153
ENSG00000126001.15,chr20,35477870,35478179,PAS,True,42,142
ENSG00000126001.15,chr20,35469889,35470177,PAS,True,111,142
ENSG00000062598.17,chr20,46386275,46389038,ES,False,18,149
ENSG00000062598.17,chr20,46393143,46394048,ES,False,20,149
ENSG00000062598.17,chr20,46394503,46406547,3AS,False,26,123
ENSG00000197586.12,chr20,25195867,25207075,ES,False,139,253
ENSG00000197586.12,chr20,25195867,25207078,ES,False,20,128
ENSG00000197586.12,chr20,25195867,25209848,ES,False,83,465
ENSG00000197586.12,chr20,25206590,25207078,3AS,False,110,226
ENSG00000197586.12,chr20,25218614,25222837,ES,False,98,454
ENSG00000197586.12,chr20,25224157,25225204,3AS,False,408,496
ENSG00000197457.9,chr20,63653326,63653538,TSS,False,22,165
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,43,372
ENSG00000125818.17,chr20,1166226,1167794,PAS,True,334,426
ENSG00000125818.17,chr20,1165028,1167316,PAS,True,112,421
ENSG00000125826.20,chr20,419731,422126,ES,False,43,130
ENSG00000125885.13,chr20,5950649,5951023,TSS,True,44,101
ENSG00000125885.13,chr20,5950619,5951077,TSS,True,67,101
ENSG00000088970.15,chr20,21205530,21214534,5AS,False,39,159
ENSG00000088970.15,chr20,21246478,21246623,PAS,True,27,175
ENSG00000101365.20,chr20,2658522,2658758,5AS,False,138,166
ENSG00000101365.20,chr20,2658522,2658758,IR,False,138,635
ENSG00000101365.20,chr20,2658522,2659524,ES,False,37,200
ENSG00000101365.20,chr20,2658393,2658837,PAS,True,218,697
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,497,700
ENSG00000020256.19,chr20,52164757,52186831,ES,False,29,119
ENSG00000020256.19,chr20,52187065,52191590,3AS,False,13,114
ENSG00000020256.19,chr20,52081976,52085266,PAS,True,125,177
ENSG00000020256.19,chr20,52151277,52153428,PAS,False,14,119
ENSG00000020256.19,chr20,52191590,52192390,TSS,True,63,177
ENSG00000132640.14,chr20,11918601,11919717,ES,False,17,120
ENSG00000101194.17,chr20,62956936,62957440,5AS,True,15,135
ENSG00000101194.17,chr20,62962754,62963272,IR,False,91,125
ENSG00000101194.17,chr20,62966732,62967336,IR,True,101,131
ENSG00000101194.17,chr20,62967336,62969589,PAS,False,35,137
ENSG00000101194.17,chr20,62966702,62969588,PAS,True,107,137
ENSG00000080845.17,chr20,36461341,36461510,TSS,True,33,141
ENSG00000124160.11,chr20,46062889,46063359,5AS,True,112,169
ENSG00000124160.11,chr20,46089816,46089962,TSS,False,31,188
ENSG00000149474.13,chr20,18159265,18161822,3AS,False,65,148
ENSG00000149474.13,chr20,18137824,18138051,TSS,True,36,170
ENSG00000149474.13,chr20,18187285,18188372,PAS,False,29,169
ENSG00000087460.24,chr20,58895684,58903527,ES,False,104,135
ENSG00000087460.24,chr20,58895684,58903530,ES,False,75,308
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,75,210
ENSG00000087460.24,chr20,58898985,58903530,3AS,False,232,264
ENSG00000087460.24,chr20,58839682,58840886,TSS,True,315,484
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,404,484
ENSG00000087460.24,chr20,58893494,58895684,TSS,True,435,484
ENSG00000087460.24,chr20,58841572,58841875,TSS,True,417,484
ENSG00000166913.12,chr20,44885886,44901530,ES,False,445,522
ENSG00000101150.17,chr20,63873816,63882718,ES,False,274,653
ENSG00000215440.11,chr20,58692123,58693050,TSS,False,20,155
ENSG00000215440.11,chr20,58715167,58715844,PAS,True,68,152
ENSG00000215440.11,chr20,58702922,58705169,PAS,True,120,150
ENSG00000101347.9,chr20,36890228,36893066,PAS,True,22,160
ENSG00000171552.12,chr20,31722330,31722617,3AS,False,62,139
ENSG00000171552.12,chr20,31722617,31723528,TSS,True,148,287
ENSG00000171552.12,chr20,31721654,31722553,TSS,True,253,287
ENSG00000171552.12,chr20,31723734,31723977,TSS,True,245,287
ENSG00000171552.12,chr20,31723863,31723963,TSS,True,246,287
ENSG00000198276.15,chr20,63941208,63944396,5AS,True,32,166
ENSG00000198276.15,chr20,63946640,63956259,3AS,True,56,166
ENSG00000101040.19,chr20,47210897,47220257,ES,False,79,271
ENSG00000101040.19,chr20,47298872,47310055,3AS,False,156,288
ENSG00000101040.19,chr20,47209212,47210897,PAS,True,42,351
ENSG00000101040.19,chr20,47369041,47369353,TSS,True,112,352
ENSG00000131043.11,chr20,36236256,36236503,TSS,False,119,626
ENSG00000101191.16,chr20,62887216,62894194,PAS,True,203,244
ENSG00000101191.16,chr20,62895005,62896392,PAS,True,208,242
ENSG00000101191.16,chr20,62904818,62906100,PAS,True,118,241
ENSG00000101191.16,chr20,62937795,62937943,TSS,False,142,253
ENSG00000101191.16,chr20,62926431,62926528,TSS,True,138,253
ENSG00000078747.14,chr20,34369470,34393790,3AS,False,126,146
ENSG00000078747.14,chr20,34507694,34510508,PAS,True,52,150
ENSG00000078747.14,chr20,34481065,34481569,PAS,True,127,150
ENSG00000240849.10,chr20,50123764,50125179,PAS,True,20,116
ENSG00000240849.10,chr20,50124169,50128187,PAS,True,96,115
ENSG00000240849.10,chr20,50153516,50153752,TSS,True,15,127
ENSG00000101384.12,chr20,10637682,10639955,PAS,True,13,120
ENSG00000101384.12,chr20,10673449,10674044,TSS,False,48,128
ENSG00000242372.7,chr20,35280118,35284175,ES,False,44,390
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,93,396
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,322,396
ENSG00000198171.12,chr20,3204536,3204692,TSS,False,28,156
ENSG00000198171.12,chr20,3203499,3204411,TSS,True,135,156
ENSG00000101138.11,chr20,56392713,56395520,5AS,False,220,250
ENSG00000101138.11,chr20,56392363,56392538,TSS,True,264,402
ENSG00000101138.11,chr20,56392378,56392713,TSS,True,180,402
ENSG00000125877.12,chr20,3218632,3221840,ES,True,139,159
ENSG00000125877.12,chr20,3209463,3209617,TSS,True,20,161
ENSG00000101158.13,chr20,58993675,58994109,5AS,False,65,469
ENSG00000101158.13,chr20,58993675,58994109,IR,False,65,102
ENSG00000101158.13,chr20,58994641,58995133,PAS,True,60,538
ENSG00000244462.7,chr20,35664759,35664906,TSS,True,142,228
ENSG00000244462.7,chr20,35664801,35664904,TSS,True,202,228
ENSG00000101346.13,chr20,32207843,32208065,TSS,True,44,255
ENSG00000125871.13,chr20,17969141,17969800,IR,True,283,354
ENSG00000125871.13,chr20,17968896,17969141,TSS,True,94,378
ENSG00000125871.13,chr20,17969017,17970370,TSS,True,313,378
ENSG00000125970.11,chr20,34073635,34075873,ES,False,87,415
ENSG00000087586.17,chr20,56388202,56392167,ME,False,90,112
ENSG00000087586.17,chr20,56388202,56390555,ES,False,213,354
ENSG00000087586.17,chr20,56388202,56391942,ES,False,73,171
ENSG00000087586.17,chr20,56388202,56392153,ES,False,128,253
ENSG00000087586.17,chr20,56388202,56392153,5AS,False,128,298
ENSG00000087586.17,chr20,56388202,56392167,ES,False,155,324
ENSG00000087586.17,chr20,56388202,56392167,5AS,False,155,578
ENSG00000087586.17,chr20,56388784,56392167,5AS,False,22,125
ENSG00000087586.17,chr20,56390665,56392153,5AS,False,111,196
ENSG00000087586.17,chr20,56390665,56392167,5AS,False,146,342
ENSG00000087586.17,chr20,56391942,56392215,TSS,True,597,768
ENSG00000087586.17,chr20,56392153,56392250,TSS,True,515,768
ENSG00000087586.17,chr20,56392167,56392427,TSS,True,444,768
ENSG00000197114.11,chr20,63708118,63708552,5AS,False,115,196
ENSG00000197114.11,chr20,63733739,63734704,IR,False,158,176
ENSG00000197114.11,chr20,63708001,63708118,TSS,True,90,205
ENSG00000197114.11,chr20,63708034,63708188,TSS,True,141,205
ENSG00000125968.8,chr20,31605285,31605813,TSS,False,108,698
ENSG00000101052.12,chr20,43591029,43594692,5AS,False,98,267
ENSG00000101052.12,chr20,43590924,43591029,TSS,False,188,286
ENSG00000101052.12,chr20,43590915,43591054,TSS,True,116,286
ENSG00000149600.11,chr20,32728139,32743307,3AS,False,19,152
ENSG00000172315.5,chr20,46689131,46689443,TSS,False,15,145
ENSG00000124214.19,chr20,49124587,49135832,3AS,False,253,326
ENSG00000124214.19,chr20,49113337,49114893,PAS,True,56,480
ENSG00000124214.19,chr20,49117776,49117963,TSS,True,324,450
ENSG00000124214.19,chr20,49188115,49188417,TSS,False,168,495
ENSG00000089006.16,chr20,17968374,17968838,TSS,True,609,713
ENSG00000089006.16,chr20,17968699,17968940,TSS,True,133,713
ENSG00000204070.9,chr20,45363135,45363315,TSS,True,20,160
ENSG00000204070.9,chr20,45363478,45363693,TSS,True,140,160
ENSG00000101246.19,chr20,63700530,63700601,IR,False,202,254
ENSG00000101246.19,chr20,63707092,63707866,5AS,True,113,131
ENSG00000101246.19,chr20,63707092,63707866,3AS,False,113,217
ENSG00000101246.19,chr20,63698642,63700530,PAS,True,56,257
ENSG00000101246.19,chr20,63698643,63700702,PAS,True,209,257
ENSG00000101246.19,chr20,63707866,63708027,TSS,True,45,262
ENSG00000025293.16,chr20,35913248,35913338,PAS,True,63,208
ENSG00000025293.16,chr20,35899369,35899648,PAS,False,164,208
ENSG00000101294.17,chr20,31561736,31569119,ES,False,175,1351
ENSG00000101294.17,chr20,31514410,31514734,TSS,True,208,1400
ENSG00000101294.17,chr20,31547373,31549114,TSS,True,1217,1366
ENSG00000125863.19,chr20,10401610,10405687,PAS,True,30,206
ENSG00000125863.19,chr20,10413531,10413931,PAS,True,176,206
ENSG00000125835.18,chr20,2461793,2462635,3AS,False,224,1065
ENSG00000125835.18,chr20,2461633,2461939,PAS,True,239,1080
ENSG00000125835.18,chr20,2461633,2461793,PAS,True,868,1092
ENSG00000124145.6,chr20,45348324,45348430,TSS,False,16,100
ENSG00000175110.11,chr3,139344198,139346880,3AS,False,26,208
ENSG00000229271.1,chr3,16648612,16697378,ES,True,149,192
ENSG00000229271.1,chr3,16647672,16648612,PAS,True,34,206
ENSG00000082781.11,chr3,124886930,124887685,TSS,False,99,114
ENSG00000082781.11,chr3,124901265,124901415,TSS,True,100,114
ENSG00000082781.11,chr3,124887599,124887857,TSS,True,89,114
ENSG00000168036.17,chr3,41239354,41239659,IR,False,132,257
ENSG00000168036.17,chr3,41239354,41239812,3AS,False,18,150
ENSG00000168036.17,chr3,41239354,41239812,IR,False,18,143
ENSG00000168036.17,chr3,41239354,41239818,3AS,False,192,342
ENSG00000168036.17,chr3,41239354,41239818,IR,False,192,317
ENSG00000168036.17,chr3,41199199,41199670,TSS,True,91,502
ENSG00000168036.17,chr3,41239659,41240446,PAS,True,367,499
ENSG00000168036.17,chr3,41239133,41240445,PAS,True,372,497
ENSG00000168036.17,chr3,41239818,41240452,PAS,True,310,502
ENSG00000173226.16,chr3,121826180,121828860,ES,False,45,275
ENSG00000173890.16,chr3,170037933,170038215,TSS,False,16,124
ENSG00000214706.10,chr3,50288271,50288408,IR,False,945,1078
ENSG00000214706.10,chr3,50286002,50288271,PAS,False,160,1095
ENSG00000163660.11,chr3,157153156,157158865,ES,False,68,118
ENSG00000163660.11,chr3,157147552,157148589,PAS,True,79,128
ENSG00000163660.11,chr3,157147795,157149977,PAS,False,98,128
ENSG00000163660.11,chr3,157150013,157150169,PAS,True,100,128
ENSG00000047849.21,chr3,47850688,47853039,PAS,True,327,374
ENSG00000047849.21,chr3,47915530,47917174,PAS,False,46,308
ENSG00000047849.21,chr3,47853162,47853298,TSS,True,142,178
ENSG00000047849.21,chr3,48088772,48089274,TSS,True,182,479
ENSG00000214160.9,chr3,184243630,184244600,ES,True,31,202
ENSG00000214160.9,chr3,184245812,184248781,5AS,False,44,192
ENSG00000214160.9,chr3,184248781,184248971,TSS,True,167,212
ENSG00000214160.9,chr3,184248744,184248965,TSS,True,63,212
ENSG00000240303.7,chr3,132659602,132660757,TSS,True,20,154
ENSG00000164087.7,chr3,52075985,52122378,ES,False,129,365
ENSG00000164087.7,chr3,52075985,52125112,ME,True,128,148
ENSG00000163714.17,chr3,143021382,143021472,5AS,False,80,147
