gene,chr,start,end,splice_type,novel,HL-60_ENCFF810FRP_in_cov,HL-60_ENCFF810FRP_total_cov
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,963,1204
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,301,466
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,295,466
ENSG00000120694.19,chr13,31143790,31143923,PAS,True,405,466
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,129,466
ENSG00000120694.19,chr13,31161981,31162365,TSS,True,353,466
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,143,1391
ENSG00000133114.17,chr13,45027784,45029060,PAS,True,73,115
ENSG00000133114.17,chr13,45029238,45031924,PAS,False,79,115
ENSG00000133114.17,chr13,45031091,45032292,PAS,True,103,115
ENSG00000083535.15,chr13,72782349,72792446,ES,False,57,355
ENSG00000083535.15,chr13,73015868,73017752,PAS,True,109,362
ENSG00000253710.3,chr13,52012462,52018912,ES,True,129,156
ENSG00000253710.3,chr13,52012462,52024005,ES,True,18,152
ENSG00000253710.3,chr13,52012462,52028318,ES,False,73,231
ENSG00000253710.3,chr13,52028318,52033657,PAS,True,41,280
ENSG00000125257.14,chr13,95301240,95301925,TSS,True,20,100
ENSG00000139668.8,chr13,51660663,51703595,ES,True,38,212
ENSG00000139668.8,chr13,51759739,51766799,PAS,False,97,223
ENSG00000139668.8,chr13,51751309,51754110,PAS,True,178,221
ENSG00000139668.8,chr13,51752862,51754110,PAS,False,188,221
ENSG00000102710.19,chr13,37009809,37012191,ES,False,89,123
ENSG00000102710.19,chr13,37017328,37019341,3AS,False,18,123
ENSG00000102710.19,chr13,37022080,37024034,3AS,False,99,123
ENSG00000102710.19,chr13,37045373,37047534,3AS,False,93,140
ENSG00000102710.19,chr13,37047936,37051487,ES,False,24,141
ENSG00000102710.19,chr13,37051583,37059558,5AS,False,119,133
ENSG00000102710.19,chr13,37009310,37009809,PAS,True,26,150
ENSG00000102710.19,chr13,37059558,37059735,TSS,True,22,150
ENSG00000139514.12,chr13,29595415,29595780,TSS,False,75,107
ENSG00000106635.7,chr7,73540052,73552166,ES,False,15,127
ENSG00000106635.7,chr7,73557486,73558010,TSS,True,92,136
ENSG00000106635.7,chr7,73557040,73557265,TSS,True,47,136
ENSG00000106462.10,chr7,148816778,148817221,IR,False,195,252
ENSG00000106462.10,chr7,148817391,148817876,IR,False,193,245
ENSG00000106462.10,chr7,148818117,148819595,ES,False,242,273
ENSG00000106462.10,chr7,148832750,148846469,ES,False,117,132
ENSG00000106462.10,chr7,148832750,148846496,5AS,False,70,203
ENSG00000106462.10,chr7,148832750,148884163,ES,True,46,255
ENSG00000106462.10,chr7,148807364,148807706,PAS,True,38,296
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,27,127
ENSG00000106608.16,chr7,43926131,43926753,TSS,True,111,132
ENSG00000164548.10,chr7,23504779,23505569,PAS,False,63,129
ENSG00000164548.10,chr7,23531788,23532023,TSS,True,63,129
ENSG00000128513.14,chr7,124863640,124892265,ES,False,17,150
ENSG00000128513.14,chr7,124928996,124929793,3AS,False,43,123
ENSG00000128513.14,chr7,124929793,124929983,TSS,False,37,160
ENSG00000128513.14,chr7,124928814,124929002,TSS,True,136,160
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,511,682
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,174,684
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,161,1410
ENSG00000006625.17,chr7,30498938,30504568,ES,False,78,409
ENSG00000106009.15,chr7,2537797,2538764,PAS,True,16,159
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,124,159
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,51,159
ENSG00000086730.16,chr7,74210088,74215946,ES,False,475,2265
ENSG00000086730.16,chr7,74214940,74215946,5AS,False,206,1751
ENSG00000178234.12,chr7,152094522,152103111,ES,False,22,154
ENSG00000164818.15,chr7,726661,727315,TSS,True,26,111
ENSG00000166526.16,chr7,100075630,100081634,ES,False,31,196
ENSG00000166526.16,chr7,100077433,100079539,5AS,True,15,130
ENSG00000166526.16,chr7,100077433,100081634,ES,False,30,155
ENSG00000166526.16,chr7,100081634,100081764,TSS,True,23,219
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,1412,1598
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,197,1620
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,1433,1620
ENSG00000122566.21,chr7,26197732,26200571,ES,False,317,431
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,392,458
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,104,456
ENSG00000133606.10,chr7,140479159,140479524,TSS,True,21,122
ENSG00000002822.15,chr7,1980541,2014501,ES,True,85,741
ENSG00000002822.15,chr7,2222754,2229983,ES,False,78,533
ENSG00000002822.15,chr7,2230724,2232871,3AS,False,61,524
ENSG00000002822.15,chr7,2230727,2232871,3AS,True,392,463
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,510,1036
ENSG00000002822.15,chr7,1940087,1940563,TSS,False,830,1012
ENSG00000002822.15,chr7,2079697,2080158,TSS,False,862,1013
ENSG00000011275.18,chr7,5741644,5752845,3AS,False,91,162
ENSG00000011275.18,chr7,5620041,5623179,PAS,True,76,171
ENSG00000011275.18,chr7,5725321,5725438,PAS,True,137,170
ENSG00000166925.8,chr7,100477459,100478793,3AS,False,113,149
ENSG00000263001.5,chr7,74716950,74728785,ES,False,195,404
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,162,430
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,64,449
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,387,445
ENSG00000003147.18,chr7,8232752,8235909,3AS,False,30,162
ENSG00000003147.18,chr7,8235940,8262093,3AS,True,25,157
ENSG00000003147.18,chr7,8113183,8114044,PAS,True,20,164
ENSG00000232956.8,chr7,44983322,44983821,IR,True,121,331
ENSG00000232956.8,chr7,44984046,44984356,IR,False,128,331
ENSG00000232956.8,chr7,44984426,44986020,IR,False,223,325
ENSG00000232956.8,chr7,44983022,44983322,PAS,True,210,331
ENSG00000232956.8,chr7,44983027,44986097,PAS,True,257,329
ENSG00000232956.8,chr7,44983025,44984426,PAS,True,239,331
ENSG00000232956.8,chr7,44983025,44984046,PAS,True,293,331
ENSG00000122678.16,chr7,44073377,44073624,3AS,False,109,183
ENSG00000122678.16,chr7,44074530,44078755,5AS,False,24,159
ENSG00000122678.16,chr7,44069920,44073430,PAS,True,121,195
ENSG00000122678.16,chr7,44069913,44073377,PAS,True,86,195
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,40,164
ENSG00000005486.16,chr7,75879260,75881828,ES,False,182,210
ENSG00000106477.18,chr7,130399039,130400706,ES,False,19,168
ENSG00000146918.19,chr7,158631717,158644288,ES,True,247,277
ENSG00000146757.13,chr7,65374000,65398340,ES,False,49,241
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,93,336
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,257,339
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,86,339
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,275,338
ENSG00000169919.16,chr7,65974704,65976014,ES,False,232,819
ENSG00000267645.5,chr7,102640773,102666076,ES,True,281,337
ENSG00000267645.5,chr7,102666163,102668914,ES,True,246,336
ENSG00000164896.19,chr7,151077236,151077309,IR,False,135,153
ENSG00000091073.19,chr7,76492253,76500440,ES,False,95,157
ENSG00000091073.19,chr7,76461629,76461836,TSS,True,72,163
ENSG00000091073.19,chr7,76479823,76479910,TSS,True,115,162
ENSG00000106460.18,chr7,12211425,12214808,5AS,False,141,160
ENSG00000106460.18,chr7,12211212,12211425,TSS,True,27,168
ENSG00000106460.18,chr7,12211232,12211547,TSS,True,149,168
ENSG00000106290.14,chr7,100114268,100119328,5AS,False,44,231
ENSG00000106290.14,chr7,100119328,100119365,TSS,True,206,252
ENSG00000106290.14,chr7,100119203,100119373,TSS,True,77,252
ENSG00000164597.13,chr7,107200133,107203630,PAS,True,45,221
ENSG00000130429.14,chr7,99374781,99377357,3AS,False,65,118
ENSG00000130429.14,chr7,99377439,99385701,5AS,False,41,119
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,20,147
ENSG00000214253.8,chr7,101244959,101245094,TSS,False,16,106
ENSG00000128595.16,chr7,128748804,128758870,ME,False,460,1286
ENSG00000173041.11,chr7,64522500,64562924,ES,True,38,112
ENSG00000173041.11,chr7,64498900,64501373,PAS,True,107,127
ENSG00000173041.11,chr7,64519873,64522500,PAS,True,33,127
ENSG00000225648.5,chr7,72829783,72831601,ES,False,97,175
ENSG00000164649.19,chr7,21908507,21916753,ES,False,312,928
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,237,616
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,78,213
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,75,214
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,151,222
ENSG00000087087.19,chr7,100884127,100885040,TSS,False,76,216
ENSG00000105793.15,chr7,90384891,90387489,PAS,True,11,102
ENSG00000164828.17,chr7,816673,838797,ES,False,58,167
ENSG00000164828.17,chr7,843520,849922,ES,False,22,117
ENSG00000164828.17,chr7,843520,851383,ES,False,21,144
ENSG00000164828.17,chr7,852667,852809,IR,False,97,108
ENSG00000164828.17,chr7,852667,852812,3AS,False,42,139
ENSG00000164828.17,chr7,815868,816673,TSS,True,19,187
ENSG00000164828.17,chr7,873214,874920,PAS,True,34,187
ENSG00000164828.17,chr7,843340,845538,PAS,True,154,179
ENSG00000013374.16,chr7,151341846,151345347,5AS,False,128,145
ENSG00000013374.16,chr7,151374201,151375847,5AS,False,90,114
ENSG00000013374.16,chr7,151341680,151341846,TSS,False,31,160
ENSG00000013374.16,chr7,151341779,151341965,TSS,True,143,160
ENSG00000013374.16,chr7,151377046,151378459,PAS,True,35,156
ENSG00000013374.16,chr7,151361058,151363453,PAS,True,136,153
ENSG00000135241.16,chr7,108526028,108526336,TSS,True,16,104
ENSG00000159840.15,chr7,143381409,143381559,3AS,True,129,263
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,93,358
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,297,358
ENSG00000006634.7,chr7,87878133,87884978,5AS,False,14,100
ENSG00000006634.7,chr7,87907187,87909553,PAS,True,43,105
ENSG00000006634.7,chr7,87904291,87904415,PAS,True,71,105
ENSG00000070669.16,chr7,97869813,97872040,5AS,False,70,120
ENSG00000070669.16,chr7,97872350,97872508,TSS,True,251,994
ENSG00000070669.16,chr7,97858277,97858404,TSS,False,878,994
ENSG00000136213.9,chr7,2403645,2432562,5AS,False,391,593
ENSG00000136213.9,chr7,2403570,2403659,TSS,True,436,622
ENSG00000136213.9,chr7,2403565,2403645,TSS,False,231,622
ENSG00000105953.14,chr7,44707878,44709071,PAS,True,17,104
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,51,267
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,237,266
ENSG00000197448.13,chr7,143264167,143264547,IR,False,266,298
ENSG00000197448.13,chr7,143264676,143264991,IR,False,255,301
ENSG00000197448.13,chr7,143265092,143265260,IR,False,192,291
ENSG00000197448.13,chr7,143265092,143267616,5AS,False,12,109
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,32,307
ENSG00000197448.13,chr7,143268787,143272491,PAS,True,35,306
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,310,1141
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,377,1216
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,903,1216
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,100,160
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,65,170
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,107,170
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,33,252
ENSG00000132436.11,chr7,50447297,50450300,ES,False,11,101
ENSG00000132436.11,chr7,50444128,50447297,PAS,True,26,123
ENSG00000132436.11,chr7,50447754,50449723,PAS,True,102,121
ENSG00000136247.14,chr7,6577498,6577589,IR,False,120,141
ENSG00000136247.14,chr7,6577498,6578565,ES,False,62,160
ENSG00000136247.14,chr7,6577720,6578565,3AS,False,161,202
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,90,279
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,197,279
ENSG00000136243.16,chr7,23187146,23196679,ES,True,28,247
ENSG00000221838.9,chr7,100106003,100106240,IR,False,115,131
ENSG00000221838.9,chr7,100106291,100106402,IR,True,113,130
ENSG00000106261.16,chr7,100015578,100015726,TSS,True,22,209
ENSG00000106344.8,chr7,128335679,128335846,IR,False,109,133
ENSG00000106344.8,chr7,128302760,128310931,PAS,True,28,146
ENSG00000196262.13,chr7,44796648,44796793,TSS,True,62,469
ENSG00000059377.16,chr7,139961918,139963737,PAS,True,551,656
ENSG00000059377.16,chr7,140020024,140020323,PAS,True,134,658
ENSG00000010270.13,chr7,38178420,38207446,ES,False,241,283
ENSG00000105939.12,chr7,139078653,139079469,5AS,False,147,175
ENSG00000105939.12,chr7,139043514,139047853,PAS,True,108,180
ENSG00000105939.12,chr7,139060338,139061138,PAS,True,114,178
ENSG00000105939.12,chr7,139052309,139053581,PAS,True,159,178
ENSG00000146733.13,chr7,56051137,56051597,TSS,True,182,245
ENSG00000146733.13,chr7,56033960,56034583,TSS,True,74,245
ENSG00000155849.15,chr7,37315960,37342612,5AS,True,321,358
ENSG00000155849.15,chr7,37342612,37342837,TSS,False,97,388
ENSG00000197008.9,chr7,64794571,64831450,ES,False,98,109
ENSG00000048405.9,chr7,127377329,127391496,ES,True,35,126
ENSG00000048405.9,chr7,127391615,127392064,5AS,False,24,117
ENSG00000048405.9,chr7,127392059,127392718,TSS,True,38,131
ENSG00000048405.9,chr7,127392064,127392704,TSS,False,107,131
ENSG00000105875.13,chr7,135211379,135211625,TSS,False,19,167
ENSG00000075303.12,chr7,87856351,87858630,3AS,False,96,112
ENSG00000075303.12,chr7,87876095,87876987,TSS,True,21,114
ENSG00000075303.12,chr7,87858630,87858707,TSS,True,95,114
ENSG00000122687.17,chr7,2235564,2239417,ES,False,276,372
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,78,302
ENSG00000122687.17,chr7,2239676,2242161,IR,True,78,103
ENSG00000122687.17,chr7,2239707,2242161,5AS,True,224,249
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,84,386
ENSG00000122687.17,chr7,2239417,2239708,TSS,True,336,386
ENSG00000106355.9,chr7,32490319,32490418,TSS,False,11,100
ENSG00000130305.16,chr7,73302513,73303529,PAS,True,66,615
ENSG00000106100.10,chr7,30422230,30425710,PAS,True,31,109
ENSG00000106100.10,chr7,30446966,30447050,PAS,True,88,106
ENSG00000106100.10,chr7,30478605,30478844,TSS,True,12,111
ENSG00000106628.10,chr7,44114970,44115294,IR,True,16,100
ENSG00000106628.10,chr7,44115354,44115765,IR,True,35,157
ENSG00000106628.10,chr7,44115396,44115802,IR,True,15,138
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,325,2213
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,1917,2213
ENSG00000122783.16,chr7,135167807,135168785,5AS,False,19,100
ENSG00000122783.16,chr7,135162462,135166871,PAS,True,19,119
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,79,119
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,60,119
ENSG00000122783.16,chr7,135170275,135170495,TSS,True,105,119
ENSG00000106348.17,chr7,128403754,128409755,ES,False,11,106
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,376,483
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,134,483
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,234,561
ENSG00000122545.19,chr7,35801270,35832803,3AS,False,36,234
ENSG00000122545.19,chr7,35904253,35907110,PAS,True,84,246
ENSG00000122545.19,chr7,35903075,35903215,PAS,False,203,246
ENSG00000136231.13,chr7,23310207,23312460,PAS,True,60,170
ENSG00000136231.13,chr7,23312155,23313653,PAS,True,140,170
ENSG00000136231.13,chr7,23469935,23470817,TSS,True,24,173
ENSG00000136280.16,chr7,45027797,45063917,ES,False,81,185
ENSG00000136280.16,chr7,45027006,45027797,TSS,True,36,237
ENSG00000158623.14,chr7,130506237,130506806,PAS,True,32,244
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,52,252
ENSG00000131558.14,chr7,134064290,134065765,PAS,True,49,306
ENSG00000160993.3,chr7,102457981,102459607,5AS,True,20,120
ENSG00000122643.19,chr7,33026915,33062567,ES,False,121,372
ENSG00000105856.13,chr7,107169027,107179878,5AS,False,111,181
ENSG00000105856.13,chr7,107168978,107169027,TSS,False,95,212
ENSG00000105856.13,chr7,107168992,107169185,TSS,True,132,212
ENSG00000105856.13,chr7,107201413,107202528,PAS,True,47,211
ENSG00000105856.13,chr7,107200159,107202527,PAS,True,177,210
ENSG00000165055.15,chr7,128476875,128477081,IR,False,123,151
ENSG00000165055.15,chr7,128476725,128476875,TSS,True,29,153
ENSG00000165055.15,chr7,128476747,128477173,TSS,True,125,153
ENSG00000165055.15,chr7,128501761,128504078,PAS,True,37,153
ENSG00000126522.16,chr7,66075735,66075856,TSS,False,121,207
ENSG00000126522.16,chr7,66075799,66076093,TSS,True,87,207
ENSG00000160991.15,chr7,102433661,102436224,3AS,False,297,340
ENSG00000160991.15,chr7,102433661,102438943,ES,False,143,478
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,49,439
ENSG00000129103.17,chr7,56073111,56076833,ME,False,19,181
ENSG00000129103.17,chr7,56074218,56076833,ES,False,169,1634
ENSG00000088298.12,chr20,35131783,35134737,ES,True,436,501
ENSG00000088325.15,chr20,31797515,31798385,3AS,True,71,584
ENSG00000088325.15,chr20,31800969,31801804,PAS,False,373,952
ENSG00000088325.15,chr20,31783704,31785268,PAS,True,714,950
ENSG00000196756.11,chr20,38421098,38426418,ES,False,19,107
ENSG00000196756.11,chr20,38434626,38435196,5AS,False,59,116
ENSG00000196756.11,chr20,38435026,38435387,TSS,True,62,119
ENSG00000196756.11,chr20,38435196,38435381,TSS,True,60,119
ENSG00000080189.14,chr20,46352185,46354881,3AS,True,38,254
ENSG00000080189.14,chr20,46355241,46356573,ES,False,26,230
ENSG00000080189.14,chr20,46358763,46364370,3AS,False,181,206
ENSG00000080189.14,chr20,46364370,46364449,TSS,True,63,270
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,140,354
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,216,360
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,144,360
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,457,937
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,554,956
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,393,554
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,352,554
ENSG00000124228.14,chr20,49239235,49239342,PAS,True,393,554
ENSG00000101187.15,chr20,62667910,62668476,ES,False,25,187
ENSG00000101187.15,chr20,62642414,62642553,TSS,True,24,216
ENSG00000101187.15,chr20,62671749,62672621,PAS,True,40,216
ENSG00000000419.12,chr20,50940933,50942030,ES,False,71,109
ENSG00000101109.11,chr20,45024972,45027450,PAS,True,24,108
ENSG00000100983.10,chr20,34928951,34929400,IR,True,430,493
ENSG00000100983.10,chr20,34942627,34942930,IR,False,420,486
ENSG00000100983.10,chr20,34928430,34928951,PAS,True,73,506
ENSG00000100983.10,chr20,34928432,34929590,PAS,True,443,506
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,403,696
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,492,776
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,371,776
ENSG00000101337.15,chr20,32109517,32109755,TSS,False,70,497
ENSG00000101236.16,chr20,3934201,3934993,ES,True,318,374
ENSG00000101236.16,chr20,3964024,4015436,ES,True,349,396
ENSG00000101236.16,chr20,3931420,3934201,PAS,True,44,418
ENSG00000149636.15,chr20,36771193,36771424,IR,False,160,200
ENSG00000149636.15,chr20,36771193,36773661,ES,False,106,254
ENSG00000149636.15,chr20,36771193,36773661,5AS,False,106,120
ENSG00000149636.15,chr20,36771193,36773661,3AS,False,106,120
ENSG00000149636.15,chr20,36771193,36773661,IR,True,106,136
ENSG00000149636.15,chr20,36771473,36773661,IR,True,174,205
ENSG00000149636.15,chr20,36751793,36752897,PAS,True,81,436
ENSG00000149636.15,chr20,36773661,36774298,TSS,True,133,436
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,282,1300
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,366,1384
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,1099,1384
ENSG00000089063.14,chr20,5106222,5109331,3AS,True,65,504
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,52,513
ENSG00000025772.7,chr20,44943579,44951832,ES,True,33,214
ENSG00000171700.13,chr20,64076646,64077109,5AS,True,45,263
ENSG00000171700.13,chr20,64076646,64079293,ES,False,299,598
ENSG00000171700.13,chr20,64076646,64079872,ES,True,87,151
ENSG00000171700.13,chr20,64076954,64077109,IR,True,40,259
ENSG00000171700.13,chr20,64079872,64079989,TSS,False,926,1081
ENSG00000171700.13,chr20,64076856,64078615,TSS,True,859,1080
ENSG00000171700.13,chr20,64079293,64079889,TSS,True,478,1081
ENSG00000100991.11,chr20,35021332,35035122,3AS,False,1473,2890
ENSG00000101181.17,chr20,62183057,62195801,ES,True,41,207
ENSG00000101181.17,chr20,62183001,62183057,TSS,True,128,339
ENSG00000101181.17,chr20,62191029,62193624,TSS,True,231,339
ENSG00000101181.17,chr20,62200682,62203568,PAS,True,69,339
ENSG00000101181.17,chr20,62203083,62203568,PAS,False,284,339
ENSG00000100994.11,chr20,25248012,25248421,TSS,False,22,205
ENSG00000100994.11,chr20,25296369,25298014,PAS,True,21,201
ENSG00000130706.12,chr20,62303045,62303567,5AS,True,132,1142
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,174,1186
ENSG00000130706.12,chr20,62302818,62303045,TSS,True,1053,1186
ENSG00000101407.12,chr20,37983009,37983639,PAS,True,24,115
ENSG00000101407.12,chr20,38011183,38013857,PAS,True,94,108
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,113,360
ENSG00000131051.22,chr20,35739017,35740524,IR,False,47,158
ENSG00000131051.22,chr20,35739017,35740823,ES,False,219,269
ENSG00000131051.22,chr20,35739017,35740823,3AS,True,219,295
ENSG00000131051.22,chr20,35739017,35740823,IR,False,219,254
ENSG00000131051.22,chr20,35740597,35740823,IR,False,131,168
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,43,408
ENSG00000101361.16,chr20,2656034,2656400,5AS,False,223,250
ENSG00000101361.16,chr20,2656034,2656400,IR,False,223,256
ENSG00000101361.16,chr20,2657928,2658393,PAS,False,228,284
ENSG00000101361.16,chr20,2657080,2658394,PAS,True,57,284
ENSG00000126001.15,chr20,35465825,35466038,3AS,True,117,133
ENSG00000126001.15,chr20,35455104,35455242,TSS,True,89,151
ENSG00000126001.15,chr20,35455134,35455516,TSS,False,135,151
ENSG00000126001.15,chr20,35455104,35455751,TSS,True,104,151
ENSG00000126001.15,chr20,35477870,35478179,PAS,True,60,134
ENSG00000126001.15,chr20,35490636,35490703,PAS,True,119,135
ENSG00000126001.15,chr20,35511362,35512165,PAS,True,134,151
ENSG00000126001.15,chr20,35469889,35470177,PAS,True,100,134
ENSG00000062598.17,chr20,46393143,46394048,ES,False,25,210
ENSG00000062598.17,chr20,46394503,46398696,3AS,False,61,137
ENSG00000062598.17,chr20,46394503,46406547,ES,False,41,103
ENSG00000062598.17,chr20,46394503,46406547,3AS,False,41,161
ENSG00000062598.17,chr20,46394532,46406547,ES,False,45,119
ENSG00000197586.12,chr20,25195867,25207075,ES,False,103,181
ENSG00000197586.12,chr20,25195867,25209848,ES,False,180,418
ENSG00000197586.12,chr20,25206590,25207078,3AS,False,41,116
ENSG00000197586.12,chr20,25218614,25222837,ES,False,248,414
ENSG00000197586.12,chr20,25224157,25225204,3AS,False,301,439
ENSG00000125818.17,chr20,1166226,1167794,PAS,True,562,665
ENSG00000125818.17,chr20,1165028,1167316,PAS,True,155,663
ENSG00000125826.20,chr20,408779,409880,3AS,False,658,734
ENSG00000125826.20,chr20,419731,422126,ES,False,279,689
ENSG00000125826.20,chr20,410411,410764,PAS,False,687,792
ENSG00000125826.20,chr20,430349,432139,PAS,True,118,820
ENSG00000088970.15,chr20,21205530,21214534,5AS,False,33,142
ENSG00000088970.15,chr20,21246478,21246623,PAS,True,59,181
ENSG00000088970.15,chr20,21205490,21205676,PAS,True,150,177
ENSG00000101365.20,chr20,2658522,2658758,5AS,False,74,143
ENSG00000101365.20,chr20,2658522,2658758,IR,False,74,584
ENSG00000101365.20,chr20,2658522,2659524,ES,False,95,238
ENSG00000101365.20,chr20,2658522,2659524,3AS,False,95,583
ENSG00000101365.20,chr20,2658522,2659524,IR,True,95,114
ENSG00000101365.20,chr20,2659793,2660067,5AS,False,97,690
ENSG00000101365.20,chr20,2659793,2660067,IR,False,97,145
ENSG00000101365.20,chr20,2658393,2658837,PAS,True,261,747
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,511,749
ENSG00000101343.14,chr20,20033314,20036362,PAS,True,29,177
ENSG00000101343.14,chr20,20036143,20037571,PAS,True,157,177
ENSG00000101194.17,chr20,62962722,62963272,5AS,True,17,151
ENSG00000101194.17,chr20,62962734,62963272,5AS,False,48,134
ENSG00000101194.17,chr20,62962734,62963272,IR,False,48,109
ENSG00000101194.17,chr20,62962754,62963272,IR,False,86,147
ENSG00000101194.17,chr20,62963680,62964227,IR,True,139,214
ENSG00000101194.17,chr20,62952541,62952889,TSS,True,41,244
ENSG00000149474.13,chr20,18159265,18161822,3AS,False,81,124
ENSG00000149474.13,chr20,18137824,18138051,TSS,True,64,162
ENSG00000149474.13,chr20,18137850,18138444,TSS,True,120,162
ENSG00000149474.13,chr20,18187285,18188372,PAS,False,39,162
ENSG00000149474.13,chr20,18142207,18143165,PAS,True,125,156
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,48,170
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,90,230
ENSG00000087460.24,chr20,58891995,58892209,TSS,True,204,230
ENSG00000101150.17,chr20,63873816,63882718,ES,False,216,539
ENSG00000215305.9,chr20,2862130,2862806,ES,True,58,526
ENSG00000198276.15,chr20,63941208,63944396,5AS,True,22,177
ENSG00000198276.15,chr20,63946640,63956259,3AS,True,52,180
ENSG00000101040.19,chr20,47210897,47220257,ES,False,112,125
ENSG00000101040.19,chr20,47236516,47238895,5AS,False,62,130
ENSG00000101040.19,chr20,47298872,47310055,3AS,False,52,119
ENSG00000101040.19,chr20,47356656,47357804,TSS,True,28,138
ENSG00000131043.11,chr20,36236256,36236503,TSS,False,82,429
ENSG00000131043.11,chr20,36236467,36236782,TSS,True,385,429
ENSG00000101191.16,chr20,62904818,62906100,PAS,True,69,282
ENSG00000101191.16,chr20,62937795,62937943,TSS,False,210,308
ENSG00000101191.16,chr20,62926431,62926528,TSS,True,132,308
ENSG00000101336.13,chr20,32052486,32071661,ES,False,238,279
ENSG00000101336.13,chr20,32073361,32073718,3AS,False,49,282
ENSG00000101182.14,chr20,62139197,62139780,IR,True,158,197
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,42,387
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,347,387
ENSG00000198171.12,chr20,3191238,3191764,IR,True,116,252
ENSG00000198171.12,chr20,3204536,3204692,TSS,False,51,272
ENSG00000198171.12,chr20,3203499,3204411,TSS,True,231,272
ENSG00000101138.11,chr20,56392363,56392538,TSS,True,209,248
