gene,chr,start,end,splice_type,novel,heart_right_ventricle_ENCFF305AFY_in_cov,heart_right_ventricle_ENCFF305AFY_total_cov
ENSG00000263753.7,chr18,5240647,5243657,PAS,False,118,170
ENSG00000168675.18,chr18,13612490,13612774,TSS,True,82,111
ENSG00000196628.16,chr18,55229076,55232520,5AS,False,57,109
ENSG00000196628.16,chr18,55589296,55589863,TSS,True,93,116
ENSG00000196628.16,chr18,55321669,55321842,TSS,True,64,115
ENSG00000085415.15,chr18,12984190,12986861,3AS,False,86,138
ENSG00000085415.15,chr18,12985239,12987706,PAS,True,89,141
ENSG00000085415.15,chr18,12986861,12987673,PAS,True,57,143
ENSG00000134759.13,chr18,36138872,36141136,ES,False,218,244
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,47,117
ENSG00000074695.5,chr18,59333090,59333181,TSS,True,97,111
ENSG00000141425.17,chr18,36067253,36067612,TSS,True,39,119
ENSG00000141425.17,chr18,36026899,36027020,TSS,True,106,119
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,70,230
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,63,294
ENSG00000066926.10,chr18,57586553,57586819,TSS,True,14,100
ENSG00000134775.15,chr18,36297627,36298000,TSS,True,87,160
ENSG00000134775.15,chr18,36779447,36780061,PAS,True,67,160
ENSG00000101605.12,chr18,3219802,3220010,TSS,True,951,1160
ENSG00000101605.12,chr18,3094169,3094281,TSS,True,847,1122
ENSG00000101605.12,chr18,3134649,3134754,TSS,True,759,1140
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,325,558
ENSG00000101608.12,chr18,3252133,3252325,TSS,False,259,540
ENSG00000198796.6,chr18,58480201,58482039,PAS,False,69,183
ENSG00000198796.6,chr18,58534833,58538889,TSS,False,46,122
ENSG00000198796.6,chr18,58628763,58629445,TSS,False,134,183
ENSG00000198796.6,chr18,58578813,58580798,TSS,True,160,183
ENSG00000166974.12,chr18,35041387,35041661,TSS,False,64,162
ENSG00000166974.12,chr18,35102040,35102159,TSS,True,138,157
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,115,461
ENSG00000154845.15,chr18,9562075,9563377,ES,False,130,151
ENSG00000154845.15,chr18,9595102,9614225,3AS,False,84,109
ENSG00000154845.15,chr18,9614477,9615023,TSS,True,62,161
ENSG00000154845.15,chr18,9570156,9571839,TSS,False,133,158
ENSG00000134769.21,chr18,34679592,34755975,ES,False,133,148
ENSG00000134769.21,chr18,34493253,34493514,TSS,True,225,258
ENSG00000134769.21,chr18,34493558,34494021,TSS,False,231,258
ENSG00000134769.21,chr18,34593317,34593538,TSS,True,186,258
ENSG00000134769.21,chr18,34710258,34710445,TSS,True,212,256
ENSG00000134769.21,chr18,34794060,34794250,TSS,True,229,255
ENSG00000134769.21,chr18,34866110,34868170,PAS,True,148,248
ENSG00000134769.21,chr18,34829040,34829339,PAS,False,105,240
ENSG00000075336.11,chr18,74158276,74158375,IR,False,221,258
ENSG00000075336.11,chr18,74158375,74160512,PAS,True,39,262
ENSG00000075336.11,chr18,74158170,74158963,PAS,True,226,262
ENSG00000082212.12,chr18,50878680,50879308,TSS,True,23,140
ENSG00000141448.8,chr18,22171105,22172279,TSS,True,71,152
ENSG00000141448.8,chr18,22176523,22177121,TSS,True,129,152
ENSG00000141627.13,chr18,49460397,49460738,TSS,True,35,193
ENSG00000141627.13,chr18,49331863,49331955,TSS,True,171,192
ENSG00000177150.12,chr18,13726328,13726619,TSS,True,70,217
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,191,214
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,61,110
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,67,110
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,12,104
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,453,1134
ENSG00000170558.8,chr18,28013682,28013910,TSS,True,963,1133
ENSG00000091164.12,chr18,56603056,56610992,ES,False,52,182
ENSG00000091164.12,chr18,56602026,56603056,PAS,True,48,233
ENSG00000091164.12,chr18,56602900,56605384,PAS,True,202,233
ENSG00000173482.16,chr18,7774146,7774271,TSS,True,84,119
ENSG00000141644.17,chr18,50281362,50281805,TSS,True,45,104
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,94,542
ENSG00000182287.14,chrX,15827372,15845378,ES,False,61,506
ENSG00000067829.18,chrX,153794245,153794429,TSS,True,25,179
ENSG00000214717.11,chrX,2490769,2500816,3AS,False,67,236
ENSG00000214717.11,chrX,2486435,2490769,PAS,True,174,243
ENSG00000214717.11,chrX,2486424,2490772,PAS,True,70,243
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,73,310
ENSG00000130066.16,chrX,23783883,23784293,IR,False,19,173
ENSG00000130066.16,chrX,23783883,23785327,ES,False,117,136
ENSG00000130066.16,chrX,23783883,23785327,IR,True,117,270
ENSG00000130066.16,chrX,23784403,23785327,IR,True,20,173
ENSG00000130066.16,chrX,23783138,23783417,TSS,True,49,339
ENSG00000123562.16,chrX,103677051,103685170,ES,False,16,119
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,65,136
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,89,136
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,46,238
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,37,310
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,75,100
ENSG00000069535.13,chrX,43803404,43843669,ES,True,76,470
ENSG00000069535.13,chrX,43882253,43882534,TSS,True,116,588
ENSG00000101955.14,chrX,38174351,38220695,ES,False,44,407
ENSG00000198947.15,chrX,31119215,31121930,PAS,True,159,225
ENSG00000198947.15,chrX,32565727,32565881,PAS,True,97,127
ENSG00000198947.15,chrX,32573255,32573637,PAS,True,98,127
ENSG00000198947.15,chrX,32614376,32614453,PAS,True,83,122
ENSG00000198947.15,chrX,32390070,32390181,PAS,True,132,150
ENSG00000198947.15,chrX,33211281,33211552,TSS,True,124,236
ENSG00000073464.11,chrX,10156922,10157100,TSS,True,35,119
ENSG00000123130.16,chrX,23733217,23735918,ES,False,43,149
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,27,128
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,94,223
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,143,223
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,195,221
ENSG00000071889.16,chrX,154515812,154515909,IR,False,67,236
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,178,245
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,76,245
ENSG00000196924.15,chrX,154355072,154357433,ES,False,83,125
ENSG00000196924.15,chrX,154359483,154359649,TSS,False,429,491
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,287,491
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,114,164
ENSG00000147065.16,chrX,65731887,65731984,TSS,True,144,161
ENSG00000147065.16,chrX,65737301,65737338,TSS,True,142,159
ENSG00000129675.15,chrX,136767143,136767897,TSS,False,62,117
ENSG00000147010.17,chrX,19542193,19549973,ES,True,70,170
ENSG00000147010.17,chrX,19887306,19887702,TSS,True,166,191
ENSG00000147010.17,chrX,19569102,19569526,TSS,True,60,185
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,172,219
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,184,219
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,140,219
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,173,219
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,91,434
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,192,484
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,345,484
ENSG00000102038.15,chrX,129492093,129496749,ES,False,104,141
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,116,149
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,104,149
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,122,149
ENSG00000130985.16,chrX,47190712,47190950,TSS,False,143,159
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,95,159
ENSG00000124486.12,chrX,41085313,41086109,TSS,False,74,114
ENSG00000124486.12,chrX,41232386,41236579,PAS,True,48,112
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,685,1003
ENSG00000022267.16,chrX,136168175,136168288,TSS,True,901,1003
ENSG00000022267.16,chrX,136169737,136169980,TSS,True,898,1003
ENSG00000022267.16,chrX,136197023,136197134,TSS,True,885,1003
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,77,723
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,649,722
ENSG00000102181.20,chrX,150795486,150831230,ES,False,36,169
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,116,289
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,95,280
ENSG00000102024.17,chrX,115593273,115593632,TSS,True,206,280
ENSG00000102316.16,chrX,54815690,54815880,IR,True,265,327
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,123,330
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,253,330
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,62,330
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,270,330
ENSG00000185010.14,chrX,154835787,154837752,PAS,True,130,153
ENSG00000185010.14,chrX,154928873,154931676,PAS,False,13,129
ENSG00000185010.14,chrX,155022409,155022724,TSS,True,43,160
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,80,520
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,104,544
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,464,544
ENSG00000090776.5,chrX,68828969,68829904,TSS,False,67,100
ENSG00000102125.15,chrX,154413252,154413481,5AS,False,92,109
ENSG00000102125.15,chrX,154413567,154419542,ES,False,51,102
ENSG00000102125.15,chrX,154411512,154411952,TSS,True,39,141
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,41,115
ENSG00000131269.16,chrX,75114831,75156104,3AS,False,79,149
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,231,339
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,171,338
ENSG00000005893.15,chrX,120426148,120428626,PAS,False,279,339
ENSG00000047644.18,chrX,10117166,10117689,TSS,True,78,108
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,148,226
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,31,258
ENSG00000068366.19,chrX,109641329,109644186,PAS,True,45,121
ENSG00000068366.19,chrX,109663301,109663402,PAS,True,75,117
ENSG00000068366.19,chrX,109733138,109733373,TSS,True,24,129
ENSG00000085224.22,chrX,77683451,77683538,IR,False,17,168
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,21,134
ENSG00000085224.22,chrX,77688927,77696576,ES,False,20,133
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,131,152
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,20,169
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,40,185
ENSG00000085224.22,chrX,77785844,77786229,TSS,True,163,185
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,16,141
ENSG00000167393.17,chrX,373531,374072,TSS,False,39,107
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,36,117
ENSG00000157514.16,chrX,107775099,107775753,TSS,True,93,117
ENSG00000147403.16,chrX,154399941,154400463,IR,False,339,379
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,315,370
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,68,365
ENSG00000102580.14,chr13,95677091,95677337,TSS,True,44,154
ENSG00000102580.14,chr13,95790872,95794989,PAS,True,64,116
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,63,116
ENSG00000150401.14,chr13,113483839,113485436,TSS,True,185,231
ENSG00000150401.14,chr13,113490666,113490984,TSS,True,134,231
ENSG00000150401.14,chr13,113459311,113459379,TSS,True,185,230
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,33,103
ENSG00000244754.8,chr13,32538684,32538777,IR,False,32,102
ENSG00000244754.8,chr13,32432482,32432972,PAS,True,105,120
ENSG00000244754.8,chr13,32442765,32444126,PAS,True,58,116
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,86,116
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,85,120
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,87,120
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,81,120
ENSG00000134871.18,chr13,110507941,110508221,TSS,True,190,237
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,255,296
ENSG00000134871.18,chr13,110505605,110506606,TSS,True,198,237
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,61,287
ENSG00000134871.18,chr13,110484904,110484974,PAS,True,84,119
ENSG00000102683.7,chr13,23181075,23203694,ES,True,268,348
ENSG00000187498.15,chr13,110148868,110150444,PAS,True,62,309
ENSG00000187498.15,chr13,110176883,110177037,PAS,True,174,199
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,286,338
ENSG00000187498.15,chr13,110198466,110198638,TSS,True,279,325
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,88,254
ENSG00000088448.14,chr13,110893263,110906032,ES,False,87,103
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,19,115
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,30,126
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,54,177
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,58,181
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,127,181
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,32,179
ENSG00000183722.8,chr13,39342707,39344054,PAS,True,24,207
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,31,209
ENSG00000132938.19,chr13,29428413,29428896,TSS,True,23,157
ENSG00000102606.18,chr13,111281186,111283363,TSS,True,77,114
ENSG00000102606.18,chr13,111282743,111283399,TSS,True,96,114
ENSG00000120686.11,chr13,38359333,38360710,3AS,True,136,164
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,31,172
ENSG00000120686.11,chr13,38360040,38363006,PAS,True,143,172
ENSG00000174032.16,chr13,45393304,45396015,PAS,True,25,156
ENSG00000174032.16,chr13,45393315,45396318,PAS,True,133,156
ENSG00000174032.16,chr13,45418299,45418444,TSS,True,68,184
ENSG00000102753.9,chr13,49792437,49792685,TSS,False,21,156
ENSG00000213995.11,chr13,110615647,110622215,5AS,True,137,160
ENSG00000213995.11,chr13,110637249,110638377,3AS,True,166,192
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,72,210
ENSG00000213995.11,chr13,110615573,110615774,TSS,False,178,210
ENSG00000213995.11,chr13,110638377,110640173,PAS,False,35,201
ENSG00000213995.11,chr13,110638241,110639996,PAS,True,175,201
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,570,1133
ENSG00000183087.14,chr13,113839727,113839806,TSS,True,899,1133
ENSG00000134897.13,chr13,102799100,102799521,TSS,False,87,108
ENSG00000134897.13,chr13,102800333,102800735,TSS,False,32,108
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,75,195
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,158,195
ENSG00000175198.16,chr13,100449305,100527674,ES,False,25,180
ENSG00000134900.11,chr13,102596908,102597203,TSS,True,15,118
ENSG00000134900.11,chr13,102657055,102657152,PAS,False,70,116
ENSG00000134900.11,chr13,102678226,102680672,PAS,True,81,117
ENSG00000134900.11,chr13,102676295,102679958,PAS,True,89,117
ENSG00000136111.13,chr13,75312898,75324236,ES,False,54,113
ENSG00000136111.13,chr13,75326423,75336920,ES,True,39,118
ENSG00000136111.13,chr13,75283500,75287025,PAS,True,89,143
ENSG00000136111.13,chr13,75309955,75310151,PAS,False,56,131
ENSG00000136111.13,chr13,75481269,75482649,TSS,False,53,162
ENSG00000134884.14,chr13,106557131,106559431,IR,False,73,100
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,12,118
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,15,128
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,108,1046
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,72,134
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,87,134
ENSG00000133103.16,chr13,39655627,39655879,TSS,True,13,106
ENSG00000126226.21,chr13,113177976,113178173,IR,False,27,248
ENSG00000126226.21,chr13,113178008,113178173,IR,False,41,262
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,74,294
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,253,294
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,36,294
ENSG00000102471.14,chr13,79481218,79481524,TSS,True,26,194
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,82,126
ENSG00000120694.19,chr13,31137193,31138568,PAS,False,107,126
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,101,126
ENSG00000120694.19,chr13,31143790,31143923,PAS,True,102,126
ENSG00000136153.19,chr13,75804541,75807479,ES,False,39,128
ENSG00000136153.19,chr13,75834387,75835232,3AS,False,23,102
ENSG00000136153.19,chr13,75803688,75804541,TSS,True,199,254
ENSG00000136153.19,chr13,75823571,75823873,TSS,True,83,133
ENSG00000136153.19,chr13,75819392,75819452,PAS,True,122,160
ENSG00000136153.19,chr13,75817160,75819443,PAS,False,87,160
ENSG00000136153.19,chr13,75857920,75859601,PAS,True,154,255
ENSG00000136153.19,chr13,75845326,75847027,PAS,False,211,239
ENSG00000153531.13,chr13,113453223,113454332,TSS,False,140,430
ENSG00000153531.13,chr13,113444424,113444590,TSS,True,386,430
ENSG00000139793.18,chr13,97222287,97222531,TSS,True,69,176
ENSG00000139793.18,chr13,97343046,97343216,TSS,True,148,175
ENSG00000106635.7,chr7,73557486,73558010,TSS,True,40,105
ENSG00000106635.7,chr7,73552166,73552228,TSS,True,82,105
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,50,149
ENSG00000135218.18,chr7,80602154,80602379,TSS,True,1034,2901
ENSG00000135218.18,chr7,80638500,80638746,TSS,True,2301,2901
ENSG00000135218.18,chr7,80673982,80674420,PAS,True,1130,2746
ENSG00000135218.18,chr7,80676383,80679276,PAS,False,1719,2756
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,329,373
ENSG00000136235.16,chr7,23246731,23246927,TSS,True,77,450
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,63,447
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,132,1033
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,98,118
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,50,118
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,137,886
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,76,309
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,114,150
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,269,384
ENSG00000136261.14,chr7,16661206,16661252,TSS,True,299,384
ENSG00000198420.9,chr7,143854142,143857099,5AS,False,126,143
ENSG00000198420.9,chr7,143862801,143863350,TSS,True,105,162
ENSG00000198420.9,chr7,143901960,143902185,TSS,True,130,162
ENSG00000198420.9,chr7,143882735,143882905,TSS,True,130,162
ENSG00000122566.21,chr7,26197732,26200571,ES,False,133,164
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,27,176
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,14,135
ENSG00000133606.10,chr7,140479159,140479524,TSS,True,21,138
ENSG00000146802.12,chr7,112775318,112790159,ES,False,32,129
ENSG00000146802.12,chr7,112790159,112790412,TSS,True,19,149
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,48,250
ENSG00000011275.18,chr7,5781540,5781704,TSS,True,76,107
ENSG00000263001.5,chr7,74758855,74759547,IR,False,99,122
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,80,136
ENSG00000263001.5,chr7,74749025,74749090,TSS,True,115,130
ENSG00000263001.5,chr7,74749267,74749451,TSS,True,92,128
ENSG00000263001.5,chr7,74753920,74754029,TSS,True,113,126
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,37,136
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,113,136
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,55,199
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,148,199
ENSG00000158604.14,chr7,44582046,44582249,TSS,True,29,211
ENSG00000003147.18,chr7,8232752,8235909,3AS,False,20,124
ENSG00000003147.18,chr7,8235940,8262093,3AS,True,11,103
ENSG00000003147.18,chr7,8113183,8114044,PAS,True,25,131
ENSG00000003147.18,chr7,8262093,8262410,TSS,True,24,131
ENSG00000154678.16,chr7,31751177,31753553,PAS,True,141,205
ENSG00000154678.16,chr7,31786282,31790259,PAS,True,84,153
ENSG00000154678.16,chr7,32070292,32071007,TSS,True,82,211
ENSG00000122550.17,chr7,23106146,23123776,ES,False,445,598
ENSG00000122550.17,chr7,23105733,23106146,TSS,True,104,705
ENSG00000122550.17,chr7,23105761,23106794,TSS,True,629,705
ENSG00000189043.9,chr7,10940015,10940177,TSS,True,14,137
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,317,367
ENSG00000105974.11,chr7,116525191,116525805,TSS,True,324,367
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,248,367
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,79,450
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,43,127
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,99,128
ENSG00000106617.13,chr7,151595451,151632068,3AS,True,52,156
ENSG00000106617.13,chr7,151632068,151632538,TSS,True,164,266
ENSG00000106617.13,chr7,151576370,151576410,TSS,True,212,266
ENSG00000106617.13,chr7,151735899,151736485,TSS,True,222,266
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,26,172
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,151,171
ENSG00000164880.15,chr7,1478365,1478506,TSS,True,75,157
ENSG00000164867.10,chr7,150993645,150993961,TSS,False,108,166
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,13,102
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,70,398
ENSG00000164896.19,chr7,151079499,151080863,TSS,True,356,398
ENSG00000154415.7,chr7,113918214,113919008,TSS,True,43,154
ENSG00000128591.15,chr7,128849578,128850383,ES,False,302,340
ENSG00000128591.15,chr7,128849329,128849578,TSS,True,889,996
ENSG00000128591.15,chr7,128852942,128853621,TSS,True,840,995
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,229,1553
ENSG00000128609.14,chr7,123557403,123557455,TSS,True,1379,1553
ENSG00000106460.18,chr7,12211212,12211425,TSS,True,62,132
ENSG00000106460.18,chr7,12211232,12211547,TSS,True,116,132
ENSG00000106460.18,chr7,12218456,12218521,TSS,True,109,132
ENSG00000164597.13,chr7,107563802,107564554,TSS,True,46,123
ENSG00000164597.13,chr7,107281580,107281660,TSS,True,102,115
ENSG00000130429.14,chr7,99374781,99385701,ES,False,116,133
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,17,150
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,63,455
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,22,141
ENSG00000128595.16,chr7,128748804,128758870,ME,False,368,1725
ENSG00000106078.18,chr7,51184199,51190849,ES,False,55,161
ENSG00000106078.18,chr7,51316592,51317116,TSS,True,39,172
ENSG00000106078.18,chr7,51219740,51219945,TSS,True,151,172
ENSG00000164649.19,chr7,21908507,21916753,ES,False,104,148
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,56,148
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,43,151
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,70,160
ENSG00000087087.19,chr7,100881401,100881805,TSS,False,130,159
ENSG00000087087.19,chr7,100888473,100888671,PAS,True,17,160
ENSG00000128567.16,chr7,131510827,131511425,TSS,False,216,250
ENSG00000164828.17,chr7,816673,838797,ES,False,20,189
ENSG00000164828.17,chr7,849603,851383,ES,False,153,188
ENSG00000164828.17,chr7,852667,852812,3AS,False,74,238
ENSG00000164828.17,chr7,815868,816673,TSS,True,101,292
ENSG00000164828.17,chr7,832386,832601,TSS,True,261,292
ENSG00000135241.16,chr7,108515574,108526028,ES,False,73,139
ENSG00000135241.16,chr7,108526028,108526336,TSS,True,34,192
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,129,336
ENSG00000197157.10,chr7,127929187,127929329,TSS,True,289,335
ENSG00000146926.10,chr7,151187451,151187814,TSS,False,113,142
ENSG00000146926.10,chr7,151186814,151187247,TSS,True,43,142
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,32,192
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,200,244
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,91,244
ENSG00000155660.10,chr7,149018991,149019182,TSS,True,147,184
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,49,184
ENSG00000105953.14,chr7,44647759,44666735,ES,False,120,185
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,880,1022
ENSG00000105953.14,chr7,44693821,44694004,TSS,True,771,1017
ENSG00000105953.14,chr7,44707341,44707388,TSS,True,748,1013
ENSG00000164708.5,chr7,44062727,44062930,PAS,False,13,113
ENSG00000164708.5,chr7,44065115,44065572,TSS,False,12,115
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,195,287
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,237,287
ENSG00000058404.19,chr7,44228924,44231005,ES,True,24,107
ENSG00000058404.19,chr7,44325356,44325759,TSS,True,58,162
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,30,174
ENSG00000004799.7,chr7,95596163,95596563,TSS,True,973,6137
ENSG00000146729.9,chr7,55964521,55964701,TSS,True,218,1420
ENSG00000240583.11,chr7,30911731,30912293,TSS,False,113,153
ENSG00000158560.14,chr7,95813337,95869882,ES,False,120,287
ENSG00000197448.13,chr7,143264676,143264991,IR,False,133,149
ENSG00000197448.13,chr7,143265092,143265260,IR,False,120,145
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,70,201
ENSG00000136270.13,chr7,45103443,45105440,ES,False,35,311
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,77,283
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,141,345
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,267,345
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,14,107
ENSG00000006715.15,chr7,38909153,38909215,TSS,True,17,110
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,203,1209
ENSG00000106631.8,chr7,44141302,44141574,TSS,False,31,101
ENSG00000106631.8,chr7,44140960,44141332,TSS,True,83,101
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,19,174
ENSG00000146809.12,chr7,123601914,123604031,3AS,True,75,105
ENSG00000146809.12,chr7,123604212,123614500,ES,False,41,108
ENSG00000146809.12,chr7,123616495,123624568,ES,True,18,111
ENSG00000146809.12,chr7,123601707,123601914,TSS,True,24,133
ENSG00000010270.13,chr7,38215105,38217187,ES,False,12,114
ENSG00000055118.14,chr7,150952424,150954701,TSS,True,98,154
ENSG00000055118.14,chr7,150951447,150951975,TSS,True,135,154
ENSG00000055118.14,chr7,150955395,150955840,TSS,True,132,154
ENSG00000055118.14,chr7,150958058,150958484,TSS,True,130,154
ENSG00000055118.14,chr7,150957290,150957503,TSS,True,133,154
ENSG00000071189.21,chr7,17821648,17826021,3AS,False,30,125
ENSG00000071189.21,chr7,17790760,17794292,PAS,True,46,139
ENSG00000071189.21,chr7,17816203,17816289,PAS,False,102,136
ENSG00000157224.15,chr7,90403425,90403549,TSS,True,35,110
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,197,244
ENSG00000171115.3,chr7,150470874,150477091,ES,True,20,111
ENSG00000171115.3,chr7,150450744,150451175,TSS,False,34,132
