gene,chr,start,end,splice_type,novel,GM12878_ENCFF219UJG_in_cov,GM12878_ENCFF219UJG_total_cov
ENSG00000005302.18,chrX,11768385,11768682,TSS,True,116,133
ENSG00000005302.18,chrX,11768320,11768460,TSS,True,117,133
ENSG00000005302.18,chrX,11774979,11775758,PAS,True,60,179
ENSG00000005302.18,chrX,11765466,11767977,PAS,True,104,125
ENSG00000130985.16,chrX,47190712,47190950,TSS,False,514,610
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,438,610
ENSG00000123131.12,chrX,23667422,23667811,TSS,True,17,100
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,792,1644
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,1360,1644
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,124,244
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,134,244
ENSG00000169895.5,chrX,16719578,16719899,TSS,True,21,132
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,38,325
ENSG00000169093.15,chrX,1452747,1453744,TSS,True,45,322
ENSG00000131171.12,chrX,81201831,81202245,TSS,True,37,223
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,16,133
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,31,149
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,133,149
ENSG00000130741.10,chrX,24054665,24055037,TSS,True,85,611
ENSG00000122122.9,chrX,129779876,129780154,TSS,True,50,112
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,87,655
ENSG00000072501.17,chrX,53374148,53380186,PAS,False,108,241
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,122,218
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,95,264
ENSG00000147123.10,chrX,47144472,47144722,TSS,True,13,101
ENSG00000125676.19,chrX,123621243,123621587,PAS,True,92,109
ENSG00000125676.19,chrX,123622757,123622860,PAS,True,81,109
ENSG00000125676.19,chrX,123732951,123733102,TSS,True,33,124
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,106,128
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,26,126
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,49,135
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,109,135
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,291,510
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,222,510
ENSG00000068366.19,chrX,109641329,109644186,PAS,True,11,109
ENSG00000085224.22,chrX,77683451,77683538,IR,False,18,108
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,25,111
ENSG00000085224.22,chrX,77681850,77683451,PAS,False,95,112
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,18,122
ENSG00000102178.12,chrX,154486536,154486692,TSS,True,17,124
ENSG00000068308.13,chrX,48922910,48923136,IR,False,51,142
ENSG00000068308.13,chrX,48923295,48923632,3AS,True,126,150
ENSG00000068308.13,chrX,48922023,48923295,PAS,True,75,152
ENSG00000068308.13,chrX,48922205,48922910,PAS,True,92,152
ENSG00000068308.13,chrX,48956976,48958381,TSS,True,33,173
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,40,166
ENSG00000147403.16,chrX,154398394,154398496,5AS,False,98,109
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,156,1453
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,47,272
ENSG00000102265.11,chrX,47582220,47582474,TSS,True,28,158
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,339,436
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,161,408
ENSG00000147274.14,chrX,136880596,136880778,TSS,True,57,377
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,55,146
ENSG00000123200.16,chr13,45968839,45969971,PAS,True,77,100
ENSG00000123200.16,chr13,46052403,46052765,TSS,True,73,104
ENSG00000123200.16,chr13,46052697,46053247,TSS,False,80,104
ENSG00000102580.14,chr13,95677091,95677337,TSS,True,39,105
ENSG00000134905.16,chr13,110640020,110641608,PAS,True,20,117
ENSG00000134905.16,chr13,110705869,110706184,TSS,True,25,119
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,44,155
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,107,454
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,141,572
ENSG00000083520.14,chr13,72781604,72782117,TSS,True,13,105
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,81,219
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,40,100
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,12,101
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,35,121
ENSG00000136146.14,chr13,48075954,48077311,PAS,True,15,126
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,49,135
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,99,135
ENSG00000120699.12,chr13,37000369,37000822,TSS,True,20,126
ENSG00000120699.12,chr13,37009183,37011113,PAS,True,16,122
ENSG00000136104.20,chr13,50909682,50910140,TSS,False,12,110
ENSG00000136104.20,chr13,50956357,50956764,PAS,True,30,110
ENSG00000136104.20,chr13,50969931,50972513,PAS,True,96,110
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,107,125
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,35,123
ENSG00000120686.11,chr13,38349813,38349921,TSS,True,53,186
ENSG00000120686.11,chr13,38349858,38350055,TSS,True,158,186
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,19,169
ENSG00000130177.15,chr13,114272481,114272563,IR,False,76,130
ENSG00000130177.15,chr13,114234869,114235132,TSS,True,48,136
ENSG00000130177.15,chr13,114272317,114272481,TSS,True,101,132
ENSG00000130177.15,chr13,114272563,114272744,PAS,True,58,136
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,32,114
ENSG00000133119.12,chr13,33818068,33818265,TSS,True,35,186
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,48,179
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,89,129
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,65,129
ENSG00000150459.12,chr13,21140540,21140681,TSS,True,34,195
ENSG00000133112.16,chr13,45341041,45341258,TSS,True,138,836
ENSG00000173141.4,chr13,21176644,21176717,TSS,False,29,109
ENSG00000173141.4,chr13,21176911,21177512,PAS,False,23,102
ENSG00000134884.14,chr13,106557131,106559431,IR,False,147,262
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,32,307
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,34,322
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,78,651
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,95,831
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,271,1031
ENSG00000186184.17,chr13,27621003,27622009,TSS,True,28,134
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,61,120
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,72,129
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,66,124
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,86,124
ENSG00000136167.13,chr13,46182110,46182296,TSS,True,598,2855
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,129,491
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,406,488
ENSG00000150907.7,chr13,40665582,40666645,TSS,False,19,106
ENSG00000102572.14,chr13,98576744,98577497,TSS,True,22,147
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,43,231
ENSG00000125257.14,chr13,95301240,95301925,TSS,True,11,101
ENSG00000106635.7,chr7,73540052,73552166,ES,False,11,102
ENSG00000106635.7,chr7,73557486,73558010,TSS,True,14,116
ENSG00000132432.13,chr7,54757594,54759161,5AS,False,13,112
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,26,122
ENSG00000132432.13,chr7,54759161,54759233,TSS,False,109,122
ENSG00000106462.10,chr7,148884163,148884694,TSS,True,53,106
ENSG00000106153.12,chr7,56106363,56106485,TSS,True,83,571
ENSG00000128563.13,chr7,102363780,102364411,TSS,True,80,135
ENSG00000128563.13,chr7,102396359,102396537,TSS,False,89,132
ENSG00000164548.10,chr7,23531788,23532023,TSS,True,16,151
ENSG00000160999.10,chr7,102314427,102314514,3AS,True,38,142
ENSG00000160999.10,chr7,102286838,102287094,TSS,False,58,176
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,63,279
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,140,242
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,106,246
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,116,537
ENSG00000106009.15,chr7,2545053,2547323,3AS,True,18,177
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,217,248
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,109,248
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,233,606
ENSG00000086730.16,chr7,74210088,74215946,ES,False,66,276
ENSG00000086730.16,chr7,74214940,74215946,5AS,False,42,215
ENSG00000086730.16,chr7,74209903,74210088,TSS,True,110,390
ENSG00000164818.15,chr7,726661,727315,TSS,True,20,118
ENSG00000157778.8,chr7,1569123,1569361,TSS,True,137,171
ENSG00000091732.16,chr7,130051220,130051394,TSS,True,31,122
ENSG00000122566.21,chr7,26190460,26190992,IR,False,111,153
ENSG00000122566.21,chr7,26191128,26192494,IR,False,38,150
ENSG00000122566.21,chr7,26192338,26192494,IR,False,1060,1182
ENSG00000122566.21,chr7,26197732,26200571,ES,False,921,1117
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,216,1272
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,347,1485
ENSG00000168090.9,chr7,100088947,100089066,TSS,True,14,127
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,26,245
ENSG00000133606.10,chr7,140479159,140479524,TSS,True,26,258
ENSG00000002822.15,chr7,2222754,2229983,ES,False,18,161
ENSG00000002822.15,chr7,2230724,2232871,3AS,False,20,156
ENSG00000002822.15,chr7,2230727,2232871,3AS,True,117,137
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,32,192
ENSG00000127922.9,chr7,96709687,96709880,TSS,True,46,258
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,38,120
ENSG00000263001.5,chr7,74758855,74759547,IR,False,88,119
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,99,161
ENSG00000263001.5,chr7,74749025,74749090,TSS,True,86,144
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,53,141
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,110,141
ENSG00000105849.5,chr7,19708762,19709036,TSS,False,26,108
ENSG00000105849.5,chr7,19700071,19700178,TSS,True,89,107
ENSG00000106105.13,chr7,30594778,30595143,TSS,True,54,366
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,111,148
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,115,227
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,204,227
ENSG00000105963.14,chr7,954395,955325,TSS,False,51,113
ENSG00000105963.14,chr7,919967,920024,TSS,True,100,112
ENSG00000146540.14,chr7,1127386,1138217,5AS,False,11,102
ENSG00000146540.14,chr7,994135,997804,PAS,True,46,239
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,125,242
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,210,251
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,210,251
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,136,358
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,261,354
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,48,121
ENSG00000164880.15,chr7,1504322,1504580,TSS,False,89,100
ENSG00000169919.16,chr7,65974704,65976014,ES,False,34,106
ENSG00000169919.16,chr7,65979726,65979905,TSS,True,160,182
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,86,182
ENSG00000169919.16,chr7,65967730,65967908,TSS,True,159,182
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,57,188
ENSG00000071462.11,chr7,73697648,73697694,TSS,True,163,187
ENSG00000164896.19,chr7,151076832,151076912,IR,False,97,111
ENSG00000164896.19,chr7,151077027,151077100,IR,False,84,110
ENSG00000164896.19,chr7,151077236,151077309,IR,False,77,114
ENSG00000164896.19,chr7,151077401,151077620,IR,False,87,109
ENSG00000164896.19,chr7,151077780,151077878,IR,False,92,108
ENSG00000164896.19,chr7,151076531,151076832,PAS,True,15,119
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,76,119
ENSG00000164896.19,chr7,151079499,151080863,TSS,True,88,119
ENSG00000164896.19,chr7,151080436,151080839,TSS,False,100,119
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,126,286
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,170,285
ENSG00000274523.4,chr7,75073413,75073871,TSS,True,70,242
ENSG00000160917.14,chr7,99452440,99454040,3AS,False,75,125
ENSG00000160917.14,chr7,99452440,99454043,3AS,False,26,151
ENSG00000160917.14,chr7,99438683,99439185,TSS,True,32,172
ENSG00000075142.13,chr7,88219975,88220087,TSS,True,61,569
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,250,1212
ENSG00000009335.17,chr7,157138877,157139338,TSS,True,28,109
ENSG00000128595.16,chr7,128748804,128758870,ME,False,34,146
ENSG00000005075.15,chr7,102478807,102478910,TSS,True,28,128
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,73,385
ENSG00000165178.9,chr7,75162433,75162896,IR,True,141,162
ENSG00000165178.9,chr7,75155944,75156915,PAS,False,193,417
ENSG00000165178.9,chr7,75157249,75157815,TSS,True,355,409
ENSG00000165178.9,chr7,75171871,75172023,TSS,False,274,417
ENSG00000146535.13,chr7,2843852,2844342,TSS,False,37,109
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,114,189
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,240,315
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,200,315
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,2067,12977
ENSG00000164649.19,chr7,21908507,21916753,ES,False,26,217
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,73,191
ENSG00000164649.19,chr7,21945780,21946136,TSS,True,49,263
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,160,359
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,119,408
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,143,424
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,54,109
ENSG00000188186.10,chr7,100148962,100149053,TSS,True,96,109
ENSG00000188186.10,chr7,100149032,100149579,TSS,True,88,109
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,19,139
ENSG00000164828.17,chr7,816673,838797,ES,False,23,100
ENSG00000164828.17,chr7,849603,849922,IR,False,89,108
ENSG00000164828.17,chr7,852667,852812,3AS,False,41,107
ENSG00000164828.17,chr7,815868,816673,TSS,True,74,175
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,113,406
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,111,633
ENSG00000122565.18,chr7,26212081,26213607,PAS,True,105,617
ENSG00000122565.18,chr7,26202970,26203022,PAS,True,519,610
ENSG00000196937.10,chr7,121396161,121396396,TSS,True,16,136
ENSG00000106665.15,chr7,74364315,74375886,ES,False,91,106
ENSG00000106665.15,chr7,74289400,74289734,TSS,False,60,158
ENSG00000106665.15,chr7,74403836,74405943,PAS,True,21,125
ENSG00000006451.7,chr7,39623552,39623825,TSS,True,41,140
ENSG00000006451.7,chr7,39706122,39708217,PAS,True,25,137
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,125,157
ENSG00000159840.15,chr7,143381348,143382447,TSS,True,141,157
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,105,156
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,117,516
ENSG00000075618.17,chr7,5592808,5593768,TSS,False,198,603
ENSG00000136213.9,chr7,2403570,2403659,TSS,True,84,101
ENSG00000136213.9,chr7,2403565,2403645,TSS,False,52,101
ENSG00000133612.18,chr7,151134568,151141897,ES,False,20,103
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,107,194
ENSG00000133612.18,chr7,151117363,151117456,TSS,False,166,191
ENSG00000133612.18,chr7,151143736,151144453,PAS,True,19,131
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,73,122
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,109,122
ENSG00000127948.15,chr7,75986336,75986855,PAS,True,15,104
ENSG00000136193.16,chr7,29989641,29989961,TSS,True,34,118
ENSG00000186480.12,chr7,155302846,155308240,ES,False,250,291
ENSG00000186480.12,chr7,155297782,155297959,TSS,True,94,329
ENSG00000186480.12,chr7,155297880,155298697,TSS,True,295,329
ENSG00000106605.10,chr7,43758456,43758734,TSS,True,38,229
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,44,155
ENSG00000154978.12,chr7,55572270,55572538,TSS,True,113,493
ENSG00000128604.19,chr7,128947056,128947306,3AS,True,37,130
ENSG00000128604.19,chr7,128937920,128938049,TSS,True,145,215
ENSG00000128604.19,chr7,128936946,128937834,TSS,False,187,215
ENSG00000128604.19,chr7,128940734,128940875,TSS,True,188,215
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,28,177
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,82,232
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,203,232
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,95,121
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,53,155
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,129,155
ENSG00000106245.10,chr7,99410032,99410169,TSS,False,137,155
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,18,100
ENSG00000106682.14,chr7,74189918,74194740,ES,False,635,772
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,233,991
ENSG00000136286.15,chr7,44962655,44962895,PAS,False,59,400
ENSG00000136286.15,chr7,44978866,44979107,TSS,True,210,408
ENSG00000136286.15,chr7,44976563,44976649,TSS,True,365,408
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,24,159
ENSG00000106263.17,chr7,2355083,2355233,5AS,True,43,209
ENSG00000106263.17,chr7,2355116,2355233,IR,False,166,1191
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,422,1036
ENSG00000106263.17,chr7,2379511,2380283,IR,True,73,109
ENSG00000106263.17,chr7,2379511,2380414,IR,True,82,118
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,273,1287
ENSG00000106263.17,chr7,2354804,2355116,TSS,True,1121,1287
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,663,1270
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,846,1270
ENSG00000010270.13,chr7,38178420,38207446,ES,False,105,134
ENSG00000010270.13,chr7,38178225,38178420,TSS,True,27,162
ENSG00000085662.13,chr7,134458996,134459151,TSS,True,20,187
ENSG00000164654.15,chr7,7567072,7568025,5AS,False,42,109
ENSG00000164654.15,chr7,7567072,7572435,5AS,False,32,113
ENSG00000164654.15,chr7,7566848,7567688,TSS,True,151,198
ENSG00000164654.15,chr7,7566854,7567072,TSS,True,106,198
ENSG00000164654.15,chr7,7566841,7567484,TSS,False,163,198
ENSG00000157954.14,chr7,5190493,5199575,ES,False,91,128
ENSG00000157954.14,chr7,5229705,5230834,5AS,False,61,142
ENSG00000157954.14,chr7,5190181,5190493,TSS,True,49,180
ENSG00000105968.18,chr7,44841012,44847968,ES,False,23,223
ENSG00000105968.18,chr7,44831986,44834562,PAS,True,73,286
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,79,312
ENSG00000105875.13,chr7,135211379,135211625,TSS,False,124,208
ENSG00000105875.13,chr7,135188432,135188782,TSS,True,168,207
ENSG00000239857.6,chr7,893815,893898,IR,False,157,177
ENSG00000239857.6,chr7,876485,876800,TSS,False,31,179
ENSG00000239857.6,chr7,890974,891066,TSS,True,156,179
ENSG00000105819.13,chr7,103297422,103297558,TSS,True,29,146
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,15,141
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,38,135
ENSG00000130305.16,chr7,73303524,73303599,3AS,False,12,118
ENSG00000130305.16,chr7,73302513,73303529,PAS,True,20,129
ENSG00000130305.16,chr7,73308697,73308867,TSS,True,51,156
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,175,212
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,100,312
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,276,312
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,29,162
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,147,175
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,45,225
ENSG00000106052.13,chr7,27799964,27801119,PAS,True,196,223
ENSG00000122545.19,chr7,35801040,35801270,TSS,True,69,324
ENSG00000122545.19,chr7,35904253,35907110,PAS,True,66,293
ENSG00000122545.19,chr7,35882483,35882564,PAS,True,249,292
ENSG00000164543.6,chr7,43624517,43626784,PAS,True,26,247
ENSG00000136280.16,chr7,45000161,45000363,TSS,True,35,127
ENSG00000136280.16,chr7,45027006,45027797,TSS,True,112,127
ENSG00000064419.13,chr7,129054650,129055180,TSS,True,46,144
ENSG00000009954.10,chr7,73521826,73522306,TSS,True,32,108
ENSG00000106244.12,chr7,99394677,99396740,PAS,True,23,104
ENSG00000106244.12,chr7,99395984,99398013,PAS,True,87,101
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,74,168
ENSG00000158517.13,chr7,74773971,74774103,TSS,True,139,502
ENSG00000136271.10,chr7,44573835,44575613,TSS,True,25,152
ENSG00000106266.10,chr7,2314327,2314448,TSS,True,54,201
ENSG00000160991.15,chr7,102433661,102438943,ES,False,50,313
ENSG00000160991.15,chr7,102433506,102433661,TSS,True,152,477
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,145,203
ENSG00000136279.20,chr7,44044617,44044820,TSS,True,28,227
ENSG00000158457.5,chr7,129144689,129145082,TSS,False,54,486
ENSG00000135185.11,chr7,87196158,87196758,PAS,True,17,160
ENSG00000135185.11,chr7,87219425,87220585,TSS,True,86,162
ENSG00000135185.11,chr7,87220360,87220552,TSS,False,95,162
ENSG00000135272.10,chr7,114922106,114922636,TSS,True,54,144
ENSG00000135272.10,chr7,114922851,114923127,TSS,True,106,144
ENSG00000135272.10,chr7,115015687,115019917,PAS,True,30,140
ENSG00000135272.10,chr7,114923458,114923656,PAS,True,123,140
ENSG00000186591.12,chr7,129952502,129952986,TSS,True,18,141
ENSG00000161057.11,chr7,103347622,103347781,TSS,False,85,209
ENSG00000008282.8,chr7,106112139,106112336,TSS,True,34,189
ENSG00000001630.16,chr7,92134172,92134517,TSS,False,69,392
ENSG00000214022.11,chr7,150368167,150368941,TSS,True,203,335
ENSG00000214022.11,chr7,150371230,150374043,PAS,True,137,163
ENSG00000214022.11,chr7,150371227,150374043,PAS,True,52,163
ENSG00000214022.11,chr7,150369670,150374037,PAS,True,136,160
ENSG00000105928.14,chr7,24757395,24757493,TSS,True,99,163
ENSG00000105928.14,chr7,24719046,24719203,TSS,False,92,162
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,30,174
ENSG00000105835.11,chr7,106284347,106284581,TSS,False,150,174
ENSG00000088325.15,chr20,31739247,31739621,TSS,False,48,146
ENSG00000088325.15,chr20,31782281,31782390,TSS,True,118,139
ENSG00000088325.15,chr20,31800969,31801804,PAS,False,69,139
ENSG00000088325.15,chr20,31793847,31793992,PAS,True,105,135
ENSG00000088325.15,chr20,31783704,31785268,PAS,True,120,134
ENSG00000088325.15,chr20,31797403,31799792,PAS,True,120,137
ENSG00000080189.14,chr20,46355178,46355801,3AS,False,15,108
ENSG00000080189.14,chr20,46358386,46359228,TSS,True,108,126
ENSG00000080189.14,chr20,46364370,46364449,TSS,True,51,133
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,126,175
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,65,183
ENSG00000124243.17,chr20,50794924,50795173,TSS,True,35,126
ENSG00000088832.16,chr20,1392961,1393143,TSS,True,38,218
ENSG00000088833.17,chr20,1466719,1466961,TSS,True,13,124
ENSG00000173418.11,chr20,20017279,20017449,TSS,False,18,112
ENSG00000173418.11,chr20,20032632,20032653,TSS,True,96,109
ENSG00000118705.16,chr20,37178397,37179369,TSS,True,78,668
ENSG00000124228.14,chr20,49219319,49219541,TSS,True,63,263
ENSG00000124228.14,chr20,49243679,49243703,TSS,True,158,178
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,88,261
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,174,230
ENSG00000132819.16,chr20,57391395,57391818,TSS,True,355,683
ENSG00000101391.20,chr20,33358827,33359123,PAS,True,13,125
ENSG00000101109.11,chr20,44966458,44966603,TSS,True,40,131
ENSG00000101109.11,chr20,45075017,45079975,PAS,True,40,100
ENSG00000125772.12,chr20,5544423,5547850,PAS,True,44,119
ENSG00000125772.12,chr20,5552944,5558105,PAS,True,80,118
ENSG00000125772.12,chr20,5610841,5611059,TSS,True,18,124
ENSG00000154930.14,chr20,25057768,25058390,TSS,True,43,168
ENSG00000124201.14,chr20,49275879,49278020,3AS,False,18,116
ENSG00000124201.14,chr20,49255042,49257664,PAS,True,105,134
ENSG00000124201.14,chr20,49255535,49255947,PAS,False,38,134
ENSG00000124201.14,chr20,49278020,49278447,TSS,False,32,148
ENSG00000100983.10,chr20,34955726,34955817,TSS,True,19,104
ENSG00000101146.12,chr20,57350953,57351422,TSS,True,25,141
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,65,118
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,107,155
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,89,155
ENSG00000175063.16,chr20,45812602,45812796,TSS,True,39,202
ENSG00000175063.16,chr20,45812977,45813290,TSS,False,181,202
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,206,412
ENSG00000125977.6,chr20,34103498,34103565,PAS,True,319,405
ENSG00000125977.6,chr20,34105520,34105545,PAS,True,295,379
ENSG00000125977.6,chr20,34112095,34112255,TSS,False,43,422
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,38,125
ENSG00000124164.15,chr20,58389132,58389517,TSS,True,36,132
ENSG00000118707.9,chr20,36573559,36573745,TSS,True,50,114
ENSG00000149658.17,chr20,63215865,63216245,TSS,True,58,155
ENSG00000149658.17,chr20,63202286,63203161,TSS,True,102,154
ENSG00000125868.15,chr20,17569786,17570211,TSS,True,47,147
ENSG00000166619.13,chr20,37527792,37527915,TSS,True,38,122
ENSG00000171858.17,chr20,62387060,62387136,TSS,True,432,825
ENSG00000171858.17,chr20,62387107,62387388,TSS,True,622,825
ENSG00000171858.17,chr20,62387609,62387674,TSS,True,662,825
ENSG00000214078.12,chr20,35626030,35626381,PAS,True,17,126
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,72,126
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,98,126
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,18,117
ENSG00000101255.10,chr20,380590,381169,TSS,False,18,101
ENSG00000025772.7,chr20,44960206,44960448,TSS,False,41,108
ENSG00000171700.13,chr20,64079872,64079989,TSS,False,97,135
ENSG00000171700.13,chr20,64076856,64078615,TSS,True,121,135
ENSG00000171700.13,chr20,64079293,64079889,TSS,True,99,135
ENSG00000171700.13,chr20,64074143,64075649,TSS,True,119,133
ENSG00000124126.13,chr20,48827641,48828270,TSS,False,119,150
ENSG00000101266.18,chr20,543671,543818,TSS,True,61,120
ENSG00000101266.18,chr20,499832,499880,TSS,True,91,117
ENSG00000100991.11,chr20,35021332,35035122,3AS,False,36,127
ENSG00000100991.11,chr20,35092613,35092867,TSS,True,29,164
ENSG00000124193.14,chr20,43457860,43458140,TSS,False,20,143
