gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF925PCV_in_cov,endodermal_cell_ENCFF925PCV_total_cov
ENSG00000069345.11,chr16,46973494,46973701,TSS,True,90,163
ENSG00000069345.11,chr16,46971348,46973671,TSS,True,114,163
ENSG00000132603.14,chr16,69339315,69339885,TSS,True,51,195
ENSG00000132603.14,chr16,69341281,69341320,TSS,True,159,195
ENSG00000095906.16,chr16,1786655,1787676,ES,False,144,212
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,54,267
ENSG00000167397.14,chr16,31091342,31094556,ES,False,34,239
ENSG00000135720.12,chr16,66751484,66751839,TSS,True,62,104
ENSG00000155330.9,chr16,46803070,46824385,ES,False,33,115
ENSG00000102898.11,chr16,67846891,67846985,TSS,True,25,246
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,119,697
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,126,705
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,586,705
ENSG00000181019.12,chr16,69713129,69718122,ES,False,46,398
ENSG00000181019.12,chr16,69718369,69718535,TSS,True,354,414
ENSG00000181019.12,chr16,69726432,69726588,TSS,True,66,414
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,199,533
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,803,1332
ENSG00000089280.18,chr16,31184936,31185179,TSS,False,1039,1331
ENSG00000089280.18,chr16,31188126,31190398,TSS,False,1135,1265
ENSG00000089280.18,chr16,31191053,31191110,TSS,True,1027,1264
ENSG00000125166.12,chr16,58734139,58734375,TSS,True,161,336
ENSG00000205629.11,chr16,25140247,25164597,ES,False,37,219
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,274,456
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,135,592
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,488,592
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,79,121
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,69,121
ENSG00000103550.13,chr16,19706346,19707221,PAS,True,69,152
ENSG00000103550.13,chr16,19714214,19715037,PAS,False,74,139
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,33,160
ENSG00000182149.20,chr16,71922680,71924768,ES,False,43,276
ENSG00000182149.20,chr16,71923380,71927613,ES,True,29,270
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,38,343
ENSG00000153406.13,chr16,4474166,4474422,5AS,False,19,104
ENSG00000153406.13,chr16,4474166,4474553,5AS,False,30,130
ENSG00000153406.13,chr16,4474422,4474639,TSS,True,122,141
ENSG00000153406.13,chr16,4474409,4474635,TSS,True,58,141
ENSG00000153406.13,chr16,4474553,4474704,TSS,True,113,141
ENSG00000103145.10,chr16,3023361,3023846,ES,False,49,166
ENSG00000103145.10,chr16,3023846,3024256,TSS,True,21,208
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,456,3825
ENSG00000159593.14,chr16,66830846,66831002,TSS,True,93,536
ENSG00000159593.14,chr16,66826676,66826782,TSS,True,457,536
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,228,359
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,231,359
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,132,359
ENSG00000103485.17,chr16,29678959,29679210,TSS,True,43,352
ENSG00000103035.10,chr16,74296769,74296988,TSS,True,75,666
ENSG00000166851.14,chr16,23678847,23679340,TSS,True,47,126
ENSG00000079616.12,chr16,29790709,29790829,TSS,True,19,148
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,87,171
ENSG00000149925.18,chr16,30064269,30064505,TSS,False,1501,1692
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,681,1692
ENSG00000149925.18,chr16,30068158,30068700,TSS,True,1465,1689
ENSG00000261740.6,chr16,29446922,29454015,3AS,False,65,235
ENSG00000189067.12,chr16,11556510,11556736,TSS,True,191,216
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,66,216
ENSG00000141101.12,chr16,69754847,69754944,TSS,True,68,178
ENSG00000141101.12,chr16,69748917,69749119,TSS,True,127,178
ENSG00000006327.13,chr16,3020330,3020491,TSS,False,104,191
ENSG00000135698.9,chr16,82170124,82170234,TSS,True,24,234
ENSG00000198736.11,chr16,1943101,1943320,TSS,True,21,197
ENSG00000169592.14,chr16,30001530,30005220,ES,False,137,162
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,158,921
ENSG00000103018.16,chr16,69424558,69424857,TSS,True,41,231
ENSG00000217930.7,chr16,4343291,4351231,ES,True,128,145
ENSG00000065427.14,chr16,75641723,75647577,ES,False,239,305
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,175,481
ENSG00000065427.14,chr16,75631692,75632003,TSS,True,365,474
ENSG00000258947.6,chr16,89923321,89923458,TSS,True,25,165
ENSG00000103429.10,chr16,14632846,14633018,TSS,True,204,320
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,52,116
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,70,117
ENSG00000103202.12,chr16,397174,397313,TSS,True,80,146
ENSG00000102978.12,chr16,57462641,57462810,TSS,True,46,303
ENSG00000090861.15,chr16,70265537,70265663,TSS,True,94,116
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,104,116
ENSG00000090861.15,chr16,70262345,70262839,TSS,False,55,115
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,302,371
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,164,466
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,399,466
ENSG00000149923.13,chr16,30084734,30084855,TSS,True,401,466
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,52,127
ENSG00000184110.14,chr16,28719801,28723323,TSS,True,89,125
ENSG00000184110.14,chr16,28735430,28736074,PAS,True,22,127
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,51,265
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,216,261
ENSG00000161980.5,chr16,53475,53631,TSS,False,50,200
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,325,393
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,336,393
ENSG00000140988.15,chr16,1962496,1962559,TSS,True,158,393
ENSG00000103005.11,chr16,58001398,58001581,TSS,True,32,220
ENSG00000091651.8,chr16,46689363,46689770,TSS,True,31,176
ENSG00000091651.8,chr16,46697457,46698394,PAS,True,23,165
ENSG00000091651.8,chr16,46693092,46693653,PAS,True,144,164
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,68,140
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,84,140
ENSG00000230989.6,chr16,83807968,83808121,TSS,False,170,1089
ENSG00000230989.6,chr16,83809304,83809425,TSS,True,932,1089
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,65,109
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,79,109
ENSG00000172775.16,chr16,57172250,57172372,TSS,True,92,108
ENSG00000103507.13,chr16,31112027,31112120,IR,False,103,129
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,29,132
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,107,132
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,34,147
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,618,748
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,139,748
ENSG00000103024.7,chr16,1770766,1770888,5AS,False,22,155
ENSG00000103024.7,chr16,1771171,1771279,IR,False,90,133
ENSG00000103024.7,chr16,1771488,1771760,TSS,True,25,159
ENSG00000103024.7,chr16,1771069,1771282,TSS,True,143,159
ENSG00000103121.8,chr16,80976179,80981805,ES,False,193,260
ENSG00000167315.17,chr18,49802853,49813816,5AS,False,74,133
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,139,257
ENSG00000167315.17,chr18,49813731,49813960,TSS,True,219,257
ENSG00000167315.17,chr18,49813816,49813935,TSS,False,183,257
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,28,103
ENSG00000074695.5,chr18,59327822,59331129,PAS,True,119,142
ENSG00000074695.5,chr18,59345961,59346051,PAS,False,35,141
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,17,158
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,56,200
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,164,368
ENSG00000133313.14,chr18,74501147,74501472,TSS,True,316,366
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,125,154
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,82,207
ENSG00000172466.15,chr18,35344359,35344449,TSS,True,178,207
ENSG00000172466.15,chr18,35361235,35361487,TSS,True,176,207
ENSG00000265681.7,chr18,49491584,49491735,IR,False,177,344
ENSG00000265681.7,chr18,49491584,49491745,5AS,False,69,246
ENSG00000265681.7,chr18,49491584,49491745,IR,False,69,236
ENSG00000265681.7,chr18,49491584,49492274,5AS,False,265,332
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,37,141
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,162,470
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,56,155
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,106,155
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,130,157
ENSG00000167220.11,chr18,47136449,47150377,ES,False,135,166
ENSG00000167220.11,chr18,47150377,47150508,TSS,True,154,322
ENSG00000266010.2,chr18,22167308,22167603,IR,False,132,212
ENSG00000266010.2,chr18,22167803,22168043,IR,False,78,209
ENSG00000266010.2,chr18,22168162,22168310,IR,False,136,153
ENSG00000266010.2,chr18,22166893,22167308,PAS,True,87,220
ENSG00000266010.2,chr18,22166897,22168162,PAS,True,183,212
ENSG00000266010.2,chr18,22168666,22169091,TSS,True,141,220
ENSG00000266010.2,chr18,22168310,22168554,TSS,True,135,220
ENSG00000152234.15,chr18,46098171,46098316,TSS,True,489,2215
ENSG00000080986.12,chr18,2616436,2616635,PAS,False,15,107
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,173,221
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,53,216
ENSG00000170558.8,chr18,27992654,27992783,TSS,True,110,137
ENSG00000257267.3,chr18,35290275,35290391,TSS,False,18,112
ENSG00000002586.19,chrX,2726373,2738202,3AS,False,106,957
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,214,1125
ENSG00000102390.10,chrX,76172834,76173168,TSS,True,28,274
ENSG00000102030.15,chrX,153934883,153935073,TSS,True,27,205
ENSG00000123595.7,chrX,13689288,13708720,ES,False,55,126
ENSG00000123562.16,chrX,103678600,103685170,ES,False,186,233
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,186,382
ENSG00000123562.16,chrX,103678651,103685170,ES,False,135,185
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,71,490
ENSG00000126947.12,chrX,101550503,101550660,TSS,False,28,119
ENSG00000133142.17,chrX,103586291,103586653,3AS,False,35,314
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,43,347
ENSG00000133142.17,chrX,103586648,103587732,PAS,True,36,318
ENSG00000133142.17,chrX,103586653,103587725,PAS,True,283,318
ENSG00000156709.13,chrX,130165550,130165866,TSS,True,53,182
ENSG00000156709.13,chrX,130129969,130133202,TSS,True,147,180
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,111,565
ENSG00000126768.12,chrX,48895101,48896758,ES,False,437,488
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,70,111
ENSG00000182518.13,chrX,55146311,55159128,5AS,False,108,147
ENSG00000182518.13,chrX,55161136,55161184,TSS,True,67,153
ENSG00000182518.13,chrX,55160974,55161139,TSS,False,113,153
ENSG00000147140.15,chrX,71283721,71290628,ES,False,43,398
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,290,688
ENSG00000165349.11,chrX,70929998,70930976,3AS,True,105,323
ENSG00000165349.11,chrX,70930976,70931296,TSS,True,54,378
ENSG00000165175.15,chrX,38804201,38804413,TSS,True,36,124
ENSG00000197565.15,chrX,108438185,108438465,TSS,False,83,115
ENSG00000134597.15,chrX,130401949,130402037,TSS,True,23,139
ENSG00000134597.15,chrX,130412360,130413654,PAS,True,31,120
ENSG00000134597.15,chrX,130411347,130411525,PAS,True,90,119
ENSG00000147099.20,chrX,72329514,72330076,PAS,True,47,132
ENSG00000147099.20,chrX,72473399,72474729,PAS,True,104,125
ENSG00000147099.20,chrX,72572650,72573110,TSS,True,60,133
ENSG00000147099.20,chrX,72567888,72568032,TSS,False,103,130
ENSG00000147099.20,chrX,72495155,72495268,TSS,True,103,122
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,16,104
ENSG00000089289.15,chrX,70133447,70134135,TSS,True,18,132
ENSG00000169188.4,chrX,54999934,55000579,TSS,True,14,103
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,165,422
ENSG00000102054.17,chrX,16869075,16870362,TSS,True,321,420
ENSG00000046647.13,chrX,14029776,14029918,TSS,True,17,109
ENSG00000046647.13,chrX,14020077,14024456,TSS,True,95,109
ENSG00000147224.11,chrX,107628448,107628750,TSS,True,91,209
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,99,119
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,73,119
ENSG00000179222.17,chrX,51901597,51901938,TSS,True,103,118
ENSG00000179222.17,chrX,51902145,51902356,PAS,True,19,119
ENSG00000180964.16,chrX,103254017,103255077,ES,False,137,617
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,134,718
ENSG00000102144.14,chrX,78104196,78104405,TSS,False,170,1111
ENSG00000102144.14,chrX,78125324,78125425,TSS,True,984,1109
ENSG00000157399.14,chrX,2955537,2960377,ES,False,19,149
ENSG00000157399.14,chrX,2960420,2964223,3AS,True,116,149
ENSG00000157399.14,chrX,2951913,2952560,PAS,True,42,151
ENSG00000157399.14,chrX,2933557,2935190,PAS,True,125,155
ENSG00000000003.14,chrX,100636607,100636873,TSS,False,61,444
ENSG00000184831.13,chrX,23833510,23840312,3AS,False,50,112
ENSG00000184831.13,chrX,23833352,23833612,PAS,True,52,115
ENSG00000184831.13,chrX,23833352,23833510,PAS,True,65,115
ENSG00000102309.12,chrX,72181828,72196784,ES,True,70,211
ENSG00000101843.18,chrX,108085127,108087764,5AS,False,17,123
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,649,2995
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,87,155
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,150,207
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,120,207
ENSG00000102103.15,chrX,48902341,48902517,TSS,True,164,206
ENSG00000130826.17,chrX,154762742,154762981,TSS,True,54,144
ENSG00000130826.17,chrX,154766067,154766400,TSS,True,120,144
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,18,136
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,120,134
ENSG00000198960.10,chrX,101615467,101616671,3AS,True,13,115
ENSG00000198960.10,chrX,101615760,101616671,IR,False,102,147
ENSG00000198960.10,chrX,101615118,101616766,PAS,True,115,160
ENSG00000198960.10,chrX,101615119,101615760,PAS,True,65,167
ENSG00000198960.10,chrX,101617884,101618002,TSS,True,31,167
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,292,722
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,530,722
ENSG00000169093.15,chrX,1403136,1403489,PAS,True,19,120
ENSG00000169093.15,chrX,1425224,1425687,PAS,True,106,118
ENSG00000169093.15,chrX,1452747,1453744,TSS,True,18,124
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,21,173
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,106,258
ENSG00000006757.11,chrX,7927285,7927443,TSS,False,23,136
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,277,1498
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,371,531
ENSG00000102172.15,chrX,21940570,21940873,TSS,True,28,140
ENSG00000158526.7,chrX,54440387,54440502,TSS,False,36,203
ENSG00000225470.7,chrX,73998953,74000491,PAS,True,108,122
ENSG00000225470.7,chrX,74004269,74007686,PAS,True,43,126
ENSG00000225470.7,chrX,73946998,73947703,PAS,True,97,119
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,72,131
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,21,189
ENSG00000147403.16,chrX,154398394,154398496,5AS,False,187,336
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,2165,2547
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,2189,2580
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,407,2580
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,55,168
ENSG00000102317.17,chrX,48576518,48576604,TSS,True,139,168
ENSG00000126756.11,chrX,47659114,47659182,TSS,False,27,261
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,88,524
ENSG00000133106.14,chr13,42888502,42895008,ES,False,135,161
ENSG00000133106.14,chr13,42917624,42926335,ES,False,145,171
ENSG00000133106.14,chr13,42991977,42992416,TSS,True,36,213
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,13,115
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,115,132
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,113,132
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,63,132
ENSG00000122026.10,chr13,27251656,27253764,5AS,False,72,119
ENSG00000122026.10,chr13,27251307,27251585,TSS,False,124,199
ENSG00000122026.10,chr13,27251583,27251699,TSS,True,164,199
ENSG00000122026.10,chr13,27251578,27251656,TSS,False,127,199
ENSG00000204977.9,chr13,49997131,49997666,5AS,False,88,129
ENSG00000204977.9,chr13,49997131,49997666,IR,False,88,113
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,84,183
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,143,183
ENSG00000204977.9,chr13,50011934,50014342,PAS,True,18,168
ENSG00000136143.15,chr13,47942649,47943445,PAS,True,15,139
ENSG00000136143.15,chr13,48001179,48001888,TSS,True,46,134
ENSG00000136143.15,chr13,47988881,47988974,TSS,True,105,134
ENSG00000126218.11,chr13,113122760,113122925,TSS,True,35,127
ENSG00000136146.14,chr13,48053322,48053491,PAS,False,217,244
ENSG00000136146.14,chr13,48075954,48077311,PAS,True,29,242
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,27,244
ENSG00000120675.5,chr13,43059714,43068929,ES,True,39,117
ENSG00000120675.5,chr13,43023375,43023734,TSS,False,285,453
ENSG00000120675.5,chr13,43055379,43055543,TSS,True,270,453
ENSG00000234787.7,chr13,54108884,54110329,PAS,True,102,118
ENSG00000234787.7,chr13,54112705,54116209,PAS,True,72,110
ENSG00000234787.7,chr13,54122570,54127429,PAS,True,78,105
ENSG00000234787.7,chr13,54132612,54132892,TSS,True,41,118
ENSG00000234787.7,chr13,54130873,54132865,TSS,True,96,118
ENSG00000173141.4,chr13,21176911,21177512,PAS,False,14,126
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,91,290
ENSG00000134882.15,chr13,99367784,99367906,TSS,False,227,290
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,75,261
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,202,265
ENSG00000126226.21,chr13,113177976,113178173,IR,False,47,104
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,100,147
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,83,140
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,114,147
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,25,147
ENSG00000122033.14,chr13,27440449,27445087,ES,False,196,233
ENSG00000122033.14,chr13,27450508,27450616,TSS,True,55,239
ENSG00000122033.14,chr13,27450063,27450191,TSS,True,214,239
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,22,159
ENSG00000169062.14,chr13,114281181,114281846,TSS,True,118,135
ENSG00000169062.14,chr13,114281611,114282127,TSS,True,75,135
ENSG00000169062.14,chr13,114301886,114302025,TSS,True,86,102
ENSG00000169062.14,chr13,114304788,114305828,PAS,True,39,109
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,47,387
ENSG00000277053.4,chr7,75192046,75192224,TSS,True,105,122
ENSG00000214194.8,chr7,113118527,113118554,TSS,False,17,121
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,30,258
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,230,259
ENSG00000106305.9,chr7,6009378,6015145,5AS,True,24,136
ENSG00000106305.9,chr7,6009232,6009498,TSS,True,43,160
ENSG00000106305.9,chr7,6009229,6009378,TSS,True,132,160
ENSG00000006625.17,chr7,30498938,30504568,ES,False,73,116
ENSG00000006625.17,chr7,30504568,30504832,TSS,True,20,136
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,212,361
ENSG00000166508.17,chr7,100097613,100098270,TSS,True,312,359
ENSG00000166508.17,chr7,100098577,100099406,TSS,True,296,359
ENSG00000166508.17,chr7,100098140,100098290,TSS,True,323,359
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,153,178
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,35,191
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,166,191
ENSG00000122566.21,chr7,26190460,26190992,IR,False,268,312
ENSG00000122566.21,chr7,26190460,26191055,5AS,True,56,324
ENSG00000122566.21,chr7,26190460,26191055,IR,True,56,100
ENSG00000122566.21,chr7,26190460,26192494,ES,True,29,245
ENSG00000122566.21,chr7,26191128,26192494,IR,False,204,297
ENSG00000122566.21,chr7,26191650,26192494,IR,True,12,107
ENSG00000122566.21,chr7,26197732,26200571,ES,False,2137,2543
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,3169,3522
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,374,3408
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,996,3559
ENSG00000133606.10,chr7,140479159,140479524,TSS,True,88,101
ENSG00000133606.10,chr7,140456651,140457098,TSS,True,88,101
ENSG00000263001.5,chr7,74758821,74758855,TSS,True,102,115
ENSG00000232956.8,chr7,44984046,44984356,IR,False,118,139
ENSG00000232956.8,chr7,44986524,44986689,TSS,True,23,149
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,605,901
ENSG00000106028.10,chr7,141738503,141739123,5AS,False,238,294
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,380,985
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,747,985
ENSG00000122550.17,chr7,23105733,23106146,TSS,True,34,113
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,65,108
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,22,172
ENSG00000005486.16,chr7,75879260,75881828,ES,False,232,293
ENSG00000146540.14,chr7,1127386,1138208,5AS,True,72,212
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,279,345
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,216,347
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,275,347
ENSG00000146963.17,chr7,139359502,139360322,TSS,True,62,108
ENSG00000146963.17,chr7,139409577,139409654,TSS,True,86,104
ENSG00000090263.15,chr7,141014910,141014963,TSS,True,61,288
ENSG00000090263.15,chr7,141014550,141014963,TSS,True,233,288
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,33,107
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,60,348
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,233,272
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,43,272
ENSG00000239789.5,chr7,55951845,55951930,TSS,False,20,130
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,28,214
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,34,130
ENSG00000075790.10,chr7,107621629,107623317,PAS,True,113,130
ENSG00000214253.8,chr7,101244959,101245094,TSS,False,66,481
ENSG00000214253.8,chr7,101251894,101252320,TSS,True,423,481
ENSG00000128595.16,chr7,128748804,128758870,ME,False,42,251
ENSG00000128595.16,chr7,128739239,128739432,TSS,True,46,310
ENSG00000128534.7,chr7,118184098,118184254,TSS,False,14,132
ENSG00000234545.7,chr7,92590267,92590408,TSS,True,57,138
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,585,726
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,615,756
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,169,756
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,559,4540
ENSG00000188186.10,chr7,100149033,100149498,5AS,True,17,129
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,262,878
ENSG00000188186.10,chr7,100148962,100149053,TSS,True,767,878
ENSG00000127952.16,chr7,75996599,76003757,ES,False,15,132
ENSG00000127952.16,chr7,76005404,76021850,ES,False,21,127
ENSG00000127952.16,chr7,76030524,76047811,3AS,True,91,125
ENSG00000127952.16,chr7,76047811,76048034,TSS,True,14,139
ENSG00000013374.16,chr7,151341680,151341846,TSS,False,74,118
ENSG00000013374.16,chr7,151356131,151356222,TSS,True,104,117
ENSG00000106610.15,chr7,67302615,67302885,TSS,True,23,113
ENSG00000078319.9,chr7,100332576,100335837,3AS,True,26,101
ENSG00000078319.9,chr7,100318882,100321084,PAS,False,45,109
ENSG00000078319.9,chr7,100329888,100330284,PAS,True,76,107
ENSG00000122565.18,chr7,26201114,26201561,TSS,False,699,779
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,135,779
ENSG00000006451.7,chr7,39623552,39623825,TSS,True,70,108
ENSG00000006451.7,chr7,39690404,39690590,TSS,True,93,108
ENSG00000006451.7,chr7,39686628,39686781,TSS,False,71,108
ENSG00000122674.11,chr7,5898691,5898919,TSS,True,41,265
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,27,102
ENSG00000106605.10,chr7,43758456,43758734,TSS,True,68,370
ENSG00000106605.10,chr7,43787901,43788025,TSS,True,322,370
ENSG00000106066.14,chr7,29121071,29146428,5AS,True,203,236
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,80,284
ENSG00000106066.14,chr7,29146340,29146495,TSS,True,250,284
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,22,210
ENSG00000128581.15,chr7,101318213,101321670,ES,False,21,184
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,190,390
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,218,416
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,207,416
ENSG00000106682.14,chr7,74189918,74194740,ES,False,259,303
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,451,754
ENSG00000136247.14,chr7,6577498,6578565,3AS,False,94,107
ENSG00000136247.14,chr7,6577498,6578565,IR,True,94,105
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,51,163
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,123,163
ENSG00000136243.16,chr7,23181822,23182206,TSS,True,15,103
ENSG00000136243.16,chr7,23185015,23185298,TSS,True,91,103
ENSG00000106631.8,chr7,44140427,44140711,IR,True,395,494
ENSG00000106631.8,chr7,44140787,44140960,3AS,False,421,498
ENSG00000106631.8,chr7,44141302,44141574,TSS,False,58,522
ENSG00000196262.13,chr7,44798814,44799246,5AS,False,75,144
ENSG00000010270.13,chr7,38178420,38207446,ES,False,118,160
ENSG00000106400.11,chr7,101217685,101218217,TSS,True,92,114
ENSG00000106400.11,chr7,101218163,101222774,TSS,True,25,114
ENSG00000085662.13,chr7,134458996,134459151,TSS,True,342,1329
ENSG00000085662.13,chr7,134451585,134453153,TSS,True,1011,1329
ENSG00000135245.9,chr7,128455832,128456023,TSS,True,25,114
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,52,124
ENSG00000105968.18,chr7,44843276,44843356,TSS,True,93,124
ENSG00000105821.14,chr7,103306382,103312643,PAS,True,69,112
ENSG00000105821.14,chr7,103316937,103317014,PAS,True,93,104
ENSG00000105821.14,chr7,103322520,103322632,PAS,False,83,102
