gene,chr,start,end,splice_type,novel,H1_ENCFF730QOA_in_cov,H1_ENCFF730QOA_total_cov
ENSG00000100714.15,chr14,64417883,64418024,TSS,True,242,306
ENSG00000100714.15,chr14,64440149,64440266,TSS,False,188,298
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,17,102
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,142,416
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,159,355
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,205,353
ENSG00000126787.12,chr14,55146124,55148473,PAS,True,25,154
ENSG00000126787.12,chr14,55191462,55191620,TSS,True,18,156
PB_novel_215440,chr14,48235618,48260392,ES,True,92,126
PB_novel_215440,chr14,48231586,48234226,PAS,True,26,148
ENSG00000165389.6,chr14,34462095,34462264,TSS,False,14,113
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,39,324
ENSG00000100632.10,chr14,69398230,69398334,TSS,True,219,762
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,1119,1658
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,1471,1635
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,648,1557
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,68,168
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,125,168
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,63,189
ENSG00000129460.15,chr14,23476993,23477356,TSS,False,157,180
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,31,157
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,172,788
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,546,616
ENSG00000100650.15,chr14,69769251,69770466,IR,False,695,803
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,394,941
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,769,941
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,53,201
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,135,663
ENSG00000100823.11,chr14,20455338,20455577,IR,False,135,164
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,343,853
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,714,853
ENSG00000165819.11,chr14,21499137,21499305,IR,False,97,131
ENSG00000165819.11,chr14,21499371,21499491,IR,False,96,131
ENSG00000165819.11,chr14,21511123,21511371,TSS,True,40,153
ENSG00000092108.20,chr14,30622257,30622399,TSS,True,27,111
ENSG00000092108.20,chr14,30690340,30690577,TSS,True,88,102
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,88,465
ENSG00000155463.12,chr14,22771311,22771348,TSS,True,399,462
ENSG00000165898.13,chr14,74493733,74493845,TSS,True,23,159
ENSG00000133980.4,chr14,74348455,74348652,TSS,False,54,104
ENSG00000100445.17,chr14,24440926,24442177,ES,False,20,153
ENSG00000100445.17,chr14,24441795,24442345,ES,False,16,141
ENSG00000100445.17,chr14,24442260,24442345,IR,False,142,165
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,66,208
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,33,100
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,124,154
ENSG00000165792.17,chr14,20996711,20996784,IR,False,102,152
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,60,162
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,110,160
ENSG00000078618.21,chr1,51788871,51789433,PAS,True,42,108
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,28,111
ENSG00000116478.11,chr1,32292072,32292218,TSS,True,32,187
ENSG00000176261.15,chr1,32627544,32633644,ES,False,44,116
ENSG00000176261.15,chr1,32634792,32650432,5AS,False,93,108
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,26,138
ENSG00000176261.15,chr1,32650428,32650999,TSS,True,124,138
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,108,337
ENSG00000134375.10,chr1,201957279,201957380,TSS,True,259,337
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,42,391
ENSG00000230798.5,chr1,63321463,63321590,5AS,True,32,239
ENSG00000230798.5,chr1,63321463,63321624,5AS,True,193,227
ENSG00000230798.5,chr1,63321664,63321942,TSS,True,572,664
ENSG00000230798.5,chr1,63321624,63321664,TSS,True,473,664
ENSG00000230798.5,chr1,63321583,63321642,TSS,True,457,664
ENSG00000131238.17,chr1,40097114,40097257,TSS,False,127,326
ENSG00000131238.17,chr1,40078559,40078658,TSS,True,202,325
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,109,250
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,149,247
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,55,302
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,25,113
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,97,113
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,46,113
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,67,110
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,251,312
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,81,312
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,68,524
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,1211,3561
ENSG00000116251.10,chr1,6192929,6193003,TSS,True,2587,3561
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,81,454
ENSG00000067533.5,chr1,218285289,218285455,TSS,True,37,191
ENSG00000067533.5,chr1,218330947,218331575,PAS,False,25,189
ENSG00000067533.5,chr1,218302293,218302534,PAS,True,131,156
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,35,125
ENSG00000054116.11,chr1,36149091,36149503,TSS,True,112,125
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,35,124
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,299,370
ENSG00000116670.14,chr1,11691751,11691831,TSS,True,282,370
ENSG00000116670.14,chr1,11691412,11691608,TSS,True,278,370
ENSG00000116670.14,chr1,11676847,11677436,TSS,True,291,369
ENSG00000234741.7,chr1,173864304,173864674,IR,False,64,157
ENSG00000234741.7,chr1,173864506,173864674,IR,False,999,1112
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,365,1150
ENSG00000160049.11,chr1,10472322,10472582,TSS,True,27,107
ENSG00000160049.11,chr1,10467189,10467283,TSS,True,91,105
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,34,211
ENSG00000117122.13,chr1,16980586,16980812,TSS,True,30,236
ENSG00000143033.17,chr1,93127299,93133702,ES,False,30,148
ENSG00000143033.17,chr1,93079194,93079531,TSS,True,71,190
ENSG00000143033.17,chr1,93115463,93115618,TSS,True,136,190
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,62,179
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,139,178
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,97,391
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,321,380
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,200,530
ENSG00000153187.19,chr1,244851173,244854503,PAS,True,11,101
ENSG00000153187.19,chr1,244855423,244855574,TSS,True,39,111
ENSG00000153187.19,chr1,244862618,244864513,TSS,True,104,117
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,204,270
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,102,274
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,187,274
ENSG00000160818.16,chr1,156601408,156601933,TSS,True,17,104
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,101,390
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,137,366
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,310,366
ENSG00000084623.11,chr1,32226463,32226530,TSS,True,305,366
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,22,127
ENSG00000143252.14,chr1,161314378,161314425,TSS,True,42,225
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,293,351
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,232,555
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,232,293
ENSG00000160752.14,chr1,155308965,155310063,IR,False,232,293
ENSG00000160752.14,chr1,155309076,155310063,3AS,False,61,119
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,228,797
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,678,797
ENSG00000004487.16,chr1,23056515,23057565,TSS,True,91,103
ENSG00000004487.16,chr1,23080705,23081573,TSS,True,35,102
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,30,145
ENSG00000067334.13,chr1,93876382,93877862,PAS,True,97,115
ENSG00000067334.13,chr1,93879076,93879206,TSS,True,30,145
ENSG00000163344.5,chr1,154936590,154937003,TSS,False,78,213
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,114,157
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,132,157
ENSG00000117419.15,chr1,44319627,44319746,TSS,False,114,157
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,118,157
ENSG00000126088.13,chr1,45012121,45012285,TSS,True,25,177
ENSG00000143575.14,chr1,154272510,154272776,TSS,True,14,126
ENSG00000143320.8,chr1,156705376,156705584,TSS,True,45,317
ENSG00000171735.18,chr1,6785575,6825091,ES,False,35,158
ENSG00000143612.20,chr1,154212624,154214456,ES,False,21,186
ENSG00000143612.20,chr1,154214574,154220341,ES,False,104,170
ENSG00000143612.20,chr1,154206701,154207648,PAS,True,23,198
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,69,244
ENSG00000240563.1,chr1,62194704,62194921,TSS,False,77,411
ENSG00000240563.1,chr1,62206518,62207583,PAS,True,229,357
ENSG00000240563.1,chr1,62209782,62212328,PAS,False,150,365
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,22,171
ENSG00000143401.14,chr1,150235732,150236156,TSS,True,32,192
ENSG00000230623.5,chr1,200473908,200475184,PAS,True,45,116
ENSG00000230623.5,chr1,200415364,200415550,PAS,False,77,116
ENSG00000035687.9,chr1,244451634,244452120,TSS,False,20,141
ENSG00000266472.5,chr1,150293898,150294334,IR,True,407,531
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,146,556
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,434,556
ENSG00000171793.14,chr1,40979639,40979829,TSS,True,54,126
ENSG00000171793.14,chr1,41008673,41008714,TSS,True,83,123
ENSG00000009307.15,chr1,114736855,114737962,ES,False,242,273
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,119,393
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,117,740
ENSG00000116774.11,chr1,113979442,113979630,TSS,True,18,105
ENSG00000159377.10,chr1,151399546,151399727,TSS,True,72,306
ENSG00000159377.10,chr1,151399996,151400187,TSS,True,253,306
ENSG00000069275.12,chr1,205719673,205720500,3AS,True,43,223
ENSG00000069275.12,chr1,205713349,205718479,PAS,True,96,229
ENSG00000069275.12,chr1,205719553,205719676,PAS,True,155,229
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,36,255
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,148,386
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,518,685
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,328,686
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,252,805
ENSG00000142864.14,chr1,67425082,67425906,TSS,False,660,799
ENSG00000077152.10,chr1,202341894,202341965,TSS,True,72,328
ENSG00000120333.4,chr1,175023363,175023430,TSS,False,15,106
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,131,172
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,76,171
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,136,163
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,129,157
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,102,163
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,138,162
ENSG00000097021.19,chr1,6393256,6393745,TSS,True,18,162
ENSG00000067704.9,chr1,220094086,220094483,TSS,False,79,109
ENSG00000067704.9,chr1,220134440,220134510,TSS,True,47,101
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,676,1563
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,932,1608
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,722,1608
ENSG00000116161.17,chr1,174999909,175000195,TSS,True,136,569
ENSG00000135829.16,chr1,182839308,182839456,TSS,False,181,204
ENSG00000135829.16,chr1,182884783,182884813,TSS,True,98,195
ENSG00000117362.12,chr1,150266194,150266532,IR,False,68,117
ENSG00000117362.12,chr1,150265049,150266194,PAS,False,49,117
ENSG00000117362.12,chr1,150265036,150266656,PAS,True,68,117
ENSG00000117362.12,chr1,150268697,150269266,TSS,True,25,129
ENSG00000242125.3,chr1,28506042,28506084,TSS,True,42,249
ENSG00000162910.18,chr1,228109021,228109260,5AS,False,30,105
ENSG00000162910.18,chr1,228109148,228109305,TSS,False,50,144
ENSG00000162910.18,chr1,228109260,228109347,TSS,True,102,144
ENSG00000132676.15,chr1,155689174,155709772,5AS,False,103,118
ENSG00000132676.15,chr1,155709824,155721516,ES,False,14,104
ENSG00000132676.15,chr1,155688749,155689174,TSS,True,30,136
ENSG00000132676.15,chr1,155689044,155689243,TSS,True,121,136
ENSG00000070831.15,chr1,22052670,22052742,TSS,True,82,239
ENSG00000137955.15,chr1,75786274,75787496,ES,False,171,193
ENSG00000137955.15,chr1,75790057,75791284,ES,False,186,208
ENSG00000137955.15,chr1,75791571,75792196,3AS,True,23,221
ENSG00000137955.15,chr1,75786180,75786274,TSS,True,39,234
ENSG00000182004.12,chr1,203861594,203861713,TSS,False,166,1121
ENSG00000189266.12,chr1,23959817,23959998,TSS,True,43,257
ENSG00000116691.10,chr1,12029281,12029764,IR,False,87,102
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,110,191
ENSG00000143799.12,chr1,226387162,226388755,PAS,False,25,115
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,128,203
ENSG00000143799.12,chr1,226390409,226390626,TSS,True,174,199
ENSG00000155366.16,chr1,112703806,112707077,ES,False,105,119
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,49,168
ENSG00000155366.16,chr1,112705099,112705170,TSS,True,131,168
ENSG00000168275.14,chr1,234373461,234373678,TSS,True,24,115
ENSG00000168275.14,chr1,234373760,234374389,TSS,True,94,115
ENSG00000116560.10,chr1,35187202,35187246,TSS,True,67,149
ENSG00000135778.11,chr1,232950744,232956346,ES,False,25,145
ENSG00000135778.11,chr1,232950582,232950744,TSS,True,17,162
ENSG00000162493.16,chr1,13614405,13615904,5AS,False,84,203
ENSG00000162493.16,chr1,13583729,13584100,TSS,False,23,222
ENSG00000117399.13,chr1,43358934,43359006,TSS,False,43,299
ENSG00000117448.13,chr1,45551155,45561788,ES,False,278,385
ENSG00000117448.13,chr1,45568177,45568926,ES,False,51,414
ENSG00000117448.13,chr1,45550803,45551155,TSS,True,147,438
ENSG00000117448.13,chr1,45550780,45550876,TSS,True,330,438
ENSG00000203667.9,chr1,244834883,244835756,TSS,True,12,105
ENSG00000189171.14,chr1,153627482,153627603,TSS,True,20,154
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,588,5016
ENSG00000265241.6,chr1,145926883,145927017,3AS,False,53,379
ENSG00000143436.10,chr1,151763326,151763597,TSS,True,14,136
ENSG00000116455.13,chr1,111441389,111442024,ES,False,114,127
ENSG00000116455.13,chr1,111439088,111441389,PAS,True,24,136
ENSG00000132780.16,chr1,45606591,45613168,ES,False,128,448
ENSG00000132780.16,chr1,45583592,45584205,TSS,True,264,719
ENSG00000132780.16,chr1,45607335,45608337,TSS,True,570,699
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,447,684
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,293,742
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,506,742
ENSG00000155380.11,chr1,112956034,112956339,TSS,False,113,488
ENSG00000169504.14,chr1,24745325,24745625,TSS,True,67,144
ENSG00000162385.10,chr1,53228954,53235576,ES,False,43,276
ENSG00000162385.10,chr1,53238360,53238527,TSS,True,118,390
ENSG00000117523.16,chr1,171512200,171513000,3AS,False,31,171
ENSG00000117523.16,chr1,171514630,171515733,5AS,False,39,190
ENSG00000117523.16,chr1,171485473,171485735,TSS,True,46,217
ENSG00000117523.16,chr1,171509148,171513172,TSS,True,187,211
ENSG00000117523.16,chr1,171532342,171532830,PAS,True,54,205
ENSG00000117523.16,chr1,171524820,171524870,PAS,True,170,204
ENSG00000163866.8,chr1,34855982,34859676,5AS,False,90,101
ENSG00000163866.8,chr1,34859676,34859812,TSS,False,15,105
ENSG00000121766.15,chr1,31297075,31310043,5AS,False,142,159
ENSG00000121766.15,chr1,31310164,31319108,ES,False,133,155
ENSG00000121766.15,chr1,31296964,31297075,TSS,False,44,189
ENSG00000116906.12,chr1,231277498,231277974,PAS,True,12,106
ENSG00000131914.10,chr1,26410728,26410922,TSS,True,101,114
ENSG00000163399.15,chr1,116400160,116401006,TSS,True,91,119
ENSG00000163399.15,chr1,116399861,116401260,TSS,False,101,119
ENSG00000060688.12,chr1,31296610,31296808,TSS,True,18,141
ENSG00000134697.12,chr1,37595758,37595983,TSS,True,27,106
ENSG00000134697.12,chr1,37568850,37570413,TSS,True,82,100
ENSG00000065978.18,chr1,42695254,42696944,TSS,True,245,335
ENSG00000065978.18,chr1,42697187,42697262,TSS,True,223,335
ENSG00000065978.18,chr1,42700997,42701046,TSS,True,253,331
ENSG00000163468.14,chr1,156338153,156338331,TSS,True,144,1376
ENSG00000143256.4,chr1,161117951,161118057,TSS,True,63,372
ENSG00000143256.4,chr1,161102286,161102377,TSS,True,314,372
ENSG00000125944.19,chr1,23338608,23344210,ES,False,176,319
ENSG00000125944.19,chr1,23341017,23344210,3AS,False,90,143
ENSG00000125944.19,chr1,23309522,23311066,PAS,True,58,350
ENSG00000125944.19,chr1,23309785,23311322,PAS,True,300,347
ENSG00000125944.19,chr1,23344210,23344650,TSS,True,144,464
ENSG00000091483.6,chr1,241519590,241519786,TSS,False,21,146
ENSG00000131236.16,chr1,40040240,40040801,TSS,True,155,211
ENSG00000131236.16,chr1,40040243,40040783,TSS,True,168,211
ENSG00000131236.16,chr1,40070433,40070512,TSS,False,175,207
ENSG00000131236.16,chr1,40060075,40060170,TSS,True,157,211
ENSG00000092621.12,chr1,119711850,119712160,TSS,True,557,1547
ENSG00000092621.12,chr1,119721166,119721321,TSS,True,1116,1547
ENSG00000180198.16,chr1,28529939,28531802,ES,False,91,109
ENSG00000180198.16,chr1,28505990,28506084,TSS,True,149,177
ENSG00000180198.16,chr1,28518216,28518308,TSS,True,92,171
ENSG00000132485.13,chr1,71065137,71066775,ES,False,54,131
ENSG00000132485.13,chr1,71069362,71070826,IR,True,133,155
ENSG00000132485.13,chr1,71063290,71065137,PAS,True,44,176
ENSG00000132485.13,chr1,71063290,71070996,PAS,True,153,173
ENSG00000120948.17,chr1,11012634,11012743,TSS,True,340,704
ENSG00000120948.17,chr1,11022123,11025492,PAS,True,46,376
ENSG00000143545.8,chr1,153986112,153986377,TSS,True,106,518
ENSG00000054118.14,chr1,36224276,36224505,TSS,True,54,162
ENSG00000054118.14,chr1,36303795,36305357,PAS,True,117,146
ENSG00000134186.11,chr1,108692296,108692867,TSS,True,43,144
ENSG00000134186.11,chr1,108699161,108702885,PAS,True,16,107
ENSG00000134186.11,chr1,108696276,108697491,PAS,True,93,106
ENSG00000116857.16,chr1,201154444,201154501,TSS,True,60,147
ENSG00000116857.16,chr1,201153857,201154439,TSS,True,122,147
ENSG00000143570.17,chr1,153963494,153963554,TSS,True,81,421
ENSG00000143570.17,chr1,153962528,153962754,TSS,True,374,421
ENSG00000159352.15,chr1,151254726,151254808,TSS,True,39,266
ENSG00000162384.13,chr1,53220569,53220641,TSS,True,23,106
ENSG00000215845.10,chr1,161038075,161038879,ES,False,60,174
ENSG00000215845.10,chr1,161038673,161038879,3AS,False,102,114
ENSG00000215845.10,chr1,161038879,161038966,TSS,True,20,199
ENSG00000031698.12,chr1,109213843,109214128,TSS,True,134,410
ENSG00000031698.12,chr1,109230875,109231021,TSS,True,323,400
ENSG00000117724.12,chr1,214629045,214629158,PAS,True,61,119
ENSG00000117724.12,chr1,214619128,214619173,PAS,True,95,119
ENSG00000117724.12,chr1,214614831,214615000,PAS,True,100,119
ENSG00000116679.15,chr1,185316952,185317392,TSS,True,45,108
ENSG00000164182.10,chr5,60945153,60945382,TSS,True,18,175
ENSG00000164346.9,chr5,74776603,74776906,PAS,True,16,128
ENSG00000113013.13,chr5,138575237,138575684,TSS,True,71,292
ENSG00000113140.10,chr5,151686864,151687036,TSS,True,38,307
ENSG00000164611.12,chr5,160421786,160421891,TSS,True,56,459
ENSG00000133835.15,chr5,119452434,119452633,TSS,True,24,105
ENSG00000170445.13,chr5,140691214,140691393,TSS,True,24,129
ENSG00000170445.13,chr5,140675016,140676102,TSS,True,111,128
PB_novel_213403,chr5,12660807,12667735,ES,True,529,604
ENSG00000146007.10,chr5,140700442,140700478,TSS,True,25,164
ENSG00000038274.16,chr5,163505565,163505749,TSS,True,65,108
ENSG00000038274.16,chr5,163503225,163503424,TSS,True,54,108
ENSG00000205302.6,chr5,122775030,122775211,TSS,False,21,145
ENSG00000172062.16,chr5,70925045,70925184,TSS,True,84,191
ENSG00000188725.7,chr5,61162216,61162474,TSS,True,17,107
ENSG00000213585.10,chr5,133993015,134004646,3AS,False,54,185
ENSG00000213585.10,chr5,134004646,134004776,TSS,True,33,218
ENSG00000145833.15,chr5,134758740,134758955,TSS,True,53,182
ENSG00000145833.15,chr5,134828658,134831112,PAS,True,89,178
ENSG00000145833.15,chr5,134770902,134770991,PAS,True,107,139
ENSG00000145833.15,chr5,134773695,134774552,PAS,True,107,140
ENSG00000145833.15,chr5,134777573,134777668,PAS,True,125,140
ENSG00000131732.11,chr5,81301582,81301670,TSS,True,63,111
ENSG00000131732.11,chr5,81301613,81301698,TSS,True,62,111
ENSG00000048162.20,chr5,176384283,176385220,3AS,False,62,259
ENSG00000048162.20,chr5,176383935,176384374,PAS,True,89,273
ENSG00000048162.20,chr5,176383940,176384283,PAS,True,214,276
ENSG00000172058.15,chr5,70900962,70901149,TSS,True,116,130
ENSG00000172058.15,chr5,70900668,70900876,TSS,True,29,130
ENSG00000113356.11,chr5,90475020,90485534,3AS,False,50,122
ENSG00000113356.11,chr5,90497706,90501908,3AS,True,25,111
ENSG00000113356.11,chr5,90474826,90475020,TSS,True,62,188
ENSG00000113356.11,chr5,90512052,90514557,PAS,True,32,139
ENSG00000051596.9,chr5,175916676,175918172,PAS,False,179,202
ENSG00000051596.9,chr5,175958613,175960132,PAS,True,33,198
ENSG00000113068.9,chr5,140281533,140303040,ES,False,19,167
ENSG00000197451.11,chr5,178209447,178210552,ES,False,127,344
ENSG00000197451.11,chr5,178209417,178209447,TSS,True,311,653
ENSG00000113328.18,chr5,163437664,163437764,IR,False,109,361
ENSG00000113328.18,chr5,163437578,163437804,TSS,True,126,371
ENSG00000113328.18,chr5,163437594,163437664,TSS,True,262,371
ENSG00000145907.14,chr5,151772036,151786602,3AS,False,65,234
ENSG00000145907.14,chr5,151771913,151772036,TSS,True,106,341
ENSG00000037241.7,chr5,172959423,172959468,TSS,False,15,101
ENSG00000164615.4,chr5,134738792,134750758,ES,True,23,133
ENSG00000164615.4,chr5,134741523,134750758,ES,True,14,135
ENSG00000164615.4,chr5,134738497,134738792,TSS,True,35,170
ENSG00000164615.4,chr5,134741061,134741523,TSS,True,140,170
ENSG00000120727.12,chr5,139341823,139341980,TSS,True,325,873
ENSG00000120727.12,chr5,139363761,139363922,TSS,True,559,873
ENSG00000113712.17,chr5,149496860,149505482,5AS,False,70,108
ENSG00000113712.17,chr5,149550841,149551878,TSS,True,37,126
ENSG00000113712.17,chr5,149525044,149525172,TSS,True,109,125
ENSG00000086189.9,chr5,62403693,62403938,TSS,True,38,136
ENSG00000164405.10,chr5,132866687,132866868,5AS,False,413,463
ENSG00000164405.10,chr5,132866585,132866687,TSS,True,80,497
ENSG00000164405.10,chr5,132866638,132866691,TSS,True,444,497
ENSG00000153015.15,chr5,65018158,65020537,PAS,True,95,225
ENSG00000153015.15,chr5,64885442,64885537,PAS,True,182,225
ENSG00000153015.15,chr5,64804228,64806271,PAS,True,184,225
ENSG00000113141.17,chr5,140647797,140647924,TSS,True,31,127
ENSG00000113141.17,chr5,140659003,140659164,TSS,False,100,122
ENSG00000131508.15,chr5,139561261,139561815,TSS,True,121,141
ENSG00000164265.8,chr5,147870696,147871679,TSS,False,145,183
ENSG00000164265.8,chr5,147871136,147872321,TSS,False,123,183
ENSG00000174695.9,chr5,83077320,83077466,TSS,True,26,163
ENSG00000204628.11,chr5,181241639,181242169,IR,False,102,125
ENSG00000150753.11,chr5,10250169,10250445,TSS,True,123,796
ENSG00000113552.15,chr5,142012994,142013053,TSS,False,18,136
ENSG00000145592.13,chr5,40835182,40835284,TSS,False,527,4548
ENSG00000145592.13,chr5,40834470,40835213,TSS,True,4054,4548
ENSG00000145741.15,chr5,73498558,73499133,5AS,False,1845,2061
ENSG00000145741.15,chr5,73498430,73498799,TSS,True,1879,2094
ENSG00000145741.15,chr5,73498425,73498558,TSS,True,246,2094
ENSG00000213523.10,chr5,140557272,140557427,IR,False,104,128
ENSG00000213523.10,chr5,140557427,140557472,TSS,True,28,133
ENSG00000213523.10,chr5,140557146,140557456,TSS,True,109,133
ENSG00000112972.14,chr5,43313355,43313488,TSS,True,85,142
ENSG00000113312.10,chr5,160009190,160010499,5AS,False,20,155
ENSG00000113312.10,chr5,160009107,160009193,TSS,True,39,173
ENSG00000113312.10,chr5,160009107,160009190,TSS,False,153,173
ENSG00000273841.4,chr5,69369462,69369623,TSS,False,40,322
ENSG00000131711.14,chr5,72107198,72107715,TSS,True,12,104
ENSG00000164904.17,chr5,126595006,126595334,TSS,True,77,428
ENSG00000170584.10,chr5,163457610,163459861,5AS,True,117,134
ENSG00000170584.10,chr5,163459861,163460386,TSS,True,20,138
ENSG00000170606.14,chr5,133051928,133052357,TSS,True,115,245
ENSG00000170606.14,chr5,133097161,133097286,TSS,True,172,237
ENSG00000170606.14,chr5,133104232,133106449,PAS,True,24,212
ENSG00000073578.16,chr5,218010,218418,TSS,True,33,109
ENSG00000073578.16,chr5,227460,228333,TSS,True,84,109
ENSG00000153037.14,chr5,112864732,112867403,3AS,False,158,180
ENSG00000153037.14,chr5,112861208,112861417,TSS,True,20,186
ENSG00000153037.14,chr5,112867403,112867908,PAS,True,23,181
ENSG00000153037.14,chr5,112867371,112867907,PAS,True,159,181
ENSG00000169045.17,chr5,179614959,179616125,ES,False,25,220
ENSG00000169045.17,chr5,179616218,179616898,5AS,False,29,210
ENSG00000169045.17,chr5,179623164,179623635,5AS,False,104,170
ENSG00000169045.17,chr5,179623594,179623711,TSS,True,196,262
ENSG00000169045.17,chr5,179623635,179623882,TSS,True,157,262
ENSG00000164587.12,chr5,150447735,150449491,5AS,True,224,502
ENSG00000164587.12,chr5,150449702,150449742,TSS,False,795,4425
ENSG00000205572.9,chr5,70025261,70025458,TSS,True,42,161
ENSG00000205572.9,chr5,70025520,70025731,TSS,True,140,161
ENSG00000169223.14,chr5,177351451,177353179,TSS,False,34,219
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,193,359
ENSG00000127022.14,chr5,179728590,179731653,PAS,True,34,209
ENSG00000015479.18,chr5,139293607,139293805,TSS,True,61,115
ENSG00000015479.18,chr5,139293749,139294028,TSS,True,94,115
ENSG00000015479.18,chr5,139307227,139308327,TSS,True,93,111
ENSG00000015479.18,chr5,139329344,139331366,PAS,True,25,112
ENSG00000184840.11,chr5,177592168,177592398,TSS,True,129,801
ENSG00000133706.17,chr5,146113017,146114311,PAS,True,44,104
ENSG00000133706.17,chr5,146182487,146182677,TSS,True,26,112
