gene,chr,start,end,splice_type,novel,chondrocyte_ENCFF439BVT_in_cov,chondrocyte_ENCFF439BVT_total_cov
ENSG00000142186.16,chr11,65536750,65537036,3AS,False,75,218
ENSG00000142186.16,chr11,65525031,65525264,TSS,True,36,226
ENSG00000174996.11,chr11,66257871,66258583,3AS,False,83,149
ENSG00000174996.11,chr11,66266490,66267170,3AS,True,22,160
ENSG00000174996.11,chr11,66257650,66257871,TSS,True,21,170
ENSG00000174996.11,chr11,66266872,66267860,PAS,True,30,168
ENSG00000174996.11,chr11,66267170,66267860,PAS,True,146,168
ENSG00000165458.13,chr11,72223854,72223960,TSS,False,81,111
ENSG00000165458.13,chr11,72235935,72235986,TSS,True,96,111
ENSG00000170242.17,chr11,11842224,11884466,ES,False,23,169
ENSG00000173621.8,chr11,66856556,66859093,TSS,True,47,107
ENSG00000173621.8,chr11,66856565,66857296,TSS,False,68,107
ENSG00000173153.13,chr11,64305280,64305736,TSS,True,133,192
ENSG00000223953.5,chr11,119340694,119340902,TSS,True,61,168
ENSG00000223953.5,chr11,119340183,119340550,TSS,True,110,168
ENSG00000177030.16,chr11,694758,696635,TSS,False,34,210
ENSG00000095139.13,chr11,118572360,118572550,TSS,True,17,161
ENSG00000177830.17,chr11,904859,910774,ES,False,159,180
ENSG00000177830.17,chr11,868194,869956,PAS,True,43,201
ENSG00000177830.17,chr11,880866,882515,PAS,False,164,200
ENSG00000177830.17,chr11,910774,910894,TSS,True,21,201
ENSG00000173511.9,chr11,64234487,64234893,TSS,True,24,157
ENSG00000175220.11,chr11,46700550,46700665,TSS,True,62,195
ENSG00000182087.13,chr19,1011612,1011740,3AS,False,116,449
ENSG00000182087.13,chr19,1012188,1012462,IR,False,379,454
ENSG00000105185.11,chr19,32581185,32581327,TSS,True,65,184
ENSG00000105185.11,chr19,32582647,32585011,TSS,True,128,184
ENSG00000142227.10,chr19,48325356,48325610,TSS,True,230,551
ENSG00000142227.10,chr19,48327599,48327623,TSS,True,335,551
ENSG00000257103.8,chr19,34221738,34227364,ES,False,82,118
ENSG00000257103.8,chr19,34172417,34172763,TSS,True,15,128
ENSG00000129353.14,chr19,10602416,10602561,TSS,True,114,358
ENSG00000129353.14,chr19,10625460,10625670,TSS,True,293,358
ENSG00000063177.12,chr19,48619140,48619191,TSS,True,57,194
ENSG00000063177.12,chr19,48617790,48619182,TSS,True,149,194
ENSG00000105281.12,chr19,46787399,46788597,TSS,False,145,723
ENSG00000126254.11,chr19,35631405,35633097,3AS,False,92,195
ENSG00000167815.11,chr19,12796819,12797166,PAS,True,51,402
ENSG00000167815.11,chr19,12801739,12802015,TSS,True,55,402
ENSG00000105364.13,chr19,10259616,10260060,PAS,True,16,110
ENSG00000104964.14,chr19,3062173,3062531,TSS,True,40,365
ENSG00000105223.19,chr19,40348724,40365552,5AS,False,25,126
ENSG00000105223.19,chr19,40348724,40365717,5AS,False,16,148
ENSG00000105223.19,chr19,40348724,40365717,IR,False,16,132
ENSG00000105223.19,chr19,40348768,40365661,3AS,False,35,116
ENSG00000105223.19,chr19,40348768,40365717,3AS,False,128,244
ENSG00000105223.19,chr19,40348768,40366418,ES,False,114,373
ENSG00000105223.19,chr19,40348768,40366418,3AS,False,114,142
ENSG00000105223.19,chr19,40365585,40366418,5AS,False,21,114
ENSG00000105223.19,chr19,40348542,40348768,TSS,True,1041,1445
ENSG00000105223.19,chr19,40364079,40365930,TSS,False,718,1445
ENSG00000160953.15,chr19,1355020,1356323,5AS,False,57,112
ENSG00000160953.15,chr19,1354922,1355020,TSS,False,83,141
ENSG00000160953.15,chr19,1354944,1355135,TSS,True,87,141
ENSG00000125505.16,chr19,54178941,54180772,IR,True,157,188
ENSG00000125505.16,chr19,54189337,54189735,TSS,False,41,221
ENSG00000104852.14,chr19,49107712,49107821,3AS,False,54,186
ENSG00000104852.14,chr19,49085154,49085636,TSS,True,110,223
ENSG00000104852.14,chr19,49102417,49104735,TSS,True,162,223
ENSG00000104852.14,chr19,49107794,49108613,PAS,True,55,187
ENSG00000104852.14,chr19,49107821,49108613,PAS,True,133,187
ENSG00000074181.8,chr19,15181801,15184905,ES,False,55,198
ENSG00000074181.8,chr19,15200787,15201001,TSS,True,386,534
ENSG00000179262.9,chr19,12949159,12949277,3AS,False,65,133
ENSG00000123136.14,chr19,14409447,14409535,IR,False,104,123
ENSG00000123136.14,chr19,14409873,14410215,IR,False,86,119
ENSG00000123136.14,chr19,14410334,14410988,ES,False,93,112
ENSG00000123136.14,chr19,14411172,14411505,IR,False,104,119
ENSG00000160633.12,chr19,5657347,5661520,3AS,False,153,262
ENSG00000160633.12,chr19,5667164,5667352,3AS,False,60,266
ENSG00000099622.13,chr19,1272051,1272426,IR,False,230,332
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,133,355
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,266,365
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,46,307
ENSG00000179271.2,chr19,12956862,12957224,TSS,False,135,266
ENSG00000183207.13,chr19,48993902,48999318,5AS,False,12,107
ENSG00000183207.13,chr19,48993533,48993923,TSS,True,49,145
ENSG00000183207.13,chr19,49015589,49015686,TSS,True,117,145
ENSG00000178980.14,chr19,47778284,47778814,TSS,True,182,353
ENSG00000130726.11,chr19,58544064,58545097,TSS,True,47,309
ENSG00000024422.11,chr19,47713404,47713538,TSS,True,433,702
ENSG00000024422.11,chr19,47740880,47743133,PAS,True,29,279
ENSG00000012061.15,chr19,45407327,45409725,PAS,True,29,103
ENSG00000012061.15,chr19,45411816,45413745,PAS,True,74,102
ENSG00000012061.15,chr19,45423780,45424480,TSS,True,58,103
ENSG00000012061.15,chr19,45423269,45423568,TSS,True,92,103
ENSG00000012061.15,chr19,45423822,45424381,TSS,True,76,103
ENSG00000125753.13,chr19,45522581,45522720,3AS,True,23,148
ENSG00000125753.13,chr19,45523695,45523843,3AS,True,18,150
ENSG00000125753.13,chr19,45506953,45507776,TSS,True,16,157
ENSG00000123159.15,chr19,14491743,14496036,ES,False,118,267
ENSG00000123159.15,chr19,14496036,14496297,TSS,True,39,325
ENSG00000141985.9,chr19,4400323,4400567,TSS,True,82,277
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,56,200
ENSG00000170889.13,chr19,54201157,54201281,TSS,True,173,200
ENSG00000099337.4,chr19,38319821,38320272,TSS,True,11,104
ENSG00000185236.11,chr19,8402565,8403412,IR,True,205,232
ENSG00000185236.11,chr19,8403412,8404442,PAS,False,29,235
ENSG00000185236.11,chr19,8402484,8404434,PAS,True,207,234
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,130,424
ENSG00000063245.14,chr19,55692796,55692953,3AS,False,39,100
ENSG00000063245.14,chr19,55675130,55675435,TSS,True,16,108
ENSG00000104936.17,chr19,45770640,45771567,ES,False,60,296
ENSG00000104936.17,chr19,45771056,45771349,3AS,False,80,220
ENSG00000104936.17,chr19,45775034,45777341,5AS,False,82,292
ENSG00000104936.17,chr19,45782192,45784134,TSS,True,61,316
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,276,1596
ENSG00000105088.8,chr19,9936303,9936558,TSS,True,39,133
ENSG00000105088.8,chr19,9913482,9913846,TSS,False,102,133
ENSG00000105063.18,chr19,55258434,55259063,TSS,False,23,130
ENSG00000130204.12,chr19,44891314,44891406,IR,False,96,116
ENSG00000130204.12,chr19,44891314,44891409,3AS,False,21,117
ENSG00000130204.12,chr19,44891224,44891689,TSS,True,121,141
ENSG00000130204.12,chr19,44891215,44891314,TSS,True,24,141
ENSG00000105137.12,chr19,15107521,15109256,3AS,False,15,146
ENSG00000105137.12,chr19,15107333,15107521,TSS,True,30,177
ENSG00000070404.9,chr19,676373,676526,TSS,False,80,627
ENSG00000073008.14,chr19,44657910,44661291,ES,False,33,245
ENSG00000073008.14,chr19,44658765,44661291,5AS,False,46,212
ENSG00000073008.14,chr19,44643677,44644175,TSS,True,190,464
ENSG00000105438.8,chr19,48391267,48391570,TSS,True,18,147
ENSG00000051128.18,chr19,18939049,18941192,5AS,True,13,126
ENSG00000051128.18,chr19,18941050,18941274,TSS,True,18,131
ENSG00000130479.10,chr19,17719462,17719620,TSS,True,16,126
ENSG00000130479.10,chr19,17726746,17728172,TSS,False,113,126
ENSG00000196961.12,chr19,49766954,49767200,TSS,True,40,182
ENSG00000011243.17,chr19,15397855,15399301,ES,False,89,100
ENSG00000011243.17,chr19,15397855,15399301,IR,True,89,108
ENSG00000105135.15,chr19,15125655,15125819,TSS,False,129,298
ENSG00000105135.15,chr19,15125379,15125701,TSS,True,211,298
ENSG00000141873.10,chr19,2739944,2740059,TSS,True,11,100
ENSG00000068903.19,chr19,38893867,38899505,ES,False,94,122
ENSG00000068903.19,chr19,38893867,38899505,3AS,False,94,107
ENSG00000130529.15,chr19,49157745,49157890,TSS,True,20,107
ENSG00000130176.7,chr19,11538810,11538990,TSS,True,58,384
ENSG00000130176.7,chr19,11539918,11540021,TSS,False,338,384
ENSG00000179820.15,chr19,53867875,53867943,TSS,False,75,123
ENSG00000105647.16,chr19,18153119,18153294,TSS,False,40,262
ENSG00000076928.17,chr19,41906025,41906702,ES,False,13,127
ENSG00000076928.17,chr19,41883116,41883289,TSS,True,56,133
ENSG00000076928.17,chr19,41883233,41884493,TSS,True,94,133
ENSG00000167674.14,chr19,4472220,4472422,TSS,True,45,132
ENSG00000167674.14,chr19,4501910,4502218,PAS,True,30,104
ENSG00000167674.14,chr19,4501913,4502219,PAS,True,81,104
ENSG00000130309.10,chr19,17555590,17555973,TSS,False,50,278
ENSG00000105373.18,chr19,47745517,47745783,TSS,True,99,212
ENSG00000105373.18,chr19,47756707,47756744,TSS,True,131,212
ENSG00000088256.8,chr19,3094361,3094787,TSS,True,46,154
ENSG00000104824.17,chr19,38836369,38836780,PAS,True,13,109
ENSG00000104824.17,chr19,38849699,38849991,TSS,True,83,173
ENSG00000105393.15,chr19,17267527,17268793,3AS,False,77,102
ENSG00000105393.15,chr19,17267397,17267527,TSS,True,18,122
ENSG00000042753.11,chr19,46850763,46850855,TSS,True,36,150
ENSG00000042753.11,chr19,46850133,46850295,TSS,False,123,150
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,75,504
ENSG00000105655.18,chr19,18438092,18438179,TSS,True,51,339
ENSG00000185800.11,chr19,45792315,45792844,TSS,True,12,110
ENSG00000115268.9,chr19,1438368,1438428,TSS,True,71,606
ENSG00000079999.13,chr19,10503240,10503596,TSS,True,120,134
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,41,134
ENSG00000079805.16,chr19,10795439,10798485,ME,False,50,276
ENSG00000079805.16,chr19,10830378,10830980,3AS,False,58,294
ENSG00000079805.16,chr19,10830977,10831906,PAS,True,66,302
ENSG00000079805.16,chr19,10830980,10831905,PAS,False,244,302
ENSG00000128016.5,chr19,39406845,39406928,TSS,False,13,122
ENSG00000074842.7,chr19,4670160,4670409,TSS,True,184,487
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,45,178
ENSG00000099624.7,chr19,1244440,1244736,IR,False,116,162
ENSG00000099624.7,chr19,1241726,1241991,TSS,True,45,173
ENSG00000099624.7,chr19,1244313,1244440,TSS,True,142,173
ENSG00000099624.7,chr19,1244314,1244825,PAS,True,85,131
ENSG00000099624.7,chr19,1244736,1244829,PAS,False,57,173
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,121,170
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,80,201
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,153,201
ENSG00000221983.7,chr19,18571902,18573403,TSS,True,180,201
ENSG00000130164.13,chr19,11089422,11089615,TSS,True,31,150
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,31,176
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,15,134
ENSG00000099875.14,chr19,2037829,2040133,3AS,False,66,116
ENSG00000099875.14,chr19,2046468,2046603,IR,True,69,112
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,143,209
ENSG00000099875.14,chr19,2037470,2039856,PAS,True,67,117
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,101,209
ENSG00000105290.11,chr19,35877825,35878084,3AS,False,133,187
ENSG00000105290.11,chr19,35877825,35878583,ES,False,39,220
ENSG00000198816.6,chr19,7515941,7516249,TSS,False,14,127
ENSG00000011304.19,chr19,805187,806407,ES,False,67,326
ENSG00000011304.19,chr19,797388,797505,TSS,True,93,374
ENSG00000105419.17,chr19,47407428,47409098,3AS,False,150,167
ENSG00000105419.17,chr19,47414815,47415050,3AS,False,29,154
ENSG00000105419.17,chr19,47403111,47403553,PAS,True,21,173
ENSG00000105419.17,chr19,47403123,47406526,PAS,True,153,172
ENSG00000105419.17,chr19,47419069,47419530,TSS,True,29,185
ENSG00000104870.12,chr19,49512261,49512750,TSS,True,78,178
ENSG00000104870.12,chr19,49513020,49513473,TSS,True,109,178
ENSG00000125912.10,chr19,3206190,3206264,3AS,False,75,193
ENSG00000125912.10,chr19,3185867,3186214,TSS,True,32,220
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,79,506
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,449,506
ENSG00000105520.10,chr19,11354929,11355572,TSS,True,32,109
ENSG00000167772.11,chr19,8366319,8371055,ES,False,57,541
ENSG00000127616.18,chr19,11035132,11041306,3AS,False,99,133
ENSG00000127616.18,chr19,11041560,11058257,3AS,False,46,135
ENSG00000127616.18,chr19,10960725,10961174,TSS,True,67,155
ENSG00000127616.18,chr19,11061783,11062296,PAS,True,19,155
ENSG00000127616.18,chr19,10996212,10996376,PAS,True,105,122
ENSG00000167645.16,chr19,38309643,38315868,5AS,False,115,137
ENSG00000167645.16,chr19,38315859,38315985,TSS,True,152,174
ENSG00000167645.16,chr19,38315868,38315996,TSS,True,59,174
ENSG00000130881.13,chr19,33206362,33206600,3AS,True,111,128
ENSG00000011485.14,chr19,46347010,46347217,TSS,True,17,114
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,87,274
ENSG00000104823.8,chr19,38817064,38817274,TSS,True,206,274
ENSG00000130202.9,chr19,44878222,44878941,PAS,True,117,391
ENSG00000130202.9,chr19,44888109,44889227,PAS,True,302,404
ENSG00000172081.13,chr19,2096225,2096335,TSS,True,17,132
ENSG00000064961.18,chr19,3573800,3574382,IR,False,125,139
ENSG00000064961.18,chr19,3572910,3572994,TSS,True,27,155
ENSG00000064961.18,chr19,3572968,3573347,TSS,True,139,155
ENSG00000090372.14,chr19,46727546,46727893,3AS,False,110,137
ENSG00000090372.14,chr19,46746148,46747040,TSS,True,18,146
ENSG00000153879.8,chr19,33373697,33373895,TSS,False,15,113
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,21,169
ENSG00000142541.16,chr19,49487604,49487644,TSS,True,153,1088
ENSG00000064666.14,chr19,1026557,1026724,TSS,True,44,149
ENSG00000127526.14,chr19,16571943,16572420,TSS,True,11,102
ENSG00000125733.17,chr19,6744994,6746451,ES,False,106,126
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,20,132
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,35,338
ENSG00000130203.9,chr19,44905408,44905841,TSS,False,35,276
ENSG00000104960.15,chr19,49860336,49860613,3AS,False,196,231
ENSG00000104960.15,chr19,49850701,49851499,TSS,True,43,241
ENSG00000104960.15,chr19,49860613,49860744,PAS,True,44,241
ENSG00000104960.15,chr19,49860565,49860744,PAS,True,205,241
ENSG00000105397.13,chr19,10353646,10354041,IR,True,113,135
ENSG00000105397.13,chr19,10380379,10380645,TSS,True,19,140
ENSG00000170892.10,chr19,54190220,54190450,TSS,True,104,141
ENSG00000170892.10,chr19,54190300,54191607,TSS,True,48,141
ENSG00000133275.15,chr19,1979093,1979162,IR,False,168,188
ENSG00000105726.16,chr19,19656766,19656846,IR,False,145,165
ENSG00000105726.16,chr19,19663270,19664048,TSS,True,19,182
ENSG00000130511.15,chr19,18430930,18431646,ES,False,96,112
ENSG00000130511.15,chr19,18433817,18434216,5AS,True,58,113
ENSG00000130511.15,chr19,18419277,18419707,TSS,True,16,125
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,322,2181
ENSG00000105323.16,chr19,41264185,41264798,TSS,True,70,128
ENSG00000105401.8,chr19,10395343,10395434,IR,False,188,220
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,38,249
ENSG00000099797.14,chr19,14529263,14529711,TSS,True,31,129
ENSG00000099797.14,chr19,14563431,14564097,TSS,True,101,129
ENSG00000105058.11,chr19,16185516,16185623,IR,False,136,155
ENSG00000105058.11,chr19,16185400,16185516,TSS,True,26,162
ENSG00000105058.11,chr19,16185409,16185765,TSS,True,143,162
ENSG00000126457.21,chr19,49677316,49680486,ES,False,127,143
ENSG00000089351.14,chr19,35000264,35000486,TSS,True,20,193
ENSG00000099783.11,chr19,8465362,8465479,IR,False,108,318
ENSG00000099783.11,chr19,8474244,8485602,ES,False,68,325
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,40,355
ENSG00000165629.19,chr10,7802854,7807658,ES,False,107,150
ENSG00000148848.14,chr10,126388057,126388693,TSS,False,38,127
ENSG00000015171.19,chr10,210048,236837,ES,False,19,138
ENSG00000015171.19,chr10,134876,135302,TSS,False,124,142
ENSG00000015171.19,chr10,135381,135559,TSS,True,43,142
ENSG00000154473.17,chr10,123162828,123163819,IR,True,119,140
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,27,146
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,50,169
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,144,171
ENSG00000154473.17,chr10,123162611,123165365,PAS,True,147,168
ENSG00000148700.14,chr10,110007927,110008299,TSS,True,28,108
ENSG00000148700.14,chr10,110005757,110006151,TSS,False,95,108
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,46,259
ENSG00000108094.14,chr10,35090178,35090427,TSS,True,52,104
ENSG00000108094.14,chr10,35090429,35090642,TSS,False,66,104
ENSG00000108094.14,chr10,35089895,35090373,TSS,True,93,104
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,58,246
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,205,246
ENSG00000123240.16,chr10,13100302,13109111,ES,False,284,351
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,89,366
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,236,590
ENSG00000123240.16,chr10,13133532,13133581,TSS,True,363,582
ENSG00000120008.15,chr10,120851250,120851506,TSS,False,18,101
ENSG00000166197.16,chr10,102157074,102157188,3AS,False,50,108
ENSG00000166197.16,chr10,102159308,102159432,5AS,False,98,110
ENSG00000175029.16,chr10,125039155,125160318,ES,False,44,100
ENSG00000175029.16,chr10,125160318,125160603,TSS,True,60,165
ENSG00000175029.16,chr10,125160826,125161452,TSS,True,147,165
ENSG00000107679.14,chr10,122374806,122393180,ES,True,76,174
ENSG00000176986.15,chr10,73770471,73770708,IR,False,135,154
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,76,157
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,115,157
ENSG00000150593.17,chr10,110876070,110881274,3AS,False,13,113
ENSG00000099250.17,chr10,33197709,33202911,5AS,False,21,126
ENSG00000099250.17,chr10,33177489,33180365,PAS,True,31,133
ENSG00000099250.17,chr10,33196177,33197709,PAS,True,107,131
ENSG00000099250.17,chr10,33334309,33334866,TSS,True,23,134
ENSG00000171307.18,chr10,97446353,97451670,ES,False,114,133
ENSG00000171307.18,chr10,97453663,97454713,ES,False,44,117
ENSG00000171307.18,chr10,97454799,97455713,3AS,False,22,123
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,47,287
ENSG00000108039.17,chr10,109907815,109923401,ES,False,16,140
ENSG00000148484.17,chr10,16782084,16817314,ES,False,61,350
ENSG00000148484.17,chr10,16782084,16817314,5AS,True,61,114
ENSG00000148484.17,chr10,16817084,16817314,IR,True,291,344
ENSG00000148484.17,chr10,16817314,16817488,TSS,False,66,418
ENSG00000148484.17,chr10,16816972,16817432,TSS,True,365,418
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,57,339
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,12,118
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,16,126
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,12,119
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,107,119
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,36,157
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,41,143
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,114,143
ENSG00000107521.18,chr10,98413947,98417726,PAS,True,31,111
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,90,102
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,26,113
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,14,106
ENSG00000089876.11,chr10,125881071,125896217,ES,True,76,118
ENSG00000067082.14,chr10,3784912,3785253,TSS,True,57,422
ENSG00000067064.11,chr10,1043393,1048863,ES,False,48,154
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,100,515
ENSG00000067057.16,chr10,3125719,3129983,TSS,True,456,512
ENSG00000169826.7,chr10,43137842,43138567,TSS,False,27,159
ENSG00000122359.17,chr10,80172869,80205342,ES,False,45,184
ENSG00000122359.17,chr10,80176155,80205342,ES,False,123,139
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,25,210
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,57,118
ENSG00000086475.14,chr10,13347276,13347730,TSS,False,65,118
ENSG00000166272.17,chr10,102743922,102744143,TSS,True,78,157
ENSG00000166272.17,chr10,102776132,102776417,TSS,False,107,157
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,416,3590
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,320,377
ENSG00000122884.12,chr10,73030370,73046924,ME,False,155,300
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,318,699
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,90,761
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,107,696
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,34,109
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,83,109
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,12,107
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,124,139
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,144,268
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,241,268
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,239,268
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,220,268
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,19,105
ENSG00000197771.12,chr10,119842595,119843253,5AS,False,81,131
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,53,328
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,269,318
ENSG00000170759.10,chr10,32055847,32056448,TSS,False,45,345
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,23,118
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,42,115
ENSG00000156113.22,chr10,76884876,76887515,PAS,True,17,102
ENSG00000156113.22,chr10,77637264,77638482,TSS,True,19,107
ENSG00000134452.19,chr10,5890346,5906036,ES,False,55,209
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,74,115
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,62,115
ENSG00000165801.9,chr14,21069646,21070399,TSS,True,51,224
ENSG00000197102.11,chr14,102015100,102015332,TSS,True,144,269
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,56,439
ENSG00000139926.15,chr14,51701135,51702511,5AS,False,190,338
ENSG00000139926.15,chr14,51651855,51651996,TSS,False,60,351
ENSG00000100722.19,chr14,88578140,88607242,ES,False,27,108
ENSG00000100722.19,chr14,88609403,88609714,3AS,False,44,114
ENSG00000100796.17,chr14,91473370,91475849,5AS,False,57,101
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,166,238
ENSG00000092199.17,chr14,21234229,21269297,ES,False,66,233
ENSG00000092199.17,chr14,21263336,21269297,3AS,False,136,156
ENSG00000184887.13,chr14,105249085,105249156,IR,False,170,189
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,152,193
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,55,193
ENSG00000073712.14,chr14,52950920,52951262,TSS,True,109,459
ENSG00000073712.14,chr14,52893292,52893325,TSS,False,398,458
ENSG00000100461.17,chr14,22906368,22909482,ES,False,70,101
ENSG00000100644.16,chr14,61695839,61720381,3AS,False,1081,1447
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,134,170
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,42,170
ENSG00000139998.15,chr14,64971952,64972368,TSS,True,45,176
ENSG00000165617.14,chr14,58641747,58645368,3AS,False,513,721
ENSG00000165617.14,chr14,58645368,58648318,PAS,True,212,726
ENSG00000165617.14,chr14,58645257,58648318,PAS,True,515,726
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,55,347
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,289,343
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,88,351
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,310,351
ENSG00000140105.17,chr14,100361921,100375282,ES,False,87,576
ENSG00000140105.17,chr14,100361921,100376259,ES,False,20,145
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,771,916
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,346,916
ENSG00000012983.11,chr14,50532158,50532447,5AS,False,72,108
ENSG00000012983.11,chr14,50532447,50532918,TSS,True,47,121
ENSG00000012983.11,chr14,50532399,50532680,TSS,True,85,121
ENSG00000126777.17,chr14,55580354,55612018,ES,False,275,343
ENSG00000126777.17,chr14,55661612,55667240,ES,False,240,345
ENSG00000126777.17,chr14,55673012,55675834,ES,False,235,360
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,86,315
ENSG00000119673.14,chr14,73569149,73569883,TSS,True,28,148
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,36,236
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,204,236
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,184,337
ENSG00000129474.15,chr14,22981260,22982631,TSS,True,65,282
ENSG00000129474.15,chr14,22976644,22977790,TSS,True,239,281
ENSG00000119725.18,chr14,73921105,73923394,ES,False,20,169
ENSG00000185650.9,chr14,68792881,68793067,TSS,True,26,109
ENSG00000179364.13,chr14,105314590,105315037,TSS,True,37,228
ENSG00000100823.11,chr14,20455394,20455577,IR,False,96,112
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,71,168
ENSG00000100823.11,chr14,20455193,20455703,TSS,True,138,168
ENSG00000100612.13,chr14,60165176,60165454,TSS,True,13,108
ENSG00000100612.13,chr14,60149352,60149561,TSS,True,95,107
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,58,106
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,57,106
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,11,103
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,63,182
ENSG00000075413.17,chr14,103492034,103502881,ES,False,23,185
ENSG00000075413.17,chr14,103498528,103502881,ES,False,71,160
ENSG00000090060.17,chr14,96556413,96564954,ES,False,34,153
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,47,200
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,169,196
ENSG00000100926.14,chr14,24192356,24192647,IR,True,152,191
ENSG00000100926.14,chr14,24189144,24189808,PAS,True,50,199
ENSG00000100926.14,chr14,24191033,24193269,PAS,True,154,195
ENSG00000100926.14,chr14,24195345,24195687,TSS,True,26,202
ENSG00000119681.11,chr14,74502652,74502881,TSS,True,114,129
