gene,chr,start,end,splice_type,novel,lower_lobe_of_right_lung_ENCFF767KXS_in_cov,lower_lobe_of_right_lung_ENCFF767KXS_total_cov
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,106,253
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,593,1442
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,1239,1441
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,44,300
ENSG00000102024.17,chrX,115593273,115593632,TSS,True,268,300
ENSG00000102316.16,chrX,54815690,54815880,IR,True,160,215
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,102,220
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,156,220
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,56,220
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,161,215
ENSG00000131171.12,chrX,81201831,81202245,TSS,True,35,270
ENSG00000155659.14,chrX,66022166,66022840,3AS,False,52,357
ENSG00000155659.14,chrX,66028112,66033473,ES,False,58,377
ENSG00000155659.14,chrX,66021737,66022166,PAS,True,345,396
ENSG00000155659.14,chrX,66021737,66022500,PAS,True,83,396
ENSG00000155659.14,chrX,66039943,66040133,TSS,True,52,419
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,29,220
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,37,228
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,199,228
ENSG00000182492.15,chrX,153494831,153495113,TSS,True,108,206
ENSG00000102125.15,chrX,154411512,154411952,TSS,True,36,101
ENSG00000125676.19,chrX,123621243,123621587,PAS,True,45,103
ENSG00000125676.19,chrX,123732951,123733102,TSS,True,23,115
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,195,479
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,285,476
ENSG00000071859.14,chrX,154449735,154449882,IR,False,129,150
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,85,223
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,175,222
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,100,222
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,122,222
ENSG00000158526.7,chrX,54440387,54440502,TSS,False,17,114
ENSG00000047644.18,chrX,10015230,10015858,TSS,True,89,158
ENSG00000047644.18,chrX,10141434,10144476,PAS,False,20,122
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,23,100
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,20,132
ENSG00000102178.12,chrX,154486536,154486692,TSS,True,17,129
ENSG00000068308.13,chrX,48956976,48958381,TSS,True,20,102
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,141,743
ENSG00000126903.15,chrX,154490306,154490655,TSS,True,32,152
ENSG00000147403.16,chrX,154399941,154400463,IR,False,141,160
ENSG00000147403.16,chrX,154400626,154400701,IR,False,145,167
ENSG00000147403.16,chrX,154397661,154398394,TSS,True,94,168
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,104,168
ENSG00000147403.16,chrX,154400701,154400917,PAS,True,22,167
ENSG00000166681.13,chrX,103376345,103376613,TSS,True,20,108
ENSG00000102317.17,chrX,48575667,48576313,IR,True,94,106
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,16,123
ENSG00000102265.11,chrX,47582220,47582474,TSS,True,24,160
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,51,102
ENSG00000102226.9,chrX,47233399,47233533,TSS,False,88,102
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,133,156
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,37,146
ENSG00000147274.14,chrX,136880596,136880778,TSS,True,17,151
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,41,206
ENSG00000125266.7,chr13,106534842,106535661,TSS,True,34,161
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,67,117
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,88,114
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,73,102
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,104,127
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,102,127
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,75,127
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,228,281
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,31,259
ENSG00000134905.16,chr13,110640020,110641608,PAS,True,14,124
ENSG00000134905.16,chr13,110705869,110706184,TSS,True,21,123
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,172,572
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,134,169
ENSG00000198176.12,chr13,113584888,113585773,5AS,True,90,105
ENSG00000198176.12,chr13,113623286,113633119,ES,False,24,110
ENSG00000198176.12,chr13,113636700,113640119,ES,True,12,111
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,24,101
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,32,123
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,22,111
ENSG00000136146.14,chr13,48075954,48077311,PAS,True,13,113
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,25,114
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,91,114
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,20,146
ENSG00000150403.17,chr13,113490713,113491273,TSS,True,22,173
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,19,170
ENSG00000120686.11,chr13,38359333,38360710,IR,True,110,124
ENSG00000120686.11,chr13,38349813,38349921,TSS,True,22,151
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,30,142
ENSG00000130177.15,chr13,114234869,114235132,TSS,True,24,106
ENSG00000130177.15,chr13,114272563,114272744,PAS,True,82,106
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,455,781
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,59,180
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,147,180
ENSG00000133112.16,chr13,45341041,45341258,TSS,True,303,1079
ENSG00000173141.4,chr13,21176644,21176717,TSS,False,28,131
ENSG00000173141.4,chr13,21176911,21177512,PAS,False,24,125
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,21,166
ENSG00000134884.14,chr13,106557131,106559431,IR,False,45,171
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,25,212
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,37,221
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,110,390
ENSG00000189403.14,chr13,30463530,30464779,TSS,True,350,389
ENSG00000186184.17,chr13,27621003,27622009,TSS,True,33,104
ENSG00000186184.17,chr13,27620733,27621140,TSS,True,92,104
ENSG00000136167.13,chr13,46182110,46182296,TSS,True,100,521
ENSG00000152767.16,chr13,98142661,98143492,TSS,True,67,105
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,30,100
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,85,102
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,16,102
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,67,266
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,216,265
ENSG00000136153.19,chr13,75760659,75761038,TSS,True,89,141
ENSG00000136153.19,chr13,75857920,75859601,PAS,True,73,130
ENSG00000068650.18,chr13,112689906,112690455,TSS,False,93,110
ENSG00000122642.10,chr7,32957392,32957794,TSS,True,28,247
ENSG00000049540.16,chr7,74027789,74028269,TSS,True,61,113
ENSG00000135218.18,chr7,80624073,80624190,TSS,True,97,131
ENSG00000135218.18,chr7,80602154,80602379,TSS,True,99,133
ENSG00000135218.18,chr7,80638500,80638746,TSS,True,90,131
ENSG00000135218.18,chr7,80673982,80674420,PAS,True,79,122
ENSG00000135218.18,chr7,80676383,80679276,PAS,False,54,123
ENSG00000106153.12,chr7,56106363,56106485,TSS,True,28,153
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,352,440
ENSG00000136235.16,chr7,23246731,23246927,TSS,True,76,512
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,58,493
ENSG00000146574.15,chr7,6826077,6826295,TSS,True,11,101
ENSG00000127914.16,chr7,91940671,91941147,TSS,False,23,118
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,38,313
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,184,296
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,119,297
ENSG00000133574.9,chr7,150567365,150567437,TSS,False,28,153
ENSG00000164850.14,chr7,1086815,1087244,TSS,True,136,156
ENSG00000164850.14,chr7,1087168,1088321,TSS,True,46,156
ENSG00000106009.15,chr7,2543323,2543589,IR,False,124,138
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,153,177
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,68,177
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,69,215
ENSG00000086730.16,chr7,74210088,74215946,ES,False,85,137
ENSG00000086730.16,chr7,74209903,74210088,TSS,True,28,164
ENSG00000122566.21,chr7,26192338,26192494,IR,False,305,345
ENSG00000122566.21,chr7,26197732,26200571,ES,False,224,309
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,353,402
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,67,372
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,100,412
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,36,258
ENSG00000133606.10,chr7,140456185,140456866,PAS,True,221,252
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,29,112
ENSG00000196329.11,chr7,150737384,150737708,TSS,True,69,143
ENSG00000127922.9,chr7,96688761,96688966,PAS,True,12,108
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,16,106
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,40,194
ENSG00000263001.5,chr7,74758855,74759547,IR,False,79,125
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,110,174
ENSG00000263001.5,chr7,74749025,74749090,TSS,True,77,159
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,81,160
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,114,160
ENSG00000263001.5,chr7,74749267,74749452,PAS,True,136,156
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,32,143
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,109,140
ENSG00000158604.14,chr7,44582046,44582249,TSS,True,19,145
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,41,103
ENSG00000087077.13,chr7,100867330,100868866,TSS,True,90,103
ENSG00000087077.13,chr7,100867345,100868233,TSS,True,92,103
ENSG00000106538.9,chr7,150341577,150341721,TSS,True,42,187
ENSG00000106538.9,chr7,150340435,150341645,TSS,True,157,187
ENSG00000205356.9,chr7,98252125,98252242,TSS,True,74,112
ENSG00000105974.11,chr7,116525191,116525805,TSS,True,794,918
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,303,918
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,242,664
ENSG00000005486.16,chr7,75878980,75879260,TSS,True,30,139
ENSG00000164849.9,chr7,1044542,1044658,TSS,True,109,135
ENSG00000164849.9,chr7,1055337,1055483,TSS,True,34,115
ENSG00000164849.9,chr7,1057491,1059269,PAS,True,20,117
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,39,105
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,92,106
ENSG00000257923.10,chr7,101815706,101816093,TSS,True,104,135
ENSG00000257923.10,chr7,102283020,102283959,PAS,True,84,119
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,38,167
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,146,167
ENSG00000177706.8,chr7,192009,193804,TSS,False,23,120
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,118,274
ENSG00000169919.16,chr7,65974704,65976014,ES,False,59,210
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,124,307
ENSG00000169919.16,chr7,65967730,65967908,TSS,True,266,307
ENSG00000267645.5,chr7,102640773,102666076,ES,True,84,101
ENSG00000267645.5,chr7,102671551,102671788,TSS,False,24,106
ENSG00000267645.5,chr7,102671522,102671774,TSS,True,93,106
ENSG00000164896.19,chr7,151077027,151077100,IR,False,150,173
ENSG00000164896.19,chr7,151077236,151077309,IR,False,142,173
ENSG00000164896.19,chr7,151077401,151077620,IR,False,129,160
ENSG00000164896.19,chr7,151079021,151079499,IR,False,127,144
ENSG00000164896.19,chr7,151079922,151080684,IR,True,78,112
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,85,177
ENSG00000164896.19,chr7,151079499,151080863,TSS,True,145,177
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,365,936
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,608,936
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,157,658
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,14,101
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,25,217
ENSG00000105854.12,chr7,95402778,95405488,PAS,True,32,248
ENSG00000105854.12,chr7,95413338,95416297,PAS,True,215,244
ENSG00000106609.16,chr7,66921099,66921461,TSS,True,38,132
ENSG00000128595.16,chr7,128748804,128758870,ME,False,56,274
ENSG00000164713.9,chr7,98281665,98281937,TSS,True,82,166
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,67,436
ENSG00000146535.13,chr7,2843852,2844342,TSS,False,30,118
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,79,120
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,138,179
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,99,179
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,475,2720
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,35,114
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,23,136
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,68,141
ENSG00000087087.19,chr7,100887317,100887513,TSS,True,124,141
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,35,138
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,18,111
ENSG00000086232.12,chr7,6058965,6059230,TSS,True,15,126
ENSG00000128567.16,chr7,131510827,131511425,TSS,False,147,173
ENSG00000164828.17,chr7,815868,816673,TSS,True,76,155
ENSG00000164828.17,chr7,873214,874920,PAS,True,14,123
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,63,202
ENSG00000169871.12,chr7,101085425,101085571,TSS,True,135,170
ENSG00000122641.10,chr7,41685113,41690542,PAS,True,19,119
ENSG00000122641.10,chr7,41700494,41700517,PAS,True,104,119
ENSG00000122641.10,chr7,41703004,41703111,TSS,True,48,140
ENSG00000122641.10,chr7,41699986,41700899,TSS,True,99,121
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,50,251
ENSG00000122565.18,chr7,26212081,26213607,PAS,True,39,244
ENSG00000122565.18,chr7,26202970,26203022,PAS,True,208,241
ENSG00000242802.7,chr7,4775597,4775756,TSS,True,45,112
ENSG00000006451.7,chr7,39623552,39623825,TSS,True,12,104
ENSG00000159840.15,chr7,143381409,143381559,3AS,True,65,120
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,215,334
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,275,334
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,82,408
ENSG00000136213.9,chr7,2403570,2403659,TSS,True,81,109
ENSG00000136213.9,chr7,2403565,2403645,TSS,False,47,109
ENSG00000133612.18,chr7,151134568,151141897,ES,False,35,141
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,197,300
ENSG00000133612.18,chr7,151143736,151144453,PAS,True,51,222
ENSG00000133612.18,chr7,151122724,151123639,PAS,True,138,177
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,76,106
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,170,247
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,221,247
ENSG00000186480.12,chr7,155297782,155297959,TSS,True,39,203
ENSG00000196411.9,chr7,100826978,100827607,TSS,True,123,164
ENSG00000196411.9,chr7,100806419,100806569,TSS,True,134,160
ENSG00000106605.10,chr7,43758456,43758734,TSS,True,30,277
ENSG00000004799.7,chr7,95596163,95596563,TSS,True,65,417
ENSG00000154978.12,chr7,55572270,55572538,TSS,True,29,130
ENSG00000240583.11,chr7,30911731,30912293,TSS,False,634,1481
ENSG00000197448.13,chr7,143265092,143265260,IR,False,119,148
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,25,162
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,114,790
ENSG00000241644.2,chr7,30752130,30752304,TSS,True,90,179
ENSG00000122679.8,chr7,45157551,45157886,TSS,True,86,540
ENSG00000106263.17,chr7,2355116,2355233,IR,False,24,234
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,94,223
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,70,275
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,140,266
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,172,266
ENSG00000010270.13,chr7,38178225,38178420,TSS,True,20,115
ENSG00000186088.15,chr7,77310486,77311449,PAS,True,38,108
ENSG00000186088.15,chr7,77416212,77416600,TSS,False,23,110
ENSG00000106400.11,chr7,101217685,101218217,TSS,True,23,104
ENSG00000091136.13,chr7,107923712,107924087,PAS,True,14,106
ENSG00000091136.13,chr7,107953529,107953742,TSS,False,88,101
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,57,106
ENSG00000059378.12,chr7,140057153,140057898,3AS,True,64,101
ENSG00000059378.12,chr7,140062521,140063160,TSS,True,36,142
ENSG00000105968.18,chr7,44831986,44834562,PAS,True,13,103
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,39,132
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,104,191
ENSG00000122786.19,chr7,134891369,134891673,TSS,True,142,191
ENSG00000122786.19,chr7,134933123,134934077,TSS,True,103,117
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,88,186
ENSG00000122786.19,chr7,134932987,134937664,PAS,True,81,147
ENSG00000106624.10,chr7,44104228,44104918,TSS,True,96,114
ENSG00000106624.10,chr7,44112573,44112909,TSS,True,91,114
ENSG00000004059.10,chr7,127588360,127588565,TSS,True,15,118
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,92,116
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,34,150
ENSG00000106348.17,chr7,128405865,128409755,ES,False,85,120
ENSG00000106348.17,chr7,128405865,128409755,3AS,True,85,102
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,107,252
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,183,251
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,328,397
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,69,489
ENSG00000122545.19,chr7,35801040,35801270,TSS,True,20,170
ENSG00000122545.19,chr7,35904253,35907110,PAS,True,22,164
ENSG00000136280.16,chr7,45000363,45063917,ES,False,25,191
ENSG00000136280.16,chr7,45000161,45000363,TSS,True,30,229
ENSG00000189077.10,chr7,75988148,75988251,IR,False,90,107
ENSG00000189077.10,chr7,75994489,75994657,TSS,True,12,114
ENSG00000082014.16,chr7,151240247,151240424,IR,False,99,112
ENSG00000082014.16,chr7,151240522,151241491,IR,False,94,105
ENSG00000082014.16,chr7,151277076,151277169,TSS,False,37,115
ENSG00000082014.16,chr7,151248484,151249400,TSS,True,99,113
ENSG00000086289.11,chr7,37921208,37950199,ES,False,25,109
ENSG00000086289.11,chr7,37920608,37921208,TSS,True,23,133
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,70,109
ENSG00000086300.15,chr7,26346466,26360974,ES,False,149,170
ENSG00000086300.15,chr7,26291833,26292086,TSS,True,72,228
ENSG00000086300.15,chr7,26360879,26361061,TSS,True,188,228
ENSG00000133561.15,chr7,150628288,150630057,3AS,False,29,100
ENSG00000133561.15,chr7,150625374,150628512,PAS,True,30,100
ENSG00000133561.15,chr7,150625377,150628288,PAS,False,71,100
ENSG00000133561.15,chr7,150632168,150632353,TSS,True,62,157
ENSG00000160991.15,chr7,102433506,102433661,TSS,True,37,100
ENSG00000233369.7,chr7,73205458,73206151,IR,True,103,190
ENSG00000233369.7,chr7,73154670,73155343,TSS,False,173,221
ENSG00000233369.7,chr7,73195634,73195701,TSS,True,79,218
ENSG00000233369.7,chr7,73206151,73207300,PAS,False,101,204
ENSG00000233369.7,chr7,73205382,73207296,PAS,False,117,204
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,169,229
ENSG00000136279.20,chr7,44044617,44044820,TSS,True,47,264
ENSG00000135185.11,chr7,87219718,87220360,IR,True,150,190
ENSG00000135185.11,chr7,87196158,87196758,PAS,True,42,278
ENSG00000135185.11,chr7,87219425,87220585,TSS,True,204,279
ENSG00000135185.11,chr7,87220360,87220552,TSS,False,126,279
ENSG00000135272.10,chr7,114922106,114922636,TSS,True,20,118
ENSG00000186591.12,chr7,129952502,129952986,TSS,True,33,137
ENSG00000214022.11,chr7,150368941,150371230,3AS,True,12,111
ENSG00000214022.11,chr7,150368167,150368941,TSS,True,115,233
ENSG00000214022.11,chr7,150371230,150374043,PAS,True,112,131
ENSG00000214022.11,chr7,150371227,150374043,PAS,True,27,131
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,23,110
ENSG00000105835.11,chr7,106284347,106284581,TSS,False,97,110
ENSG00000129103.17,chr7,56064222,56064378,TSS,True,34,339
ENSG00000106333.12,chr7,100605215,100605675,IR,True,101,116
ENSG00000106333.12,chr7,100605812,100606415,IR,True,110,137
ENSG00000106333.12,chr7,100604408,100606630,TSS,True,126,147
ENSG00000106333.12,chr7,100604601,100605215,TSS,True,127,147
ENSG00000106333.12,chr7,100602333,100602551,TSS,True,70,147
ENSG00000088298.12,chr20,35147151,35147389,TSS,True,18,126
ENSG00000080189.14,chr20,46364370,46364449,TSS,True,27,105
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,86,202
ENSG00000171867.16,chr20,4686325,4686512,TSS,True,31,233
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,120,206
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,87,206
ENSG00000088930.7,chr20,21303273,21303473,TSS,False,17,120
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,69,109
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,46,119
ENSG00000124107.5,chr20,45254458,45254563,TSS,False,108,321
ENSG00000124107.5,chr20,45253574,45253774,TSS,True,255,321
ENSG00000088832.16,chr20,1392961,1393143,TSS,True,85,355
ENSG00000088833.17,chr20,1466719,1466961,TSS,True,20,126
ENSG00000198053.11,chr20,1894279,1894517,TSS,True,113,131
ENSG00000173418.11,chr20,20032653,20033101,IR,True,135,152
ENSG00000173418.11,chr20,20017279,20017449,TSS,False,21,154
ENSG00000173418.11,chr20,20033101,20034383,PAS,True,19,154
ENSG00000101187.15,chr20,62667910,62668011,IR,False,91,105
ENSG00000101187.15,chr20,62668184,62668476,IR,False,89,113
ENSG00000101187.15,chr20,62669078,62671749,3AS,True,93,111
ENSG00000101187.15,chr20,62642414,62642553,TSS,True,138,164
ENSG00000101187.15,chr20,62656357,62657250,TSS,False,97,164
ENSG00000101187.15,chr20,62671749,62672621,PAS,True,50,152
ENSG00000101187.15,chr20,62669950,62672621,PAS,True,113,131
ENSG00000125772.12,chr20,5544423,5547850,PAS,True,30,110
ENSG00000125772.12,chr20,5552944,5558105,PAS,True,92,109
ENSG00000125772.12,chr20,5610841,5611059,TSS,True,24,123
ENSG00000154930.14,chr20,25057768,25058390,TSS,True,39,107
ENSG00000124201.14,chr20,49275879,49278020,3AS,False,26,131
ENSG00000124201.14,chr20,49255535,49255947,PAS,False,27,159
ENSG00000124201.14,chr20,49278020,49278447,TSS,False,50,181
ENSG00000100982.11,chr20,45934417,45934804,TSS,True,14,102
ENSG00000224397.5,chr20,50267469,50267663,TSS,True,132,197
ENSG00000224397.5,chr20,50276311,50276390,TSS,False,121,197
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,47,109
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,74,134
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,86,134
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,109,208
ENSG00000125977.6,chr20,34103498,34103565,PAS,True,145,205
ENSG00000125977.6,chr20,34105520,34105545,PAS,True,158,193
ENSG00000125977.6,chr20,34112095,34112255,TSS,False,26,219
ENSG00000198959.11,chr20,38165188,38165430,TSS,True,436,525
ENSG00000198959.11,chr20,38155846,38156090,TSS,True,457,525
ENSG00000198959.11,chr20,38131092,38131129,TSS,True,450,517
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,22,107
ENSG00000149658.17,chr20,63215865,63216245,TSS,True,74,141
ENSG00000149658.17,chr20,63202286,63203161,TSS,True,88,141
ENSG00000125868.15,chr20,17569786,17570211,TSS,True,181,875
ENSG00000166619.13,chr20,37527792,37527915,TSS,True,33,167
ENSG00000171858.17,chr20,62387060,62387136,TSS,True,107,233
ENSG00000171858.17,chr20,62387107,62387388,TSS,True,191,233
ENSG00000171858.17,chr20,62387609,62387674,TSS,True,195,233
ENSG00000214078.12,chr20,35626381,35626566,IR,False,125,143
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,42,102
ENSG00000214078.12,chr20,35626030,35626381,PAS,True,19,151
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,91,151
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,107,151
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,181,264
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,106,296
ENSG00000089063.14,chr20,5112729,5113076,TSS,True,247,296
ENSG00000125844.15,chr20,17613676,17614220,PAS,True,40,152
ENSG00000125844.15,chr20,17658595,17660531,TSS,True,137,165
ENSG00000125844.15,chr20,17682027,17682310,TSS,True,132,188
ENSG00000171700.13,chr20,64076646,64079293,ES,False,24,104
ENSG00000171700.13,chr20,64079872,64079989,TSS,False,137,163
ENSG00000171700.13,chr20,64079293,64079889,TSS,True,55,163
ENSG00000100991.11,chr20,35021332,35035122,3AS,False,27,127
ENSG00000100991.11,chr20,35002334,35003283,PAS,False,26,170
ENSG00000100991.11,chr20,35092613,35092867,TSS,True,59,182
ENSG00000088766.11,chr20,6006049,6006552,TSS,True,35,129
ENSG00000100994.11,chr20,25248012,25248421,TSS,False,59,130
ENSG00000130706.12,chr20,62303045,62303567,5AS,True,30,268
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,132,372
ENSG00000125991.19,chr20,35542014,35542185,TSS,True,32,287
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,46,124
ENSG00000131051.22,chr20,35739017,35740823,ES,False,91,114
ENSG00000131051.22,chr20,35739017,35740823,3AS,True,91,103
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,37,165
ENSG00000131051.22,chr20,35738967,35739017,PAS,True,134,149
ENSG00000131051.22,chr20,35741940,35742312,TSS,True,29,169
ENSG00000197586.12,chr20,25195867,25207075,ES,False,70,115
ENSG00000197586.12,chr20,25218614,25222837,ES,False,23,143
ENSG00000197586.12,chr20,25221333,25222837,IR,True,124,153
ENSG00000197586.12,chr20,25224157,25225204,3AS,False,156,183
ENSG00000197586.12,chr20,25195669,25195867,TSS,True,37,200
ENSG00000101161.7,chr20,63981097,63981316,TSS,False,137,316
ENSG00000101161.7,chr20,64027601,64027736,TSS,True,229,308
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,174,357
ENSG00000064601.18,chr20,45898044,45898109,TSS,True,267,354
ENSG00000125818.17,chr20,1118599,1118902,TSS,True,29,222
ENSG00000125818.17,chr20,1166226,1167794,PAS,True,189,219
ENSG00000125818.17,chr20,1165028,1167316,PAS,True,38,207
ENSG00000125826.20,chr20,408028,408779,TSS,True,113,261
ENSG00000125826.20,chr20,419552,419731,TSS,True,175,208
ENSG00000125826.20,chr20,410411,410764,PAS,False,127,157
