gene,chr,start,end,splice_type,novel,endothelial_cell_of_umbilical_vein_ENCFF600UQU_in_cov,endothelial_cell_of_umbilical_vein_ENCFF600UQU_total_cov
ENSG00000102901.12,chr16,67830548,67831215,IR,False,154,172
ENSG00000102901.12,chr16,67832315,67832454,IR,False,144,166
ENSG00000131148.8,chr16,85779867,85781210,ES,False,91,213
ENSG00000130731.15,chr16,634797,635280,ES,False,63,220
ENSG00000130731.15,chr16,634797,635611,ES,False,21,180
ENSG00000130731.15,chr16,634956,635280,3AS,False,126,154
ENSG00000130731.15,chr16,634956,635280,IR,False,126,160
ENSG00000130731.15,chr16,635340,635611,IR,False,156,176
ENSG00000130731.15,chr16,635340,636093,ES,False,69,214
ENSG00000130731.15,chr16,636093,636372,TSS,True,50,322
ENSG00000162063.12,chr16,2429389,2429497,TSS,True,67,115
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,203,706
ENSG00000140995.16,chr16,89948814,89954242,ES,False,146,226
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,35,277
ENSG00000140995.16,chr16,89965860,89968066,PAS,True,206,270
ENSG00000140995.16,chr16,89959013,89959366,PAS,True,60,265
ENSG00000140931.19,chr16,66604279,66604952,TSS,True,917,1169
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,57,431
ENSG00000140988.15,chr16,1963256,1964448,5AS,False,166,251
ENSG00000140988.15,chr16,1963256,1964806,ME,True,139,257
ENSG00000140988.15,chr16,1964365,1964806,IR,True,118,135
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,18633,21474
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,6062,21474
ENSG00000140988.15,chr16,1962735,1962772,TSS,True,18463,21474
ENSG00000140859.15,chr16,57759836,57760725,ES,True,12,119
ENSG00000140859.15,chr16,57772288,57794998,ES,False,83,101
ENSG00000140859.15,chr16,57758206,57758909,PAS,True,17,142
ENSG00000140859.15,chr16,57790096,57791066,PAS,True,112,125
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,32,153
ENSG00000140743.7,chr16,22374230,22374619,TSS,True,12,106
ENSG00000140743.7,chr16,22437004,22437613,TSS,False,98,112
ENSG00000205220.11,chr16,67936693,67936910,TSS,True,41,100
ENSG00000205220.11,chr16,67935581,67935701,TSS,True,71,100
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,37,136
ENSG00000167930.15,chr16,234790,234857,TSS,True,69,232
ENSG00000102882.11,chr16,30114708,30116635,ES,False,153,174
ENSG00000102882.11,chr16,30123039,30123253,TSS,True,40,194
ENSG00000103005.11,chr16,58001398,58001581,TSS,True,38,222
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,789,879
ENSG00000131653.12,chr16,2169689,2170730,TSS,True,746,874
ENSG00000007376.7,chr16,787645,788255,3AS,False,21,119
ENSG00000007376.7,chr16,788255,788416,TSS,True,23,153
ENSG00000133393.12,chr16,15867516,15879803,ES,False,22,131
ENSG00000003249.13,chr16,90019310,90019690,TSS,False,23,104
ENSG00000167965.17,chr16,2205512,2206060,3AS,False,34,124
ENSG00000167965.17,chr16,2206409,2206496,IR,False,128,144
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,42,166
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,141,166
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,221,281
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,66,351
ENSG00000230989.6,chr16,83807968,83808121,TSS,False,195,1076
ENSG00000172775.16,chr16,57185824,57186058,TSS,True,108,126
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,100,126
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,68,126
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,54,146
ENSG00000103507.13,chr16,31112027,31112120,IR,False,186,297
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,122,308
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,197,308
ENSG00000179776.18,chr16,66366543,66366758,TSS,True,395,1295
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,85,240
ENSG00000169217.8,chr16,30353180,30353275,TSS,True,188,240
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,53,307
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,945,1084
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,148,1084
ENSG00000157349.16,chr16,70299354,70315968,ES,False,11,105
ENSG00000171208.9,chr16,47143578,47144026,TSS,True,72,158
ENSG00000162032.15,chr16,1778321,1778434,IR,False,141,212
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,31,227
ENSG00000174109.4,chr16,1420612,1420691,IR,True,58,102
ENSG00000174109.4,chr16,1419752,1420612,PAS,True,44,102
ENSG00000174109.4,chr16,1420691,1420746,TSS,True,44,102
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,47,184
ENSG00000103121.8,chr16,80976179,80981805,ES,False,213,302
ENSG00000118680.13,chr18,3262132,3262237,TSS,False,857,2853
ENSG00000128791.11,chr18,9334609,9334920,TSS,True,70,335
ENSG00000267583.5,chr18,35443868,35444022,PAS,False,50,115
ENSG00000267583.5,chr18,35466623,35467199,TSS,True,20,115
ENSG00000196628.16,chr18,55229076,55232520,5AS,False,76,188
ENSG00000196628.16,chr18,55222336,55228030,PAS,True,100,288
ENSG00000196628.16,chr18,55321669,55321842,TSS,True,235,275
ENSG00000196628.16,chr18,55401579,55401756,TSS,True,218,302
ENSG00000141759.14,chr18,79973856,79988239,ES,False,62,469
ENSG00000141759.14,chr18,79977701,79988239,ES,False,355,405
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,23,119
ENSG00000166479.9,chr18,68714935,68715181,TSS,True,34,114
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,38,201
ENSG00000141429.13,chr18,35581862,35654559,ES,True,590,667
ENSG00000141429.13,chr18,35581071,35581862,TSS,False,1500,2168
ENSG00000167088.10,chr18,21612235,21612443,TSS,True,79,546
ENSG00000167088.10,chr18,21623776,21623939,TSS,True,478,541
ENSG00000141425.17,chr18,36067253,36067612,TSS,True,502,578
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,72,266
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,32,301
ENSG00000134508.12,chr18,23135366,23136607,TSS,True,22,113
ENSG00000101608.12,chr18,3247909,3249360,IR,True,46,117
ENSG00000166974.12,chr18,35041387,35041661,TSS,False,31,303
ENSG00000265681.7,chr18,49491584,49492274,5AS,False,292,369
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,741,2364
ENSG00000265681.7,chr18,49492274,49492467,TSS,True,2066,2364
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,60,280
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,37,104
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,116,1104
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,90,129
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,48,129
ENSG00000141385.9,chr18,12376968,12377398,TSS,True,12,102
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,46,107
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,79,107
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,59,154
ENSG00000101557.14,chr18,158310,158714,TSS,True,28,277
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,339,443
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,125,435
ENSG00000134779.14,chr18,36828682,36829124,TSS,True,169,596
ENSG00000141380.13,chr18,26035127,26038554,ES,False,89,101
ENSG00000257267.3,chr18,35290275,35290391,TSS,False,14,101
ENSG00000082397.17,chr18,5543912,5544333,TSS,True,31,175
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,57,133
ENSG00000102225.15,chrX,47226379,47226909,TSS,True,106,133
ENSG00000147383.10,chrX,152831117,152846281,ES,False,138,163
ENSG00000101844.17,chrX,108091666,108091836,TSS,True,32,134
ENSG00000178605.13,chrX,303347,303477,PAS,True,160,181
ENSG00000178605.13,chrX,304746,305197,PAS,True,24,174
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,224,1906
ENSG00000087842.10,chrX,15491309,15493189,5AS,False,174,213
ENSG00000087842.10,chrX,15493189,15493337,TSS,True,53,232
ENSG00000087842.10,chrX,15493155,15493330,TSS,True,194,232
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,31,104
ENSG00000214717.11,chrX,2500310,2500972,TSS,False,93,104
ENSG00000130066.16,chrX,23783883,23784293,IR,False,16,153
ENSG00000130066.16,chrX,23783883,23785327,IR,True,282,415
ENSG00000130066.16,chrX,23784403,23785327,IR,True,19,154
ENSG00000241343.9,chrX,101390969,101391046,TSS,True,66,583
ENSG00000123562.16,chrX,103678600,103684680,3AS,False,76,149
ENSG00000123562.16,chrX,103678600,103685170,ES,False,363,441
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,363,652
ENSG00000123562.16,chrX,103678620,103685170,3AS,True,31,282
ENSG00000123562.16,chrX,103678651,103685170,ES,False,185,251
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,92,772
ENSG00000120509.10,chrX,70289354,70289859,ES,False,135,155
ENSG00000182220.14,chrX,40580911,40581102,TSS,True,54,526
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,66,313
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,39,139
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,52,172
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,24,186
ENSG00000197976.11,chrX,1599432,1600658,ES,True,91,103
ENSG00000197976.11,chrX,1599432,1600658,IR,True,91,128
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,34,172
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,116,153
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,47,153
ENSG00000147140.15,chrX,71283721,71290628,ES,False,58,347
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,111,462
ENSG00000203879.11,chrX,154440139,154440374,IR,False,183,217
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,54,262
ENSG00000102359.6,chrX,100644137,100644515,TSS,True,38,111
ENSG00000160131.13,chrX,151397202,151397361,TSS,False,83,130
ENSG00000123130.16,chrX,23733217,23735918,ES,False,17,167
ENSG00000123130.16,chrX,23702203,23703982,PAS,True,25,182
ENSG00000123130.16,chrX,23707427,23707944,PAS,True,155,179
ENSG00000185222.9,chrX,103356606,103357614,ES,False,142,499
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,70,128
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,65,128
ENSG00000198918.7,chrX,119791573,119791631,TSS,False,127,1228
ENSG00000196924.15,chrX,154355072,154357433,ES,False,122,344
ENSG00000196924.15,chrX,154370872,154371356,TSS,True,588,750
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,209,1346
ENSG00000001497.16,chrX,65514970,65517986,3AS,True,15,133
ENSG00000001497.16,chrX,65524262,65524964,ES,False,94,131
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,170,679
ENSG00000068438.14,chrX,48481715,48482408,3AS,False,54,134
ENSG00000068438.14,chrX,48476137,48476396,TSS,True,70,201
ENSG00000068438.14,chrX,48485735,48486364,PAS,True,40,136
ENSG00000068438.14,chrX,48482596,48483440,PAS,True,98,135
ENSG00000180964.16,chrX,103254017,103255077,ES,False,54,173
ENSG00000180964.16,chrX,103255077,103255176,TSS,True,36,209
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,86,343
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,32,209
ENSG00000184216.13,chrX,154019598,154019676,IR,False,163,191
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,102,265
ENSG00000184216.13,chrX,154019430,154020505,TSS,True,237,265
ENSG00000185291.11,chrX,1336550,1336926,TSS,True,39,118
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,32,162
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,122,186
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,93,186
ENSG00000147155.10,chrX,48521791,48521907,TSS,True,354,594
ENSG00000203950.6,chrX,135051368,135051916,IR,False,77,183
ENSG00000203950.6,chrX,135050931,135051368,PAS,False,108,185
ENSG00000203950.6,chrX,135051916,135052148,TSS,True,106,185
ENSG00000078061.12,chrX,47561150,47561251,TSS,True,25,136
ENSG00000102038.15,chrX,129492093,129496749,ES,False,27,107
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,19,112
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,94,112
ENSG00000171388.11,chrX,129654563,129654956,TSS,False,361,521
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,278,1322
ENSG00000005302.18,chrX,11758214,11758365,TSS,True,88,115
ENSG00000005302.18,chrX,11758594,11759875,TSS,True,65,115
ENSG00000005302.18,chrX,11759625,11759712,TSS,True,102,115
ENSG00000000003.14,chrX,100636607,100636873,TSS,False,36,202
ENSG00000000003.14,chrX,100636792,100636891,TSS,False,181,202
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,276,369
ENSG00000130985.16,chrX,47205083,47206444,TSS,True,293,369
ENSG00000130985.16,chrX,47209802,47210123,TSS,True,321,368
ENSG00000068394.10,chrX,49123546,49123926,TSS,False,367,450
ENSG00000102309.12,chrX,72181828,72196784,ES,True,44,264
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,2094,3081
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,20,120
ENSG00000102103.15,chrX,48902042,48902731,ES,False,13,121
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,46,137
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,117,137
ENSG00000169895.5,chrX,16719578,16719899,TSS,True,14,125
ENSG00000198960.10,chrX,101615118,101616766,PAS,True,79,103
ENSG00000198960.10,chrX,101615119,101615760,PAS,True,39,109
ENSG00000198960.10,chrX,101617884,101618002,TSS,True,15,109
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,364,1074
ENSG00000102024.17,chrX,115593273,115593632,TSS,True,762,1071
ENSG00000102316.16,chrX,54809223,54809302,IR,False,62,115
ENSG00000102316.16,chrX,54815678,54815880,IR,True,24,228
ENSG00000102316.16,chrX,54815690,54815880,IR,True,765,969
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,339,1009
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,865,1009
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,217,1009
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,789,987
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,48,332
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,62,346
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,298,346
ENSG00000130741.10,chrX,24054665,24055037,TSS,True,40,236
ENSG00000182492.15,chrX,153494831,153495113,TSS,True,270,754
ENSG00000181704.11,chrX,68498563,68499123,TSS,True,29,105
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,1109,2042
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,314,424
ENSG00000204272.12,chrX,56729224,56729589,TSS,True,43,206
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,391,930
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,540,910
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,36,262
ENSG00000269335.5,chrX,154547304,154547745,TSS,True,17,126
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,70,106
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,24,130
ENSG00000077721.15,chrX,119575400,119582587,ES,False,30,189
ENSG00000147113.16,chrX,45148372,45151992,PAS,True,124,165
ENSG00000147113.16,chrX,45162321,45164249,PAS,False,45,161
ENSG00000147113.16,chrX,45200593,45200986,TSS,False,30,190
ENSG00000158290.16,chrX,120538209,120538659,IR,True,107,119
ENSG00000158290.16,chrX,120560082,120560962,TSS,True,44,136
ENSG00000158290.16,chrX,120559778,120559924,TSS,False,121,136
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,510,4001
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,656,849
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,675,877
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,203,877
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,82,623
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,333,445
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,111,427
ENSG00000147274.14,chrX,136880596,136880778,TSS,True,60,469
ENSG00000243279.3,chrX,49073808,49074009,TSS,True,60,237
ENSG00000197021.8,chrX,149928608,149930081,PAS,False,82,102
ENSG00000197021.8,chrX,149931209,149932767,PAS,True,20,100
ENSG00000197021.8,chrX,149938192,149938726,TSS,True,37,102
ENSG00000197021.8,chrX,149938141,149938872,TSS,True,80,102
ENSG00000123178.14,chr13,49936129,49936469,TSS,True,43,123
ENSG00000123178.14,chr13,49931017,49931133,TSS,True,89,122
ENSG00000184497.12,chr13,113759193,113759315,TSS,True,25,159
ENSG00000184497.12,chr13,113811735,113813797,PAS,True,52,156
ENSG00000184497.12,chr13,113799338,113799659,PAS,True,105,139
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,28,112
ENSG00000244754.8,chr13,32537027,32538777,5AS,False,12,105
ENSG00000244754.8,chr13,32538684,32538777,IR,False,22,120
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,64,141
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,109,140
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,106,136
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,109,143
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,110,143
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,75,143
ENSG00000122026.10,chr13,27251307,27251585,TSS,False,52,155
ENSG00000122026.10,chr13,27256249,27256334,TSS,True,128,153
ENSG00000136108.14,chr13,52456607,52460898,3AS,False,113,155
ENSG00000134871.18,chr13,110507941,110508221,TSS,True,970,1108
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,927,1140
ENSG00000134905.16,chr13,110640020,110641608,PAS,True,27,110
ENSG00000120688.8,chr13,41068560,41069892,PAS,True,90,105
ENSG00000120688.8,chr13,41082703,41084006,PAS,False,18,106
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,71,165
ENSG00000136143.15,chr13,47942649,47943445,PAS,True,17,169
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,734,1001
ENSG00000139496.15,chr13,25301530,25301880,TSS,True,85,122
ENSG00000198176.12,chr13,113636700,113640119,ES,True,43,378
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,82,332
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,85,479
ENSG00000198176.12,chr13,113640119,113641486,PAS,True,98,477
ENSG00000198176.12,chr13,113585965,113586164,PAS,False,390,465
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,50,148
ENSG00000065150.18,chr13,97975781,97975997,TSS,True,132,148
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,58,177
ENSG00000136146.14,chr13,48053322,48053491,PAS,False,151,182
ENSG00000136146.14,chr13,48075954,48077311,PAS,True,32,181
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,63,182
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,123,182
ENSG00000150403.17,chr13,113539507,113548302,ES,True,54,288
ENSG00000150403.17,chr13,113490713,113491273,TSS,True,41,387
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,76,386
ENSG00000120699.12,chr13,37003007,37004515,IR,False,143,161
ENSG00000126216.14,chr13,112485004,112486151,PAS,True,29,107
ENSG00000126216.14,chr13,112546479,112547752,PAS,True,91,102
ENSG00000151287.16,chr13,102766580,102768259,ES,False,20,114
ENSG00000151287.16,chr13,102769541,102773681,ES,False,13,105
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,104,123
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,34,114
ENSG00000121390.18,chr13,19782385,19782979,TSS,True,23,123
ENSG00000120686.11,chr13,38349813,38349921,TSS,True,164,391
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,46,394
ENSG00000073910.21,chr13,32254108,32254394,TSS,True,156,182
ENSG00000073910.21,chr13,32260132,32261816,TSS,True,92,182
ENSG00000073910.21,chr13,32264652,32264739,TSS,True,131,174
ENSG00000073910.21,chr13,32295201,32297516,PAS,True,137,181
ENSG00000073910.21,chr13,32278464,32283157,PAS,True,59,180
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,136,224
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,125,224
ENSG00000133112.16,chr13,45341041,45341258,TSS,True,107,1029
ENSG00000173141.4,chr13,21176644,21176717,TSS,False,41,371
ENSG00000173141.4,chr13,21176911,21177512,PAS,False,46,370
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,24,116
ENSG00000136111.13,chr13,75299329,75299529,TSS,True,104,116
ENSG00000136111.13,chr13,75326196,75326796,TSS,False,89,119
ENSG00000136111.13,chr13,75366913,75367055,TSS,False,80,119
ENSG00000134884.14,chr13,106557131,106559431,IR,False,125,205
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,33,220
ENSG00000139842.14,chr13,113263486,113267108,PAS,True,39,214
ENSG00000139842.14,chr13,113229641,113231176,PAS,True,170,197
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,2387,3743
ENSG00000102699.5,chr13,24512705,24512840,TSS,False,17,115
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,74,151
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,86,159
ENSG00000123179.13,chr13,49661208,49691253,ES,False,33,213
ENSG00000123179.13,chr13,49663195,49691253,ES,False,29,170
ENSG00000126226.21,chr13,113177976,113178173,IR,False,28,109
ENSG00000126226.21,chr13,113178008,113178173,IR,False,25,106
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,112,140
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,49,130
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,115,140
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,29,140
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,38,270
ENSG00000102755.11,chr13,28385645,28390104,PAS,True,80,148
ENSG00000102755.11,chr13,28300343,28303368,PAS,True,175,223
ENSG00000102755.11,chr13,28368087,28368663,PAS,False,108,162
ENSG00000102755.11,chr13,28494779,28495554,TSS,True,93,232
ENSG00000122033.14,chr13,27450508,27450616,TSS,True,41,108
ENSG00000122033.14,chr13,27450141,27450564,TSS,True,96,108
ENSG00000122033.14,chr13,27450063,27450191,TSS,True,93,108
ENSG00000122033.14,chr13,27439988,27441330,TSS,True,96,108
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,25,142
ENSG00000169062.14,chr13,114282127,114286518,ES,True,15,134
ENSG00000169062.14,chr13,114282943,114286518,ES,False,57,115
ENSG00000169062.14,chr13,114281181,114281846,TSS,True,117,181
ENSG00000169062.14,chr13,114281611,114282127,TSS,True,96,181
ENSG00000169062.14,chr13,114304788,114305828,PAS,True,49,177
ENSG00000139793.18,chr13,97357635,97391321,ES,False,106,142
ENSG00000102710.19,chr13,37009809,37012191,ES,False,80,111
ENSG00000102710.19,chr13,37017328,37019341,3AS,False,19,111
ENSG00000102710.19,chr13,37022080,37024034,3AS,False,75,109
ENSG00000102710.19,chr13,37045373,37047534,3AS,False,85,115
ENSG00000102710.19,chr13,37047936,37051487,ES,False,21,117
ENSG00000102710.19,chr13,37051583,37059558,ES,True,96,110
ENSG00000122642.10,chr7,32957392,32957794,TSS,True,27,235
ENSG00000106635.7,chr7,73552242,73557486,ES,False,156,180
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,152,880
ENSG00000106462.10,chr7,148884163,148884694,TSS,True,207,271
ENSG00000172336.4,chr7,100706072,100706304,TSS,False,23,117
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,297,628
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,337,630
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,153,198
ENSG00000106484.15,chr7,130492067,130492339,TSS,True,54,198
ENSG00000006625.17,chr7,30498938,30504568,ES,False,36,126
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,44,379
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,232,270
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,89,270
ENSG00000168255.20,chr7,102541662,102566996,ES,False,122,142
ENSG00000168255.20,chr7,102567083,102569834,ES,False,106,138
ENSG00000168255.20,chr7,102569924,102572471,5AS,True,125,148
ENSG00000168255.20,chr7,102572471,102572704,TSS,False,24,150
ENSG00000168255.20,chr7,102572442,102572593,TSS,True,127,150
ENSG00000164818.15,chr7,775162,785516,ES,True,14,115
ENSG00000164818.15,chr7,726661,727315,TSS,True,17,121
ENSG00000128606.12,chr7,102939585,102944209,ES,False,81,100
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,29,149
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,247,300
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,66,315
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,262,315
ENSG00000122566.21,chr7,26190460,26190992,IR,False,199,224
ENSG00000122566.21,chr7,26190460,26192494,ES,True,92,259
ENSG00000122566.21,chr7,26190460,26192494,5AS,True,92,128
ENSG00000122566.21,chr7,26190460,26192494,IR,True,92,116
ENSG00000122566.21,chr7,26191128,26192494,IR,False,162,218
ENSG00000122566.21,chr7,26197732,26200571,ES,False,765,935
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,2495,2797
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,337,2726
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,1864,2806
ENSG00000122566.21,chr7,26192494,26192579,TSS,True,1179,2803
ENSG00000127990.17,chr7,94598963,94600645,ES,False,47,143
ENSG00000127990.17,chr7,94655989,94656208,TSS,True,16,156
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,27,145
ENSG00000133606.10,chr7,140456185,140456866,PAS,True,118,145
ENSG00000135269.17,chr7,116257293,116258789,PAS,True,41,170
ENSG00000135269.17,chr7,116252317,116252840,PAS,True,143,170
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,346,529
ENSG00000172354.9,chr7,100678157,100678299,TSS,True,259,529
ENSG00000263001.5,chr7,74716950,74728785,ES,False,148,246
ENSG00000263001.5,chr7,74758855,74759547,IR,False,205,250
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,61,265
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,220,265
ENSG00000105849.5,chr7,19708762,19709036,TSS,False,43,111
ENSG00000105849.5,chr7,19700071,19700178,TSS,True,92,110
ENSG00000106105.13,chr7,30594778,30595143,TSS,True,50,339
ENSG00000170632.13,chr7,103075411,103083681,ES,False,131,165
ENSG00000170632.13,chr7,103086764,103097276,ES,False,38,155
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,28,120
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,97,119
ENSG00000158604.14,chr7,44582046,44582249,TSS,True,19,125
ENSG00000003147.18,chr7,8157214,8158526,IR,True,104,117
ENSG00000003147.18,chr7,8232752,8235909,3AS,False,22,129
ENSG00000003147.18,chr7,8235940,8262093,3AS,True,18,118
ENSG00000003147.18,chr7,8113183,8114044,PAS,True,16,138
ENSG00000003147.18,chr7,8262093,8262410,TSS,True,19,138
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,297,476
ENSG00000106028.10,chr7,141738503,141739123,5AS,False,122,179
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,195,492
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,370,492
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,49,101
