gene,chr,start,end,splice_type,novel,mucosa_of_descending_colon_ENCFF171AQO_in_cov,mucosa_of_descending_colon_ENCFF171AQO_total_cov
ENSG00000237441.9,chr6,33298869,33299417,TSS,True,67,171
ENSG00000112782.16,chr6,46015479,46015863,TSS,True,38,110
ENSG00000008018.8,chr6,170553129,170553320,TSS,False,65,177
ENSG00000008018.8,chr6,170543600,170543695,TSS,True,120,177
ENSG00000137312.14,chr6,30742526,30742825,TSS,True,105,641
ENSG00000137312.14,chr6,30740157,30740311,TSS,True,566,631
ENSG00000156508.17,chr6,73520999,73521033,TSS,False,459,3530
ENSG00000112146.16,chr6,53097721,53100873,PAS,True,12,117
ENSG00000170915.8,chr6,52362130,52362249,TSS,False,42,142
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,219,629
ENSG00000204525.16,chr6,31271072,31272090,TSS,True,553,628
ENSG00000204525.16,chr6,31271598,31272090,TSS,True,553,629
ENSG00000124587.13,chr6,42978268,42979357,TSS,True,24,171
ENSG00000172594.12,chr6,122789458,122796823,ES,False,19,151
ENSG00000007866.20,chr6,35475335,35475459,TSS,True,102,117
ENSG00000007866.20,chr6,35476301,35483200,TSS,True,103,117
ENSG00000007866.20,chr6,35496897,35497084,TSS,True,97,117
ENSG00000112081.16,chr6,36598983,36601151,ES,False,223,263
ENSG00000206503.12,chr6,29942481,29942626,TSS,True,313,1362
ENSG00000206503.12,chr6,29943437,29944397,TSS,True,1218,1362
ENSG00000030110.12,chr6,33577635,33580024,ES,True,145,163
ENSG00000030110.12,chr6,33580024,33580282,TSS,True,20,183
ENSG00000156711.16,chr6,36130238,36130701,TSS,True,26,191
ENSG00000277443.2,chr6,113857344,113857847,TSS,False,174,278
ENSG00000137269.14,chr6,53922634,53924626,PAS,False,16,143
ENSG00000196126.11,chr6,32580745,32580808,TSS,True,96,139
ENSG00000196126.11,chr6,32584108,32584726,TSS,True,106,140
ENSG00000196126.11,chr6,32589642,32589848,TSS,False,80,140
ENSG00000124702.17,chr6,43014199,43014348,TSS,True,21,174
ENSG00000204592.8,chr6,30489472,30489595,TSS,False,292,800
ENSG00000118689.14,chr6,108559718,108560015,TSS,False,110,180
ENSG00000118689.14,chr6,108560843,108561829,TSS,True,116,180
ENSG00000118689.14,chr6,108663583,108664889,TSS,True,157,180
ENSG00000118689.14,chr6,108679826,108684767,PAS,True,18,167
ENSG00000118689.14,chr6,108663454,108665838,PAS,True,126,141
ENSG00000137409.19,chr6,36970694,36972702,5AS,False,420,661
ENSG00000204385.11,chr6,31865872,31866076,TSS,True,114,238
ENSG00000204385.11,chr6,31878940,31879024,TSS,True,208,239
ENSG00000204435.13,chr6,31666070,31666208,TSS,True,18,117
ENSG00000204356.13,chr6,31953831,31954079,IR,False,102,116
ENSG00000204310.12,chr6,32175813,32176113,TSS,True,38,105
ENSG00000112576.12,chr6,42048500,42048962,TSS,True,101,143
ENSG00000112576.12,chr6,41941451,41941880,TSS,False,56,143
ENSG00000244731.7,chr6,31982546,31982919,TSS,True,133,164
ENSG00000244731.7,chr6,31982000,31982172,TSS,True,118,164
ENSG00000157593.18,chr6,44257399,44257554,TSS,True,17,129
ENSG00000137267.5,chr6,3157406,3157547,TSS,False,60,173
ENSG00000131165.14,chr16,89657581,89657726,TSS,True,45,293
ENSG00000135736.5,chr16,57536499,57536600,TSS,False,43,137
ENSG00000135736.5,chr16,57528592,57529531,TSS,True,109,137
ENSG00000167508.11,chr16,88663010,88663148,TSS,True,24,109
ENSG00000095906.16,chr16,1786655,1787676,ES,False,21,111
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,20,140
ENSG00000205937.11,chr16,2264331,2268054,ES,False,65,120
ENSG00000205937.11,chr16,2268054,2268391,TSS,False,74,194
ENSG00000205937.11,chr16,2267662,2267859,TSS,False,171,194
ENSG00000168748.13,chr16,66852863,66853375,5AS,True,30,285
ENSG00000198848.12,chr16,55811007,55812902,3AS,False,30,123
ENSG00000198848.12,chr16,55828971,55833003,3AS,False,78,119
ENSG00000196557.12,chr16,1218651,1219002,3AS,False,76,288
ENSG00000196557.12,chr16,1215850,1218040,TSS,True,317,401
ENSG00000196557.12,chr16,1218209,1218651,TSS,True,248,396
ENSG00000135720.12,chr16,66751484,66751839,TSS,True,25,147
ENSG00000090581.9,chr16,1351922,1352017,TSS,False,23,148
ENSG00000197006.13,chr16,21625115,21655229,3AS,False,38,112
ENSG00000197006.13,chr16,21655229,21657470,PAS,True,76,114
ENSG00000197006.13,chr16,21655226,21657471,PAS,True,40,114
ENSG00000122390.18,chr16,3457718,3458181,TSS,True,49,131
ENSG00000122390.18,chr16,3485466,3486958,PAS,True,29,115
ENSG00000122390.18,chr16,3484698,3486958,PAS,True,85,106
ENSG00000067836.12,chr16,4802526,4802930,TSS,True,35,110
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,26,156
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,39,168
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,142,168
ENSG00000198931.10,chr16,88811819,88811938,TSS,False,36,168
ENSG00000267795.5,chr16,4796033,4796189,5AS,False,62,105
ENSG00000267795.5,chr16,4795397,4795449,TSS,True,16,107
ENSG00000267795.5,chr16,4795712,4795858,TSS,True,95,107
ENSG00000077238.13,chr16,27313504,27314020,TSS,True,80,109
ENSG00000077238.13,chr16,27333283,27333641,TSS,True,96,108
ENSG00000176387.6,chr16,67431103,67431513,TSS,True,55,239
ENSG00000140983.13,chr16,668236,668357,3AS,False,27,235
ENSG00000140983.13,chr16,668411,668487,IR,False,230,260
ENSG00000140983.13,chr16,668569,668655,IR,False,234,261
ENSG00000140983.13,chr16,668699,670122,ES,False,45,246
ENSG00000140983.13,chr16,670175,670265,3AS,False,35,265
ENSG00000140983.13,chr16,671000,671082,IR,False,120,252
ENSG00000140983.13,chr16,671000,671114,3AS,False,23,143
ENSG00000140983.13,chr16,671000,671114,IR,False,23,155
ENSG00000140983.13,chr16,672384,672488,IR,False,252,287
ENSG00000140983.13,chr16,668079,668236,TSS,True,91,326
ENSG00000099385.11,chr16,30887794,30887990,PAS,False,19,122
ENSG00000065054.13,chr16,2037600,2037858,3AS,False,12,108
ENSG00000065054.13,chr16,2026380,2027218,TSS,True,24,111
ENSG00000065054.13,chr16,2037825,2039025,PAS,True,15,108
ENSG00000065054.13,chr16,2037858,2039025,PAS,True,96,108
ENSG00000103479.15,chr16,53434429,53434796,TSS,False,21,105
ENSG00000103479.15,chr16,53490129,53491649,PAS,True,21,105
ENSG00000166816.14,chr16,75116648,75116807,TSS,False,48,127
ENSG00000183889.12,chr16,16329222,16329364,5AS,True,11,101
ENSG00000183889.12,chr16,16333884,16340305,ES,False,50,111
ENSG00000183889.12,chr16,16319926,16320178,TSS,True,106,126
ENSG00000183889.12,chr16,16320372,16321407,TSS,True,106,126
ENSG00000039068.18,chr16,68737240,68737463,TSS,True,75,113
ENSG00000059122.16,chr16,2911831,2912154,TSS,True,30,119
ENSG00000103375.10,chr16,25216947,25217057,TSS,False,77,315
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,58,105
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,74,179
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,112,179
ENSG00000149932.16,chr16,29972949,29973051,PAS,True,18,179
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,85,104
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,44,104
ENSG00000103051.18,chr16,70508464,70509230,IR,False,90,103
ENSG00000126602.10,chr16,3717420,3717597,TSS,True,15,118
ENSG00000103264.17,chr16,87383404,87383780,TSS,True,48,104
ENSG00000140682.18,chr16,31472130,31472201,TSS,True,177,826
ENSG00000140682.18,chr16,31472166,31473556,TSS,True,725,826
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,23,116
ENSG00000179889.18,chr16,15036015,15037698,PAS,True,33,111
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,348,2559
ENSG00000103495.13,chr16,29808741,29810076,ES,False,250,378
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,158,435
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,361,435
ENSG00000159461.14,chr16,56425072,56425623,TSS,False,18,111
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,44,165
ENSG00000103342.12,chr16,11915368,11916001,TSS,True,14,105
ENSG00000167978.16,chr16,2752846,2756333,5AS,False,91,118
ENSG00000167978.16,chr16,2752618,2752846,TSS,True,143,242
ENSG00000167978.16,chr16,2752350,2752854,TSS,True,214,242
ENSG00000167978.16,chr16,2758469,2758536,PAS,False,31,139
ENSG00000167978.16,chr16,2770857,2771412,PAS,True,155,175
ENSG00000167978.16,chr16,2761560,2766703,PAS,True,116,140
ENSG00000141002.19,chr16,89907322,89910590,ES,False,170,190
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,61,234
ENSG00000141002.19,chr16,89911079,89911809,PAS,True,24,217
ENSG00000268388.5,chr16,86490513,86490852,IR,False,66,102
ENSG00000268388.5,chr16,86474524,86477199,PAS,True,114,137
ENSG00000268388.5,chr16,86487705,86490513,PAS,False,68,119
ENSG00000268388.5,chr16,86487712,86491004,PAS,True,86,114
ENSG00000268388.5,chr16,86508654,86509094,TSS,True,52,138
ENSG00000268388.5,chr16,86498423,86498557,TSS,False,118,136
ENSG00000103260.8,chr16,716992,717070,IR,False,100,131
ENSG00000103260.8,chr16,715108,715393,TSS,True,39,162
ENSG00000103260.8,chr16,717070,719652,PAS,True,31,131
ENSG00000103260.8,chr16,716932,717478,PAS,True,106,131
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,35,111
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,35,285
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,206,260
ENSG00000050820.16,chr16,75234888,75235855,TSS,True,221,254
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,190,262
ENSG00000050820.16,chr16,75250668,75251386,TSS,False,226,260
ENSG00000074071.14,chr16,1772798,1773463,TSS,True,31,168
ENSG00000051523.10,chr16,88650955,88651066,TSS,True,28,168
ENSG00000065427.14,chr16,75641723,75647577,ES,False,93,110
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,14,124
ENSG00000183751.14,chr16,1971963,1972205,TSS,True,29,100
ENSG00000183751.14,chr16,1974315,1974679,TSS,False,87,100
ENSG00000063854.12,chr16,1823037,1826711,ES,False,47,100
ENSG00000063854.12,chr16,1826711,1827158,TSS,False,61,161
ENSG00000063854.12,chr16,1819896,1821507,TSS,True,119,159
ENSG00000103423.13,chr16,4425807,4426092,TSS,True,16,105
ENSG00000166869.2,chr16,23754629,23755116,TSS,False,42,321
ENSG00000133392.17,chr16,15704123,15714908,ES,False,1349,3349
ENSG00000133392.17,chr16,15703133,15704123,PAS,True,769,4124
ENSG00000133392.17,chr16,15856940,15857362,TSS,True,2035,4234
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,18,165
ENSG00000006007.11,chr16,19521703,19522125,TSS,True,22,187
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,73,463
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,49,105
ENSG00000197912.15,chr16,89517047,89524247,TSS,True,94,105
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,33,102
ENSG00000159720.11,chr16,67480956,67481188,TSS,True,54,336
ENSG00000103202.12,chr16,397313,398989,ES,False,90,118
ENSG00000103202.12,chr16,382091,382477,TSS,True,155,175
ENSG00000103202.12,chr16,397174,397313,TSS,True,52,175
ENSG00000103335.22,chr16,88715338,88715854,PAS,True,32,147
ENSG00000103335.22,chr16,88727038,88727192,TSS,True,93,126
ENSG00000103335.22,chr16,88784900,88785224,TSS,False,130,149
ENSG00000140832.9,chr16,71640389,71641963,PAS,True,99,166
ENSG00000140832.9,chr16,71634192,71636203,PAS,True,73,160
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,20,107
ENSG00000167969.12,chr16,2251429,2251514,IR,False,111,132
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,23,134
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,112,134
ENSG00000197562.9,chr16,590067,590433,TSS,True,45,109
ENSG00000197562.9,chr16,590035,590119,TSS,False,88,109
ENSG00000161999.11,chr16,683441,683529,IR,False,169,218
ENSG00000161999.11,chr16,683909,684065,IR,False,165,192
ENSG00000161999.11,chr16,684155,684233,IR,False,167,193
ENSG00000161999.11,chr16,684233,684412,TSS,True,75,251
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,203,257
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,70,273
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,221,273
ENSG00000008517.16,chr16,3065687,3065783,5AS,False,131,154
ENSG00000008517.16,chr16,3065687,3065783,IR,False,131,201
ENSG00000008517.16,chr16,3065279,3065494,TSS,True,264,313
ENSG00000008517.16,chr16,3065335,3065687,TSS,True,179,313
ENSG00000008517.16,chr16,3065335,3065826,TSS,True,248,313
ENSG00000125170.10,chr16,57473495,57473612,IR,False,128,163
ENSG00000125170.10,chr16,57479685,57486304,3AS,True,21,148
ENSG00000125170.10,chr16,57471919,57473495,PAS,True,39,177
ENSG00000125170.10,chr16,57471916,57473736,PAS,True,142,177
ENSG00000125170.10,chr16,57486304,57486556,TSS,False,52,200
ENSG00000205250.8,chr16,67192133,67192362,TSS,True,31,122
ENSG00000129925.10,chr16,381700,382008,TSS,True,48,221
ENSG00000102901.12,chr16,67830088,67830389,IR,False,36,108
ENSG00000102901.12,chr16,67830548,67831215,IR,False,85,104
ENSG00000102901.12,chr16,67833749,67833948,TSS,True,20,111
ENSG00000166595.11,chr16,66934222,66934931,TSS,True,14,109
ENSG00000166164.15,chr16,50320774,50321981,3AS,False,87,106
ENSG00000166164.15,chr16,50313498,50319266,PAS,True,31,133
ENSG00000166164.15,chr16,50334710,50334895,PAS,False,115,128
ENSG00000130731.15,chr16,635774,636093,IR,False,89,104
ENSG00000130731.15,chr16,636093,636372,TSS,True,25,129
ENSG00000052344.15,chr16,31135390,31135766,TSS,True,129,291
ENSG00000052344.15,chr16,31132681,31132915,TSS,True,249,291
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,74,417
ENSG00000103187.7,chr16,84617583,84617837,IR,False,117,134
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,50,167
ENSG00000103187.7,chr16,84617500,84618074,TSS,True,150,167
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,2019,2527
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,776,2527
ENSG00000167930.15,chr16,259599,259995,3AS,False,16,127
ENSG00000167930.15,chr16,234790,234857,TSS,True,59,169
ENSG00000102882.11,chr16,30114708,30116635,ES,False,117,152
ENSG00000102882.11,chr16,30123039,30123253,TSS,True,39,174
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,98,196
ENSG00000131653.12,chr16,2169830,2171356,TSS,True,165,196
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,275,368
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,277,652
ENSG00000013364.18,chr16,29844533,29844879,TSS,True,472,638
ENSG00000140632.16,chr16,4803198,4804148,PAS,True,87,130
ENSG00000140632.16,chr16,4847227,4847335,TSS,True,41,130
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,64,116
ENSG00000103507.13,chr16,31112027,31112120,IR,False,105,133
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,22,137
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,123,137
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,30,135
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,108,135
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,35,141
ENSG00000169217.8,chr16,30353180,30353275,TSS,True,121,141
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,49,233
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,273,395
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,128,395
ENSG00000103024.7,chr16,1771488,1771760,TSS,True,44,117
ENSG00000103024.7,chr16,1771069,1771282,TSS,True,100,116
ENSG00000103024.7,chr16,1771279,1771540,TSS,True,98,117
ENSG00000162032.15,chr16,1778048,1778133,IR,False,235,262
ENSG00000162032.15,chr16,1778321,1778434,IR,False,149,255
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,87,274
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,212,274
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,45,225
ENSG00000168447.10,chr16,23302437,23348591,ES,True,246,284
ENSG00000168447.10,chr16,23302280,23302437,TSS,False,69,353
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,31,122
ENSG00000141447.17,chr18,24170331,24170453,PAS,True,107,121
ENSG00000141447.17,chr18,24271621,24272387,TSS,True,13,119
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,21,175
ENSG00000134755.15,chr18,31065971,31068212,PAS,True,15,108
ENSG00000134755.15,chr18,31101902,31102586,TSS,True,24,109
ENSG00000154832.14,chr18,50283564,50283704,IR,False,123,139
ENSG00000154832.14,chr18,50285247,50285324,IR,False,111,133
ENSG00000154832.14,chr18,50285928,50286021,IR,False,102,132
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,22,147
ENSG00000101782.14,chr18,23473483,23474947,5AS,False,16,125
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,67,157
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,42,206
ENSG00000133313.14,chr18,74496376,74500033,TSS,True,182,205
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,37,192
ENSG00000101558.13,chr18,9913973,9914335,TSS,True,38,361
ENSG00000122490.18,chr18,79904183,79943328,ES,False,30,155
ENSG00000122490.18,chr18,79919400,79943328,ES,False,60,123
ENSG00000122490.18,chr18,79943462,79950723,ES,False,136,154
ENSG00000122490.18,chr18,79951580,79951684,TSS,True,27,171
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,56,265
ENSG00000176014.12,chr18,12325066,12326577,PAS,True,31,226
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,40,125
ENSG00000017797.12,chr18,9516844,9517114,PAS,True,76,106
ENSG00000017797.12,chr18,9535670,9538107,PAS,True,35,107
ENSG00000158201.9,chr18,21659343,21664117,5AS,False,118,138
ENSG00000119537.17,chr18,63367010,63367636,TSS,True,21,158
ENSG00000178605.13,chrX,318438,318864,TSS,False,25,187
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,74,411
ENSG00000089472.16,chrX,66263688,66266442,3AS,False,22,116
ENSG00000089472.16,chrX,66162477,66162876,TSS,False,77,123
ENSG00000089472.16,chrX,66164175,66164470,TSS,True,78,123
ENSG00000089472.16,chrX,66266439,66268909,PAS,True,27,121
ENSG00000089472.16,chrX,66266442,66270019,PAS,True,99,121
ENSG00000067829.18,chrX,153794245,153794429,TSS,True,22,126
ENSG00000130066.16,chrX,23783883,23785327,IR,True,145,195
ENSG00000125354.22,chrX,119616940,119618786,PAS,True,70,129
ENSG00000125354.22,chrX,119615723,119616742,PAS,True,92,132
ENSG00000125354.22,chrX,119615723,119620051,PAS,True,105,129
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,22,146
ENSG00000197976.11,chrX,1599432,1600137,IR,False,41,103
ENSG00000197976.11,chrX,1599432,1600658,ES,True,83,123
ENSG00000197976.11,chrX,1599432,1600658,IR,True,83,144
ENSG00000197976.11,chrX,1600207,1600658,IR,True,42,104
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,30,209
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,128,189
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,65,190
ENSG00000130821.15,chrX,153687912,153688836,TSS,True,107,176
ENSG00000068400.13,chrX,49002187,49002266,TSS,True,16,104
ENSG00000101955.14,chrX,38174351,38220695,ES,False,23,112
ENSG00000101955.14,chrX,38220695,38220913,TSS,True,14,127
ENSG00000203879.11,chrX,154440139,154440374,IR,False,96,108
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,24,129
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,112,130
ENSG00000071889.16,chrX,154511871,154512822,ES,False,104,129
ENSG00000071889.16,chrX,154515812,154515909,IR,False,50,130
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,89,140
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,60,140
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,13,120
ENSG00000196924.15,chrX,154348523,154349036,PAS,True,653,3903
ENSG00000196924.15,chrX,154359504,154359646,PAS,True,1163,1301
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,2759,3447
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,59,273
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,19,112
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,128,174
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,99,174
ENSG00000184216.13,chrX,154019430,154020505,TSS,True,156,174
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,19,129
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,121,191
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,169,191
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,120,191
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,59,380
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,74,204
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,67,335
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,385,1641
ENSG00000102316.16,chrX,54815690,54815880,IR,True,142,172
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,83,179
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,119,179
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,32,179
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,147,177
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,18,141
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,23,146
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,128,146
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,72,137
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,72,135
ENSG00000071859.14,chrX,154449735,154449882,IR,False,160,187
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,57,229
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,196,229
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,148,362
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,218,362
ENSG00000158526.7,chrX,54440387,54440502,TSS,False,17,110
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,76,225
ENSG00000157514.16,chrX,107775099,107775753,TSS,True,191,225
ENSG00000126903.15,chrX,154487310,154489082,PAS,True,12,115
ENSG00000126903.15,chrX,154490306,154490655,TSS,True,17,123
ENSG00000147403.16,chrX,154399941,154400463,IR,False,91,117
ENSG00000147403.16,chrX,154400626,154400701,IR,False,101,116
ENSG00000147403.16,chrX,154397661,154398394,TSS,True,67,119
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,71,119
ENSG00000147403.16,chrX,154400701,154400917,PAS,True,18,119
ENSG00000147403.16,chrX,154399802,154400917,PAS,True,103,117
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,110,143
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,55,137
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,28,141
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,322,501
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,69,490
ENSG00000139508.14,chr13,28718495,28719011,TSS,True,14,103
ENSG00000187498.15,chr13,110148868,110150444,PAS,True,18,178
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,126,192
ENSG00000198176.12,chr13,113584888,113585773,5AS,True,105,126
ENSG00000198176.12,chr13,113623286,113633119,ES,False,18,145
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,31,142
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,50,158
ENSG00000198176.12,chr13,113584697,113585427,TSS,False,138,158
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,20,141
ENSG00000150403.17,chr13,113498521,113501751,ES,True,14,103
ENSG00000150403.17,chr13,113490713,113491273,TSS,True,12,116
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,18,116
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,47,123
ENSG00000213995.11,chr13,110615573,110615774,TSS,False,101,123
ENSG00000213995.11,chr13,110634675,110634776,TSS,True,109,122
ENSG00000213995.11,chr13,110638377,110640173,PAS,False,16,114
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,191,489
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,38,166
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,148,166
ENSG00000165556.9,chr13,27968465,27969183,TSS,False,45,265
ENSG00000134884.14,chr13,106557131,106559431,IR,False,40,100
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,29,142
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,109,136
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,51,301
ENSG00000186184.17,chr13,27621003,27622009,TSS,True,38,158
ENSG00000186184.17,chr13,27620733,27621140,TSS,True,130,158
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,74,156
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,83,157
ENSG00000165475.14,chr13,20432296,20489369,ES,False,16,102
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,18,140
ENSG00000102572.14,chr13,98576744,98577497,TSS,True,14,132
ENSG00000122034.14,chr13,27430621,27434138,ES,False,19,143
ENSG00000122642.10,chr7,32957392,32957794,TSS,True,12,110
ENSG00000106635.7,chr7,73557486,73558010,TSS,True,28,239
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,44,124
ENSG00000106608.16,chr7,43926131,43926753,TSS,True,110,125
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,194,239
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,50,242
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,49,127
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,60,320
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,20,100
ENSG00000122566.21,chr7,26192338,26192494,IR,False,221,251
ENSG00000122566.21,chr7,26197732,26200571,ES,False,215,265
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,246,300
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,77,297
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,31,300
ENSG00000176532.3,chr7,29564377,29566184,5AS,True,120,139
ENSG00000176532.3,chr7,29563834,29564377,TSS,False,54,183
ENSG00000135269.17,chr7,116210470,116210734,TSS,True,42,326
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,33,271
ENSG00000106538.9,chr7,150341577,150341721,TSS,True,61,219
ENSG00000106538.9,chr7,150340435,150341645,TSS,True,165,218
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,181,334
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,206,334
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,83,419
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,18,149
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,78,266
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,26,115
ENSG00000169919.16,chr7,65967730,65967908,TSS,True,101,115
ENSG00000164896.19,chr7,151077027,151077100,IR,False,203,228
ENSG00000164896.19,chr7,151077236,151077309,IR,False,193,228
ENSG00000164896.19,chr7,151077401,151077620,IR,False,186,218
ENSG00000164896.19,chr7,151077780,151077878,IR,False,194,224
ENSG00000164896.19,chr7,151079922,151080684,5AS,False,123,155
ENSG00000164896.19,chr7,151079922,151080684,IR,True,123,162
