gene,chr,start,end,splice_type,novel,H1_ENCFF217ERK_in_cov,H1_ENCFF217ERK_total_cov
ENSG00000015479.18,chr5,139293749,139294028,TSS,True,86,105
ENSG00000015479.18,chr5,139329344,139331366,PAS,True,27,104
ENSG00000113643.8,chr5,168486440,168486543,TSS,True,27,201
ENSG00000113643.8,chr5,168519080,168519330,PAS,True,24,200
ENSG00000184840.11,chr5,177592168,177592398,TSS,True,67,585
ENSG00000133706.17,chr5,146113017,146114311,PAS,True,40,102
ENSG00000133706.17,chr5,146182487,146182677,TSS,True,31,108
ENSG00000205571.13,chr5,70070751,70077018,ES,False,42,100
ENSG00000205571.13,chr5,70049625,70049766,TSS,True,18,126
ENSG00000113732.8,chr5,172983770,172983964,TSS,True,27,203
ENSG00000214736.7,chr6,41789336,41789567,3AS,False,111,188
ENSG00000214736.7,chr6,41789530,41789893,PAS,True,118,196
ENSG00000214736.7,chr6,41789567,41789894,PAS,False,78,196
ENSG00000204531.17,chr6,31170215,31170695,TSS,True,511,3794
ENSG00000029363.16,chr6,136256857,136261115,PAS,True,93,121
ENSG00000029363.16,chr6,136271766,136272079,PAS,True,81,112
ENSG00000029363.16,chr6,136289712,136289847,TSS,True,54,126
ENSG00000029363.16,chr6,136277864,136278775,TSS,False,98,123
ENSG00000137309.19,chr6,34240882,34242711,5AS,False,92,290
ENSG00000137309.19,chr6,34236837,34236963,TSS,False,166,454
ENSG00000146223.14,chr6,42879951,42883450,ES,False,40,204
ENSG00000204387.13,chr6,31835451,31837235,ES,False,85,107
ENSG00000204387.13,chr6,31834913,31835200,TSS,True,15,117
ENSG00000132424.15,chr6,99414686,99416348,3AS,True,35,150
ENSG00000132424.15,chr6,99398049,99401630,PAS,True,105,199
ENSG00000132424.15,chr6,99408137,99408271,PAS,False,103,176
ENSG00000132424.15,chr6,99425214,99425976,TSS,True,49,214
ENSG00000132424.15,chr6,99402539,99404403,TSS,True,106,124
ENSG00000120437.8,chr6,159761985,159762142,TSS,False,167,364
ENSG00000120437.8,chr6,159775012,159775313,TSS,True,305,358
ENSG00000234745.10,chr6,31357085,31357218,TSS,True,31,145
ENSG00000204220.11,chr6,33289627,33289920,TSS,True,45,120
ENSG00000204220.11,chr6,33289577,33289620,TSS,True,88,120
ENSG00000112651.11,chr6,43059285,43059443,TSS,True,17,100
ENSG00000112651.11,chr6,43055896,43055933,TSS,True,88,100
ENSG00000196230.12,chr6,30720274,30720563,TSS,False,151,1407
ENSG00000112312.9,chr6,24775112,24777221,5AS,False,113,251
ENSG00000112312.9,chr6,24774927,24775244,TSS,True,155,293
ENSG00000112312.9,chr6,24774923,24775112,TSS,True,178,293
ENSG00000112759.17,chr6,44223641,44227262,ES,False,104,117
ENSG00000112759.17,chr6,44223641,44227262,3AS,True,104,134
ENSG00000112759.17,chr6,44223542,44223641,TSS,True,19,166
ENSG00000093144.18,chr6,127314896,127327001,ES,False,46,137
ENSG00000093144.18,chr6,127343335,127344300,TSS,False,40,164
ENSG00000124532.14,chr6,24402796,24403236,TSS,True,19,124
ENSG00000124532.14,chr6,24423583,24426185,PAS,True,16,106
ENSG00000124532.14,chr6,24422936,24423478,PAS,True,93,106
ENSG00000120265.17,chr6,149802369,149810615,5AS,False,168,252
ENSG00000120265.17,chr6,149810615,149812368,PAS,True,105,359
ENSG00000120265.17,chr6,149802199,149803052,PAS,True,233,328
ENSG00000096384.19,chr6,44247057,44247195,TSS,False,434,1939
ENSG00000096384.19,chr6,44248639,44250154,TSS,True,1685,1931
ENSG00000096384.19,chr6,44253488,44253899,PAS,True,257,1931
ENSG00000124802.11,chr6,8079023,8080030,PAS,False,55,310
ENSG00000124802.11,chr6,8079604,8090281,PAS,True,266,309
ENSG00000180992.6,chr6,44127343,44127452,TSS,False,39,241
ENSG00000111906.17,chr6,125292909,125300537,ES,False,66,156
ENSG00000124614.15,chr6,34426031,34426132,TSS,True,389,2834
ENSG00000012660.13,chr6,53348816,53349169,TSS,True,43,197
ENSG00000112514.15,chr6,33417695,33417868,IR,False,94,252
ENSG00000112514.15,chr6,33418086,33418358,TSS,False,408,546
ENSG00000112514.15,chr6,33417958,33418113,TSS,True,437,546
ENSG00000112514.15,chr6,33417480,33418153,TSS,True,387,545
ENSG00000112514.15,chr6,33417868,33418103,TSS,False,452,546
ENSG00000196591.11,chr6,113970856,113971501,TSS,True,175,575
ENSG00000196591.11,chr6,113948978,113949077,TSS,True,413,563
ENSG00000198563.13,chr6,31540534,31541949,3AS,False,236,530
ENSG00000198563.13,chr6,31541949,31542461,TSS,True,61,592
ENSG00000124733.4,chr6,43013897,43013924,TSS,False,39,212
ENSG00000213722.8,chr6,31728864,31730245,TSS,True,185,232
ENSG00000213722.8,chr6,31730050,31730268,TSS,True,58,232
ENSG00000155115.6,chr6,110958505,110958826,TSS,False,51,283
ENSG00000198755.10,chr6,35469285,35469380,IR,False,38,111
ENSG00000118418.14,chr6,79201726,79202316,5AS,False,212,349
ENSG00000092820.17,chr6,158765738,158767078,PAS,True,58,364
ENSG00000092820.17,chr6,158783401,158783666,PAS,False,176,204
ENSG00000092820.17,chr6,158819316,158819418,TSS,True,246,410
ENSG00000092820.17,chr6,158769783,158769888,TSS,True,263,356
ENSG00000092820.17,chr6,158769325,158769406,TSS,True,297,356
ENSG00000204590.12,chr6,30556130,30557243,TSS,False,43,113
ENSG00000204590.12,chr6,30555054,30555501,TSS,True,86,113
ENSG00000111845.4,chr6,10695069,10697323,3AS,True,91,113
ENSG00000111845.4,chr6,10694652,10695069,TSS,False,48,165
ENSG00000204568.11,chr6,30617797,30617943,TSS,True,37,200
ENSG00000156508.17,chr6,73520999,73521033,TSS,False,1774,14133
ENSG00000137161.16,chr6,42929111,42929721,TSS,True,17,128
ENSG00000112110.9,chr6,159789817,159790060,TSS,True,95,117
ENSG00000112110.9,chr6,159790453,159790639,TSS,False,53,117
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,89,662
ENSG00000146425.10,chr6,158644681,158644755,TSS,True,25,211
ENSG00000146425.10,chr6,158637770,158637889,TSS,True,189,211
ENSG00000152661.8,chr6,121435636,121435832,TSS,True,199,297
ENSG00000203875.11,chr6,85678135,85678736,TSS,True,299,575
ENSG00000203875.11,chr6,85678693,85678737,TSS,True,298,575
ENSG00000112237.12,chr6,99539880,99543609,PAS,True,23,229
ENSG00000120438.11,chr6,159789404,159789708,TSS,True,73,454
ENSG00000137285.9,chr6,3227486,3227655,TSS,False,159,280
ENSG00000204356.13,chr6,31954877,31955058,3AS,False,25,163
ENSG00000204356.13,chr6,31958891,31959055,TSS,False,92,252
ENSG00000204356.13,chr6,31954554,31954663,TSS,True,166,252
ENSG00000198721.12,chr6,4117451,4125249,ES,True,20,165
ENSG00000198721.12,chr6,4133701,4135510,3AS,False,92,166
ENSG00000096080.11,chr6,43687667,43687818,TSS,False,22,119
ENSG00000096080.11,chr6,43681088,43681122,TSS,True,103,119
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,15,139
ENSG00000086504.16,chr16,370498,370549,TSS,False,186,235
ENSG00000086504.16,chr16,369930,370228,TSS,True,165,235
ENSG00000086504.16,chr16,370443,370530,TSS,True,196,235
ENSG00000069345.11,chr16,46973494,46973701,TSS,True,60,106
ENSG00000069345.11,chr16,46971348,46973671,TSS,True,72,106
ENSG00000132603.14,chr16,69339315,69339885,TSS,True,35,153
ENSG00000132603.14,chr16,69341281,69341320,TSS,True,128,153
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,19,115
ENSG00000167397.14,chr16,31091342,31094556,ES,False,17,120
ENSG00000167397.14,chr16,31094556,31094960,TSS,True,14,134
ENSG00000140740.10,chr16,21952659,21953456,TSS,True,26,219
ENSG00000102898.11,chr16,67846891,67846985,TSS,True,16,110
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,40,315
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,44,321
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,281,321
ENSG00000198931.10,chr16,88811819,88811938,TSS,False,48,321
ENSG00000198931.10,chr16,88810069,88810150,TSS,True,282,321
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,107,328
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,532,864
ENSG00000089280.18,chr16,31184936,31185179,TSS,False,718,860
ENSG00000089280.18,chr16,31191053,31191110,TSS,True,599,822
ENSG00000125166.12,chr16,58734139,58734375,TSS,True,123,142
ENSG00000205629.11,chr16,25140247,25164597,ES,False,13,106
ENSG00000103550.13,chr16,19706346,19707221,PAS,True,51,103
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,20,106
ENSG00000182149.20,chr16,71922680,71924768,ES,False,27,174
ENSG00000182149.20,chr16,71923380,71927613,ES,True,18,167
ENSG00000102900.12,chr16,56730074,56730211,TSS,True,17,105
ENSG00000103145.10,chr16,3023846,3024256,TSS,True,13,105
ENSG00000134419.15,chr16,18789118,18790243,5AS,True,150,171
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,323,2023
ENSG00000159593.14,chr16,66830846,66831002,TSS,True,41,288
ENSG00000159593.14,chr16,66826676,66826782,TSS,True,249,288
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,82,110
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,82,110
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,28,110
ENSG00000103035.10,chr16,74296769,74296988,TSS,True,43,404
ENSG00000166851.14,chr16,23678847,23679340,TSS,True,55,135
ENSG00000166851.14,chr16,23689659,23689676,TSS,True,120,135
ENSG00000079616.12,chr16,29790709,29790829,TSS,True,15,147
ENSG00000149925.18,chr16,30064052,30064248,TSS,True,1260,1447
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,568,1447
ENSG00000153774.8,chr16,75292475,75294042,PAS,True,25,169
ENSG00000261740.6,chr16,29446922,29454015,3AS,False,62,131
ENSG00000189067.12,chr16,11556510,11556736,TSS,True,282,330
ENSG00000189067.12,chr16,11587150,11587291,TSS,True,292,330
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,127,330
ENSG00000141101.12,chr16,69754847,69754944,TSS,True,50,181
ENSG00000141101.12,chr16,69748917,69749119,TSS,True,134,179
ENSG00000135698.9,chr16,82170124,82170234,TSS,True,22,125
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,122,341
ENSG00000103018.16,chr16,69424558,69424857,TSS,True,31,149
ENSG00000179958.8,chr16,30429879,30430029,TSS,True,15,110
ENSG00000125144.13,chr16,56667377,56667965,3AS,False,27,115
ENSG00000065427.14,chr16,75641723,75647577,ES,False,212,258
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,109,367
ENSG00000065427.14,chr16,75631692,75632003,TSS,True,301,359
ENSG00000103429.10,chr16,14632846,14633018,TSS,True,86,190
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,59,105
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,52,105
ENSG00000102978.12,chr16,57462641,57462810,TSS,True,19,131
ENSG00000090861.15,chr16,70265537,70265663,TSS,True,177,207
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,157,208
ENSG00000090861.15,chr16,70262345,70262839,TSS,False,105,207
ENSG00000034713.7,chr16,75566359,75566520,TSS,True,22,103
ENSG00000166595.11,chr16,66934066,66934222,IR,False,122,136
ENSG00000166595.11,chr16,66934222,66934931,TSS,True,18,140
ENSG00000168701.18,chr16,67227103,67227224,TSS,True,12,100
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,67,223
ENSG00000184110.14,chr16,28719801,28723323,TSS,True,188,221
ENSG00000184110.14,chr16,28735430,28736074,PAS,True,25,223
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,34,239
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,207,237
ENSG00000171490.12,chr16,11851407,11851580,TSS,True,26,258
ENSG00000161980.5,chr16,53475,53631,TSS,False,52,133
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,247,284
ENSG00000140988.15,chr16,1962496,1962559,TSS,True,80,284
ENSG00000230989.6,chr16,83807968,83808121,TSS,False,108,548
ENSG00000230989.6,chr16,83809304,83809425,TSS,True,451,548
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,341,422
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,88,422
ENSG00000103121.8,chr16,80976179,80981805,ES,False,86,110
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,73,145
ENSG00000167315.17,chr18,49813731,49813960,TSS,True,120,145
ENSG00000167315.17,chr18,49813816,49813935,TSS,False,117,145
ENSG00000128789.20,chr18,12702742,12703164,TSS,True,27,146
ENSG00000128789.20,chr18,12719923,12720683,TSS,True,121,146
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,31,108
ENSG00000167088.10,chr18,21612235,21612443,TSS,True,55,543
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,28,106
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,59,165
ENSG00000133313.14,chr18,74501147,74501472,TSS,True,133,165
ENSG00000265681.7,chr18,49491584,49491735,IR,False,106,271
ENSG00000265681.7,chr18,49491584,49491745,5AS,False,30,136
ENSG00000265681.7,chr18,49491584,49491745,IR,False,30,195
ENSG00000265681.7,chr18,49491584,49492274,5AS,False,244,315
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,430,4134
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,47,167
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,28,111
ENSG00000075336.11,chr18,74148503,74149109,TSS,True,13,106
ENSG00000167220.11,chr18,47150377,47150508,TSS,True,51,125
ENSG00000152234.15,chr18,46098171,46098316,TSS,True,310,1325
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,111,131
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,29,129
ENSG00000102390.10,chrX,76172834,76173168,TSS,True,20,147
ENSG00000173674.10,chrX,20141624,20141872,TSS,True,26,172
ENSG00000241343.9,chrX,101390969,101391046,TSS,True,14,122
ENSG00000241343.9,chrX,101395727,101395795,PAS,True,14,122
ENSG00000123562.16,chrX,103678600,103685170,ES,False,93,120
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,93,164
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,23,208
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,29,116
ENSG00000133142.17,chrX,103586648,103587732,PAS,True,14,100
ENSG00000133142.17,chrX,103586653,103587725,PAS,True,87,100
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,67,359
ENSG00000126768.12,chrX,48895101,48896758,ES,False,178,200
ENSG00000147140.15,chrX,71283721,71290628,ES,False,86,412
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,187,599
ENSG00000165349.11,chrX,70929998,70930976,3AS,True,152,307
ENSG00000165349.11,chrX,70930976,70931296,TSS,True,39,347
ENSG00000185222.9,chrX,103356606,103357614,ES,False,14,130
ENSG00000147202.17,chrX,97310658,97383908,ES,True,23,115
ENSG00000147202.17,chrX,97469693,97471690,PAS,True,25,121
ENSG00000147202.17,chrX,97599252,97604997,PAS,True,98,121
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,122,294
ENSG00000102054.17,chrX,16869075,16870362,TSS,True,224,293
ENSG00000147224.11,chrX,107628448,107628750,TSS,True,134,263
ENSG00000180964.16,chrX,103254017,103255077,ES,False,55,216
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,44,213
ENSG00000102144.14,chrX,78104196,78104405,TSS,False,119,794
ENSG00000102144.14,chrX,78125324,78125425,TSS,True,709,792
ENSG00000102309.12,chrX,72181665,72181828,TSS,False,25,116
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,707,1790
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,111,143
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,174,200
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,89,200
ENSG00000102103.15,chrX,48902341,48902517,TSS,True,148,200
ENSG00000130826.17,chrX,154762742,154762981,TSS,True,62,213
ENSG00000130826.17,chrX,154766067,154766400,TSS,True,182,213
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,26,204
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,181,204
ENSG00000102316.16,chrX,54815690,54815880,IR,True,165,197
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,129,199
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,105,199
ENSG00000102316.16,chrX,54809019,54809223,TSS,True,178,199
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,32,199
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,167,199
ENSG00000169093.15,chrX,1403136,1403489,PAS,True,14,103
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,45,130
ENSG00000133134.11,chrX,103310433,103310895,5AS,False,18,168
ENSG00000133134.11,chrX,103310859,103310989,TSS,True,30,180
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,222,924
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,170,246
ENSG00000102172.15,chrX,21940570,21940873,TSS,True,21,111
PB_novel_216607,chrX,92100700,92105292,ES,True,94,110
PB_novel_216607,chrX,92099978,92100700,PAS,True,26,145
ENSG00000147403.16,chrX,154398394,154398496,5AS,False,149,186
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,390,454
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,404,472
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,69,472
ENSG00000126756.11,chrX,47659114,47659182,TSS,False,15,107
ENSG00000126756.11,chrX,47658829,47659151,TSS,True,95,107
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,31,133
ENSG00000180879.13,chrX,153796311,153797814,TSS,True,119,133
ENSG00000122026.10,chr13,27251307,27251585,TSS,False,88,172
ENSG00000122026.10,chr13,27251583,27251699,TSS,True,151,172
ENSG00000122026.10,chr13,27251578,27251656,TSS,False,121,172
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,12,114
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,13,115
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,103,115
ENSG00000120699.12,chr13,37000369,37000822,TSS,True,14,116
ENSG00000136110.12,chr13,52703807,52708535,3AS,False,19,145
ENSG00000136110.12,chr13,52708702,52712715,3AS,True,129,144
ENSG00000136110.12,chr13,52712869,52733218,ES,True,20,150
ENSG00000136110.12,chr13,52703252,52703810,PAS,True,28,162
ENSG00000136110.12,chr13,52703263,52703807,PAS,False,143,162
ENSG00000136110.12,chr13,52739629,52740147,TSS,True,24,181
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,25,118
ENSG00000134882.15,chr13,99367784,99367906,TSS,False,105,118
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,42,228
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,193,230
PB_novel_215300,chr13,51170030,51170462,TSS,True,103,178
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,12,101
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,35,263
ENSG00000006625.17,chr7,30498938,30504568,ES,False,70,159
ENSG00000006625.17,chr7,30504568,30504832,TSS,True,36,197
ENSG00000006625.17,chr7,30500535,30500605,TSS,False,170,193
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,216,450
ENSG00000166508.17,chr7,100098577,100099406,TSS,True,388,450
ENSG00000122566.21,chr7,26197732,26200571,ES,False,1153,1642
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,493,2156
ENSG00000122566.21,chr7,26190992,26192548,TSS,True,109,123
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,359,619
ENSG00000106028.10,chr7,141738503,141739123,5AS,False,210,260
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,353,712
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,502,712
ENSG00000122550.17,chr7,23105733,23106146,TSS,True,26,113
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,61,109
ENSG00000106538.9,chr7,150341577,150341721,TSS,True,38,344
ENSG00000146540.14,chr7,1127386,1138208,5AS,True,47,124
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,71,145
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,98,145
ENSG00000090263.15,chr7,141010617,141014910,3AS,False,21,125
ENSG00000090263.15,chr7,141014910,141014963,TSS,True,19,149
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,31,179
ENSG00000008311.14,chr7,122070433,122076607,PAS,True,38,100
ENSG00000008311.14,chr7,122144160,122144300,TSS,True,79,141
ENSG00000008311.14,chr7,122116632,122116711,TSS,True,95,106
ENSG00000008311.14,chr7,122118562,122118633,TSS,True,99,113
ENSG00000075142.13,chr7,88219975,88220087,TSS,True,16,115
ENSG00000128595.16,chr7,128748804,128758870,ME,False,45,219
ENSG00000128595.16,chr7,128739239,128739432,TSS,True,36,265
ENSG00000243004.5,chr7,19960994,19968153,5AS,False,36,117
ENSG00000243004.5,chr7,19957449,19960994,PAS,True,110,137
ENSG00000243004.5,chr7,19912886,19919260,PAS,True,69,140
ENSG00000243004.5,chr7,20122985,20124253,TSS,True,103,140
ENSG00000243004.5,chr7,20125079,20125773,TSS,False,75,140
ENSG00000234545.7,chr7,92590267,92590408,TSS,True,40,134
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,371,489
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,399,517
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,146,517
ENSG00000164649.19,chr7,21908507,21916753,ES,False,15,149
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,58,135
ENSG00000164649.19,chr7,21945780,21946136,TSS,True,196,346
ENSG00000164649.19,chr7,21905505,21905608,TSS,True,214,344
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,166,387
ENSG00000188186.10,chr7,100148962,100149053,TSS,True,322,387
ENSG00000188186.10,chr7,100149032,100149579,TSS,True,348,387
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,85,584
ENSG00000106605.10,chr7,43758456,43758734,TSS,True,40,148
ENSG00000106605.10,chr7,43787901,43788025,TSS,True,119,148
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,22,143
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,15,143
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,78,156
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,82,164
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,84,164
ENSG00000106682.14,chr7,74189918,74194740,ES,False,201,229
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,203,429
ENSG00000085662.13,chr7,134458996,134459151,TSS,True,119,435
ENSG00000085662.13,chr7,134451585,134453153,TSS,True,327,435
ENSG00000106268.15,chr7,2242220,2242256,TSS,False,60,144
ENSG00000106268.15,chr7,2242246,2244726,TSS,True,110,143
ENSG00000091140.13,chr7,107891140,107891289,TSS,True,38,166
ENSG00000091140.13,chr7,107917984,107918061,TSS,True,143,164
ENSG00000106603.18,chr7,43648652,43729428,ES,False,101,139
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,116,131
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,17,149
ENSG00000122545.19,chr7,35801040,35801270,TSS,True,44,229
ENSG00000122545.19,chr7,35873663,35873775,TSS,True,193,229
ENSG00000146731.10,chr7,56051708,56051985,TSS,True,53,347
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,136,452
ENSG00000161057.11,chr7,103347622,103347781,TSS,False,57,322
ENSG00000088930.7,chr20,21303273,21303473,TSS,False,60,145
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,72,114
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,53,143
ENSG00000088833.17,chr20,1466719,1466961,TSS,True,18,113
ENSG00000088833.17,chr20,1445665,1445707,TSS,True,99,111
ENSG00000118705.16,chr20,37178397,37179369,TSS,True,30,239
ENSG00000101146.12,chr20,57350953,57351422,TSS,True,11,109
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,57,411
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,19,106
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,45,101
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,90,146
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,100,146
ENSG00000214078.12,chr20,35626566,35626696,TSS,True,124,138
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,143,163
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,24,169
ENSG00000101266.18,chr20,543671,543818,TSS,True,113,194
ENSG00000101363.12,chr20,37289686,37301207,ES,False,63,108
ENSG00000101363.12,chr20,37289638,37289686,TSS,True,24,141
ENSG00000101363.12,chr20,37316307,37317260,PAS,True,24,138
ENSG00000101363.12,chr20,37301207,37301301,PAS,True,119,138
ENSG00000125991.19,chr20,35542014,35542185,TSS,True,97,413
ENSG00000125991.19,chr20,35542420,35542600,TSS,True,351,413
ENSG00000125870.10,chr20,16730064,16731667,5AS,False,107,206
ENSG00000125870.10,chr20,16729995,16730064,TSS,True,104,211
ENSG00000125870.10,chr20,16729985,16730164,TSS,True,116,211
ENSG00000131051.22,chr20,35739017,35740823,ES,False,82,128
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,90,155
ENSG00000131051.22,chr20,35738967,35739017,PAS,True,86,149
ENSG00000131051.22,chr20,35741940,35742312,TSS,True,21,158
ENSG00000101361.16,chr20,2652183,2652663,TSS,True,84,189
ENSG00000101361.16,chr20,2654698,2655512,TSS,True,137,188
ENSG00000101365.20,chr20,2658522,2658758,IR,False,26,232
ENSG00000101365.20,chr20,2658522,2659524,3AS,False,25,203
ENSG00000101365.20,chr20,2658393,2658837,PAS,True,57,235
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,207,260
ENSG00000101365.20,chr20,2664152,2664219,TSS,True,51,260
ENSG00000101367.8,chr20,32819893,32820028,TSS,False,38,251
ENSG00000232388.4,chr20,18567596,18569238,3AS,True,120,160
ENSG00000232388.4,chr20,18569238,18569560,PAS,False,40,160
ENSG00000232388.4,chr20,18569235,18569560,PAS,True,120,160
ENSG00000087460.24,chr20,58895684,58903527,ES,False,85,102
ENSG00000087460.24,chr20,58895684,58903530,ES,False,56,176
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,56,158
ENSG00000087460.24,chr20,58898985,58903530,3AS,False,123,140
ENSG00000087460.24,chr20,58839682,58840886,TSS,True,190,355
ENSG00000087460.24,chr20,58841572,58841875,TSS,True,310,355
ENSG00000166913.12,chr20,44885672,44885886,TSS,True,83,155
ENSG00000166913.12,chr20,44901225,44901833,TSS,True,133,155
ENSG00000101335.9,chr20,36541417,36541561,TSS,True,17,120
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,108,232
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,160,232
ENSG00000125877.12,chr20,3209463,3209617,TSS,True,15,128
ENSG00000125995.15,chr20,35699451,35699632,5AS,False,78,205
ENSG00000125995.15,chr20,35699387,35699451,TSS,False,164,242
ENSG00000125995.15,chr20,35699383,35699456,TSS,True,115,242
ENSG00000125995.15,chr20,35699630,35699763,TSS,True,210,242
ENSG00000132792.18,chr20,37694012,37694152,TSS,True,28,111
ENSG00000124207.16,chr20,49096348,49097075,PAS,False,13,121
ENSG00000087586.17,chr20,56391942,56392215,TSS,True,104,122
ENSG00000087586.17,chr20,56392153,56392250,TSS,True,94,122
ENSG00000087586.17,chr20,56392167,56392427,TSS,True,73,122
ENSG00000087586.17,chr20,56384269,56385677,TSS,True,105,121
ENSG00000101474.11,chr20,24992593,24992782,TSS,True,16,101
ENSG00000101443.17,chr20,45469691,45469860,TSS,True,14,134
ENSG00000177410.12,chr20,49279208,49289044,ES,True,36,155
ENSG00000177410.12,chr20,49280570,49289044,ES,True,50,121
