gene,chr,start,end,splice_type,novel,K562_ENCFF645UVN_in_cov,K562_ENCFF645UVN_total_cov
ENSG00000187257.15,chr7,77778529,77783013,PAS,True,60,113
ENSG00000187257.15,chr7,77736409,77736443,PAS,True,88,106
ENSG00000187257.15,chr7,77749423,77749497,PAS,True,78,106
ENSG00000105993.14,chr7,157385611,157416015,ES,True,44,437
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,198,920
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,454,785
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,343,792
ENSG00000106305.9,chr7,6009378,6015145,5AS,True,13,117
ENSG00000106305.9,chr7,6009232,6009498,TSS,True,32,142
ENSG00000065883.15,chr7,40088331,40092964,3AS,False,92,120
ENSG00000065883.15,chr7,39949651,39951852,TSS,True,46,162
ENSG00000065883.15,chr7,39987595,39988258,TSS,True,133,156
ENSG00000065883.15,chr7,39997493,39998621,PAS,True,126,145
ENSG00000065883.15,chr7,40094129,40097132,PAS,True,30,153
ENSG00000006625.17,chr7,30498938,30504568,ES,False,66,186
ENSG00000166508.17,chr7,100095773,100096145,TSS,True,1622,1841
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,700,1843
ENSG00000106009.15,chr7,2538764,2539178,3AS,True,383,431
ENSG00000106009.15,chr7,2537797,2538764,PAS,True,58,448
ENSG00000106009.15,chr7,2537810,2538944,PAS,True,401,448
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,253,460
ENSG00000106009.15,chr7,2543589,2543965,TSS,True,365,459
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,1496,2732
ENSG00000196456.11,chr7,150379297,150379392,TSS,False,106,162
ENSG00000005249.12,chr7,107157049,107159448,ES,True,118,1091
ENSG00000005249.12,chr7,107044612,107045214,TSS,False,140,1258
ENSG00000178234.12,chr7,152025628,152025884,TSS,True,40,120
ENSG00000178234.12,chr7,152094188,152094522,TSS,True,98,119
ENSG00000164818.15,chr7,726661,727315,TSS,True,157,397
ENSG00000164818.15,chr7,785516,786477,PAS,True,43,359
ENSG00000157778.8,chr7,1569123,1569361,TSS,True,301,362
ENSG00000166526.16,chr7,100081634,100081764,TSS,True,112,175
ENSG00000166526.16,chr7,100082300,100082725,TSS,False,143,175
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,47,135
ENSG00000091732.16,chr7,130051220,130051394,TSS,True,163,686
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,267,358
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,231,498
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,407,498
ENSG00000122566.21,chr7,26197732,26200571,ES,False,1193,1574
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,634,2249
ENSG00000168090.9,chr7,100088947,100089066,TSS,True,111,550
ENSG00000229180.7,chr7,66592256,66592400,TSS,True,47,113
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,117,550
ENSG00000133606.10,chr7,140456185,140456866,PAS,True,427,540
ENSG00000133606.10,chr7,140479159,140479524,TSS,True,65,562
ENSG00000002822.15,chr7,2222754,2229983,ES,False,28,162
ENSG00000002822.15,chr7,2230724,2232871,3AS,False,18,152
ENSG00000002822.15,chr7,2230727,2232871,3AS,True,111,134
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,67,223
ENSG00000146802.12,chr7,112790159,112790412,TSS,True,38,167
ENSG00000106246.17,chr7,99438691,99439280,TSS,False,86,136
ENSG00000106246.17,chr7,99424794,99425457,TSS,True,114,135
ENSG00000135269.17,chr7,116210470,116210734,TSS,True,16,138
ENSG00000135269.17,chr7,116257293,116258789,PAS,True,17,132
ENSG00000127922.9,chr7,96709687,96709880,TSS,True,193,657
ENSG00000011275.18,chr7,5781540,5781704,TSS,True,86,113
ENSG00000011275.18,chr7,5740972,5741649,TSS,True,89,112
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,101,364
ENSG00000166925.8,chr7,100478793,100479233,TSS,True,155,200
ENSG00000166925.8,chr7,100477276,100479162,TSS,True,84,200
ENSG00000263001.5,chr7,74758855,74759547,IR,False,338,421
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,410,474
ENSG00000263001.5,chr7,74749025,74749090,TSS,True,139,453
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,113,451
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,368,451
ENSG00000105849.5,chr7,19708762,19709036,TSS,False,52,194
ENSG00000105849.5,chr7,19700071,19700178,TSS,True,170,194
ENSG00000106105.13,chr7,30594778,30595143,TSS,True,126,1021
ENSG00000170632.13,chr7,103075411,103083681,ES,False,229,309
ENSG00000170632.13,chr7,103086764,103097276,ES,False,74,284
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,25,111
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,82,102
ENSG00000158604.14,chr7,44582046,44582249,TSS,True,33,125
ENSG00000232956.8,chr7,44983322,44983821,IR,True,77,105
ENSG00000232956.8,chr7,44984046,44984356,IR,False,67,103
ENSG00000232956.8,chr7,44983022,44983322,PAS,True,28,105
ENSG00000232956.8,chr7,44986524,44986689,TSS,True,27,105
ENSG00000232956.8,chr7,44986020,44986099,TSS,True,93,105
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,441,627
ENSG00000106028.10,chr7,141738503,141739123,5AS,False,111,192
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,462,903
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,792,903
ENSG00000170852.10,chr7,32875157,32879700,5AS,False,24,191
ENSG00000170852.10,chr7,32891535,32892021,TSS,False,67,248
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,213,545
ENSG00000087077.13,chr7,100867345,100868233,TSS,True,476,545
ENSG00000146833.15,chr7,99890406,99892746,PAS,False,36,122
ENSG00000146833.15,chr7,99899940,99902174,PAS,False,98,117
ENSG00000146833.15,chr7,99919008,99919599,TSS,True,15,124
ENSG00000146842.16,chr7,130164711,130166505,PAS,True,18,163
ENSG00000146842.16,chr7,130200314,130202091,PAS,False,100,114
ENSG00000146842.16,chr7,130205372,130205437,TSS,False,86,178
ENSG00000146842.16,chr7,130201849,130202092,TSS,True,155,178
ENSG00000106399.11,chr7,7640319,7640478,TSS,False,51,185
ENSG00000106399.11,chr7,7639069,7639146,TSS,True,142,185
ENSG00000106123.11,chr7,142854136,142855385,TSS,True,86,106
ENSG00000230257.2,chr7,102973321,102973771,TSS,True,36,110
ENSG00000196204.11,chr7,4983773,4984961,3AS,False,25,114
ENSG00000196204.11,chr7,4974000,4974161,TSS,True,15,130
ENSG00000196204.11,chr7,4996609,5000073,PAS,True,27,123
ENSG00000196204.11,chr7,4989062,4989720,PAS,True,106,123
ENSG00000146918.19,chr7,158631717,158644288,ES,True,260,323
ENSG00000146918.19,chr7,158646563,158652292,ES,False,96,331
ENSG00000146918.19,chr7,158704723,158704834,TSS,True,111,357
ENSG00000146540.14,chr7,994135,997804,PAS,True,30,231
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,135,240
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,160,248
ENSG00000197993.8,chr7,142939107,142941413,PAS,False,23,103
ENSG00000197993.8,chr7,142962203,142962381,TSS,False,59,118
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,359,1820
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,1530,1805
ENSG00000241685.9,chr7,99325872,99326004,TSS,True,59,267
ENSG00000241685.9,chr7,99344290,99344515,TSS,True,232,267
ENSG00000197150.12,chr7,151028415,151028610,TSS,False,159,234
ENSG00000197150.12,chr7,151032413,151033917,TSS,True,184,233
ENSG00000197150.12,chr7,151044097,151044221,TSS,True,119,162
ENSG00000197150.12,chr7,151037283,151037586,PAS,False,123,154
ENSG00000197150.12,chr7,151045208,151047782,PAS,True,72,218
ENSG00000197150.12,chr7,151037240,151037598,PAS,True,121,154
ENSG00000090263.15,chr7,141014910,141014963,TSS,True,32,220
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,626,955
ENSG00000164880.15,chr7,1478365,1478506,TSS,True,256,327
ENSG00000164880.15,chr7,1477752,1477938,TSS,True,291,327
ENSG00000169919.16,chr7,65974704,65976014,ES,False,154,361
ENSG00000169919.16,chr7,65979726,65979905,TSS,True,443,518
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,241,519
ENSG00000169919.16,chr7,65967730,65967908,TSS,True,447,518
ENSG00000164867.10,chr7,151010807,151010898,IR,False,186,210
ENSG00000164867.10,chr7,151007617,151009062,TSS,True,184,250
ENSG00000164867.10,chr7,151009440,151010287,TSS,True,218,250
ENSG00000164867.10,chr7,151010521,151010807,TSS,True,183,250
ENSG00000128607.13,chr7,130070524,130070809,TSS,True,67,102
ENSG00000128607.13,chr7,130120788,130120903,TSS,True,84,100
ENSG00000105810.9,chr7,92836477,92836897,TSS,False,283,326
ENSG00000091127.13,chr7,105508520,105522051,3AS,False,73,378
ENSG00000091127.13,chr7,105456113,105457926,PAS,True,97,425
ENSG00000091127.13,chr7,105494430,105502564,PAS,True,344,396
ENSG00000091127.13,chr7,105522051,105522295,TSS,True,57,436
ENSG00000196683.10,chr7,22822676,22822851,TSS,True,46,415
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,179,740
ENSG00000071462.11,chr7,73697648,73697694,TSS,True,657,735
ENSG00000164896.19,chr7,151076832,151076912,IR,False,110,127
ENSG00000164896.19,chr7,151076832,151077100,ES,True,46,130
ENSG00000164896.19,chr7,151076832,151077309,ES,True,29,135
ENSG00000164896.19,chr7,151077027,151077100,IR,False,84,116
ENSG00000164896.19,chr7,151077236,151077309,IR,False,106,164
ENSG00000164896.19,chr7,151077401,151077620,IR,False,160,183
ENSG00000164896.19,chr7,151077780,151077878,IR,False,154,182
ENSG00000164896.19,chr7,151078701,151078922,5AS,False,34,168
ENSG00000164896.19,chr7,151079922,151080684,5AS,False,69,126
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,134,205
ENSG00000164896.19,chr7,151079499,151080863,TSS,True,166,205
ENSG00000164896.19,chr7,151080208,151080847,TSS,True,181,205
ENSG00000164896.19,chr7,151080436,151080839,TSS,False,167,205
ENSG00000128591.15,chr7,128849578,128850383,ES,False,17,131
ENSG00000128591.15,chr7,128849329,128849578,TSS,True,384,436
ENSG00000128591.15,chr7,128852942,128853621,TSS,True,343,436
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,769,1193
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,574,1193
ENSG00000274523.4,chr7,75073413,75073871,TSS,True,317,767
ENSG00000160917.14,chr7,99452440,99454040,3AS,False,209,354
ENSG00000160917.14,chr7,99452440,99454043,3AS,False,82,436
ENSG00000160917.14,chr7,99438683,99439185,TSS,True,117,498
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,167,1079
ENSG00000128609.14,chr7,123557403,123557455,TSS,True,970,1078
ENSG00000127399.14,chr7,150323152,150323560,TSS,True,80,170
ENSG00000127399.14,chr7,150322676,150323212,TSS,False,132,170
ENSG00000127399.14,chr7,150336717,150338156,PAS,True,84,136
ENSG00000127399.14,chr7,150328634,150332719,PAS,False,62,136
ENSG00000106615.9,chr7,151519459,151519920,TSS,True,83,807
ENSG00000105983.20,chr7,156892927,156893214,TSS,True,50,134
ENSG00000105983.20,chr7,156796388,156796493,TSS,True,113,130
ENSG00000106459.14,chr7,129611686,129611824,TSS,True,40,109
ENSG00000106459.14,chr7,129657340,129657574,TSS,True,93,104
ENSG00000106290.14,chr7,100109947,100110186,TSS,True,98,129
ENSG00000106290.14,chr7,100119203,100119373,TSS,True,103,129
ENSG00000239789.5,chr7,55951930,55953178,5AS,True,109,124
ENSG00000239789.5,chr7,55951845,55951930,TSS,False,35,151
ENSG00000164597.13,chr7,107200133,107203630,PAS,True,41,145
ENSG00000164597.13,chr7,107233932,107236687,PAS,True,124,142
ENSG00000164597.13,chr7,107563802,107564554,TSS,True,44,164
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,313,1101
ENSG00000157800.17,chr7,140398415,140398549,TSS,True,13,103
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,81,307
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,86,249
ENSG00000009335.17,chr7,157138877,157139338,TSS,True,100,276
ENSG00000009335.17,chr7,157267584,157269373,PAS,True,55,242
ENSG00000106609.16,chr7,66921099,66921461,TSS,True,143,283
ENSG00000106609.16,chr7,66951076,66951135,TSS,True,239,280
ENSG00000155561.14,chr7,135557690,135557972,TSS,False,143,274
ENSG00000128595.16,chr7,128748804,128758870,ME,False,165,1209
ENSG00000128595.16,chr7,128739239,128739432,TSS,True,135,1340
ENSG00000133627.17,chr7,152759717,152759926,TSS,True,43,129
ENSG00000133627.17,chr7,152854457,152855807,PAS,True,19,111
ENSG00000133627.17,chr7,152842483,152843622,PAS,True,96,110
ENSG00000005075.15,chr7,102478807,102478910,TSS,True,88,278
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,249,716
ENSG00000128534.7,chr7,118184254,118185653,IR,False,113,142
ENSG00000128534.7,chr7,118184098,118184254,TSS,False,54,169
ENSG00000128534.7,chr7,118184110,118184280,TSS,True,152,169
ENSG00000234545.7,chr7,92590267,92590408,TSS,True,16,101
ENSG00000146535.13,chr7,2843852,2844342,TSS,False,61,105
ENSG00000241468.7,chr7,99458355,99460085,ES,False,97,898
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,490,813
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,1008,1329
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,842,1329
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,990,2311
ENSG00000075624.14,chr7,5529160,5529862,TSS,True,2000,2311
ENSG00000196453.7,chr7,149460029,149460604,TSS,True,161,182
ENSG00000196453.7,chr7,149455176,149456037,TSS,True,144,182
ENSG00000225648.5,chr7,72828498,72829783,TSS,True,15,103
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,226,508
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,154,563
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,286,593
ENSG00000087087.19,chr7,100881401,100881805,TSS,False,527,593
ENSG00000196584.2,chr7,152676040,152676198,TSS,False,32,107
ENSG00000196584.2,chr7,152660700,152662590,TSS,True,96,107
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,93,196
ENSG00000188186.10,chr7,100148962,100149053,TSS,True,165,196
ENSG00000188186.10,chr7,100149032,100149579,TSS,True,173,196
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,76,448
ENSG00000086232.12,chr7,6058965,6059230,TSS,True,87,528
ENSG00000164828.17,chr7,816673,838797,ES,False,37,132
ENSG00000164828.17,chr7,849603,851383,ES,False,28,139
ENSG00000164828.17,chr7,852667,852812,3AS,False,53,173
ENSG00000164828.17,chr7,815868,816673,TSS,True,220,358
ENSG00000013374.16,chr7,151341680,151341846,TSS,False,81,127
ENSG00000013374.16,chr7,151341779,151341965,TSS,True,113,127
ENSG00000013374.16,chr7,151345344,151345466,TSS,True,113,126
ENSG00000160813.6,chr7,100435533,100435630,IR,True,120,192
ENSG00000160813.6,chr7,100435533,100435847,ES,False,58,126
ENSG00000160813.6,chr7,100435533,100435847,5AS,False,58,109
ENSG00000160813.6,chr7,100435533,100435847,IR,True,58,130
ENSG00000160813.6,chr7,100435767,100435847,IR,False,69,192
ENSG00000160813.6,chr7,100436064,100436140,IR,True,143,251
ENSG00000160813.6,chr7,100435281,100435533,PAS,True,73,251
ENSG00000160813.6,chr7,100435287,100436064,PAS,True,225,251
ENSG00000160813.6,chr7,100435630,100436469,TSS,True,216,251
ENSG00000160813.6,chr7,100436140,100436535,TSS,False,108,251
ENSG00000160813.6,chr7,100435847,100436477,TSS,True,225,251
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,490,843
ENSG00000197157.10,chr7,127807481,127807573,TSS,True,715,837
ENSG00000169871.12,chr7,101085425,101085571,TSS,True,113,142
ENSG00000004864.13,chr7,96321941,96322368,TSS,True,67,236
ENSG00000117868.15,chr7,158749723,158759485,ES,False,332,384
ENSG00000117868.15,chr7,158829088,158829628,TSS,True,111,471
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,292,1475
ENSG00000122565.18,chr7,26212081,26213607,PAS,True,180,1434
ENSG00000122565.18,chr7,26202970,26203022,PAS,True,1243,1411
ENSG00000223705.9,chr7,75415234,75415595,3AS,True,15,107
ENSG00000223705.9,chr7,75416415,75416485,IR,False,14,114
ENSG00000223705.9,chr7,75410331,75410460,TSS,True,47,129
ENSG00000223705.9,chr7,75412955,75415023,TSS,True,104,128
ENSG00000223705.9,chr7,75416274,75417450,PAS,True,20,119
ENSG00000223705.9,chr7,75416485,75416870,PAS,False,112,129
ENSG00000242802.7,chr7,4775597,4775756,TSS,True,61,104
ENSG00000006451.7,chr7,39623552,39623825,TSS,True,48,178
ENSG00000006451.7,chr7,39706122,39708217,PAS,True,35,175
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,190,276
ENSG00000159840.15,chr7,143387276,143388658,TSS,True,245,276
ENSG00000006634.7,chr7,87878133,87884978,5AS,False,54,277
ENSG00000006634.7,chr7,87896510,87897296,3AS,False,48,304
ENSG00000006634.7,chr7,87900878,87907187,ES,True,77,287
ENSG00000106636.7,chr7,44200964,44201239,TSS,True,94,189
ENSG00000198874.12,chr7,66996801,66996982,TSS,True,35,144
ENSG00000198874.12,chr7,67238307,67239516,PAS,True,27,136
ENSG00000198874.12,chr7,67024899,67027491,PAS,True,106,126
ENSG00000197343.10,chr7,99558365,99558787,TSS,False,79,182
ENSG00000197343.10,chr7,99563862,99564745,PAS,True,72,127
ENSG00000197343.10,chr7,99572244,99576451,PAS,True,91,160
ENSG00000155660.10,chr7,149018991,149019182,TSS,True,873,1117
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,413,1119
ENSG00000071243.15,chr7,120950753,120950924,TSS,True,35,169
ENSG00000071243.15,chr7,120951145,120951235,TSS,True,147,169
ENSG00000071243.15,chr7,120974727,120977212,PAS,True,60,161
ENSG00000071243.15,chr7,120956159,120956973,PAS,False,111,158
ENSG00000070669.16,chr7,97872350,97872508,TSS,True,137,395
ENSG00000070669.16,chr7,97858277,97858404,TSS,False,301,394
ENSG00000075618.17,chr7,5592808,5593768,TSS,False,368,548
ENSG00000133612.18,chr7,151134568,151141897,ES,False,82,531
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,556,936
ENSG00000133612.18,chr7,151117363,151117456,TSS,False,790,935
ENSG00000133612.18,chr7,151143736,151144453,PAS,True,114,685
ENSG00000133612.18,chr7,151122724,151123639,PAS,True,525,588
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,97,118
ENSG00000105953.14,chr7,44707341,44707388,TSS,True,80,101
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,195,276
ENSG00000127948.15,chr7,75985059,75985207,TSS,True,242,276
ENSG00000186480.12,chr7,155302846,155308240,ES,False,623,891
ENSG00000186480.12,chr7,155297782,155297959,TSS,True,354,980
ENSG00000186480.12,chr7,155297880,155298697,TSS,True,797,980
ENSG00000196411.9,chr7,100826978,100827607,TSS,True,302,358
ENSG00000196411.9,chr7,100806419,100806569,TSS,True,268,351
ENSG00000106605.10,chr7,43758456,43758734,TSS,True,22,167
ENSG00000136240.9,chr7,6483966,6484223,TSS,True,84,574
ENSG00000062582.13,chr7,43869376,43869456,IR,False,261,307
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,124,385
ENSG00000062582.13,chr7,43869307,43869517,TSS,True,339,385
ENSG00000154978.12,chr7,55572270,55572538,TSS,True,63,209
ENSG00000146729.9,chr7,55964521,55964701,TSS,True,62,346
ENSG00000197448.13,chr7,143264676,143264991,IR,False,145,171
ENSG00000197448.13,chr7,143265092,143265260,IR,False,130,161
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,87,248
ENSG00000188191.14,chr7,727209,727328,TSS,True,130,147
ENSG00000188191.14,chr7,727589,727827,TSS,False,102,147
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,98,590
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,502,1005
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,248,310
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,112,376
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,311,376
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,12,102
ENSG00000006715.15,chr7,38909153,38909215,TSS,True,22,109
ENSG00000243317.7,chr7,135662474,135662594,TSS,True,22,169
ENSG00000106682.14,chr7,74189918,74194740,ES,False,1110,1935
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,815,2688
ENSG00000160908.14,chr7,99499637,99500302,TSS,True,12,105
ENSG00000132436.11,chr7,50450300,50450402,TSS,True,50,117
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,98,139
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,92,139
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,119,699
ENSG00000106344.8,chr7,128343675,128344013,TSS,True,55,429
ENSG00000122644.12,chr7,12687043,12688168,3AS,False,43,120
ENSG00000122644.12,chr7,12686645,12687043,TSS,True,108,229
ENSG00000122644.12,chr7,12687631,12687728,TSS,True,147,229
ENSG00000122644.12,chr7,12688165,12689176,PAS,True,58,207
ENSG00000122644.12,chr7,12688168,12689176,PAS,True,149,207
ENSG00000164877.18,chr7,1434672,1435100,IR,False,170,194
ENSG00000164877.18,chr7,1436856,1437534,IR,False,170,190
ENSG00000164877.18,chr7,1438220,1438288,IR,False,160,189
ENSG00000164877.18,chr7,1434352,1434672,PAS,True,31,214
ENSG00000164877.18,chr7,1442191,1442551,TSS,True,186,212
ENSG00000164877.18,chr7,1444651,1445826,TSS,True,122,212
ENSG00000106263.17,chr7,2355083,2355233,5AS,True,47,204
ENSG00000106263.17,chr7,2379508,2380203,IR,True,18,100
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,1087,2645
ENSG00000106263.17,chr7,2379511,2380283,IR,True,220,263
ENSG00000106263.17,chr7,2379511,2380414,3AS,True,361,3227
ENSG00000106263.17,chr7,2379511,2380414,IR,True,361,404
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,426,3347
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,1779,3315
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,2227,3315
ENSG00000106263.17,chr7,2380414,2380746,PAS,True,2952,3315
ENSG00000010270.13,chr7,38178420,38207446,ES,False,78,108
ENSG00000010270.13,chr7,38215105,38217187,ES,False,13,117
ENSG00000010270.13,chr7,38178225,38178420,TSS,True,39,149
ENSG00000205060.10,chr7,134316674,134317066,TSS,True,61,157
ENSG00000106400.11,chr7,101217685,101218217,TSS,True,54,236
ENSG00000055118.14,chr7,150951054,150951447,IR,True,27,107
ENSG00000055118.14,chr7,150949392,150950420,PAS,True,259,1506
ENSG00000055118.14,chr7,150944929,150945514,PAS,False,1459,1956
ENSG00000055118.14,chr7,150947327,150947477,TSS,True,405,532
ENSG00000055118.14,chr7,150946876,150947022,TSS,True,423,532
ENSG00000055118.14,chr7,150955395,150955840,TSS,True,977,1990
ENSG00000205903.6,chr7,6637324,6638009,TSS,True,125,141
ENSG00000164610.8,chr7,33109220,33109473,TSS,True,32,112
ENSG00000164610.8,chr7,33096492,33096519,TSS,True,84,110
ENSG00000164654.15,chr7,7567072,7568025,5AS,False,42,145
ENSG00000164654.15,chr7,7567072,7572435,5AS,False,27,149
ENSG00000164654.15,chr7,7567688,7572435,ES,True,11,105
ENSG00000164654.15,chr7,7566848,7567688,TSS,True,145,226
ENSG00000164654.15,chr7,7566854,7567072,TSS,True,145,226
ENSG00000164654.15,chr7,7566841,7567484,TSS,False,184,226
ENSG00000146834.13,chr7,100429380,100431689,TSS,True,53,196
ENSG00000157954.14,chr7,5190493,5199575,ES,False,93,171
ENSG00000157954.14,chr7,5229705,5230834,5AS,False,69,192
ENSG00000157954.14,chr7,5190181,5190493,TSS,True,74,249
ENSG00000059378.12,chr7,140062521,140063160,TSS,True,23,106
ENSG00000105968.18,chr7,44831986,44834562,PAS,True,102,619
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,205,748
ENSG00000196313.11,chr7,72942586,72943522,TSS,True,310,360
ENSG00000168303.7,chr7,40133259,40134228,IR,True,174,197
ENSG00000168303.7,chr7,40132743,40133259,PAS,True,24,200
ENSG00000168303.7,chr7,40134228,40134845,TSS,False,27,201
ENSG00000172115.8,chr7,25125199,25125304,TSS,False,146,748
ENSG00000196636.7,chr7,97117897,97181011,ES,True,223,250
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,196,654
ENSG00000239857.6,chr7,876485,876800,TSS,False,107,540
ENSG00000239857.6,chr7,890974,891066,TSS,True,472,540
ENSG00000105821.14,chr7,103306382,103312643,PAS,True,106,323
ENSG00000105821.14,chr7,103322535,103322794,PAS,True,215,271
ENSG00000105821.14,chr7,103344558,103344879,TSS,True,77,323
ENSG00000126524.9,chr7,66995289,66995609,TSS,True,62,537
ENSG00000161040.16,chr7,102926374,102963532,ES,False,11,100
ENSG00000161040.16,chr7,102809306,102813531,PAS,True,18,109
ENSG00000106034.17,chr7,120988912,120989390,IR,True,465,646
ENSG00000106034.17,chr7,121046993,121050802,3AS,True,82,172
ENSG00000106034.17,chr7,121046993,121050907,3AS,True,30,203
ENSG00000106034.17,chr7,120987925,120989870,TSS,True,696,890
ENSG00000106034.17,chr7,120988550,120988912,TSS,True,421,890
ENSG00000106034.17,chr7,121076536,121076648,TSS,False,503,622
ENSG00000106034.17,chr7,121295439,121297978,PAS,False,552,878
ENSG00000106034.17,chr7,121050802,121053886,PAS,False,614,696
ENSG00000106034.17,chr7,121050799,121052013,PAS,True,625,696
ENSG00000004059.10,chr7,127588360,127588565,TSS,True,56,325
ENSG00000122687.17,chr7,2235564,2239417,ES,False,169,239
ENSG00000122687.17,chr7,2235564,2239529,5AS,True,36,275
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,48,230
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,132,362
ENSG00000106591.3,chr7,42932351,42932516,TSS,True,23,190
ENSG00000106591.3,chr7,42937321,42937857,PAS,True,19,172
ENSG00000106355.9,chr7,32490319,32490418,TSS,False,23,212
ENSG00000157259.7,chr7,92447402,92447978,TSS,True,73,132
ENSG00000157259.7,chr7,92447504,92448877,TSS,True,91,132
ENSG00000130305.16,chr7,73302513,73303529,PAS,True,41,392
ENSG00000130305.16,chr7,73308697,73308867,TSS,True,135,476
ENSG00000106603.18,chr7,43648652,43729428,ES,False,76,132
ENSG00000106603.18,chr7,43729428,43729542,TSS,True,23,156
ENSG00000106049.8,chr7,27525436,27526372,PAS,True,12,107
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,339,452
ENSG00000106628.10,chr7,44122195,44123510,3AS,True,20,111
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,327,781
ENSG00000106628.10,chr7,44116816,44116988,TSS,True,698,779
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,678,780
ENSG00000122783.16,chr7,135167807,135168785,5AS,False,50,269
ENSG00000122783.16,chr7,135169060,135170398,5AS,False,121,144
ENSG00000122783.16,chr7,135169060,135170651,5AS,True,169,290
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,185,354
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,232,354
ENSG00000106397.11,chr7,101217165,101217751,TSS,True,129,156
ENSG00000106397.11,chr7,101212529,101212658,TSS,True,106,155
ENSG00000106348.17,chr7,128403754,128409755,ES,False,23,101
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,636,739
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,207,738
