gene,chr,start,end,splice_type,novel,right_cardiac_atrium_ENCFF911RNV_in_cov,right_cardiac_atrium_ENCFF911RNV_total_cov
ENSG00000124067.16,chr16,67952183,67952427,TSS,True,489,555
ENSG00000065054.13,chr16,2037600,2037858,3AS,False,20,156
ENSG00000065054.13,chr16,2034553,2036503,TSS,True,143,172
ENSG00000065054.13,chr16,2033185,2033432,TSS,True,96,172
ENSG00000065054.13,chr16,2037825,2039025,PAS,True,24,159
ENSG00000065054.13,chr16,2037858,2039025,PAS,True,139,159
ENSG00000141013.16,chr16,90022650,90022724,TSS,True,18,105
ENSG00000213380.15,chr16,69339175,69339580,TSS,True,15,105
ENSG00000103479.15,chr16,53479885,53479973,PAS,True,227,317
ENSG00000103479.15,chr16,53490129,53491649,PAS,True,158,325
ENSG00000103479.15,chr16,53470745,53471875,PAS,True,281,316
ENSG00000166816.14,chr16,75114165,75114525,3AS,False,114,156
ENSG00000205423.11,chr16,50025340,50026395,ES,False,107,134
ENSG00000205423.11,chr16,50026467,50033396,ES,False,31,134
ENSG00000205629.11,chr16,25111768,25128474,5AS,False,23,166
ENSG00000205629.11,chr16,25111696,25111768,TSS,False,167,190
ENSG00000205629.11,chr16,25111706,25111996,TSS,True,30,190
ENSG00000059122.16,chr16,2911831,2912154,TSS,True,97,180
ENSG00000059122.16,chr16,2933128,2933582,TSS,False,140,179
ENSG00000059122.16,chr16,2936105,2937384,TSS,True,159,179
ENSG00000103316.10,chr16,21278081,21278370,TSS,True,58,431
ENSG00000168872.16,chr16,70346864,70347048,TSS,True,19,161
ENSG00000140943.16,chr16,84116734,84116991,TSS,True,156,456
ENSG00000083799.17,chr16,50742045,50742124,TSS,True,23,112
ENSG00000083799.17,chr16,50796323,50801935,PAS,True,22,108
ENSG00000182149.20,chr16,71922680,71927613,ME,False,57,113
ENSG00000182149.20,chr16,71922680,71924768,ES,False,56,415
ENSG00000182149.20,chr16,71923380,71927613,ES,True,56,423
ENSG00000185739.13,chr16,4204634,4242006,ME,True,201,284
ENSG00000185739.13,chr16,4204634,4242006,ME,True,200,284
ENSG00000185739.13,chr16,4242006,4242268,TSS,True,609,4510
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,54,286
ENSG00000134419.15,chr16,18788980,18790334,TSS,True,255,286
ENSG00000159593.14,chr16,66826780,66830846,ES,False,104,120
ENSG00000177200.17,chr16,53054978,53055077,TSS,True,79,103
ENSG00000177200.17,chr16,53130742,53131058,TSS,False,45,100
ENSG00000140682.18,chr16,31472130,31472201,TSS,True,140,730
ENSG00000166848.5,chr16,75647764,75648552,TSS,False,20,180
ENSG00000087245.12,chr16,55478976,55479632,TSS,False,53,185
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,62,481
ENSG00000179889.18,chr16,15036015,15037698,PAS,True,92,478
ENSG00000077235.17,chr16,27463592,27464394,5AS,False,30,135
ENSG00000077235.17,chr16,27460611,27461562,PAS,True,132,272
ENSG00000077235.17,chr16,27497687,27497821,PAS,True,53,170
ENSG00000077235.17,chr16,27469290,27469486,TSS,True,92,140
ENSG00000077235.17,chr16,27549669,27549957,TSS,True,110,272
ENSG00000125124.11,chr16,56484344,56484867,PAS,True,32,218
ENSG00000125124.11,chr16,56470391,56470614,PAS,False,193,218
ENSG00000125124.11,chr16,56519745,56520095,TSS,True,22,218
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,2271,18808
ENSG00000103544.14,chr16,19555336,19555746,TSS,True,52,225
ENSG00000066654.13,chr16,20736358,20736859,IR,False,24,111
ENSG00000066654.13,chr16,20733663,20736358,PAS,False,90,114
ENSG00000066654.13,chr16,20733663,20737286,PAS,True,24,111
ENSG00000103495.13,chr16,29808741,29810076,ES,False,93,110
ENSG00000103495.13,chr16,29806687,29808293,TSS,True,38,123
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,99,123
ENSG00000159579.13,chr16,57186451,57204503,5AS,False,90,117
ENSG00000159579.13,chr16,57186242,57186451,TSS,True,51,142
ENSG00000159579.13,chr16,57186258,57186785,TSS,True,124,142
ENSG00000159579.13,chr16,57238878,57240475,PAS,True,25,141
ENSG00000159579.13,chr16,57231166,57231313,PAS,True,124,141
ENSG00000189067.12,chr16,11556510,11556736,TSS,True,168,187
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,119,187
ENSG00000167191.11,chr16,19871815,19872200,TSS,True,316,384
ENSG00000167191.11,chr16,19884726,19884922,TSS,True,99,384
ENSG00000103245.13,chr16,740919,741018,TSS,False,25,148
ENSG00000141002.19,chr16,89907322,89910590,ES,False,443,539
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,96,413
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,107,482
ENSG00000185164.14,chr16,18561875,18562171,TSS,True,129,453
ENSG00000103502.13,chr16,29862720,29862814,IR,False,128,179
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,59,189
ENSG00000103502.13,chr16,29862585,29863191,TSS,True,138,189
ENSG00000050820.16,chr16,75234888,75235855,TSS,True,130,180
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,149,180
ENSG00000050820.16,chr16,75242469,75243091,TSS,True,119,180
ENSG00000007541.16,chr16,569930,570096,TSS,True,60,118
ENSG00000007541.16,chr16,574064,574763,TSS,True,98,118
ENSG00000007541.16,chr16,582882,584137,PAS,True,13,115
ENSG00000065427.14,chr16,75641723,75647577,ES,False,383,509
ENSG00000063854.12,chr16,1826506,1826813,TSS,True,149,166
ENSG00000063854.12,chr16,1826711,1827158,TSS,False,26,166
ENSG00000103415.11,chr16,4476487,4505483,ME,False,36,100
ENSG00000103415.11,chr16,4476487,4505483,ME,False,35,100
ENSG00000103415.11,chr16,4476487,4505483,ME,False,35,100
ENSG00000103415.11,chr16,4476487,4505483,ME,False,35,100
ENSG00000103415.11,chr16,4476487,4505483,ES,False,362,468
ENSG00000132600.16,chr16,68311099,68315896,ES,False,39,108
ENSG00000132600.16,chr16,68316074,68324682,ES,False,28,139
ENSG00000132600.16,chr16,68346280,68352247,ES,False,17,157
ENSG00000132600.16,chr16,68352409,68353491,3AS,False,135,151
ENSG00000132600.16,chr16,68310965,68311099,TSS,True,49,160
ENSG00000132600.16,chr16,68310915,68311111,TSS,True,132,160
ENSG00000103423.13,chr16,4450497,4455545,ES,False,332,450
ENSG00000103150.5,chr16,83899077,83899672,TSS,False,101,192
ENSG00000103150.5,chr16,83899140,83907099,TSS,True,105,192
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,45,321
ENSG00000133392.17,chr16,15704123,15714908,ES,False,616,770
ENSG00000133392.17,chr16,15782477,15786629,3AS,True,132,198
ENSG00000133392.17,chr16,15703133,15704123,PAS,True,1515,2286
ENSG00000133392.17,chr16,15738623,15738688,PAS,True,1202,2068
ENSG00000133392.17,chr16,15739781,15740188,PAS,True,1746,2055
ENSG00000133392.17,chr16,15856940,15857362,TSS,True,852,2289
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,71,579
ENSG00000103042.8,chr16,58684716,58684789,TSS,False,23,122
ENSG00000103042.8,chr16,58683954,58684726,TSS,True,107,122
ENSG00000172831.11,chr16,66935711,66938036,5AS,False,498,616
ENSG00000172831.11,chr16,66935875,66938036,5AS,False,26,117
ENSG00000172831.11,chr16,66935976,66940221,ES,True,11,107
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,199,713
ENSG00000172831.11,chr16,66934033,66935976,TSS,True,606,713
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,127,247
ENSG00000197912.15,chr16,89526328,89526468,TSS,False,188,241
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,29,244
ENSG00000038358.14,chr16,67881845,67881953,IR,False,122,141
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,52,145
ENSG00000038358.14,chr16,67879592,67879774,TSS,True,129,145
ENSG00000038358.14,chr16,67880207,67880990,TSS,True,125,145
ENSG00000089486.16,chr16,4538701,4538833,TSS,True,81,103
ENSG00000089486.16,chr16,4538324,4538505,TSS,True,70,103
ENSG00000168140.4,chr16,4371847,4371993,TSS,False,63,101
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,88,438
ENSG00000103066.12,chr16,68255380,68255890,3AS,False,14,136
ENSG00000103066.12,chr16,68245247,68245553,TSS,True,16,151
ENSG00000131149.18,chr16,85663614,85665975,ES,False,194,225
ENSG00000131149.18,chr16,85663614,85668139,ES,True,53,276
ENSG00000131149.18,chr16,85655839,85656665,TSS,True,289,341
ENSG00000131149.18,chr16,85660881,85661765,TSS,False,150,341
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,34,112
ENSG00000169682.17,chr16,28977906,28978044,TSS,False,97,112
ENSG00000161999.11,chr16,683684,684334,TSS,True,89,104
ENSG00000161999.11,chr16,684233,684412,TSS,True,49,104
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,67,100
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,38,105
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,72,105
ENSG00000140694.16,chr16,14434984,14436772,PAS,True,15,128
ENSG00000140694.16,chr16,14630106,14630312,TSS,True,19,129
ENSG00000103034.14,chr16,58464095,58464467,TSS,True,495,893
ENSG00000103034.14,chr16,58463373,58463797,TSS,True,553,893
ENSG00000102901.12,chr16,67830088,67830389,IR,False,78,149
ENSG00000102901.12,chr16,67830548,67831215,IR,False,132,148
ENSG00000102901.12,chr16,67832315,67832454,IR,False,125,140
ENSG00000131148.8,chr16,85779867,85781210,ES,False,16,133
ENSG00000166971.16,chr16,53492519,53492692,3AS,False,62,195
ENSG00000166971.16,chr16,53490976,53492519,PAS,True,134,196
ENSG00000166971.16,chr16,53491039,53492522,PAS,True,63,196
ENSG00000166971.16,chr16,53503146,53503267,TSS,False,58,196
ENSG00000166971.16,chr16,53502699,53503236,TSS,True,163,196
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,424,3446
ENSG00000140995.16,chr16,89963443,89964220,3AS,False,47,155
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,86,174
ENSG00000140995.16,chr16,89959122,89959155,TSS,True,147,174
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,45,149
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,126,149
ENSG00000171490.12,chr16,11841030,11841820,PAS,True,128,149
ENSG00000167967.15,chr16,2233647,2233884,3AS,True,24,131
ENSG00000103187.7,chr16,84617583,84617837,IR,False,92,103
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,22,114
ENSG00000103226.17,chr16,16232512,16232831,TSS,True,102,351
ENSG00000140859.15,chr16,57798071,57798290,TSS,False,93,132
ENSG00000140859.15,chr16,57765458,57765959,TSS,True,117,131
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,118,132
ENSG00000140859.15,chr16,57771197,57771684,TSS,True,117,131
ENSG00000131143.8,chr16,85805104,85805732,IR,False,503,589
ENSG00000131143.8,chr16,85805864,85806737,IR,False,515,589
ENSG00000131143.8,chr16,85806737,85807002,PAS,True,78,593
ENSG00000131143.8,chr16,85804936,85807002,PAS,True,516,583
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,186,317
ENSG00000189091.12,chr16,70530744,70530917,TSS,True,207,317
ENSG00000167930.15,chr16,259599,259995,3AS,False,200,1167
ENSG00000167930.15,chr16,234790,234857,TSS,True,322,1304
ENSG00000167930.15,chr16,247476,249654,TSS,True,1163,1304
ENSG00000156885.5,chr16,31428014,31428340,TSS,True,92,106
ENSG00000156885.5,chr16,31428252,31428357,TSS,False,16,106
ENSG00000102893.15,chr16,47663734,47669214,ME,False,170,191
ENSG00000102893.15,chr16,47461119,47461426,TSS,True,25,207
ENSG00000167965.17,chr16,2205512,2206060,3AS,False,26,123
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,48,171
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,152,171
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,271,349
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,128,482
ENSG00000168802.12,chr16,69120649,69121435,ES,False,56,116
ENSG00000168802.12,chr16,69132483,69132612,TSS,True,17,139
ENSG00000140632.16,chr16,4804148,4804521,IR,False,63,149
ENSG00000140632.16,chr16,4814629,4817597,3AS,False,23,140
ENSG00000140632.16,chr16,4803197,4805310,PAS,True,97,181
ENSG00000140632.16,chr16,4803198,4804148,PAS,True,172,235
ENSG00000140632.16,chr16,4847227,4847335,TSS,True,74,235
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,124,166
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,120,166
ENSG00000103507.13,chr16,31112027,31112120,IR,False,276,400
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,55,402
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,358,402
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,126,402
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,278,402
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,38,312
ENSG00000162032.15,chr16,1778321,1778434,IR,False,197,323
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,59,332
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,280,332
ENSG00000140992.18,chr16,2537956,2538136,TSS,True,74,161
ENSG00000046604.12,chr18,31497941,31498296,TSS,True,38,249
ENSG00000134765.9,chr18,31130711,31131593,ES,False,172,403
ENSG00000134765.9,chr18,31227437,31227643,TSS,True,52,419
ENSG00000101665.9,chr18,48949811,48952051,TSS,True,74,206
ENSG00000263753.7,chr18,5239049,5241698,3AS,False,38,112
ENSG00000263753.7,chr18,5241255,5241698,IR,False,29,115
ENSG00000263753.7,chr18,5237824,5239049,TSS,True,146,287
ENSG00000263753.7,chr18,5243593,5246508,PAS,True,208,285
ENSG00000263753.7,chr18,5240647,5243657,PAS,False,191,277
ENSG00000071991.8,chr18,66501662,66505302,PAS,True,50,302
ENSG00000071991.8,chr18,66603953,66604220,TSS,True,34,303
ENSG00000154832.14,chr18,50285247,50285324,IR,False,86,101
ENSG00000154832.14,chr18,50285351,50285748,IR,True,88,100
ENSG00000154832.14,chr18,50285928,50286021,IR,False,90,101
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,19,114
ENSG00000168675.18,chr18,13621271,13645126,ES,False,17,111
ENSG00000168675.18,chr18,13612490,13612774,TSS,True,219,297
ENSG00000168675.18,chr18,13645126,13652751,PAS,True,143,254
ENSG00000196628.16,chr18,55229076,55232520,5AS,False,64,146
ENSG00000196628.16,chr18,55589296,55589863,TSS,True,118,152
ENSG00000196628.16,chr18,55321669,55321842,TSS,True,71,152
ENSG00000085415.15,chr18,12984190,12986861,3AS,False,92,145
ENSG00000085415.15,chr18,12985239,12987706,PAS,True,95,149
ENSG00000085415.15,chr18,12986861,12987673,PAS,True,57,149
ENSG00000154856.12,chr18,10471526,10472061,TSS,True,33,146
ENSG00000154856.12,chr18,10485591,10485783,TSS,True,128,145
ENSG00000134759.13,chr18,36138872,36141136,ES,False,230,259
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,81,238
ENSG00000074695.5,chr18,59333090,59333181,TSS,True,195,222
ENSG00000141425.17,chr18,35990595,35993101,IR,False,15,148
ENSG00000141425.17,chr18,36033837,36067253,ES,False,102,131
ENSG00000141425.17,chr18,35989825,35993300,PAS,True,25,159
ENSG00000141425.17,chr18,36067253,36067612,TSS,True,31,168
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,83,295
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,37,334
ENSG00000101745.16,chr18,9195698,9208656,ES,False,12,109
ENSG00000101745.16,chr18,9136768,9136965,TSS,True,16,117
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,22,150
ENSG00000134775.15,chr18,36297627,36298000,TSS,True,38,103
ENSG00000134775.15,chr18,36779447,36780061,PAS,True,68,103
ENSG00000101605.12,chr18,3219802,3220010,TSS,True,540,797
ENSG00000101605.12,chr18,3094169,3094281,TSS,True,633,744
ENSG00000101605.12,chr18,3134649,3134754,TSS,True,505,762
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,186,707
ENSG00000101608.12,chr18,3252133,3252325,TSS,False,541,696
ENSG00000198796.6,chr18,58480201,58482039,PAS,False,81,229
ENSG00000198796.6,chr18,58534320,58538224,PAS,False,106,155
ENSG00000198796.6,chr18,58534833,58538889,TSS,False,101,156
ENSG00000198796.6,chr18,58628763,58629445,TSS,False,120,229
ENSG00000198796.6,chr18,58578813,58580798,TSS,True,191,228
ENSG00000166974.12,chr18,35041387,35041661,TSS,False,67,276
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,20,167
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,163,683
ENSG00000154845.15,chr18,9562075,9563377,ES,False,155,191
ENSG00000154845.15,chr18,9595102,9614225,3AS,False,105,145
ENSG00000154845.15,chr18,9614477,9615023,TSS,True,74,205
ENSG00000154845.15,chr18,9570156,9571839,TSS,False,172,202
ENSG00000134769.21,chr18,34593538,34679467,ES,False,120,140
ENSG00000134769.21,chr18,34827676,34848295,ES,False,97,151
ENSG00000134769.21,chr18,34593317,34593538,TSS,True,238,378
ENSG00000134769.21,chr18,34710258,34710445,TSS,True,303,378
ENSG00000134769.21,chr18,34794060,34794250,TSS,True,339,378
ENSG00000134769.21,chr18,34866110,34868170,PAS,True,223,367
ENSG00000134769.21,chr18,34829040,34829339,PAS,False,156,361
ENSG00000141448.8,chr18,22171105,22172279,TSS,True,79,162
ENSG00000141448.8,chr18,22182757,22182844,TSS,True,124,162
ENSG00000141627.13,chr18,49286613,49331863,3AS,False,25,230
ENSG00000141627.13,chr18,49391642,49430254,3AS,True,26,220
ENSG00000141627.13,chr18,49460397,49460738,TSS,True,26,249
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,108,173
ENSG00000067900.7,chr18,20991175,20991326,PAS,True,155,173
ENSG00000067900.7,chr18,20992831,20992937,PAS,True,144,173
ENSG00000067900.7,chr18,21008087,21008194,PAS,True,148,173
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,94,121
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,41,121
ENSG00000152242.10,chr18,46173536,46174330,TSS,True,20,123
ENSG00000177150.12,chr18,13726328,13726619,TSS,True,28,199
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,295,339
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,57,114
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,75,114
ENSG00000141380.13,chr18,26035127,26038554,ES,False,128,242
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,390,1459
ENSG00000091164.12,chr18,56603056,56610992,ES,False,130,230
ENSG00000091164.12,chr18,56602026,56603056,PAS,True,50,280
ENSG00000091164.12,chr18,56602900,56605384,PAS,True,239,280
ENSG00000257267.3,chr18,35290391,35305975,ES,False,40,144
ENSG00000257267.3,chr18,35290275,35290391,TSS,False,28,172
ENSG00000257267.3,chr18,35291006,35291232,TSS,True,153,172
ENSG00000078043.15,chr18,46917321,46917887,TSS,True,16,102
ENSG00000141644.17,chr18,50272955,50273563,ES,False,25,183
ENSG00000141644.17,chr18,50273426,50273563,3AS,False,46,160
ENSG00000141644.17,chr18,50273863,50274976,ES,False,45,162
ENSG00000141644.17,chr18,50275245,50275599,ES,False,145,163
ENSG00000141644.17,chr18,50266884,50271540,PAS,True,143,192
ENSG00000141644.17,chr18,50266751,50269818,PAS,True,105,192
ENSG00000141644.17,chr18,50266886,50269811,PAS,True,167,192
ENSG00000141644.17,chr18,50281362,50281805,TSS,True,63,197
ENSG00000154889.16,chr18,11884627,11885675,ES,False,91,117
ENSG00000154889.16,chr18,11886778,11886916,3AS,False,85,110
ENSG00000154889.16,chr18,11897356,11906202,ES,False,89,110
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,79,663
ENSG00000181191.11,chrX,69163140,69165371,3AS,False,148,175
ENSG00000181191.11,chrX,69160861,69163466,PAS,True,171,195
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,47,195
ENSG00000182287.14,chrX,15827372,15845378,ES,False,162,374
ENSG00000101844.17,chrX,108126187,108128780,ES,False,92,108
ENSG00000101844.17,chrX,108091666,108091836,TSS,True,23,110
ENSG00000101844.17,chrX,108091777,108091879,TSS,True,95,110
ENSG00000269556.7,chrX,149631542,149631831,TSS,True,20,132
ENSG00000089472.16,chrX,66195229,66203363,ES,False,81,155
ENSG00000089472.16,chrX,66208246,66258839,ES,True,29,180
ENSG00000089472.16,chrX,66263688,66266442,3AS,False,42,185
ENSG00000089472.16,chrX,66164175,66164470,TSS,True,62,187
ENSG00000089472.16,chrX,66266439,66268909,PAS,True,46,187
ENSG00000089472.16,chrX,66266442,66270019,PAS,True,145,187
ENSG00000214717.11,chrX,2490769,2500816,3AS,False,75,277
ENSG00000214717.11,chrX,2486435,2490769,PAS,True,204,282
ENSG00000214717.11,chrX,2486424,2490772,PAS,True,78,282
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,67,344
ENSG00000010404.17,chrX,149501037,149503311,ES,False,95,145
ENSG00000010404.17,chrX,149478768,149483218,PAS,False,31,163
ENSG00000010404.17,chrX,149487130,149487313,PAS,True,143,163
ENSG00000010404.17,chrX,149505034,149505347,TSS,True,37,185
ENSG00000130066.16,chrX,23783883,23784293,IR,False,44,359
ENSG00000130066.16,chrX,23783883,23785327,IR,True,726,1038
ENSG00000130066.16,chrX,23784403,23785327,IR,True,41,359
ENSG00000125354.22,chrX,119616940,119618786,PAS,True,177,224
ENSG00000125354.22,chrX,119615723,119616742,PAS,True,74,225
ENSG00000196998.17,chrX,49076750,49077642,3AS,False,112,132
ENSG00000196998.17,chrX,49076750,49077836,ES,False,39,150
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,44,226
ENSG00000123562.16,chrX,103678600,103685170,ES,False,142,165
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,142,254
ENSG00000123562.16,chrX,103678651,103685170,ES,False,82,103
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,96,321
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,249,321
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,95,347
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,30,112
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,46,138
ENSG00000184867.13,chrX,101658142,101658491,5AS,False,25,239
ENSG00000184867.13,chrX,101658142,101659757,ES,False,29,258
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,171,233
ENSG00000184867.13,chrX,101659136,101659418,3AS,False,40,182
ENSG00000184867.13,chrX,101659148,101659757,ES,False,24,181
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,51,309
ENSG00000068400.13,chrX,48973718,48974285,PAS,True,20,103
ENSG00000068400.13,chrX,48973722,48976111,PAS,True,86,101
ENSG00000068400.13,chrX,49002187,49002266,TSS,True,17,105
ENSG00000131174.5,chrX,77899467,77899593,TSS,True,17,134
ENSG00000101955.14,chrX,38174351,38220695,ES,False,84,729
ENSG00000198947.15,chrX,31119215,31121930,PAS,True,169,192
ENSG00000198947.15,chrX,32565727,32565881,PAS,True,135,152
ENSG00000198947.15,chrX,32573255,32573637,PAS,True,127,152
ENSG00000198947.15,chrX,32614376,32614453,PAS,True,83,151
ENSG00000198947.15,chrX,32390070,32390181,PAS,True,146,163
ENSG00000198947.15,chrX,33211281,33211552,TSS,True,61,198
ENSG00000073464.11,chrX,10156922,10157100,TSS,True,30,163
ENSG00000198689.11,chrX,135985121,135985477,TSS,True,82,102
ENSG00000198689.11,chrX,135985430,135985827,TSS,True,61,102
ENSG00000198689.11,chrX,135985424,135985472,TSS,True,87,102
ENSG00000123130.16,chrX,23733217,23735918,ES,False,33,241
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,42,234
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,159,393
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,241,393
ENSG00000071889.16,chrX,154507490,154508288,ES,False,55,456
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,340,401
ENSG00000071889.16,chrX,154515812,154515909,IR,False,152,450
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,310,462
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,164,462
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,52,502
ENSG00000196924.15,chrX,154351041,154351580,IR,False,589,656
ENSG00000196924.15,chrX,154355072,154357433,ES,False,150,226
ENSG00000196924.15,chrX,154359483,154359649,TSS,False,660,776
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,525,775
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,107,202
ENSG00000147065.16,chrX,65731887,65731984,TSS,True,156,194
ENSG00000001497.16,chrX,65524262,65524964,ES,False,45,129
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,55,142
ENSG00000001497.16,chrX,65517432,65518465,PAS,True,121,141
ENSG00000001497.16,chrX,65520423,65520817,PAS,True,122,141
ENSG00000129675.15,chrX,136665546,136668169,PAS,False,11,101
ENSG00000129675.15,chrX,136767143,136767897,TSS,False,55,136
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,337,420
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,283,420
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,316,420
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,352,420
ENSG00000068438.14,chrX,48481715,48482408,3AS,False,39,129
ENSG00000102409.9,chrX,103215113,103215238,TSS,True,36,299
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,78,106
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,86,106
ENSG00000184216.13,chrX,154016436,154016622,TSS,True,94,106
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,211,960
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,311,1022
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,765,1022
ENSG00000101871.14,chrX,10445555,10449716,PAS,True,25,111
ENSG00000101871.14,chrX,10469090,10469840,PAS,True,89,108
ENSG00000101871.14,chrX,10833553,10833789,TSS,True,100,117
ENSG00000101871.14,chrX,10620289,10620585,TSS,True,58,117
ENSG00000101871.14,chrX,10677464,10677760,TSS,True,105,117
ENSG00000102312.21,chrX,48512719,48514239,ES,False,46,107
ENSG00000102312.21,chrX,48508944,48509103,TSS,True,30,113
ENSG00000078061.12,chrX,47561150,47561251,TSS,True,59,153
ENSG00000078061.12,chrX,47565172,47566780,TSS,True,128,145
ENSG00000102038.15,chrX,129492093,129496749,ES,False,136,195
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,136,213
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,157,209
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,182,209
ENSG00000130985.16,chrX,47194024,47198802,ES,False,128,177
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,176,353
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,971,1390
ENSG00000022267.16,chrX,136197023,136197134,TSS,True,1037,1390
ENSG00000022267.16,chrX,136204901,136204939,TSS,True,1182,1390
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,119,1184
ENSG00000012174.11,chrX,21882432,21885425,PAS,False,15,114
ENSG00000147027.3,chrX,34656803,34657288,TSS,False,34,125
ENSG00000102181.20,chrX,150795486,150831230,ES,False,75,346
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,138,490
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,79,121
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,47,121
ENSG00000131089.15,chrX,63754920,63755164,TSS,True,148,168
ENSG00000131089.15,chrX,63754314,63755155,TSS,True,146,168
ENSG00000131089.15,chrX,63785115,63785649,TSS,True,119,168
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,50,286
