gene,chr,start,end,splice_type,novel,heart_right_ventricle_ENCFF018PZX_in_cov,heart_right_ventricle_ENCFF018PZX_total_cov
ENSG00000105357.16,chr19,50210361,50210770,TSS,True,95,106
ENSG00000105357.16,chr19,50250508,50250688,TSS,True,94,106
ENSG00000105357.16,chr19,50309639,50310549,PAS,True,12,101
ENSG00000105193.8,chr19,39435847,39435986,TSS,True,240,517
ENSG00000105193.8,chr19,39435606,39435710,TSS,True,290,517
ENSG00000068903.19,chr19,38899505,38899814,TSS,True,41,127
ENSG00000167657.13,chr19,3969829,3971021,5AS,True,139,157
ENSG00000167657.13,chr19,3971021,3971121,TSS,False,55,194
ENSG00000105373.18,chr19,47745517,47745783,TSS,True,109,329
ENSG00000105373.18,chr19,47756707,47756744,TSS,True,252,319
ENSG00000088256.8,chr19,3094361,3094787,TSS,True,99,165
ENSG00000104824.17,chr19,38836369,38836780,PAS,True,34,155
ENSG00000104824.17,chr19,38842082,38843914,PAS,True,112,143
ENSG00000104824.17,chr19,38849699,38849991,TSS,True,43,169
ENSG00000125743.10,chr19,45691886,45691969,TSS,True,55,151
ENSG00000214456.8,chr19,4529866,4534014,ES,True,37,212
ENSG00000214456.8,chr19,4535164,4535230,TSS,True,61,298
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,160,699
ENSG00000105568.17,chr19,52211258,52211492,TSS,True,604,697
ENSG00000129351.17,chr19,10653912,10654487,TSS,True,144,170
ENSG00000115268.9,chr19,1438368,1438428,TSS,True,49,278
ENSG00000127445.13,chr19,9835304,9835402,TSS,True,59,156
ENSG00000127445.13,chr19,9834159,9838648,TSS,True,124,156
ENSG00000079999.13,chr19,10502696,10502838,TSS,False,92,338
ENSG00000079999.13,chr19,10499394,10500081,TSS,True,294,338
ENSG00000079805.16,chr19,10795439,10798485,ME,False,129,168
ENSG00000079805.16,chr19,10802358,10805915,ES,False,133,176
ENSG00000079805.16,chr19,10830378,10830980,3AS,False,47,215
ENSG00000079805.16,chr19,10718022,10718403,TSS,True,100,251
ENSG00000079805.16,chr19,10830205,10830378,TSS,False,218,245
ENSG00000079805.16,chr19,10830977,10831906,PAS,True,64,231
ENSG00000079805.16,chr19,10830980,10831905,PAS,False,184,231
ENSG00000130734.9,chr19,10543614,10544325,TSS,True,24,109
ENSG00000130734.9,chr19,10548997,10549034,TSS,False,94,106
ENSG00000123144.10,chr19,12734312,12734725,TSS,True,20,149
ENSG00000099624.7,chr19,1244440,1244736,IR,False,462,685
ENSG00000099624.7,chr19,1241726,1241991,TSS,True,89,707
ENSG00000099624.7,chr19,1244314,1244825,PAS,True,465,686
ENSG00000099624.7,chr19,1244736,1244829,PAS,False,245,707
ENSG00000196365.11,chr19,5719703,5720479,TSS,True,53,355
ENSG00000123143.12,chr19,14433174,14433542,TSS,True,65,414
ENSG00000129968.15,chr19,1885351,1885489,TSS,True,53,160
ENSG00000129968.15,chr19,1881234,1885465,TSS,True,132,160
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,58,105
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,67,105
ENSG00000071655.17,chr19,1585214,1592617,5AS,True,153,180
ENSG00000071655.17,chr19,1592617,1592910,TSS,False,136,289
ENSG00000071655.17,chr19,1584539,1586815,TSS,True,233,289
ENSG00000248098.11,chr19,41397798,41397935,TSS,True,22,134
ENSG00000178982.9,chr19,38619078,38619327,TSS,True,248,519
ENSG00000178982.9,chr19,38635045,38635118,TSS,True,279,515
ENSG00000142534.6,chr19,49496396,49496471,TSS,False,49,122
ENSG00000142534.6,chr19,49496398,49497325,TSS,True,94,122
ENSG00000099875.14,chr19,2046468,2046603,IR,True,54,102
ENSG00000099875.14,chr19,2037463,2037829,PAS,True,110,231
ENSG00000099875.14,chr19,2051095,2051247,TSS,True,133,231
ENSG00000105677.11,chr19,35545599,35545816,TSS,True,70,124
ENSG00000176490.4,chr19,2721303,2721451,TSS,True,273,339
ENSG00000104870.12,chr19,49512261,49512750,TSS,True,86,125
ENSG00000104870.12,chr19,49513020,49513473,TSS,True,53,125
ENSG00000174886.12,chr19,5903611,5903957,TSS,True,86,363
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,168,654
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,536,654
ENSG00000126934.13,chr19,4123783,4124170,TSS,True,132,326
ENSG00000011485.14,chr19,46347010,46347217,TSS,True,19,103
ENSG00000087074.7,chr19,48872406,48872651,TSS,False,26,231
ENSG00000087074.7,chr19,48873911,48874898,TSS,True,200,226
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,168,962
ENSG00000104823.8,chr19,38831077,38831273,TSS,True,864,962
ENSG00000095066.11,chr19,12764914,12764998,3AS,True,21,118
ENSG00000095066.11,chr19,12762797,12763431,PAS,True,17,140
ENSG00000095066.11,chr19,12773223,12774741,PAS,True,104,117
ENSG00000095066.11,chr19,12775404,12775591,TSS,True,41,153
ENSG00000099341.11,chr19,38374638,38374961,TSS,True,30,292
ENSG00000269858.5,chr19,40799165,40799262,TSS,False,91,244
ENSG00000269858.5,chr19,40800218,40801415,TSS,True,165,244
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,143,167
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,78,221
ENSG00000198258.10,chr19,9827900,9828064,TSS,True,197,221
ENSG00000198258.10,chr19,9827921,9828393,TSS,True,194,221
ENSG00000077009.13,chr19,3933384,3933697,TSS,False,79,337
ENSG00000083845.8,chr19,58387244,58387339,TSS,False,23,227
ENSG00000125733.17,chr19,6744994,6746451,ES,False,50,188
ENSG00000125733.17,chr19,6739675,6739785,TSS,True,32,219
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,47,154
ENSG00000108107.14,chr19,55385914,55386438,TSS,True,130,154
ENSG00000104969.9,chr19,2783232,2783395,TSS,True,67,153
ENSG00000104969.9,chr19,2762505,2762645,TSS,True,136,153
ENSG00000167676.4,chr19,4510445,4512051,TSS,True,372,517
ENSG00000167460.15,chr19,16076322,16076697,TSS,True,19,131
ENSG00000167460.15,chr19,16101263,16103005,PAS,True,51,115
ENSG00000167460.15,chr19,16095263,16095528,PAS,True,65,115
ENSG00000099817.11,chr19,1085107,1088720,PAS,True,16,153
ENSG00000099817.11,chr19,1095258,1095386,TSS,True,34,161
ENSG00000099817.11,chr19,1089883,1089958,TSS,True,142,161
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,97,255
ENSG00000197256.10,chr19,11194590,11195621,5AS,False,32,103
ENSG00000197256.10,chr19,11197484,11197587,TSS,True,165,268
ENSG00000197256.10,chr19,11174472,11174896,TSS,True,229,255
ENSG00000167468.16,chr19,1103996,1104127,TSS,True,73,267
ENSG00000167468.16,chr19,1105744,1105809,TSS,True,232,266
ENSG00000171119.2,chr19,5805019,5805451,TSS,True,30,125
ENSG00000171119.2,chr19,5824020,5824334,TSS,False,97,125
ENSG00000131408.13,chr19,50376427,50376576,TSS,False,45,273
ENSG00000099783.11,chr19,8465362,8465479,IR,False,84,183
ENSG00000099783.11,chr19,8471427,8474166,ES,False,35,188
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,22,206
ENSG00000015171.19,chr10,210048,236837,ES,False,50,147
ENSG00000015171.19,chr10,134876,135302,TSS,False,131,153
ENSG00000015171.19,chr10,135381,135559,TSS,True,49,153
ENSG00000099204.19,chr10,114431111,114436373,PAS,True,48,120
ENSG00000107816.17,chr10,100999302,100999952,TSS,False,45,126
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,47,233
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,201,233
ENSG00000123240.16,chr10,13100302,13109111,ES,False,308,344
ENSG00000123240.16,chr10,13116340,13118905,3AS,False,82,379
ENSG00000123240.16,chr10,13100036,13100302,TSS,True,57,403
ENSG00000123240.16,chr10,13136744,13138308,PAS,True,49,398
ENSG00000119950.20,chr10,110225977,110226283,TSS,True,45,286
ENSG00000203867.7,chr10,110812428,110812947,TSS,True,114,128
ENSG00000182180.13,chr10,73252469,73252693,TSS,True,40,143
ENSG00000078114.18,chr10,20779972,20785923,PAS,True,63,117
ENSG00000078114.18,chr10,20897124,20897629,TSS,True,182,235
ENSG00000176986.15,chr10,73744349,73744437,TSS,True,158,179
ENSG00000176986.15,chr10,73764545,73765589,TSS,True,61,178
ENSG00000156515.23,chr10,69318833,69319010,TSS,False,135,852
ENSG00000099250.17,chr10,33177489,33180365,PAS,True,57,104
ENSG00000099250.17,chr10,33194366,33194780,PAS,True,71,100
ENSG00000099250.17,chr10,33334309,33334866,TSS,True,34,111
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,81,281
ENSG00000148450.12,chr10,23095533,23095726,TSS,False,12,118
ENSG00000171314.8,chr10,97426129,97426446,TSS,True,42,387
ENSG00000107959.15,chr10,3172716,3172808,TSS,True,29,100
ENSG00000107581.12,chr10,119033669,119036268,PAS,True,184,419
ENSG00000107581.12,chr10,119049862,119049985,PAS,True,338,386
ENSG00000107581.12,chr10,119050520,119050674,PAS,True,301,369
ENSG00000107581.12,chr10,119080627,119080883,TSS,True,68,420
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,23,162
ENSG00000134463.14,chr10,11742361,11742746,TSS,False,49,368
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,19,112
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,15,101
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,53,118
ENSG00000151929.9,chr10,119669911,119670177,TSS,True,98,117
ENSG00000151929.9,chr10,119672457,119672656,TSS,True,99,117
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,17,103
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,88,103
ENSG00000138107.12,chr10,102502599,102502731,TSS,True,32,249
ENSG00000068383.18,chr10,132537770,132538171,TSS,True,39,224
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,23,121
ENSG00000130640.13,chr10,133302791,133303016,TSS,True,107,121
ENSG00000122873.11,chr10,58269123,58269304,TSS,True,18,102
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,58,186
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,142,186
ENSG00000122367.19,chr10,86716356,86716771,TSS,True,320,412
ENSG00000122367.19,chr10,86717964,86718847,TSS,False,363,412
ENSG00000122367.19,chr10,86732886,86736149,PAS,True,558,780
ENSG00000122367.19,chr10,86699277,86700059,PAS,True,45,163
ENSG00000065613.13,chr10,104002171,104003525,PAS,True,24,130
ENSG00000065613.13,chr10,104025573,104029231,PAS,False,112,133
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,87,267
ENSG00000095637.22,chr10,95322021,95322745,3AS,True,57,107
ENSG00000095637.22,chr10,95336520,95337240,TSS,True,177,286
ENSG00000120049.19,chr10,101843495,101843846,TSS,True,116,753
ENSG00000148719.14,chr10,72354764,72355173,TSS,True,21,105
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,107,433
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,367,433
ENSG00000119938.8,chr10,91632955,91633070,TSS,False,20,149
ENSG00000122359.17,chr10,80172869,80205342,ES,False,133,282
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,300,582
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,487,581
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,481,581
ENSG00000150093.18,chr10,32901635,32908367,ES,False,127,258
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,73,338
ENSG00000150093.18,chr10,32929916,32930044,PAS,True,267,297
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,55,343
ENSG00000148677.6,chr10,90912090,90912976,PAS,False,103,185
ENSG00000148677.6,chr10,90919181,90919268,PAS,True,83,142
ENSG00000148677.6,chr10,90920168,90920348,PAS,True,105,132
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,498,622
ENSG00000107897.18,chr10,27219857,27223337,ES,False,132,147
ENSG00000107897.18,chr10,27195213,27197442,PAS,True,24,159
ENSG00000107897.18,chr10,27202679,27204549,PAS,False,137,158
ENSG00000107897.18,chr10,27240318,27240799,TSS,True,111,164
ENSG00000107897.18,chr10,27240673,27240888,TSS,True,93,164
ENSG00000107897.18,chr10,27242058,27242116,TSS,True,141,164
ENSG00000197746.13,chr10,71822007,71825836,3AS,False,130,155
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,537,3108
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,31,131
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,117,131
ENSG00000134453.15,chr10,6115452,6117443,PAS,True,16,128
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,393,471
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,84,471
ENSG00000148730.6,chr10,70404143,70404546,TSS,False,78,122
ENSG00000035403.17,chr10,74109156,74114183,ES,False,53,111
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,217,293
ENSG00000166295.8,chr10,72216072,72220053,5AS,True,20,105
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,66,232
ENSG00000166295.8,chr10,72216138,72223887,ES,False,103,165
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,129,339
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,245,339
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,46,320
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,107,260
ENSG00000169813.16,chr10,43396455,43396802,TSS,True,225,260
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,231,260
ENSG00000107551.20,chr10,44970264,44971772,IR,False,124,140
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,101,148
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,38,178
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,132,161
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,33,161
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,42,152
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,63,172
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,87,110
ENSG00000197321.14,chr10,29532528,29533462,TSS,True,114,128
ENSG00000197321.14,chr10,29529704,29529844,TSS,True,114,128
ENSG00000197321.14,chr10,29634419,29634973,TSS,False,137,172
ENSG00000197893.13,chr10,113589079,113589665,3AS,False,160,221
ENSG00000197893.13,chr10,113592301,113597085,ES,True,18,179
ENSG00000197893.13,chr10,113598073,113605761,ES,True,13,121
ENSG00000197893.13,chr10,113588705,113589079,PAS,True,219,380
ENSG00000197893.13,chr10,113588714,113589082,PAS,True,319,380
ENSG00000197893.13,chr10,113631856,113631964,PAS,True,62,206
ENSG00000197893.13,chr10,113604608,113604885,TSS,True,240,309
ENSG00000197893.13,chr10,113663810,113664121,TSS,True,282,467
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,211,267
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,59,255
ENSG00000138162.18,chr10,122210526,122211708,TSS,True,73,115
ENSG00000138162.18,chr10,122229356,122229486,TSS,True,75,114
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,30,108
ENSG00000122378.13,chr10,80408484,80408643,TSS,True,26,134
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,47,118
ENSG00000134452.19,chr10,5890346,5903019,ES,False,179,203
ENSG00000134452.19,chr10,5890346,5906036,ES,False,26,230
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,106,343
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,267,341
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,43,276
ENSG00000100664.10,chr14,103334236,103334597,TSS,True,248,276
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,208,266
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,67,272
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,127,156
ENSG00000197102.11,chr14,102040234,102040410,TSS,False,92,122
ENSG00000197102.11,chr14,102040595,102040673,TSS,True,109,122
ENSG00000197102.11,chr14,102040631,102041734,TSS,False,100,122
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,35,153
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,74,134
ENSG00000139977.13,chr14,57390505,57390705,TSS,True,21,118
ENSG00000139977.13,chr14,57390963,57391728,TSS,True,100,118
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,51,125
ENSG00000092054.12,chr14,23413890,23414006,IR,True,88,125
ENSG00000092054.12,chr14,23435619,23435764,TSS,False,11670,16216
ENSG00000092054.12,chr14,23414994,23415046,TSS,True,13414,15290
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,21,121
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,33,238
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,97,135
ENSG00000184887.13,chr14,105249085,105249156,IR,False,182,204
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,192,218
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,52,218
ENSG00000100897.17,chr14,24114762,24114924,TSS,False,84,107
ENSG00000100897.17,chr14,24114097,24115293,TSS,False,76,107
ENSG00000100897.17,chr14,24114777,24115749,TSS,True,79,107
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,20,157
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,112,197
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,102,197
ENSG00000165795.23,chr14,21022497,21023240,ES,False,84,361
ENSG00000165795.23,chr14,21023321,21025028,ES,False,115,222
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,235,457
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,371,457
ENSG00000133943.20,chr14,91114283,91157638,ES,False,124,185
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,120,240
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,35,243
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,258,288
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,103,288
ENSG00000133943.20,chr14,91224683,91225632,PAS,True,37,280
ENSG00000078304.19,chr14,101912473,101925140,ES,False,26,140
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,130,229
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,128,224
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,72,214
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,179,213
ENSG00000156381.8,chr14,102508549,102509528,ES,True,160,325
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,226,552
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,453,552
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,172,296
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,240,287
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,127,218
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,150,208
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,156,301
ENSG00000080824.18,chr14,102085297,102085712,TSS,True,258,301
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,199,241
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,95,241
ENSG00000054654.16,chr14,63852951,63853143,TSS,True,86,109
ENSG00000054654.16,chr14,63853379,63853654,TSS,True,84,109
ENSG00000126777.17,chr14,55580354,55612018,ES,False,286,346
ENSG00000126777.17,chr14,55661612,55667240,ES,False,93,277
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,145,405
ENSG00000126777.17,chr14,55612018,55612897,PAS,True,336,378
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,379,1031
ENSG00000142208.16,chr14,104792722,104795483,ES,False,596,685
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,105,161
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,98,161
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,31,222
ENSG00000053254.15,chr14,89416870,89417233,TSS,False,84,103
ENSG00000053254.15,chr14,89411933,89412394,TSS,True,89,103
ENSG00000053254.15,chr14,89619027,89619417,TSS,True,87,104
ENSG00000165943.4,chr14,93184809,93184895,TSS,False,17,106
ENSG00000129515.18,chr14,34603471,34605595,ES,False,108,121
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,15,121
ENSG00000100614.17,chr14,60249677,60282683,ES,False,145,166
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,29,249
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,13,120
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,7672,9984
ENSG00000197616.11,chr14,23382427,23382487,TSS,True,7041,9551
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,76,363
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,281,410
ENSG00000075413.17,chr14,103405071,103405267,TSS,False,170,409
ENSG00000092148.12,chr14,31205957,31207390,5AS,True,27,108
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,119,139
ENSG00000092148.12,chr14,31168413,31168472,PAS,True,33,121
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,113,141
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,60,141
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,217,875
ENSG00000198668.10,chr14,90404688,90408264,PAS,True,89,756
ENSG00000100626.16,chr14,69259592,69260467,TSS,True,61,112
ENSG00000100626.16,chr14,69338649,69338777,TSS,True,95,110
ENSG00000090060.17,chr14,96556413,96562818,ES,False,17,110
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,46,167
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,129,159
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,104,427
ENSG00000156411.9,chr14,103921469,103921573,TSS,True,53,438
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,23,147
ENSG00000089737.16,chr14,94054995,94055119,TSS,True,123,139
ENSG00000129538.13,chr14,20802093,20802796,ES,False,129,160
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,96,256
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,31,160
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,47,109
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,89,107
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,45,104
ENSG00000066629.17,chr14,99891227,99894628,ES,True,41,126
ENSG00000066629.17,chr14,99737687,99737860,TSS,True,21,133
ENSG00000119723.16,chr14,73950221,73950495,TSS,False,29,129
ENSG00000119723.16,chr14,73957352,73959078,TSS,True,110,129
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,45,282
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,241,282
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,633,1098
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,695,1098
ENSG00000116685.15,chr1,11919588,11920332,PAS,True,24,150
ENSG00000116685.15,chr1,11922207,11923489,PAS,True,95,108
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,119,150
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,42,150
ENSG00000078618.21,chr1,51836212,51840225,ES,False,102,123
ENSG00000078618.21,chr1,51878274,51878789,TSS,True,24,150
ENSG00000074800.15,chr1,8868057,8871890,ME,False,90,228
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,42,286
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,253,286
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,120,334
ENSG00000074964.16,chr1,17539426,17539950,TSS,False,99,120
ENSG00000074964.16,chr1,17618039,17618522,TSS,False,94,119
ENSG00000187642.9,chr1,976269,976498,IR,True,85,211
ENSG00000187642.9,chr1,975194,976269,PAS,True,127,217
ENSG00000187642.9,chr1,975197,976624,PAS,True,91,216
ENSG00000187642.9,chr1,978880,980936,TSS,True,161,316
ENSG00000187642.9,chr1,982064,982346,TSS,False,258,316
ENSG00000132716.18,chr1,160240370,160261284,ES,False,17,160
ENSG00000132716.18,chr1,160244034,160262116,ES,False,22,109
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,27,184
ENSG00000132716.18,chr1,160261358,160262275,5AS,False,35,127
ENSG00000132716.18,chr1,160261358,160262448,5AS,False,19,146
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,126,251
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,199,251
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,201,251
ENSG00000157881.13,chr1,2526463,2526624,TSS,True,21,102
ENSG00000160678.11,chr1,153628412,153628496,TSS,True,47,114
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,73,320
ENSG00000116991.10,chr1,232397843,232399273,PAS,True,22,137
ENSG00000116991.10,chr1,232460886,232461201,TSS,True,104,122
ENSG00000116991.10,chr1,232629868,232630168,TSS,True,98,142
ENSG00000116991.10,chr1,232445528,232445732,TSS,True,109,122
ENSG00000116991.10,chr1,232425588,232425726,TSS,True,101,121
ENSG00000162599.15,chr1,61082207,61082818,TSS,True,48,102
ENSG00000160097.17,chr1,32862268,32864299,PAS,True,96,126
ENSG00000160097.17,chr1,32862268,32864797,PAS,True,57,126
ENSG00000160097.17,chr1,32870652,32871175,TSS,True,26,141
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,220,1527
ENSG00000143164.15,chr1,168004793,168022987,ES,False,99,280
ENSG00000143164.15,chr1,168045227,168063620,ES,False,223,316
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,70,325
ENSG00000143164.15,chr1,167993223,167993440,TSS,True,279,325
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,46,319
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,275,318
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,302,359
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,99,359
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,141,277
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,204,275
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,40,102
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,120,232
ENSG00000265972.5,chr1,145994928,145996630,TSS,True,189,227
ENSG00000265972.5,chr1,145994015,145994123,TSS,True,196,227
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,27,102
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,57,104
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,51,104
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,99,120
ENSG00000116260.16,chr1,180196599,180197332,IR,False,99,152
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,110,213
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,108,161
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,88,208
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,43,115
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,17,112
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,129,328
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,82,643
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,96,162
ENSG00000175756.13,chr1,1374790,1375153,IR,False,96,108
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,174,228
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,132,228
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,169,228
ENSG00000007923.15,chr1,6701728,6701885,TSS,True,23,228
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,12,101
ENSG00000054523.17,chr1,10210476,10210878,TSS,False,16,130
ENSG00000054523.17,chr1,10303162,10308595,PAS,True,17,118
ENSG00000126698.10,chr1,28200280,28201370,PAS,True,14,101
ENSG00000143632.14,chr1,229434003,229434100,TSS,True,120,849
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,14,134
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,72,232
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,168,228
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,39,102
ENSG00000188976.10,chr1,944800,945056,5AS,False,133,254
