gene,chr,start,end,splice_type,novel,psoas_muscle_ENCFF698UNA_in_cov,psoas_muscle_ENCFF698UNA_total_cov
ENSG00000112679.14,chr6,291830,292560,TSS,True,17,144
ENSG00000112679.14,chr6,350821,351355,PAS,True,105,144
ENSG00000112679.14,chr6,348768,351355,PAS,True,40,130
ENSG00000112531.16,chr6,163562069,163563443,3AS,False,257,305
ENSG00000112531.16,chr6,163563719,163566720,3AS,False,179,236
ENSG00000112531.16,chr6,163414377,163415335,TSS,True,53,374
ENSG00000112531.16,chr6,163570693,163573864,PAS,True,180,364
ENSG00000112531.16,chr6,163565945,163570145,PAS,True,294,349
ENSG00000112531.16,chr6,163564666,163567474,PAS,True,272,349
ENSG00000111897.6,chr6,122471698,122471853,TSS,False,36,255
ENSG00000120265.17,chr6,149802369,149810615,5AS,False,36,236
ENSG00000120265.17,chr6,149810615,149812368,PAS,True,46,282
ENSG00000120265.17,chr6,149802199,149803052,PAS,True,236,278
ENSG00000112096.17,chr6,159679298,159682473,IR,False,733,3998
ENSG00000112096.17,chr6,159679115,159682638,PAS,True,815,4079
ENSG00000112096.17,chr6,159678571,159679298,PAS,True,4473,5227
ENSG00000112096.17,chr6,159693144,159693337,TSS,True,1531,5229
ENSG00000124570.19,chr6,2971116,2971342,TSS,True,225,356
ENSG00000124570.19,chr6,2971532,2972165,TSS,True,191,356
ENSG00000180992.6,chr6,44127343,44127452,TSS,False,31,203
ENSG00000112561.17,chr6,41735349,41735617,TSS,True,40,162
ENSG00000146147.14,chr6,54018880,54019091,TSS,True,85,110
ENSG00000146147.14,chr6,54124471,54124865,TSS,True,97,109
ENSG00000146147.14,chr6,54136873,54138286,TSS,True,50,101
ENSG00000146147.14,chr6,54083391,54083616,TSS,False,95,110
ENSG00000146147.14,chr6,54265949,54267787,PAS,True,21,110
ENSG00000161904.11,chr6,33788380,33789165,TSS,True,32,300
ENSG00000186577.13,chr6,34247864,34248978,5AS,False,120,151
ENSG00000186577.13,chr6,34248978,34249035,TSS,True,42,163
ENSG00000186577.13,chr6,34248726,34249027,TSS,True,132,163
ENSG00000112658.7,chr6,43171285,43172169,TSS,False,18,113
ENSG00000196591.11,chr6,113938811,113941088,PAS,True,13,103
ENSG00000198563.13,chr6,31541949,31542461,TSS,True,21,112
ENSG00000164440.14,chr6,139240060,139243314,PAS,False,38,169
ENSG00000164440.14,chr6,139291920,139292041,TSS,False,148,239
ENSG00000164440.14,chr6,139288475,139288850,TSS,True,167,230
ENSG00000146085.7,chr6,49459505,49463167,5AS,True,18,133
ENSG00000146085.7,chr6,49463102,49463331,TSS,False,28,143
ENSG00000146085.7,chr6,49463167,49463263,TSS,True,124,143
ENSG00000124588.19,chr6,3000085,3006467,ES,False,110,150
ENSG00000124588.19,chr6,2999820,3000085,TSS,True,18,168
ENSG00000096060.14,chr6,35577233,35587033,5AS,True,36,107
ENSG00000096060.14,chr6,35580221,35597247,ME,True,21,136
ENSG00000096060.14,chr6,35688803,35688999,TSS,False,547,4696
ENSG00000204574.12,chr6,30571380,30571560,TSS,True,48,122
ENSG00000204574.12,chr6,30590534,30592262,PAS,True,16,119
ENSG00000204568.11,chr6,30617797,30617943,TSS,True,60,279
ENSG00000237441.9,chr6,33296027,33296467,TSS,True,131,152
ENSG00000237441.9,chr6,33298869,33299417,TSS,True,59,152
ENSG00000112782.16,chr6,46015479,46015863,TSS,True,72,108
ENSG00000112394.16,chr6,111177665,111206591,ES,False,88,116
ENSG00000112394.16,chr6,111087453,111088095,TSS,True,20,144
ENSG00000112394.16,chr6,111222002,111227124,PAS,True,21,135
ENSG00000008018.8,chr6,170553129,170553320,TSS,False,93,308
ENSG00000008018.8,chr6,170543600,170543695,TSS,True,226,308
ENSG00000080546.13,chr6,109093794,109094921,TSS,True,24,216
ENSG00000137312.14,chr6,30742526,30742825,TSS,True,161,721
ENSG00000137312.14,chr6,30740157,30740311,TSS,True,615,719
ENSG00000156508.17,chr6,73520999,73521033,TSS,False,53,304
ENSG00000204394.12,chr6,31792301,31792391,3AS,True,109,124
ENSG00000204394.12,chr6,31795545,31795986,TSS,False,130,185
ENSG00000204394.12,chr6,31794830,31795959,TSS,True,115,185
ENSG00000009844.15,chr6,142147228,142147399,TSS,True,13,121
ENSG00000196821.9,chr6,34696445,34696809,TSS,True,80,138
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,34,124
ENSG00000204525.16,chr6,31271072,31272090,TSS,True,106,124
ENSG00000112081.16,chr6,36598983,36601151,ES,False,160,192
ENSG00000206503.12,chr6,29944616,29945058,5AS,False,142,165
ENSG00000206503.12,chr6,29942481,29942626,TSS,True,48,173
ENSG00000206503.12,chr6,29943437,29944397,TSS,True,154,173
ENSG00000203875.11,chr6,85677492,85677953,ES,False,54,180
ENSG00000203875.11,chr6,85678188,85678693,IR,False,117,147
ENSG00000203875.11,chr6,85678135,85678736,TSS,True,125,197
ENSG00000203875.11,chr6,85678693,85678737,TSS,True,80,197
ENSG00000112186.11,chr6,17393228,17393746,TSS,True,73,533
ENSG00000186439.12,chr6,123388548,123393623,3AS,True,44,125
ENSG00000186439.12,chr6,123438122,123438943,3AS,True,77,143
ENSG00000186439.12,chr6,123516140,123516206,PAS,True,418,568
ENSG00000186439.12,chr6,123528293,123530565,PAS,True,452,568
ENSG00000186439.12,chr6,123438943,123439003,PAS,True,514,593
ENSG00000186439.12,chr6,123636753,123637336,TSS,True,98,643
ENSG00000111907.20,chr6,125248383,125262833,ES,False,24,185
ENSG00000111907.20,chr6,125253755,125262833,ES,False,75,149
ENSG00000111907.20,chr6,125153718,125153970,TSS,True,28,213
ENSG00000204592.8,chr6,30489472,30489595,TSS,False,151,269
ENSG00000112425.14,chr6,145627693,145686121,ES,False,34,218
ENSG00000112425.14,chr6,145735197,145735579,TSS,True,28,254
ENSG00000118689.14,chr6,108559718,108560015,TSS,False,342,622
ENSG00000118689.14,chr6,108560843,108561829,TSS,True,480,622
ENSG00000118689.14,chr6,108663583,108664889,TSS,True,508,617
ENSG00000137409.19,chr6,36968974,36970038,IR,True,363,407
ENSG00000137409.19,chr6,36970694,36972702,5AS,False,215,401
ENSG00000137409.19,chr6,36968084,36968974,PAS,True,46,410
ENSG00000137409.19,chr6,36968140,36970114,PAS,True,367,409
ENSG00000146457.15,chr6,159748369,159748589,IR,False,48,260
ENSG00000146457.15,chr6,159726986,159727333,TSS,True,194,304
ENSG00000146457.15,chr6,159727479,159727703,TSS,True,118,304
ENSG00000146457.15,chr6,159755027,159756319,PAS,True,261,304
ENSG00000146457.15,chr6,159748190,159749421,PAS,True,91,301
ENSG00000146457.15,chr6,159748589,159749421,PAS,False,254,301
ENSG00000204435.13,chr6,31666070,31666208,TSS,True,20,105
ENSG00000272325.1,chr6,34392263,34392685,TSS,False,49,217
ENSG00000197081.13,chr6,159969041,159969395,TSS,True,139,195
ENSG00000197081.13,chr6,160068086,160068385,TSS,True,133,149
ENSG00000197081.13,chr6,160104673,160106880,PAS,True,56,145
ENSG00000085377.13,chr6,105277564,105278438,PAS,False,17,113
ENSG00000085377.13,chr6,105319271,105323111,PAS,False,97,112
ENSG00000085377.13,chr6,105402846,105403599,TSS,False,27,132
ENSG00000170162.13,chr6,117268491,117272453,ES,True,29,122
ENSG00000170162.13,chr6,117265557,117265844,TSS,True,56,180
ENSG00000170162.13,chr6,117270627,117271064,TSS,True,141,180
ENSG00000096080.11,chr6,43687667,43687818,TSS,False,18,142
ENSG00000157593.18,chr6,44257399,44257554,TSS,True,15,132
ENSG00000112183.14,chr6,17284711,17291755,ES,False,276,343
ENSG00000112183.14,chr6,17280520,17281749,TSS,True,426,749
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,15,142
ENSG00000131165.14,chr16,89657581,89657726,TSS,True,29,167
ENSG00000095906.16,chr16,1786655,1787676,ES,False,78,124
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,28,150
ENSG00000103512.14,chr16,14833688,14834016,TSS,True,29,120
ENSG00000103512.14,chr16,14895513,14896161,PAS,True,19,115
ENSG00000205937.11,chr16,2264331,2268054,ES,False,30,127
ENSG00000205937.11,chr16,2253115,2254063,PAS,True,20,185
ENSG00000205937.11,chr16,2268054,2268391,TSS,False,91,218
ENSG00000100726.14,chr16,1493331,1493605,TSS,True,28,131
ENSG00000187555.14,chr16,8892095,8894104,PAS,True,35,168
ENSG00000187555.14,chr16,8915255,8915344,PAS,True,137,162
ENSG00000187555.14,chr16,8963206,8963982,TSS,True,22,176
ENSG00000197006.13,chr16,21625115,21655229,3AS,False,39,129
ENSG00000197006.13,chr16,21655229,21657470,PAS,True,92,130
ENSG00000197006.13,chr16,21655226,21657471,PAS,True,41,130
ENSG00000140939.14,chr16,67170413,67170574,TSS,True,195,225
ENSG00000140939.14,chr16,67173923,67174046,TSS,True,108,224
ENSG00000140939.14,chr16,67174308,67174464,TSS,True,167,224
ENSG00000184602.5,chr16,11668432,11668540,TSS,False,69,566
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,24,104
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,85,104
ENSG00000198931.10,chr16,88811819,88811938,TSS,False,35,104
ENSG00000198931.10,chr16,88810069,88810150,TSS,True,91,104
ENSG00000198931.10,chr16,88811549,88811933,TSS,True,86,104
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,38,147
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,29,178
ENSG00000103152.11,chr16,78206,78333,TSS,True,36,119
ENSG00000103152.11,chr16,79421,79700,TSS,True,98,119
ENSG00000103353.15,chr16,23557556,23557767,TSS,False,39,121
ENSG00000167522.15,chr16,89267618,89268663,PAS,True,101,117
ENSG00000167522.15,chr16,89490244,89490714,TSS,True,53,117
ENSG00000172366.19,chr16,647884,648119,IR,False,92,103
ENSG00000172366.19,chr16,641794,642043,TSS,True,13,107
ENSG00000172366.19,chr16,648119,648475,PAS,True,12,107
ENSG00000140983.13,chr16,672384,672488,IR,False,93,104
ENSG00000140983.13,chr16,672566,672702,IR,False,95,106
ENSG00000140983.13,chr16,668079,668236,TSS,True,52,124
ENSG00000008710.19,chr16,2135474,2135939,TSS,False,89,102
ENSG00000065054.13,chr16,2037600,2037858,3AS,False,20,129
ENSG00000065054.13,chr16,2026380,2027218,TSS,True,77,136
ENSG00000065054.13,chr16,2033185,2033432,TSS,True,96,135
ENSG00000065054.13,chr16,2037825,2039025,PAS,True,25,132
ENSG00000065054.13,chr16,2037858,2039025,PAS,True,112,132
ENSG00000185883.11,chr16,2513946,2514182,TSS,True,22,111
ENSG00000158717.10,chr16,88706170,88706424,TSS,True,42,114
ENSG00000103479.15,chr16,53434429,53434796,TSS,False,20,112
ENSG00000103479.15,chr16,53479885,53479973,PAS,True,66,102
ENSG00000103479.15,chr16,53490129,53491649,PAS,True,51,110
ENSG00000183889.12,chr16,16329222,16329364,5AS,True,26,106
ENSG00000183889.12,chr16,16333884,16340305,ES,False,92,113
ENSG00000183889.12,chr16,16320372,16321407,TSS,True,85,116
ENSG00000183889.12,chr16,16350091,16350612,PAS,True,12,117
ENSG00000177238.13,chr16,31214034,31214297,TSS,True,75,260
ENSG00000177238.13,chr16,31225912,31227159,PAS,True,218,254
ENSG00000177238.13,chr16,31214731,31216455,PAS,True,156,185
ENSG00000177238.13,chr16,31224180,31226511,PAS,True,92,214
ENSG00000196296.13,chr16,28887442,28887722,TSS,False,888,1815
ENSG00000059122.16,chr16,2933979,2937120,ES,False,68,103
ENSG00000059122.16,chr16,2911831,2912154,TSS,True,44,132
ENSG00000059122.16,chr16,2936105,2937384,TSS,True,112,125
ENSG00000168872.16,chr16,70346864,70347048,TSS,True,41,140
ENSG00000166592.11,chr16,66925194,66925462,IR,True,42,134
ENSG00000166592.11,chr16,66925408,66925536,TSS,True,563,2767
ENSG00000067365.14,chr16,8621656,8621775,TSS,True,28,105
ENSG00000067365.14,chr16,8625494,8625798,TSS,True,93,105
ENSG00000169221.13,chr16,30369227,30370503,TSS,False,33,124
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,16,108
ENSG00000185739.13,chr16,4204634,4206952,5AS,True,44,123
ENSG00000185739.13,chr16,4204634,4207060,5AS,True,16,141
ENSG00000185739.13,chr16,4204634,4242006,ME,True,42,165
ENSG00000185739.13,chr16,4204634,4242006,ME,True,42,165
ENSG00000185739.13,chr16,4204634,4242006,ES,True,845,1010
ENSG00000185739.13,chr16,4242006,4242268,TSS,True,317,1338
ENSG00000126602.10,chr16,3717420,3717597,TSS,True,49,415
ENSG00000242612.6,chr16,401853,402043,TSS,True,23,108
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,97,857
ENSG00000103264.17,chr16,87326986,87331510,PAS,True,13,107
ENSG00000103264.17,chr16,87383404,87383780,TSS,True,49,130
ENSG00000140986.7,chr16,1954628,1954742,TSS,True,137,829
ENSG00000149925.18,chr16,30064645,30064784,TSS,True,10542,17834
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,10514,17834
ENSG00000103495.13,chr16,29808741,29810076,ES,False,113,163
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,95,196
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,137,196
ENSG00000159461.14,chr16,56425072,56425623,TSS,False,78,351
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,65,329
ENSG00000103342.12,chr16,11868127,11873171,PAS,True,73,363
ENSG00000103342.12,chr16,11889977,11891139,PAS,True,293,357
ENSG00000103342.12,chr16,11915368,11916001,TSS,True,45,371
ENSG00000167191.11,chr16,19871815,19872200,TSS,True,203,228
ENSG00000167191.11,chr16,19884726,19884922,TSS,True,81,232
ENSG00000006327.13,chr16,3020330,3020491,TSS,False,54,363
ENSG00000167978.16,chr16,2752846,2756333,5AS,False,100,133
ENSG00000167978.16,chr16,2752618,2752846,TSS,True,143,250
ENSG00000167978.16,chr16,2752350,2752854,TSS,True,213,250
ENSG00000167978.16,chr16,2758469,2758536,PAS,False,17,160
ENSG00000205609.12,chr16,28376688,28379880,PAS,True,70,130
ENSG00000058600.15,chr16,22297352,22297537,TSS,True,31,109
ENSG00000141002.19,chr16,89893858,89895082,3AS,False,15,120
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,66,187
ENSG00000141002.19,chr16,89911079,89911809,PAS,True,34,162
ENSG00000141002.19,chr16,89884581,89884609,PAS,False,108,137
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,20,138
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,22,146
ENSG00000185164.14,chr16,18561875,18562171,TSS,True,22,110
ENSG00000050820.16,chr16,75235986,75242469,ES,True,28,266
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,282,355
ENSG00000050820.16,chr16,75234888,75235855,TSS,True,299,347
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,231,370
ENSG00000050820.16,chr16,75242469,75243091,TSS,True,313,355
ENSG00000074071.14,chr16,1771888,1772513,PAS,True,14,133
ENSG00000074071.14,chr16,1772798,1773463,TSS,True,22,140
ENSG00000103064.14,chr16,68264175,68264576,TSS,False,75,119
ENSG00000065427.14,chr16,75641723,75647577,ES,False,134,174
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,22,196
ENSG00000183751.14,chr16,1971963,1972205,TSS,True,68,183
ENSG00000183751.14,chr16,1973958,1974292,TSS,True,156,183
ENSG00000183751.14,chr16,1974315,1974679,TSS,False,164,183
ENSG00000063854.12,chr16,1823037,1826711,ES,False,116,188
ENSG00000063854.12,chr16,1826711,1827158,TSS,False,99,287
ENSG00000063854.12,chr16,1819896,1821507,TSS,True,222,287
ENSG00000103423.13,chr16,4450497,4455545,ES,False,204,346
ENSG00000103150.5,chr16,83899077,83899672,TSS,False,26,239
ENSG00000166123.13,chr16,46884325,46884467,TSS,False,37,103
ENSG00000067955.13,chr16,67082308,67098709,5AS,False,62,112
ENSG00000067955.13,chr16,67029107,67029485,TSS,True,26,137
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,21,137
ENSG00000172831.11,chr16,66935711,66938036,5AS,False,117,146
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,54,171
ENSG00000172831.11,chr16,66934033,66935976,TSS,True,145,171
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,74,223
ENSG00000197912.15,chr16,89526328,89526468,TSS,False,193,222
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,24,223
ENSG00000038358.14,chr16,67881845,67881953,IR,False,100,117
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,69,136
ENSG00000176046.8,chr16,28538155,28538795,ES,True,197,220
ENSG00000176046.8,chr16,28538795,28539040,TSS,True,71,294
ENSG00000169715.14,chr16,56625781,56625879,TSS,True,18,147
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,37,127
ENSG00000103066.12,chr16,68249446,68254918,ES,False,184,231
ENSG00000103066.12,chr16,68255380,68255890,3AS,False,69,242
ENSG00000103066.12,chr16,68245247,68245553,TSS,True,42,272
ENSG00000153786.12,chr16,85011285,85011547,TSS,True,41,141
ENSG00000131149.18,chr16,85169161,85171807,TSS,True,94,108
ENSG00000167969.12,chr16,2251429,2251514,IR,False,201,244
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,62,263
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,220,263
ENSG00000129910.7,chr16,89171752,89171873,TSS,False,68,130
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,172,204
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,53,225
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,194,225
ENSG00000205250.8,chr16,67192133,67192362,TSS,True,24,129
ENSG00000166595.11,chr16,66934066,66934222,IR,False,269,307
ENSG00000166595.11,chr16,66934222,66934931,TSS,True,46,315
ENSG00000166595.11,chr16,66933986,66934386,TSS,True,277,315
ENSG00000166971.16,chr16,53492519,53492692,3AS,False,51,149
ENSG00000166971.16,chr16,53492753,53494516,ES,True,15,149
ENSG00000166971.16,chr16,53490976,53492519,PAS,True,98,149
ENSG00000166971.16,chr16,53491039,53492522,PAS,True,51,149
ENSG00000166971.16,chr16,53503146,53503267,TSS,False,116,149
ENSG00000166971.16,chr16,53502699,53503236,TSS,True,36,149
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,171,743
ENSG00000090565.15,chr16,425589,426720,TSS,True,85,207
ENSG00000090565.15,chr16,520725,523022,PAS,True,34,193
ENSG00000166780.10,chr16,15434481,15434759,TSS,True,31,220
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,55,306
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,265,306
ENSG00000167967.15,chr16,2223447,2223770,TSS,False,21,101
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,3305,4119
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,1285,4119
ENSG00000131143.8,chr16,85799230,85799752,TSS,True,135,953
ENSG00000167930.15,chr16,259599,259995,3AS,False,52,195
ENSG00000167930.15,chr16,234790,234857,TSS,True,82,252
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,60,107
ENSG00000131653.12,chr16,2163881,2164001,TSS,True,93,107
ENSG00000131653.12,chr16,2169689,2170730,TSS,True,96,107
ENSG00000167965.17,chr16,2205512,2206060,3AS,False,29,136
ENSG00000167965.17,chr16,2207345,2208449,ES,False,40,160
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,53,189
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,169,189
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,108,197
ENSG00000013364.18,chr16,29844533,29844879,TSS,True,118,192
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,62,115
ENSG00000103249.17,chr16,1452754,1452955,TSS,True,97,114
ENSG00000103507.13,chr16,31112027,31112120,IR,False,127,191
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,42,196
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,170,195
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,65,192
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,124,188
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,68,211
ENSG00000169217.8,chr16,30353180,30353275,TSS,True,174,211
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,70,179
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,344,468
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,130,468
ENSG00000162032.15,chr16,1778321,1778434,IR,False,248,294
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,103,313
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,240,313
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,82,453
ENSG00000132612.15,chr16,69321108,69321270,TSS,False,394,438
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,60,134
ENSG00000141447.17,chr18,24170331,24170453,PAS,True,87,134
ENSG00000085415.15,chr18,12986861,12987673,PAS,True,13,115
ENSG00000141759.14,chr18,79973856,79977597,ES,False,111,146
ENSG00000134759.13,chr18,36138872,36141136,ES,False,97,118
ENSG00000141429.13,chr18,35581071,35581862,TSS,False,13,109
ENSG00000141646.13,chr18,51030208,51030623,TSS,True,21,182
ENSG00000101605.12,chr18,3185229,3187637,PAS,True,87,117
ENSG00000101605.12,chr18,3066692,3067555,PAS,True,94,281
ENSG00000101605.12,chr18,3151293,3151893,PAS,True,104,120
ENSG00000101605.12,chr18,3134661,3134824,PAS,True,106,130
ENSG00000101605.12,chr18,3219802,3220010,TSS,True,186,292
ENSG00000101605.12,chr18,3134649,3134754,TSS,True,120,210
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,1236,1656
ENSG00000101608.12,chr18,3252133,3252325,TSS,False,540,1638
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,101,395
ENSG00000122490.18,chr18,79943462,79950723,ME,False,98,118
ENSG00000122490.18,chr18,79943462,79950723,ES,False,497,625
ENSG00000122490.18,chr18,79949636,79950723,3AS,False,22,107
ENSG00000122490.18,chr18,79951580,79951684,TSS,True,124,717
ENSG00000141627.13,chr18,49286613,49331863,3AS,False,20,119
ENSG00000141627.13,chr18,49332006,49363160,ES,True,12,115
ENSG00000091164.12,chr18,56603056,56610992,ES,False,29,182
ENSG00000091164.12,chr18,56602026,56603056,PAS,True,21,203
ENSG00000177189.13,chrX,20172868,20175163,3AS,False,17,135
ENSG00000177189.13,chrX,20266563,20267052,TSS,True,18,140
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,57,346
ENSG00000049769.12,chrX,49281461,49281983,3AS,False,34,110
ENSG00000178605.13,chrX,304746,305197,PAS,True,26,242
ENSG00000178605.13,chrX,318438,318864,TSS,False,45,254
ENSG00000002586.19,chrX,2714454,2719660,ES,False,42,114
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,25,138
ENSG00000002586.19,chrX,2740778,2741312,PAS,True,47,122
ENSG00000002586.19,chrX,2733356,2735602,PAS,True,88,121
ENSG00000102030.15,chrX,153934883,153935073,TSS,True,19,165
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,31,111
ENSG00000123562.16,chrX,103677051,103685170,ES,False,31,146
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,47,168
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,145,168
ENSG00000156709.13,chrX,130149568,130165550,ME,False,105,126
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,60,144
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,45,167
ENSG00000197976.11,chrX,1599432,1600658,ES,True,47,125
ENSG00000197976.11,chrX,1600207,1600658,IR,True,80,100
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,26,169
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,131,149
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,22,149
ENSG00000130821.15,chrX,153687912,153688836,TSS,True,144,207
ENSG00000165175.15,chrX,38804201,38804413,TSS,True,41,128
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,27,176
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,60,236
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,183,236
ENSG00000196924.15,chrX,154348523,154349036,PAS,True,20,104
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,112,678
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,64,316
ENSG00000184216.13,chrX,154019598,154019676,IR,False,230,271
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,360,519
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,293,523
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,53,230
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,164,310
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,266,310
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,223,310
ENSG00000078061.12,chrX,47561150,47561251,TSS,True,65,136
ENSG00000078061.12,chrX,47565172,47566780,TSS,True,99,131
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,47,162
ENSG00000130985.16,chrX,47194024,47198802,ES,False,87,108
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,124,232
ENSG00000022267.16,chrX,136197023,136197134,TSS,True,932,3085
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,120,363
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,298,360
ENSG00000102181.20,chrX,150795486,150831230,ES,False,84,164
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,101,267
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,49,289
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,58,298
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,249,298
ENSG00000156298.12,chrX,38561373,38561627,TSS,True,73,134
ENSG00000156298.12,chrX,38612530,38612666,TSS,False,95,134
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,105,145
ENSG00000067177.14,chrX,72713941,72714050,IR,True,31,102
ENSG00000067177.14,chrX,72578813,72581175,PAS,True,38,134
ENSG00000067177.14,chrX,72713802,72714313,TSS,True,64,135
ENSG00000067177.14,chrX,72714050,72714318,TSS,True,104,135
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,39,204
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,175,204
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,155,464
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,310,464
ENSG00000158526.7,chrX,54440387,54440502,TSS,False,12,116
ENSG00000184205.14,chrX,53082325,53083305,TSS,True,21,114
ENSG00000167393.17,chrX,373531,374072,TSS,False,42,242
ENSG00000147403.16,chrX,154399941,154400463,IR,False,117,132
ENSG00000147403.16,chrX,154400626,154400701,IR,False,120,139
ENSG00000147403.16,chrX,154397661,154398394,TSS,True,82,141
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,88,141
ENSG00000147403.16,chrX,154400701,154400917,PAS,True,19,141
ENSG00000091482.6,chrX,21705973,21706394,PAS,True,17,152
ENSG00000091482.6,chrX,21731102,21733757,PAS,True,136,152
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,147,202
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,85,197
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,78,117
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,16,108
ENSG00000187498.15,chr13,110148868,110150444,PAS,True,15,102
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,72,111
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,66,210
ENSG00000088448.14,chr13,110880112,110883697,5AS,False,89,100
ENSG00000088448.14,chr13,110893263,110906032,ES,False,132,150
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,57,157
ENSG00000088448.14,chr13,110892602,110893263,PAS,True,129,155
ENSG00000088448.14,chr13,110878539,110883793,PAS,True,130,157
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,57,141
