gene,chr,start,end,splice_type,novel,osteocyte_ENCFF558QPF_in_cov,osteocyte_ENCFF558QPF_total_cov
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,434,520
ENSG00000141424.12,chr18,36108526,36109745,PAS,True,178,620
ENSG00000141424.12,chr18,36122052,36122270,PAS,True,446,614
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,182,620
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,534,620
ENSG00000141424.12,chr18,36126218,36127728,TSS,True,540,620
ENSG00000154889.16,chr18,11884627,11885675,ES,False,213,280
ENSG00000154889.16,chr18,11886621,11886916,ES,False,28,266
ENSG00000154889.16,chr18,11886778,11886916,3AS,False,169,239
ENSG00000154889.16,chr18,11897356,11906202,ES,False,196,273
ENSG00000181191.11,chrX,69160861,69163134,PAS,True,211,235
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,58,235
ENSG00000101844.17,chrX,108126187,108128780,ES,False,107,120
ENSG00000101844.17,chrX,108091666,108091836,TSS,True,15,123
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,39,351
ENSG00000129680.15,chrX,136230590,136230838,3AS,True,19,137
ENSG00000129680.15,chrX,136225914,136226013,PAS,True,97,155
ENSG00000129680.15,chrX,136228621,136228758,PAS,True,121,155
ENSG00000129680.15,chrX,136251288,136251458,TSS,True,106,159
ENSG00000129680.15,chrX,136256303,136256601,TSS,False,94,159
ENSG00000129680.15,chrX,136256047,136256364,TSS,True,142,159
ENSG00000101972.18,chrX,123960506,123960866,TSS,False,89,106
ENSG00000101972.18,chrX,123961598,123961856,TSS,True,48,106
ENSG00000101972.18,chrX,124100573,124102658,PAS,True,29,102
ENSG00000130021.13,chrX,7148052,7148185,TSS,True,23,124
ENSG00000130066.16,chrX,23783883,23784293,IR,False,38,160
ENSG00000130066.16,chrX,23783883,23785327,ES,False,259,294
ENSG00000130066.16,chrX,23783883,23785327,IR,True,259,380
ENSG00000130066.16,chrX,23784403,23785327,IR,True,36,160
ENSG00000125354.22,chrX,119616940,119618786,PAS,True,49,276
ENSG00000196998.17,chrX,49076750,49077836,ES,False,25,218
ENSG00000123595.7,chrX,13689288,13708720,ES,False,45,139
ENSG00000123562.16,chrX,103678600,103684680,3AS,False,121,276
ENSG00000123562.16,chrX,103678600,103685170,ES,False,796,917
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,796,1490
ENSG00000123562.16,chrX,103678651,103685170,ES,False,481,624
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,339,1675
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,1383,1675
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,59,280
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,69,249
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,56,296
ENSG00000147162.13,chrX,71533061,71533336,TSS,True,79,178
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,28,258
ENSG00000184867.13,chrX,101658142,101658491,5AS,False,44,345
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,238,339
ENSG00000184867.13,chrX,101659136,101659418,3AS,False,62,246
ENSG00000184867.13,chrX,101659148,101659430,5AS,True,26,230
ENSG00000184867.13,chrX,101659148,101659757,ES,False,33,259
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,40,374
ENSG00000188153.13,chrX,108439784,108440206,TSS,True,120,211
ENSG00000188153.13,chrX,108696296,108697545,PAS,True,98,202
ENSG00000198947.15,chrX,31121930,31134101,ES,False,211,295
ENSG00000198947.15,chrX,31173604,31178668,ES,False,103,207
ENSG00000198947.15,chrX,31119215,31121930,PAS,True,110,404
ENSG00000198947.15,chrX,31178391,31178805,PAS,True,281,319
ENSG00000198947.15,chrX,31266809,31266983,TSS,True,160,402
ENSG00000198947.15,chrX,31177931,31178225,TSS,True,296,347
ENSG00000076716.8,chrX,133414805,133415522,TSS,False,38,160
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,86,100
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,22,100
ENSG00000001497.16,chrX,65524262,65524964,ES,False,152,178
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,30,180
ENSG00000147010.17,chrX,19670861,19670970,TSS,False,30,117
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,179,368
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,324,368
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,273,368
ENSG00000180964.16,chrX,103254017,103255077,ES,False,39,269
ENSG00000102038.15,chrX,129447233,129448332,5AS,True,226,256
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,226,262
ENSG00000102038.15,chrX,129492093,129496749,ES,False,523,1171
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,1053,1309
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,866,1304
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,1061,1304
ENSG00000130985.16,chrX,47190712,47190950,TSS,False,78,108
ENSG00000130985.16,chrX,47193851,47198919,TSS,True,95,106
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,1072,4924
ENSG00000012174.11,chrX,21882432,21885425,PAS,False,67,135
ENSG00000012174.11,chrX,21853375,21855375,PAS,True,110,133
ENSG00000012174.11,chrX,21856482,21859637,PAS,True,115,133
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,100,234
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,138,233
ENSG00000147257.13,chrX,133985274,133985958,TSS,True,13,116
ENSG00000198960.10,chrX,101615760,101616671,IR,False,21,167
ENSG00000198960.10,chrX,101615118,101616766,PAS,True,22,168
ENSG00000198960.10,chrX,101615119,101615760,PAS,True,151,172
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,1080,7796
ENSG00000047230.14,chrX,16712721,16712979,TSS,False,35,100
ENSG00000047230.14,chrX,16712557,16712958,TSS,True,82,100
ENSG00000102316.16,chrX,54809223,54809302,IR,False,62,145
ENSG00000102316.16,chrX,54809784,54809896,5AS,True,93,105
ENSG00000102316.16,chrX,54815678,54815880,IR,True,68,636
ENSG00000102316.16,chrX,54815690,54815880,IR,True,2866,3434
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,792,3517
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,2953,3517
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,572,3517
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,2955,3515
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,184,1289
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,218,1322
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,1138,1322
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,54,265
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,36,289
ENSG00000125676.19,chrX,123621243,123621587,PAS,True,224,255
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,100,255
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,195,737
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,554,729
ENSG00000102158.19,chrX,77895308,77895540,TSS,True,12,103
ENSG00000005889.15,chrX,24149794,24172714,ES,False,43,125
ENSG00000005889.15,chrX,24172800,24179182,ES,False,77,129
ENSG00000005889.15,chrX,24149244,24149794,TSS,True,28,153
ENSG00000005889.15,chrX,24208899,24209007,PAS,False,40,133
ENSG00000005889.15,chrX,24210192,24216089,PAS,True,98,133
ENSG00000102393.10,chrX,101397788,101398099,PAS,True,15,135
ENSG00000102393.10,chrX,101400819,101401809,PAS,True,121,135
ENSG00000102401.19,chrX,101623276,101623785,5AS,False,139,155
ENSG00000102401.19,chrX,101623276,101623785,IR,False,139,161
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,560,700
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,89,792
ENSG00000068366.19,chrX,109683372,109696143,3AS,False,23,114
ENSG00000068366.19,chrX,109641329,109644186,PAS,True,83,159
ENSG00000068366.19,chrX,109663301,109663402,PAS,True,85,153
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,112,479
ENSG00000085224.22,chrX,77688924,77696576,ES,False,37,148
ENSG00000085224.22,chrX,77688927,77696576,ES,False,60,425
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,84,606
ENSG00000077721.15,chrX,119575400,119582587,ES,False,36,205
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,26,214
ENSG00000158290.16,chrX,120561371,120561462,TSS,False,143,168
ENSG00000158290.16,chrX,120560082,120560962,TSS,True,107,168
ENSG00000158290.16,chrX,120559778,120559924,TSS,False,127,168
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,151,1221
ENSG00000101928.12,chrX,134889192,134896816,ES,False,41,117
ENSG00000101928.12,chrX,134899534,134915181,ES,True,104,118
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,72,240
ENSG00000102226.9,chrX,47239348,47239481,TSS,True,211,240
ENSG00000147274.14,chrX,136872345,136875085,ES,True,116,222
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,468,702
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,232,684
ENSG00000083642.18,chr13,32586414,32586593,TSS,True,45,160
ENSG00000083642.18,chr13,32770120,32770507,PAS,True,107,160
ENSG00000083642.18,chr13,32758086,32758206,PAS,True,97,160
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,81,302
ENSG00000102580.14,chr13,95785938,95786071,PAS,True,256,302
ENSG00000184226.14,chr13,67228575,67230008,5AS,True,37,175
ENSG00000184226.14,chr13,67229779,67230350,TSS,True,67,207
ENSG00000184226.14,chr13,67230008,67230336,TSS,True,170,207
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,56,161
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,120,187
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,113,185
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,159,179
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,169,188
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,131,188
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,88,188
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,72,101
ENSG00000204977.9,chr13,49997131,49997666,5AS,False,98,156
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,75,178
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,117,178
ENSG00000187498.15,chr13,110148868,110150444,PAS,True,429,1290
ENSG00000187498.15,chr13,110175216,110175357,PAS,True,388,466
ENSG00000187498.15,chr13,110195023,110195118,PAS,True,291,420
ENSG00000187498.15,chr13,110176883,110177037,PAS,True,328,446
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,1258,1639
ENSG00000187498.15,chr13,110161191,110161370,TSS,True,701,1213
ENSG00000136144.11,chr13,49567320,49580504,3AS,True,93,112
ENSG00000136144.11,chr13,49585443,49585671,TSS,False,15,131
ENSG00000083520.14,chr13,72781604,72782117,TSS,True,20,117
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,84,375
ENSG00000065150.18,chr13,98021735,98024777,PAS,True,40,370
ENSG00000088448.14,chr13,110893263,110906032,ES,False,106,211
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,38,242
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,47,268
ENSG00000183722.8,chr13,39344054,39378427,IR,True,382,439
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,68,383
ENSG00000183722.8,chr13,39378526,39600831,IR,True,68,114
ENSG00000183722.8,chr13,39378527,39600831,IR,True,304,348
ENSG00000183722.8,chr13,39601390,39602882,IR,True,64,448
ENSG00000183722.8,chr13,39342707,39344054,PAS,True,71,453
ENSG00000183722.8,chr13,39343050,39378528,PAS,True,397,452
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,83,455
ENSG00000183722.8,chr13,39602882,39603211,TSS,True,391,455
ENSG00000150403.17,chr13,113539507,113548302,ES,True,32,200
ENSG00000150403.17,chr13,113490713,113491273,TSS,True,80,220
ENSG00000150403.17,chr13,113494600,113496025,TSS,False,195,220
ENSG00000150403.17,chr13,113499962,113500149,TSS,True,190,217
ENSG00000120699.12,chr13,37003007,37004515,IR,False,45,111
ENSG00000120699.12,chr13,37004561,37005956,3AS,False,25,121
ENSG00000120699.12,chr13,37008835,37009183,IR,True,98,117
ENSG00000120699.12,chr13,37009183,37011113,PAS,True,23,121
ENSG00000120699.12,chr13,37008728,37009609,PAS,True,102,121
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,96,113
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,34,111
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,38,275
ENSG00000198542.13,chr13,101452931,101567698,ES,False,29,184
ENSG00000198542.13,chr13,101452378,101452931,TSS,True,233,417
ENSG00000198542.13,chr13,101453880,101454100,TSS,True,371,417
ENSG00000198542.13,chr13,101577192,101579427,TSS,True,353,410
ENSG00000198542.13,chr13,101715562,101717562,PAS,True,221,411
ENSG00000198542.13,chr13,101717498,101721422,PAS,True,208,417
ENSG00000102753.9,chr13,49792437,49792685,TSS,False,14,130
ENSG00000213995.11,chr13,110634595,110634671,IR,True,189,213
ENSG00000133110.14,chr13,37564560,37569743,ES,False,205,852
ENSG00000133110.14,chr13,37570669,37574571,ES,True,26,144
ENSG00000133110.14,chr13,37570669,37577752,ES,False,346,1089
ENSG00000133110.14,chr13,37571458,37577752,ES,False,623,742
ENSG00000133110.14,chr13,37562582,37563370,PAS,True,463,1280
ENSG00000133110.14,chr13,37570577,37570669,PAS,True,1105,1279
ENSG00000134897.13,chr13,102799463,102805306,5AS,True,12,111
ENSG00000134897.13,chr13,102799521,102807145,ES,True,17,121
ENSG00000134897.13,chr13,102838739,102839571,3AS,False,130,150
ENSG00000134897.13,chr13,102799100,102799521,TSS,False,31,156
ENSG00000134897.13,chr13,102799109,102799463,TSS,True,137,156
ENSG00000134897.13,chr13,102839571,102841537,PAS,True,24,154
ENSG00000134897.13,chr13,102839550,102841533,PAS,True,134,154
ENSG00000134899.19,chr13,102875306,102876000,PAS,True,56,255
ENSG00000134899.19,chr13,102872197,102872270,PAS,True,225,255
ENSG00000102595.19,chr13,95860843,95860883,PAS,True,131,150
ENSG00000102595.19,chr13,95863044,95863714,PAS,True,122,150
ENSG00000102595.19,chr13,95867336,95867423,PAS,False,110,150
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,252,615
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,464,615
ENSG00000134900.11,chr13,102649486,102657055,ES,False,96,122
ENSG00000134900.11,chr13,102596908,102597203,TSS,True,17,138
ENSG00000134900.11,chr13,102657055,102657152,PAS,False,81,136
ENSG00000134900.11,chr13,102678226,102680672,PAS,True,115,138
ENSG00000134900.11,chr13,102676295,102679958,PAS,True,97,137
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,29,224
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,40,137
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,73,111
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,26,136
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,92,151
ENSG00000189403.14,chr13,30461533,30462537,IR,True,228,286
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,76,304
ENSG00000189403.14,chr13,30460892,30462712,PAS,True,243,301
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,48,316
ENSG00000127870.16,chr13,26221330,26222002,5AS,True,91,103
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,232,323
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,135,323
ENSG00000184564.9,chr13,85798913,85799470,TSS,True,20,134
ENSG00000126226.21,chr13,113177976,113178173,IR,False,52,313
ENSG00000126226.21,chr13,113178008,113178173,IR,False,45,306
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,315,367
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,106,367
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,322,367
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,37,367
ENSG00000102471.14,chr13,79481218,79481524,TSS,True,32,278
ENSG00000139505.11,chr13,25247231,25249492,PAS,False,31,156
ENSG00000139505.11,chr13,25250395,25251775,PAS,True,127,156
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,61,594
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,28,173
ENSG00000183098.10,chr13,93227618,93830153,ES,True,35,164
ENSG00000183098.10,chr13,93454888,93545422,TSS,True,281,386
ENSG00000183098.10,chr13,93226809,93227618,TSS,True,189,386
ENSG00000183098.10,chr13,94403014,94408051,PAS,True,38,353
ENSG00000083535.15,chr13,73015868,73017752,PAS,True,74,127
ENSG00000083535.15,chr13,72908530,72909135,PAS,True,112,126
ENSG00000083535.15,chr13,72827732,72827914,PAS,True,108,125
ENSG00000136153.19,chr13,75636726,75727028,ES,True,35,186
ENSG00000136153.19,chr13,75636179,75636726,TSS,True,58,242
ENSG00000136153.19,chr13,75819392,75819452,PAS,True,114,207
ENSG00000136153.19,chr13,75817160,75819443,PAS,False,133,206
ENSG00000136153.19,chr13,75857920,75859601,PAS,True,212,240
ENSG00000136153.19,chr13,75845326,75847027,PAS,False,200,235
ENSG00000136161.12,chr13,48515741,48533027,ES,False,71,157
ENSG00000139793.18,chr13,97357635,97391321,ES,False,101,135
ENSG00000139793.18,chr13,97222287,97222531,TSS,True,22,177
ENSG00000139793.18,chr13,97391321,97394121,PAS,True,29,166
ENSG00000139668.8,chr13,51660663,51703595,ES,True,28,126
ENSG00000139668.8,chr13,51584075,51584824,TSS,True,21,148
ENSG00000139668.8,chr13,51759739,51766799,PAS,False,72,136
ENSG00000139668.8,chr13,51751309,51754110,PAS,True,79,131
ENSG00000106608.16,chr7,43887485,43906561,ES,False,14,102
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,19,123
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,464,614
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,72,662
ENSG00000004866.20,chr7,117131960,117136080,ES,False,44,190
ENSG00000004866.20,chr7,116952949,116953691,TSS,True,140,201
ENSG00000004866.20,chr7,117014624,117015014,TSS,True,169,201
ENSG00000004866.20,chr7,117020090,117020629,TSS,True,110,201
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,428,877
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,451,881
ENSG00000106484.15,chr7,130502644,130502720,TSS,True,719,799
ENSG00000106484.15,chr7,130492067,130492339,TSS,True,173,814
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,24,214
ENSG00000178234.12,chr7,152025884,152094189,ES,False,163,184
ENSG00000166526.16,chr7,100075630,100081634,ES,False,20,165
ENSG00000166526.16,chr7,100077433,100079539,5AS,True,14,125
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,29,150
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,556,693
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,142,701
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,564,701
ENSG00000198420.9,chr7,143854142,143857099,5AS,False,315,390
ENSG00000198420.9,chr7,143876622,143902026,5AS,False,67,219
ENSG00000198420.9,chr7,143901960,143902185,TSS,True,271,422
ENSG00000198420.9,chr7,143902026,143902191,TSS,True,355,422
ENSG00000198420.9,chr7,143885209,143885374,TSS,True,374,422
ENSG00000198420.9,chr7,143882735,143882905,TSS,True,338,422
ENSG00000122566.21,chr7,26190460,26190992,IR,False,136,162
ENSG00000122566.21,chr7,26190460,26192494,ES,True,14,122
ENSG00000122566.21,chr7,26191128,26192494,ES,True,91,110
ENSG00000122566.21,chr7,26191128,26192494,IR,False,91,146
ENSG00000122566.21,chr7,26197732,26200571,ES,False,594,810
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,699,861
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,207,848
ENSG00000135269.17,chr7,116210470,116210734,TSS,True,124,702
ENSG00000135269.17,chr7,116249017,116249272,TSS,True,628,698
ENSG00000011275.18,chr7,5741644,5752845,3AS,False,123,169
ENSG00000011275.18,chr7,5725321,5725438,PAS,True,46,172
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,52,128
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,76,126
ENSG00000154678.16,chr7,31751177,31753553,PAS,True,133,262
ENSG00000154678.16,chr7,31786282,31790259,PAS,True,169,245
ENSG00000154678.16,chr7,32070292,32071007,TSS,True,130,271
ENSG00000154678.16,chr7,32070978,32071454,TSS,True,207,271
ENSG00000122550.17,chr7,23106146,23123776,ES,False,378,428
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,806,1703
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,1168,1703
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,3666,14175
ENSG00000091129.19,chr7,108456242,108456526,TSS,True,59,109
ENSG00000154710.17,chr7,66740658,66740792,TSS,True,33,136
ENSG00000164597.13,chr7,107200133,107203630,PAS,True,19,132
ENSG00000075790.10,chr7,107613432,107618327,ES,False,116,131
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,27,158
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,39,234
ENSG00000128595.16,chr7,128748804,128758870,ME,False,1122,6693
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,326,1643
ENSG00000225648.5,chr7,72829783,72831601,ES,False,68,165
ENSG00000164649.19,chr7,21908507,21916753,ES,False,30,108
ENSG00000164649.19,chr7,21945780,21946136,TSS,True,14,115
ENSG00000164828.17,chr7,816673,838797,ES,False,91,353
ENSG00000164828.17,chr7,843520,851383,ES,False,64,376
ENSG00000164828.17,chr7,849603,851383,ES,False,52,312
ENSG00000164828.17,chr7,852667,852812,3AS,False,113,389
ENSG00000164828.17,chr7,815868,816673,TSS,True,115,472
ENSG00000135241.16,chr7,108515447,108521475,3AS,False,40,236
ENSG00000135241.16,chr7,108515574,108526028,ES,False,120,312
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,155,609
ENSG00000197157.10,chr7,127807481,127807573,TSS,True,521,608
ENSG00000122641.10,chr7,41703004,41703111,TSS,True,160,364
ENSG00000122641.10,chr7,41699986,41700899,TSS,True,256,344
ENSG00000122565.18,chr7,26201114,26201561,TSS,False,197,228
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,46,228
ENSG00000197343.10,chr7,99560695,99572244,ES,False,48,105
ENSG00000197343.10,chr7,99558365,99558787,TSS,False,48,144
ENSG00000197343.10,chr7,99558685,99559017,TSS,True,108,144
ENSG00000197343.10,chr7,99563862,99564745,PAS,True,108,137
ENSG00000197343.10,chr7,99572244,99576451,PAS,True,31,137
ENSG00000136193.16,chr7,29989641,29989961,TSS,True,105,163
ENSG00000154978.12,chr7,55572270,55572538,TSS,True,47,110
ENSG00000158560.14,chr7,95813337,95869882,ES,False,55,160
ENSG00000158560.14,chr7,95772528,95772773,TSS,True,48,208
ENSG00000158560.14,chr7,96028231,96028321,TSS,True,163,187
ENSG00000158560.14,chr7,96097482,96098431,PAS,True,27,207
ENSG00000197448.13,chr7,143265092,143265260,IR,False,78,103
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,12,109
ENSG00000136270.13,chr7,45103443,45105440,ES,False,28,148
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,33,136
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,46,152
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,117,152
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,48,108
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,64,108
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,61,446
ENSG00000136247.14,chr7,6577498,6578565,3AS,False,101,121
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,20,143
ENSG00000136243.16,chr7,23187146,23196679,ES,True,11,107
ENSG00000164659.14,chr7,86874912,86880530,PAS,True,47,109
ENSG00000164659.14,chr7,86890966,86891889,PAS,True,98,109
ENSG00000164659.14,chr7,86908459,86908543,PAS,True,96,108
ENSG00000164659.14,chr7,86910783,86912245,PAS,True,93,106
ENSG00000164659.14,chr7,87039755,87040464,TSS,True,56,110
ENSG00000164659.14,chr7,87040102,87040281,TSS,True,68,110
ENSG00000106261.16,chr7,100015578,100015726,TSS,True,28,148
ENSG00000205060.10,chr7,134316674,134317066,TSS,True,18,145
ENSG00000085662.13,chr7,134458996,134459151,TSS,True,19,169
ENSG00000091136.13,chr7,107923712,107924087,PAS,True,1311,1546
ENSG00000091136.13,chr7,107934116,107935656,PAS,True,1320,1523
ENSG00000091136.13,chr7,107924228,107924389,PAS,True,849,1545
ENSG00000091136.13,chr7,107931415,107931500,PAS,False,1333,1542
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,932,1546
ENSG00000146733.13,chr7,56032054,56033960,ES,False,216,241
ENSG00000146733.13,chr7,56051137,56051597,TSS,True,193,257
ENSG00000146733.13,chr7,56033960,56034583,TSS,True,67,256
ENSG00000071189.21,chr7,17790760,17794292,PAS,True,63,119
ENSG00000071189.21,chr7,17816203,17816289,PAS,False,82,119
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,73,432
ENSG00000033050.8,chr7,151226304,151227191,TSS,True,386,432
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,923,1071
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,164,236
ENSG00000122786.19,chr7,134932987,134937664,PAS,True,36,159
ENSG00000105819.13,chr7,103312131,103312206,IR,False,509,567
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,69,578
ENSG00000105819.13,chr7,103312055,103312950,PAS,True,520,578
ENSG00000122687.17,chr7,2235564,2239417,ES,False,96,144
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,50,134
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,26,161
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,57,107
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,57,107
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,125,149
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,165,326
ENSG00000106052.13,chr7,27799964,27801119,PAS,True,281,322
ENSG00000106052.13,chr7,27793065,27793213,PAS,True,253,319
ENSG00000136231.13,chr7,23310207,23312460,PAS,True,40,231
ENSG00000136231.13,chr7,23469935,23470817,TSS,True,46,235
ENSG00000005483.20,chr7,105014535,105040838,ES,False,191,265
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,114,269
ENSG00000005483.20,chr7,105091215,105091731,PAS,True,234,269
ENSG00000131558.14,chr7,133253040,133253187,TSS,True,88,297
ENSG00000131558.14,chr7,133630037,133630141,TSS,True,225,274
ENSG00000131558.14,chr7,134064290,134065765,PAS,True,44,296
ENSG00000009954.10,chr7,73521826,73522306,TSS,True,23,106
ENSG00000122591.11,chr7,23013924,23014193,TSS,True,24,178
ENSG00000105856.13,chr7,107169027,107179878,5AS,False,571,725
ENSG00000105856.13,chr7,107169027,107179882,IR,True,19,173
ENSG00000105856.13,chr7,107168978,107169027,TSS,False,227,839
ENSG00000105856.13,chr7,107168992,107169185,TSS,True,677,839
ENSG00000004766.16,chr7,93358316,93360912,PAS,True,28,158
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,318,452
ENSG00000105928.14,chr7,24757395,24757493,TSS,True,18,107
ENSG00000075223.13,chr7,80918827,80919365,TSS,True,46,104
ENSG00000075223.13,chr7,80789305,80789515,TSS,True,85,101
ENSG00000146674.14,chr7,45920737,45921274,TSS,True,34,143
ENSG00000146674.14,chr7,45916547,45918931,TSS,True,128,143
ENSG00000088325.15,chr20,31739247,31739621,TSS,False,20,160
ENSG00000088325.15,chr20,31800969,31801804,PAS,False,66,159
ENSG00000088325.15,chr20,31793847,31793992,PAS,True,138,159
