gene,chr,start,end,splice_type,novel,WTC11_ENCFF388HXU_in_cov,WTC11_ENCFF388HXU_total_cov
ENSG00000140983.13,chr16,670557,670891,3AS,False,33,172
ENSG00000140983.13,chr16,671000,671082,IR,False,475,880
ENSG00000140983.13,chr16,668079,668236,TSS,True,158,940
ENSG00000124067.16,chr16,67943477,67944931,PAS,True,22,192
ENSG00000124067.16,chr16,67968438,67968667,TSS,True,57,192
ENSG00000124067.16,chr16,67966752,67966878,TSS,False,170,192
ENSG00000065054.13,chr16,2037600,2037858,3AS,False,25,125
ENSG00000065054.13,chr16,2037825,2039025,PAS,True,33,129
ENSG00000065054.13,chr16,2037858,2039025,PAS,True,104,129
ENSG00000213380.15,chr16,69327160,69329179,PAS,True,55,198
ENSG00000213380.15,chr16,69332601,69332882,PAS,True,158,197
ENSG00000213380.15,chr16,69339175,69339580,TSS,True,26,217
ENSG00000127580.16,chr16,685990,686067,IR,False,171,192
ENSG00000158717.10,chr16,88706170,88706424,TSS,True,36,165
ENSG00000158717.10,chr16,88699619,88700902,TSS,True,145,164
ENSG00000103479.15,chr16,53465602,53467057,IR,True,140,180
ENSG00000103479.15,chr16,53470185,53470382,IR,True,162,196
ENSG00000103479.15,chr16,53490301,53490514,IR,True,27,192
ENSG00000103479.15,chr16,53434429,53434796,TSS,False,26,206
ENSG00000103479.15,chr16,53490129,53491649,PAS,True,38,203
ENSG00000103479.15,chr16,53490514,53491648,PAS,True,177,204
ENSG00000167962.13,chr16,1998585,1998701,IR,False,159,177
ENSG00000167962.13,chr16,2000256,2000408,5AS,False,71,153
ENSG00000167962.13,chr16,2001191,2001591,5AS,False,25,165
ENSG00000167962.13,chr16,2002423,2002520,3AS,True,137,154
ENSG00000167962.13,chr16,1997651,1998585,PAS,True,18,177
ENSG00000167962.13,chr16,2009523,2009839,TSS,True,25,183
ENSG00000205423.11,chr16,50025340,50026395,ES,False,87,103
ENSG00000183889.12,chr16,16331763,16333646,ES,True,13,107
ENSG00000183889.12,chr16,16333884,16340305,ES,False,64,112
ENSG00000183889.12,chr16,16309960,16310562,TSS,True,91,118
ENSG00000183889.12,chr16,16350091,16350612,PAS,True,23,118
ENSG00000183889.12,chr16,16348696,16350612,PAS,True,106,118
ENSG00000102858.12,chr16,4664775,4665101,3AS,False,130,145
ENSG00000102858.12,chr16,4677572,4681549,ES,False,99,147
ENSG00000102858.12,chr16,4683932,4688795,ES,False,125,151
ENSG00000039068.18,chr16,68737240,68737463,TSS,True,226,1178
ENSG00000127561.14,chr16,1989946,1990201,TSS,True,132,204
ENSG00000127561.14,chr16,1992518,1992778,TSS,True,85,204
ENSG00000127586.16,chr16,790666,791160,5AS,True,214,242
ENSG00000127586.16,chr16,790666,791160,IR,False,214,354
ENSG00000127586.16,chr16,790671,791160,IR,False,27,167
ENSG00000127586.16,chr16,791370,791850,IR,False,166,313
ENSG00000127586.16,chr16,791370,792223,ES,False,61,229
ENSG00000127586.16,chr16,791370,792223,IR,False,61,190
ENSG00000127586.16,chr16,791370,792438,5AS,False,14,135
ENSG00000127586.16,chr16,791948,792223,IR,False,186,315
ENSG00000127586.16,chr16,788582,788775,TSS,True,90,432
ENSG00000262246.5,chr16,4353000,4355163,PAS,False,23,107
ENSG00000262246.5,chr16,4358846,4359069,PAS,True,94,105
ENSG00000262246.5,chr16,4416458,4416770,TSS,True,11,107
ENSG00000162066.15,chr16,2528559,2528649,IR,False,82,117
ENSG00000162066.15,chr16,2528718,2528993,IR,False,94,115
ENSG00000162066.15,chr16,2529095,2529474,IR,False,92,121
ENSG00000162066.15,chr16,2520296,2520541,TSS,True,21,134
ENSG00000162066.15,chr16,2529474,2531422,PAS,True,30,124
ENSG00000162066.15,chr16,2528451,2531421,PAS,True,106,121
ENSG00000103067.13,chr16,68235847,68236528,TSS,True,38,261
ENSG00000140943.16,chr16,84116734,84116991,TSS,True,29,224
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,52,142
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,93,142
ENSG00000185324.21,chr16,89686759,89689251,5AS,False,79,178
ENSG00000185324.21,chr16,89686797,89690552,ES,False,16,115
ENSG00000185324.21,chr16,89693326,89693397,IR,False,158,228
ENSG00000185324.21,chr16,89693467,89694172,IR,False,203,233
ENSG00000185324.21,chr16,89694232,89694664,IR,True,174,230
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,157,252
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,137,252
ENSG00000103460.16,chr16,52546636,52547206,TSS,True,14,109
ENSG00000102974.15,chr16,67562088,67562724,TSS,True,70,404
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,64,590
ENSG00000090857.13,chr16,70114211,70114440,TSS,True,68,104
ENSG00000169221.13,chr16,30369227,30370503,TSS,False,21,140
ENSG00000141076.17,chr16,69132689,69133511,3AS,False,51,481
ENSG00000141076.17,chr16,69132343,69132689,TSS,True,76,567
ENSG00000182149.20,chr16,71922680,71924768,ES,False,56,532
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,71,631
ENSG00000153406.13,chr16,4474166,4474553,5AS,False,23,105
ENSG00000153406.13,chr16,4474422,4474639,TSS,True,109,122
ENSG00000153406.13,chr16,4474409,4474635,TSS,True,45,122
ENSG00000153406.13,chr16,4474553,4474704,TSS,True,100,122
ENSG00000103043.14,chr16,70687438,70688090,PAS,True,44,285
ENSG00000103043.14,chr16,70800796,70801178,TSS,True,38,285
ENSG00000134419.15,chr16,18789118,18790243,5AS,True,79,100
ENSG00000134419.15,chr16,18789118,18790309,5AS,True,661,740
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,199,861
ENSG00000159593.14,chr16,66826780,66830846,ES,False,427,480
ENSG00000198373.12,chr16,69762391,69786995,ES,False,95,142
ENSG00000198373.12,chr16,69762283,69762391,TSS,True,54,196
ENSG00000198373.12,chr16,69908760,69910341,PAS,True,149,166
ENSG00000167515.10,chr16,88858791,88859662,IR,True,119,138
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,124,183
ENSG00000167515.10,chr16,88857068,88857183,TSS,True,22,192
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,129,187
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,62,187
ENSG00000103126.14,chr16,289607,293487,ES,False,162,217
ENSG00000103126.14,chr16,314683,352368,ES,False,33,198
ENSG00000103126.14,chr16,352368,352725,TSS,True,26,227
ENSG00000007384.15,chr16,59127,59248,IR,False,137,153
ENSG00000007384.15,chr16,60539,61119,IR,True,109,132
ENSG00000007384.15,chr16,60539,61384,ES,True,16,118
ENSG00000007384.15,chr16,61281,61384,IR,True,109,135
ENSG00000007384.15,chr16,62691,62774,3AS,True,37,145
ENSG00000007384.15,chr16,64829,64898,IR,False,102,135
ENSG00000007384.15,chr16,72512,72868,TSS,True,38,164
ENSG00000140750.16,chr16,24920260,24930783,ES,False,117,341
ENSG00000140750.16,chr16,24935639,24941986,ES,False,66,333
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,80,439
ENSG00000103197.17,chr16,2076585,2079034,3AS,False,38,101
ENSG00000103197.17,chr16,2047311,2048065,TSS,True,74,168
ENSG00000079616.12,chr16,29804065,29804813,IR,False,862,958
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,102,834
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,93,405
ENSG00000069329.17,chr16,46683507,46683608,TSS,True,350,405
ENSG00000168411.13,chr16,74661451,74666785,ES,False,237,386
ENSG00000168411.13,chr16,74666785,74666903,TSS,True,124,510
ENSG00000077235.17,chr16,27463592,27464394,5AS,False,334,478
ENSG00000077235.17,chr16,27549669,27549957,TSS,True,166,494
ENSG00000127564.16,chr16,2979912,2980285,3AS,False,242,274
ENSG00000127564.16,chr16,2980285,2980537,TSS,True,35,309
ENSG00000149925.18,chr16,30064052,30064248,TSS,True,3502,4067
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,1024,4067
ENSG00000103544.14,chr16,19555336,19555746,TSS,True,35,326
ENSG00000066654.13,chr16,20736358,20736859,IR,False,78,260
ENSG00000066654.13,chr16,20733663,20736358,PAS,False,184,262
ENSG00000066654.13,chr16,20733663,20737286,PAS,True,79,261
ENSG00000066654.13,chr16,20741508,20741880,TSS,True,52,305
ENSG00000059145.18,chr16,1363188,1364255,PAS,False,94,107
ENSG00000059145.18,chr16,1379593,1379696,TSS,True,91,105
ENSG00000059145.18,chr16,1379532,1379706,TSS,True,57,105
ENSG00000059145.18,chr16,1414614,1414742,TSS,True,86,107
ENSG00000103495.13,chr16,29808741,29810076,ES,False,463,768
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,313,828
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,616,828
ENSG00000159579.13,chr16,57186451,57204503,5AS,False,91,179
ENSG00000159579.13,chr16,57186263,57187050,TSS,True,173,200
ENSG00000159579.13,chr16,57186242,57186451,TSS,True,109,200
ENSG00000159579.13,chr16,57186258,57186785,TSS,True,145,200
ENSG00000006194.9,chr16,3284205,3289392,ES,False,26,116
ENSG00000166847.9,chr16,23641427,23641590,TSS,True,39,264
ENSG00000085721.12,chr16,15086258,15091314,ES,False,36,205
ENSG00000085721.12,chr16,15094144,15094313,TSS,True,23,226
ENSG00000189067.12,chr16,11587150,11587291,TSS,True,309,398
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,139,398
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,259,1170
ENSG00000103449.11,chr16,51138687,51141324,TSS,True,119,173
ENSG00000103449.11,chr16,51152297,51152333,TSS,True,149,174
ENSG00000103449.11,chr16,51151165,51151710,TSS,True,94,174
ENSG00000167191.11,chr16,19884726,19884922,TSS,True,87,803
ENSG00000118894.14,chr16,5090565,5093483,ES,False,48,159
ENSG00000118894.14,chr16,5095514,5097643,ES,False,102,141
ENSG00000118894.14,chr16,5095514,5097643,5AS,False,102,128
ENSG00000118894.14,chr16,5097643,5098033,TSS,True,32,173
ENSG00000118894.14,chr16,5097279,5097766,TSS,True,147,173
ENSG00000167978.16,chr16,2752618,2752846,TSS,True,107,145
ENSG00000167978.16,chr16,2762065,2768261,TSS,True,45,110
ENSG00000167978.16,chr16,2770857,2771412,PAS,True,37,137
ENSG00000058600.15,chr16,22297352,22297537,TSS,True,23,133
ENSG00000103037.11,chr16,58515467,58515564,TSS,True,33,100
ENSG00000141002.19,chr16,89893858,89895082,3AS,False,20,190
ENSG00000141002.19,chr16,89907322,89910590,ES,False,195,226
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,25,230
ENSG00000090863.11,chr16,74452131,74453170,IR,False,74,135
ENSG00000090863.11,chr16,74451933,74452131,PAS,True,649,728
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,96,714
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,153,777
ENSG00000174938.14,chr16,29872526,29873239,ES,False,41,171
ENSG00000174938.14,chr16,29888725,29896821,ES,False,17,130
ENSG00000174938.14,chr16,29877270,29877481,TSS,True,145,180
ENSG00000174938.14,chr16,29898940,29899547,TSS,True,59,184
ENSG00000185164.14,chr16,18561875,18562171,TSS,True,58,571
ENSG00000135723.13,chr16,67234472,67236556,ES,True,90,113
ENSG00000135723.13,chr16,67247209,67249254,TSS,True,24,133
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,79,603
ENSG00000166747.12,chr16,71765584,71769622,5AS,False,100,136
ENSG00000166747.12,chr16,71808762,71809197,TSS,True,82,202
ENSG00000103356.15,chr16,23557204,23557395,TSS,True,34,221
ENSG00000103222.18,chr16,16079478,16086823,ES,True,19,101
ENSG00000103222.18,chr16,15949437,15949799,TSS,False,104,183
ENSG00000050820.16,chr16,75243090,75251470,5AS,True,293,329
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,330,624
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,405,628
ENSG00000187741.14,chr16,89736843,89738708,PAS,True,53,124
ENSG00000187741.14,chr16,89798353,89799079,PAS,True,72,101
ENSG00000187741.14,chr16,89816536,89817017,TSS,True,30,124
ENSG00000007541.16,chr16,580972,582882,ES,False,54,117
ENSG00000007541.16,chr16,569930,570096,TSS,True,26,157
ENSG00000007541.16,chr16,582882,584137,PAS,True,33,154
ENSG00000007541.16,chr16,576133,577414,PAS,True,131,151
ENSG00000074071.14,chr16,1772534,1772603,IR,True,66,100
ENSG00000074071.14,chr16,1772646,1772794,IR,True,111,124
ENSG00000074071.14,chr16,1772646,1772798,5AS,True,605,716
ENSG00000074071.14,chr16,1771888,1772513,PAS,True,106,739
ENSG00000074071.14,chr16,1772798,1773463,TSS,True,141,754
ENSG00000074071.14,chr16,1772794,1773157,TSS,True,641,754
ENSG00000103064.14,chr16,68264175,68264576,TSS,False,35,108
ENSG00000065427.14,chr16,75641723,75647577,ES,False,384,475
ENSG00000167264.17,chr16,68023351,68038005,ES,False,43,107
ENSG00000258947.6,chr16,89923321,89923458,TSS,True,43,257
ENSG00000260834.1,chr16,65230205,65233014,IR,True,80,101
ENSG00000260834.1,chr16,65233302,65234885,IR,True,39,116
ENSG00000260834.1,chr16,65227891,65228021,PAS,False,149,267
ENSG00000260834.1,chr16,65229840,65230205,PAS,True,141,267
ENSG00000260834.1,chr16,65233014,65235004,TSS,True,190,267
ENSG00000260834.1,chr16,65234885,65235004,TSS,True,80,267
ENSG00000158545.15,chr16,88586684,88598177,ES,False,131,155
ENSG00000158545.15,chr16,88570378,88570566,TSS,True,53,190
ENSG00000065057.7,chr16,2047708,2047851,TSS,True,18,157
ENSG00000132600.16,chr16,68311099,68315896,ES,False,84,117
ENSG00000132600.16,chr16,68311099,68315896,5AS,False,84,129
ENSG00000132600.16,chr16,68346280,68352247,ES,False,35,199
ENSG00000132600.16,chr16,68310965,68311099,TSS,True,89,211
ENSG00000132600.16,chr16,68310915,68311111,TSS,True,165,211
ENSG00000103423.13,chr16,4450497,4455545,ES,False,320,400
ENSG00000166123.13,chr16,46884325,46884467,TSS,False,68,547
ENSG00000140688.16,chr16,31508073,31508443,TSS,True,18,113
ENSG00000067955.13,chr16,67082308,67098709,5AS,False,172,385
ENSG00000166451.13,chr16,81020276,81024714,ES,False,19,104
ENSG00000166451.13,chr16,81028568,81031490,PAS,True,92,192
ENSG00000166451.13,chr16,81022754,81022880,PAS,False,106,192
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,372,2150
ENSG00000167526.13,chr16,89560681,89561063,TSS,True,1850,2150
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,21,159
ENSG00000103042.8,chr16,58684716,58684789,TSS,False,45,127
ENSG00000103042.8,chr16,58683954,58684726,TSS,True,99,127
ENSG00000103429.10,chr16,14632846,14633018,TSS,True,24,162
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,116,143
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,28,150
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,60,560
ENSG00000038358.14,chr16,67881845,67881953,IR,False,316,394
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,57,405
ENSG00000089486.16,chr16,4538701,4538833,TSS,True,300,346
ENSG00000089486.16,chr16,4538324,4538505,TSS,True,85,346
ENSG00000103044.10,chr16,69105698,69105787,TSS,False,85,105
ENSG00000103044.10,chr16,69106165,69106316,TSS,True,78,105
ENSG00000103044.10,chr16,69106550,69106715,TSS,False,93,105
ENSG00000103168.16,chr16,84180344,84181042,IR,False,214,269
ENSG00000103168.16,chr16,84181463,84181591,IR,False,170,264
ENSG00000103168.16,chr16,84181863,84181941,IR,False,215,255
ENSG00000103168.16,chr16,84182058,84182201,IR,False,202,250
ENSG00000103168.16,chr16,84184899,84186900,3AS,False,40,239
ENSG00000103168.16,chr16,84184989,84186900,3AS,False,28,195
ENSG00000103168.16,chr16,84186900,84187066,TSS,True,48,301
ENSG00000103326.11,chr16,551664,552050,IR,True,117,131
ENSG00000103326.11,chr16,553041,553342,3AS,True,20,150
ENSG00000103326.11,chr16,545312,548287,TSS,True,127,154
ENSG00000103326.11,chr16,527709,528029,TSS,True,77,159
ENSG00000103326.11,chr16,553338,554638,PAS,True,29,156
ENSG00000103326.11,chr16,553342,554638,PAS,True,136,156
ENSG00000237515.8,chr16,12901597,12902627,TSS,True,46,106
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,216,1118
ENSG00000180035.12,chr16,30395578,30395779,IR,False,75,125
ENSG00000180035.12,chr16,30395178,30395578,TSS,True,65,142
ENSG00000180035.12,chr16,30395433,30395873,TSS,True,92,142
ENSG00000153786.12,chr16,85011285,85011547,TSS,True,35,222
ENSG00000130182.7,chr16,3091828,3092048,IR,True,293,378
ENSG00000130182.7,chr16,3091828,3092541,ES,False,92,356
ENSG00000130182.7,chr16,3091828,3092541,IR,True,92,140
ENSG00000130182.7,chr16,3092316,3092541,IR,False,271,329
ENSG00000130182.7,chr16,3093004,3099189,ES,False,312,350
ENSG00000130182.7,chr16,3099189,3100198,TSS,True,172,544
ENSG00000125149.11,chr16,67109507,67109989,TSS,False,100,125
ENSG00000125149.11,chr16,67109937,67110004,TSS,True,71,125
ENSG00000125149.11,chr16,67109982,67110239,TSS,True,88,125
ENSG00000183723.12,chr16,66696339,66696780,TSS,True,84,111
ENSG00000103111.14,chr16,77190899,77191258,TSS,True,40,125
ENSG00000131149.18,chr16,85613116,85613398,TSS,True,112,156
ENSG00000167969.12,chr16,2251429,2251514,IR,False,180,216
ENSG00000167969.12,chr16,2239877,2240145,PAS,True,26,225
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,45,225
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,189,225
ENSG00000169682.17,chr16,28974863,28975100,IR,False,45,297
ENSG00000169682.17,chr16,28975100,28975187,IR,False,33,285
ENSG00000169682.17,chr16,28981615,28982355,ES,False,40,354
ENSG00000169682.17,chr16,28974723,28974863,TSS,True,323,375
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,128,375
ENSG00000169682.17,chr16,28974772,28975100,TSS,True,314,375
ENSG00000125107.17,chr16,58534395,58536988,5AS,False,523,607
ENSG00000125107.17,chr16,58555908,58556861,5AS,False,138,434
ENSG00000125107.17,chr16,58556990,58558472,3AS,False,54,425
ENSG00000125107.17,chr16,58629727,58629893,TSS,True,311,671
ENSG00000197562.9,chr16,590433,625431,ES,True,18,152
ENSG00000197562.9,chr16,590067,590433,TSS,True,100,161
ENSG00000197562.9,chr16,590035,590119,TSS,False,74,161
ENSG00000161999.11,chr16,682874,683166,ES,False,38,357
ENSG00000161999.11,chr16,683441,683529,IR,False,299,392
ENSG00000161999.11,chr16,683781,683860,IR,False,313,348
ENSG00000161999.11,chr16,683909,684065,IR,False,289,325
ENSG00000161999.11,chr16,684155,684233,IR,False,288,350
ENSG00000161999.11,chr16,684065,684357,TSS,True,350,401
ENSG00000161999.11,chr16,684233,684412,TSS,True,92,401
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,906,1139
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,264,1172
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,943,1172
ENSG00000125170.10,chr16,57473495,57473612,IR,False,119,144
ENSG00000125170.10,chr16,57471919,57473495,PAS,True,25,147
ENSG00000125170.10,chr16,57471916,57473736,PAS,True,122,146
ENSG00000125170.10,chr16,57486304,57486556,TSS,False,74,151
ENSG00000125170.10,chr16,57479441,57479830,TSS,True,101,151
ENSG00000102996.4,chr16,58025547,58026512,TSS,False,34,167
ENSG00000149930.17,chr16,29973724,29974648,TSS,True,43,109
ENSG00000149930.17,chr16,29991046,29992262,PAS,True,53,106
ENSG00000205250.8,chr16,67192870,67193008,IR,False,491,591
ENSG00000140694.16,chr16,14630106,14630312,TSS,True,44,262
ENSG00000103540.16,chr16,19523881,19524088,TSS,True,30,109
ENSG00000103540.16,chr16,19535971,19537587,TSS,True,97,109
ENSG00000129925.10,chr16,381700,382008,TSS,True,80,645
ENSG00000166822.12,chr16,75464467,75464731,TSS,True,43,116
ENSG00000102901.12,chr16,67830088,67830389,IR,False,82,229
ENSG00000102901.12,chr16,67830548,67831215,IR,False,156,215
ENSG00000188322.4,chr16,28292482,28293300,TSS,False,102,516
ENSG00000166595.11,chr16,66934066,66934222,IR,False,111,130
ENSG00000166595.11,chr16,66934222,66934931,TSS,True,24,135
ENSG00000166595.11,chr16,66933986,66934386,TSS,True,117,135
ENSG00000166164.15,chr16,50320774,50321981,3AS,False,276,364
ENSG00000166164.15,chr16,50368725,50369050,TSS,True,48,379
ENSG00000130731.15,chr16,634797,635280,ES,False,17,119
ENSG00000130731.15,chr16,634956,635280,3AS,False,67,103
ENSG00000130731.15,chr16,634956,635280,IR,False,67,127
ENSG00000130731.15,chr16,635340,635611,IR,False,93,127
ENSG00000130731.15,chr16,635340,636093,ES,False,47,137
ENSG00000130731.15,chr16,635774,636093,IR,False,97,131
ENSG00000130731.15,chr16,636093,636372,TSS,True,47,197
ENSG00000130731.15,chr16,634888,636356,TSS,True,174,197
ENSG00000162063.12,chr16,2429389,2429497,TSS,True,73,455
ENSG00000052344.15,chr16,31135390,31135766,TSS,True,46,406
ENSG00000184110.14,chr16,28711522,28711656,5AS,True,18,133
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,517,2578
ENSG00000090565.15,chr16,425589,426720,TSS,True,29,110
ENSG00000103257.8,chr16,87868884,87869508,TSS,False,245,1510
ENSG00000140995.16,chr16,89948814,89954242,ES,False,75,165
ENSG00000140995.16,chr16,89963443,89964220,3AS,False,52,143
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,57,223
ENSG00000140995.16,chr16,89965860,89968066,PAS,True,56,209
ENSG00000140995.16,chr16,89959013,89959366,PAS,True,139,193
ENSG00000167967.15,chr16,2223447,2223770,TSS,False,26,104
ENSG00000167967.15,chr16,2223600,2223929,TSS,True,92,104
ENSG00000153443.12,chr16,4608882,4609983,PAS,True,12,116
ENSG00000153443.12,chr16,4614677,4614897,TSS,True,32,124
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,7917,9163
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,1450,9163
ENSG00000103160.11,chr16,84145079,84145199,TSS,True,25,204
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,186,1152
ENSG00000167930.15,chr16,234790,234857,TSS,True,129,670
ENSG00000090905.18,chr16,24794719,24797489,ES,True,14,111
ENSG00000090905.18,chr16,24729331,24729846,TSS,True,123,190
ENSG00000090905.18,chr16,24789455,24791817,TSS,True,155,189
ENSG00000102882.11,chr16,30123039,30123253,TSS,True,23,146
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,96,918
ENSG00000102893.15,chr16,47461426,47463898,3AS,False,106,158
ENSG00000102893.15,chr16,47461119,47461426,TSS,True,36,213
ENSG00000132604.10,chr16,69355563,69357056,PAS,True,72,130
ENSG00000132604.10,chr16,69362895,69367199,PAS,True,63,129
ENSG00000007376.7,chr16,786928,787076,5AS,False,140,162
ENSG00000007376.7,chr16,787477,788255,ES,False,16,156
ENSG00000007376.7,chr16,787645,788255,3AS,False,25,141
ENSG00000007376.7,chr16,788255,788416,TSS,True,19,176
ENSG00000149929.15,chr16,29993808,29995102,ES,False,12,102
ENSG00000149929.15,chr16,29995540,29996188,TSS,True,12,112
ENSG00000062038.13,chr16,68644884,68645424,TSS,True,91,805
ENSG00000118900.14,chr16,4847419,4848210,TSS,False,55,109
ENSG00000103091.14,chr16,74909657,74909821,IR,True,116,133
ENSG00000103091.14,chr16,74909917,74912197,IR,True,112,127
ENSG00000103091.14,chr16,74871361,74874444,PAS,True,19,162
ENSG00000103091.14,chr16,74909969,74912362,PAS,True,134,150
ENSG00000103091.14,chr16,74984963,74985167,TSS,True,32,164
ENSG00000091651.8,chr16,46689363,46689770,TSS,True,23,192
ENSG00000167965.17,chr16,2205512,2206060,3AS,False,23,171
ENSG00000167965.17,chr16,2206409,2206496,IR,False,267,304
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,145,316
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,194,316
ENSG00000168802.12,chr16,69120649,69121435,ES,False,171,466
ENSG00000168802.12,chr16,69120649,69132483,ME,False,119,136
ENSG00000168802.12,chr16,69132483,69132612,TSS,True,180,556
ENSG00000168802.12,chr16,69132088,69132205,TSS,True,440,556
ENSG00000140632.16,chr16,4804148,4804521,IR,False,100,684
ENSG00000140632.16,chr16,4814629,4817597,3AS,False,102,657
ENSG00000140632.16,chr16,4803197,4805310,PAS,True,107,691
ENSG00000140632.16,chr16,4803198,4804148,PAS,True,622,722
ENSG00000140632.16,chr16,4847227,4847335,TSS,True,107,722
ENSG00000172775.16,chr16,57173869,57185824,5AS,False,12,102
ENSG00000172775.16,chr16,57173869,57186030,5AS,False,38,130
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,173,218
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,128,218
ENSG00000172775.16,chr16,57173727,57174340,TSS,True,195,218
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,34,218
ENSG00000103507.13,chr16,31112027,31112120,IR,False,268,393
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,129,397
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,272,397
ENSG00000102921.7,chr16,48609774,48610227,TSS,False,30,164
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,64,273
ENSG00000169217.8,chr16,30354603,30355215,TSS,True,244,273
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,29,247
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,348,463
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,121,463
ENSG00000103024.7,chr16,1771488,1771760,TSS,True,33,116
ENSG00000103024.7,chr16,1771279,1771540,TSS,True,104,116
ENSG00000157349.16,chr16,70299354,70315968,ES,False,22,161
ENSG00000157350.12,chr16,70399533,70438948,ES,True,119,141
ENSG00000157350.12,chr16,70438948,70439259,TSS,True,40,182
ENSG00000162032.15,chr16,1777872,1777945,IR,False,155,174
ENSG00000162032.15,chr16,1778321,1778434,IR,False,100,168
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,44,176
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,151,176
ENSG00000103121.8,chr16,80976179,80981805,ES,False,78,123
ENSG00000070770.8,chr16,58157906,58158353,PAS,True,131,156
ENSG00000070770.8,chr16,58197632,58198176,TSS,True,70,156
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,61,248
ENSG00000141447.17,chr18,24357121,24358511,PAS,False,93,116
ENSG00000141447.17,chr18,24271621,24272387,TSS,True,104,202
ENSG00000141447.17,chr18,24397654,24397910,TSS,True,144,252
ENSG00000154080.13,chr18,26917350,27024115,ES,False,27,115
ENSG00000154080.13,chr18,26913200,26917350,PAS,True,22,135
ENSG00000046604.12,chr18,31497941,31498296,TSS,True,184,552
ENSG00000101680.14,chr18,6955465,6956635,5AS,True,103,115
ENSG00000101680.14,chr18,7117659,7118017,TSS,True,88,125
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,98,389
ENSG00000132199.19,chr18,670007,673076,PAS,False,69,101
ENSG00000132199.19,chr18,670319,674406,PAS,True,35,100
ENSG00000132199.19,chr18,712503,712704,TSS,True,31,102
ENSG00000134755.15,chr18,31068212,31068893,ES,False,129,191
ENSG00000134755.15,chr18,31101902,31102586,TSS,True,43,206
ENSG00000101665.9,chr18,48949811,48952051,TSS,True,16,106
ENSG00000101544.8,chr18,80109027,80109472,TSS,True,67,149
ENSG00000154832.14,chr18,50285247,50285324,IR,False,203,231
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,29,248
ENSG00000101596.15,chr18,2655258,2656261,TSS,False,65,106
ENSG00000141446.10,chr18,21600622,21601029,TSS,True,45,196
ENSG00000196628.16,chr18,55229076,55232520,5AS,False,58,141
