gene,chr,start,end,splice_type,novel,lower_lobe_of_left_lung_ENCFF779VVX_in_cov,lower_lobe_of_left_lung_ENCFF779VVX_total_cov
ENSG00000011275.18,chr7,5620041,5623179,PAS,True,108,121
ENSG00000011275.18,chr7,5725321,5725438,PAS,True,21,116
ENSG00000011275.18,chr7,5781540,5781704,TSS,True,62,170
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,69,193
ENSG00000172354.9,chr7,100675747,100677660,TSS,True,158,193
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,50,430
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,383,428
ENSG00000003147.18,chr7,8232752,8235909,3AS,False,43,232
ENSG00000003147.18,chr7,8235940,8262093,3AS,True,26,135
ENSG00000003147.18,chr7,8113183,8114044,PAS,True,70,245
ENSG00000003147.18,chr7,8156712,8158652,PAS,True,206,243
ENSG00000003147.18,chr7,8262093,8262410,TSS,True,108,245
ENSG00000003147.18,chr7,8262439,8262598,TSS,True,156,245
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,37,323
ENSG00000146833.15,chr7,99890406,99892746,PAS,False,32,275
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,649,749
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,425,749
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,304,477
ENSG00000005486.16,chr7,75879260,75881828,ES,False,184,229
ENSG00000005486.16,chr7,75878980,75879260,TSS,True,38,274
ENSG00000164849.9,chr7,1055483,1057491,ES,True,157,179
ENSG00000164849.9,chr7,1055337,1055483,TSS,True,59,238
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,127,310
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,206,311
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,59,238
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,205,236
ENSG00000197150.12,chr7,151028415,151028610,TSS,False,27,117
ENSG00000164880.15,chr7,1478365,1478506,TSS,True,93,232
ENSG00000169919.16,chr7,65974704,65976014,ES,False,133,419
ENSG00000169919.16,chr7,65979726,65979905,TSS,True,394,439
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,71,439
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,45,402
ENSG00000106460.18,chr7,12211212,12211425,TSS,True,18,117
ENSG00000164597.13,chr7,107563802,107564554,TSS,True,23,101
ENSG00000130429.14,chr7,99374781,99377357,3AS,False,136,273
ENSG00000130429.14,chr7,99374781,99385701,ES,False,1889,2165
ENSG00000130429.14,chr7,99377439,99385701,5AS,False,105,281
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,27,205
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,50,201
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,137,996
ENSG00000006747.14,chr7,12652587,12655193,PAS,True,36,171
ENSG00000006747.14,chr7,12651840,12651885,PAS,True,139,171
ENSG00000128595.16,chr7,128748804,128758870,ME,False,599,2292
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,103,250
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,59,250
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,77,272
ENSG00000135241.16,chr7,108515447,108521475,3AS,False,19,127
ENSG00000135241.16,chr7,108515574,108526028,ES,False,55,157
ENSG00000135241.16,chr7,108526028,108526336,TSS,True,25,209
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,352,736
ENSG00000197157.10,chr7,127929187,127929329,TSS,True,547,720
ENSG00000242802.7,chr7,4781312,4783315,ES,False,17,109
ENSG00000242802.7,chr7,4775597,4775756,TSS,True,34,142
ENSG00000006451.7,chr7,39623552,39623825,TSS,True,18,128
ENSG00000159840.15,chr7,143381409,143381559,3AS,True,60,110
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,404,521
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,217,521
ENSG00000106636.7,chr7,44200964,44201239,TSS,True,43,155
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,227,1749
ENSG00000070669.16,chr7,97872350,97872508,TSS,True,64,311
ENSG00000136213.9,chr7,2403645,2432562,5AS,False,133,190
ENSG00000136213.9,chr7,2403570,2403659,TSS,True,175,227
ENSG00000136213.9,chr7,2403565,2403645,TSS,False,92,227
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,118,138
ENSG00000105953.14,chr7,44693821,44694004,TSS,True,107,127
ENSG00000105953.14,chr7,44707341,44707388,TSS,True,75,124
ENSG00000105953.14,chr7,44707878,44709071,PAS,True,14,129
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,379,864
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,714,864
ENSG00000186480.12,chr7,155302846,155308240,ES,False,454,580
ENSG00000186480.12,chr7,155297782,155297959,TSS,True,107,606
ENSG00000106605.10,chr7,43758734,43771137,ES,False,259,293
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,31,209
ENSG00000004799.7,chr7,95583497,95585781,PAS,True,36,350
ENSG00000004799.7,chr7,95596163,95596563,TSS,True,69,354
ENSG00000146729.9,chr7,55964521,55964701,TSS,True,33,239
ENSG00000240583.11,chr7,30911731,30912293,TSS,False,1131,1713
ENSG00000197448.13,chr7,143264167,143264547,IR,False,136,157
ENSG00000197448.13,chr7,143264676,143264991,IR,False,126,157
ENSG00000197448.13,chr7,143265092,143265260,IR,False,100,157
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,21,168
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,62,300
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,120,361
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,299,361
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,47,118
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,80,128
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,53,128
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,42,105
ENSG00000006715.15,chr7,38770442,38772637,PAS,False,78,103
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,387,2458
ENSG00000160908.14,chr7,99494631,99499637,ES,False,27,191
ENSG00000136247.14,chr7,6577498,6578565,ES,False,83,130
ENSG00000136247.14,chr7,6577498,6578565,3AS,False,83,109
ENSG00000136247.14,chr7,6577720,6578565,3AS,False,100,120
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,84,240
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,179,240
ENSG00000136286.15,chr7,44978866,44979107,TSS,True,212,294
ENSG00000136286.15,chr7,44976563,44976649,TSS,True,197,294
ENSG00000136286.15,chr7,44975483,44975651,TSS,True,263,294
ENSG00000136286.15,chr7,44967604,44967731,TSS,True,252,284
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,18,146
ENSG00000241644.2,chr7,30752130,30752304,TSS,True,117,344
ENSG00000106541.11,chr7,16801803,16804952,5AS,False,44,172
ENSG00000106541.11,chr7,16804934,16804997,TSS,True,53,182
ENSG00000106541.11,chr7,16804952,16804998,TSS,False,138,182
ENSG00000059377.16,chr7,140020024,140020323,PAS,True,47,297
ENSG00000010270.13,chr7,38178420,38207446,ES,False,311,400
ENSG00000105875.13,chr7,135211379,135211625,TSS,False,45,101
ENSG00000105875.13,chr7,135204267,135205006,TSS,True,72,101
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,55,343
ENSG00000106624.10,chr7,44112573,44112909,TSS,True,182,277
ENSG00000106624.10,chr7,44112140,44112321,TSS,True,232,277
ENSG00000239857.6,chr7,893815,893898,IR,False,204,235
ENSG00000106034.17,chr7,120987925,120989870,TSS,True,51,112
ENSG00000106034.17,chr7,120988550,120988912,TSS,True,69,112
ENSG00000106034.17,chr7,121133822,121133893,PAS,False,22,111
ENSG00000122687.17,chr7,2235564,2239417,ES,False,180,219
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,73,188
ENSG00000122687.17,chr7,2239676,2242161,IR,True,73,103
ENSG00000122687.17,chr7,2239707,2242161,5AS,True,115,145
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,56,244
ENSG00000122687.17,chr7,2241974,2242193,TSS,True,210,244
ENSG00000130305.16,chr7,73302513,73303529,PAS,True,21,200
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,391,510
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,95,606
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,523,606
ENSG00000122783.16,chr7,135167807,135168785,5AS,False,26,253
ENSG00000122783.16,chr7,135169060,135170651,5AS,True,116,264
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,167,283
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,135,283
ENSG00000106397.11,chr7,101205975,101206436,PAS,False,30,212
ENSG00000106397.11,chr7,101217165,101217751,TSS,True,94,212
ENSG00000106397.11,chr7,101212529,101212658,TSS,True,132,207
ENSG00000106348.17,chr7,128405865,128409755,ES,False,403,510
ENSG00000106348.17,chr7,128409366,128409755,3AS,False,39,102
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,245,803
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,600,803
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,122,154
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,207,375
ENSG00000106052.13,chr7,27799964,27801119,PAS,True,294,375
ENSG00000122545.19,chr7,35801270,35832803,3AS,False,23,225
ENSG00000122545.19,chr7,35801040,35801270,TSS,True,45,272
ENSG00000136280.16,chr7,44999715,44999857,TSS,False,73,103
ENSG00000136280.16,chr7,45000161,45000363,TSS,True,47,103
ENSG00000005483.20,chr7,105014535,105040838,ES,False,236,361
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,112,383
ENSG00000189077.10,chr7,75988148,75988251,IR,False,199,237
ENSG00000189077.10,chr7,75986835,75987285,PAS,True,26,237
ENSG00000086289.11,chr7,37921208,37950199,ES,False,70,262
ENSG00000086289.11,chr7,37920608,37921208,TSS,True,49,312
ENSG00000161036.12,chr7,102464921,102465160,TSS,True,31,153
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,20,159
ENSG00000158517.13,chr7,74783061,74783524,IR,False,88,122
ENSG00000158517.13,chr7,74789038,74790135,PAS,True,13,125
ENSG00000106392.10,chr7,7182820,7234302,ES,True,124,140
ENSG00000160993.3,chr7,102459710,102464713,3AS,False,21,153
ENSG00000122643.19,chr7,33026915,33062567,ES,False,76,137
ENSG00000122643.19,chr7,33062567,33063139,TSS,True,21,162
ENSG00000122643.19,chr7,33040871,33040910,TSS,True,143,162
ENSG00000106077.18,chr7,73736090,73736691,PAS,True,16,109
ENSG00000133561.15,chr7,150628288,150630057,3AS,False,65,160
ENSG00000133561.15,chr7,150625374,150628512,PAS,True,65,160
ENSG00000133561.15,chr7,150625377,150628288,PAS,False,95,160
ENSG00000133561.15,chr7,150632168,150632353,TSS,True,56,212
ENSG00000106565.17,chr7,150800297,150800549,TSS,True,27,150
ENSG00000165055.15,chr7,128476875,128477081,IR,False,62,102
ENSG00000165055.15,chr7,128493943,128500902,ES,True,12,105
ENSG00000165055.15,chr7,128476725,128476875,TSS,True,46,109
ENSG00000165055.15,chr7,128476747,128477173,TSS,True,69,109
ENSG00000165055.15,chr7,128501761,128504078,PAS,True,20,109
ENSG00000126522.16,chr7,66076093,66082367,ES,False,28,251
ENSG00000126522.16,chr7,66086662,66087333,ES,False,36,248
ENSG00000126522.16,chr7,66075735,66075856,TSS,False,183,261
ENSG00000126522.16,chr7,66075799,66076093,TSS,True,87,261
ENSG00000160991.15,chr7,102433506,102433661,TSS,True,85,221
ENSG00000160991.15,chr7,102436223,102436333,TSS,True,189,221
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,818,1124
ENSG00000135185.11,chr7,87219718,87220360,5AS,True,129,148
ENSG00000135185.11,chr7,87219718,87220360,IR,True,129,206
ENSG00000135185.11,chr7,87196158,87196758,PAS,True,77,303
ENSG00000135185.11,chr7,87219425,87220585,TSS,True,227,303
ENSG00000135185.11,chr7,87220360,87220552,TSS,False,167,303
ENSG00000033100.16,chr7,151235612,151237373,ES,True,19,102
ENSG00000033100.16,chr7,151232478,151234274,TSS,True,37,115
ENSG00000033100.16,chr7,151235156,151235612,TSS,False,84,115
ENSG00000001630.16,chr7,92134172,92134517,TSS,False,71,626
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,95,816
ENSG00000106333.12,chr7,100602333,100602551,TSS,True,71,624
ENSG00000080189.14,chr20,46358763,46364370,3AS,False,420,487
ENSG00000080189.14,chr20,46364370,46364449,TSS,True,64,559
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,410,826
ENSG00000171867.16,chr20,4686325,4686512,TSS,True,124,950
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,421,838
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,419,837
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,85,362
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,318,371
ENSG00000088930.7,chr20,21334077,21336296,PAS,True,321,357
ENSG00000173418.11,chr20,20017279,20017449,TSS,False,21,126
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,242,398
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,234,396
ENSG00000124228.14,chr20,49239235,49239342,PAS,True,347,396
ENSG00000125848.9,chr20,14327558,14337403,ES,False,145,223
ENSG00000125848.9,chr20,14337403,14337610,TSS,True,35,261
ENSG00000101187.15,chr20,62667910,62668476,ES,False,37,336
ENSG00000101187.15,chr20,62668184,62668476,IR,False,299,335
ENSG00000101187.15,chr20,62642414,62642553,TSS,True,318,382
ENSG00000101187.15,chr20,62656357,62657250,TSS,False,194,382
ENSG00000101187.15,chr20,62666403,62666575,TSS,False,290,381
ENSG00000124201.14,chr20,49275879,49278020,3AS,False,49,325
ENSG00000124201.14,chr20,49255042,49257664,PAS,True,308,393
ENSG00000124201.14,chr20,49255535,49255947,PAS,False,87,393
ENSG00000124201.14,chr20,49278020,49278447,TSS,False,88,415
ENSG00000100982.11,chr20,45934417,45934804,TSS,True,26,200
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,185,463
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,330,593
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,407,593
ENSG00000101337.15,chr20,32109517,32109755,TSS,False,30,121
ENSG00000101337.15,chr20,32165294,32167258,PAS,True,34,111
ENSG00000101236.16,chr20,3964024,4015436,ES,True,69,107
ENSG00000198959.11,chr20,38137945,38138385,PAS,True,117,137
ENSG00000198959.11,chr20,38131092,38131129,TSS,True,265,495
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,25,172
ENSG00000064205.10,chr20,44714834,44715161,TSS,True,62,123
ENSG00000064205.10,chr20,44715021,44715450,TSS,True,74,123
ENSG00000166619.13,chr20,37527792,37527915,TSS,True,42,330
ENSG00000149636.15,chr20,36773661,36774298,TSS,True,26,124
ENSG00000149636.15,chr20,36773393,36773775,TSS,True,111,124
ENSG00000243509.5,chr20,63696652,63697191,TSS,False,42,153
ENSG00000214078.12,chr20,35632923,35664759,ES,False,212,268
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,162,430
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,237,507
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,336,507
ENSG00000089063.14,chr20,5109445,5112742,5AS,False,31,100
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,460,561
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,139,639
ENSG00000101255.10,chr20,380590,381169,TSS,False,180,1216
ENSG00000125844.15,chr20,17613676,17614220,PAS,True,88,171
ENSG00000125844.15,chr20,17614099,17615529,PAS,True,131,171
ENSG00000125844.15,chr20,17658595,17660531,TSS,True,120,150
ENSG00000125844.15,chr20,17682027,17682310,TSS,True,148,173
ENSG00000125844.15,chr20,17642978,17645457,TSS,False,130,150
ENSG00000125844.15,chr20,17636576,17636872,TSS,True,132,150
ENSG00000171700.13,chr20,64076646,64079293,ES,False,30,171
ENSG00000171700.13,chr20,64079872,64079989,TSS,False,218,281
ENSG00000171700.13,chr20,64079293,64079889,TSS,True,107,281
ENSG00000100991.11,chr20,35021332,35035122,3AS,False,56,173
ENSG00000100991.11,chr20,35002334,35003283,PAS,False,41,295
ENSG00000100991.11,chr20,35092613,35092867,TSS,True,142,295
ENSG00000100991.11,chr20,35016007,35016142,TSS,True,244,283
ENSG00000100991.11,chr20,35021189,35024159,TSS,True,239,283
ENSG00000101181.17,chr20,62183001,62183057,TSS,True,86,171
ENSG00000101181.17,chr20,62191029,62193624,TSS,True,129,171
ENSG00000101181.17,chr20,62199136,62199257,TSS,True,142,171
ENSG00000101417.11,chr20,33705916,33707969,PAS,True,31,117
ENSG00000101417.11,chr20,33705916,33706170,PAS,True,101,117
ENSG00000100994.11,chr20,25248012,25248421,TSS,False,78,183
ENSG00000101363.12,chr20,37289686,37301207,ES,False,34,124
ENSG00000101363.12,chr20,37289638,37289686,TSS,True,43,168
ENSG00000101363.12,chr20,37298760,37298879,TSS,True,151,168
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,122,900
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,69,131
ENSG00000131051.22,chr20,35739017,35740823,ES,False,91,116
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,28,164
ENSG00000131051.22,chr20,35741940,35742312,TSS,True,41,165
ENSG00000101361.16,chr20,2656034,2656400,IR,False,153,174
ENSG00000101361.16,chr20,2657218,2657928,3AS,True,94,107
ENSG00000101361.16,chr20,2652183,2652663,TSS,True,32,189
ENSG00000101361.16,chr20,2657928,2658393,PAS,False,93,187
ENSG00000101361.16,chr20,2657080,2658394,PAS,True,110,185
ENSG00000197586.12,chr20,25195867,25207075,ES,False,83,171
ENSG00000197586.12,chr20,25195867,25209848,ES,False,104,346
ENSG00000197586.12,chr20,25206590,25207078,3AS,False,62,152
ENSG00000197586.12,chr20,25218614,25222837,ES,False,82,377
ENSG00000197586.12,chr20,25224157,25225204,3AS,False,271,388
ENSG00000197586.12,chr20,25195669,25195867,TSS,True,44,392
ENSG00000101161.7,chr20,63981097,63981316,TSS,False,81,493
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,228,1147
ENSG00000125818.17,chr20,1166226,1167794,PAS,True,211,441
ENSG00000125818.17,chr20,1165028,1167316,PAS,True,239,421
ENSG00000125826.20,chr20,408028,408779,TSS,True,132,559
ENSG00000101365.20,chr20,2658393,2658837,PAS,True,77,548
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,471,548
ENSG00000125872.7,chr20,6052144,6052854,TSS,True,100,114
ENSG00000125872.7,chr20,6053829,6054034,TSS,False,50,114
ENSG00000196396.9,chr20,50510347,50510590,TSS,True,127,183
ENSG00000196396.9,chr20,50581307,50581460,TSS,True,131,166
ENSG00000196396.9,chr20,50582691,50584566,PAS,True,29,115
ENSG00000101224.17,chr20,3795844,3796731,TSS,True,225,258
ENSG00000101224.17,chr20,3801395,3802100,TSS,True,211,258
ENSG00000101224.17,chr20,3802117,3802376,TSS,True,161,258
ENSG00000087460.24,chr20,58895684,58903527,ES,False,83,102
ENSG00000087460.24,chr20,58895684,58903530,ES,False,33,118
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,33,135
ENSG00000087460.24,chr20,58898985,58903530,3AS,False,90,109
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,146,324
ENSG00000087460.24,chr20,58910372,58910401,TSS,True,260,321
ENSG00000166913.12,chr20,44885886,44901530,ES,False,329,381
ENSG00000166913.12,chr20,44885672,44885886,TSS,True,51,433
ENSG00000101150.17,chr20,63873816,63882718,ES,False,115,518
ENSG00000215440.11,chr20,58691795,58693922,TSS,True,161,180
ENSG00000215440.11,chr20,58692123,58693050,TSS,False,36,180
ENSG00000215440.11,chr20,58715167,58715844,PAS,True,35,179
ENSG00000101347.9,chr20,36951435,36951779,TSS,True,119,174
ENSG00000171552.12,chr20,31722330,31722617,3AS,False,56,115
ENSG00000171552.12,chr20,31722617,31723528,TSS,True,66,181
ENSG00000274173.1,chr20,24931346,24932983,PAS,True,12,115
ENSG00000198276.15,chr20,63946640,63956259,3AS,True,61,228
ENSG00000244005.12,chr20,35698590,35699309,5AS,False,16,129
ENSG00000244005.12,chr20,35699309,35699366,TSS,True,130,146
ENSG00000244005.12,chr20,35699191,35699373,TSS,True,32,146
ENSG00000131043.11,chr20,36236256,36236503,TSS,False,212,600
ENSG00000131043.11,chr20,36239819,36240625,TSS,True,450,600
ENSG00000101191.16,chr20,62904818,62906100,PAS,True,26,124
ENSG00000101191.16,chr20,62937795,62937943,TSS,False,107,132
ENSG00000101191.16,chr20,62926431,62926528,TSS,True,40,132
ENSG00000101336.13,chr20,32073361,32073718,3AS,False,93,419
ENSG00000125901.5,chr20,3046737,3047734,IR,True,130,145
ENSG00000125901.5,chr20,3047734,3048261,PAS,False,15,148
ENSG00000125901.5,chr20,3046613,3048249,PAS,True,132,147
ENSG00000101182.14,chr20,62139197,62139780,IR,True,179,228
ENSG00000101182.14,chr20,62134466,62136949,PAS,True,38,265
ENSG00000101182.14,chr20,62139074,62139185,TSS,True,234,265
ENSG00000101182.14,chr20,62143207,62143457,TSS,True,36,265
ENSG00000240849.10,chr20,50123764,50125179,PAS,True,15,118
ENSG00000240849.10,chr20,50124169,50128187,PAS,True,106,118
ENSG00000240849.10,chr20,50153516,50153752,TSS,True,19,133
ENSG00000101384.12,chr20,10645142,10645256,TSS,True,86,155
ENSG00000101384.12,chr20,10645355,10645459,TSS,True,106,155
ENSG00000132622.10,chr20,3732561,3732794,TSS,True,52,109
ENSG00000132622.10,chr20,3744899,3745088,TSS,True,85,109
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,42,256
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,219,256
ENSG00000198171.12,chr20,3204536,3204692,TSS,False,42,371
ENSG00000101138.11,chr20,56392363,56392538,TSS,True,88,118
ENSG00000101138.11,chr20,56392378,56392713,TSS,True,41,118
ENSG00000101199.12,chr20,63272778,63272920,TSS,True,73,181
ENSG00000101158.13,chr20,58994641,58995133,PAS,True,40,393
ENSG00000101152.10,chr20,63928332,63928452,TSS,True,97,137
ENSG00000125775.14,chr20,1329084,1329197,TSS,True,79,145
ENSG00000125775.14,chr20,1392961,1393203,TSS,True,77,145
ENSG00000125970.11,chr20,34073635,34075873,ES,False,103,446
ENSG00000125970.11,chr20,33993621,33994131,TSS,True,59,451
ENSG00000125970.11,chr20,34031520,34031604,TSS,True,404,451
ENSG00000088888.17,chr20,3846822,3846903,TSS,True,63,112
ENSG00000088888.17,chr20,3864262,3864788,TSS,True,99,112
ENSG00000168734.13,chr20,44531766,44531978,TSS,True,95,152
ENSG00000168734.13,chr20,44582475,44582731,TSS,True,69,152
ENSG00000197114.11,chr20,63708118,63708552,5AS,False,142,208
ENSG00000197114.11,chr20,63733712,63734704,5AS,False,28,215
ENSG00000197114.11,chr20,63708001,63708118,TSS,True,91,233
ENSG00000197114.11,chr20,63708034,63708188,TSS,True,182,233
ENSG00000125968.8,chr20,31605285,31605813,TSS,False,72,256
ENSG00000101052.12,chr20,43591029,43594692,5AS,False,89,217
ENSG00000101052.12,chr20,43613976,43618939,ES,False,198,221
ENSG00000101052.12,chr20,43590924,43591029,TSS,False,137,226
ENSG00000101052.12,chr20,43590915,43591054,TSS,True,98,226
ENSG00000124214.19,chr20,49113337,49114893,PAS,True,23,146
ENSG00000124214.19,chr20,49117776,49117963,TSS,True,115,136
ENSG00000124214.19,chr20,49188115,49188417,TSS,False,95,155
ENSG00000124214.19,chr20,49119981,49120096,TSS,True,99,137
ENSG00000132646.10,chr20,5119577,5120011,TSS,True,32,143
ENSG00000132646.10,chr20,5126499,5126647,TSS,False,115,143
ENSG00000101019.21,chr20,35411939,35412044,TSS,True,13,110
ENSG00000089006.16,chr20,17968374,17968838,TSS,True,308,606
ENSG00000089006.16,chr20,17968699,17968940,TSS,True,378,606
ENSG00000089006.16,chr20,17953995,17954991,TSS,False,530,597
ENSG00000244687.11,chr20,50113106,50113174,TSS,True,65,361
ENSG00000089177.18,chr20,16379135,16380163,PAS,False,130,213
ENSG00000089177.18,chr20,16381685,16381747,PAS,True,91,213
ENSG00000204070.9,chr20,45363135,45363315,TSS,True,35,253
ENSG00000204070.9,chr20,45363478,45363693,TSS,True,226,253
ENSG00000101246.19,chr20,63707092,63707866,3AS,False,145,263
ENSG00000101246.19,chr20,63707866,63708027,TSS,True,64,338
ENSG00000101439.8,chr20,23626705,23629465,PAS,False,242,295
ENSG00000101439.8,chr20,23633655,23633999,PAS,True,51,287
ENSG00000025293.16,chr20,35771951,35772079,TSS,True,28,165
ENSG00000025293.16,chr20,35913248,35913338,PAS,True,52,152
ENSG00000025293.16,chr20,35899369,35899648,PAS,False,108,152
ENSG00000101294.17,chr20,31568224,31569119,5AS,False,58,126
ENSG00000130702.15,chr20,62310311,62310418,IR,True,91,104
ENSG00000130702.15,chr20,62312631,62313251,TSS,True,91,109
ENSG00000130702.15,chr20,62311400,62311536,TSS,True,95,109
ENSG00000130702.15,chr20,62313648,62314416,TSS,True,83,109
ENSG00000125835.18,chr20,2461793,2462635,3AS,False,22,214
ENSG00000125835.18,chr20,2461633,2461939,PAS,True,28,220
ENSG00000124145.6,chr20,45348324,45348430,TSS,False,84,241
ENSG00000173890.16,chr3,170037933,170038215,TSS,False,16,109
ENSG00000174640.13,chr3,134029706,134030105,TSS,True,209,237
ENSG00000047849.21,chr3,47852938,47853162,3AS,False,61,133
ENSG00000047849.21,chr3,47850688,47853039,PAS,True,327,399
ENSG00000047849.21,chr3,47850681,47852938,PAS,True,337,399
ENSG00000047849.21,chr3,47915530,47917174,PAS,False,45,261
ENSG00000047849.21,chr3,47853162,47853298,TSS,True,272,370
ENSG00000047849.21,chr3,48088772,48089274,TSS,True,385,634
ENSG00000214160.9,chr3,184245812,184248781,5AS,False,21,104
ENSG00000214160.9,chr3,184248781,184248971,TSS,True,89,111
ENSG00000214160.9,chr3,184248744,184248965,TSS,True,28,111
ENSG00000163714.17,chr3,143021382,143021472,5AS,False,59,101
ENSG00000163714.17,chr3,143001324,143001673,TSS,True,53,137
ENSG00000163714.17,chr3,143022888,143023064,TSS,True,106,133
ENSG00000163714.17,chr3,143038893,143038960,PAS,True,23,135
ENSG00000114544.16,chr3,126006564,126007113,IR,False,35,154
ENSG00000114544.16,chr3,126006057,126007225,PAS,True,35,154
ENSG00000114544.16,chr3,126006277,126006564,PAS,True,119,154
ENSG00000114544.16,chr3,126084092,126084312,TSS,False,56,154
ENSG00000114544.16,chr3,126067946,126068247,TSS,True,110,154
ENSG00000188846.13,chr3,40457363,40457889,5AS,False,124,158
ENSG00000188846.13,chr3,40457363,40457889,IR,True,124,138
ENSG00000188846.13,chr3,40457295,40457363,TSS,False,161,285
ENSG00000188846.13,chr3,40457331,40457474,TSS,True,251,285
ENSG00000188846.13,chr3,40457330,40457991,TSS,True,174,285
ENSG00000078081.7,chr3,183122202,183124214,PAS,True,83,457
ENSG00000078081.7,chr3,183131861,183132956,PAS,True,407,457
ENSG00000078081.7,chr3,183162606,183162761,TSS,True,412,509
ENSG00000078081.7,chr3,183153681,183154231,TSS,True,204,488
ENSG00000163719.19,chr3,9689082,9701789,ES,False,135,531
ENSG00000163719.19,chr3,9690143,9701789,ES,False,171,383
ENSG00000076242.14,chr3,36993297,36993663,TSS,True,54,205
ENSG00000076242.14,chr3,36993319,36993890,TSS,True,157,205
ENSG00000184432.9,chr3,139353949,139357958,PAS,True,318,766
ENSG00000184432.9,chr3,139358996,139359178,PAS,True,678,766
ENSG00000184432.9,chr3,139369483,139369544,PAS,True,571,759
ENSG00000184432.9,chr3,139389547,139389680,TSS,True,79,766
