gene,chr,start,end,splice_type,novel,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_in_cov,progenitor_cell_of_endocrine_pancreas_ENCFF803KIA_total_cov
ENSG00000185515.14,chrX,155090839,155116056,ES,False,88,106
ENSG00000185515.14,chrX,155071397,155071654,TSS,True,16,116
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,28,221
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,436,594
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,243,592
ENSG00000134602.15,chrX,132023203,132023407,TSS,True,80,340
ENSG00000134602.15,chrX,132023226,132023659,TSS,False,301,340
ENSG00000157399.14,chrX,2960420,2964223,3AS,True,565,660
ENSG00000101871.14,chrX,10445555,10449716,PAS,True,26,128
ENSG00000101871.14,chrX,10469090,10469840,PAS,True,105,125
ENSG00000101871.14,chrX,10833553,10833789,TSS,True,65,132
ENSG00000101871.14,chrX,10620289,10620585,TSS,True,89,131
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,203,234
ENSG00000102038.15,chrX,129492093,129496749,ES,False,512,1621
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,1648,1873
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,1221,1868
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,1449,1868
ENSG00000156313.13,chrX,38276772,38290958,ES,False,50,123
ENSG00000156313.13,chrX,38310770,38317315,3AS,True,17,144
ENSG00000156313.13,chrX,38269005,38269832,PAS,True,106,149
ENSG00000156313.13,chrX,38276587,38276772,PAS,True,89,149
ENSG00000156313.13,chrX,38273400,38273477,PAS,False,128,149
ENSG00000130985.16,chrX,47190712,47190950,TSS,False,134,180
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,160,180
ENSG00000130985.16,chrX,47193851,47198919,TSS,True,139,180
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,143,296
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,156,296
ENSG00000101888.11,chrX,109536844,109537021,TSS,True,149,218
ENSG00000101888.11,chrX,109537198,109537270,TSS,False,112,218
ENSG00000047230.14,chrX,16702941,16712721,ES,True,121,136
ENSG00000047230.14,chrX,16712334,16712955,TSS,False,211,258
ENSG00000047230.14,chrX,16712721,16712979,TSS,False,122,258
ENSG00000047230.14,chrX,16712557,16712958,TSS,True,227,258
ENSG00000046653.14,chrX,13771030,13774624,PAS,True,131,152
ENSG00000046653.14,chrX,13770766,13773030,PAS,True,23,152
ENSG00000046653.14,chrX,13938506,13938933,TSS,False,19,156
ENSG00000102316.16,chrX,54815678,54815880,IR,True,83,390
ENSG00000102316.16,chrX,54815690,54815880,IR,True,2658,2965
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,1212,3060
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,1991,3060
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,316,3060
ENSG00000083750.12,chrX,55751196,55753391,ES,True,149,174
ENSG00000083750.12,chrX,55758245,55758778,PAS,True,37,200
ENSG00000169093.15,chrX,1403136,1403489,PAS,True,12,110
ENSG00000101868.10,chrX,24693827,24694004,TSS,True,35,182
ENSG00000101868.10,chrX,24810707,24810803,PAS,False,111,170
ENSG00000101868.10,chrX,24739374,24739528,PAS,True,146,165
ENSG00000101868.10,chrX,24743229,24744948,PAS,True,137,166
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,160,1350
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,184,1372
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,1212,1372
ENSG00000067992.13,chrX,24539133,24540858,PAS,True,53,122
ENSG00000067992.13,chrX,24533928,24535522,PAS,True,83,122
ENSG00000067992.13,chrX,24498828,24500181,PAS,True,107,119
ENSG00000147050.14,chrX,44951195,44961283,5AS,True,154,172
ENSG00000147050.14,chrX,44974715,45010960,ES,True,161,179
ENSG00000147050.14,chrX,45059466,45061323,ME,False,31,148
ENSG00000147050.14,chrX,45060156,45061323,ES,False,118,149
ENSG00000147050.14,chrX,45061419,45063421,ES,False,85,186
ENSG00000147050.14,chrX,45069613,45070357,TSS,True,195,223
ENSG00000147050.14,chrX,44951136,44951195,TSS,True,75,232
ENSG00000147050.14,chrX,45111381,45114138,PAS,True,194,231
ENSG00000147050.14,chrX,45079145,45080715,PAS,True,73,221
ENSG00000147050.14,chrX,45082575,45082639,PAS,True,188,221
ENSG00000094841.13,chrX,75300965,75303404,5AS,False,82,101
ENSG00000094841.13,chrX,75274040,75274640,TSS,True,16,101
ENSG00000094841.13,chrX,75274665,75274758,TSS,False,87,101
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,83,381
ENSG00000072501.17,chrX,53405236,53405391,PAS,True,335,380
ENSG00000131269.16,chrX,75114831,75156104,3AS,False,134,228
ENSG00000131269.16,chrX,75051546,75053585,PAS,True,27,240
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,115,390
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,37,178
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,143,177
ENSG00000005889.15,chrX,24149794,24172714,ES,False,42,130
ENSG00000005889.15,chrX,24152830,24172714,ES,False,71,102
ENSG00000005889.15,chrX,24172800,24179182,ES,False,94,143
ENSG00000005889.15,chrX,24149244,24149794,TSS,True,50,182
ENSG00000005889.15,chrX,24208899,24209007,PAS,False,54,158
ENSG00000005889.15,chrX,24210192,24216089,PAS,True,115,158
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,298,482
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,55,539
ENSG00000068366.19,chrX,109641329,109644186,PAS,True,81,127
ENSG00000068366.19,chrX,109663301,109663402,PAS,True,59,126
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,131,502
ENSG00000085224.22,chrX,77688924,77696576,ES,False,36,166
ENSG00000085224.22,chrX,77688927,77696576,ES,False,53,424
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,500,568
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,107,628
ENSG00000085224.22,chrX,77785844,77786229,TSS,True,558,628
ENSG00000067445.20,chrX,54920878,54922217,3AS,False,99,133
ENSG00000067445.20,chrX,54926625,54927042,IR,False,129,176
ENSG00000067445.20,chrX,54928710,54930740,IR,False,57,151
ENSG00000067445.20,chrX,54928710,54931203,5AS,False,27,110
ENSG00000067445.20,chrX,54920795,54920878,TSS,True,71,206
ENSG00000157514.16,chrX,107716314,107716494,TSS,False,177,197
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,39,197
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,99,115
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,100,118
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,18,118
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,31,264
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,92,537
ENSG00000147274.14,chrX,136872345,136875085,ES,True,198,333
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,1777,2124
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,434,2106
ENSG00000188158.15,chrX,17635499,17635600,TSS,False,69,238
ENSG00000188158.15,chrX,17725346,17727758,PAS,True,21,181
ENSG00000188158.15,chrX,17731857,17736012,PAS,True,196,220
PB_novel_32063,chr13,110882483,110883793,TSS,True,133,153
PB_novel_32063,chr13,110879578,110880112,TSS,True,116,153
PB_novel_32063,chr13,110893027,110894403,PAS,True,94,153
ENSG00000102531.16,chr13,48975719,48976177,TSS,True,151,184
ENSG00000102531.16,chr13,49110302,49110406,TSS,False,82,184
ENSG00000102531.16,chr13,49198361,49198576,PAS,True,88,160
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,68,221
ENSG00000244754.8,chr13,32442765,32444126,PAS,True,220,247
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,166,244
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,148,241
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,198,237
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,177,247
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,98,247
ENSG00000136108.14,chr13,52455420,52455626,TSS,True,14,105
ENSG00000136108.14,chr13,52474894,52476648,PAS,True,25,105
ENSG00000125247.15,chr13,100668794,100674743,ES,False,93,254
ENSG00000125247.15,chr13,100603622,100605142,PAS,True,61,269
ENSG00000188342.11,chr13,45283441,45284888,PAS,False,11,103
ENSG00000204977.9,chr13,49997131,49997666,5AS,False,63,120
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,79,149
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,89,149
ENSG00000139496.15,chr13,25301530,25301880,TSS,True,13,111
ENSG00000139496.15,chr13,25339964,25342422,PAS,True,16,106
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,109,681
ENSG00000065150.18,chr13,98021735,98024777,PAS,True,78,674
ENSG00000088448.14,chr13,110893263,110906032,ES,False,107,203
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,51,235
ENSG00000088448.14,chr13,110892602,110893263,PAS,True,207,231
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,25,244
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,20,101
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,22,103
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,83,103
ENSG00000120699.12,chr13,37000369,37000822,TSS,True,25,104
ENSG00000120699.12,chr13,37000786,37002309,TSS,True,93,104
ENSG00000120699.12,chr13,37009183,37011113,PAS,True,24,104
ENSG00000120699.12,chr13,37008728,37009609,PAS,True,93,104
ENSG00000121741.16,chr13,19958671,19958841,TSS,True,84,114
ENSG00000121741.16,chr13,19958829,19958959,TSS,True,80,114
ENSG00000121741.16,chr13,19958931,19960026,TSS,True,101,114
ENSG00000121741.16,chr13,20085821,20089117,PAS,True,94,113
ENSG00000121741.16,chr13,20019546,20023661,PAS,True,62,101
ENSG00000121741.16,chr13,20082780,20083032,PAS,True,100,112
ENSG00000121741.16,chr13,20064450,20065502,PAS,True,94,111
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,164,197
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,171,197
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,82,191
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,46,308
ENSG00000136122.15,chr13,72729093,72734959,ES,False,20,122
ENSG00000136122.15,chr13,72729093,72737961,ES,True,17,153
ENSG00000136122.15,chr13,72731387,72737961,ES,False,13,117
ENSG00000213995.11,chr13,110624279,110627438,ES,False,27,236
ENSG00000213995.11,chr13,110634595,110634671,IR,True,209,275
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,57,292
ENSG00000213995.11,chr13,110615573,110615774,TSS,False,262,292
ENSG00000032742.17,chr13,20567256,20574379,ES,False,81,102
ENSG00000032742.17,chr13,20583019,20590966,ES,True,25,103
ENSG00000032742.17,chr13,20601748,20601850,IR,False,18,103
ENSG00000032742.17,chr13,20566831,20567256,TSS,True,14,119
ENSG00000032742.17,chr13,20691053,20691444,PAS,True,73,119
ENSG00000032742.17,chr13,20663497,20663584,PAS,True,95,119
ENSG00000134899.19,chr13,102845800,102846354,TSS,True,20,162
ENSG00000134899.19,chr13,102875306,102876000,PAS,True,56,162
ENSG00000134899.19,chr13,102872197,102872270,PAS,True,140,161
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,31,156
ENSG00000133119.12,chr13,33831255,33837496,PAS,True,134,156
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,300,373
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,117,373
ENSG00000134900.11,chr13,102649486,102657055,ES,False,84,100
ENSG00000134900.11,chr13,102596908,102597203,TSS,True,19,112
ENSG00000134900.11,chr13,102657055,102657152,PAS,False,44,112
ENSG00000134900.11,chr13,102676295,102679958,PAS,True,98,112
ENSG00000151849.14,chr13,24899418,24899584,PAS,True,72,106
ENSG00000151849.14,chr13,24905135,24906960,PAS,True,85,104
ENSG00000151849.14,chr13,24903924,24904058,PAS,True,80,106
ENSG00000151849.14,chr13,24922760,24922932,TSS,True,15,111
ENSG00000172766.18,chr13,41369089,41369218,PAS,False,28,112
ENSG00000172766.18,chr13,41367438,41373588,PAS,True,91,112
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,47,144
ENSG00000139684.13,chr13,46775378,46777623,PAS,True,118,144
ENSG00000139684.13,chr13,46784692,46787109,PAS,True,126,142
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,88,223
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,98,183
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,46,229
ENSG00000134884.14,chr13,106557047,106558540,TSS,True,106,141
ENSG00000027001.9,chr13,23889131,23889454,TSS,False,18,172
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,66,118
ENSG00000139842.14,chr13,113208682,113208752,TSS,False,104,118
ENSG00000189403.14,chr13,30461533,30462537,IR,True,226,328
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,135,362
ENSG00000189403.14,chr13,30460892,30462712,PAS,True,258,360
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,49,382
ENSG00000102699.5,chr13,24420926,24421314,PAS,False,86,105
ENSG00000102699.5,chr13,24512705,24512840,TSS,False,19,105
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,160,188
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,69,188
ENSG00000152767.16,chr13,98142661,98143492,TSS,True,85,103
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,63,317
ENSG00000102471.14,chr13,79481218,79481524,TSS,True,41,401
ENSG00000183098.10,chr13,93227618,93830153,ES,True,26,102
ENSG00000183098.10,chr13,93454888,93545422,TSS,True,162,230
ENSG00000183098.10,chr13,93226809,93227618,TSS,True,100,230
ENSG00000083535.15,chr13,73015868,73017752,PAS,True,60,101
ENSG00000083535.15,chr13,72908530,72909135,PAS,True,87,100
ENSG00000083535.15,chr13,72827732,72827914,PAS,True,89,100
ENSG00000136161.12,chr13,48515741,48533027,ES,False,91,191
ENSG00000139668.8,chr13,51660663,51703595,ES,True,20,111
ENSG00000139668.8,chr13,51759739,51766799,PAS,False,46,118
ENSG00000139668.8,chr13,51751309,51754110,PAS,True,84,115
ENSG00000102710.19,chr13,37009809,37012191,ES,False,105,134
ENSG00000102710.19,chr13,37017328,37019341,3AS,False,15,134
ENSG00000102710.19,chr13,37045373,37047534,3AS,False,121,158
ENSG00000102710.19,chr13,37047936,37051487,ES,False,24,171
ENSG00000102710.19,chr13,37051583,37059558,ES,True,130,145
ENSG00000102710.19,chr13,37009310,37009809,PAS,True,45,180
ENSG00000102710.19,chr13,37020761,37024193,PAS,True,156,176
ENSG00000102710.19,chr13,37059558,37059735,TSS,True,35,180
ENSG00000188175.9,chr7,93188529,93189270,PAS,True,36,339
ENSG00000106462.10,chr7,148807364,148807706,PAS,True,19,125
ENSG00000106462.10,chr7,148816707,148818117,PAS,True,103,118
ENSG00000106462.10,chr7,148884163,148884694,TSS,True,23,125
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,23,118
ENSG00000164548.10,chr7,23521840,23531788,ES,False,123,142
ENSG00000164548.10,chr7,23504779,23505569,PAS,False,46,201
ENSG00000164548.10,chr7,23531788,23532023,TSS,True,39,202
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,488,867
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,386,872
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,2147,3206
ENSG00000106484.15,chr7,130492067,130492339,TSS,True,1327,3206
ENSG00000178234.12,chr7,152025884,152094189,ES,False,140,181
ENSG00000166526.16,chr7,100077433,100079539,5AS,True,71,475
ENSG00000166526.16,chr7,100077433,100081634,ES,False,54,513
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,24,200
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,565,664
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,107,678
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,578,678
ENSG00000198420.9,chr7,143854142,143857099,5AS,False,373,522
ENSG00000198420.9,chr7,143876622,143882735,ES,True,102,126
ENSG00000198420.9,chr7,143876622,143902026,5AS,False,82,231
ENSG00000198420.9,chr7,143901960,143902185,TSS,True,436,586
ENSG00000198420.9,chr7,143902026,143902191,TSS,True,502,586
ENSG00000198420.9,chr7,143885209,143885374,TSS,True,425,586
ENSG00000198420.9,chr7,143882735,143882905,TSS,True,460,586
ENSG00000122566.21,chr7,26190460,26190992,IR,False,260,308
ENSG00000122566.21,chr7,26190460,26191055,5AS,True,31,291
ENSG00000122566.21,chr7,26191128,26191421,IR,True,71,258
ENSG00000122566.21,chr7,26191128,26192494,ES,True,83,135
ENSG00000122566.21,chr7,26191128,26192494,5AS,True,83,101
ENSG00000122566.21,chr7,26191128,26192494,IR,False,83,238
ENSG00000122566.21,chr7,26191650,26192494,IR,True,57,230
ENSG00000122566.21,chr7,26192338,26192494,IR,False,961,1155
ENSG00000122566.21,chr7,26197732,26200571,ES,False,1051,1267
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,1067,1365
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,378,1333
ENSG00000135164.18,chr7,87152555,87163494,ES,False,116,144
ENSG00000135164.18,chr7,87181341,87182227,3AS,False,80,140
ENSG00000135164.18,chr7,87152383,87152555,TSS,False,30,175
ENSG00000135164.18,chr7,87195030,87196392,PAS,True,82,175
ENSG00000135164.18,chr7,87185828,87188127,PAS,True,103,159
ENSG00000106246.17,chr7,99438691,99439280,TSS,False,16,127
ENSG00000135269.17,chr7,116210470,116210734,TSS,True,45,365
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,25,118
ENSG00000011275.18,chr7,5741644,5752845,3AS,False,92,123
ENSG00000011275.18,chr7,5620053,5624125,PAS,True,96,124
ENSG00000011275.18,chr7,5725321,5725438,PAS,True,70,124
ENSG00000263001.5,chr7,74758855,74759547,IR,False,132,177
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,193,228
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,84,216
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,169,214
ENSG00000263001.5,chr7,74749267,74749452,PAS,True,151,171
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,45,128
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,86,127
ENSG00000003147.18,chr7,8232752,8235909,3AS,False,44,157
ENSG00000003147.18,chr7,8113183,8114044,PAS,True,40,160
ENSG00000003147.18,chr7,8156712,8158652,PAS,True,140,158
ENSG00000003147.18,chr7,8262093,8262410,TSS,True,135,160
ENSG00000003147.18,chr7,8262439,8262598,TSS,True,36,160
ENSG00000122550.17,chr7,23106146,23123776,ES,False,496,555
ENSG00000122550.17,chr7,23105733,23106146,TSS,True,66,626
ENSG00000106477.18,chr7,130399039,130400706,ES,False,35,194
ENSG00000091127.13,chr7,105508520,105522051,3AS,False,23,160
ENSG00000091127.13,chr7,105456113,105457926,PAS,True,19,167
ENSG00000008311.14,chr7,122098866,122101620,ES,True,31,134
ENSG00000008311.14,chr7,122101438,122101620,IR,True,106,121
ENSG00000008311.14,chr7,122070433,122076607,PAS,True,26,165
ENSG00000106460.18,chr7,12211212,12211425,TSS,True,21,185
ENSG00000164597.13,chr7,107200133,107203630,PAS,True,31,157
ENSG00000105854.12,chr7,95402778,95405488,PAS,True,47,268
ENSG00000105854.12,chr7,95413338,95416297,PAS,True,219,260
ENSG00000164649.19,chr7,21908507,21916753,ES,False,29,200
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,74,171
ENSG00000127989.13,chr7,91880113,91880656,5AS,False,93,114
ENSG00000127989.13,chr7,91880113,91880656,IR,True,93,109
ENSG00000127989.13,chr7,91880656,91880727,TSS,False,42,136
ENSG00000127989.13,chr7,91880054,91880684,TSS,True,117,136
ENSG00000164828.17,chr7,816673,838797,ES,False,39,148
ENSG00000164828.17,chr7,849603,849922,IR,False,94,114
ENSG00000164828.17,chr7,849603,851383,ES,False,21,115
ENSG00000164828.17,chr7,852667,852809,IR,False,86,101
ENSG00000164828.17,chr7,852667,852812,3AS,False,53,139
ENSG00000164828.17,chr7,815868,816673,TSS,True,68,220
ENSG00000164828.17,chr7,873214,874920,PAS,True,39,211
ENSG00000135241.16,chr7,108515574,108526028,ES,False,96,176
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,101,816
ENSG00000004864.13,chr7,96321941,96322368,TSS,True,16,136
ENSG00000225329.3,chr7,104896064,104911915,ES,True,231,286
ENSG00000225329.3,chr7,104912148,104917559,3AS,True,64,333
ENSG00000225329.3,chr7,104912165,104917559,ES,True,148,268
ENSG00000225329.3,chr7,104912165,104920384,ME,True,11,105
ENSG00000225329.3,chr7,104917980,104920384,ES,True,225,341
ENSG00000225329.3,chr7,104917980,104926452,ES,True,43,386
ENSG00000225329.3,chr7,104919594,104920384,3AS,True,106,131
ENSG00000225329.3,chr7,104894193,104896064,PAS,False,142,431
ENSG00000225329.3,chr7,104905602,104907007,PAS,True,331,430
ENSG00000071243.15,chr7,120974727,120977212,PAS,True,19,101
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,38,144
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,111,143
ENSG00000106066.14,chr7,29121071,29146428,5AS,True,132,150
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,29,161
ENSG00000106066.14,chr7,29146340,29146495,TSS,True,144,161
ENSG00000146729.9,chr7,55978395,55981472,ES,False,109,123
ENSG00000158528.11,chr7,94907349,94907702,TSS,True,43,203
ENSG00000158528.11,chr7,95251761,95251805,PAS,True,109,200
ENSG00000158528.11,chr7,95250025,95250255,PAS,True,128,200
ENSG00000136270.13,chr7,45103443,45105440,ES,False,32,254
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,57,252
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,67,268
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,211,268
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,50,319
ENSG00000006715.15,chr7,38909153,38909215,TSS,True,36,321
ENSG00000132436.11,chr7,50447297,50448180,ES,False,77,131
ENSG00000132436.11,chr7,50448289,50450300,ES,False,30,106
ENSG00000132436.11,chr7,50444128,50447297,PAS,True,16,138
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,27,111
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,98,111
ENSG00000136243.16,chr7,23187146,23196679,ES,True,23,162
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,53,491
ENSG00000164659.14,chr7,86945046,86964903,ES,False,24,101
ENSG00000164659.14,chr7,86947922,87039755,ES,True,49,100
ENSG00000164659.14,chr7,87039871,87040102,IR,True,15,117
ENSG00000164659.14,chr7,86874912,86880530,PAS,True,89,180
ENSG00000164659.14,chr7,86908459,86908543,PAS,True,145,179
ENSG00000164659.14,chr7,87039755,87040464,TSS,True,74,181
ENSG00000164659.14,chr7,87040102,87040281,TSS,True,156,181
ENSG00000164659.14,chr7,86964903,86965028,TSS,True,159,181
ENSG00000106261.16,chr7,100015578,100015726,TSS,True,40,356
ENSG00000010270.13,chr7,38178420,38207446,ES,False,201,229
ENSG00000205060.10,chr7,134289335,134295079,PAS,True,21,181
ENSG00000205060.10,chr7,134316674,134317066,TSS,True,22,198
ENSG00000091136.13,chr7,107923712,107924087,PAS,True,271,323
ENSG00000091136.13,chr7,107934116,107935656,PAS,True,261,320
ENSG00000091136.13,chr7,107924228,107924389,PAS,True,215,323
ENSG00000091136.13,chr7,107931415,107931500,PAS,False,282,322
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,227,324
ENSG00000146733.13,chr7,56032054,56033960,ES,False,143,161
ENSG00000146733.13,chr7,56051137,56051597,TSS,True,111,164
ENSG00000146733.13,chr7,56033960,56034583,TSS,True,56,164
ENSG00000071189.21,chr7,17790760,17794292,PAS,True,73,109
ENSG00000071189.21,chr7,17816203,17816289,PAS,False,63,109
ENSG00000155849.15,chr7,36854352,36855751,PAS,True,63,134
ENSG00000155849.15,chr7,37448859,37449410,TSS,True,109,134
ENSG00000155849.15,chr7,37448674,37448979,TSS,True,69,134
ENSG00000197008.9,chr7,64794571,64831450,ES,False,25,105
ENSG00000164654.15,chr7,7566854,7567072,TSS,True,19,111
ENSG00000157224.15,chr7,90405608,90412643,5AS,False,92,112
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,68,401
ENSG00000033050.8,chr7,151226304,151227191,TSS,True,354,401
ENSG00000006652.13,chr7,112450444,112450782,TSS,True,48,474
ENSG00000105819.13,chr7,103312131,103312206,IR,False,428,573
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,174,604
ENSG00000105819.13,chr7,103312055,103312950,PAS,True,463,604
ENSG00000122687.17,chr7,2235564,2239417,ES,False,110,176
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,47,164
ENSG00000122687.17,chr7,2239707,2242161,5AS,True,117,132
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,42,206
ENSG00000122687.17,chr7,2239417,2239708,TSS,True,184,206
ENSG00000106603.18,chr7,43645399,43647534,IR,True,102,118
ENSG00000106603.18,chr7,43648652,43729428,ES,False,84,117
ENSG00000106603.18,chr7,43624367,43633408,PAS,False,72,122
ENSG00000106603.18,chr7,43638242,43639681,PAS,True,74,121
ENSG00000106049.8,chr7,27525436,27526372,PAS,True,20,147
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,130,150
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,21,171
ENSG00000122783.16,chr7,135167807,135168785,5AS,False,23,163
ENSG00000122783.16,chr7,135169060,135170651,5AS,True,95,172
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,88,183
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,107,183
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,129,235
ENSG00000106052.13,chr7,27799964,27801119,PAS,True,207,235
ENSG00000106052.13,chr7,27793065,27793213,PAS,True,205,234
ENSG00000136231.13,chr7,23310207,23312460,PAS,True,76,355
ENSG00000136231.13,chr7,23312155,23313653,PAS,True,319,355
ENSG00000136231.13,chr7,23469935,23470817,TSS,True,40,359
ENSG00000158623.14,chr7,130506237,130506806,PAS,True,31,122
ENSG00000005483.20,chr7,105014535,105040838,ES,False,213,266
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,107,285
ENSG00000005483.20,chr7,105091215,105091731,PAS,True,241,285
ENSG00000005483.20,chr7,105076962,105077193,PAS,True,253,283
ENSG00000166529.14,chr7,100049841,100056910,ES,False,58,113
ENSG00000131558.14,chr7,133253040,133253187,TSS,True,70,253
ENSG00000131558.14,chr7,133630037,133630141,TSS,True,167,207
ENSG00000131558.14,chr7,134064290,134065765,PAS,True,94,250
ENSG00000131558.14,chr7,133480049,133481070,PAS,True,162,193
ENSG00000106392.10,chr7,7182531,7182820,TSS,True,25,115
ENSG00000106392.10,chr7,7182845,7183395,TSS,True,100,115
ENSG00000122643.19,chr7,33026915,33062567,ES,False,52,118
ENSG00000132437.17,chr7,50565284,50565453,TSS,False,70,149
ENSG00000132437.17,chr7,50561013,50561076,TSS,True,79,149
ENSG00000105856.13,chr7,107169027,107179878,5AS,False,273,362
ENSG00000105856.13,chr7,107168978,107169027,TSS,False,139,433
ENSG00000105856.13,chr7,107168992,107169185,TSS,True,341,433
ENSG00000004766.16,chr7,93358316,93360912,PAS,True,38,125
ENSG00000233369.7,chr7,73205458,73206151,IR,True,176,228
ENSG00000233369.7,chr7,73154670,73155343,TSS,False,197,264
ENSG00000233369.7,chr7,73195877,73196062,TSS,True,223,253
ENSG00000233369.7,chr7,73206151,73207300,PAS,False,83,259
