gene,chr,start,end,splice_type,novel,WTC11_ENCFF373TKM_in_cov,WTC11_ENCFF373TKM_total_cov
ENSG00000137221.14,chr6,43504760,43506559,PAS,True,18,122
ENSG00000137221.14,chr6,43503622,43506560,PAS,True,106,122
ENSG00000280707.2,chr6,167231957,167232478,IR,True,211,244
ENSG00000280707.2,chr6,167232560,167233242,IR,True,60,123
ENSG00000280707.2,chr6,167232560,167233680,3AS,True,12,107
ENSG00000280707.2,chr6,167232560,167234484,3AS,True,34,128
ENSG00000280707.2,chr6,167232560,167237240,3AS,True,33,167
ENSG00000280707.2,chr6,167228070,167228397,TSS,True,76,385
ENSG00000280707.2,chr6,167237240,167237519,PAS,False,343,385
ENSG00000280707.2,chr6,167233242,167237516,PAS,False,261,321
ENSG00000280707.2,chr6,167234484,167237514,PAS,True,272,321
ENSG00000135317.12,chr6,85536924,85541984,ES,False,39,100
ENSG00000135317.12,chr6,85593578,85594177,TSS,True,24,109
ENSG00000135336.14,chr6,87653249,87656905,3AS,False,206,349
ENSG00000135336.14,chr6,87667017,87669632,PAS,True,62,378
ENSG00000237441.9,chr6,33293524,33293603,IR,False,172,197
ENSG00000237441.9,chr6,33295759,33296217,5AS,True,28,182
ENSG00000237441.9,chr6,33298869,33299417,TSS,True,128,213
ENSG00000237441.9,chr6,33297213,33297740,TSS,True,156,213
ENSG00000237441.9,chr6,33297930,33298016,TSS,True,183,213
ENSG00000118482.11,chr6,63635702,63636150,TSS,True,61,143
ENSG00000118482.11,chr6,63684126,63685911,TSS,True,122,136
ENSG00000186340.15,chr6,169253723,169253903,TSS,True,95,244
ENSG00000186340.15,chr6,169253989,169254144,TSS,False,195,244
ENSG00000120254.15,chr6,150885734,150887844,3AS,False,104,222
ENSG00000120254.15,chr6,150865293,150866049,TSS,True,49,242
ENSG00000120254.15,chr6,151101525,151102237,PAS,True,41,239
ENSG00000120254.15,chr6,150898859,150899020,PAS,False,193,225
ENSG00000080546.13,chr6,109009358,109009585,TSS,False,25,115
ENSG00000080546.13,chr6,109093794,109094921,TSS,True,103,115
ENSG00000187772.7,chr6,104957054,104957260,TSS,False,377,440
ENSG00000187772.7,chr6,104957868,104958286,TSS,True,349,440
ENSG00000187772.7,chr6,104940611,104941012,TSS,False,338,440
ENSG00000204371.11,chr6,31884799,31884911,5AS,False,765,874
ENSG00000204371.11,chr6,31888747,31889227,ES,False,282,830
ENSG00000204371.11,chr6,31897635,31897722,TSS,True,160,912
ENSG00000135597.18,chr6,138905132,138908667,ES,False,27,228
ENSG00000135597.18,chr6,138917624,138920214,3AS,False,53,225
ENSG00000135597.18,chr6,138921124,138929976,ES,False,72,229
ENSG00000137312.14,chr6,30742526,30742825,TSS,True,50,273
ENSG00000156508.17,chr6,73520999,73521033,TSS,False,1366,5503
ENSG00000204394.12,chr6,31795545,31795986,TSS,False,167,854
ENSG00000130396.20,chr6,167952187,167962438,3AS,False,68,171
ENSG00000130396.20,chr6,167966045,167969113,5AS,False,152,169
ENSG00000130396.20,chr6,167825948,167827237,TSS,True,136,220
ENSG00000130396.20,chr6,167951465,167952187,TSS,True,181,215
ENSG00000118496.4,chr6,145814602,145814815,TSS,False,40,219
ENSG00000118496.4,chr6,145804371,145805501,TSS,True,192,219
ENSG00000112146.16,chr6,53092824,53093465,IR,False,98,120
ENSG00000204560.9,chr6,30672634,30673055,TSS,True,28,199
ENSG00000112029.9,chr6,152982856,152983053,TSS,False,40,148
ENSG00000112029.9,chr6,152983233,152983627,TSS,False,122,148
ENSG00000146242.8,chr6,82363673,82363908,TSS,True,82,218
ENSG00000146242.8,chr6,82364263,82364329,TSS,False,167,218
ENSG00000112200.16,chr6,57090025,57090274,TSS,True,30,230
ENSG00000112200.16,chr6,57168422,57170306,PAS,True,25,230
ENSG00000152894.14,chr6,128520258,128520703,TSS,True,38,171
ENSG00000112110.9,chr6,159789817,159790060,TSS,True,88,108
ENSG00000112110.9,chr6,159790453,159790639,TSS,False,33,108
ENSG00000204256.12,chr6,32974765,32975383,ES,False,374,455
ENSG00000204256.12,chr6,32976936,32977441,IR,False,428,481
ENSG00000204256.12,chr6,32971713,32972927,TSS,True,203,535
ENSG00000112249.13,chr6,100508196,100509533,PAS,True,45,243
ENSG00000112249.13,chr6,100856302,100859202,PAS,False,132,157
ENSG00000112249.13,chr6,100881060,100881461,TSS,True,86,243
ENSG00000213079.9,chr6,154733389,154733930,TSS,True,55,158
ENSG00000213079.9,chr6,154831938,154834065,PAS,True,16,148
ENSG00000204525.16,chr6,31269525,31269965,3AS,False,178,215
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,23,221
ENSG00000112062.10,chr6,36076608,36102570,ME,False,35,146
ENSG00000112062.10,chr6,36027677,36028273,TSS,True,27,163
ENSG00000152661.8,chr6,121435636,121435832,TSS,True,246,875
ENSG00000146247.13,chr6,78990982,78997413,3AS,True,30,182
ENSG00000146247.13,chr6,79078028,79078544,TSS,False,105,259
ENSG00000112701.17,chr6,75621625,75623899,ES,False,209,280
ENSG00000112701.17,chr6,75634811,75640686,3AS,False,137,235
ENSG00000112701.17,chr6,75634811,75647730,ES,False,49,284
ENSG00000112701.17,chr6,75601670,75602576,TSS,True,41,323
ENSG00000112701.17,chr6,75715384,75718279,PAS,True,52,321
ENSG00000112701.17,chr6,75678810,75679873,PAS,True,263,310
ENSG00000096063.15,chr6,35921043,35921162,TSS,False,99,750
ENSG00000272398.5,chr6,106974577,106974732,TSS,True,247,1031
ENSG00000112033.13,chr6,35342534,35342681,TSS,True,18,112
ENSG00000112033.13,chr6,35425831,35428191,PAS,True,20,107
ENSG00000112033.13,chr6,35425947,35428184,PAS,True,95,107
ENSG00000206503.12,chr6,29942481,29942626,TSS,True,15,116
ENSG00000164626.8,chr6,39228925,39229528,TSS,False,31,158
ENSG00000203875.11,chr6,85678693,85678737,TSS,True,39,282
ENSG00000005700.14,chr6,82247561,82247894,TSS,True,26,104
ENSG00000112473.17,chr6,33200938,33201241,IR,False,110,219
ENSG00000112473.17,chr6,33200415,33200938,TSS,False,132,247
ENSG00000112473.17,chr6,33200846,33201656,TSS,True,138,247
ENSG00000152818.18,chr6,144582962,144583600,TSS,False,106,128
ENSG00000096696.13,chr6,7579772,7582641,5AS,False,86,200
ENSG00000096696.13,chr6,7541332,7542085,TSS,True,168,316
ENSG00000096696.13,chr6,7580336,7581569,TSS,True,267,314
ENSG00000146433.8,chr6,158625754,158631322,ES,True,14,108
ENSG00000146433.8,chr6,158560043,158560232,TSS,True,72,155
ENSG00000146433.8,chr6,158631809,158635435,PAS,False,17,125
ENSG00000277443.2,chr6,113857344,113857847,TSS,False,82,779
ENSG00000049618.23,chr6,156777178,156779471,TSS,True,75,136
ENSG00000049618.23,chr6,157200734,157201488,TSS,True,107,119
ENSG00000049618.23,chr6,157206166,157210758,PAS,True,17,114
ENSG00000111846.17,chr6,10555808,10557342,TSS,True,138,243
ENSG00000111846.17,chr6,10585730,10586914,TSS,False,125,241
ENSG00000096070.19,chr6,36200294,36201770,TSS,True,124,140
ENSG00000096070.19,chr6,36196368,36196970,TSS,True,68,140
ENSG00000096070.19,chr6,36197380,36197620,TSS,True,122,140
ENSG00000111817.17,chr6,116370902,116371121,TSS,True,60,168
ENSG00000112367.10,chr6,109825087,109825433,PAS,False,14,124
ENSG00000204592.8,chr6,30489995,30490313,3AS,True,11,102
ENSG00000204592.8,chr6,30489472,30489595,TSS,False,28,114
ENSG00000204592.8,chr6,30489504,30489995,TSS,True,98,114
ENSG00000112592.13,chr6,170554463,170556881,3AS,False,107,139
ENSG00000112592.13,chr6,170569779,170571409,IR,True,112,133
ENSG00000112592.13,chr6,170572185,170573013,PAS,True,21,145
ENSG00000112739.16,chr6,4060686,4061014,IR,False,40,305
ENSG00000112739.16,chr6,4061147,4061654,IR,False,57,306
ENSG00000112739.16,chr6,4021204,4021466,TSS,True,81,333
ENSG00000112739.16,chr6,4031558,4032755,TSS,True,293,333
ENSG00000112739.16,chr6,4060412,4064983,PAS,True,87,315
ENSG00000112739.16,chr6,4064800,4064986,PAS,False,263,333
ENSG00000096401.7,chr6,44387532,44387868,TSS,False,30,215
ENSG00000079819.18,chr6,130956499,131063154,5AS,False,181,236
ENSG00000079819.18,chr6,131063141,131063361,TSS,True,266,323
ENSG00000079819.18,chr6,131063154,131063342,TSS,True,142,323
ENSG00000145979.17,chr6,13321095,13326786,ES,False,31,109
ENSG00000145979.17,chr6,13304052,13305187,PAS,True,20,110
ENSG00000145979.17,chr6,13328295,13328560,TSS,True,74,110
ENSG00000145979.17,chr6,13328455,13328577,TSS,True,78,110
ENSG00000145979.17,chr6,13328315,13328555,TSS,False,71,110
ENSG00000064995.17,chr6,34877555,34878720,PAS,True,17,109
ENSG00000064995.17,chr6,34887786,34888052,TSS,True,15,109
ENSG00000196586.13,chr6,75892690,75907604,ES,False,107,179
ENSG00000196586.13,chr6,75749144,75749423,TSS,True,51,210
ENSG00000137409.19,chr6,36970694,36972702,5AS,False,783,1318
ENSG00000146457.15,chr6,159748369,159748589,IR,False,14,107
ENSG00000146457.15,chr6,159726986,159727333,TSS,True,107,138
ENSG00000146457.15,chr6,159727479,159727703,TSS,True,33,138
ENSG00000146457.15,chr6,159755027,159756319,PAS,True,103,138
ENSG00000146457.15,chr6,159748190,159749421,PAS,True,48,137
ENSG00000112685.13,chr6,637861,693018,ES,False,321,365
ENSG00000112685.13,chr6,485132,486764,PAS,False,56,397
ENSG00000050393.11,chr6,13814014,13814583,TSS,False,13,107
ENSG00000123505.15,chr6,110874783,110875215,TSS,True,64,557
ENSG00000111962.7,chr6,148746884,148747677,TSS,False,21,162
ENSG00000111962.7,chr6,149073832,149076996,PAS,True,17,144
ENSG00000272325.1,chr6,34392263,34392685,TSS,False,72,206
ENSG00000082269.16,chr6,70413373,70413702,TSS,True,25,128
ENSG00000082269.16,chr6,70525089,70526698,TSS,True,97,108
ENSG00000082269.16,chr6,70559715,70561636,PAS,True,29,127
ENSG00000204356.13,chr6,31954877,31955058,3AS,False,21,160
ENSG00000204310.12,chr6,32175813,32176113,TSS,True,56,158
ENSG00000204310.12,chr6,32176509,32177122,TSS,True,134,158
ENSG00000204310.12,chr6,32177233,32177346,TSS,False,138,158
ENSG00000236673.5,chr6,131902151,131904132,3AS,True,23,186
ENSG00000236673.5,chr6,131902151,131918449,ES,True,192,323
ENSG00000236673.5,chr6,131902151,131918449,3AS,True,192,230
ENSG00000236673.5,chr6,131904234,131918449,ES,True,80,119
ENSG00000236673.5,chr6,131901755,131902151,TSS,True,112,544
ENSG00000236673.5,chr6,131918449,131920566,PAS,False,206,544
ENSG00000197081.13,chr6,159969041,159969395,TSS,True,139,247
ENSG00000197081.13,chr6,160104673,160106880,PAS,True,26,235
ENSG00000008083.13,chr6,15374252,15452005,ES,True,36,282
ENSG00000008083.13,chr6,15245718,15246584,TSS,False,314,550
ENSG00000008083.13,chr6,15496132,15497170,TSS,True,461,550
ENSG00000124783.13,chr6,7313041,7313316,TSS,True,42,366
ENSG00000085377.13,chr6,105277564,105278438,PAS,False,40,268
ENSG00000085377.13,chr6,105319271,105323111,PAS,False,224,262
ENSG00000085377.13,chr6,105402846,105403599,TSS,False,34,269
ENSG00000204569.9,chr6,30617223,30617325,TSS,False,81,233
ENSG00000204351.11,chr6,31969420,31969514,IR,False,179,219
ENSG00000204351.11,chr6,31959010,31959214,TSS,True,31,222
ENSG00000204351.11,chr6,31969514,31969852,PAS,True,44,222
ENSG00000204351.11,chr6,31969279,31969846,PAS,True,187,222
ENSG00000157593.18,chr6,44257399,44257554,TSS,True,18,147
ENSG00000146386.7,chr6,139028682,139028875,TSS,True,13,119
ENSG00000079950.13,chr6,132513006,132513118,TSS,True,13,114
ENSG00000168488.18,chr16,28835399,28835548,3AS,False,460,517
ENSG00000168488.18,chr16,28836122,28836325,IR,True,62,282
ENSG00000168488.18,chr16,28836122,28836448,3AS,True,68,132
ENSG00000168488.18,chr16,28836122,28836448,IR,False,68,303
ENSG00000168488.18,chr16,28836122,28836727,ES,True,105,198
ENSG00000168488.18,chr16,28836122,28836727,5AS,False,105,171
ENSG00000168488.18,chr16,28836122,28836727,IR,False,105,287
ENSG00000168488.18,chr16,28836122,28836750,3AS,False,34,257
ENSG00000168488.18,chr16,28836122,28836750,IR,False,34,283
ENSG00000168488.18,chr16,28836485,28836727,5AS,False,127,145
ENSG00000168488.18,chr16,28836485,28836727,IR,False,127,311
ENSG00000168488.18,chr16,28836485,28836750,3AS,True,24,165
ENSG00000168488.18,chr16,28836485,28836750,IR,True,24,227
ENSG00000168488.18,chr16,28822692,28823558,TSS,True,302,550
ENSG00000168488.18,chr16,28824057,28824542,TSS,False,389,550
ENSG00000168488.18,chr16,28836727,28837237,PAS,True,282,547
ENSG00000168488.18,chr16,28835932,28837237,PAS,True,376,544
ENSG00000168488.18,chr16,28836750,28837237,PAS,True,479,547
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,63,407
ENSG00000007392.16,chr16,189339,189967,5AS,False,149,184
ENSG00000007392.16,chr16,208188,220648,ES,False,155,193
ENSG00000007392.16,chr16,227336,229278,ES,False,110,136
ENSG00000007392.16,chr16,227336,229278,3AS,False,110,123
ENSG00000007392.16,chr16,227336,229278,IR,True,110,135
ENSG00000007392.16,chr16,229278,229482,TSS,False,57,207
ENSG00000007392.16,chr16,227241,229455,TSS,True,177,207
ENSG00000102910.13,chr16,48351580,48353980,PAS,True,16,124
ENSG00000086504.16,chr16,370498,370549,TSS,False,142,202
ENSG00000086504.16,chr16,369930,370228,TSS,True,129,202
ENSG00000086504.16,chr16,370443,370530,TSS,True,163,202
ENSG00000182831.11,chr16,9116667,9119698,PAS,False,23,149
ENSG00000182831.11,chr16,9102983,9106764,PAS,True,128,146
ENSG00000088682.13,chr16,57457015,57458245,IR,True,79,100
ENSG00000088682.13,chr16,57458350,57459564,IR,True,83,102
ENSG00000187535.13,chr16,1510424,1511150,PAS,True,27,141
ENSG00000187535.13,chr16,1607119,1607305,TSS,True,106,141
ENSG00000187535.13,chr16,1610663,1612073,TSS,False,74,141
ENSG00000187535.13,chr16,1611967,1612072,TSS,False,122,141
ENSG00000103549.21,chr16,30762360,30762474,5AS,False,178,206
ENSG00000103549.21,chr16,30761581,30762360,TSS,True,85,263
ENSG00000103549.21,chr16,30762301,30762398,TSS,True,235,263
ENSG00000095906.16,chr16,1786655,1787676,ES,False,25,147
ENSG00000167005.13,chr16,56451086,56451354,TSS,True,70,636
ENSG00000205937.11,chr16,2264331,2268054,ES,False,676,1134
ENSG00000205937.11,chr16,2264760,2267662,5AS,False,116,147
ENSG00000205937.11,chr16,2268054,2268391,TSS,False,245,1380
ENSG00000103365.15,chr16,23493458,23494302,IR,False,367,432
ENSG00000103365.15,chr16,23510320,23510524,TSS,True,78,521
ENSG00000169180.11,chr16,28176095,28180940,ES,True,18,177
ENSG00000169180.11,chr16,28211365,28212028,TSS,True,76,268
ENSG00000140854.12,chr16,57755494,57755840,3AS,False,229,272
ENSG00000140854.12,chr16,57735719,57735855,TSS,True,85,285
ENSG00000140854.12,chr16,57735845,57736116,TSS,False,234,285
ENSG00000135720.12,chr16,66730223,66732338,IR,False,193,215
ENSG00000135720.12,chr16,66751484,66751839,TSS,True,71,268
ENSG00000140829.11,chr16,72104131,72104485,IR,True,153,173
ENSG00000140829.11,chr16,72093663,72094051,TSS,True,68,188
ENSG00000157045.8,chr16,15047920,15055890,ES,False,19,116
ENSG00000118898.15,chr16,4936983,4937228,TSS,True,49,112
ENSG00000072736.18,chr16,68191775,68226349,ES,False,81,109
ENSG00000072736.18,chr16,68085328,68085784,TSS,True,25,124
ENSG00000100726.14,chr16,1493605,1494280,3AS,False,41,235
ENSG00000100726.14,chr16,1493331,1493605,TSS,True,58,293
ENSG00000162062.14,chr16,2460078,2460170,TSS,True,34,102
ENSG00000162062.14,chr16,2460087,2460381,TSS,True,83,102
ENSG00000187555.14,chr16,8963206,8963982,TSS,True,120,574
ENSG00000171724.2,chr16,77788513,77788915,TSS,False,13,117
ENSG00000197006.13,chr16,21625115,21655229,3AS,False,66,275
ENSG00000197006.13,chr16,21655229,21657470,PAS,True,212,279
ENSG00000197006.13,chr16,21655226,21657471,PAS,True,70,279
ENSG00000083093.9,chr16,23641109,23641423,TSS,True,15,103
ENSG00000122390.18,chr16,3458181,3479470,ES,False,20,176
ENSG00000122390.18,chr16,3485061,3485466,5AS,False,123,184
ENSG00000122390.18,chr16,3485061,3485466,IR,False,123,147
ENSG00000122390.18,chr16,3457718,3458181,TSS,True,38,220
ENSG00000122390.18,chr16,3485466,3486958,PAS,True,28,209
ENSG00000122390.18,chr16,3484698,3486958,PAS,True,185,206
ENSG00000067836.12,chr16,4802526,4802930,TSS,True,28,109
ENSG00000067836.12,chr16,4802381,4802925,TSS,True,97,109
ENSG00000102898.11,chr16,67846891,67846985,TSS,True,43,292
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,87,439
ENSG00000198931.10,chr16,88809706,88810069,IR,True,87,104
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,105,458
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,371,458
ENSG00000129636.12,chr16,47154385,47155778,PAS,True,24,184
ENSG00000077238.13,chr16,27313504,27314020,TSS,True,21,114
ENSG00000122257.19,chr16,24539551,24540792,TSS,True,57,141
ENSG00000122257.19,chr16,24569528,24570499,TSS,True,98,120
ENSG00000122257.19,chr16,24559504,24559811,PAS,True,91,103
ENSG00000122257.19,chr16,24570875,24572863,PAS,True,25,138
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,229,656
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,223,857
ENSG00000103353.15,chr16,23557556,23557767,TSS,False,131,544
ENSG00000103353.15,chr16,23557460,23558279,TSS,True,489,544
ENSG00000167522.15,chr16,89317075,89418283,3AS,False,53,119
ENSG00000167522.15,chr16,89267618,89268663,PAS,True,130,244
ENSG00000167522.15,chr16,89286656,89288670,PAS,True,82,135
ENSG00000167522.15,chr16,89298863,89300962,PAS,True,71,131
ENSG00000167522.15,chr16,89279071,89280975,TSS,True,28,120
ENSG00000167522.15,chr16,89490244,89490714,TSS,True,124,248
ENSG00000153048.10,chr16,8868965,8869171,TSS,True,41,352
ENSG00000103148.15,chr16,84262,84595,PAS,True,84,101
ENSG00000103148.15,chr16,84272,86870,PAS,True,18,101
ENSG00000103148.15,chr16,138149,138673,TSS,True,33,101
ENSG00000103148.15,chr16,138641,138934,TSS,True,80,101
ENSG00000176953.12,chr16,28954682,28955977,IR,True,115,137
ENSG00000176953.12,chr16,28950964,28951398,TSS,True,39,194
ENSG00000140983.13,chr16,668236,668357,IR,False,80,100
ENSG00000140983.13,chr16,668411,668487,IR,False,772,860
ENSG00000140983.13,chr16,668699,670122,ES,False,117,844
ENSG00000140983.13,chr16,668699,670122,3AS,False,117,132
ENSG00000140983.13,chr16,668699,670122,IR,False,117,138
ENSG00000140983.13,chr16,670175,670265,3AS,False,109,866
ENSG00000140983.13,chr16,670175,670265,IR,False,109,138
ENSG00000140983.13,chr16,670557,670891,3AS,False,38,171
ENSG00000140983.13,chr16,671000,671082,IR,False,436,878
ENSG00000140983.13,chr16,668079,668236,TSS,True,136,941
ENSG00000124067.16,chr16,67943477,67944931,PAS,True,35,236
ENSG00000124067.16,chr16,67968438,67968667,TSS,True,74,237
ENSG00000124067.16,chr16,67966752,67966878,TSS,False,197,237
ENSG00000213380.15,chr16,69327160,69329179,PAS,True,59,171
ENSG00000213380.15,chr16,69332601,69332882,PAS,True,137,169
ENSG00000213380.15,chr16,69333035,69335348,PAS,True,144,166
ENSG00000213380.15,chr16,69339175,69339580,TSS,True,23,186
ENSG00000127580.16,chr16,685990,686067,IR,False,158,178
ENSG00000158717.10,chr16,88706170,88706424,TSS,True,27,147
ENSG00000158717.10,chr16,88699619,88700902,TSS,True,128,147
ENSG00000103479.15,chr16,53465602,53467057,IR,True,139,191
ENSG00000103479.15,chr16,53470185,53470382,IR,True,170,214
ENSG00000103479.15,chr16,53490301,53490514,IR,True,30,216
ENSG00000103479.15,chr16,53434429,53434796,TSS,False,34,231
ENSG00000103479.15,chr16,53490129,53491649,PAS,True,43,229
ENSG00000103479.15,chr16,53490514,53491648,PAS,True,199,229
ENSG00000167962.13,chr16,2000256,2000408,5AS,False,67,169
ENSG00000167962.13,chr16,2001191,2001591,5AS,False,30,174
ENSG00000167962.13,chr16,2009523,2009839,TSS,True,32,194
ENSG00000183889.12,chr16,16323289,16324383,ES,True,88,106
ENSG00000183889.12,chr16,16327906,16328004,IR,True,103,156
ENSG00000183889.12,chr16,16327906,16328650,ES,True,27,108
ENSG00000183889.12,chr16,16328198,16328650,IR,True,60,110
ENSG00000183889.12,chr16,16333884,16340305,ES,False,103,189
ENSG00000183889.12,chr16,16348732,16350091,ES,False,103,152
ENSG00000183889.12,chr16,16348732,16350091,IR,True,103,127
ENSG00000183889.12,chr16,16309960,16310562,TSS,True,149,197
ENSG00000183889.12,chr16,16350091,16350612,PAS,True,37,195
ENSG00000183889.12,chr16,16348696,16350612,PAS,True,171,195
ENSG00000102858.12,chr16,4677572,4681549,ES,False,112,158
ENSG00000102858.12,chr16,4683932,4688795,ES,False,141,166
ENSG00000039068.18,chr16,68737240,68737463,TSS,True,202,1287
ENSG00000059122.16,chr16,2911831,2912154,TSS,True,19,106
ENSG00000059122.16,chr16,2948687,2951208,PAS,True,12,104
ENSG00000059122.16,chr16,2940031,2940163,PAS,True,92,104
ENSG00000127561.14,chr16,1989946,1990201,TSS,True,107,171
ENSG00000127561.14,chr16,1992518,1992778,TSS,True,75,170
ENSG00000127586.16,chr16,790666,791160,IR,False,257,466
ENSG00000127586.16,chr16,791370,791850,IR,False,209,413
ENSG00000127586.16,chr16,791370,792223,ES,False,66,276
ENSG00000127586.16,chr16,791370,792223,IR,False,66,243
ENSG00000127586.16,chr16,791948,792223,IR,False,239,421
ENSG00000127586.16,chr16,794201,795684,ES,True,58,521
ENSG00000127586.16,chr16,788582,788775,TSS,True,107,540
ENSG00000262246.5,chr16,4353000,4355163,PAS,False,20,119
ENSG00000162066.15,chr16,2529095,2529474,IR,False,74,100
ENSG00000162066.15,chr16,2520296,2520541,TSS,True,16,114
ENSG00000162066.15,chr16,2529474,2531422,PAS,True,27,106
ENSG00000162066.15,chr16,2528993,2531421,PAS,True,91,106
ENSG00000103067.13,chr16,68235847,68236528,TSS,True,38,270
ENSG00000140943.16,chr16,84116734,84116991,TSS,True,37,223
ENSG00000185324.21,chr16,89686759,89689251,5AS,False,58,144
ENSG00000185324.21,chr16,89693326,89693397,IR,False,119,193
ENSG00000185324.21,chr16,89693467,89694172,IR,False,158,196
ENSG00000185324.21,chr16,89694232,89694664,IR,True,142,192
ENSG00000185324.21,chr16,89694788,89694930,IR,True,169,200
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,138,210
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,117,210
ENSG00000185324.21,chr16,89695594,89696368,PAS,True,22,209
ENSG00000103460.16,chr16,52464185,52468508,3AS,False,29,111
ENSG00000102974.15,chr16,67636851,67637693,3AS,False,43,350
ENSG00000102974.15,chr16,67562088,67562724,TSS,True,52,358
ENSG00000102974.15,chr16,67637687,67639185,PAS,True,45,352
ENSG00000102974.15,chr16,67637693,67639180,PAS,True,309,352
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,52,443
ENSG00000090857.13,chr16,70114211,70114440,TSS,True,62,117
ENSG00000141076.17,chr16,69132343,69132689,TSS,True,54,438
ENSG00000182149.20,chr16,71922680,71924768,ES,False,42,411
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,59,496
ENSG00000103043.14,chr16,70687438,70688090,PAS,True,59,301
ENSG00000168096.14,chr16,4734155,4734395,TSS,True,18,104
ENSG00000134419.15,chr16,18789118,18790309,5AS,True,381,432
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,101,482
ENSG00000134419.15,chr16,18790243,18790335,TSS,False,431,482
ENSG00000159593.14,chr16,66826780,66830846,ES,False,359,403
ENSG00000198373.12,chr16,69762391,69786995,ES,False,139,197
ENSG00000198373.12,chr16,69762283,69762391,TSS,True,58,256
ENSG00000167515.10,chr16,88858791,88859662,IR,True,107,124
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,118,167
ENSG00000167515.10,chr16,88857068,88857183,TSS,True,22,172
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,122,168
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,51,168
ENSG00000103126.14,chr16,289607,293487,ES,False,151,208
ENSG00000103126.14,chr16,314683,352368,ES,False,25,199
ENSG00000007384.15,chr16,60539,61119,IR,True,116,145
ENSG00000007384.15,chr16,60539,61384,ES,True,23,135
ENSG00000007384.15,chr16,61281,61384,IR,True,122,151
ENSG00000007384.15,chr16,62691,62774,3AS,True,33,168
ENSG00000007384.15,chr16,64829,64898,IR,False,121,161
ENSG00000007384.15,chr16,72512,72868,TSS,True,37,178
ENSG00000140750.16,chr16,24920260,24930783,ES,False,106,307
ENSG00000140750.16,chr16,24935639,24941986,ES,False,57,297
ENSG00000140750.16,chr16,25015208,25015404,TSS,True,49,311
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,63,430
ENSG00000103197.17,chr16,2076585,2079034,3AS,False,57,147
ENSG00000103197.17,chr16,2081798,2083694,IR,True,167,186
ENSG00000103197.17,chr16,2047311,2048065,TSS,True,79,217
ENSG00000154118.12,chr16,87602445,87603528,TSS,True,23,102
ENSG00000154118.12,chr16,87644294,87645035,TSS,True,87,101
ENSG00000079616.12,chr16,29804065,29804813,IR,False,703,805
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,77,735
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,91,345
ENSG00000069329.17,chr16,46683507,46683608,TSS,True,290,344
ENSG00000168411.13,chr16,74661451,74666785,ES,False,210,369
ENSG00000168411.13,chr16,74666785,74666903,TSS,True,112,482
ENSG00000077235.17,chr16,27463592,27464394,5AS,False,428,628
ENSG00000077235.17,chr16,27549669,27549957,TSS,True,175,639
ENSG00000127564.16,chr16,2979912,2980285,3AS,False,251,283
ENSG00000149925.18,chr16,30064052,30064248,TSS,True,2610,3025
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,734,3025
ENSG00000066654.13,chr16,20736358,20736859,IR,False,78,269
ENSG00000066654.13,chr16,20733663,20736358,PAS,False,191,269
ENSG00000066654.13,chr16,20733663,20737286,PAS,True,76,267
ENSG00000066654.13,chr16,20741508,20741880,TSS,True,32,291
ENSG00000103495.13,chr16,29808741,29810076,ES,False,460,763
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,300,797
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,590,797
ENSG00000159579.13,chr16,57186451,57204503,5AS,False,72,134
ENSG00000159579.13,chr16,57186263,57187050,TSS,True,132,155
ENSG00000159579.13,chr16,57186242,57186451,TSS,True,81,155
ENSG00000159579.13,chr16,57186258,57186785,TSS,True,117,155
ENSG00000006194.9,chr16,3282596,3284205,TSS,True,21,105
ENSG00000166847.9,chr16,23641427,23641590,TSS,True,45,257
ENSG00000085721.12,chr16,15086258,15091314,ES,False,34,189
ENSG00000085721.12,chr16,15094144,15094313,TSS,True,21,206
ENSG00000189067.12,chr16,11587150,11587291,TSS,True,257,328
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,105,328
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,219,1091
ENSG00000103449.11,chr16,51138687,51141324,TSS,True,149,199
ENSG00000103449.11,chr16,51152297,51152333,TSS,True,172,199
ENSG00000103449.11,chr16,51151165,51151710,TSS,True,93,199
ENSG00000118894.14,chr16,5097643,5098033,TSS,True,22,103
