gene,chr,start,end,splice_type,novel,adrenal_gland_ENCFF791WUV_in_cov,adrenal_gland_ENCFF791WUV_total_cov
ENSG00000103495.13,chr16,29808741,29810076,ES,False,131,197
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,71,210
ENSG00000103495.13,chr16,29806687,29808293,TSS,True,174,210
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,28,114
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,45,238
ENSG00000090238.11,chr16,30095335,30096096,3AS,False,14,139
ENSG00000188603.19,chr16,28491713,28492079,TSS,True,113,149
ENSG00000188603.19,chr16,28492019,28492296,TSS,True,42,149
ENSG00000103260.8,chr16,716992,717070,IR,False,95,124
ENSG00000103260.8,chr16,715108,715393,TSS,True,21,142
ENSG00000103260.8,chr16,717070,719652,PAS,True,29,124
ENSG00000103260.8,chr16,716932,717478,PAS,True,96,124
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,25,169
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,266,308
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,132,309
ENSG00000050820.16,chr16,75242469,75243091,TSS,True,263,308
ENSG00000007541.16,chr16,580972,582247,ES,False,102,117
ENSG00000007541.16,chr16,580972,582882,ES,False,29,152
ENSG00000007541.16,chr16,569652,569795,TSS,True,137,165
ENSG00000007541.16,chr16,569930,570096,TSS,True,48,165
ENSG00000074071.14,chr16,1771888,1772513,PAS,True,25,248
ENSG00000063854.12,chr16,1823037,1826711,ES,False,131,204
ENSG00000063854.12,chr16,1826506,1826813,TSS,True,211,264
ENSG00000063854.12,chr16,1826711,1827158,TSS,False,60,264
ENSG00000103415.11,chr16,4476360,4476487,TSS,True,18,117
ENSG00000103423.13,chr16,4450497,4455545,ES,False,220,293
ENSG00000166123.13,chr16,46884325,46884467,TSS,False,12,118
ENSG00000140688.16,chr16,31493048,31493466,IR,False,151,170
ENSG00000140688.16,chr16,31493524,31493602,IR,False,147,170
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,13,119
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,46,294
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,33,291
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,37,289
ENSG00000197912.15,chr16,89536764,89537724,PAS,True,253,283
ENSG00000038358.14,chr16,67881845,67881953,IR,False,99,111
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,18,113
ENSG00000089486.16,chr16,4538701,4538833,TSS,True,53,115
ENSG00000089486.16,chr16,4538324,4538505,TSS,True,90,115
ENSG00000103202.12,chr16,397313,398989,ES,False,118,156
ENSG00000103202.12,chr16,397174,397313,TSS,True,64,225
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,38,280
ENSG00000153786.12,chr16,84981994,84990303,ES,False,90,138
ENSG00000167969.12,chr16,2251429,2251514,IR,False,97,111
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,17,114
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,100,114
ENSG00000169682.17,chr16,28974863,28975100,IR,False,19,165
ENSG00000169682.17,chr16,28975100,28975183,IR,True,17,164
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,58,203
ENSG00000169682.17,chr16,28974772,28975100,TSS,True,174,203
ENSG00000161999.11,chr16,683441,683529,IR,False,327,368
ENSG00000161999.11,chr16,683909,684065,IR,False,299,338
ENSG00000161999.11,chr16,684155,684233,IR,False,305,344
ENSG00000161999.11,chr16,684233,684412,TSS,True,71,386
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,287,335
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,60,347
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,299,347
ENSG00000140961.12,chr16,83953239,83953370,TSS,True,13,118
ENSG00000149930.17,chr16,29973724,29974648,TSS,True,43,103
ENSG00000149930.17,chr16,29991046,29992262,PAS,True,49,102
ENSG00000205250.8,chr16,67192870,67193008,IR,False,122,148
ENSG00000129925.10,chr16,376455,376543,IR,True,140,156
ENSG00000103034.14,chr16,58464095,58464467,TSS,True,801,1115
ENSG00000103034.14,chr16,58463373,58463797,TSS,True,424,1115
ENSG00000102901.12,chr16,67830088,67830389,IR,False,48,128
ENSG00000102901.12,chr16,67830548,67831215,IR,False,91,126
ENSG00000102901.12,chr16,67832315,67832454,IR,False,96,111
ENSG00000166164.15,chr16,50320774,50321981,3AS,False,75,124
ENSG00000196502.11,chr16,28609930,28610055,TSS,True,47,466
ENSG00000130731.15,chr16,634797,635280,ES,False,32,131
ENSG00000130731.15,chr16,636093,636372,TSS,True,21,155
ENSG00000090565.15,chr16,489000,496823,ES,False,90,142
ENSG00000090565.15,chr16,425589,426720,TSS,True,20,160
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,24,123
ENSG00000140995.16,chr16,89965860,89968066,PAS,True,17,115
ENSG00000140995.16,chr16,89959013,89959366,PAS,True,96,112
ENSG00000167967.15,chr16,2223447,2223770,TSS,False,12,101
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,31,249
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,2062,2297
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,433,2297
ENSG00000140859.15,chr16,57772288,57794998,ES,False,83,159
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,30,197
ENSG00000189091.12,chr16,70548442,70554445,ES,False,112,127
ENSG00000167930.15,chr16,234790,234857,TSS,True,67,351
ENSG00000102882.11,chr16,30114708,30116635,ES,False,138,178
ENSG00000103005.11,chr16,58001398,58001581,TSS,True,20,145
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,26,171
ENSG00000102893.15,chr16,47461426,47463898,3AS,False,95,112
ENSG00000102893.15,chr16,47461426,47497398,ES,False,35,149
ENSG00000102893.15,chr16,47461119,47461426,TSS,True,18,168
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,50,130
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,101,130
ENSG00000167965.17,chr16,2205453,2206214,TSS,True,116,130
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,718,939
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,192,1141
ENSG00000168802.12,chr16,69132483,69132612,TSS,True,14,112
ENSG00000140632.16,chr16,4804148,4804521,IR,False,37,122
ENSG00000140632.16,chr16,4814629,4817597,3AS,False,21,123
ENSG00000140632.16,chr16,4803197,4805310,PAS,True,40,125
ENSG00000140632.16,chr16,4803198,4804148,PAS,True,97,134
ENSG00000140632.16,chr16,4847227,4847335,TSS,True,15,134
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,73,469
ENSG00000103507.13,chr16,31112027,31112120,IR,False,368,424
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,64,432
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,378,431
ENSG00000175938.6,chr16,30953184,30954937,PAS,True,40,232
ENSG00000175938.6,chr16,30956199,30956508,PAS,False,200,240
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,292,326
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,35,326
ENSG00000103024.7,chr16,1771171,1771279,IR,False,132,165
ENSG00000103024.7,chr16,1771410,1771488,IR,False,152,175
ENSG00000103024.7,chr16,1771488,1771760,TSS,True,34,186
ENSG00000103024.7,chr16,1771279,1771540,TSS,True,165,186
ENSG00000162032.15,chr16,1778048,1778133,IR,False,279,311
ENSG00000162032.15,chr16,1778321,1778434,IR,False,220,307
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,116,322
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,281,322
ENSG00000162032.15,chr16,1781765,1782509,TSS,True,277,322
ENSG00000118680.13,chr18,3262132,3262237,TSS,False,72,464
ENSG00000141447.17,chr18,24271621,24272387,TSS,True,30,168
ENSG00000141447.17,chr18,24397654,24397910,TSS,True,143,168
ENSG00000101638.13,chr18,46704664,46756377,ES,False,70,121
ENSG00000154832.14,chr18,50283564,50283704,IR,False,143,163
ENSG00000154832.14,chr18,50285247,50285324,IR,False,132,156
ENSG00000154832.14,chr18,50285928,50286021,IR,False,118,150
ENSG00000154832.14,chr18,50286858,50287586,ES,False,112,133
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,30,163
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,48,193
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,37,233
ENSG00000133313.14,chr18,74496376,74500033,TSS,True,200,233
ENSG00000141458.12,chr18,23531171,23532284,PAS,True,20,101
ENSG00000168461.12,chr18,9708127,9708444,TSS,True,52,393
ENSG00000166974.12,chr18,35041387,35041661,TSS,False,22,101
ENSG00000166974.12,chr18,34977023,34977079,TSS,True,89,101
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,37,196
ENSG00000122490.18,chr18,79919400,79943328,ES,False,27,114
ENSG00000122490.18,chr18,79943462,79950723,ES,False,115,132
ENSG00000122490.18,chr18,79951580,79951684,TSS,True,20,142
ENSG00000141448.8,chr18,22169431,22169682,TSS,False,139,322
ENSG00000141448.8,chr18,22171105,22172279,TSS,True,261,322
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,82,135
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,61,135
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,145,195
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,43,103
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,67,103
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,116,136
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,32,135
ENSG00000141380.13,chr18,26035127,26038554,ES,False,124,212
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,47,235
ENSG00000185231.4,chr18,13915487,13915593,TSS,False,44,228
ENSG00000082397.17,chr18,5393478,5395608,ME,True,103,119
ENSG00000082397.17,chr18,5393478,5395066,ES,False,102,205
ENSG00000082397.17,chr18,5394793,5395608,ES,True,16,118
ENSG00000082397.17,chr18,5543912,5544333,TSS,True,38,229
ENSG00000141644.17,chr18,50273426,50273563,3AS,False,20,111
ENSG00000141644.17,chr18,50273863,50274976,ES,False,11,106
ENSG00000141644.17,chr18,50266751,50269818,PAS,True,52,114
ENSG00000141644.17,chr18,50266886,50269811,PAS,True,89,114
ENSG00000141644.17,chr18,50281362,50281805,TSS,True,14,116
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,30,170
ENSG00000178605.13,chrX,303347,303477,PAS,True,106,120
ENSG00000178605.13,chrX,304746,305197,PAS,True,14,118
ENSG00000214717.11,chrX,2490769,2500816,3AS,False,66,190
ENSG00000214717.11,chrX,2486435,2490769,PAS,True,135,205
ENSG00000214717.11,chrX,2486424,2490772,PAS,True,72,205
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,31,221
ENSG00000125354.22,chrX,119616940,119618786,PAS,True,108,317
ENSG00000125354.22,chrX,119615723,119620051,PAS,True,235,317
ENSG00000125354.22,chrX,119693075,119694314,TSS,False,33,319
ENSG00000196998.17,chrX,49076750,49077642,3AS,False,171,191
ENSG00000123595.7,chrX,13689288,13708720,ES,False,25,104
ENSG00000123595.7,chrX,13689107,13689288,TSS,True,12,116
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,141,220
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,85,246
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,172,246
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,17,166
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,61,209
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,22,217
ENSG00000197976.11,chrX,1599432,1600137,IR,False,55,189
ENSG00000197976.11,chrX,1599432,1600658,ES,True,121,176
ENSG00000197976.11,chrX,1599432,1600658,IR,True,121,254
ENSG00000197976.11,chrX,1600207,1600658,IR,True,56,189
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,179,310
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,133,310
ENSG00000147140.15,chrX,71283721,71290628,ES,False,33,325
ENSG00000130821.15,chrX,153687912,153688836,TSS,True,31,144
ENSG00000101955.14,chrX,38220695,38220913,TSS,True,17,123
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,17,149
ENSG00000185222.9,chrX,103356606,103357614,ES,False,17,123
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,60,127
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,69,127
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,136,160
ENSG00000071889.16,chrX,154511871,154512822,ES,False,130,159
ENSG00000071889.16,chrX,154515812,154515909,IR,False,67,162
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,105,172
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,77,172
ENSG00000196924.15,chrX,154355072,154357433,ES,False,108,185
ENSG00000196924.15,chrX,154370872,154371356,TSS,True,242,290
ENSG00000068323.16,chrX,49039345,49040454,3AS,False,95,191
ENSG00000068323.16,chrX,49043110,49043645,TSS,True,59,248
ENSG00000068323.16,chrX,49038196,49038441,TSS,False,222,248
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,478,556
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,138,556
ENSG00000165775.17,chrX,155026822,155027071,TSS,False,12,107
ENSG00000133131.14,chrX,106941632,106941975,5AS,False,67,149
ENSG00000133131.14,chrX,106993362,106999867,ES,True,18,148
ENSG00000102271.13,chrX,87669328,87670050,PAS,False,103,119
ENSG00000102271.13,chrX,87666474,87670049,PAS,True,16,116
ENSG00000101911.12,chrX,12799390,12809233,5AS,False,106,121
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,43,299
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,41,319
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,46,254
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,161,295
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,168,295
ENSG00000147155.10,chrX,48521791,48521907,TSS,True,24,147
ENSG00000102312.21,chrX,48509103,48509783,3AS,False,84,102
ENSG00000102312.21,chrX,48509956,48511365,3AS,False,22,110
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,325,457
ENSG00000102038.15,chrX,129492093,129496749,ES,False,186,502
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,150,510
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,365,510
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,107,869
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,111,452
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,294,1271
ENSG00000130988.12,chrX,47084600,47091677,ES,False,59,262
ENSG00000130988.12,chrX,47078189,47078709,TSS,True,57,289
ENSG00000130988.12,chrX,47080440,47080936,TSS,False,246,289
ENSG00000102316.16,chrX,54815690,54815880,IR,True,575,641
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,161,655
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,567,655
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,66,655
ENSG00000155659.14,chrX,66022166,66022840,3AS,False,20,110
ENSG00000155659.14,chrX,66021737,66022166,PAS,True,110,131
ENSG00000155659.14,chrX,66021737,66022500,PAS,True,32,131
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,48,278
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,63,291
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,243,291
ENSG00000182492.15,chrX,153494831,153495113,TSS,True,80,570
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,26,246
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,131,166
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,125,404
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,279,400
ENSG00000067177.14,chrX,72713941,72714050,IR,True,33,111
ENSG00000067177.14,chrX,72713802,72714313,TSS,True,40,118
ENSG00000067177.14,chrX,72714050,72714318,TSS,True,85,118
ENSG00000071859.14,chrX,154449735,154449882,IR,False,94,107
ENSG00000269335.5,chrX,154556376,154558534,3AS,False,11,108
ENSG00000269335.5,chrX,154561784,154562809,IR,True,94,111
ENSG00000269335.5,chrX,154547304,154547745,TSS,True,36,112
ENSG00000269335.5,chrX,154542171,154542452,TSS,True,98,112
ENSG00000184205.14,chrX,53083305,53084544,3AS,False,134,220
ENSG00000184205.14,chrX,53082325,53083305,TSS,True,28,246
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,117,149
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,23,172
ENSG00000068366.19,chrX,109733138,109733373,TSS,True,21,135
ENSG00000068308.13,chrX,48922910,48923136,IR,False,16,116
ENSG00000068308.13,chrX,48923295,48923632,3AS,True,89,117
ENSG00000068308.13,chrX,48922023,48923295,PAS,True,39,117
ENSG00000068308.13,chrX,48922023,48923298,PAS,True,95,117
ENSG00000068308.13,chrX,48922205,48922910,PAS,True,100,117
ENSG00000068308.13,chrX,48956976,48958381,TSS,True,23,127
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,270,823
ENSG00000157514.16,chrX,107775099,107775753,TSS,True,681,824
ENSG00000126903.15,chrX,154488496,154488583,IR,False,21,105
ENSG00000126903.15,chrX,154487310,154489082,PAS,True,21,105
ENSG00000126903.15,chrX,154487310,154488496,PAS,True,84,105
ENSG00000126903.15,chrX,154490306,154490655,TSS,True,24,113
ENSG00000147403.16,chrX,154398394,154398496,5AS,False,104,118
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,342,433
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,344,436
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,92,436
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,51,171
ENSG00000102226.9,chrX,47233399,47233533,TSS,False,140,171
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,161,204
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,58,201
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,88,156
ENSG00000134905.16,chr13,110640020,110641608,PAS,True,19,182
ENSG00000139508.14,chr13,28718495,28719011,TSS,True,13,101
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,58,151
ENSG00000198176.12,chr13,113623286,113633119,ES,False,15,103
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,21,113
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,18,114
ENSG00000130177.15,chr13,114272481,114272563,IR,False,23,108
ENSG00000130177.15,chr13,114272563,114272744,PAS,True,85,108
ENSG00000130177.15,chr13,114272183,114272742,PAS,True,24,108
ENSG00000213995.11,chr13,110615647,110622215,5AS,True,197,222
ENSG00000213995.11,chr13,110634776,110635467,IR,True,203,239
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,51,255
ENSG00000213995.11,chr13,110615573,110615774,TSS,False,223,255
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,54,206
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,172,206
ENSG00000136111.13,chr13,75481269,75482649,TSS,False,101,354
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,14,118
ENSG00000139684.13,chr13,46775378,46777623,PAS,True,106,118
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,23,172
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,126,295
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,92,269
ENSG00000186184.17,chr13,27621003,27622009,TSS,True,47,181
ENSG00000186184.17,chr13,27620733,27621140,TSS,True,148,181
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,62,179
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,122,179
ENSG00000123179.13,chr13,49663195,49691253,ES,False,39,156
ENSG00000136167.13,chr13,46182110,46182296,TSS,True,59,127
ENSG00000136167.13,chr13,46211731,46211823,TSS,False,91,127
ENSG00000102471.14,chr13,79481521,79520809,5AS,True,14,122
ENSG00000102471.14,chr13,79481218,79481524,TSS,True,15,123
ENSG00000102471.14,chr13,79481261,79481521,TSS,True,109,123
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,39,245
ENSG00000102804.14,chr13,44573162,44577306,TSS,True,221,249
ENSG00000169062.14,chr13,114281181,114281846,TSS,True,63,119
ENSG00000169062.14,chr13,114281611,114282127,TSS,True,70,119
ENSG00000169062.14,chr13,114304788,114305828,PAS,True,28,119
ENSG00000139793.18,chr13,97347067,97357481,ES,False,203,230
ENSG00000139793.18,chr13,97357635,97391321,ES,False,169,232
ENSG00000106635.7,chr7,73552242,73557486,ES,False,125,145
ENSG00000106608.16,chr7,43887485,43906561,ES,False,27,172
ENSG00000106608.16,chr7,43887811,43906561,3AS,False,21,145
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,49,221
ENSG00000106608.16,chr7,43926131,43926753,TSS,True,185,225
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,101,197
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,97,197
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,312,365
ENSG00000106484.15,chr7,130492067,130492339,TSS,True,74,365
ENSG00000164850.14,chr7,1086815,1087244,TSS,True,41,107
ENSG00000164850.14,chr7,1087168,1088321,TSS,True,72,107
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,375,462
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,183,462
ENSG00000178234.12,chr7,152025884,152094189,ES,False,105,122
ENSG00000106351.12,chr7,100555735,100562258,ES,False,173,212
ENSG00000106351.12,chr7,100539190,100539567,TSS,True,30,230
ENSG00000198420.9,chr7,143854142,143857099,5AS,False,111,135
ENSG00000198420.9,chr7,143876622,143902026,5AS,False,29,111
ENSG00000198420.9,chr7,143901960,143902185,TSS,True,72,153
ENSG00000198420.9,chr7,143902026,143902191,TSS,True,124,153
ENSG00000122566.21,chr7,26197732,26200571,ES,False,384,457
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,419,523
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,118,514
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,62,523
ENSG00000153814.12,chr7,28180462,28180812,TSS,True,82,115
ENSG00000153814.12,chr7,27863844,27864051,TSS,False,43,115
ENSG00000106025.8,chr7,120787319,120788897,PAS,True,20,101
ENSG00000106025.8,chr7,120855115,120855381,PAS,True,81,101
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,27,101
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,66,246
ENSG00000172354.9,chr7,100678157,100678299,TSS,True,207,246
ENSG00000263001.5,chr7,74716950,74728785,ES,False,221,305
ENSG00000263001.5,chr7,74758855,74759547,IR,False,256,313
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,36,327
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,69,325
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,267,325
ENSG00000170632.13,chr7,103075411,103083681,ES,False,101,132
ENSG00000170632.13,chr7,103086764,103097276,ES,False,27,128
ENSG00000077454.15,chr7,100576777,100576901,IR,False,121,143
ENSG00000077454.15,chr7,100577154,100577272,IR,False,119,138
ENSG00000077454.15,chr7,100574010,100574356,PAS,False,129,146
ENSG00000077454.15,chr7,100572227,100575304,PAS,True,22,146
ENSG00000122550.17,chr7,23106146,23123776,ES,False,172,195
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,30,192
ENSG00000106538.9,chr7,150341577,150341721,TSS,True,387,2818
ENSG00000106538.9,chr7,150340435,150341645,TSS,True,2512,2818
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,62,511
ENSG00000005486.16,chr7,75879260,75881828,ES,False,665,794
ENSG00000146963.17,chr7,139360322,139376061,ES,False,160,183
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,28,189
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,161,188
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,103,499
ENSG00000169919.16,chr7,65974704,65976014,ES,False,39,180
ENSG00000105808.17,chr7,102587770,102592284,ES,False,98,195
ENSG00000105808.17,chr7,102616624,102616790,TSS,True,72,205
ENSG00000105808.17,chr7,102611085,102611853,TSS,True,166,205
ENSG00000164896.19,chr7,151077236,151077309,IR,False,229,269
ENSG00000164896.19,chr7,151077401,151077620,IR,False,222,259
ENSG00000164896.19,chr7,151079922,151080684,5AS,False,170,208
ENSG00000164896.19,chr7,151079922,151080684,IR,True,170,199
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,91,272
ENSG00000164896.19,chr7,151079499,151080863,TSS,True,236,272
ENSG00000164896.19,chr7,151080436,151080839,TSS,False,239,272
ENSG00000274523.4,chr7,75073413,75073871,TSS,True,30,271
ENSG00000127399.14,chr7,150323152,150323560,TSS,True,121,238
ENSG00000127399.14,chr7,150322676,150323212,TSS,False,123,238
ENSG00000127399.14,chr7,150336717,150338156,PAS,True,155,239
ENSG00000127399.14,chr7,150328634,150332719,PAS,False,101,239
ENSG00000272752.6,chr7,100336220,100338178,5AS,True,37,152
ENSG00000272752.6,chr7,100345968,100349798,3AS,False,71,154
ENSG00000272752.6,chr7,100351410,100352162,IR,True,27,147
ENSG00000272752.6,chr7,100352914,100352996,IR,True,113,157
ENSG00000272752.6,chr7,100353270,100355142,ES,True,37,148
ENSG00000272752.6,chr7,100336059,100336337,TSS,True,44,160
ENSG00000272752.6,chr7,100336068,100336220,TSS,True,120,160
ENSG00000106290.14,chr7,100114268,100119203,ES,False,115,143
ENSG00000106290.14,chr7,100114268,100119328,5AS,False,19,169
ENSG00000106290.14,chr7,100119328,100119365,TSS,True,165,184
ENSG00000106290.14,chr7,100119203,100119373,TSS,True,40,184
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,49,333
ENSG00000128595.16,chr7,128748804,128758870,ME,False,52,201
ENSG00000122584.12,chr7,8434383,8435770,TSS,True,12,116
ENSG00000177679.15,chr7,76281564,76281802,TSS,True,51,120
ENSG00000177679.15,chr7,76282632,76282872,TSS,True,92,120
ENSG00000146535.13,chr7,2843852,2844342,TSS,False,28,265
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,123,186
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,139,206
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,81,206
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,51,129
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,33,131
ENSG00000127954.12,chr7,88284271,88306791,ES,True,134,179
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,36,248
ENSG00000164828.17,chr7,816673,838797,ES,False,14,126
ENSG00000164828.17,chr7,852667,852809,IR,False,96,112
ENSG00000164828.17,chr7,852667,852812,3AS,False,42,138
ENSG00000164828.17,chr7,815868,816673,TSS,True,76,202
ENSG00000135241.16,chr7,108515574,108526028,ES,False,32,103
ENSG00000160813.6,chr7,100435533,100435630,IR,True,94,109
ENSG00000160813.6,chr7,100435767,100435847,IR,False,67,108
ENSG00000160813.6,chr7,100436064,100436140,IR,True,64,110
ENSG00000160813.6,chr7,100435281,100435533,PAS,True,15,111
ENSG00000160813.6,chr7,100435630,100436469,TSS,True,94,111
ENSG00000160813.6,chr7,100436140,100436535,TSS,False,47,111
ENSG00000160813.6,chr7,100435847,100436477,TSS,True,91,111
ENSG00000117868.15,chr7,158749723,158759485,ES,False,131,161
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,22,213
ENSG00000242802.7,chr7,4775597,4775756,TSS,True,17,158
ENSG00000159840.15,chr7,143381409,143381559,3AS,True,96,192
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,43,237
ENSG00000136213.9,chr7,2403570,2403659,TSS,True,92,107
ENSG00000136213.9,chr7,2403565,2403645,TSS,False,35,107
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,504,1354
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,1179,1353
