gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF830FDH_in_cov,endodermal_cell_ENCFF830FDH_total_cov
ENSG00000137312.14,chr6,30742526,30742825,TSS,True,62,165
ENSG00000137312.14,chr6,30742466,30742526,TSS,False,145,165
ENSG00000156508.17,chr6,73520999,73521033,TSS,False,2452,18266
ENSG00000137161.16,chr6,42929721,42935573,ES,True,20,173
ENSG00000112110.9,chr6,159789817,159790060,TSS,True,147,171
ENSG00000112110.9,chr6,159790453,159790639,TSS,False,69,171
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,293,2235
ENSG00000146425.10,chr6,158644681,158644755,TSS,True,55,510
ENSG00000152661.8,chr6,121435636,121435832,TSS,True,408,538
ENSG00000272398.5,chr6,106974577,106974732,TSS,True,92,896
ENSG00000146109.4,chr6,26596956,26597223,TSS,False,48,149
ENSG00000137331.11,chr6,30744308,30744550,TSS,True,109,434
ENSG00000001036.13,chr6,143511410,143511752,TSS,False,64,161
ENSG00000001036.13,chr6,143507236,143507425,TSS,True,140,161
ENSG00000001036.13,chr6,143502354,143503795,TSS,True,124,154
ENSG00000118518.15,chr6,127266861,127267095,TSS,True,94,115
ENSG00000118518.15,chr6,127266839,127266925,TSS,True,71,115
ENSG00000203875.11,chr6,85678188,85678693,IR,False,165,199
ENSG00000203875.11,chr6,85678135,85678736,TSS,True,190,422
ENSG00000203875.11,chr6,85678693,85678737,TSS,True,257,422
ENSG00000186439.12,chr6,123501827,123503901,PAS,True,242,281
ENSG00000186439.12,chr6,123512302,123512362,PAS,True,227,281
ENSG00000186439.12,chr6,123516140,123516206,PAS,True,208,281
ENSG00000186439.12,chr6,123528293,123530565,PAS,True,219,281
ENSG00000186439.12,chr6,123587458,123587754,TSS,True,29,284
ENSG00000112237.12,chr6,99539880,99543609,PAS,True,46,356
ENSG00000124702.17,chr6,43014199,43014348,TSS,True,33,320
ENSG00000215712.10,chr6,157323411,157324061,TSS,False,14,105
ENSG00000111879.19,chr6,118959826,118960184,PAS,True,133,156
ENSG00000111879.19,chr6,119011176,119011431,PAS,True,24,135
ENSG00000111879.19,chr6,119023958,119024813,TSS,True,51,155
ENSG00000120438.11,chr6,159789404,159789708,TSS,True,113,407
ENSG00000120438.11,chr6,159780442,159781543,TSS,True,349,399
ENSG00000079819.18,chr6,131063154,131063342,TSS,True,96,116
ENSG00000064995.17,chr6,34877555,34878720,PAS,True,43,125
ENSG00000064995.17,chr6,34887786,34888052,TSS,True,44,125
ENSG00000064995.17,chr6,34879966,34880064,TSS,True,95,110
ENSG00000196586.13,chr6,75749144,75749423,TSS,True,67,106
ENSG00000196586.13,chr6,75866599,75866621,TSS,True,84,100
ENSG00000146476.10,chr6,151452358,151452586,TSS,False,41,353
ENSG00000137285.9,chr6,3227486,3227655,TSS,False,175,285
ENSG00000146457.15,chr6,159726986,159727333,TSS,True,91,109
ENSG00000204356.13,chr6,31954877,31955058,3AS,False,37,355
ENSG00000204356.13,chr6,31958891,31959055,TSS,False,267,606
ENSG00000204356.13,chr6,31954554,31954663,TSS,True,367,605
ENSG00000204310.12,chr6,32175813,32176113,TSS,True,71,112
ENSG00000204310.12,chr6,32176509,32177122,TSS,True,76,112
ENSG00000204310.12,chr6,32177233,32177346,TSS,False,99,112
ENSG00000124783.13,chr6,7313041,7313316,TSS,True,21,152
ENSG00000198721.12,chr6,4133701,4135510,3AS,False,81,181
ENSG00000096080.11,chr6,43687667,43687818,TSS,False,47,227
ENSG00000096080.11,chr6,43681088,43681122,TSS,True,188,227
ENSG00000157593.18,chr6,44257399,44257554,TSS,True,47,116
ENSG00000137267.5,chr6,3157406,3157547,TSS,False,52,252
ENSG00000005194.14,chr16,57447341,57447464,TSS,True,34,223
ENSG00000131165.14,chr16,89657581,89657726,TSS,True,26,165
ENSG00000086504.16,chr16,370225,370498,5AS,False,101,162
ENSG00000086504.16,chr16,370498,370549,TSS,False,456,557
ENSG00000086504.16,chr16,369930,370228,TSS,True,414,556
ENSG00000086504.16,chr16,370443,370530,TSS,True,456,557
ENSG00000086504.16,chr16,370484,370508,TSS,True,495,557
ENSG00000069345.11,chr16,46973494,46973701,TSS,True,66,100
ENSG00000069345.11,chr16,46971348,46973671,TSS,True,58,100
ENSG00000132603.14,chr16,69339315,69339885,TSS,True,47,164
ENSG00000132603.14,chr16,69341281,69341320,TSS,True,135,164
ENSG00000095906.16,chr16,1786655,1787676,ES,False,108,179
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,48,232
ENSG00000167397.14,chr16,31091342,31094556,ES,False,24,173
ENSG00000135720.12,chr16,66751484,66751839,TSS,True,64,100
ENSG00000140740.10,chr16,21952659,21953456,TSS,True,45,354
ENSG00000087263.16,chr16,56450971,56451766,TSS,True,21,118
ENSG00000102898.11,chr16,67846891,67846985,TSS,True,29,171
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,102,545
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,107,551
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,449,551
ENSG00000198931.10,chr16,88811819,88811938,TSS,False,85,551
ENSG00000198931.10,chr16,88810069,88810150,TSS,True,477,551
ENSG00000181019.12,chr16,69718369,69718535,TSS,True,301,386
ENSG00000181019.12,chr16,69726432,69726588,TSS,True,90,386
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,281,728
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,1152,1878
ENSG00000089280.18,chr16,31184936,31185179,TSS,False,1538,1875
ENSG00000089280.18,chr16,31188126,31190398,TSS,False,1592,1769
ENSG00000089280.18,chr16,31191053,31191110,TSS,True,1359,1768
ENSG00000140983.13,chr16,668079,668236,TSS,True,26,101
ENSG00000125166.12,chr16,58734139,58734375,TSS,True,181,362
ENSG00000205629.11,chr16,25111768,25128474,5AS,False,13,110
ENSG00000205629.11,chr16,25140247,25164597,ES,False,29,146
ENSG00000205629.11,chr16,25111706,25111996,TSS,True,20,155
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,164,269
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,125,396
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,306,396
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,68,100
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,61,100
ENSG00000103550.13,chr16,19706346,19707221,PAS,True,66,154
ENSG00000103550.13,chr16,19714214,19715037,PAS,False,80,140
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,42,173
ENSG00000103550.13,chr16,19711371,19711420,TSS,True,96,107
ENSG00000182149.20,chr16,71922680,71924768,ES,False,37,324
ENSG00000103145.10,chr16,3023361,3023846,ES,False,51,154
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,456,3715
ENSG00000159593.14,chr16,66830846,66831002,TSS,True,79,431
ENSG00000159593.14,chr16,66826676,66826782,TSS,True,359,431
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,196,292
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,200,292
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,96,292
ENSG00000103485.17,chr16,29678959,29679210,TSS,True,42,226
ENSG00000103485.17,chr16,29694661,29695199,TSS,True,199,224
ENSG00000103035.10,chr16,74296769,74296988,TSS,True,70,557
ENSG00000166851.14,chr16,23678847,23679340,TSS,True,45,104
ENSG00000166851.14,chr16,23680913,23681058,TSS,True,91,104
ENSG00000166851.14,chr16,23688670,23689392,TSS,True,92,103
ENSG00000166851.14,chr16,23689659,23689676,TSS,True,92,103
ENSG00000079616.12,chr16,29790709,29790829,TSS,True,27,149
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,86,183
ENSG00000149925.18,chr16,30064269,30064505,TSS,False,1193,1340
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,544,1339
ENSG00000149925.18,chr16,30068158,30068700,TSS,True,1164,1339
ENSG00000153774.8,chr16,75292475,75294042,PAS,True,35,312
ENSG00000153774.8,chr16,75433288,75433501,TSS,True,36,315
ENSG00000166847.9,chr16,23641427,23641590,TSS,True,65,111
ENSG00000166847.9,chr16,23661218,23661281,TSS,True,82,111
ENSG00000261740.6,chr16,29446922,29454015,3AS,False,51,195
ENSG00000189067.12,chr16,11556510,11556736,TSS,True,199,223
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,69,223
ENSG00000141101.12,chr16,69754847,69754944,TSS,True,44,145
ENSG00000141101.12,chr16,69748917,69749119,TSS,True,110,144
ENSG00000006327.13,chr16,3020330,3020491,TSS,False,99,142
ENSG00000135698.9,chr16,82170124,82170234,TSS,True,20,158
ENSG00000169592.14,chr16,30001530,30005220,ES,False,98,118
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,53,103
ENSG00000188603.19,chr16,28491713,28492079,TSS,True,60,100
ENSG00000188603.19,chr16,28492019,28492296,TSS,True,42,100
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,159,522
ENSG00000103018.16,chr16,69424558,69424857,TSS,True,54,270
ENSG00000217930.7,chr16,4341504,4343206,3AS,False,134,152
ENSG00000179958.8,chr16,30429879,30430029,TSS,True,31,214
ENSG00000065427.14,chr16,75641723,75647577,ES,False,214,263
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,136,401
ENSG00000065427.14,chr16,75631692,75632003,TSS,True,313,390
ENSG00000258947.6,chr16,89923321,89923458,TSS,True,29,154
ENSG00000166451.13,chr16,81028568,81031490,PAS,True,94,105
ENSG00000166451.13,chr16,81022754,81022880,PAS,False,14,105
ENSG00000103429.10,chr16,14632846,14633018,TSS,True,139,262
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,67,123
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,57,126
ENSG00000103202.12,chr16,397174,397313,TSS,True,87,138
ENSG00000102978.12,chr16,57462641,57462810,TSS,True,58,229
ENSG00000090861.15,chr16,70265537,70265663,TSS,True,115,140
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,115,142
ENSG00000090861.15,chr16,70262345,70262839,TSS,False,66,140
ENSG00000034713.7,chr16,75566359,75566520,TSS,True,41,242
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,175,230
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,148,323
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,268,323
ENSG00000149923.13,chr16,30084734,30084855,TSS,True,268,323
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,73,228
ENSG00000184110.14,chr16,28719801,28723323,TSS,True,178,227
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,36,214
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,179,212
ENSG00000161980.5,chr16,53475,53631,TSS,False,67,187
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,425,517
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,460,517
ENSG00000140988.15,chr16,1962496,1962559,TSS,True,184,517
ENSG00000103005.11,chr16,58001398,58001581,TSS,True,35,259
ENSG00000091651.8,chr16,46689363,46689770,TSS,True,22,182
ENSG00000091651.8,chr16,46697457,46698394,PAS,True,21,174
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,38,110
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,81,110
ENSG00000230989.6,chr16,83807968,83808121,TSS,False,248,1208
ENSG00000230989.6,chr16,83809304,83809425,TSS,True,975,1208
ENSG00000168802.12,chr16,69132088,69132205,TSS,True,108,122
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,61,105
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,73,105
ENSG00000172775.16,chr16,57172250,57172372,TSS,True,87,104
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,35,123
ENSG00000169217.8,chr16,30354603,30355215,TSS,True,106,123
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,593,785
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,201,785
ENSG00000103024.7,chr16,1770766,1770888,5AS,False,11,106
ENSG00000103024.7,chr16,1771488,1771760,TSS,True,26,114
ENSG00000103024.7,chr16,1771069,1771282,TSS,True,101,114
ENSG00000103121.8,chr16,80976179,80981805,ES,False,175,229
ENSG00000167315.17,chr18,49802853,49813816,5AS,False,65,111
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,125,184
ENSG00000167315.17,chr18,49813731,49813960,TSS,True,150,184
ENSG00000167315.17,chr18,49813816,49813935,TSS,False,119,184
ENSG00000128789.20,chr18,12702742,12703164,TSS,True,42,270
ENSG00000128789.20,chr18,12719923,12720683,TSS,True,231,268
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,28,130
ENSG00000074695.5,chr18,59327822,59331129,PAS,True,134,159
ENSG00000074695.5,chr18,59345961,59346051,PAS,False,28,155
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,21,176
ENSG00000141682.11,chr18,59899993,59900235,TSS,True,14,105
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,73,253
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,227,485
ENSG00000133313.14,chr18,74501147,74501472,TSS,True,384,485
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,159,183
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,73,233
ENSG00000172466.15,chr18,35344359,35344449,TSS,True,209,233
ENSG00000172466.15,chr18,35361235,35361487,TSS,True,206,233
ENSG00000265681.7,chr18,49491584,49491735,IR,False,120,244
ENSG00000265681.7,chr18,49491584,49491745,5AS,False,46,166
ENSG00000265681.7,chr18,49491584,49491745,IR,False,46,170
ENSG00000265681.7,chr18,49491584,49492274,5AS,False,183,251
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,31,127
ENSG00000134440.11,chr18,57621707,57622234,TSS,True,21,148
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,132,392
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,31,100
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,75,100
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,128,154
ENSG00000167220.11,chr18,47136449,47150377,ES,False,136,155
ENSG00000167220.11,chr18,47150377,47150508,TSS,True,153,308
ENSG00000266010.2,chr18,22166893,22167308,PAS,True,49,105
ENSG00000266010.2,chr18,22166897,22168162,PAS,True,81,101
ENSG00000266010.2,chr18,22168666,22169091,TSS,True,52,105
ENSG00000266010.2,chr18,22168310,22168554,TSS,True,79,105
ENSG00000152234.15,chr18,46098171,46098316,TSS,True,527,1937
ENSG00000152234.15,chr18,46084503,46084647,TSS,True,1695,1928
ENSG00000080986.12,chr18,2616436,2616635,PAS,False,17,100
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,157,196
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,54,194
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,132,155
ENSG00000170558.8,chr18,27992654,27992783,TSS,True,125,146
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,208,769
ENSG00000102390.10,chrX,76172834,76173168,TSS,True,35,199
ENSG00000173674.10,chrX,20141624,20141872,TSS,True,28,205
ENSG00000102030.15,chrX,153932115,153932315,IR,False,131,146
ENSG00000102030.15,chrX,153934883,153935073,TSS,True,23,173
ENSG00000241343.9,chrX,101390969,101391046,TSS,True,14,113
ENSG00000241343.9,chrX,101395727,101395795,PAS,True,22,113
ENSG00000123562.16,chrX,103678600,103685170,ES,False,128,158
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,128,289
ENSG00000123562.16,chrX,103678620,103685170,3AS,True,16,158
ENSG00000123562.16,chrX,103678651,103685170,ES,False,112,142
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,78,373
ENSG00000133142.17,chrX,103586291,103586653,3AS,False,17,164
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,43,196
ENSG00000133142.17,chrX,103586648,103587732,PAS,True,17,164
ENSG00000133142.17,chrX,103586653,103587725,PAS,True,147,164
ENSG00000156709.13,chrX,130165550,130165866,TSS,True,51,174
ENSG00000156709.13,chrX,130129969,130133202,TSS,True,131,170
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,116,506
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,119,161
ENSG00000182518.13,chrX,55146311,55159128,5AS,False,131,169
ENSG00000182518.13,chrX,55161136,55161184,TSS,True,62,174
ENSG00000182518.13,chrX,55160974,55161139,TSS,False,139,174
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,322,845
ENSG00000165349.11,chrX,70929998,70930976,3AS,True,108,339
ENSG00000165349.11,chrX,70930976,70931296,TSS,True,77,420
ENSG00000197565.15,chrX,108438185,108438465,TSS,False,80,116
ENSG00000134597.15,chrX,130401949,130402037,TSS,True,26,123
ENSG00000134597.15,chrX,130412360,130413654,PAS,True,30,110
ENSG00000134597.15,chrX,130411347,130411525,PAS,True,87,110
ENSG00000147099.20,chrX,72572650,72573110,TSS,True,66,105
ENSG00000147099.20,chrX,72567888,72568032,TSS,False,83,104
ENSG00000147099.20,chrX,72495155,72495268,TSS,True,74,101
ENSG00000089289.15,chrX,70133447,70134135,TSS,True,21,122
ENSG00000185222.9,chrX,103356606,103357614,ES,False,77,727
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,42,123
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,184,387
ENSG00000102054.17,chrX,16869075,16870362,TSS,True,292,386
ENSG00000147224.11,chrX,107628448,107628750,TSS,True,145,224
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,115,154
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,74,154
ENSG00000179222.17,chrX,51902145,51902356,PAS,True,22,154
ENSG00000102409.9,chrX,103215113,103215238,TSS,True,57,489
ENSG00000180964.16,chrX,103254017,103255077,ES,False,107,478
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,205,606
ENSG00000102144.14,chrX,78104196,78104405,TSS,False,169,944
ENSG00000102144.14,chrX,78125324,78125425,TSS,True,803,939
ENSG00000157399.14,chrX,2955537,2960377,ES,False,20,111
ENSG00000157399.14,chrX,2960420,2964223,3AS,True,82,110
ENSG00000157399.14,chrX,2951913,2952560,PAS,True,40,112
ENSG00000157399.14,chrX,2933557,2935190,PAS,True,87,119
ENSG00000157399.14,chrX,2937537,2938257,PAS,True,97,112
ENSG00000157399.14,chrX,2964223,2964586,TSS,True,19,130
ENSG00000000003.14,chrX,100636607,100636873,TSS,False,51,386
ENSG00000102309.12,chrX,72181828,72196784,ES,True,73,203
ENSG00000102309.12,chrX,72181665,72181828,TSS,False,44,247
ENSG00000101843.18,chrX,108085127,108087764,5AS,False,22,105
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,1082,2706
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,64,117
ENSG00000102103.15,chrX,48902384,48902731,5AS,False,11,108
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,136,181
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,117,181
ENSG00000102103.15,chrX,48902341,48902517,TSS,True,125,181
ENSG00000130826.17,chrX,154762742,154762981,TSS,True,68,172
ENSG00000130826.17,chrX,154766067,154766400,TSS,True,139,171
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,27,158
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,137,157
ENSG00000169895.5,chrX,16719578,16719899,TSS,True,14,112
ENSG00000198960.10,chrX,101615760,101616671,IR,False,72,108
ENSG00000198960.10,chrX,101615118,101616766,PAS,True,94,129
ENSG00000198960.10,chrX,101615119,101615760,PAS,True,63,136
ENSG00000198960.10,chrX,101615119,101615467,PAS,True,117,136
ENSG00000198960.10,chrX,101617884,101618002,TSS,True,28,136
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,282,622
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,459,622
ENSG00000169093.15,chrX,1403136,1403489,PAS,True,30,145
ENSG00000169093.15,chrX,1425224,1425687,PAS,True,122,141
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,27,179
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,139,291
ENSG00000006757.11,chrX,7927285,7927443,TSS,False,24,127
ENSG00000130741.10,chrX,24054665,24055037,TSS,True,49,103
ENSG00000130741.10,chrX,24065996,24066092,TSS,True,78,100
ENSG00000130741.10,chrX,24077343,24078810,PAS,False,84,103
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,380,1159
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,328,473
ENSG00000102172.15,chrX,21940570,21940873,TSS,True,38,153
ENSG00000158526.7,chrX,54440387,54440502,TSS,False,48,181
ENSG00000158526.7,chrX,54440406,54440780,TSS,True,157,181
ENSG00000225470.7,chrX,73998953,74000491,PAS,True,93,107
ENSG00000225470.7,chrX,74004269,74007686,PAS,True,42,110
ENSG00000225470.7,chrX,73946998,73947703,PAS,True,84,107
ENSG00000147403.16,chrX,154398394,154398496,5AS,False,128,265
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,1625,1903
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,1657,1944
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,306,1944
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,52,151
ENSG00000102317.17,chrX,48576518,48576604,TSS,True,122,151
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,81,686
ENSG00000147274.14,chrX,136880596,136880778,TSS,True,81,740
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,101,508
ENSG00000180879.13,chrX,153796311,153797814,TSS,True,447,508
ENSG00000136156.13,chr13,48258925,48258947,TSS,True,28,109
ENSG00000123200.16,chr13,45968839,45969971,PAS,True,70,133
ENSG00000123200.16,chr13,46052403,46052765,TSS,True,109,136
ENSG00000123200.16,chr13,46052697,46053247,TSS,False,111,136
ENSG00000133106.14,chr13,42888502,42895008,ES,False,108,131
ENSG00000133106.14,chr13,42917624,42926335,ES,False,114,135
ENSG00000133106.14,chr13,42991977,42992416,TSS,True,35,174
ENSG00000122026.10,chr13,27251656,27253764,5AS,False,81,115
ENSG00000122026.10,chr13,27251307,27251585,TSS,False,117,180
ENSG00000122026.10,chr13,27251583,27251699,TSS,True,153,180
ENSG00000122026.10,chr13,27251578,27251656,TSS,False,99,180
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,52,115
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,91,115
ENSG00000204977.9,chr13,49997025,49997763,TSS,True,103,115
ENSG00000204977.9,chr13,50011934,50014342,PAS,True,17,108
ENSG00000136143.15,chr13,48001179,48001888,TSS,True,45,122
ENSG00000136143.15,chr13,47988881,47988974,TSS,True,88,121
ENSG00000126218.11,chr13,113122760,113122925,TSS,True,64,139
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,35,206
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,39,213
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,178,213
ENSG00000120675.5,chr13,43023375,43023734,TSS,False,191,335
ENSG00000120675.5,chr13,43055379,43055543,TSS,True,222,335
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,67,231
ENSG00000134882.15,chr13,99367784,99367906,TSS,False,183,229
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,65,184
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,134,190
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,75,122
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,74,119
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,98,122
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,16,122
ENSG00000122033.14,chr13,27440449,27445087,ES,False,151,169
ENSG00000122033.14,chr13,27450508,27450616,TSS,True,39,178
ENSG00000122033.14,chr13,27450063,27450191,TSS,True,159,178
ENSG00000169062.14,chr13,114281611,114282127,TSS,True,48,105
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,64,400
ENSG00000164548.10,chr7,23504779,23505569,PAS,False,25,133
ENSG00000164548.10,chr7,23531788,23532023,TSS,True,80,137
ENSG00000164548.10,chr7,23506137,23506259,TSS,True,56,112
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,38,212
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,34,183
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,157,186
ENSG00000106305.9,chr7,6009232,6009498,TSS,True,38,119
ENSG00000106305.9,chr7,6009229,6009378,TSS,True,99,119
ENSG00000006625.17,chr7,30504568,30504832,TSS,True,26,123
ENSG00000006625.17,chr7,30500535,30500605,TSS,False,99,120
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,231,398
ENSG00000166508.17,chr7,100097613,100098270,TSS,True,346,397
ENSG00000166508.17,chr7,100098577,100099406,TSS,True,354,398
ENSG00000091732.16,chr7,130051220,130051394,TSS,True,16,104
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,23,182
ENSG00000122566.21,chr7,26190460,26190992,IR,False,312,349
ENSG00000122566.21,chr7,26190460,26191055,5AS,True,60,372
ENSG00000122566.21,chr7,26190460,26192494,ES,True,26,231
ENSG00000122566.21,chr7,26190460,26192494,5AS,True,26,123
ENSG00000122566.21,chr7,26191128,26191421,IR,True,23,224
ENSG00000122566.21,chr7,26191128,26192494,IR,False,184,316
ENSG00000122566.21,chr7,26191650,26192494,IR,True,16,150
ENSG00000122566.21,chr7,26197732,26200571,ES,False,1907,2303
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,2897,3296
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,397,3173
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,1027,3348
ENSG00000122566.21,chr7,26190992,26192548,TSS,True,433,488
ENSG00000127990.17,chr7,94628359,94655989,ES,False,13,110
ENSG00000127990.17,chr7,94655989,94656208,TSS,True,20,130
ENSG00000133606.10,chr7,140479159,140479524,TSS,True,88,106
ENSG00000133606.10,chr7,140456651,140457098,TSS,True,83,106
ENSG00000232956.8,chr7,44986524,44986689,TSS,True,12,106
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,549,829
ENSG00000106028.10,chr7,141738503,141739123,5AS,False,245,281
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,391,941
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,696,941
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,26,145
ENSG00000106538.9,chr7,150341577,150341721,TSS,True,18,141
ENSG00000005486.16,chr7,75879260,75881828,ES,False,197,223
ENSG00000146540.14,chr7,1127386,1138208,5AS,True,46,137
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,177,199
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,115,201
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,155,201
ENSG00000090263.15,chr7,141010617,141014910,3AS,False,23,194
ENSG00000090263.15,chr7,141014910,141014963,TSS,True,51,248
ENSG00000090263.15,chr7,141014550,141014963,TSS,True,206,248
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,49,294
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,303,349
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,51,349
ENSG00000075142.13,chr7,88219975,88220087,TSS,True,13,111
ENSG00000174469.21,chr7,148339460,148339633,TSS,False,49,282
ENSG00000239789.5,chr7,55951845,55951930,TSS,False,26,156
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,44,165
ENSG00000214253.8,chr7,101244959,101245094,TSS,False,57,356
ENSG00000214253.8,chr7,101251894,101252320,TSS,True,308,356
ENSG00000128595.16,chr7,128748804,128758870,ME,False,39,197
ENSG00000128595.16,chr7,128739239,128739432,TSS,True,47,249
ENSG00000128534.7,chr7,118184098,118184254,TSS,False,20,162
ENSG00000234545.7,chr7,92590267,92590408,TSS,True,57,133
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,709,845
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,747,884
