gene,chr,start,end,splice_type,novel,MCF-7_ENCFF118JEI_in_cov,MCF-7_ENCFF118JEI_total_cov
ENSG00000197912.15,chr16,89536764,89537724,PAS,True,135,158
ENSG00000038358.14,chr16,67881845,67881953,IR,False,152,172
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,103,192
ENSG00000038358.14,chr16,67880207,67880990,TSS,True,171,192
ENSG00000140990.14,chr16,1959509,1959754,TSS,True,18,141
ENSG00000064270.12,chr16,84463613,84465779,PAS,True,21,104
ENSG00000103202.12,chr16,397174,397313,TSS,True,60,140
ENSG00000103335.22,chr16,88715338,88715854,PAS,True,40,393
ENSG00000103335.22,chr16,88727038,88727192,TSS,True,350,415
ENSG00000213853.9,chr16,10580548,10580689,TSS,True,129,292
ENSG00000103168.16,chr16,84186900,84187066,TSS,True,95,131
ENSG00000103168.16,chr16,84180169,84181146,TSS,True,112,131
ENSG00000103168.16,chr16,84181042,84181149,TSS,True,115,131
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,125,533
ENSG00000153786.12,chr16,84981994,84990303,ES,False,93,119
ENSG00000153786.12,chr16,85011285,85011547,TSS,True,80,187
ENSG00000153786.12,chr16,84981869,84981993,TSS,True,160,183
ENSG00000186153.16,chr16,78099418,78099885,TSS,False,89,121
ENSG00000186153.16,chr16,79211602,79212667,PAS,True,44,111
ENSG00000103111.14,chr16,77190899,77191258,TSS,True,67,105
ENSG00000103111.14,chr16,77190945,77191633,TSS,True,94,105
ENSG00000103111.14,chr16,77192761,77195154,TSS,True,85,105
ENSG00000131149.18,chr16,85660881,85661765,TSS,False,308,555
ENSG00000167969.12,chr16,2251429,2251514,IR,False,118,168
ENSG00000167969.12,chr16,2239877,2240145,PAS,True,19,183
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,73,191
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,141,191
ENSG00000169682.17,chr16,28981615,28982355,ES,False,41,128
ENSG00000169682.17,chr16,28974723,28974863,TSS,True,132,148
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,68,148
ENSG00000197562.9,chr16,590433,625431,ES,True,23,170
ENSG00000197562.9,chr16,590067,590433,TSS,True,72,207
ENSG00000197562.9,chr16,590035,590119,TSS,False,171,207
ENSG00000161999.11,chr16,682874,682957,5AS,False,14,124
ENSG00000161999.11,chr16,683441,683529,IR,False,78,121
ENSG00000161999.11,chr16,684065,684357,TSS,True,110,153
ENSG00000161999.11,chr16,684233,684412,TSS,True,103,153
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,572,745
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,220,795
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,622,795
ENSG00000205250.8,chr16,67192870,67193008,IR,False,74,114
ENSG00000205250.8,chr16,67192133,67192362,TSS,True,33,143
ENSG00000103266.10,chr16,680684,681151,IR,False,404,458
ENSG00000103266.10,chr16,681880,682019,IR,False,382,451
ENSG00000103266.10,chr16,680052,680684,TSS,True,66,478
ENSG00000103266.10,chr16,680060,681350,TSS,True,424,478
ENSG00000102901.12,chr16,67830088,67830389,IR,False,55,130
ENSG00000102901.12,chr16,67830548,67831215,IR,False,95,119
ENSG00000102901.12,chr16,67832315,67832454,IR,False,75,104
ENSG00000102901.12,chr16,67828020,67828390,PAS,True,16,145
ENSG00000102901.12,chr16,67833749,67833948,TSS,True,35,148
ENSG00000102901.12,chr16,67829764,67830844,TSS,True,130,145
ENSG00000131148.8,chr16,85799064,85799662,TSS,True,16,144
ENSG00000130731.15,chr16,634797,636093,ES,False,13,118
ENSG00000130731.15,chr16,636093,636372,TSS,True,37,156
ENSG00000052344.15,chr16,31135390,31135766,TSS,True,91,140
ENSG00000052344.15,chr16,31132681,31132915,TSS,True,118,140
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,587,1961
ENSG00000184110.14,chr16,28735430,28736074,PAS,True,236,1961
ENSG00000090565.15,chr16,489000,496823,ES,False,42,102
ENSG00000090565.15,chr16,425589,426720,TSS,True,91,149
ENSG00000090565.15,chr16,461400,461497,TSS,True,129,148
ENSG00000090565.15,chr16,488888,489000,TSS,False,127,146
ENSG00000090565.15,chr16,520725,523022,PAS,True,16,123
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,56,109
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,93,298
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,249,298
ENSG00000171490.12,chr16,11841030,11841820,PAS,True,248,285
ENSG00000171490.12,chr16,11851407,11851580,TSS,True,42,320
ENSG00000167967.15,chr16,2223447,2223770,TSS,False,42,100
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,48,130
ENSG00000161980.5,chr16,53475,53631,TSS,False,17,119
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,6183,8036
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,3028,8036
ENSG00000140988.15,chr16,1962735,1962772,TSS,True,7150,8036
ENSG00000131143.8,chr16,85799230,85799752,TSS,True,437,1103
ENSG00000103160.11,chr16,84145079,84145199,TSS,True,18,155
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,190,337
ENSG00000189091.12,chr16,70530744,70530917,TSS,True,239,337
ENSG00000167930.15,chr16,234857,249548,ES,False,161,188
ENSG00000167930.15,chr16,259599,259995,3AS,False,23,215
ENSG00000167930.15,chr16,234790,234857,TSS,True,98,286
ENSG00000102882.11,chr16,30114708,30116635,ES,False,95,118
ENSG00000102882.11,chr16,30123039,30123253,TSS,True,32,129
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,157,231
ENSG00000131653.12,chr16,2163881,2164001,TSS,True,191,231
ENSG00000170540.14,chr16,18801430,18801689,TSS,True,191,1232
ENSG00000007376.7,chr16,788255,788416,TSS,True,54,133
ENSG00000118900.14,chr16,4847419,4848210,TSS,False,68,104
ENSG00000003249.13,chr16,90019310,90019690,TSS,False,51,142
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,64,161
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,142,161
ENSG00000167965.17,chr16,2205453,2206214,TSS,True,143,161
ENSG00000168802.12,chr16,69132483,69132612,TSS,True,26,100
ENSG00000140632.16,chr16,4803198,4804148,PAS,True,105,130
ENSG00000140632.16,chr16,4847227,4847335,TSS,True,64,130
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,90,102
ENSG00000103249.17,chr16,1452754,1452955,TSS,True,77,101
ENSG00000103507.13,chr16,31112027,31112120,IR,False,83,129
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,38,134
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,113,134
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,48,131
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,85,131
ENSG00000135686.12,chr16,84648470,84648649,TSS,False,83,191
ENSG00000135686.12,chr16,84657130,84657944,TSS,True,169,191
ENSG00000135686.12,chr16,84661577,84667059,PAS,True,29,154
ENSG00000135686.12,chr16,84656870,84658971,PAS,True,98,121
ENSG00000131652.13,chr16,3025988,3026062,IR,False,94,109
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,103,247
ENSG00000169217.8,chr16,30353180,30353275,TSS,True,188,247
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,81,188
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,311,478
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,182,478
ENSG00000103024.7,chr16,1771488,1771760,TSS,True,52,110
ENSG00000103024.7,chr16,1771069,1771282,TSS,True,98,110
ENSG00000103024.7,chr16,1771279,1771540,TSS,True,98,110
ENSG00000178952.10,chr16,28846217,28846377,TSS,True,76,505
ENSG00000162032.15,chr16,1778048,1778133,IR,False,144,181
ENSG00000162032.15,chr16,1778321,1778434,IR,False,105,175
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,66,191
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,150,191
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,82,204
ENSG00000132612.15,chr16,69321108,69321270,TSS,False,178,203
ENSG00000103121.8,chr16,80976179,80981805,ES,False,82,136
ENSG00000118680.13,chr18,3262132,3262237,TSS,False,248,798
ENSG00000132199.19,chr18,712503,712704,TSS,True,69,107
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,19,108
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,58,432
ENSG00000167088.10,chr18,21612235,21612443,TSS,True,27,173
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,56,176
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,79,418
ENSG00000265681.7,chr18,49491584,49492457,3AS,False,348,410
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,103,525
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,24,120
ENSG00000134440.11,chr18,57621707,57622234,TSS,True,17,139
ENSG00000154845.15,chr18,9614477,9615023,TSS,True,35,100
ENSG00000154845.15,chr18,9614225,9614445,TSS,True,83,100
ENSG00000154845.15,chr18,9570156,9571839,TSS,False,89,100
ENSG00000176890.15,chr18,657480,657947,TSS,True,22,152
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,63,139
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,55,131
ENSG00000067900.7,chr18,20992831,20992937,PAS,True,101,129
ENSG00000067900.7,chr18,21110817,21111876,TSS,True,17,139
ENSG00000141385.9,chr18,12376968,12377398,TSS,True,26,218
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,47,119
ENSG00000017797.12,chr18,9512987,9513289,TSS,True,100,112
ENSG00000017797.12,chr18,9535670,9538107,PAS,True,53,104
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,17,133
ENSG00000141380.13,chr18,26035127,26038554,ES,False,117,133
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,27,159
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,742,893
ENSG00000141424.12,chr18,36108526,36109745,PAS,True,175,1255
ENSG00000141424.12,chr18,36122052,36122270,PAS,True,1082,1224
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,554,1311
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,1159,1311
ENSG00000141424.12,chr18,36126218,36127728,TSS,True,1037,1311
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,53,144
ENSG00000178605.13,chrX,318438,318864,TSS,False,44,202
ENSG00000002586.19,chrX,2726373,2738202,3AS,False,12,103
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,29,132
ENSG00000102109.8,chrX,48831868,48832204,TSS,True,93,127
ENSG00000102109.8,chrX,48835418,48835640,TSS,False,37,127
ENSG00000101972.18,chrX,124090764,124094017,ES,False,106,130
ENSG00000101972.18,chrX,123961598,123961856,TSS,True,82,161
ENSG00000101972.18,chrX,124100573,124102658,PAS,True,21,150
ENSG00000123728.9,chrX,132216995,132217575,TSS,True,50,100
ENSG00000123728.9,chrX,132217915,132218096,TSS,True,87,100
ENSG00000067829.18,chrX,153794245,153794429,TSS,True,52,230
ENSG00000182872.15,chrX,47180037,47180211,5AS,False,68,100
ENSG00000182872.15,chrX,47144795,47145485,TSS,False,68,137
ENSG00000173674.10,chrX,20141624,20141872,TSS,True,14,114
ENSG00000102030.15,chrX,153934883,153935073,TSS,True,44,194
ENSG00000241343.9,chrX,101390969,101391046,TSS,True,100,553
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,64,189
ENSG00000123562.16,chrX,103678651,103685170,ES,False,82,112
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,44,224
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,44,210
ENSG00000133142.17,chrX,103586648,103587732,PAS,True,19,178
ENSG00000205542.10,chrX,12975104,12975168,TSS,False,371,1946
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,64,218
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,22,103
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,34,120
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,94,564
ENSG00000197976.11,chrX,1599432,1600658,ES,True,145,166
ENSG00000197976.11,chrX,1599432,1600658,IR,True,145,172
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,40,223
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,173,200
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,35,203
ENSG00000147140.15,chrX,71283721,71290628,ES,False,91,492
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,56,548
ENSG00000102007.10,chrX,49171860,49172096,TSS,False,78,127
ENSG00000102007.10,chrX,49174334,49174425,TSS,True,91,127
ENSG00000068400.13,chrX,48975309,48976017,IR,False,93,121
ENSG00000068400.13,chrX,48981691,48982978,ES,False,37,133
ENSG00000068400.13,chrX,48997357,48999237,ES,True,27,120
ENSG00000068400.13,chrX,49002187,49002266,TSS,True,32,153
ENSG00000131174.5,chrX,77899467,77899593,TSS,True,43,146
ENSG00000131724.10,chrX,118741156,118749657,ES,True,13,129
ENSG00000131724.10,chrX,118727533,118727726,TSS,True,27,150
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,44,100
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,53,177
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,145,322
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,192,322
ENSG00000071889.16,chrX,154507490,154508288,ES,False,14,107
ENSG00000071889.16,chrX,154511871,154512822,ES,False,81,100
ENSG00000071889.16,chrX,154515812,154515909,IR,False,31,107
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,94,125
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,49,125
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,41,408
ENSG00000196924.15,chrX,154355072,154357433,ES,False,141,327
ENSG00000196924.15,chrX,154359483,154359649,TSS,False,916,1046
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,738,1043
ENSG00000101849.16,chrX,9464993,9465447,TSS,True,50,100
ENSG00000147044.21,chrX,41519187,41520596,PAS,True,41,100
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,25,158
ENSG00000001497.16,chrX,65517432,65518465,PAS,True,136,153
ENSG00000001497.16,chrX,65534479,65534821,TSS,True,20,167
ENSG00000198034.10,chrX,72277192,72277262,TSS,True,262,2058
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,65,128
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,106,128
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,104,128
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,83,317
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,43,333
ENSG00000184216.13,chrX,154019598,154019676,IR,False,198,240
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,436,577
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,379,577
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,86,130
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,115,130
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,79,130
ENSG00000203950.6,chrX,135051368,135051916,IR,False,28,105
ENSG00000203950.6,chrX,135050931,135051368,PAS,False,78,106
ENSG00000203950.6,chrX,135051916,135052148,TSS,True,77,106
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,145,1066
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,276,464
ENSG00000130985.16,chrX,47203539,47203696,TSS,True,415,464
ENSG00000123131.12,chrX,23667422,23667811,TSS,True,23,214
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,716,1679
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,1351,1678
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,46,110
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,92,110
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,107,214
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,112,213
ENSG00000169895.5,chrX,16719578,16719899,TSS,True,25,189
ENSG00000102316.16,chrX,54815690,54815880,IR,True,312,362
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,258,369
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,244,369
ENSG00000102316.16,chrX,54807747,54809376,TSS,True,321,369
ENSG00000102316.16,chrX,54809019,54809223,TSS,True,319,369
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,52,369
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,315,365
ENSG00000165169.10,chrX,37847042,37847435,TSS,False,113,129
ENSG00000165169.10,chrX,37847480,37847597,TSS,True,24,129
ENSG00000131171.12,chrX,81201831,81202245,TSS,True,22,168
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,63,412
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,97,447
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,384,447
ENSG00000077713.18,chrX,119399295,119399678,TSS,True,16,107
ENSG00000077713.18,chrX,119406617,119406701,TSS,False,96,107
ENSG00000130741.10,chrX,24054665,24055037,TSS,True,42,380
ENSG00000072501.17,chrX,53374148,53380186,PAS,False,75,128
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,51,115
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,54,142
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,94,125
ENSG00000160211.17,chrX,154546788,154547579,TSS,True,116,189
ENSG00000160211.17,chrX,154534034,154534120,TSS,True,140,189
ENSG00000102081.14,chrX,147937600,147940575,ES,False,125,148
ENSG00000102081.14,chrX,147943326,147944943,3AS,False,16,149
ENSG00000102081.14,chrX,147945616,147948733,3AS,False,61,153
ENSG00000102081.14,chrX,147948733,147951125,PAS,True,110,171
ENSG00000102081.14,chrX,147948682,147951125,PAS,True,82,171
ENSG00000125676.19,chrX,123621243,123621587,PAS,True,181,224
ENSG00000125676.19,chrX,123622757,123622860,PAS,True,155,224
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,137,203
ENSG00000125676.19,chrX,123732951,123733102,TSS,True,59,253
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,389,778
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,397,776
ENSG00000102393.10,chrX,101397788,101398099,PAS,True,19,105
ENSG00000102393.10,chrX,101407709,101408139,TSS,True,13,112
ENSG00000071859.14,chrX,154449735,154449882,IR,False,218,260
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,156,364
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,302,358
ENSG00000102172.15,chrX,21940570,21940873,TSS,True,23,193
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,201,409
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,208,409
ENSG00000047644.18,chrX,10015230,10015858,TSS,True,56,117
ENSG00000047644.18,chrX,10141434,10144476,PAS,False,37,111
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,30,111
ENSG00000102401.19,chrX,101623136,101623893,TSS,True,97,111
ENSG00000085224.22,chrX,77683451,77683538,IR,False,17,163
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,32,134
ENSG00000085224.22,chrX,77688927,77696576,ES,False,35,102
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,24,165
ENSG00000085224.22,chrX,77681850,77683451,PAS,False,148,165
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,24,179
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,31,103
ENSG00000102178.12,chrX,154486536,154486692,TSS,True,42,252
ENSG00000268104.2,chrX,116436605,116436757,TSS,False,56,336
ENSG00000126903.15,chrX,154490306,154490655,TSS,True,42,210
ENSG00000166681.13,chrX,103376345,103376613,TSS,True,34,110
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,52,407
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,67,153
ENSG00000102226.9,chrX,47242410,47243602,TSS,False,135,153
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,364,479
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,148,449
ENSG00000147274.14,chrX,136880596,136880778,TSS,True,72,447
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,101,355
ENSG00000123200.16,chr13,45954360,45957297,PAS,False,100,115
ENSG00000123200.16,chr13,45968839,45969971,PAS,True,75,102
ENSG00000123200.16,chr13,46052403,46052765,TSS,True,75,115
ENSG00000123200.16,chr13,46052697,46053247,TSS,False,91,115
ENSG00000102786.14,chr13,51361578,51365845,PAS,True,34,107
ENSG00000102786.14,chr13,51452414,51453048,TSS,True,17,109
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,71,286
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,52,174
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,42,218
ENSG00000198176.12,chr13,113640119,113641486,PAS,True,31,209
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,22,112
ENSG00000150403.17,chr13,113534044,113535290,PAS,True,100,112
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,164,188
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,156,185
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,69,181
ENSG00000120686.11,chr13,38349813,38349921,TSS,True,50,193
ENSG00000120686.11,chr13,38349858,38350055,TSS,True,161,193
ENSG00000133119.12,chr13,33818068,33818265,TSS,True,16,133
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,21,133
ENSG00000133112.16,chr13,45341041,45341258,TSS,True,288,1245
ENSG00000173141.4,chr13,21176644,21176717,TSS,False,55,214
ENSG00000173141.4,chr13,21176911,21177512,PAS,False,41,201
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,26,169
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,265,1162
ENSG00000186184.17,chr13,27621003,27622009,TSS,True,36,133
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,56,116
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,80,133
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,88,159
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,99,159
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,91,338
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,279,338
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,38,340
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,41,374
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,38,196
ENSG00000102804.14,chr13,44573162,44577306,TSS,True,176,199
ENSG00000106635.7,chr7,73540052,73552166,ES,False,21,117
ENSG00000106635.7,chr7,73552242,73557486,ES,False,97,109
ENSG00000106635.7,chr7,73557486,73558010,TSS,True,17,129
ENSG00000106462.10,chr7,148807364,148807706,PAS,True,16,102
ENSG00000106462.10,chr7,148884163,148884694,TSS,True,67,142
ENSG00000106153.12,chr7,56106363,56106485,TSS,True,53,344
ENSG00000172336.4,chr7,100706072,100706304,TSS,False,31,102
ENSG00000128563.13,chr7,102363780,102364411,TSS,True,95,131
ENSG00000128563.13,chr7,102396359,102396537,TSS,False,62,130
ENSG00000127914.16,chr7,91940671,91941147,TSS,False,20,109
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,77,338
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,156,291
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,143,296
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,22,102
ENSG00000006625.17,chr7,30498938,30504568,ES,False,35,116
ENSG00000006625.17,chr7,30496620,30497235,PAS,True,13,127
ENSG00000164850.14,chr7,1087168,1088321,TSS,True,31,121
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,180,615
ENSG00000106009.15,chr7,2543323,2543589,IR,False,214,251
ENSG00000106009.15,chr7,2554447,2555486,5AS,True,157,176
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,282,323
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,166,323
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,196,500
ENSG00000164818.15,chr7,726661,727315,TSS,True,54,180
ENSG00000164818.15,chr7,785516,786477,PAS,True,19,174
ENSG00000157778.8,chr7,1569123,1569361,TSS,True,101,136
ENSG00000166526.16,chr7,100075261,100075541,IR,False,89,100
ENSG00000166526.16,chr7,100081634,100081764,TSS,True,32,129
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,122,160
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,70,192
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,154,192
ENSG00000122566.21,chr7,26190460,26190992,IR,False,66,115
ENSG00000122566.21,chr7,26190460,26192494,IR,True,54,102
ENSG00000122566.21,chr7,26191128,26192494,IR,False,43,113
ENSG00000122566.21,chr7,26192338,26192494,IR,False,608,688
ENSG00000122566.21,chr7,26197732,26200571,ES,False,536,684
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,795,918
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,199,807
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,220,917
ENSG00000002822.15,chr7,2222754,2229983,ES,False,17,169
ENSG00000002822.15,chr7,2230724,2232871,3AS,False,20,163
ENSG00000002822.15,chr7,2230727,2232871,3AS,True,118,143
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,26,194
ENSG00000127922.9,chr7,96709687,96709880,TSS,True,63,291
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,74,448
ENSG00000263001.5,chr7,74758855,74759547,IR,False,199,241
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,201,303
ENSG00000263001.5,chr7,74749025,74749090,TSS,True,137,275
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,73,272
ENSG00000263001.5,chr7,74690972,74691113,PAS,False,94,106
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,230,272
ENSG00000170632.13,chr7,103075411,103083681,ES,False,154,184
ENSG00000170632.13,chr7,103086764,103097276,ES,False,38,168
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,88,114
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,80,168
ENSG00000170852.10,chr7,32891535,32892021,TSS,False,47,171
ENSG00000087077.13,chr7,100870743,100871542,IR,True,226,254
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,88,264
ENSG00000146833.15,chr7,99890406,99892746,PAS,False,63,101
ENSG00000146833.15,chr7,99899940,99902174,PAS,False,52,101
ENSG00000146833.15,chr7,99919008,99919599,TSS,True,11,102
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,151,177
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,68,177
ENSG00000005486.16,chr7,75878980,75879260,TSS,True,28,140
ENSG00000146918.19,chr7,158646563,158652292,ES,False,15,132
ENSG00000146918.19,chr7,158701938,158704723,ES,False,100,113
ENSG00000146918.19,chr7,158704723,158704834,TSS,True,29,142
ENSG00000146540.14,chr7,994135,997804,PAS,True,69,422
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,192,433
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,313,443
ENSG00000257923.10,chr7,101815706,101816093,TSS,True,152,182
ENSG00000257923.10,chr7,102283020,102283959,PAS,True,126,164
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,123,375
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,280,373
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,147,291
ENSG00000164880.15,chr7,1478365,1478506,TSS,True,98,136
ENSG00000164880.15,chr7,1477752,1477938,TSS,True,121,136
ENSG00000169919.16,chr7,65974704,65974918,IR,False,379,422
ENSG00000169919.16,chr7,65974704,65976014,ES,False,169,548
ENSG00000169919.16,chr7,65974704,65976014,3AS,True,169,207
ENSG00000169919.16,chr7,65979726,65979905,TSS,True,695,774
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,281,774
ENSG00000091129.19,chr7,108456242,108456526,TSS,True,78,107
ENSG00000091129.19,chr7,108180222,108180324,TSS,True,69,103
