gene,chr,start,end,splice_type,novel,WTC11_ENCFF586RUA_in_cov,WTC11_ENCFF586RUA_total_cov
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,700,1303
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,771,1483
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,890,1483
ENSG00000129354.11,chr19,10579858,10581265,3AS,False,185,210
ENSG00000129354.11,chr19,10587189,10587343,TSS,True,126,247
ENSG00000129354.11,chr19,10581265,10581371,TSS,True,155,247
ENSG00000205155.7,chr19,35745596,35745700,TSS,True,28,214
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,51,123
ENSG00000104805.15,chr19,48917854,48918784,TSS,False,106,122
ENSG00000198464.13,chr19,52300484,52315833,ES,False,12,112
ENSG00000167645.16,chr19,38309643,38315722,5AS,False,45,113
ENSG00000167645.16,chr19,38309643,38315746,5AS,False,14,127
ENSG00000167645.16,chr19,38309643,38315868,5AS,False,125,167
ENSG00000167645.16,chr19,38315859,38315985,TSS,True,260,302
ENSG00000167645.16,chr19,38315868,38315996,TSS,True,177,302
ENSG00000167645.16,chr19,38315716,38315855,TSS,True,234,302
ENSG00000167645.16,chr19,38315722,38315909,TSS,False,257,302
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,83,504
ENSG00000104823.8,chr19,38831077,38831273,TSS,True,441,504
ENSG00000079462.7,chr19,42302325,42302436,IR,False,212,355
ENSG00000079462.7,chr19,42302231,42302666,TSS,True,268,411
ENSG00000079462.7,chr19,42302436,42302792,TSS,True,198,411
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,277,2604
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,270,398
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,189,398
ENSG00000083845.8,chr19,58387244,58387339,TSS,False,200,1595
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,601,2679
ENSG00000108107.14,chr19,55387956,55388048,TSS,True,2228,2679
ENSG00000142252.10,chr19,45079377,45090106,ES,False,80,130
ENSG00000142252.10,chr19,45079244,45079279,TSS,True,180,205
ENSG00000142252.10,chr19,45079269,45079377,TSS,True,75,205
ENSG00000105202.8,chr19,39840515,39840619,5AS,False,81,775
ENSG00000105202.8,chr19,39846290,39846413,TSS,True,130,868
ENSG00000130165.10,chr19,11559190,11559260,TSS,True,21,202
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,105,424
ENSG00000007080.10,chr19,17935775,17936579,TSS,True,336,424
ENSG00000130208.9,chr19,44914669,44914733,TSS,True,38,318
ENSG00000126456.15,chr19,49665634,49665859,TSS,True,87,103
ENSG00000126456.15,chr19,49665630,49665861,TSS,True,48,103
ENSG00000126456.15,chr19,49665671,49665861,TSS,True,88,103
ENSG00000105401.8,chr19,10395343,10395434,IR,False,140,189
ENSG00000105401.8,chr19,10403377,10403874,TSS,True,32,216
ENSG00000167468.16,chr19,1105809,1106377,5AS,True,57,123
ENSG00000099783.11,chr19,8465362,8465479,IR,False,154,300
ENSG00000099783.11,chr19,8474244,8485602,ES,False,61,346
ENSG00000099783.11,chr19,8444867,8445111,TSS,True,162,466
ENSG00000154473.17,chr10,123162828,123165046,3AS,False,366,722
ENSG00000154473.17,chr10,123154277,123154485,TSS,True,75,748
ENSG00000154473.17,chr10,123163819,123165365,PAS,True,382,740
ENSG00000154473.17,chr10,123165046,123165365,PAS,True,381,748
ENSG00000138279.15,chr10,73414011,73414088,TSS,True,27,112
ENSG00000138279.15,chr10,73400802,73400860,TSS,True,93,112
ENSG00000156574.9,chr10,70441474,70441681,TSS,False,45,121
ENSG00000156574.9,chr10,70442030,70442474,TSS,True,93,122
ENSG00000166197.16,chr10,102152184,102152530,TSS,True,29,108
ENSG00000166197.16,chr10,102160490,102161093,TSS,False,83,100
ENSG00000166197.16,chr10,102162110,102163871,PAS,True,17,101
ENSG00000120053.11,chr10,99430447,99430683,TSS,True,32,151
ENSG00000182180.13,chr10,73249318,73251762,3AS,False,34,278
ENSG00000182180.13,chr10,73248844,73250991,PAS,True,40,285
ENSG00000182180.13,chr10,73248842,73249318,PAS,False,252,286
ENSG00000156110.13,chr10,74151163,74151343,TSS,True,94,160
ENSG00000156110.13,chr10,74176479,74176886,TSS,True,67,157
ENSG00000156110.13,chr10,74708320,74711891,PAS,True,17,159
ENSG00000156515.23,chr10,69398677,69398828,TSS,True,35,105
ENSG00000119979.17,chr10,119104197,119107967,3AS,False,102,160
ENSG00000119979.17,chr10,119132609,119137056,3AS,False,17,155
ENSG00000119979.17,chr10,119136470,119137988,PAS,True,52,190
ENSG00000119979.17,chr10,119104763,119104986,PAS,True,166,186
ENSG00000119979.17,chr10,119137056,119137980,PAS,True,164,194
ENSG00000166136.15,chr10,100529766,100529925,TSS,True,115,1089
ENSG00000151465.13,chr10,12195956,12196319,TSS,True,290,1009
ENSG00000151465.13,chr10,12246144,12246277,TSS,True,755,1004
ENSG00000057608.16,chr10,5813213,5813478,TSS,True,36,136
ENSG00000057608.16,chr10,5785851,5786047,TSS,True,113,133
ENSG00000148690.11,chr10,93700106,93702374,ES,True,94,105
ENSG00000148690.11,chr10,93700106,93702374,5AS,True,94,105
ENSG00000148690.11,chr10,93667882,93669868,PAS,True,27,121
ENSG00000148690.11,chr10,93681567,93681598,PAS,True,105,121
ENSG00000148690.11,chr10,93702374,93702602,TSS,False,16,121
ENSG00000168209.4,chr10,72273920,72274060,TSS,True,136,296
ENSG00000079332.14,chr10,70170412,70170529,TSS,True,20,169
ENSG00000122958.14,chr10,69124162,69124280,TSS,True,29,118
ENSG00000122952.16,chr10,56358687,56358908,IR,False,24,168
ENSG00000122952.16,chr10,56353642,56358185,PAS,True,36,201
ENSG00000122952.16,chr10,56361195,56361293,TSS,True,65,237
ENSG00000107833.10,chr10,101783272,101783413,TSS,True,26,203
ENSG00000148834.12,chr10,104254871,104254962,TSS,True,85,601
ENSG00000055950.16,chr10,100986268,100986975,PAS,True,65,315
ENSG00000055950.16,chr10,100986268,100986572,PAS,True,275,317
ENSG00000107521.18,chr10,98429008,98429642,PAS,True,128,158
ENSG00000107521.18,chr10,98441903,98442957,PAS,False,40,150
ENSG00000107521.18,chr10,98446806,98446957,TSS,True,36,161
ENSG00000136758.18,chr10,27110166,27112120,PAS,True,21,111
ENSG00000136758.18,chr10,27154177,27155274,TSS,True,24,117
ENSG00000173915.15,chr10,103392466,103396408,ME,False,80,104
ENSG00000173915.15,chr10,103392466,103396408,ME,False,80,104
ENSG00000165512.4,chr10,45000910,45000978,TSS,False,65,217
ENSG00000067064.11,chr10,1043393,1048863,ES,False,151,306
ENSG00000067064.11,chr10,1048863,1049359,TSS,False,44,350
ENSG00000108064.10,chr10,58385400,58385648,TSS,True,60,177
ENSG00000108064.10,chr10,58394354,58394414,TSS,True,123,154
ENSG00000108064.10,chr10,58394927,58399220,PAS,True,23,167
ENSG00000108064.10,chr10,58388669,58388819,PAS,True,98,118
ENSG00000108010.11,chr10,130179341,130179671,PAS,True,101,858
ENSG00000107937.18,chr10,987862,988527,TSS,True,17,119
ENSG00000086475.14,chr10,13347999,13348477,TSS,True,150,262
ENSG00000086475.14,chr10,13344757,13347698,TSS,True,196,262
ENSG00000148688.13,chr10,90900569,90903493,PAS,True,27,262
ENSG00000107949.16,chr10,125836103,125836551,PAS,False,296,603
ENSG00000107949.16,chr10,125853124,125853694,PAS,False,380,604
ENSG00000166228.8,chr10,70888530,70888608,TSS,False,43,118
ENSG00000166228.8,chr10,70885797,70885930,TSS,False,91,118
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,179,343
ENSG00000197746.13,chr10,71819030,71819086,TSS,True,218,339
ENSG00000213551.4,chr10,73247009,73250031,TSS,True,19,113
ENSG00000213551.4,chr10,73246687,73248156,TSS,True,98,113
ENSG00000134453.15,chr10,6104072,6105097,TSS,True,69,102
ENSG00000134453.15,chr10,6112208,6112361,TSS,True,89,102
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,42,185
ENSG00000166295.8,chr10,72216072,72230365,5AS,False,19,176
ENSG00000166295.8,chr10,72216138,72223887,ES,False,107,142
ENSG00000166295.8,chr10,72216138,72230365,ES,True,36,156
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,112,310
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,233,310
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,56,304
ENSG00000166295.8,chr10,72223887,72224154,PAS,True,247,279
PB_novel_214707,chr10,52034214,52038964,3AS,True,60,171
PB_novel_214707,chr10,52034217,52038964,ES,True,79,104
PB_novel_214707,chr10,52033792,52034214,PAS,True,116,190
PB_novel_214707,chr10,52033792,52034217,PAS,True,84,190
ENSG00000169813.16,chr10,43396590,43409130,5AS,True,136,155
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,191,327
ENSG00000169813.16,chr10,43407716,43407818,TSS,False,278,327
ENSG00000148803.11,chr10,133355436,133355737,3AS,False,77,104
ENSG00000148803.11,chr10,133354006,133355436,PAS,True,32,110
ENSG00000148803.11,chr10,133355153,133355505,PAS,True,85,110
ENSG00000148803.11,chr10,133357922,133358035,TSS,True,24,110
ENSG00000148803.11,chr10,133357656,133357750,TSS,False,88,110
ENSG00000165637.13,chr10,75210627,75210938,TSS,True,106,820
ENSG00000122378.13,chr10,80408643,80420482,3AS,False,47,175
ENSG00000165732.12,chr10,68956132,68956312,TSS,False,69,143
ENSG00000096746.17,chr10,68332216,68337198,5AS,False,469,795
ENSG00000096746.17,chr10,68338642,68339139,5AS,False,270,823
ENSG00000096746.17,chr10,68332040,68332235,TSS,True,807,1131
ENSG00000096746.17,chr10,68332029,68332216,TSS,True,659,1131
ENSG00000100938.17,chr14,24232130,24232788,TSS,True,147,174
ENSG00000100938.17,chr14,24232866,24232977,TSS,True,78,174
ENSG00000020426.10,chr14,60968228,60969960,PAS,True,36,282
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,98,619
ENSG00000087302.8,chr14,51999727,51999796,TSS,True,542,617
ENSG00000258289.8,chr14,64924126,64926009,3AS,False,360,430
ENSG00000119655.10,chr14,74493192,74493346,TSS,True,117,1010
ENSG00000100883.11,chr14,34982657,34983215,TSS,True,66,179
ENSG00000100883.11,chr14,35022916,35023080,TSS,True,118,174
ENSG00000133997.11,chr14,70581252,70584943,PAS,True,18,120
ENSG00000129484.13,chr14,20343565,20343687,TSS,True,14,117
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,1532,1891
ENSG00000092199.17,chr14,21234229,21269297,ES,False,622,1862
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,244,2124
ENSG00000172590.18,chr14,22829940,22830049,5AS,False,358,478
ENSG00000172590.18,chr14,22829940,22830052,3AS,False,302,660
ENSG00000172590.18,chr14,22829940,22830052,IR,False,302,459
ENSG00000172590.18,chr14,22829944,22830049,5AS,True,15,120
ENSG00000172590.18,chr14,22829948,22830049,IR,False,105,143
ENSG00000172590.18,chr14,22829948,22830052,3AS,False,14,119
ENSG00000172590.18,chr14,22829886,22829948,TSS,True,747,866
ENSG00000172590.18,chr14,22829874,22829940,TSS,True,201,866
ENSG00000119707.13,chr14,73058459,73058705,TSS,False,31,118
ENSG00000119707.13,chr14,73119712,73122136,PAS,True,88,105
ENSG00000100908.13,chr14,24139614,24140888,3AS,False,128,162
ENSG00000100908.13,chr14,24141316,24141437,IR,False,109,151
ENSG00000100908.13,chr14,24141106,24141620,TSS,True,130,168
ENSG00000100908.13,chr14,24141437,24141608,TSS,True,57,168
ENSG00000133983.14,chr14,70329236,70359518,ES,False,87,472
ENSG00000165501.16,chr14,49602468,49614255,ES,False,56,136
ENSG00000100714.15,chr14,64388227,64388468,TSS,True,124,181
ENSG00000100714.15,chr14,64417883,64418024,TSS,True,130,179
ENSG00000100714.15,chr14,64440149,64440266,TSS,False,120,174
ENSG00000100744.14,chr14,96363492,96363568,TSS,False,22,161
ENSG00000100711.13,chr14,103729182,103732619,ES,False,115,167
ENSG00000100941.8,chr14,39174985,39175392,TSS,True,120,323
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,214,491
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,294,491
ENSG00000126787.12,chr14,55191462,55191620,TSS,True,15,101
PB_novel_215440,chr14,48235618,48260392,ES,True,112,127
PB_novel_215440,chr14,48231586,48234226,PAS,True,26,154
PB_novel_215440,chr14,48260392,48260687,TSS,True,17,154
ENSG00000165389.6,chr14,34462095,34462264,TSS,False,18,113
ENSG00000100814.17,chr14,20333253,20333312,TSS,True,45,324
ENSG00000100814.17,chr14,20329173,20329376,TSS,True,287,323
ENSG00000100632.10,chr14,69398230,69398334,TSS,True,227,959
ENSG00000119632.3,chr14,94129557,94129676,TSS,True,33,189
ENSG00000119632.3,chr14,94129261,94129509,TSS,True,170,189
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,2038,2568
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,521,2420
ENSG00000129460.15,chr14,23469674,23469727,TSS,True,54,307
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,21,122
ENSG00000256053.7,chr14,103563124,103587273,ES,False,36,166
ENSG00000256053.7,chr14,103571820,103587273,ES,False,23,130
ENSG00000072042.12,chr14,67695629,67695774,TSS,True,31,246
ENSG00000100603.13,chr14,77761113,77761172,TSS,True,25,132
ENSG00000100650.15,chr14,69767251,69768137,5AS,False,327,1398
ENSG00000100650.15,chr14,69767255,69768137,5AS,False,961,1071
ENSG00000100650.15,chr14,69771105,69771196,3AS,False,149,1423
ENSG00000100650.15,chr14,69767092,69767255,TSS,True,587,1547
ENSG00000100650.15,chr14,69767092,69767251,TSS,True,1217,1547
ENSG00000100650.15,chr14,69771193,69772012,PAS,True,230,1445
ENSG00000100575.13,chr14,58411971,58427053,ES,False,19,120
ENSG00000170348.8,chr14,75176354,75176636,TSS,True,41,237
ENSG00000100823.11,chr14,20455338,20455577,5AS,False,212,798
ENSG00000100823.11,chr14,20455338,20455577,IR,False,212,249
ENSG00000100823.11,chr14,20455192,20455394,TSS,True,406,982
ENSG00000100823.11,chr14,20455195,20455338,TSS,True,766,982
ENSG00000165819.11,chr14,21499137,21499305,IR,False,84,121
ENSG00000165819.11,chr14,21499371,21499491,IR,False,79,120
ENSG00000165819.11,chr14,21511123,21511371,TSS,True,35,140
ENSG00000165819.11,chr14,21499024,21499538,TSS,True,117,131
ENSG00000100526.19,chr14,54397077,54401523,ES,False,46,407
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,96,174
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,86,174
ENSG00000151327.12,chr14,35050032,35050393,PAS,False,131,167
ENSG00000151327.12,chr14,35081021,35083764,PAS,True,44,169
ENSG00000092108.20,chr14,30622399,30630476,ES,False,16,108
ENSG00000092108.20,chr14,30622257,30622399,TSS,True,56,164
ENSG00000092108.20,chr14,30690340,30690577,TSS,True,118,149
ENSG00000092108.20,chr14,30735585,30738374,PAS,True,19,164
ENSG00000155463.12,chr14,22766674,22766764,TSS,False,77,411
ENSG00000155463.12,chr14,22771311,22771348,TSS,True,355,409
ENSG00000092208.17,chr14,39122543,39128279,ES,False,15,135
ENSG00000100445.17,chr14,24440926,24442177,ES,False,36,278
ENSG00000100445.17,chr14,24442260,24442345,IR,False,248,281
ENSG00000100445.17,chr14,24442177,24442739,TSS,True,317,353
ENSG00000100445.17,chr14,24442345,24442760,TSS,True,307,353
ENSG00000100445.17,chr14,24442753,24442803,TSS,False,129,353
ENSG00000090060.17,chr14,96502375,96502600,TSS,True,29,227
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,23,213
ENSG00000092020.10,chr14,35110629,35121901,ES,False,34,138
ENSG00000092020.10,chr14,35121901,35122916,TSS,True,36,147
ENSG00000092020.10,chr14,35122221,35123008,TSS,True,117,147
ENSG00000050130.17,chr14,59484593,59486730,3AS,False,38,119
ENSG00000050130.17,chr14,59484593,59487673,ES,False,15,134
ENSG00000140043.11,chr14,73851943,73858815,5AS,False,81,106
ENSG00000140043.11,chr14,73851820,73851943,TSS,True,39,120
ENSG00000140043.11,chr14,73851791,73852004,TSS,False,95,120
ENSG00000165525.17,chr14,49828787,49829053,3AS,False,14,112
ENSG00000165525.17,chr14,49828677,49828807,PAS,True,23,119
ENSG00000165525.17,chr14,49828695,49828787,PAS,True,106,119
ENSG00000100836.10,chr14,23321906,23322295,TSS,True,83,109
ENSG00000151332.18,chr14,36298532,36299190,PAS,True,22,102
ENSG00000151332.18,chr14,36298557,36299187,PAS,True,84,102
ENSG00000165792.17,chr14,20990598,20992123,3AS,False,126,167
ENSG00000165792.17,chr14,20996711,20996784,IR,False,128,166
ENSG00000165792.17,chr14,20996784,20997035,PAS,True,50,178
ENSG00000165792.17,chr14,20996526,20997035,PAS,True,135,173
ENSG00000117543.20,chr1,100989622,100990631,PAS,True,17,127
ENSG00000117543.20,chr1,101025682,101025814,TSS,True,17,130
ENSG00000116478.11,chr1,32292072,32292218,TSS,True,21,193
ENSG00000117450.13,chr1,45519047,45521828,IR,True,30,127
ENSG00000179085.7,chr1,155140245,155140490,3AS,False,143,196
ENSG00000179085.7,chr1,155139890,155140245,PAS,False,74,217
ENSG00000179085.7,chr1,155139890,155140271,PAS,True,144,196
ENSG00000176261.15,chr1,32627544,32633644,ES,False,87,314
ENSG00000176261.15,chr1,32634072,32634767,5AS,False,207,231
ENSG00000176261.15,chr1,32634072,32634767,3AS,False,207,237
ENSG00000176261.15,chr1,32634792,32650432,5AS,False,242,283
ENSG00000176261.15,chr1,32650432,32651044,TSS,False,65,364
ENSG00000116750.13,chr1,193012249,193016395,PAS,True,26,100
ENSG00000116750.13,chr1,193059184,193059423,TSS,True,16,102
ENSG00000134375.10,chr1,201954880,201955552,TSS,True,115,397
ENSG00000134375.10,chr1,201957279,201957380,TSS,True,311,397
ENSG00000011009.10,chr1,23791143,23791250,TSS,True,43,389
ENSG00000052723.11,chr1,114769398,114774372,PAS,True,61,107
ENSG00000052723.11,chr1,114779100,114779284,PAS,True,50,106
ENSG00000052723.11,chr1,114780448,114780685,TSS,False,19,112
ENSG00000081870.11,chr1,53945554,53945821,TSS,True,37,116
ENSG00000081870.11,chr1,53946236,53946316,TSS,True,85,116
ENSG00000230798.5,chr1,63321463,63321624,5AS,True,605,711
ENSG00000230798.5,chr1,63321624,63321664,TSS,True,1384,1987
ENSG00000230798.5,chr1,63321583,63321642,TSS,True,1112,1987
ENSG00000131238.17,chr1,40097114,40097257,TSS,False,80,274
ENSG00000131238.17,chr1,40078559,40078658,TSS,True,201,272
ENSG00000004455.16,chr1,33007984,33010833,PAS,True,225,411
ENSG00000004455.16,chr1,33009919,33013402,PAS,True,194,408
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,58,116
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,21,143
ENSG00000143314.12,chr1,156738764,156741052,5AS,True,59,106
ENSG00000143314.12,chr1,156741052,156741132,TSS,False,62,122
ENSG00000143314.12,chr1,156741011,156741118,TSS,True,77,122
ENSG00000160688.18,chr1,154983397,154983841,IR,False,114,129
ENSG00000160688.18,chr1,154983189,154983397,TSS,True,25,145
ENSG00000160688.18,chr1,154983343,154984066,TSS,True,126,145
ENSG00000160688.18,chr1,154992901,154993112,PAS,False,57,144
ENSG00000160688.18,chr1,154988104,154989014,PAS,True,90,144
ENSG00000163463.11,chr1,155172737,155173213,TSS,True,505,603
ENSG00000163463.11,chr1,155173220,155173329,TSS,False,147,603
ENSG00000142657.20,chr1,10399019,10399125,TSS,True,99,376
ENSG00000116251.10,chr1,6197756,6199557,5AS,True,153,184
ENSG00000116251.10,chr1,6199561,6199604,TSS,False,2764,6672
ENSG00000116251.10,chr1,6192929,6193003,TSS,True,4506,6672
ENSG00000158864.12,chr1,161201822,161202480,TSS,True,118,605
ENSG00000158864.12,chr1,161202367,161203543,TSS,True,525,605
ENSG00000067533.5,chr1,218285289,218285455,TSS,True,35,258
ENSG00000067533.5,chr1,218330947,218331575,PAS,False,29,250
ENSG00000067533.5,chr1,218302293,218302534,PAS,True,197,224
ENSG00000054116.11,chr1,36149336,36149528,TSS,False,23,185
ENSG00000142856.16,chr1,63446856,63453917,ES,False,83,104
ENSG00000142856.16,chr1,63508570,63523128,ES,False,110,128
ENSG00000142856.16,chr1,63438492,63441103,PAS,True,36,141
ENSG00000142856.16,chr1,63449447,63449815,PAS,False,124,138
ENSG00000163875.15,chr1,37495918,37501803,ES,False,90,105
ENSG00000143183.16,chr1,165768269,165768758,5AS,False,24,184
ENSG00000143183.16,chr1,165768681,165768892,TSS,True,58,213
ENSG00000143183.16,chr1,165768758,165768892,TSS,False,187,213
ENSG00000185842.15,chr1,224967679,224969831,PAS,True,77,118
ENSG00000185842.15,chr1,224969633,224969832,PAS,False,55,120
ENSG00000116670.14,chr1,11681038,11681208,TSS,True,455,597
ENSG00000116670.14,chr1,11691751,11691831,TSS,True,446,597
ENSG00000116670.14,chr1,11691412,11691608,TSS,True,400,597
ENSG00000116670.14,chr1,11676847,11677436,TSS,True,534,596
ENSG00000234741.7,chr1,173864079,173864256,IR,True,65,119
ENSG00000234741.7,chr1,173864304,173864674,5AS,False,114,171
ENSG00000234741.7,chr1,173864304,173864674,3AS,False,114,143
ENSG00000234741.7,chr1,173864304,173864674,IR,False,114,199
ENSG00000234741.7,chr1,173864304,173865228,3AS,True,19,121
ENSG00000234741.7,chr1,173864304,173865509,IR,True,28,110
ENSG00000234741.7,chr1,173865282,173865509,5AS,False,1750,3560
ENSG00000284770.1,chr1,235367341,235367504,TSS,True,15,102
ENSG00000117697.14,chr1,212736972,212738686,PAS,True,35,236
ENSG00000160049.11,chr1,10460262,10461702,PAS,True,89,171
ENSG00000160049.11,chr1,10460907,10463209,PAS,True,81,165
ENSG00000160049.11,chr1,10472322,10472582,TSS,True,37,176
ENSG00000160049.11,chr1,10467189,10467283,TSS,True,151,176
ENSG00000117122.13,chr1,16977195,16978236,3AS,False,20,149
ENSG00000117122.13,chr1,16980586,16980812,TSS,True,17,163
ENSG00000143033.17,chr1,93127299,93133702,ES,False,21,102
ENSG00000143033.17,chr1,93079194,93079531,TSS,True,39,132
ENSG00000143033.17,chr1,93115463,93115618,TSS,True,100,127
ENSG00000143033.17,chr1,93136669,93140947,PAS,True,43,126
ENSG00000143033.17,chr1,93133702,93133772,PAS,False,102,125
ENSG00000143420.18,chr1,150621248,150622859,PAS,True,122,509
ENSG00000143420.18,chr1,150623608,150625808,PAS,True,445,502
ENSG00000143420.18,chr1,150627049,150627592,PAS,True,442,493
ENSG00000143420.18,chr1,150629413,150629622,TSS,True,223,636
ENSG00000143420.18,chr1,150629060,150629153,TSS,True,562,636
ENSG00000162433.14,chr1,65147348,65147665,TSS,False,160,185
ENSG00000162433.14,chr1,65148149,65148552,TSS,True,78,185
ENSG00000162433.14,chr1,65148140,65149140,TSS,False,161,185
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,297,368
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,165,375
ENSG00000116209.11,chr1,54053355,54053501,TSS,True,230,375
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,98,519
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,167,535
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,479,535
ENSG00000084623.11,chr1,32226463,32226530,TSS,True,450,532
ENSG00000116353.15,chr1,29216685,29230730,3AS,False,91,124
ENSG00000177674.15,chr1,11745837,11747439,ES,False,206,240
ENSG00000177674.15,chr1,11748589,11750076,5AS,False,46,245
ENSG00000143252.14,chr1,161314378,161314425,TSS,True,45,242
ENSG00000160752.14,chr1,155308965,155310042,ES,False,457,518
ENSG00000160752.14,chr1,155308965,155310042,5AS,False,457,561
ENSG00000160752.14,chr1,155308965,155310063,3AS,False,428,947
ENSG00000160752.14,chr1,155308965,155310063,5AS,True,428,511
ENSG00000160752.14,chr1,155308965,155310063,IR,False,428,533
ENSG00000160752.14,chr1,155309076,155310042,ES,True,87,104
ENSG00000160752.14,chr1,155309076,155310063,3AS,False,81,186
ENSG00000160752.14,chr1,155308665,155308965,TSS,True,315,1298
ENSG00000160752.14,chr1,155308865,155309076,TSS,True,1110,1298
ENSG00000067334.13,chr1,93868534,93869944,PAS,True,15,101
ENSG00000067334.13,chr1,93879076,93879206,TSS,True,23,101
ENSG00000163344.5,chr1,154936590,154937003,TSS,False,90,287
ENSG00000117419.15,chr1,44355259,44355339,TSS,True,128,185
ENSG00000117419.15,chr1,44339044,44342704,TSS,True,142,185
ENSG00000117419.15,chr1,44319627,44319746,TSS,False,136,185
ENSG00000117419.15,chr1,44352849,44355257,TSS,True,159,185
ENSG00000171735.18,chr1,6785575,6825091,ES,False,108,455
ENSG00000143612.20,chr1,154212624,154214456,ES,False,28,253
ENSG00000143612.20,chr1,154214574,154220341,ES,False,111,240
ENSG00000143612.20,chr1,154220341,154220796,TSS,True,69,317
ENSG00000240563.1,chr1,62194704,62194921,TSS,False,40,159
ENSG00000240563.1,chr1,62206518,62207583,PAS,True,69,126
ENSG00000240563.1,chr1,62209782,62212328,PAS,False,83,128
ENSG00000143401.14,chr1,150220758,150223185,3AS,False,21,171
ENSG00000143401.14,chr1,150218416,150220761,PAS,True,38,189
ENSG00000143401.14,chr1,150218417,150220758,PAS,True,167,189
ENSG00000230623.5,chr1,200473908,200475184,PAS,True,105,259
ENSG00000230623.5,chr1,200415364,200415550,PAS,False,161,259
ENSG00000035687.9,chr1,244451634,244452120,TSS,False,12,114
ENSG00000132698.14,chr1,156061443,156068269,ES,False,40,107
ENSG00000266472.5,chr1,150293898,150294334,IR,True,1093,1322
ENSG00000266472.5,chr1,150293846,150293898,TSS,False,274,1381
ENSG00000266472.5,chr1,150293866,150294449,TSS,True,1152,1381
ENSG00000143742.12,chr1,225783368,225789239,ES,False,2220,2479
ENSG00000009307.15,chr1,114736855,114737962,ES,False,114,144
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,96,242
ENSG00000143106.12,chr1,109426301,109426486,TSS,True,189,1267
ENSG00000159377.10,chr1,151399546,151399727,TSS,True,39,207
ENSG00000159377.10,chr1,151399996,151400187,TSS,True,176,207
ENSG00000069275.12,chr1,205719673,205720500,3AS,True,38,177
ENSG00000069275.12,chr1,205713349,205718479,PAS,True,107,180
ENSG00000069275.12,chr1,205719553,205719676,PAS,True,98,180
ENSG00000069275.12,chr1,205719553,205719673,PAS,True,157,180
ENSG00000069275.12,chr1,205749956,205750283,TSS,False,42,213
ENSG00000173726.10,chr1,235128594,235128945,TSS,False,133,428
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,417,579
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,278,578
ENSG00000142864.14,chr1,67429987,67430437,TSS,True,196,673
ENSG00000142864.14,chr1,67425082,67425906,TSS,False,564,667
ENSG00000077152.10,chr1,202341894,202341965,TSS,True,60,529
ENSG00000120333.4,chr1,175023363,175023430,TSS,False,34,264
ENSG00000143353.11,chr1,219179246,219193129,3AS,False,14,100
ENSG00000143353.11,chr1,219173785,219173981,TSS,True,19,117
ENSG00000116754.13,chr1,70205642,70205780,TSS,True,100,134
ENSG00000116754.13,chr1,70221330,70221400,TSS,False,111,129
ENSG00000116754.13,chr1,70221351,70221839,TSS,True,79,129
ENSG00000116754.13,chr1,70250610,70253052,PAS,True,80,117
ENSG00000116754.13,chr1,70244683,70244816,PAS,True,88,105
ENSG00000116754.13,chr1,70250607,70253052,PAS,True,88,117
ENSG00000116754.13,chr1,70250364,70253045,PAS,False,96,111
ENSG00000097021.19,chr1,6393256,6393745,TSS,True,41,170
ENSG00000097021.19,chr1,6385493,6385833,TSS,False,140,170
ENSG00000168653.10,chr1,39026398,39028722,5AS,False,2939,4106
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,1310,4252
