gene,chr,start,end,splice_type,novel,osteocyte_ENCFF925MYC_in_cov,osteocyte_ENCFF925MYC_total_cov
ENSG00000141380.13,chr18,26035127,26038554,ES,False,407,519
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,69,190
ENSG00000257267.3,chr18,35290391,35305975,ES,False,30,100
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,586,669
ENSG00000141424.12,chr18,36108526,36109745,PAS,True,235,751
ENSG00000141424.12,chr18,36122052,36122270,PAS,True,512,740
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,167,753
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,670,753
ENSG00000154889.16,chr18,11884627,11885675,ES,False,242,331
ENSG00000154889.16,chr18,11886621,11886916,ES,False,37,323
ENSG00000154889.16,chr18,11886778,11886916,3AS,False,199,286
ENSG00000154889.16,chr18,11897356,11906202,ES,False,234,307
ENSG00000181191.11,chrX,69163140,69165371,3AS,False,204,227
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,60,253
ENSG00000101844.17,chrX,108091666,108091836,TSS,True,16,152
ENSG00000187243.16,chrX,52069129,52069270,TSS,True,22,120
ENSG00000129680.15,chrX,136225914,136226013,PAS,True,120,224
ENSG00000129680.15,chrX,136228621,136228758,PAS,True,186,224
ENSG00000129680.15,chrX,136251288,136251458,TSS,True,147,231
ENSG00000129680.15,chrX,136256303,136256601,TSS,False,148,231
ENSG00000129680.15,chrX,136256047,136256364,TSS,True,203,231
ENSG00000101972.18,chrX,123960506,123960866,TSS,False,111,131
ENSG00000101972.18,chrX,123961598,123961856,TSS,True,66,131
ENSG00000101972.18,chrX,124100573,124102658,PAS,True,39,128
ENSG00000130021.13,chrX,7148052,7148185,TSS,True,16,141
ENSG00000010404.17,chrX,149501037,149503311,ES,False,67,100
ENSG00000010404.17,chrX,149478768,149483218,PAS,False,22,115
ENSG00000010404.17,chrX,149487130,149487313,PAS,True,100,115
ENSG00000130066.16,chrX,23783883,23784293,IR,False,75,232
ENSG00000130066.16,chrX,23783883,23785327,ES,False,402,474
ENSG00000130066.16,chrX,23783883,23785327,IR,True,402,551
ENSG00000130066.16,chrX,23784403,23785327,IR,True,81,232
ENSG00000125354.22,chrX,119616940,119618786,PAS,True,89,412
ENSG00000196998.17,chrX,49076750,49077642,3AS,False,209,239
ENSG00000196998.17,chrX,49076750,49077642,IR,False,209,252
ENSG00000196998.17,chrX,49076750,49077836,ES,False,31,240
ENSG00000196998.17,chrX,49077747,49077836,IR,False,243,281
ENSG00000123595.7,chrX,13689288,13708720,ES,False,53,158
ENSG00000123562.16,chrX,103678600,103684680,3AS,False,191,405
ENSG00000123562.16,chrX,103678600,103685170,ES,False,1123,1315
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,1123,2101
ENSG00000123562.16,chrX,103678620,103684680,3AS,False,26,214
ENSG00000123562.16,chrX,103678620,103685170,ES,True,106,132
ENSG00000123562.16,chrX,103678620,103685170,3AS,True,106,952
ENSG00000123562.16,chrX,103678651,103685170,ES,False,657,845
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,464,2351
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,1941,2351
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,46,324
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,15,126
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,94,317
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,80,386
ENSG00000147162.13,chrX,71533061,71533336,TSS,True,72,191
ENSG00000184867.13,chrX,101658142,101658491,5AS,False,50,448
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,329,447
ENSG00000184867.13,chrX,101659136,101659418,3AS,False,66,315
ENSG00000184867.13,chrX,101659136,101659418,IR,False,66,101
ENSG00000184867.13,chrX,101659148,101659418,5AS,False,249,283
ENSG00000184867.13,chrX,101659148,101659430,5AS,True,35,318
ENSG00000184867.13,chrX,101659148,101659757,ES,False,45,357
ENSG00000188153.13,chrX,108439784,108440206,TSS,True,189,260
ENSG00000188153.13,chrX,108696296,108697545,PAS,True,85,250
ENSG00000188419.13,chrX,85861179,85864821,PAS,True,24,110
ENSG00000188419.13,chrX,86047483,86047558,TSS,True,32,131
ENSG00000147099.20,chrX,72489041,72495155,ES,False,11,102
ENSG00000147099.20,chrX,72329514,72330076,PAS,True,31,114
ENSG00000147099.20,chrX,72473399,72474729,PAS,True,90,112
ENSG00000198947.15,chrX,31121930,31134101,ES,False,316,435
ENSG00000198947.15,chrX,31173604,31178668,ES,False,165,350
ENSG00000198947.15,chrX,31119215,31121930,PAS,True,131,562
ENSG00000198947.15,chrX,31266809,31266983,TSS,True,148,540
ENSG00000076716.8,chrX,133414805,133415522,TSS,False,38,228
ENSG00000185222.9,chrX,103356606,103357614,ES,False,39,118
ENSG00000185222.9,chrX,103357614,103358469,PAS,True,14,134
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,114,131
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,27,131
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,24,137
ENSG00000147065.16,chrX,65739728,65741935,PAS,False,63,126
ENSG00000147065.16,chrX,65735266,65735570,PAS,True,85,117
ENSG00000001497.16,chrX,65524262,65524964,ES,False,164,198
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,26,200
ENSG00000147010.17,chrX,19670861,19670970,TSS,False,44,161
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,623,709
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,240,709
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,622,707
ENSG00000180964.16,chrX,103254017,103255077,ES,False,47,365
ENSG00000101901.11,chrX,111685103,111687886,ES,False,87,102
ENSG00000101901.11,chrX,111681114,111681299,TSS,True,62,116
ENSG00000101901.11,chrX,111681171,111681424,TSS,True,64,116
ENSG00000101901.11,chrX,111687886,111688800,PAS,True,12,114
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,279,321
ENSG00000102038.15,chrX,129492093,129496749,ES,False,590,1285
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,1180,1481
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,1019,1475
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,1200,1476
ENSG00000005302.18,chrX,11758214,11758365,TSS,True,82,141
ENSG00000005302.18,chrX,11758594,11759875,TSS,True,80,141
ENSG00000130985.16,chrX,47190712,47190950,TSS,False,82,105
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,1467,7103
ENSG00000012174.11,chrX,21882432,21885425,PAS,False,75,165
ENSG00000012174.11,chrX,21853375,21855375,PAS,True,133,163
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,118,236
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,121,233
ENSG00000187325.4,chrX,78139560,78139688,TSS,True,19,100
ENSG00000101888.11,chrX,109536844,109537021,TSS,True,92,122
ENSG00000101888.11,chrX,109537198,109537270,TSS,False,39,122
ENSG00000198960.10,chrX,101615760,101616671,IR,False,28,243
ENSG00000198960.10,chrX,101615118,101616766,PAS,True,28,243
ENSG00000198960.10,chrX,101615119,101615760,PAS,True,220,248
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,1177,8452
ENSG00000047230.14,chrX,16712721,16712979,TSS,False,56,174
ENSG00000047230.14,chrX,16712557,16712958,TSS,True,145,174
ENSG00000102316.16,chrX,54809223,54809302,IR,False,64,163
ENSG00000102316.16,chrX,54809376,54809896,ES,True,14,117
ENSG00000102316.16,chrX,54815678,54815880,IR,True,77,612
ENSG00000102316.16,chrX,54815690,54815880,IR,True,3159,3694
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,862,3785
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,3166,3785
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,538,3785
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,3255,3785
ENSG00000083750.12,chrX,55717788,55719313,5AS,False,33,305
ENSG00000083750.12,chrX,55717645,55718419,TSS,True,39,311
ENSG00000083750.12,chrX,55717717,55717788,TSS,False,278,311
ENSG00000083750.12,chrX,55758245,55758778,PAS,True,33,311
ENSG00000131263.12,chrX,74596000,74614421,ES,True,88,105
ENSG00000131263.12,chrX,74614421,74614617,TSS,False,15,120
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,196,1317
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,228,1348
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,1151,1348
ENSG00000130150.11,chrX,14919671,14922327,PAS,True,26,131
ENSG00000182492.15,chrX,153494831,153495113,TSS,True,35,186
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,84,289
ENSG00000072501.17,chrX,53405236,53405391,PAS,True,243,288
ENSG00000131269.16,chrX,75114831,75156104,3AS,False,73,148
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,134,308
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,264,1058
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,815,1044
ENSG00000102158.19,chrX,77826363,77829235,PAS,True,47,117
ENSG00000102158.19,chrX,77826363,77828024,PAS,True,102,117
ENSG00000102158.19,chrX,77826363,77826809,PAS,True,101,119
ENSG00000005889.15,chrX,24149794,24172714,ES,False,70,172
ENSG00000005889.15,chrX,24152830,24172714,ES,False,75,108
ENSG00000005889.15,chrX,24172800,24179182,ES,False,125,188
ENSG00000005889.15,chrX,24149244,24149794,TSS,True,41,215
ENSG00000005889.15,chrX,24208899,24209007,PAS,False,41,194
ENSG00000005889.15,chrX,24210192,24216089,PAS,True,159,194
ENSG00000101825.7,chrX,3317102,3317526,TSS,True,105,125
ENSG00000101825.7,chrX,3346514,3347167,TSS,False,133,155
ENSG00000101825.7,chrX,3320007,3320817,TSS,True,108,125
ENSG00000102401.19,chrX,101623276,101623785,IR,False,155,176
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,644,799
ENSG00000068366.19,chrX,109683372,109696143,3AS,False,45,164
ENSG00000068366.19,chrX,109683375,109696143,3AS,True,107,119
ENSG00000068366.19,chrX,109683375,109733138,ES,True,16,123
ENSG00000068366.19,chrX,109641329,109644186,PAS,True,139,222
ENSG00000068366.19,chrX,109663301,109663402,PAS,True,109,216
ENSG00000130119.15,chrX,54530183,54530302,TSS,False,30,105
ENSG00000130119.15,chrX,54530236,54530419,TSS,True,81,105
ENSG00000130119.15,chrX,54560519,54562950,PAS,True,29,103
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,100,476
ENSG00000085224.22,chrX,77688924,77696576,ES,False,36,136
ENSG00000085224.22,chrX,77688927,77696576,ES,False,64,440
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,511,568
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,90,616
ENSG00000077721.15,chrX,119575400,119582587,ES,False,53,312
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,38,334
ENSG00000158290.16,chrX,120561371,120561462,TSS,False,157,182
ENSG00000158290.16,chrX,120560082,120560962,TSS,True,132,182
ENSG00000158290.16,chrX,120559778,120559924,TSS,False,128,182
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,203,1367
ENSG00000101928.12,chrX,134889192,134896816,ES,False,44,127
ENSG00000101928.12,chrX,134899534,134915181,ES,True,113,127
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,86,359
ENSG00000147274.14,chrX,136872345,136875085,ES,True,170,308
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,659,975
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,328,958
ENSG00000197021.8,chrX,149937480,149938192,5AS,False,100,118
ENSG00000197021.8,chrX,149928608,149930081,PAS,False,94,129
ENSG00000197021.8,chrX,149931209,149932767,PAS,True,35,129
ENSG00000197021.8,chrX,149938192,149938726,TSS,True,26,129
ENSG00000197021.8,chrX,149938141,149938872,TSS,True,112,129
ENSG00000083642.18,chr13,32586414,32586593,TSS,True,47,193
ENSG00000083642.18,chr13,32770120,32770507,PAS,True,121,191
ENSG00000083642.18,chr13,32758086,32758206,PAS,True,124,190
PB_novel_32063,chr13,110882483,110883793,TSS,True,112,125
PB_novel_32063,chr13,110879578,110880112,TSS,True,85,125
PB_novel_32063,chr13,110893027,110894403,PAS,True,72,125
ENSG00000123200.16,chr13,45975360,45975838,PAS,True,76,121
ENSG00000123200.16,chr13,46003163,46003336,PAS,True,80,114
ENSG00000123200.16,chr13,45983416,45985761,PAS,True,101,115
ENSG00000123200.16,chr13,46052403,46052765,TSS,True,51,134
ENSG00000123200.16,chr13,46052697,46053247,TSS,False,107,134
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,95,389
ENSG00000102580.14,chr13,95785938,95786071,PAS,True,335,388
ENSG00000102531.16,chr13,48975719,48976177,TSS,True,83,110
ENSG00000102531.16,chr13,49110302,49110406,TSS,False,64,110
ENSG00000184226.14,chr13,67228575,67230008,5AS,True,45,192
ENSG00000184226.14,chr13,67229779,67230350,TSS,True,80,227
ENSG00000184226.14,chr13,67230008,67230336,TSS,True,181,227
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,68,204
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,128,234
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,159,230
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,189,223
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,207,236
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,167,236
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,111,236
ENSG00000134871.18,chr13,110507941,110508221,TSS,True,81,123
ENSG00000134871.18,chr13,110505605,110506606,TSS,True,109,123
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,72,136
ENSG00000125247.15,chr13,100603622,100605142,PAS,True,22,100
ENSG00000204977.9,chr13,49997131,49997666,5AS,False,84,161
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,97,185
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,107,185
ENSG00000187498.15,chr13,110148868,110150444,PAS,True,615,1875
ENSG00000187498.15,chr13,110175216,110175357,PAS,True,624,701
ENSG00000187498.15,chr13,110195023,110195118,PAS,True,394,607
ENSG00000187498.15,chr13,110176883,110177037,PAS,True,453,652
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,1739,2306
ENSG00000187498.15,chr13,110161191,110161370,TSS,True,997,1693
ENSG00000132950.18,chr13,19851448,19851688,IR,False,111,126
ENSG00000132950.18,chr13,19823288,19825235,PAS,True,57,141
ENSG00000132950.18,chr13,19834314,19835689,PAS,True,119,141
ENSG00000132950.18,chr13,19836167,19837821,PAS,True,112,141
ENSG00000132950.18,chr13,19863449,19864871,TSS,True,20,142
ENSG00000083520.14,chr13,72778380,72781604,ME,False,37,128
ENSG00000083520.14,chr13,72757442,72759878,PAS,True,16,141
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,102,447
ENSG00000065150.18,chr13,98021735,98024777,PAS,True,46,441
ENSG00000088448.14,chr13,110893263,110906032,ME,False,97,120
ENSG00000088448.14,chr13,110893263,110906032,ME,False,97,120
ENSG00000088448.14,chr13,110893263,110906032,ME,False,97,120
ENSG00000088448.14,chr13,110893263,110906032,ME,False,97,120
ENSG00000088448.14,chr13,110893263,110906032,ME,False,14,120
ENSG00000088448.14,chr13,110893263,110906032,ME,False,14,120
ENSG00000088448.14,chr13,110893263,110906032,ES,False,142,297
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,52,330
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,60,368
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,30,153
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,34,159
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,129,159
ENSG00000183722.8,chr13,39344054,39378427,IR,True,417,490
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,57,419
ENSG00000183722.8,chr13,39378526,39600831,IR,True,57,109
ENSG00000183722.8,chr13,39378527,39600831,IR,True,347,398
ENSG00000183722.8,chr13,39601390,39602882,IR,True,83,500
ENSG00000183722.8,chr13,39342707,39344054,PAS,True,96,513
ENSG00000183722.8,chr13,39343050,39378528,PAS,True,444,512
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,113,518
ENSG00000183722.8,chr13,39602882,39603211,TSS,True,435,518
ENSG00000150403.17,chr13,113539507,113548302,ES,True,35,242
ENSG00000150403.17,chr13,113490713,113491273,TSS,True,70,267
ENSG00000120699.12,chr13,37003007,37004515,IR,False,77,147
ENSG00000120699.12,chr13,37004561,37005956,3AS,False,29,154
ENSG00000120699.12,chr13,37008835,37009183,IR,True,131,147
ENSG00000120699.12,chr13,37009183,37011113,PAS,True,26,157
ENSG00000120699.12,chr13,37008728,37009609,PAS,True,141,157
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,164,183
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,54,183
ENSG00000198542.13,chr13,101452931,101567698,ES,False,24,201
ENSG00000198542.13,chr13,101452378,101452931,TSS,True,295,501
ENSG00000198542.13,chr13,101577192,101579427,TSS,True,411,496
ENSG00000198542.13,chr13,101715562,101717562,PAS,True,255,496
ENSG00000198542.13,chr13,101717498,101721422,PAS,True,256,501
ENSG00000102753.9,chr13,49792437,49792685,TSS,False,19,178
ENSG00000213995.11,chr13,110634595,110634671,IR,True,223,261
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,28,273
ENSG00000133110.14,chr13,37564560,37569743,ES,False,408,1466
ENSG00000133110.14,chr13,37570669,37574571,ES,True,51,240
ENSG00000133110.14,chr13,37570669,37577752,ES,False,538,1796
ENSG00000133110.14,chr13,37571458,37577752,ES,False,1045,1239
ENSG00000133110.14,chr13,37562582,37563370,PAS,True,669,2075
ENSG00000133110.14,chr13,37570577,37570669,PAS,True,1832,2074
ENSG00000032742.17,chr13,20691053,20691444,PAS,True,60,101
ENSG00000032742.17,chr13,20641289,20643738,PAS,True,89,101
ENSG00000032742.17,chr13,20663497,20663584,PAS,True,70,101
ENSG00000134897.13,chr13,102799463,102805306,5AS,True,15,112
ENSG00000134897.13,chr13,102799521,102807145,ES,True,35,139
ENSG00000134897.13,chr13,102799100,102799521,TSS,False,55,198
ENSG00000134897.13,chr13,102799109,102799463,TSS,True,167,198
ENSG00000134897.13,chr13,102839571,102841537,PAS,True,22,197
ENSG00000134899.19,chr13,102845800,102846354,TSS,True,24,238
ENSG00000134899.19,chr13,102875306,102876000,PAS,True,63,238
ENSG00000134899.19,chr13,102872197,102872270,PAS,True,197,236
ENSG00000102595.19,chr13,95860843,95860883,PAS,True,158,179
ENSG00000102595.19,chr13,95863044,95863714,PAS,True,148,179
ENSG00000102595.19,chr13,95867336,95867423,PAS,False,127,179
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,302,796
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,619,796
ENSG00000134900.11,chr13,102649486,102657055,ES,False,97,117
ENSG00000134900.11,chr13,102596908,102597203,TSS,True,22,139
ENSG00000134900.11,chr13,102657055,102657152,PAS,False,80,136
ENSG00000134900.11,chr13,102678226,102680672,PAS,True,117,139
ENSG00000134900.11,chr13,102676295,102679958,PAS,True,107,139
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,54,392
ENSG00000139684.13,chr13,46775378,46777623,PAS,True,349,392
ENSG00000134884.14,chr13,106557131,106559431,IR,False,62,100
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,33,152
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,109,139
ENSG00000134884.14,chr13,106557047,106558540,TSS,True,107,120
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,69,180
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,20,144
ENSG00000189403.14,chr13,30461533,30462537,IR,True,307,355
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,73,380
ENSG00000189403.14,chr13,30460892,30462712,PAS,True,330,378
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,52,396
ENSG00000102699.5,chr13,24420926,24421314,PAS,False,72,100
ENSG00000102699.5,chr13,24512705,24512840,TSS,False,28,100
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,116,129
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,15,129
ENSG00000127870.16,chr13,26221330,26222002,5AS,True,108,130
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,257,365
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,153,365
ENSG00000152767.16,chr13,98142661,98143492,TSS,True,109,123
ENSG00000152767.16,chr13,98448235,98449773,PAS,True,19,109
ENSG00000184564.9,chr13,85798913,85799470,TSS,True,18,162
ENSG00000126226.21,chr13,113177976,113178173,3AS,False,53,104
ENSG00000126226.21,chr13,113177976,113178173,IR,False,53,365
ENSG00000126226.21,chr13,113178008,113178173,IR,False,51,363
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,372,425
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,113,425
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,374,425
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,54,425
ENSG00000102471.14,chr13,79481218,79481524,TSS,True,33,304
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,73,104
ENSG00000120694.19,chr13,31137193,31138568,PAS,False,91,104
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,77,104
ENSG00000120694.19,chr13,31143790,31143923,PAS,True,82,104
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,82,104
ENSG00000120694.19,chr13,31161981,31162365,TSS,True,42,104
ENSG00000139505.11,chr13,25247231,25249492,PAS,False,30,196
ENSG00000139505.11,chr13,25250395,25251775,PAS,True,169,195
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,31,264
ENSG00000183098.10,chr13,93227618,93830153,ES,True,52,190
ENSG00000183098.10,chr13,93454888,93545422,TSS,True,324,451
ENSG00000183098.10,chr13,93226809,93227618,TSS,True,213,451
ENSG00000183098.10,chr13,94403014,94408051,PAS,True,46,405
ENSG00000083535.15,chr13,73015868,73017752,PAS,True,106,173
ENSG00000083535.15,chr13,72908530,72909135,PAS,True,147,173
ENSG00000083535.15,chr13,72827732,72827914,PAS,True,143,173
ENSG00000136153.19,chr13,75636726,75727028,ES,True,54,227
ENSG00000136153.19,chr13,75636179,75636726,TSS,True,51,280
ENSG00000136153.19,chr13,75819392,75819452,PAS,True,145,258
ENSG00000136153.19,chr13,75817160,75819443,PAS,False,166,255
ENSG00000136153.19,chr13,75845326,75847027,PAS,False,228,277
ENSG00000136100.13,chr13,52412605,52415923,PAS,True,11,102
ENSG00000136100.13,chr13,52450498,52450670,TSS,True,17,110
ENSG00000136161.12,chr13,48515741,48533027,ES,False,62,150
ENSG00000139793.18,chr13,97357635,97391321,ES,False,148,196
ENSG00000139793.18,chr13,97222287,97222531,TSS,True,26,229
ENSG00000139793.18,chr13,97391321,97394121,PAS,True,24,223
ENSG00000139668.8,chr13,51660663,51703595,ES,True,20,104
ENSG00000139668.8,chr13,51584075,51584824,TSS,True,17,129
ENSG00000139668.8,chr13,51759739,51766799,PAS,False,55,119
ENSG00000139668.8,chr13,51751309,51754110,PAS,True,83,117
ENSG00000102710.19,chr13,37009310,37009809,PAS,True,37,106
ENSG00000102710.19,chr13,37020760,37023044,PAS,True,94,105
ENSG00000102710.19,chr13,37020761,37024193,PAS,True,89,104
ENSG00000102710.19,chr13,37059558,37059735,TSS,True,17,106
ENSG00000106608.16,chr7,43887485,43906561,ES,False,17,104
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,27,132
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,784,1070
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,171,1157
ENSG00000004866.20,chr7,117020629,117099761,ES,False,116,137
ENSG00000004866.20,chr7,117131960,117136080,ES,False,52,307
ENSG00000004866.20,chr7,116952949,116953691,TSS,True,219,316
ENSG00000004866.20,chr7,117014624,117015014,TSS,True,259,316
ENSG00000004866.20,chr7,117020090,117020629,TSS,True,171,316
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,492,1071
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,587,1081
ENSG00000106484.15,chr7,130492067,130492339,TSS,True,206,1385
ENSG00000166526.16,chr7,100075630,100081634,ES,False,31,215
ENSG00000166526.16,chr7,100077433,100079539,5AS,True,26,160
ENSG00000166526.16,chr7,100077433,100081634,ES,False,24,181
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,41,247
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,624,780
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,163,789
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,633,789
ENSG00000198420.9,chr7,143854142,143857099,5AS,False,294,356
ENSG00000198420.9,chr7,143876622,143902026,5AS,False,73,208
ENSG00000198420.9,chr7,143901960,143902185,TSS,True,268,403
ENSG00000198420.9,chr7,143902026,143902191,TSS,True,328,403
ENSG00000198420.9,chr7,143885209,143885374,TSS,True,346,403
ENSG00000198420.9,chr7,143882735,143882905,TSS,True,327,403
ENSG00000122566.21,chr7,26190460,26192494,ES,True,21,144
ENSG00000122566.21,chr7,26191128,26192494,ES,True,97,118
ENSG00000122566.21,chr7,26191128,26192494,IR,False,97,144
ENSG00000122566.21,chr7,26197732,26200571,ES,False,746,991
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,849,1037
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,230,1028
ENSG00000135164.18,chr7,87152383,87152555,TSS,False,17,101
ENSG00000135269.17,chr7,116210470,116210734,TSS,True,130,980
ENSG00000011275.18,chr7,5741644,5752845,3AS,False,149,205
ENSG00000011275.18,chr7,5620041,5623179,PAS,True,182,207
ENSG00000011275.18,chr7,5725321,5725438,PAS,True,81,207
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,95,109
ENSG00000263001.5,chr7,74749267,74749451,TSS,True,95,106
ENSG00000263001.5,chr7,74753920,74754029,TSS,True,91,105
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,42,105
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,69,104
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,81,205
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,126,205
ENSG00000154678.16,chr7,31751177,31753553,PAS,True,168,304
ENSG00000154678.16,chr7,31786282,31790259,PAS,True,203,280
ENSG00000154678.16,chr7,32070292,32071007,TSS,True,179,313
ENSG00000154678.16,chr7,32070978,32071454,TSS,True,214,313
ENSG00000122550.17,chr7,23106146,23123776,ES,False,394,452
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,940,2111
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,1406,2111
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,3933,14665
ENSG00000106477.18,chr7,130399039,130400706,ES,False,19,134
ENSG00000267645.5,chr7,102671551,102671788,TSS,False,11,105
ENSG00000091129.19,chr7,108147625,108150147,PAS,True,37,116
ENSG00000091129.19,chr7,108178144,108180427,PAS,True,91,102
ENSG00000091129.19,chr7,108456242,108456526,TSS,True,62,134
ENSG00000091127.13,chr7,105508520,105522051,3AS,False,22,102
ENSG00000106460.18,chr7,12211212,12211425,TSS,True,49,416
ENSG00000154710.17,chr7,66740792,66771882,ES,False,99,127
ENSG00000154710.17,chr7,66775393,66783674,3AS,True,119,134
ENSG00000154710.17,chr7,66740658,66740792,TSS,True,33,168
ENSG00000164597.13,chr7,107563802,107564554,TSS,True,20,180
ENSG00000157800.17,chr7,140398415,140398549,TSS,True,25,243
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,22,219
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,32,217
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,57,375
