gene,chr,start,end,splice_type,novel,WTC11_ENCFF866EVJ_in_cov,WTC11_ENCFF866EVJ_total_cov
ENSG00000066379.14,chr6,30061238,30061389,TSS,True,242,283
ENSG00000204574.12,chr6,30571380,30571560,TSS,True,57,126
ENSG00000092820.17,chr6,158819316,158819418,TSS,True,308,540
ENSG00000092820.17,chr6,158818081,158818419,TSS,True,477,540
ENSG00000092820.17,chr6,158769783,158769888,TSS,True,393,504
ENSG00000092820.17,chr6,158769325,158769406,TSS,True,439,504
ENSG00000204590.12,chr6,30556130,30557243,TSS,False,111,251
ENSG00000204590.12,chr6,30555554,30556109,TSS,True,223,251
ENSG00000204590.12,chr6,30555054,30555501,TSS,True,183,251
ENSG00000111845.4,chr6,10695069,10697323,3AS,True,319,440
ENSG00000111845.4,chr6,10694652,10695069,TSS,False,79,542
ENSG00000225921.6,chr6,13614763,13615624,TSS,True,31,270
ENSG00000204568.11,chr6,30617797,30617943,TSS,True,56,554
ENSG00000280707.2,chr6,167228397,167231859,ES,True,227,290
ENSG00000280707.2,chr6,167231957,167237240,ES,True,32,230
ENSG00000280707.2,chr6,167237240,167237519,PAS,False,93,333
ENSG00000280707.2,chr6,167233680,167237512,PAS,True,294,328
ENSG00000135336.14,chr6,87594407,87601783,ES,True,107,126
ENSG00000135336.14,chr6,87653249,87656905,3AS,False,56,109
ENSG00000135336.14,chr6,87667017,87669632,PAS,True,59,152
ENSG00000135336.14,chr6,87595171,87595443,PAS,False,131,149
ENSG00000135336.14,chr6,87603383,87603871,PAS,True,134,149
ENSG00000137312.14,chr6,30742526,30742825,TSS,True,84,181
ENSG00000137312.14,chr6,30742466,30742526,TSS,False,143,181
ENSG00000137161.16,chr6,42929721,42935573,ES,True,46,359
ENSG00000124787.13,chr6,4996420,4999808,ES,False,40,205
ENSG00000204392.10,chr6,31806754,31806986,TSS,True,33,303
ENSG00000112110.9,chr6,159790060,159790939,ES,True,130,145
ENSG00000112110.9,chr6,159789817,159790060,TSS,True,597,743
ENSG00000112110.9,chr6,159790453,159790639,TSS,False,281,743
ENSG00000204525.16,chr6,31269525,31269965,3AS,False,464,532
ENSG00000152661.8,chr6,121435636,121435832,TSS,True,111,145
ENSG00000096063.15,chr6,35921043,35921162,TSS,False,59,124
ENSG00000272398.5,chr6,106974577,106974732,TSS,True,307,2741
ENSG00000137331.11,chr6,30744308,30744550,TSS,True,34,200
ENSG00000001036.13,chr6,143511410,143511752,TSS,False,27,167
ENSG00000027697.14,chr6,137219242,137219427,TSS,False,22,144
ENSG00000030110.12,chr6,33580024,33580282,TSS,True,12,119
ENSG00000203875.11,chr6,85677492,85677953,5AS,False,127,147
ENSG00000203875.11,chr6,85677492,85677953,IR,False,127,161
ENSG00000203875.11,chr6,85678188,85678697,IR,True,66,164
ENSG00000203875.11,chr6,85678135,85678736,TSS,True,1898,2909
ENSG00000203875.11,chr6,85678693,85678737,TSS,True,1153,2909
ENSG00000224557.7,chr6,33116645,33117220,TSS,True,107,159
ENSG00000224557.7,chr6,33116580,33116741,TSS,True,115,159
ENSG00000224557.7,chr6,33116617,33116832,TSS,True,123,159
ENSG00000224557.7,chr6,33117372,33117587,TSS,True,139,159
ENSG00000224557.7,chr6,33118390,33119163,PAS,False,23,156
ENSG00000204438.10,chr6,31663852,31664074,TSS,True,79,117
ENSG00000204438.10,chr6,31664840,31665205,TSS,True,75,117
ENSG00000204438.10,chr6,31665573,31665868,TSS,False,101,117
ENSG00000145979.17,chr6,13321095,13326786,ES,False,23,151
ENSG00000145979.17,chr6,13326906,13328455,5AS,False,53,100
ENSG00000145979.17,chr6,13304052,13305187,PAS,True,17,155
ENSG00000145979.17,chr6,13328295,13328560,TSS,True,129,155
ENSG00000145979.17,chr6,13328455,13328577,TSS,True,79,155
ENSG00000145979.17,chr6,13328315,13328555,TSS,False,116,155
ENSG00000064995.17,chr6,34877555,34878720,PAS,True,46,217
ENSG00000064995.17,chr6,34887786,34888052,TSS,True,51,217
ENSG00000137285.9,chr6,3227486,3227655,TSS,False,208,472
ENSG00000112118.18,chr6,52261473,52264786,PAS,True,14,106
ENSG00000112118.18,chr6,52284596,52284804,TSS,True,48,139
ENSG00000146457.15,chr6,159726986,159727333,TSS,True,57,120
ENSG00000146457.15,chr6,159755027,159756319,PAS,True,89,101
ENSG00000124784.8,chr6,7417330,7418037,PAS,False,21,159
ENSG00000204356.13,chr6,31954877,31955058,3AS,False,47,357
ENSG00000204356.13,chr6,31958891,31959055,TSS,False,125,463
ENSG00000204356.13,chr6,31954554,31954663,TSS,True,363,462
ENSG00000112306.7,chr6,132815092,132816460,5AS,True,29,219
ENSG00000198721.12,chr6,4133701,4135510,3AS,False,257,457
ENSG00000096080.11,chr6,43687667,43687818,TSS,False,44,406
ENSG00000079950.13,chr6,132513006,132513118,TSS,True,33,103
ENSG00000137267.5,chr6,3157406,3157547,TSS,False,44,214
ENSG00000276256.1,chrUn_GL000195v1,49119,86517,ES,True,95,109
ENSG00000276256.1,chrUn_GL000195v1,42528,44923,PAS,False,18,114
ENSG00000276256.1,chrUn_GL000195v1,43018,46801,PAS,True,101,114
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,61,461
ENSG00000131165.14,chr16,89657581,89657726,TSS,True,18,156
ENSG00000007392.16,chr16,189339,189967,5AS,False,175,217
ENSG00000007392.16,chr16,188421,189339,PAS,True,25,245
ENSG00000007392.16,chr16,229278,229482,TSS,False,29,247
ENSG00000086504.16,chr16,370225,370498,5AS,False,110,169
ENSG00000086504.16,chr16,370498,370549,TSS,False,442,552
ENSG00000086504.16,chr16,369930,370228,TSS,True,403,551
ENSG00000086504.16,chr16,370443,370530,TSS,True,412,552
ENSG00000086504.16,chr16,370484,370508,TSS,True,493,552
ENSG00000069345.11,chr16,46973494,46973701,TSS,True,162,426
ENSG00000069345.11,chr16,46971348,46973671,TSS,True,323,426
ENSG00000132603.14,chr16,69339315,69339885,TSS,True,68,572
ENSG00000095906.16,chr16,1786655,1787676,ES,False,68,277
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,39,315
ENSG00000167397.14,chr16,31091342,31094556,ES,False,51,284
ENSG00000205937.11,chr16,2268054,2268391,TSS,False,36,117
ENSG00000174177.12,chr16,88715181,88717868,PAS,True,46,115
ENSG00000174177.12,chr16,88713311,88713335,PAS,True,80,115
ENSG00000155330.9,chr16,46803070,46824385,ES,False,29,130
ENSG00000103194.15,chr16,84699954,84700111,TSS,True,24,131
ENSG00000103194.15,chr16,84778894,84779926,PAS,True,22,115
ENSG00000103194.15,chr16,84744632,84746848,PAS,True,90,110
ENSG00000087263.16,chr16,56450971,56451766,TSS,True,24,194
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,151,771
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,156,778
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,626,778
ENSG00000181019.12,chr16,69713129,69718122,ES,False,30,179
ENSG00000181019.12,chr16,69718369,69718535,TSS,True,181,203
ENSG00000181019.12,chr16,69726432,69726588,TSS,True,28,203
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,331,1012
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,589,1594
ENSG00000089280.18,chr16,31184936,31185179,TSS,False,1385,1593
ENSG00000089280.18,chr16,31191053,31191110,TSS,True,1378,1567
ENSG00000140983.13,chr16,670175,670265,3AS,False,16,137
ENSG00000140983.13,chr16,671000,671082,IR,False,107,142
ENSG00000140983.13,chr16,668079,668236,TSS,True,32,158
ENSG00000125166.12,chr16,58734139,58734375,TSS,True,153,572
ENSG00000185883.11,chr16,2513946,2514182,TSS,True,16,106
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,83,150
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,49,199
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,156,199
ENSG00000185324.21,chr16,89686759,89689251,5AS,False,62,128
ENSG00000185324.21,chr16,89693326,89693397,IR,False,123,154
ENSG00000185324.21,chr16,89695345,89695728,3AS,False,17,154
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,107,178
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,98,178
ENSG00000185324.21,chr16,89695594,89696368,PAS,True,21,162
ENSG00000185324.21,chr16,89695728,89696364,PAS,True,145,162
ENSG00000103550.13,chr16,19706346,19707221,PAS,True,42,277
ENSG00000103550.13,chr16,19714214,19715037,PAS,False,214,255
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,44,285
ENSG00000141076.17,chr16,69132689,69133511,3AS,False,23,180
ENSG00000182149.20,chr16,71922680,71924768,ES,False,42,298
ENSG00000102900.12,chr16,56730074,56730211,TSS,True,25,230
ENSG00000103145.10,chr16,3023361,3023846,ES,False,60,169
ENSG00000103145.10,chr16,3023846,3024256,TSS,True,39,211
ENSG00000134419.15,chr16,18789118,18790243,5AS,True,425,525
ENSG00000134419.15,chr16,18789118,18790309,5AS,True,3584,4010
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,941,4525
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,306,443
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,314,445
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,139,445
ENSG00000103485.17,chr16,29678959,29679210,TSS,True,31,222
ENSG00000166851.14,chr16,23678847,23679340,TSS,True,54,314
ENSG00000206053.12,chr16,1678276,1678356,TSS,True,56,230
ENSG00000206053.12,chr16,1698810,1702071,PAS,True,26,181
ENSG00000149925.18,chr16,30064052,30064248,TSS,True,2714,3134
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,1214,3134
ENSG00000149925.18,chr16,30068158,30068700,TSS,True,2785,3131
ENSG00000103495.13,chr16,29806687,29808293,TSS,True,93,118
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,106,118
ENSG00000166847.9,chr16,23641427,23641590,TSS,True,46,130
ENSG00000166847.9,chr16,23661218,23661281,TSS,True,103,128
ENSG00000166847.9,chr16,23667046,23669872,PAS,True,16,111
ENSG00000261740.6,chr16,29446922,29454015,3AS,False,92,208
ENSG00000189067.12,chr16,11556510,11556736,TSS,True,277,319
ENSG00000189067.12,chr16,11587150,11587291,TSS,True,265,319
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,126,319
ENSG00000141101.12,chr16,69754847,69754944,TSS,True,86,287
ENSG00000141101.12,chr16,69748917,69749119,TSS,True,221,286
ENSG00000103274.10,chr16,10743819,10743882,TSS,True,25,190
ENSG00000006327.13,chr16,3020330,3020491,TSS,False,121,216
ENSG00000169592.14,chr16,30001040,30005220,ES,False,70,255
ENSG00000169592.14,chr16,30001530,30005220,ES,False,159,185
ENSG00000188603.19,chr16,28491713,28492079,TSS,True,45,110
ENSG00000188603.19,chr16,28492019,28492296,TSS,True,76,110
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,312,1109
ENSG00000217930.7,chr16,4341504,4343206,3AS,False,324,361
ENSG00000125144.13,chr16,56667377,56667965,3AS,False,69,110
ENSG00000260260.1,chr16,2154922,2155142,IR,True,496,552
ENSG00000260260.1,chr16,2154801,2154922,PAS,False,56,555
ENSG00000260260.1,chr16,2155142,2155357,TSS,False,59,555
ENSG00000065427.14,chr16,75641723,75647577,ES,False,556,670
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,178,855
ENSG00000258947.6,chr16,89923321,89923458,TSS,True,36,218
ENSG00000260834.1,chr16,65227891,65228021,PAS,False,76,152
ENSG00000260834.1,chr16,65229840,65230205,PAS,True,82,147
ENSG00000260834.1,chr16,65234885,65235004,TSS,True,16,152
ENSG00000103415.11,chr16,4476487,4505483,ES,False,104,116
ENSG00000166451.13,chr16,81028568,81031490,PAS,True,262,313
ENSG00000166451.13,chr16,81022754,81022880,PAS,False,61,313
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,22,172
ENSG00000103429.10,chr16,14632846,14633018,TSS,True,96,336
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,92,245
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,173,248
ENSG00000103202.12,chr16,397174,397313,TSS,True,83,126
ENSG00000090861.15,chr16,70265537,70265663,TSS,True,157,181
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,115,183
ENSG00000090861.15,chr16,70262345,70262839,TSS,False,113,181
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,253,366
ENSG00000149923.13,chr16,30076475,30082483,ES,False,40,372
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,187,441
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,329,441
ENSG00000149923.13,chr16,30084734,30084855,TSS,True,392,440
ENSG00000102901.12,chr16,67830088,67830389,IR,False,67,105
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,63,265
ENSG00000184110.14,chr16,28719801,28723323,TSS,True,229,258
ENSG00000140995.16,chr16,89948814,89954242,ES,False,97,143
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,44,193
ENSG00000140995.16,chr16,89949884,89954376,TSS,True,160,193
ENSG00000161980.5,chr16,53475,53631,TSS,False,95,510
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,308,359
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,237,359
ENSG00000140988.15,chr16,1962496,1962559,TSS,True,218,358
ENSG00000205220.11,chr16,67935478,67935581,IR,False,160,217
ENSG00000205220.11,chr16,67935581,67935701,TSS,True,68,223
ENSG00000205220.11,chr16,67935419,67935702,TSS,True,166,223
ENSG00000103490.13,chr16,31201841,31202416,ES,False,24,149
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,33,123
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,102,123
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,90,155
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,126,155
ENSG00000172775.16,chr16,57172250,57172372,TSS,True,119,155
ENSG00000131652.13,chr16,3024004,3024365,TSS,True,27,256
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,921,1198
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,284,1198
ENSG00000103024.7,chr16,1770766,1770888,5AS,False,12,105
ENSG00000103024.7,chr16,1771488,1771760,TSS,True,24,107
ENSG00000103024.7,chr16,1771069,1771282,TSS,True,90,107
ENSG00000174109.4,chr16,1420612,1420691,IR,True,90,180
ENSG00000174109.4,chr16,1419752,1420612,PAS,True,90,180
ENSG00000174109.4,chr16,1420691,1420746,TSS,True,90,180
ENSG00000103121.8,chr16,80976179,80981805,ES,False,242,326
ENSG00000167315.17,chr18,49802853,49813816,5AS,False,63,143
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,154,328
ENSG00000167315.17,chr18,49813731,49813960,TSS,True,277,328
ENSG00000167315.17,chr18,49813816,49813935,TSS,False,265,328
ENSG00000134759.13,chr18,36167222,36171046,ES,True,23,178
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,36,215
ENSG00000141425.17,chr18,35989825,35993300,PAS,True,80,138
ENSG00000141425.17,chr18,36024313,36027075,PAS,True,80,127
ENSG00000141425.17,chr18,36024529,36025678,PAS,False,120,138
ENSG00000141425.17,chr18,36067253,36067612,TSS,True,24,143
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,80,225
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,107,336
ENSG00000133313.14,chr18,74501147,74501472,TSS,True,280,336
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,96,116
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,30,127
ENSG00000172466.15,chr18,35344359,35344449,TSS,True,108,127
ENSG00000101546.12,chr18,80034354,80034653,TSS,True,77,110
ENSG00000265681.7,chr18,49491445,49491625,5AS,False,24,236
ENSG00000265681.7,chr18,49491584,49491735,IR,False,141,354
ENSG00000265681.7,chr18,49491584,49491745,5AS,False,39,180
ENSG00000265681.7,chr18,49491584,49491745,IR,False,39,252
ENSG00000265681.7,chr18,49491584,49492274,5AS,False,838,1061
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,1374,13248
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,87,426
ENSG00000134440.11,chr18,57621707,57622234,TSS,True,61,488
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,71,254
ENSG00000177426.20,chr18,3451523,3451775,TSS,True,226,253
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,21,160
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,89,108
ENSG00000167220.11,chr18,47150377,47150508,TSS,True,57,172
ENSG00000152234.15,chr18,46098171,46098316,TSS,True,376,2561
ENSG00000080986.12,chr18,2616436,2616635,PAS,False,28,181
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,44,301
ENSG00000141428.16,chr18,35972805,35972884,IR,False,97,108
ENSG00000141428.16,chr18,35972658,35972805,TSS,True,35,134
ENSG00000141428.16,chr18,35972666,35972840,TSS,True,114,134
ENSG00000147383.10,chrX,152831117,152846281,ES,False,238,268
ENSG00000213397.10,chrX,153454508,153455541,ES,False,154,176
ENSG00000125351.11,chrX,119833213,119835027,PAS,True,43,103
ENSG00000125351.11,chrX,119852772,119853024,TSS,True,40,116
ENSG00000078596.10,chrX,79363139,79367104,ES,False,20,168
ENSG00000102030.15,chrX,153934883,153935073,TSS,True,27,201
ENSG00000198157.10,chrX,81118485,81118729,3AS,True,98,113
ENSG00000198157.10,chrX,81121534,81121722,TSS,True,35,150
ENSG00000241343.9,chrX,101390969,101391046,TSS,True,41,287
ENSG00000241343.9,chrX,101395727,101395795,PAS,True,34,287
ENSG00000123595.7,chrX,13689288,13708720,ES,False,38,154
ENSG00000123562.16,chrX,103678600,103684680,3AS,False,74,144
ENSG00000123562.16,chrX,103678600,103685170,ES,False,180,254
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,180,380
ENSG00000123562.16,chrX,103678651,103685170,ES,False,113,175
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,82,513
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,38,134
ENSG00000126947.12,chrX,101550503,101550660,TSS,False,32,171
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,33,252
ENSG00000120509.10,chrX,70289354,70289859,ES,False,117,139
ENSG00000156709.13,chrX,130165550,130165866,TSS,True,28,207
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,401,1511
ENSG00000029993.14,chrX,150987222,150987302,TSS,True,1263,1510
ENSG00000126768.12,chrX,48895101,48896758,ES,False,354,397
ENSG00000182518.13,chrX,55146311,55159128,5AS,False,86,110
ENSG00000182518.13,chrX,55143106,55146311,PAS,True,12,110
ENSG00000182518.13,chrX,55161136,55161184,TSS,True,31,110
ENSG00000182518.13,chrX,55160974,55161139,TSS,False,90,110
ENSG00000147140.15,chrX,71283721,71290628,ES,False,128,602
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,168,770
ENSG00000004961.14,chrX,11111296,11111518,TSS,True,19,171
ENSG00000165349.11,chrX,70929998,70930976,3AS,True,172,290
ENSG00000165349.11,chrX,70930976,70931296,TSS,True,33,325
ENSG00000134597.15,chrX,130401949,130402037,TSS,True,24,113
ENSG00000134597.15,chrX,130402001,130402370,TSS,True,94,113
ENSG00000134597.15,chrX,130412360,130413654,PAS,True,18,108
ENSG00000134597.15,chrX,130411347,130411525,PAS,True,90,108
ENSG00000147099.20,chrX,72329514,72330076,PAS,True,64,106
ENSG00000147099.20,chrX,72473399,72474729,PAS,True,77,104
ENSG00000147099.20,chrX,72572650,72573110,TSS,True,21,107
ENSG00000123130.16,chrX,23733217,23743124,ES,False,38,182
ENSG00000123130.16,chrX,23702203,23703982,PAS,True,23,189
ENSG00000123130.16,chrX,23707427,23707944,PAS,True,163,184
ENSG00000185222.9,chrX,103356606,103357614,ES,False,58,294
ENSG00000147202.17,chrX,97310658,97348080,ES,True,131,170
ENSG00000147202.17,chrX,97310658,97383908,ES,True,22,209
ENSG00000147202.17,chrX,97469693,97471690,PAS,True,23,218
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,119,510
ENSG00000147224.11,chrX,107628448,107628750,TSS,True,138,571
ENSG00000068438.14,chrX,48481715,48482408,3AS,False,35,115
ENSG00000068438.14,chrX,48476137,48476396,TSS,True,17,126
ENSG00000068438.14,chrX,48485735,48486364,PAS,True,28,120
ENSG00000068438.14,chrX,48482596,48483440,PAS,True,93,118
ENSG00000147400.8,chrX,152830707,152830774,TSS,False,23,181
ENSG00000180964.16,chrX,103254017,103255077,ES,False,263,886
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,79,640
ENSG00000147155.10,chrX,48521907,48523922,3AS,False,23,120
ENSG00000147155.10,chrX,48521791,48521907,TSS,True,15,146
ENSG00000184831.13,chrX,23833510,23840312,3AS,False,68,134
ENSG00000184831.13,chrX,23833352,23833612,PAS,True,75,141
ENSG00000184831.13,chrX,23833352,23833510,PAS,True,70,141
ENSG00000102309.12,chrX,72181828,72196784,ES,True,31,242
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,939,2935
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,231,438
ENSG00000102103.15,chrX,48898082,48898491,5AS,False,182,207
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,349,531
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,300,531
ENSG00000102103.15,chrX,48902341,48902517,TSS,True,463,531
ENSG00000130826.17,chrX,154762742,154762981,TSS,True,118,624
ENSG00000198960.10,chrX,101615760,101616671,IR,False,70,110
ENSG00000198960.10,chrX,101616766,101617502,ES,False,98,110
ENSG00000198960.10,chrX,101615118,101616766,PAS,True,80,120
ENSG00000198960.10,chrX,101615119,101615760,PAS,True,53,123
ENSG00000198960.10,chrX,101617884,101618002,TSS,True,13,123
ENSG00000102316.16,chrX,54815690,54815880,IR,True,327,386
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,227,397
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,227,397
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,61,397
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,336,395
ENSG00000169093.15,chrX,1403136,1403489,PAS,True,45,109
ENSG00000169093.15,chrX,1422933,1423507,PAS,True,94,108
ENSG00000169093.15,chrX,1425224,1425687,PAS,True,90,108
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,26,232
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,83,287
ENSG00000130741.10,chrX,24054665,24055037,TSS,True,46,159
ENSG00000130741.10,chrX,24065996,24066092,TSS,True,125,153
ENSG00000130741.10,chrX,24076721,24078815,PAS,True,24,153
ENSG00000133134.11,chrX,103310433,103310895,5AS,False,32,306
ENSG00000133134.11,chrX,103310859,103310989,TSS,True,47,319
ENSG00000133134.11,chrX,103310895,103310989,TSS,False,287,319
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,294,1996
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,701,987
ENSG00000102393.10,chrX,101397788,101398099,PAS,True,41,217
ENSG00000102393.10,chrX,101400819,101401809,PAS,True,177,214
ENSG00000102172.15,chrX,21940570,21940873,TSS,True,47,324
ENSG00000225470.7,chrX,73944317,73944465,TSS,True,15,131
ENSG00000225470.7,chrX,74004269,74007686,PAS,True,72,130
ENSG00000225470.7,chrX,73946998,73947703,PAS,True,71,127
PB_novel_216607,chrX,92100700,92105292,ES,True,168,206
PB_novel_216607,chrX,92100700,92105292,5AS,True,168,192
PB_novel_216607,chrX,92099978,92100700,PAS,True,53,274
PB_novel_216607,chrX,92105292,92105542,TSS,True,34,275
PB_novel_216607,chrX,92103446,92105540,TSS,True,246,275
ENSG00000077721.15,chrX,119575400,119582587,ES,False,30,239
ENSG00000147403.16,chrX,154398394,154398496,5AS,False,395,586
ENSG00000147403.16,chrX,154399941,154400474,IR,True,22,126
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,774,949
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,804,995
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,193,995
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,36,183
ENSG00000102317.17,chrX,48576518,48576604,TSS,True,164,183
ENSG00000017483.14,chrX,48468304,48469341,TSS,False,202,237
ENSG00000017483.14,chrX,48469334,48470192,TSS,True,94,237
ENSG00000126756.11,chrX,47659114,47659182,TSS,False,56,272
ENSG00000126756.11,chrX,47658829,47659151,TSS,True,223,272
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,59,428
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,27,131
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,19,141
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,120,149
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,50,149
ENSG00000122026.10,chr13,27251656,27253764,5AS,False,187,307
ENSG00000122026.10,chr13,27251699,27253764,5AS,False,75,119
ENSG00000122026.10,chr13,27251307,27251585,TSS,False,319,648
ENSG00000122026.10,chr13,27251583,27251699,TSS,True,573,648
ENSG00000122026.10,chr13,27251578,27251656,TSS,False,461,648
ENSG00000120688.8,chr13,41082703,41084006,PAS,False,15,118
ENSG00000204977.9,chr13,49997131,49997666,5AS,False,64,115
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,74,144
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,92,144
ENSG00000165480.15,chr13,21155150,21157921,ES,False,17,131
ENSG00000165480.15,chr13,21152064,21155150,PAS,True,41,183
ENSG00000165480.15,chr13,21167877,21168399,PAS,False,143,181
ENSG00000165480.15,chr13,21176374,21176586,TSS,True,27,194
ENSG00000136143.15,chr13,48001179,48001888,TSS,True,59,224
ENSG00000136143.15,chr13,47988881,47988974,TSS,True,183,223
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,44,266
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,55,278
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,234,278
ENSG00000120699.12,chr13,37000369,37000822,TSS,True,66,574
ENSG00000136110.12,chr13,52703807,52708535,3AS,False,50,392
ENSG00000136110.12,chr13,52708702,52712715,3AS,True,353,400
ENSG00000136110.12,chr13,52712869,52733218,ES,True,57,417
ENSG00000136110.12,chr13,52703252,52703810,PAS,True,77,440
ENSG00000136110.12,chr13,52703263,52703807,PAS,False,388,440
ENSG00000136110.12,chr13,52739629,52740147,TSS,True,62,464
ENSG00000118939.17,chr13,75549500,75549682,TSS,True,32,122
ENSG00000118939.17,chr13,75549757,75549862,TSS,False,108,122
ENSG00000133119.12,chr13,33818068,33818265,TSS,True,66,221
ENSG00000133119.12,chr13,33831255,33831354,TSS,True,180,220
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,28,202
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,48,127
ENSG00000165416.14,chr13,52652403,52652958,TSS,True,86,132
ENSG00000165416.14,chr13,52680032,52680155,TSS,True,74,132
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,52,206
ENSG00000134882.15,chr13,99367784,99367906,TSS,False,173,205
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,76,453
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,386,455
ENSG00000126226.21,chr13,113177976,113178173,3AS,False,88,143
ENSG00000126226.21,chr13,113177976,113178173,IR,False,88,231
ENSG00000126226.21,chr13,113178008,113178173,IR,False,55,198
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,202,290
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,147,289
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,235,290
ENSG00000102471.14,chr13,79481218,79481524,TSS,True,14,102
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,16,115
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,48,119
ENSG00000120694.19,chr13,31140183,31140311,TSS,True,91,111
