gene,chr,start,end,splice_type,novel,K562_ENCFF661OEY_in_cov,K562_ENCFF661OEY_total_cov
ENSG00000128591.15,chr7,128849578,128850383,ES,False,23,217
ENSG00000128591.15,chr7,128849329,128849578,TSS,True,519,590
ENSG00000128591.15,chr7,128852942,128853621,TSS,True,458,588
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,591,958
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,508,958
ENSG00000274523.4,chr7,75073413,75073871,TSS,True,283,747
ENSG00000160917.14,chr7,99452440,99454040,3AS,False,200,350
ENSG00000160917.14,chr7,99452440,99454043,3AS,False,54,405
ENSG00000160917.14,chr7,99438683,99439185,TSS,True,137,490
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,142,948
ENSG00000127399.14,chr7,150323152,150323560,TSS,True,57,131
ENSG00000127399.14,chr7,150322676,150323212,TSS,False,102,131
ENSG00000127399.14,chr7,150336717,150338156,PAS,True,76,109
ENSG00000127399.14,chr7,150328634,150332719,PAS,False,43,109
ENSG00000106615.9,chr7,151519459,151519920,TSS,True,104,737
ENSG00000105983.20,chr7,156679922,156684163,PAS,True,20,148
ENSG00000105983.20,chr7,156892927,156893214,TSS,True,59,165
ENSG00000105983.20,chr7,156796388,156796493,TSS,True,137,159
ENSG00000106290.14,chr7,100109947,100110186,TSS,True,101,117
ENSG00000106290.14,chr7,100119203,100119373,TSS,True,81,117
ENSG00000239789.5,chr7,55951845,55951930,TSS,False,46,125
ENSG00000239789.5,chr7,55951915,55951948,TSS,True,110,125
ENSG00000239789.5,chr7,55953176,55953318,TSS,True,105,125
ENSG00000164597.13,chr7,107200133,107203630,PAS,True,30,131
ENSG00000164597.13,chr7,107233932,107236687,PAS,True,113,127
ENSG00000164597.13,chr7,107563802,107564554,TSS,True,45,150
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,277,947
ENSG00000157800.17,chr7,140332179,140335504,PAS,True,39,142
ENSG00000157800.17,chr7,140377210,140379888,PAS,True,108,135
ENSG00000157800.17,chr7,140398415,140398549,TSS,True,16,145
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,72,301
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,76,260
ENSG00000009335.17,chr7,157138877,157139338,TSS,True,116,297
ENSG00000009335.17,chr7,157267584,157269373,PAS,True,70,261
ENSG00000009335.17,chr7,157216866,157218448,PAS,True,198,230
ENSG00000214253.8,chr7,101244959,101245094,TSS,False,16,110
ENSG00000106609.16,chr7,66921461,66941847,ES,False,129,144
ENSG00000106609.16,chr7,66921099,66921461,TSS,True,177,320
ENSG00000106609.16,chr7,66944973,66945261,TSS,True,286,320
ENSG00000106609.16,chr7,66951076,66951135,TSS,True,271,320
ENSG00000155561.14,chr7,135557690,135557972,TSS,False,219,371
ENSG00000128595.16,chr7,128748804,128758870,ME,False,209,1201
ENSG00000133627.17,chr7,152759717,152759926,TSS,True,23,109
ENSG00000133627.17,chr7,152854457,152855807,PAS,True,15,102
ENSG00000133627.17,chr7,152842483,152843622,PAS,True,90,101
ENSG00000005075.15,chr7,102478807,102478910,TSS,True,53,207
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,240,600
ENSG00000128534.7,chr7,118184254,118185653,IR,False,110,133
ENSG00000128534.7,chr7,118184098,118184254,TSS,False,37,151
ENSG00000128534.7,chr7,118184062,118185694,TSS,True,134,150
ENSG00000146535.13,chr7,2843852,2844342,TSS,False,71,132
ENSG00000241468.7,chr7,99458355,99460085,ES,False,73,724
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,387,638
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,738,990
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,603,990
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,864,1747
ENSG00000075624.14,chr7,5529160,5529862,TSS,True,1385,1747
ENSG00000196453.7,chr7,149460029,149460604,TSS,True,160,183
ENSG00000196453.7,chr7,149455176,149456037,TSS,True,143,183
ENSG00000225648.5,chr7,72828498,72829783,TSS,True,13,108
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,277,621
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,186,672
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,288,690
ENSG00000146530.13,chr7,12330800,12331197,PAS,True,24,102
ENSG00000146530.13,chr7,12403658,12404223,TSS,True,51,103
ENSG00000146530.13,chr7,12393593,12400275,TSS,True,80,103
ENSG00000196584.2,chr7,152676040,152676198,TSS,False,37,120
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,70,136
ENSG00000188186.10,chr7,100148962,100149053,TSS,True,107,136
ENSG00000188186.10,chr7,100149032,100149579,TSS,True,121,136
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,63,422
ENSG00000086232.12,chr7,6058965,6059230,TSS,True,103,519
ENSG00000164828.17,chr7,816673,838797,ES,False,32,123
ENSG00000164828.17,chr7,849603,849922,IR,False,83,103
ENSG00000164828.17,chr7,849603,851383,ES,False,36,121
ENSG00000164828.17,chr7,852667,852812,3AS,False,45,163
ENSG00000164828.17,chr7,815868,816673,TSS,True,154,279
ENSG00000013374.16,chr7,151341680,151341846,TSS,False,54,113
ENSG00000013374.16,chr7,151341779,151341965,TSS,True,100,113
ENSG00000160813.6,chr7,100435533,100435630,IR,True,103,174
ENSG00000160813.6,chr7,100435533,100435847,ES,False,50,118
ENSG00000160813.6,chr7,100435533,100435847,IR,True,50,119
ENSG00000160813.6,chr7,100435767,100435847,IR,False,72,176
ENSG00000160813.6,chr7,100436064,100436140,IR,True,134,225
ENSG00000160813.6,chr7,100435281,100435533,PAS,True,73,226
ENSG00000160813.6,chr7,100435287,100436064,PAS,True,198,226
ENSG00000160813.6,chr7,100436140,100436535,TSS,False,92,226
ENSG00000160813.6,chr7,100435847,100436477,TSS,True,194,226
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,659,1118
ENSG00000197157.10,chr7,127807481,127807573,TSS,True,861,1112
ENSG00000169871.12,chr7,101085425,101085571,TSS,True,176,199
ENSG00000169871.12,chr7,101087089,101087168,TSS,True,179,199
ENSG00000004864.13,chr7,96321941,96322368,TSS,True,64,259
ENSG00000117868.15,chr7,158749723,158759485,ES,False,342,391
ENSG00000117868.15,chr7,158829088,158829628,TSS,True,79,454
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,287,1259
ENSG00000122565.18,chr7,26212081,26213607,PAS,True,143,1218
ENSG00000122565.18,chr7,26202970,26203022,PAS,True,1064,1192
ENSG00000223705.9,chr7,75410460,75414884,ES,False,57,104
ENSG00000223705.9,chr7,75415234,75415595,3AS,True,23,176
ENSG00000223705.9,chr7,75415770,75415980,5AS,False,77,103
ENSG00000223705.9,chr7,75415770,75415980,IR,False,77,148
ENSG00000223705.9,chr7,75410331,75410460,TSS,True,99,208
ENSG00000223705.9,chr7,75412955,75415023,TSS,True,152,206
ENSG00000223705.9,chr7,75416274,75417450,PAS,True,24,195
ENSG00000006451.7,chr7,39623552,39623825,TSS,True,33,188
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,187,255
ENSG00000159840.15,chr7,143387276,143388658,TSS,True,228,255
ENSG00000006634.7,chr7,87878133,87884978,5AS,False,30,235
ENSG00000006634.7,chr7,87896510,87897296,3AS,False,43,248
ENSG00000006634.7,chr7,87900878,87907187,ES,True,73,232
ENSG00000006634.7,chr7,87875888,87876778,TSS,True,28,271
ENSG00000006634.7,chr7,87907187,87909553,PAS,True,36,269
ENSG00000106636.7,chr7,44200964,44201239,TSS,True,88,239
ENSG00000198874.12,chr7,66996801,66996982,TSS,True,39,152
ENSG00000198874.12,chr7,67238307,67239516,PAS,True,27,142
ENSG00000198874.12,chr7,67024899,67027491,PAS,True,110,132
ENSG00000197343.10,chr7,99558365,99558787,TSS,False,78,161
ENSG00000197343.10,chr7,99563862,99564745,PAS,True,53,106
ENSG00000197343.10,chr7,99572244,99576451,PAS,True,93,146
ENSG00000155660.10,chr7,149018991,149019182,TSS,True,944,1275
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,541,1275
ENSG00000071243.15,chr7,120950753,120950924,TSS,True,37,162
ENSG00000071243.15,chr7,120951145,120951235,TSS,True,138,162
ENSG00000071243.15,chr7,120974727,120977212,PAS,True,43,155
ENSG00000071243.15,chr7,120956159,120956973,PAS,False,121,150
ENSG00000070669.16,chr7,97872350,97872508,TSS,True,155,394
ENSG00000070669.16,chr7,97858277,97858404,TSS,False,281,394
ENSG00000075618.17,chr7,5592808,5593768,TSS,False,281,432
ENSG00000133612.18,chr7,151134568,151141897,ES,False,93,558
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,606,977
ENSG00000133612.18,chr7,151117363,151117456,TSS,False,813,974
ENSG00000133612.18,chr7,151143736,151144453,PAS,True,104,713
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,106,133
ENSG00000105953.14,chr7,44693821,44694004,TSS,True,99,116
ENSG00000105953.14,chr7,44707341,44707388,TSS,True,89,115
ENSG00000105953.14,chr7,44707878,44709071,PAS,True,18,102
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,164,230
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,205,229
ENSG00000127948.15,chr7,75984089,75984958,TSS,True,205,228
ENSG00000127948.15,chr7,75985059,75985207,TSS,True,193,228
ENSG00000186480.12,chr7,155302846,155308240,ES,False,591,854
ENSG00000186480.12,chr7,155297782,155297959,TSS,True,319,916
ENSG00000186480.12,chr7,155297880,155298697,TSS,True,745,916
ENSG00000196411.9,chr7,100826978,100827607,TSS,True,263,351
ENSG00000196411.9,chr7,100806419,100806569,TSS,True,281,346
ENSG00000106605.10,chr7,43758456,43758734,TSS,True,16,136
ENSG00000136240.9,chr7,6483966,6484223,TSS,True,62,552
ENSG00000062582.13,chr7,43869376,43869456,IR,False,188,226
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,98,286
ENSG00000062582.13,chr7,43869307,43869517,TSS,True,248,286
ENSG00000154978.12,chr7,55572270,55572538,TSS,True,78,193
ENSG00000146729.9,chr7,55964521,55964701,TSS,True,46,314
ENSG00000197448.13,chr7,143264167,143264547,IR,False,147,164
ENSG00000197448.13,chr7,143264676,143264991,IR,False,145,172
ENSG00000197448.13,chr7,143265092,143265260,IR,False,130,164
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,92,239
ENSG00000188191.14,chr7,727209,727328,TSS,True,106,125
ENSG00000188191.14,chr7,727589,727827,TSS,False,88,125
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,87,596
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,498,1022
ENSG00000136270.13,chr7,45108826,45109289,TSS,True,915,1020
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,214,266
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,78,302
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,248,302
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,15,100
ENSG00000006715.15,chr7,38909153,38909215,TSS,True,15,103
ENSG00000106682.14,chr7,74189918,74194740,ES,False,1218,2092
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,864,2887
ENSG00000132436.11,chr7,50444128,50447297,PAS,True,13,106
ENSG00000132436.11,chr7,50450300,50450402,TSS,True,48,131
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,80,124
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,76,124
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,98,666
ENSG00000106344.8,chr7,128343675,128344013,TSS,True,55,457
ENSG00000122644.12,chr7,12687043,12688168,3AS,False,35,108
ENSG00000122644.12,chr7,12686645,12687043,TSS,True,89,197
ENSG00000122644.12,chr7,12687631,12687728,TSS,True,136,197
ENSG00000122644.12,chr7,12688165,12689176,PAS,True,46,170
ENSG00000122644.12,chr7,12688168,12689176,PAS,True,125,170
ENSG00000164877.18,chr7,1434672,1435100,IR,False,168,210
ENSG00000164877.18,chr7,1438220,1438288,IR,False,164,203
ENSG00000164877.18,chr7,1438995,1439924,IR,True,154,173
ENSG00000164877.18,chr7,1434352,1434672,PAS,True,56,243
ENSG00000164877.18,chr7,1434357,1435147,PAS,True,203,232
ENSG00000164877.18,chr7,1444651,1445826,TSS,True,150,251
ENSG00000106263.17,chr7,2355083,2355233,5AS,True,56,197
ENSG00000106263.17,chr7,2379508,2380203,IR,True,17,129
ENSG00000106263.17,chr7,2379511,2380180,IR,True,30,109
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,1012,2577
ENSG00000106263.17,chr7,2379511,2380283,IR,True,241,320
ENSG00000106263.17,chr7,2379511,2380414,3AS,True,395,3213
ENSG00000106263.17,chr7,2379511,2380414,IR,True,395,474
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,399,3385
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,1802,3350
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,2335,3350
ENSG00000106263.17,chr7,2380414,2380746,PAS,True,2954,3350
ENSG00000010270.13,chr7,38178420,38207446,ES,False,63,101
ENSG00000010270.13,chr7,38215105,38217187,ES,False,19,111
ENSG00000010270.13,chr7,38178225,38178420,TSS,True,42,144
ENSG00000205060.10,chr7,134316674,134317066,TSS,True,61,152
ENSG00000106400.11,chr7,101217685,101218217,TSS,True,33,157
ENSG00000055118.14,chr7,150951054,150951447,IR,True,48,107
ENSG00000055118.14,chr7,150949392,150950420,PAS,True,310,1745
ENSG00000055118.14,chr7,150944929,150945514,PAS,False,1624,2262
ENSG00000055118.14,chr7,150947327,150947477,TSS,True,544,687
ENSG00000055118.14,chr7,150946876,150947022,TSS,True,577,687
ENSG00000055118.14,chr7,150955395,150955840,TSS,True,1117,2310
ENSG00000055118.14,chr7,150947605,150948273,TSS,True,616,687
ENSG00000205903.6,chr7,6637287,6637447,TSS,True,143,161
ENSG00000105939.12,chr7,139109023,139109829,TSS,True,106,120
ENSG00000105939.12,chr7,139083779,139083861,TSS,True,93,120
ENSG00000128585.17,chr7,131327377,131327997,TSS,True,35,131
ENSG00000128585.17,chr7,131487606,131496632,PAS,True,16,111
ENSG00000048405.9,chr7,127391615,127392064,5AS,False,15,112
ENSG00000048405.9,chr7,127370041,127371814,PAS,True,44,134
ENSG00000048405.9,chr7,127372591,127375034,PAS,True,91,126
ENSG00000048405.9,chr7,127392059,127392718,TSS,True,48,145
ENSG00000048405.9,chr7,127392064,127392704,TSS,False,130,145
ENSG00000164654.15,chr7,7567072,7568025,5AS,False,47,135
ENSG00000164654.15,chr7,7567072,7572435,5AS,False,21,134
ENSG00000164654.15,chr7,7566848,7567688,TSS,True,156,214
ENSG00000164654.15,chr7,7566854,7567072,TSS,True,133,214
ENSG00000164654.15,chr7,7566841,7567484,TSS,False,157,214
ENSG00000146834.13,chr7,100429380,100431689,TSS,True,64,219
ENSG00000157954.14,chr7,5190493,5199575,ES,False,83,156
ENSG00000157954.14,chr7,5229705,5230834,5AS,False,70,179
ENSG00000157954.14,chr7,5190181,5190493,TSS,True,66,224
ENSG00000059378.12,chr7,140062521,140063160,TSS,True,30,117
ENSG00000105968.18,chr7,44831986,44834562,PAS,True,85,489
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,188,623
ENSG00000196313.11,chr7,72942586,72943522,TSS,True,366,475
ENSG00000168303.7,chr7,40133259,40134228,IR,True,113,127
ENSG00000168303.7,chr7,40132743,40133259,PAS,True,14,127
ENSG00000168303.7,chr7,40134228,40134845,TSS,False,14,127
ENSG00000172115.8,chr7,25125199,25125304,TSS,False,82,417
ENSG00000184863.10,chr7,155644440,155644919,TSS,True,78,105
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,219,752
ENSG00000239857.6,chr7,876485,876800,TSS,False,85,391
ENSG00000105821.14,chr7,103306382,103312643,PAS,True,99,273
ENSG00000105821.14,chr7,103322535,103322794,PAS,True,187,240
ENSG00000105821.14,chr7,103344558,103344879,TSS,True,45,273
ENSG00000126524.9,chr7,66995289,66995609,TSS,True,66,484
ENSG00000161040.16,chr7,102822203,102854776,ES,False,79,105
ENSG00000161040.16,chr7,102809306,102813531,PAS,True,30,129
ENSG00000105819.13,chr7,103297422,103297558,TSS,True,22,204
ENSG00000106034.17,chr7,120988912,120989390,IR,True,471,687
ENSG00000106034.17,chr7,121046993,121050799,3AS,True,73,102
ENSG00000106034.17,chr7,121046993,121050802,3AS,True,76,178
ENSG00000106034.17,chr7,121046993,121050907,3AS,True,29,207
ENSG00000106034.17,chr7,120987925,120989870,TSS,True,677,902
ENSG00000106034.17,chr7,120988550,120988912,TSS,True,426,902
ENSG00000106034.17,chr7,121076536,121076648,TSS,False,550,636
ENSG00000106034.17,chr7,121295439,121297978,PAS,False,561,897
ENSG00000106034.17,chr7,121050802,121053886,PAS,False,656,732
ENSG00000106034.17,chr7,121050799,121052013,PAS,True,658,732
ENSG00000004059.10,chr7,127588360,127588565,TSS,True,43,262
ENSG00000122687.17,chr7,2235564,2239417,ES,False,122,172
ENSG00000122687.17,chr7,2235564,2239529,5AS,True,20,193
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,28,158
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,111,269
ENSG00000122687.17,chr7,2238014,2238827,TSS,True,238,269
ENSG00000106591.3,chr7,42935136,42937321,5AS,True,120,136
ENSG00000106591.3,chr7,42935136,42937321,IR,True,120,136
ENSG00000106591.3,chr7,42932351,42932516,TSS,True,25,172
ENSG00000106591.3,chr7,42937321,42937857,PAS,True,20,162
ENSG00000106591.3,chr7,42934954,42937852,PAS,True,137,153
ENSG00000106355.9,chr7,32490319,32490418,TSS,False,17,155
ENSG00000157259.7,chr7,92447402,92447978,TSS,True,64,136
ENSG00000157259.7,chr7,92447504,92448877,TSS,True,91,121
ENSG00000157259.7,chr7,92456371,92459430,PAS,True,20,120
ENSG00000130305.16,chr7,73302513,73303529,PAS,True,50,369
ENSG00000130305.16,chr7,73308697,73308867,TSS,True,92,409
ENSG00000106603.18,chr7,43638242,43639681,PAS,True,15,110
ENSG00000106603.18,chr7,43729428,43729542,TSS,True,21,119
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,284,409
ENSG00000106628.10,chr7,44122195,44123510,3AS,True,22,124
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,305,718
ENSG00000106628.10,chr7,44116816,44116988,TSS,True,623,717
ENSG00000122783.16,chr7,135167807,135168785,5AS,False,39,229
ENSG00000122783.16,chr7,135169060,135170651,5AS,True,133,247
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,160,293
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,179,293
ENSG00000106397.11,chr7,101217165,101217751,TSS,True,156,183
ENSG00000106397.11,chr7,101212529,101212658,TSS,True,134,183
ENSG00000106348.17,chr7,128403754,128409755,ES,False,28,100
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,707,807
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,203,807
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,373,466
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,56,556
ENSG00000106327.12,chr7,100628306,100630888,ES,False,12,108
ENSG00000106327.12,chr7,100620415,100621126,PAS,True,27,134
ENSG00000106327.12,chr7,100624554,100624844,PAS,True,117,134
ENSG00000106327.12,chr7,100642690,100642770,TSS,True,95,148
ENSG00000106327.12,chr7,100641476,100641769,TSS,True,124,148
ENSG00000106327.12,chr7,100640975,100641229,TSS,True,132,148
ENSG00000136280.16,chr7,45000363,45063917,ES,False,27,159
ENSG00000136280.16,chr7,45000161,45000363,TSS,True,39,221
ENSG00000157212.18,chr7,154975695,154976304,TSS,True,90,102
ENSG00000157212.18,chr7,155002848,155003105,TSS,True,63,103
ENSG00000157212.18,chr7,154968402,154969061,TSS,True,85,102
ENSG00000006530.16,chr7,141551350,141551434,TSS,True,174,220
ENSG00000006530.16,chr7,141554601,141555567,TSS,True,149,220
ENSG00000006530.16,chr7,141593143,141593185,TSS,False,177,220
ENSG00000064419.13,chr7,129018157,129054650,ES,False,334,375
ENSG00000064419.13,chr7,129054650,129055180,TSS,True,182,566
ENSG00000009954.10,chr7,73476893,73478569,PAS,True,23,133
ENSG00000009954.10,chr7,73521826,73522306,TSS,True,85,206
ENSG00000161036.12,chr7,102464921,102465160,TSS,True,96,154
ENSG00000161036.12,chr7,102467717,102467823,TSS,True,126,154
ENSG00000164815.10,chr7,104126340,104126893,PAS,True,29,232
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,155,224
ENSG00000122643.19,chr7,33026915,33062567,ES,False,138,192
ENSG00000136271.10,chr7,44573835,44575613,TSS,True,146,475
ENSG00000164897.12,chr7,151082174,151082994,TSS,True,261,443
ENSG00000165055.15,chr7,128476725,128476875,TSS,True,52,123
ENSG00000165055.15,chr7,128476747,128477173,TSS,True,108,123
ENSG00000126522.16,chr7,66075735,66075856,TSS,False,91,116
ENSG00000126522.16,chr7,66075799,66076093,TSS,True,61,116
ENSG00000160991.15,chr7,102433506,102433661,TSS,True,78,154
ENSG00000185811.18,chr7,50304028,50304922,TSS,True,216,245
ENSG00000233369.7,chr7,73205458,73206151,IR,True,75,118
ENSG00000233369.7,chr7,73154670,73155343,TSS,False,121,145
ENSG00000233369.7,chr7,73195634,73195701,TSS,True,64,144
ENSG00000233369.7,chr7,73206151,73207300,PAS,False,47,122
ENSG00000233369.7,chr7,73205382,73207296,PAS,False,78,121
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,149,199
ENSG00000161057.11,chr7,103347622,103347781,TSS,False,286,816
ENSG00000008282.8,chr7,106112139,106112336,TSS,True,41,361
ENSG00000196715.6,chr7,65873123,65873565,TSS,True,88,293
ENSG00000272391.5,chr7,75421508,75422709,TSS,True,280,440
ENSG00000234722.4,chr7,153399510,153400546,PAS,False,19,136
ENSG00000234722.4,chr7,153413612,153413982,TSS,True,54,152
ENSG00000234722.4,chr7,153412090,153412965,TSS,False,121,152
ENSG00000106638.16,chr7,73578419,73578673,TSS,True,42,277
ENSG00000001630.16,chr7,92134172,92134517,TSS,False,114,688
ENSG00000214022.11,chr7,150368941,150371227,ES,False,103,127
ENSG00000214022.11,chr7,150368941,150371227,3AS,True,103,118
ENSG00000214022.11,chr7,150368941,150371227,5AS,False,103,134
ENSG00000214022.11,chr7,150368941,150371227,IR,True,103,120
ENSG00000214022.11,chr7,150368941,150371230,3AS,True,16,158
ENSG00000214022.11,chr7,150368167,150368941,TSS,True,1125,1299
ENSG00000214022.11,chr7,150371230,150374043,PAS,True,207,241
ENSG00000214022.11,chr7,150371227,150374043,PAS,True,73,241
ENSG00000214022.11,chr7,150369670,150374037,PAS,True,205,237
ENSG00000106524.8,chr7,16645506,16645831,TSS,True,22,131
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,140,451
ENSG00000105835.11,chr7,106284347,106284581,TSS,False,337,451
ENSG00000129103.17,chr7,56064222,56064378,TSS,True,33,250
ENSG00000128524.4,chr7,128862847,128863062,TSS,True,60,540
ENSG00000106070.18,chr7,50703908,50793223,ME,True,75,114
ENSG00000106070.18,chr7,50703908,50793223,ME,True,74,114
ENSG00000106070.18,chr7,50703908,50755886,ES,False,54,117
ENSG00000106070.18,chr7,50703908,50793223,ME,True,50,114
ENSG00000106070.18,chr7,50703908,50793223,ES,False,88,283
ENSG00000106070.18,chr7,50793223,50793530,TSS,True,92,386
ENSG00000088325.15,chr20,31739247,31739621,TSS,False,119,474
ENSG00000088325.15,chr20,31800969,31801804,PAS,False,184,452
ENSG00000088325.15,chr20,31793847,31793992,PAS,True,327,437
ENSG00000080189.14,chr20,46358763,46364370,3AS,False,103,119
ENSG00000080189.14,chr20,46358386,46359228,TSS,True,144,165
ENSG00000080189.14,chr20,46364370,46364449,TSS,True,43,167
ENSG00000088930.7,chr20,21303273,21303473,TSS,False,25,183
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,135,175
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,46,179
ENSG00000088832.16,chr20,1392881,1392961,IR,False,153,176
ENSG00000088832.16,chr20,1392961,1393143,TSS,True,80,233
ENSG00000088833.17,chr20,1466719,1466961,TSS,True,35,318
ENSG00000173418.11,chr20,20017279,20017449,TSS,False,17,168
ENSG00000118705.16,chr20,37178397,37179369,TSS,True,340,1458
ENSG00000215251.3,chr20,3159765,3159874,TSS,False,68,113
ENSG00000124228.14,chr20,49230349,49233305,ES,False,329,378
ENSG00000124228.14,chr20,49219319,49219541,TSS,True,93,440
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,78,430
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,374,417
ENSG00000132819.16,chr20,57391395,57391818,TSS,True,536,716
ENSG00000101187.15,chr20,62667910,62668476,ES,False,13,109
ENSG00000101187.15,chr20,62669078,62671749,3AS,True,91,112
ENSG00000101187.15,chr20,62656357,62657250,TSS,False,78,140
ENSG00000101187.15,chr20,62666403,62666575,TSS,False,115,140
ENSG00000101187.15,chr20,62671749,62672621,PAS,True,36,134
ENSG00000101187.15,chr20,62669950,62672621,PAS,True,104,124
ENSG00000101189.6,chr20,62795454,62796671,TSS,False,28,148
ENSG00000042062.11,chr20,50585161,50587332,PAS,True,18,118
ENSG00000042062.11,chr20,50594552,50597184,TSS,True,91,106
ENSG00000042062.11,chr20,50691125,50691855,TSS,False,64,121
ENSG00000101400.5,chr20,33443310,33443891,TSS,False,71,166
ENSG00000101400.5,chr20,33412295,33412416,TSS,True,127,166
ENSG00000124098.9,chr20,56358949,56359191,TSS,True,41,241
ENSG00000100983.10,chr20,34928951,34929400,IR,True,226,258
ENSG00000100983.10,chr20,34928430,34928951,PAS,True,42,290
ENSG00000100983.10,chr20,34928432,34929590,PAS,True,258,290
ENSG00000100983.10,chr20,34955726,34955817,TSS,True,65,294
ENSG00000100983.10,chr20,34951723,34951898,TSS,True,256,294
ENSG00000101146.12,chr20,57350953,57351422,TSS,True,59,409
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,35,112
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,131,202
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,166,202
ENSG00000101310.16,chr20,18542329,18543172,TSS,True,149,202
ENSG00000101337.15,chr20,32109517,32109755,TSS,False,50,107
ENSG00000101337.15,chr20,32166972,32167257,PAS,True,94,107
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,360,814
ENSG00000125977.6,chr20,34103498,34103565,PAS,True,625,797
ENSG00000125977.6,chr20,34105520,34105545,PAS,True,613,762
ENSG00000198959.11,chr20,38128458,38130369,PAS,True,27,218
ENSG00000198959.11,chr20,38137945,38138385,PAS,True,148,172
ENSG00000198959.11,chr20,38161419,38161601,TSS,True,242,299
ENSG00000198959.11,chr20,38155846,38156090,TSS,True,223,299
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,117,319
ENSG00000124164.15,chr20,58389132,58389517,TSS,True,92,350
ENSG00000118707.9,chr20,36573559,36573745,TSS,True,70,105
ENSG00000149658.17,chr20,63215601,63215865,IR,True,104,127
ENSG00000149658.17,chr20,63215865,63216245,TSS,True,345,451
ENSG00000149658.17,chr20,63202286,63203161,TSS,True,165,451
ENSG00000125868.15,chr20,17569786,17570211,TSS,True,81,225
ENSG00000166619.13,chr20,37527792,37527915,TSS,True,56,122
ENSG00000149636.15,chr20,36771473,36773661,5AS,False,94,115
ENSG00000149636.15,chr20,36773661,36774298,TSS,True,40,150
ENSG00000149636.15,chr20,36773393,36773775,TSS,True,127,150
ENSG00000125875.13,chr20,462335,462564,TSS,True,24,100
ENSG00000171858.17,chr20,62387060,62387136,TSS,True,849,1305
ENSG00000171858.17,chr20,62387107,62387388,TSS,True,952,1305
ENSG00000171858.17,chr20,62387609,62387674,TSS,True,1007,1305
