gene,chr,start,end,splice_type,novel,heart_left_ventricle_ENCFF437SYY_in_cov,heart_left_ventricle_ENCFF437SYY_total_cov
ENSG00000130234.10,chrX,15558183,15562013,PAS,True,43,117
ENSG00000130234.10,chrX,15561033,15564218,PAS,True,84,116
ENSG00000130234.10,chrX,15600725,15600981,TSS,False,12,118
ENSG00000173674.10,chrX,20141624,20141872,TSS,True,14,122
ENSG00000078596.10,chrX,79367104,79367579,TSS,True,19,108
ENSG00000078596.10,chrX,79367546,79367600,TSS,False,93,108
ENSG00000196998.17,chrX,49076750,49077642,3AS,False,116,133
ENSG00000196998.17,chrX,49076750,49077836,ES,False,25,140
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,28,191
ENSG00000123562.16,chrX,103677051,103685170,ES,False,38,208
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,101,159
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,103,225
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,139,225
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,77,366
ENSG00000184867.13,chrX,101658142,101658491,5AS,False,28,155
ENSG00000184867.13,chrX,101658142,101659757,ES,False,20,175
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,101,153
ENSG00000184867.13,chrX,101659136,101659418,3AS,False,30,123
ENSG00000184867.13,chrX,101659148,101659430,5AS,True,18,115
ENSG00000184867.13,chrX,101659148,101659757,ES,False,13,124
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,23,198
ENSG00000004961.14,chrX,11111296,11111518,TSS,True,12,116
ENSG00000069535.13,chrX,43803404,43843669,ES,True,81,558
ENSG00000069535.13,chrX,43882253,43882534,TSS,True,76,629
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,17,117
ENSG00000198947.15,chrX,32565727,32565881,PAS,True,303,353
ENSG00000198947.15,chrX,32573255,32573637,PAS,True,286,353
ENSG00000198947.15,chrX,32614376,32614453,PAS,True,170,352
ENSG00000198947.15,chrX,33211281,33211552,TSS,True,60,396
ENSG00000073464.11,chrX,10156922,10157100,TSS,True,22,122
ENSG00000123130.16,chrX,23733217,23735918,ES,False,80,442
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,29,140
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,153,293
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,157,293
ENSG00000071889.16,chrX,154507490,154508288,ES,False,47,424
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,318,378
ENSG00000071889.16,chrX,154515812,154515909,IR,False,116,418
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,317,433
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,131,433
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,90,145
ENSG00000196924.15,chrX,154350030,154350645,TSS,True,128,145
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,62,122
ENSG00000147065.16,chrX,65731887,65731984,TSS,True,98,117
ENSG00000001497.16,chrX,65524262,65524964,ES,False,28,112
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,52,122
ENSG00000001497.16,chrX,65517432,65518465,PAS,True,95,122
ENSG00000001497.16,chrX,65520423,65520817,PAS,True,107,122
ENSG00000129675.15,chrX,136767143,136767897,TSS,False,58,125
ENSG00000147010.17,chrX,19542193,19549973,ES,True,48,116
ENSG00000147010.17,chrX,19887306,19887702,TSS,True,107,126
ENSG00000147010.17,chrX,19569102,19569526,TSS,True,30,120
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,168,236
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,166,236
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,184,236
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,200,236
ENSG00000068438.14,chrX,48481715,48482408,3AS,False,43,111
ENSG00000131828.13,chrX,19344094,19349311,ME,False,107,130
ENSG00000184343.10,chrX,153781145,153781215,IR,False,111,131
ENSG00000184343.10,chrX,153783251,153783754,3AS,False,66,127
ENSG00000184343.10,chrX,153781000,153781346,TSS,True,131,151
ENSG00000184343.10,chrX,153780996,153781145,TSS,False,40,151
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,189,1112
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,539,1197
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,802,1197
ENSG00000078061.12,chrX,47561150,47561251,TSS,True,64,195
ENSG00000078061.12,chrX,47565172,47566780,TSS,True,165,188
ENSG00000102038.15,chrX,129492093,129496749,ES,False,149,184
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,131,200
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,156,198
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,167,199
ENSG00000130985.16,chrX,47194024,47198802,ES,False,113,167
ENSG00000130985.16,chrX,47190712,47190950,TSS,False,255,284
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,117,284
ENSG00000022267.16,chrX,136197023,136197134,TSS,True,2617,5420
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,115,1138
ENSG00000102181.20,chrX,150795486,150831230,ES,False,87,302
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,110,426
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,117,160
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,45,160
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,56,217
ENSG00000102024.17,chrX,115593273,115593632,TSS,True,169,217
ENSG00000102316.16,chrX,54815678,54815880,IR,True,18,122
ENSG00000102316.16,chrX,54815690,54815880,IR,True,699,803
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,303,823
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,592,823
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,104,823
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,721,823
ENSG00000185010.14,chrX,154928873,154931676,PAS,False,29,164
ENSG00000185010.14,chrX,154966628,154966687,PAS,True,142,162
ENSG00000185010.14,chrX,155022409,155022724,TSS,True,26,179
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,102,778
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,136,810
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,708,810
ENSG00000102125.15,chrX,154413252,154413481,5AS,False,106,139
ENSG00000102125.15,chrX,154413567,154419542,ES,False,82,139
ENSG00000102125.15,chrX,154419623,154419704,IR,False,77,114
ENSG00000102125.15,chrX,154419623,154420031,ES,False,25,101
ENSG00000102125.15,chrX,154419746,154420031,IR,False,83,115
ENSG00000102125.15,chrX,154411512,154411952,TSS,True,46,183
ENSG00000102125.15,chrX,154420323,154420735,TSS,True,160,179
ENSG00000185973.10,chrX,155612791,155612970,TSS,True,14,120
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,67,216
ENSG00000072501.17,chrX,53405236,53405391,PAS,True,181,215
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,35,231
ENSG00000131269.16,chrX,75114831,75156104,3AS,False,70,145
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,327,464
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,207,460
ENSG00000005893.15,chrX,120426148,120428626,PAS,False,404,464
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,184,319
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,135,317
ENSG00000047644.18,chrX,10117166,10117689,TSS,True,69,102
ENSG00000047644.18,chrX,10122618,10122739,TSS,True,89,102
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,391,532
ENSG00000068366.19,chrX,109683372,109696143,3AS,False,49,189
ENSG00000068366.19,chrX,109641329,109644186,PAS,True,96,214
ENSG00000068366.19,chrX,109663301,109663402,PAS,True,132,214
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,49,212
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,37,229
ENSG00000085224.22,chrX,77688927,77696576,ES,False,32,192
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,43,295
ENSG00000197620.10,chrX,149542066,149545367,5AS,False,81,111
ENSG00000197620.10,chrX,149540578,149540799,TSS,True,91,113
ENSG00000197620.10,chrX,149540849,149541343,TSS,True,39,113
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,40,218
ENSG00000077721.15,chrX,119574538,119574981,TSS,True,192,218
ENSG00000167393.17,chrX,373531,374072,TSS,False,46,140
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,97,214
ENSG00000157514.16,chrX,107775099,107775753,TSS,True,146,214
ENSG00000101928.12,chrX,134899534,134915181,ES,True,81,100
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,98,293
ENSG00000102226.9,chrX,47233399,47233533,TSS,False,262,293
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,349,398
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,65,394
ENSG00000102580.14,chr13,95790872,95794989,PAS,True,130,158
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,49,158
ENSG00000150401.14,chr13,113484056,113490666,3AS,True,64,124
ENSG00000150401.14,chr13,113483839,113485436,TSS,True,210,245
ENSG00000150401.14,chr13,113490666,113490984,TSS,True,110,245
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,34,119
ENSG00000244754.8,chr13,32538684,32538777,IR,False,27,119
ENSG00000244754.8,chr13,32442765,32444126,PAS,True,67,137
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,104,137
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,105,139
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,103,139
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,80,139
ENSG00000134871.18,chr13,110507941,110508221,TSS,True,131,172
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,194,281
ENSG00000134871.18,chr13,110505605,110506606,TSS,True,153,172
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,109,277
ENSG00000134871.18,chr13,110484904,110484974,PAS,True,81,147
ENSG00000134871.18,chr13,110446797,110448668,PAS,True,92,103
ENSG00000102683.7,chr13,23181075,23203694,ES,True,459,530
ENSG00000187498.15,chr13,110148868,110150444,PAS,True,123,233
ENSG00000187498.15,chr13,110195023,110195118,PAS,True,101,151
ENSG00000187498.15,chr13,110176883,110177037,PAS,True,139,171
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,128,243
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,91,318
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,74,252
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,77,256
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,182,256
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,53,288
ENSG00000183722.8,chr13,39342707,39344054,PAS,True,38,345
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,58,346
ENSG00000150403.17,chr13,113490713,113491273,TSS,True,19,110
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,46,110
ENSG00000150403.17,chr13,113534044,113535290,PAS,True,73,109
ENSG00000136104.20,chr13,50909682,50910140,TSS,False,18,105
ENSG00000136104.20,chr13,50910129,50910438,TSS,False,94,105
ENSG00000136104.20,chr13,50956357,50956764,PAS,True,51,105
ENSG00000136104.20,chr13,50969931,50972513,PAS,True,65,105
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,84,101
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,90,101
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,33,101
ENSG00000120686.11,chr13,38359333,38360710,3AS,True,147,166
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,30,179
ENSG00000120686.11,chr13,38360040,38363006,PAS,True,159,179
ENSG00000174032.16,chr13,45418299,45418444,TSS,True,36,111
ENSG00000213995.11,chr13,110615647,110622215,5AS,True,153,174
ENSG00000213995.11,chr13,110637249,110638377,3AS,True,154,195
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,47,204
ENSG00000213995.11,chr13,110615573,110615774,TSS,False,178,204
ENSG00000213995.11,chr13,110638377,110640173,PAS,False,49,204
ENSG00000213995.11,chr13,110638241,110639996,PAS,True,163,204
ENSG00000183087.14,chr13,113863574,113864070,TSS,True,387,565
ENSG00000183087.14,chr13,113839727,113839806,TSS,True,379,565
ENSG00000183087.14,chr13,113838068,113838773,TSS,True,490,565
ENSG00000134897.13,chr13,102838739,102839571,3AS,False,91,102
ENSG00000134897.13,chr13,102799100,102799521,TSS,False,81,103
ENSG00000134897.13,chr13,102800333,102800735,TSS,False,27,103
ENSG00000134897.13,chr13,102839571,102841537,PAS,True,12,103
ENSG00000134897.13,chr13,102839550,102841533,PAS,True,92,103
ENSG00000073910.21,chr13,31846692,31846939,TSS,True,78,122
ENSG00000073910.21,chr13,32295201,32297516,PAS,True,56,120
ENSG00000133104.13,chr13,36335832,36346239,5AS,True,16,155
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,96,234
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,170,234
ENSG00000175198.16,chr13,100449305,100527674,ES,False,28,198
ENSG00000134900.11,chr13,102649486,102657055,ES,False,111,126
ENSG00000134900.11,chr13,102657055,102657152,PAS,False,60,136
ENSG00000134900.11,chr13,102678226,102680672,PAS,True,104,137
ENSG00000134882.15,chr13,99314220,99318021,ES,True,489,563
ENSG00000136111.13,chr13,75312898,75324236,ES,False,97,138
ENSG00000136111.13,chr13,75326423,75336920,ES,True,37,139
ENSG00000136111.13,chr13,75283500,75287025,PAS,True,126,157
ENSG00000136111.13,chr13,75309955,75310151,PAS,False,35,150
ENSG00000136111.13,chr13,75481269,75482649,TSS,False,33,161
ENSG00000134884.14,chr13,106557131,106559431,IR,False,85,110
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,13,129
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,17,146
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,35,149
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,65,119
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,63,119
ENSG00000126226.21,chr13,113177976,113178173,3AS,False,68,144
ENSG00000126226.21,chr13,113177976,113178173,IR,False,68,408
ENSG00000126226.21,chr13,113178008,113178173,IR,False,76,416
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,418,486
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,147,486
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,410,486
ENSG00000102471.14,chr13,79481218,79481524,TSS,True,26,226
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,132,172
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,115,172
ENSG00000120694.19,chr13,31143790,31143923,PAS,True,143,172
ENSG00000122033.14,chr13,27434757,27435893,PAS,True,19,163
ENSG00000122033.14,chr13,27450508,27450616,TSS,True,96,163
ENSG00000122033.14,chr13,27450141,27450564,TSS,True,128,163
ENSG00000122033.14,chr13,27450063,27450191,TSS,True,121,163
ENSG00000136153.19,chr13,75804541,75807479,ES,False,86,195
ENSG00000136153.19,chr13,75804541,75809153,ES,False,21,200
ENSG00000136153.19,chr13,75805760,75807479,ES,True,68,106
ENSG00000136153.19,chr13,75760433,75760665,TSS,False,267,297
ENSG00000136153.19,chr13,75803688,75804541,TSS,True,162,297
ENSG00000136153.19,chr13,75760659,75761038,TSS,True,261,297
ENSG00000136153.19,chr13,75819392,75819452,PAS,True,162,247
ENSG00000136153.19,chr13,75817160,75819443,PAS,False,153,245
ENSG00000136153.19,chr13,75857920,75859601,PAS,True,224,297
ENSG00000153531.13,chr13,113453223,113454332,TSS,False,236,619
ENSG00000139793.18,chr13,97222287,97222531,TSS,True,30,142
ENSG00000106635.7,chr7,73557486,73558010,TSS,True,61,118
ENSG00000106635.7,chr7,73552166,73552228,TSS,True,78,118
ENSG00000106635.7,chr7,73557040,73557265,TSS,True,106,118
ENSG00000106608.16,chr7,43887485,43906561,ES,False,33,124
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,48,172
ENSG00000049540.16,chr7,74035414,74037706,ES,False,11,102
ENSG00000049540.16,chr7,74037739,74042613,ES,False,12,100
ENSG00000049540.16,chr7,74056713,74059885,ES,False,53,108
ENSG00000049540.16,chr7,74065732,74066731,ES,False,73,108
ENSG00000049540.16,chr7,74027789,74028269,TSS,True,26,124
ENSG00000135218.18,chr7,80602154,80602379,TSS,True,1887,3787
ENSG00000135218.18,chr7,80638500,80638746,TSS,True,2255,3768
ENSG00000135218.18,chr7,80673982,80674420,PAS,True,1563,3697
ENSG00000135218.18,chr7,80676383,80679276,PAS,False,2304,3710
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,561,660
ENSG00000136235.16,chr7,23246731,23246927,TSS,True,108,785
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,123,781
ENSG00000234520.5,chr7,112956702,112995567,3AS,True,24,114
ENSG00000234520.5,chr7,112951892,112954768,PAS,False,25,160
ENSG00000234520.5,chr7,112941405,112943748,PAS,True,142,160
ENSG00000234520.5,chr7,112995567,112995658,TSS,True,31,160
ENSG00000234520.5,chr7,112977143,112977347,TSS,True,135,159
ENSG00000106305.9,chr7,6009232,6009498,TSS,True,14,131
ENSG00000106018.13,chr7,159144720,159144989,TSS,True,78,121
ENSG00000106018.13,chr7,159096834,159097241,TSS,False,104,118
ENSG00000185274.11,chr7,71335548,71335733,TSS,True,100,113
ENSG00000185274.11,chr7,71677249,71677306,TSS,True,97,112
ENSG00000185274.11,chr7,71131317,71133042,TSS,True,92,113
ENSG00000106009.15,chr7,2543323,2543589,IR,False,131,150
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,152,181
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,74,181
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,174,1480
ENSG00000166526.16,chr7,100081634,100081764,TSS,True,11,102
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,63,358
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,349,408
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,429,779
ENSG00000136261.14,chr7,16661206,16661252,TSS,True,543,779
ENSG00000198420.9,chr7,143854142,143857099,5AS,False,187,213
ENSG00000198420.9,chr7,143862801,143863350,TSS,True,166,224
ENSG00000198420.9,chr7,143901960,143902185,TSS,True,185,224
ENSG00000198420.9,chr7,143902026,143902191,TSS,True,194,224
ENSG00000198420.9,chr7,143882735,143882905,TSS,True,158,224
ENSG00000122566.21,chr7,26197732,26200571,ES,False,168,214
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,40,240
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,20,149
ENSG00000133606.10,chr7,140456185,140456866,PAS,True,125,145
ENSG00000133606.10,chr7,140479159,140479524,TSS,True,32,155
ENSG00000002822.15,chr7,2222754,2229983,ES,False,12,109
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,13,122
ENSG00000146802.12,chr7,112775318,112790159,ES,False,35,127
ENSG00000146802.12,chr7,112790159,112790412,TSS,True,19,146
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,31,277
ENSG00000011275.18,chr7,5781540,5781704,TSS,True,89,159
ENSG00000011275.18,chr7,5695368,5695546,TSS,True,90,106
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,95,364
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,270,356
ENSG00000158604.14,chr7,44582046,44582249,TSS,True,41,372
ENSG00000003147.18,chr7,8232752,8235909,3AS,False,71,304
ENSG00000003147.18,chr7,8235940,8262093,3AS,True,30,247
ENSG00000003147.18,chr7,8113183,8114044,PAS,True,72,317
ENSG00000003147.18,chr7,8143874,8143972,PAS,True,279,315
ENSG00000003147.18,chr7,8262093,8262410,TSS,True,65,317
ENSG00000003147.18,chr7,8262439,8262598,TSS,True,278,317
ENSG00000154678.16,chr7,31751177,31753553,PAS,True,143,222
ENSG00000154678.16,chr7,31786282,31790259,PAS,True,107,194
ENSG00000154678.16,chr7,32070292,32071007,TSS,True,71,230
ENSG00000122550.17,chr7,23106146,23123776,ES,False,420,508
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,62,571
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,440,553
ENSG00000105974.11,chr7,116525191,116525805,TSS,True,442,553
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,362,553
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,79,295
ENSG00000164849.9,chr7,1044542,1044658,TSS,True,93,129
ENSG00000164849.9,chr7,1055337,1055483,TSS,True,41,107
ENSG00000164849.9,chr7,1057491,1059269,PAS,True,22,112
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,89,363
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,294,363
ENSG00000106617.13,chr7,151595451,151632068,3AS,True,49,152
ENSG00000106617.13,chr7,151632068,151632538,TSS,True,84,218
ENSG00000106617.13,chr7,151576370,151576410,TSS,True,192,218
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,54,261
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,219,259
ENSG00000164880.15,chr7,1478365,1478506,TSS,True,74,115
ENSG00000164880.15,chr7,1477752,1477938,TSS,True,103,115
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,56,537
ENSG00000154415.7,chr7,113918214,113919008,TSS,True,33,180
ENSG00000128591.15,chr7,128849578,128850383,ES,False,789,954
ENSG00000128591.15,chr7,128849329,128849578,TSS,True,2855,3204
ENSG00000128591.15,chr7,128852942,128853621,TSS,True,2696,3204
ENSG00000128609.14,chr7,123545676,123557774,ME,False,71,128
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,290,2209
ENSG00000106460.18,chr7,12211425,12214808,5AS,False,98,110
ENSG00000106460.18,chr7,12211212,12211425,TSS,True,30,129
ENSG00000164597.13,chr7,107563802,107564554,TSS,True,41,195
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,71,521
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,16,134
ENSG00000105854.12,chr7,95412451,95416241,3AS,True,17,130
ENSG00000128595.16,chr7,128748804,128758870,ME,False,847,4008
ENSG00000106078.18,chr7,51184199,51190849,ES,False,149,235
ENSG00000106078.18,chr7,51316592,51317116,TSS,True,31,251
ENSG00000164649.19,chr7,21908507,21916753,ES,False,194,268
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,64,157
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,41,159
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,61,173
ENSG00000087087.19,chr7,100884382,100884552,TSS,True,144,173
ENSG00000128567.16,chr7,131510827,131511425,TSS,False,141,211
ENSG00000164828.17,chr7,816673,838797,ES,False,43,226
ENSG00000164828.17,chr7,843520,849519,ES,False,25,219
ENSG00000164828.17,chr7,849603,851383,ES,False,165,194
ENSG00000164828.17,chr7,849603,851949,ES,True,34,228
ENSG00000164828.17,chr7,852667,852812,3AS,False,76,263
ENSG00000164828.17,chr7,815868,816673,TSS,True,76,303
ENSG00000135241.16,chr7,108515574,108526028,ES,False,131,191
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,104,343
ENSG00000197157.10,chr7,127929187,127929329,TSS,True,304,340
ENSG00000146926.10,chr7,151187451,151187814,TSS,False,76,147
ENSG00000146926.10,chr7,151186814,151187247,TSS,True,85,147
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,18,110
ENSG00000078967.12,chr7,43926424,43926556,TSS,True,26,101
ENSG00000002933.8,chr7,150800828,150801535,5AS,False,33,115
ENSG00000002933.8,chr7,150800396,150800828,TSS,True,97,130
ENSG00000002933.8,chr7,150800757,150800968,TSS,True,56,130
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,163,204
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,84,204
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,29,232
ENSG00000136213.9,chr7,2403645,2432562,5AS,False,81,122
ENSG00000136213.9,chr7,2403570,2403659,TSS,True,101,141
ENSG00000136213.9,chr7,2403565,2403645,TSS,False,59,141
ENSG00000105953.14,chr7,44647759,44666735,ES,False,199,255
ENSG00000105953.14,chr7,44694291,44694423,IR,True,315,398
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,1272,1490
ENSG00000105953.14,chr7,44693821,44694004,TSS,True,1305,1480
ENSG00000105953.14,chr7,44707341,44707388,TSS,True,1167,1475
ENSG00000105953.14,chr7,44694095,44694291,TSS,True,1164,1480
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,203,385
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,311,385
ENSG00000058404.19,chr7,44228924,44231005,ES,True,76,298
ENSG00000058404.19,chr7,44325356,44325759,TSS,True,110,392
ENSG00000106066.14,chr7,29121071,29146340,5AS,True,71,127
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,183,1617
ENSG00000004799.7,chr7,95596163,95596563,TSS,True,817,6751
ENSG00000146729.9,chr7,55964521,55964701,TSS,True,184,1758
ENSG00000240583.11,chr7,30911731,30912293,TSS,False,134,223
ENSG00000158560.14,chr7,95813337,95869882,ES,False,130,283
ENSG00000197448.13,chr7,143265092,143265260,IR,False,232,264
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,45,296
ENSG00000136270.13,chr7,45103443,45105440,ES,False,90,610
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,166,569
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,238,647
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,479,647
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,18,152
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,198,1812
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,36,133
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,109,133
ENSG00000106631.8,chr7,44140787,44140960,3AS,False,245,287
ENSG00000106631.8,chr7,44141302,44141574,TSS,False,67,315
ENSG00000106631.8,chr7,44140960,44141332,TSS,True,277,315
ENSG00000055118.14,chr7,150952424,150954701,TSS,True,173,231
ENSG00000055118.14,chr7,150951447,150951975,TSS,True,190,231
ENSG00000055118.14,chr7,150955395,150955840,TSS,True,207,231
ENSG00000055118.14,chr7,150958058,150958484,TSS,True,205,231
ENSG00000055118.14,chr7,150957290,150957503,TSS,True,162,231
ENSG00000071189.21,chr7,17821648,17826021,3AS,False,30,122
ENSG00000071189.21,chr7,17790760,17794292,PAS,True,61,141
ENSG00000071189.21,chr7,17816203,17816289,PAS,False,106,141
ENSG00000133619.17,chr7,149728675,149730146,ES,False,18,102
ENSG00000133619.17,chr7,149714781,149715066,TSS,False,106,149
ENSG00000133619.17,chr7,149722908,149724849,TSS,True,116,140
ENSG00000133619.17,chr7,149729193,149729370,TSS,True,124,140
ENSG00000223855.1,chr7,524280,524364,IR,True,48,147
ENSG00000223855.1,chr7,524364,525233,PAS,True,110,158
ENSG00000223855.1,chr7,524079,525231,PAS,True,60,158
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,79,146
ENSG00000171115.3,chr7,150470874,150477091,ES,True,32,129
ENSG00000171115.3,chr7,150450744,150451175,TSS,False,30,151
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,27,251
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,113,200
ENSG00000122786.19,chr7,134933123,134934077,TSS,True,51,100
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,108,191
ENSG00000122786.19,chr7,134932987,134937664,PAS,True,17,104
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,31,303
ENSG00000106034.17,chr7,120988912,120989390,IR,True,81,128
ENSG00000106034.17,chr7,120987925,120989870,TSS,True,84,134
ENSG00000106034.17,chr7,120988550,120988912,TSS,True,53,134
ENSG00000106034.17,chr7,121133822,121133893,PAS,False,54,133
ENSG00000122687.17,chr7,2235564,2239417,5AS,True,84,104
