gene,chr,start,end,splice_type,novel,HL-60_ENCFF600MGT_in_cov,HL-60_ENCFF600MGT_total_cov
ENSG00000102125.15,chrX,154419623,154419704,IR,False,111,270
ENSG00000102125.15,chrX,154419623,154420031,ES,False,33,131
ENSG00000102125.15,chrX,154419623,154420031,IR,False,33,177
ENSG00000102125.15,chrX,154419746,154420031,IR,False,113,269
ENSG00000094841.13,chrX,75293514,75296341,ES,False,94,113
ENSG00000072501.17,chrX,53374148,53380186,PAS,False,453,613
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,244,597
ENSG00000072501.17,chrX,53405236,53405391,PAS,True,526,595
ENSG00000131269.16,chrX,75114831,75156104,3AS,False,123,249
ENSG00000125676.19,chrX,123623283,123623786,IR,True,79,102
ENSG00000125676.19,chrX,123621243,123621587,PAS,True,340,385
ENSG00000125676.19,chrX,123622757,123622860,PAS,True,325,385
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,155,384
ENSG00000102098.17,chrX,18239306,18241379,PAS,True,18,109
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,549,689
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,150,684
ENSG00000196459.13,chrX,13719982,13734524,ES,False,45,101
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,174,221
ENSG00000102401.19,chrX,101623276,101623813,IR,False,174,196
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,32,254
ENSG00000068366.19,chrX,109683372,109696143,3AS,False,28,153
ENSG00000068366.19,chrX,109641329,109644186,PAS,True,34,169
ENSG00000068366.19,chrX,109663301,109663402,PAS,True,144,168
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,28,114
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,37,184
ENSG00000085224.22,chrX,77688927,77696576,ES,False,59,146
ENSG00000102317.17,chrX,48575667,48576313,IR,True,794,891
ENSG00000102317.17,chrX,48576083,48576313,IR,False,14,112
ENSG00000017483.14,chrX,48468304,48469341,TSS,False,169,221
ENSG00000017483.14,chrX,48469334,48470192,TSS,True,83,221
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,32,277
ENSG00000147274.14,chrX,136872345,136875085,ES,True,80,544
ENSG00000147274.14,chrX,136872345,136875085,IR,False,80,109
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,948,1535
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,612,1522
ENSG00000123200.16,chr13,45968839,45969971,PAS,True,92,103
ENSG00000123200.16,chr13,45975360,45975838,PAS,True,41,103
ENSG00000123200.16,chr13,46052403,46052765,TSS,True,26,111
ENSG00000123200.16,chr13,46052697,46053247,TSS,False,99,111
ENSG00000102580.14,chr13,95790872,95794989,PAS,True,89,162
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,87,162
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,162,421
ENSG00000244754.8,chr13,32537027,32538777,ES,False,26,137
ENSG00000244754.8,chr13,32538684,32538777,IR,False,113,416
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,278,478
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,417,475
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,256,456
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,340,480
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,314,480
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,334,480
ENSG00000136108.14,chr13,52456607,52460898,3AS,False,197,250
ENSG00000136108.14,chr13,52455420,52455626,TSS,True,32,270
ENSG00000125247.15,chr13,100642311,100662963,ES,True,57,179
ENSG00000125247.15,chr13,100668794,100674743,ES,False,62,185
ENSG00000125247.15,chr13,100603622,100605142,PAS,True,72,193
ENSG00000125247.15,chr13,100622751,100625676,PAS,True,130,193
ENSG00000136144.11,chr13,49567320,49580504,3AS,True,409,460
ENSG00000139496.15,chr13,25339964,25342422,PAS,True,15,145
ENSG00000198176.12,chr13,113623286,113633119,ES,False,31,174
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,38,175
ENSG00000198176.12,chr13,113584529,113584730,TSS,True,93,203
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,171,203
ENSG00000198176.12,chr13,113584723,113585849,TSS,True,167,203
ENSG00000083520.14,chr13,72778380,72781604,ME,False,355,445
ENSG00000083520.14,chr13,72781003,72781604,ES,False,90,103
ENSG00000088451.10,chr13,94583236,94592240,ES,True,15,134
ENSG00000088451.10,chr13,94593907,94596050,5AS,True,106,133
ENSG00000088451.10,chr13,94574046,94574852,PAS,False,16,134
ENSG00000088451.10,chr13,94574053,94576411,PAS,True,120,134
ENSG00000088451.10,chr13,94596050,94596278,TSS,False,28,134
ENSG00000088451.10,chr13,94595974,94596272,TSS,True,115,134
ENSG00000088448.14,chr13,110893263,110906032,ES,False,342,391
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,77,422
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,97,431
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,26,183
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,27,184
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,157,184
ENSG00000150403.17,chr13,113501880,113510237,ES,False,37,179
ENSG00000150403.17,chr13,113539507,113548302,ES,True,15,143
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,65,210
ENSG00000120699.12,chr13,37003007,37004515,IR,False,61,247
ENSG00000120699.12,chr13,37004561,37005956,3AS,False,89,251
ENSG00000120699.12,chr13,37007071,37008061,3AS,False,34,249
ENSG00000126216.14,chr13,112554182,112554976,IR,True,39,182
ENSG00000126216.14,chr13,112485004,112486151,PAS,True,525,1624
ENSG00000126216.14,chr13,112546479,112547752,PAS,True,1298,1611
ENSG00000102606.18,chr13,111153991,111217678,ES,True,36,105
ENSG00000102606.18,chr13,111153356,111153721,TSS,False,70,147
ENSG00000102606.18,chr13,111153650,111153991,TSS,True,115,147
ENSG00000102606.18,chr13,111302990,111305735,PAS,True,38,124
ENSG00000136104.20,chr13,50909682,50910140,TSS,False,59,256
ENSG00000136104.20,chr13,50910129,50910438,TSS,False,230,256
ENSG00000136104.20,chr13,50956357,50956764,PAS,True,130,256
ENSG00000136104.20,chr13,50969931,50972513,PAS,True,160,256
ENSG00000121390.18,chr13,19782791,19782916,IR,False,30,201
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,115,204
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,143,204
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,168,201
ENSG00000121390.18,chr13,19782385,19782979,TSS,True,33,204
ENSG00000121390.18,chr13,19782916,19783021,TSS,True,174,204
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,51,349
ENSG00000136122.15,chr13,72729093,72734959,ES,False,61,103
ENSG00000136122.15,chr13,72729093,72737961,ES,True,109,224
ENSG00000130177.15,chr13,114234869,114235132,TSS,True,22,115
ENSG00000130177.15,chr13,114242120,114243498,PAS,True,85,103
ENSG00000130177.15,chr13,114272563,114272744,PAS,True,76,115
ENSG00000130177.15,chr13,114272183,114272742,PAS,True,62,115
ENSG00000213995.11,chr13,110615647,110622215,5AS,True,396,443
ENSG00000213995.11,chr13,110634595,110634671,IR,True,358,480
ENSG00000213995.11,chr13,110634776,110635467,IR,True,313,451
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,66,485
ENSG00000213995.11,chr13,110615573,110615774,TSS,False,428,485
ENSG00000213995.11,chr13,110638377,110640173,PAS,False,65,485
ENSG00000136098.16,chr13,52136902,52143914,ES,False,57,108
ENSG00000136098.16,chr13,52132641,52133226,PAS,True,25,132
ENSG00000136098.16,chr13,52159542,52159935,TSS,True,30,133
ENSG00000134899.19,chr13,102872398,102873258,IR,True,342,393
ENSG00000134899.19,chr13,102875306,102876000,PAS,True,53,446
ENSG00000139734.18,chr13,60112186,60163586,ES,False,52,187
ENSG00000139734.18,chr13,59665581,59666846,PAS,True,157,206
ENSG00000139734.18,chr13,59806813,59810923,PAS,True,161,206
ENSG00000139734.18,chr13,59924535,59924870,PAS,True,176,206
ENSG00000139734.18,chr13,59970853,59971160,PAS,True,164,205
ENSG00000102595.19,chr13,95972671,96013306,ES,True,11,102
ENSG00000102595.19,chr13,95863044,95863714,PAS,True,116,132
ENSG00000102595.19,chr13,95867336,95867423,PAS,False,65,132
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,58,444
ENSG00000238121.5,chr13,30363226,30372284,ES,False,14,108
ENSG00000238121.5,chr13,30367717,30372284,ES,True,95,120
ENSG00000238121.5,chr13,30372374,30373782,ES,True,87,127
ENSG00000238121.5,chr13,30339324,30341468,PAS,False,128,158
ENSG00000238121.5,chr13,30340254,30341596,PAS,True,80,158
ENSG00000238121.5,chr13,30356551,30357392,PAS,False,116,157
ENSG00000238121.5,chr13,30373782,30373997,TSS,True,31,158
ENSG00000238121.5,chr13,30376826,30377246,TSS,True,141,158
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,214,588
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,438,588
ENSG00000165487.13,chr13,21495318,21496051,3AS,True,164,188
ENSG00000134900.11,chr13,102649486,102657055,ES,False,578,761
ENSG00000134900.11,chr13,102657055,102657152,PAS,False,570,810
ENSG00000134900.11,chr13,102678226,102680672,PAS,True,486,811
ENSG00000134900.11,chr13,102676295,102679958,PAS,True,628,811
ENSG00000151849.14,chr13,24882275,24883369,PAS,True,120,154
ENSG00000151849.14,chr13,24892828,24892867,PAS,True,130,151
ENSG00000151849.14,chr13,24899418,24899584,PAS,True,119,151
ENSG00000151849.14,chr13,24905135,24906960,PAS,True,127,150
ENSG00000151849.14,chr13,24903924,24904058,PAS,True,130,151
ENSG00000136111.13,chr13,75283500,75287025,PAS,True,135,156
ENSG00000136111.13,chr13,75309955,75310151,PAS,False,31,151
ENSG00000134884.14,chr13,106557131,106559431,IR,False,139,754
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,118,904
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,778,893
ENSG00000120690.15,chr13,41019227,41019379,TSS,False,150,237
ENSG00000120690.15,chr13,40982857,40982911,TSS,False,104,236
ENSG00000189403.14,chr13,30461533,30462537,IR,True,441,498
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,79,520
ENSG00000189403.14,chr13,30460892,30462712,PAS,True,463,520
ENSG00000102699.5,chr13,24420926,24421314,PAS,False,16,107
ENSG00000102699.5,chr13,24512705,24512840,TSS,False,12,107
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,163,345
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,224,345
ENSG00000139597.17,chr13,32401585,32403200,PAS,True,37,116
ENSG00000139597.17,chr13,32406226,32407772,PAS,True,104,116
ENSG00000139597.17,chr13,32424923,32425955,PAS,False,104,116
ENSG00000136169.16,chr13,49444857,49460106,ES,True,68,327
ENSG00000136169.16,chr13,49467960,49476475,ES,True,295,335
ENSG00000136169.16,chr13,49491731,49495007,PAS,True,86,357
ENSG00000126226.21,chr13,113177976,113178173,3AS,False,79,240
ENSG00000126226.21,chr13,113177976,113178173,IR,False,79,686
ENSG00000126226.21,chr13,113178008,113178173,IR,False,161,768
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,265,871
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,713,874
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,369,614
ENSG00000120694.19,chr13,31137193,31138568,PAS,False,536,614
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,487,614
ENSG00000120694.19,chr13,31143790,31143923,PAS,True,491,614
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,122,614
ENSG00000120694.19,chr13,31161981,31162365,TSS,True,506,614
ENSG00000083535.15,chr13,72782349,72792446,ES,False,56,304
ENSG00000083535.15,chr13,73015868,73017752,PAS,True,83,310
ENSG00000253710.3,chr13,52012462,52018912,ES,True,82,102
ENSG00000253710.3,chr13,52012462,52024005,ES,True,18,108
ENSG00000253710.3,chr13,52012462,52028318,ES,False,28,143
ENSG00000253710.3,chr13,52028318,52033657,PAS,True,19,166
ENSG00000125257.14,chr13,95019828,95021682,PAS,True,56,101
ENSG00000125257.14,chr13,95043761,95043787,PAS,True,82,101
ENSG00000125257.14,chr13,95044264,95044438,PAS,True,85,101
ENSG00000139687.15,chr13,48303714,48304049,TSS,True,15,102
ENSG00000139687.15,chr13,48479997,48481890,PAS,True,15,101
ENSG00000139668.8,chr13,51660663,51703595,ES,True,39,150
ENSG00000139668.8,chr13,51759739,51766799,PAS,False,85,156
ENSG00000139668.8,chr13,51751309,51754110,PAS,True,109,154
ENSG00000139668.8,chr13,51752862,51754110,PAS,False,126,154
ENSG00000102710.19,chr13,37009809,37012191,ES,False,103,131
ENSG00000102710.19,chr13,37017328,37019341,3AS,False,14,130
ENSG00000102710.19,chr13,37022080,37024034,3AS,False,95,132
ENSG00000102710.19,chr13,37045373,37047534,3AS,False,100,151
ENSG00000102710.19,chr13,37047936,37051487,ES,False,19,150
ENSG00000102710.19,chr13,37009310,37009809,PAS,True,28,159
ENSG00000102710.19,chr13,37059558,37059735,TSS,True,17,159
ENSG00000139514.12,chr13,29595415,29595780,TSS,False,75,160
ENSG00000106635.7,chr7,73557486,73558010,TSS,True,57,108
ENSG00000106635.7,chr7,73557040,73557265,TSS,True,52,108
ENSG00000106462.10,chr7,148816778,148817221,IR,False,179,229
ENSG00000106462.10,chr7,148817391,148817876,IR,False,173,219
ENSG00000106462.10,chr7,148818117,148819595,ES,False,207,244
ENSG00000106462.10,chr7,148832750,148846496,5AS,False,72,190
ENSG00000106462.10,chr7,148832750,148884163,ES,True,28,227
ENSG00000106608.16,chr7,43887811,43906561,3AS,False,17,103
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,39,153
ENSG00000106608.16,chr7,43926131,43926753,TSS,True,127,153
ENSG00000106133.17,chr7,72948980,72949102,IR,True,99,148
ENSG00000106133.17,chr7,72949232,72949312,IR,True,23,147
ENSG00000106133.17,chr7,72949487,72949845,3AS,True,18,169
ENSG00000106133.17,chr7,72950196,72952151,IR,True,92,126
ENSG00000106133.17,chr7,72950196,72954624,ES,False,21,116
ENSG00000106133.17,chr7,72954624,72954769,TSS,True,24,170
ENSG00000128513.14,chr7,124863640,124892265,ES,False,20,147
ENSG00000128513.14,chr7,124928996,124929793,3AS,False,33,119
ENSG00000128513.14,chr7,124929793,124929983,TSS,False,33,153
ENSG00000128513.14,chr7,124928814,124929002,TSS,True,131,153
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,477,625
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,150,626
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,108,984
ENSG00000006625.17,chr7,30498938,30504568,ES,False,45,197
ENSG00000106009.15,chr7,2543323,2543589,IR,False,577,659
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,557,679
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,168,679
ENSG00000086730.16,chr7,74210088,74215946,ES,False,435,2107
ENSG00000086730.16,chr7,74214940,74215946,5AS,False,205,1657
ENSG00000178234.12,chr7,152094522,152103111,ES,False,20,156
ENSG00000166526.16,chr7,100075630,100077302,5AS,False,104,125
ENSG00000166526.16,chr7,100075630,100081634,ES,False,27,146
ENSG00000166526.16,chr7,100077433,100081634,ES,False,25,117
ENSG00000122566.21,chr7,26192338,26192494,IR,False,335,375
ENSG00000122566.21,chr7,26197732,26200571,ES,False,318,418
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,388,457
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,123,455
ENSG00000002822.15,chr7,2222754,2229983,ES,False,92,455
ENSG00000002822.15,chr7,2230724,2232871,3AS,False,53,442
ENSG00000002822.15,chr7,2230727,2232871,3AS,True,318,389
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,297,743
ENSG00000002822.15,chr7,1940087,1940563,TSS,False,657,733
ENSG00000002822.15,chr7,2079697,2080158,TSS,False,649,739
ENSG00000146802.12,chr7,112764518,112767744,PAS,True,24,117
ENSG00000146802.12,chr7,112790159,112790412,TSS,True,26,119
ENSG00000011275.18,chr7,5739352,5740972,3AS,False,137,156
ENSG00000011275.18,chr7,5741644,5752845,3AS,False,93,156
ENSG00000011275.18,chr7,5620041,5623179,PAS,True,46,161
ENSG00000011275.18,chr7,5725321,5725438,PAS,True,133,160
ENSG00000166925.8,chr7,100477459,100478793,3AS,False,90,121
ENSG00000263001.5,chr7,74716950,74728785,ES,False,266,493
ENSG00000263001.5,chr7,74758855,74759547,IR,False,371,450
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,145,517
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,438,517
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,59,345
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,287,344
ENSG00000003147.18,chr7,8232752,8235909,3AS,False,13,119
ENSG00000003147.18,chr7,8235940,8262093,3AS,True,14,119
ENSG00000003147.18,chr7,8113183,8114044,PAS,True,18,124
ENSG00000003147.18,chr7,8156712,8158652,PAS,True,110,123
ENSG00000232956.8,chr7,44983322,44983821,IR,True,80,326
ENSG00000232956.8,chr7,44984046,44984356,IR,False,78,326
ENSG00000232956.8,chr7,44984426,44986020,IR,False,159,323
ENSG00000232956.8,chr7,44983022,44983322,PAS,True,246,326
ENSG00000232956.8,chr7,44983027,44986097,PAS,True,214,326
ENSG00000232956.8,chr7,44983025,44984426,PAS,True,247,326
ENSG00000232956.8,chr7,44983025,44984046,PAS,True,292,326
ENSG00000122678.16,chr7,44073377,44073624,3AS,False,91,148
ENSG00000122678.16,chr7,44074184,44074397,3AS,True,16,129
ENSG00000122678.16,chr7,44074233,44074397,IR,False,105,117
ENSG00000122678.16,chr7,44074530,44078755,5AS,False,15,138
ENSG00000122678.16,chr7,44076629,44078739,IR,True,119,154
ENSG00000122678.16,chr7,44069920,44073430,PAS,True,133,190
ENSG00000122678.16,chr7,44069913,44073377,PAS,True,99,190
ENSG00000122678.16,chr7,44075718,44078811,PAS,True,158,187
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,19,112
ENSG00000005486.16,chr7,75879260,75881828,ES,False,123,150
ENSG00000146918.19,chr7,158631717,158644288,ES,True,285,327
ENSG00000146757.13,chr7,65374000,65398340,ES,False,32,164
ENSG00000146540.14,chr7,994135,997804,PAS,True,36,218
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,75,217
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,153,219
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,61,359
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,308,359
ENSG00000169919.16,chr7,65974704,65976014,ES,False,214,739
ENSG00000169919.16,chr7,65974704,65976014,3AS,True,214,248
ENSG00000267645.5,chr7,102640773,102666076,ES,True,127,163
ENSG00000267645.5,chr7,102666163,102668914,ES,True,97,159
ENSG00000164896.19,chr7,151077236,151077309,IR,False,102,116
ENSG00000091073.19,chr7,76461836,76480420,ES,False,34,148
ENSG00000091073.19,chr7,76492253,76500440,ES,False,141,234
ENSG00000091073.19,chr7,76461629,76461836,TSS,True,92,241
ENSG00000091073.19,chr7,76479823,76479910,TSS,True,169,241
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,29,279
ENSG00000106460.18,chr7,12211425,12214808,5AS,False,99,114
ENSG00000106460.18,chr7,12211212,12211425,TSS,True,18,118
ENSG00000106460.18,chr7,12211232,12211547,TSS,True,103,118
ENSG00000106290.14,chr7,100114268,100119328,5AS,False,25,197
ENSG00000106290.14,chr7,100119328,100119365,TSS,True,183,208
ENSG00000106290.14,chr7,100119203,100119373,TSS,True,42,208
ENSG00000164597.13,chr7,107200133,107203630,PAS,True,27,229
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,20,101
ENSG00000155561.14,chr7,135557690,135557972,TSS,False,26,172
ENSG00000128595.16,chr7,128748804,128758870,ME,False,326,899
ENSG00000128534.7,chr7,118184254,118185653,IR,False,170,189
ENSG00000128534.7,chr7,118184098,118184254,TSS,False,20,192
ENSG00000225648.5,chr7,72829783,72831601,ES,False,61,125
ENSG00000164649.19,chr7,21908507,21916753,ES,False,268,715
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,154,447
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,82,184
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,55,190
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,111,196
ENSG00000087087.19,chr7,100884127,100885040,TSS,False,95,194
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,22,163
ENSG00000164828.17,chr7,816673,838797,ES,False,79,218
ENSG00000164828.17,chr7,843520,849922,ES,False,21,148
ENSG00000164828.17,chr7,843520,851383,ES,False,50,214
ENSG00000164828.17,chr7,848615,849922,ES,True,27,129
ENSG00000164828.17,chr7,849603,849922,IR,False,102,114
ENSG00000164828.17,chr7,852667,852809,IR,False,129,148
ENSG00000164828.17,chr7,852667,852812,3AS,False,69,198
ENSG00000164828.17,chr7,815868,816673,TSS,True,43,262
ENSG00000164828.17,chr7,873214,874920,PAS,True,35,259
ENSG00000013374.16,chr7,151341846,151345347,5AS,False,100,127
ENSG00000013374.16,chr7,151374201,151375847,5AS,False,83,106
ENSG00000013374.16,chr7,151341680,151341846,TSS,False,38,138
ENSG00000013374.16,chr7,151341779,151341965,TSS,True,111,138
ENSG00000013374.16,chr7,151377046,151378459,PAS,True,19,138
ENSG00000013374.16,chr7,151361058,151363453,PAS,True,117,132
ENSG00000223705.9,chr7,75415234,75415595,3AS,True,20,114
ENSG00000223705.9,chr7,75416415,75416485,IR,False,28,115
ENSG00000223705.9,chr7,75410331,75410460,TSS,True,18,117
ENSG00000223705.9,chr7,75416274,75417450,PAS,True,29,116
ENSG00000223705.9,chr7,75416485,75416870,PAS,False,88,117
ENSG00000159840.15,chr7,143381409,143381559,3AS,True,165,367
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,78,447
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,390,446
ENSG00000198874.12,chr7,67238307,67239516,PAS,True,16,112
ENSG00000070669.16,chr7,97869813,97872040,5AS,False,50,105
ENSG00000070669.16,chr7,97872350,97872508,TSS,True,125,797
ENSG00000136213.9,chr7,2403645,2432562,5AS,False,238,347
ENSG00000136213.9,chr7,2403570,2403659,TSS,True,269,371
ENSG00000136213.9,chr7,2403565,2403645,TSS,False,132,371
ENSG00000105953.14,chr7,44645518,44666735,ME,False,101,137
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,21,160
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,38,234
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,208,234
ENSG00000127948.15,chr7,75986336,75986855,PAS,True,27,234
ENSG00000186480.12,chr7,155297782,155297959,TSS,True,74,537
ENSG00000197448.13,chr7,143263585,143264085,IR,False,146,190
ENSG00000197448.13,chr7,143264167,143264547,IR,False,136,186
ENSG00000197448.13,chr7,143264676,143264991,IR,False,143,192
ENSG00000197448.13,chr7,143265092,143265260,IR,False,91,189
ENSG00000197448.13,chr7,143267733,143268090,IR,True,156,188
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,50,197
ENSG00000197448.13,chr7,143268787,143272491,PAS,True,33,197
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,257,917
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,311,989
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,725,989
ENSG00000132436.11,chr7,50447297,50448180,ES,False,61,113
ENSG00000132436.11,chr7,50448289,50450300,ES,False,14,101
ENSG00000132436.11,chr7,50444128,50447297,PAS,True,19,129
ENSG00000136247.14,chr7,6577498,6577589,IR,False,88,106
ENSG00000136247.14,chr7,6577498,6578565,ES,False,37,102
ENSG00000136247.14,chr7,6577720,6578565,3AS,False,103,141
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,58,192
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,138,192
ENSG00000136243.16,chr7,23187146,23196679,ES,True,19,158
ENSG00000106261.16,chr7,100033304,100037870,PAS,True,15,135
ENSG00000106344.8,chr7,128335679,128335846,IR,False,87,104
ENSG00000106344.8,chr7,128302760,128310931,PAS,True,16,118
ENSG00000059377.16,chr7,139961918,139963737,PAS,True,385,454
ENSG00000059377.16,chr7,140020024,140020323,PAS,True,96,454
ENSG00000135249.7,chr7,105536612,105542407,5AS,False,17,146
ENSG00000010270.13,chr7,38178420,38207446,ES,False,229,272
ENSG00000174353.17,chr7,72999859,73003020,ES,False,40,119
ENSG00000174353.17,chr7,73003730,73005692,5AS,False,83,115
ENSG00000174353.17,chr7,72967586,72970119,PAS,False,100,120
ENSG00000174353.17,chr7,72997825,72999550,PAS,True,68,120
ENSG00000174353.17,chr7,72978803,72980017,PAS,True,106,120
ENSG00000174353.17,chr7,73005575,73005934,TSS,True,85,120
ENSG00000174353.17,chr7,73005692,73005938,TSS,True,36,120
ENSG00000105939.12,chr7,139078653,139079469,5AS,False,184,218
ENSG00000105939.12,chr7,139043514,139047853,PAS,True,92,219
ENSG00000105939.12,chr7,139060338,139061138,PAS,True,150,219
ENSG00000146733.13,chr7,56032054,56033960,ES,False,155,177
ENSG00000146733.13,chr7,56051137,56051597,TSS,True,128,184
ENSG00000146733.13,chr7,56033960,56034583,TSS,True,62,184
ENSG00000155849.15,chr7,37342612,37342837,TSS,False,57,280
ENSG00000048405.9,chr7,127370041,127371814,PAS,True,85,101
ENSG00000048405.9,chr7,127392059,127392718,TSS,True,29,102
ENSG00000048405.9,chr7,127392064,127392704,TSS,False,85,102
ENSG00000204946.9,chr7,149261984,149262357,TSS,True,53,125
ENSG00000204946.9,chr7,149297050,149297312,PAS,True,73,125
ENSG00000105875.13,chr7,135211379,135211625,TSS,False,17,129
ENSG00000075303.12,chr7,87856351,87858630,3AS,False,110,133
ENSG00000075303.12,chr7,87858751,87860571,ES,False,53,122
ENSG00000075303.12,chr7,87876095,87876987,TSS,True,14,136
ENSG00000006652.13,chr7,112475429,112477939,PAS,True,64,603
ENSG00000122687.17,chr7,2235564,2239417,ES,False,232,308
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,67,261
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,52,313
ENSG00000106100.10,chr7,30425710,30446140,ES,True,13,120
ENSG00000106100.10,chr7,30429457,30446140,ES,False,18,106
ENSG00000106100.10,chr7,30452697,30452833,IR,True,17,133
ENSG00000106100.10,chr7,30460041,30478605,ES,False,97,144
ENSG00000106100.10,chr7,30422230,30425710,PAS,True,34,155
ENSG00000106628.10,chr7,44115354,44115765,IR,True,21,159
ENSG00000106628.10,chr7,44115396,44115765,IR,True,1226,1364
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,190,1407
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,1230,1407
ENSG00000122783.16,chr7,135162462,135166871,PAS,True,16,111
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,71,111
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,58,111
ENSG00000122783.16,chr7,135170275,135170495,TSS,True,97,111
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,305,398
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,105,398
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,348,400
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,204,630
ENSG00000106052.13,chr7,27799964,27801119,PAS,True,542,629
ENSG00000122545.19,chr7,35801270,35832803,3AS,False,35,299
ENSG00000136280.16,chr7,45027797,45063917,ES,False,81,191
ENSG00000136280.16,chr7,45027006,45027797,TSS,True,32,243
ENSG00000158623.14,chr7,130506237,130506806,PAS,True,19,142
ENSG00000005483.20,chr7,105014535,105040838,ES,False,142,164
