gene,chr,start,end,splice_type,novel,HepG2_ENCFF814ABW_in_cov,HepG2_ENCFF814ABW_total_cov
ENSG00000164597.13,chr7,107563802,107564554,TSS,True,20,112
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,47,222
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,40,354
ENSG00000105854.12,chr7,95402778,95405488,PAS,True,41,393
ENSG00000009335.17,chr7,157138877,157139338,TSS,True,45,222
ENSG00000106609.16,chr7,66921099,66921461,TSS,True,59,177
ENSG00000128595.16,chr7,128748804,128758870,ME,False,273,1457
ENSG00000155093.18,chr7,157539053,157540785,PAS,True,74,111
ENSG00000155093.18,chr7,157540513,157682939,PAS,True,76,106
ENSG00000155093.18,chr7,158587557,158587816,TSS,True,56,118
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,57,448
ENSG00000146535.13,chr7,2843852,2844342,TSS,False,52,243
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,130,175
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,124,175
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,283,2189
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,114,263
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,81,284
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,92,288
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,87,554
ENSG00000164828.17,chr7,816673,838797,ES,False,32,264
ENSG00000164828.17,chr7,843520,851383,ES,False,31,288
ENSG00000164828.17,chr7,849603,849922,IR,False,217,264
ENSG00000164828.17,chr7,852667,852812,3AS,False,99,294
ENSG00000164828.17,chr7,852667,852812,IR,False,99,119
ENSG00000164828.17,chr7,815868,816673,TSS,True,136,403
ENSG00000160813.6,chr7,100436064,100436140,IR,True,70,100
ENSG00000160813.6,chr7,100435281,100435533,PAS,True,54,100
ENSG00000160813.6,chr7,100435287,100436064,PAS,True,72,100
ENSG00000160813.6,chr7,100436140,100436535,TSS,False,30,100
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,265,971
ENSG00000169871.12,chr7,101085425,101085571,TSS,True,72,118
ENSG00000004864.13,chr7,96321941,96322368,TSS,True,40,253
ENSG00000117868.15,chr7,158749723,158759485,ES,False,201,233
ENSG00000117868.15,chr7,158829088,158829628,TSS,True,26,259
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,109,441
ENSG00000122565.18,chr7,26212081,26213607,PAS,True,48,431
ENSG00000106665.15,chr7,74289400,74289734,TSS,False,57,204
ENSG00000106665.15,chr7,74403836,74405943,PAS,True,21,183
ENSG00000005471.17,chr7,87472675,87475385,IR,True,95,115
ENSG00000005471.17,chr7,87402033,87402302,PAS,True,37,125
ENSG00000005471.17,chr7,87472406,87475471,PAS,True,97,118
ENSG00000005471.17,chr7,87475633,87475797,TSS,True,30,127
ENSG00000005471.17,chr7,87475770,87475920,TSS,False,111,127
ENSG00000242802.7,chr7,4775597,4775756,TSS,True,51,180
ENSG00000006451.7,chr7,39623552,39623825,TSS,True,22,144
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,129,183
ENSG00000159840.15,chr7,143381348,143382447,TSS,True,160,183
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,125,183
ENSG00000130675.14,chr7,157009659,157010672,TSS,True,65,128
ENSG00000197343.10,chr7,99560695,99572244,ES,False,54,112
ENSG00000197343.10,chr7,99558365,99558787,TSS,False,24,149
ENSG00000197343.10,chr7,99563862,99564745,PAS,True,114,136
ENSG00000197343.10,chr7,99572244,99576451,PAS,True,28,141
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,309,1680
ENSG00000146678.9,chr7,45888487,45889001,TSS,True,94,797
ENSG00000070669.16,chr7,97872350,97872508,TSS,True,65,244
ENSG00000070669.16,chr7,97858277,97858404,TSS,False,205,243
ENSG00000136213.9,chr7,2403645,2432562,5AS,False,87,107
ENSG00000136213.9,chr7,2403570,2403659,TSS,True,118,136
ENSG00000136213.9,chr7,2403565,2403645,TSS,False,48,136
ENSG00000133612.18,chr7,151134568,151141897,ES,False,76,309
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,202,437
ENSG00000133612.18,chr7,151117363,151117456,TSS,False,357,436
ENSG00000133612.18,chr7,151143736,151144453,PAS,True,42,370
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,715,1363
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,1093,1360
ENSG00000136193.16,chr7,29989641,29989961,TSS,True,95,483
ENSG00000196411.9,chr7,100826978,100827607,TSS,True,230,323
ENSG00000196411.9,chr7,100806419,100806569,TSS,True,261,319
ENSG00000196411.9,chr7,100819556,100819883,TSS,True,286,322
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,31,166
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,32,114
ENSG00000154978.12,chr7,55572270,55572538,TSS,True,39,217
ENSG00000158528.11,chr7,94907349,94907702,TSS,True,64,145
ENSG00000158528.11,chr7,94907676,94908139,TSS,False,118,145
ENSG00000158528.11,chr7,95251761,95251805,PAS,True,63,139
ENSG00000158528.11,chr7,95290090,95296402,PAS,True,123,141
ENSG00000158528.11,chr7,95250025,95250255,PAS,True,109,139
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,23,102
ENSG00000182095.14,chr7,5306788,5308312,PAS,True,34,161
ENSG00000182095.14,chr7,5312502,5313109,TSS,True,61,159
ENSG00000188191.14,chr7,549153,550602,PAS,True,11,102
ENSG00000188191.14,chr7,727209,727328,TSS,True,108,129
ENSG00000188191.14,chr7,727589,727827,TSS,False,84,129
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,34,274
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,108,352
ENSG00000106069.22,chr7,29512563,29514329,PAS,True,19,154
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,33,100
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,79,100
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,16,131
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,186,1222
ENSG00000136247.14,chr7,6577720,6578565,3AS,False,87,105
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,88,158
ENSG00000136247.14,chr7,6577462,6577720,TSS,True,97,158
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,38,362
ENSG00000178381.11,chr7,1159963,1160219,TSS,True,38,116
ENSG00000236609.3,chr7,6616186,6617189,3AS,True,69,172
ENSG00000236609.3,chr7,6617307,6621121,ES,True,150,167
ENSG00000106261.16,chr7,100015578,100015726,TSS,True,92,162
ENSG00000106261.16,chr7,100024188,100024307,TSS,True,137,162
ENSG00000106263.17,chr7,2355083,2355233,5AS,True,24,144
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,752,1943
ENSG00000106263.17,chr7,2379511,2380283,IR,True,142,214
ENSG00000106263.17,chr7,2379511,2380414,IR,True,64,136
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,249,2288
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,1110,2278
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,1524,2278
ENSG00000106400.11,chr7,101217685,101218217,TSS,True,22,102
ENSG00000085662.13,chr7,134447381,134447979,IR,False,95,114
ENSG00000091136.13,chr7,107923712,107924087,PAS,True,78,720
ENSG00000091136.13,chr7,108002848,108003158,TSS,True,615,723
ENSG00000091136.13,chr7,107953529,107953742,TSS,False,645,718
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,383,723
ENSG00000146733.13,chr7,56051137,56051597,TSS,True,276,327
ENSG00000146733.13,chr7,56033960,56034583,TSS,True,72,325
ENSG00000189056.13,chr7,103471363,103472908,PAS,True,72,552
ENSG00000189056.13,chr7,103540196,103540229,TSS,True,394,487
ENSG00000189056.13,chr7,103989130,103989750,TSS,False,497,555
ENSG00000106366.8,chr7,101127098,101127244,TSS,False,294,431
ENSG00000106366.8,chr7,101133750,101133893,TSS,True,287,428
ENSG00000164654.15,chr7,7566848,7567688,TSS,True,76,101
ENSG00000164654.15,chr7,7566854,7567072,TSS,True,57,101
ENSG00000164654.15,chr7,7566841,7567484,TSS,False,73,101
ENSG00000157224.15,chr7,90405608,90412643,5AS,False,229,279
ENSG00000157224.15,chr7,90403425,90403549,TSS,True,83,369
ENSG00000085563.14,chr7,87600754,87600903,TSS,True,54,342
ENSG00000073067.13,chr7,983133,983385,TSS,True,85,149
ENSG00000157954.14,chr7,5190493,5199575,ES,False,89,153
ENSG00000157954.14,chr7,5229705,5230834,5AS,False,55,166
ENSG00000157954.14,chr7,5190181,5190493,TSS,True,37,193
ENSG00000105968.18,chr7,44826788,44830163,PAS,True,113,132
ENSG00000105968.18,chr7,44831986,44834562,PAS,True,39,132
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,46,162
ENSG00000196313.11,chr7,72942586,72943522,TSS,True,80,108
ENSG00000009950.15,chr7,73596479,73596638,IR,False,128,181
ENSG00000009950.15,chr7,73593191,73593983,PAS,False,89,349
ENSG00000009950.15,chr7,73593197,73595760,PAS,True,279,312
ENSG00000009950.15,chr7,73596638,73596794,TSS,True,499,564
ENSG00000009950.15,chr7,73597181,73597359,TSS,False,473,564
ENSG00000009950.15,chr7,73596363,73597083,TSS,True,491,564
ENSG00000164638.10,chr7,5291237,5291729,3AS,False,26,108
ENSG00000164638.10,chr7,5291821,5294864,3AS,False,15,108
ENSG00000164638.10,chr7,5300662,5303215,3AS,False,19,130
ENSG00000164638.10,chr7,5282818,5283082,TSS,True,81,179
ENSG00000164638.10,chr7,5302796,5306858,PAS,True,31,140
ENSG00000164638.10,chr7,5303215,5304060,PAS,False,157,177
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,44,158
ENSG00000033050.8,chr7,151226304,151227191,TSS,True,129,158
ENSG00000122786.19,chr7,134891369,134891673,TSS,True,57,336
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,90,332
ENSG00000122786.19,chr7,134932987,134937664,PAS,True,239,288
ENSG00000239857.6,chr7,876485,876800,TSS,False,72,400
ENSG00000239857.6,chr7,890974,891066,TSS,True,355,400
ENSG00000105819.13,chr7,103312131,103312206,IR,False,144,177
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,40,184
ENSG00000105819.13,chr7,103312055,103312950,PAS,True,152,184
ENSG00000157259.7,chr7,92447402,92447978,TSS,True,50,121
ENSG00000157259.7,chr7,92447504,92448877,TSS,True,93,120
ENSG00000130305.16,chr7,73303529,73303599,IR,False,102,114
ENSG00000130305.16,chr7,73302513,73303529,PAS,True,20,123
ENSG00000130305.16,chr7,73308697,73308867,TSS,True,13,128
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,123,155
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,63,218
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,177,218
ENSG00000122783.16,chr7,135167807,135168968,5AS,False,11,104
ENSG00000122783.16,chr7,135169060,135170651,5AS,True,54,102
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,70,124
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,77,124
ENSG00000106397.11,chr7,101217165,101217751,TSS,True,189,311
ENSG00000106397.11,chr7,101212529,101212658,TSS,True,206,307
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,205,267
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,75,267
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,452,584
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,133,740
ENSG00000180233.10,chr7,30366034,30371227,PAS,False,14,109
ENSG00000106327.12,chr7,100641578,100642690,3AS,True,31,183
ENSG00000106327.12,chr7,100642690,100642770,TSS,True,149,346
ENSG00000106327.12,chr7,100641476,100641769,TSS,True,297,346
ENSG00000106327.12,chr7,100627906,100627975,TSS,True,290,340
ENSG00000122545.19,chr7,35904253,35907110,PAS,True,16,142
ENSG00000005483.20,chr7,105013200,105014535,TSS,True,15,100
ENSG00000064419.13,chr7,129054650,129055180,TSS,True,16,116
ENSG00000189077.10,chr7,75988148,75988251,IR,False,103,117
ENSG00000189077.10,chr7,75986835,75987285,PAS,True,14,118
ENSG00000160862.12,chr7,99975944,99976051,TSS,True,380,600
ENSG00000009954.10,chr7,73521826,73522306,TSS,True,29,166
ENSG00000086289.11,chr7,37921208,37950199,ES,False,33,261
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,43,114
ENSG00000106392.10,chr7,7182531,7182820,TSS,True,116,199
ENSG00000106392.10,chr7,7182578,7183594,TSS,True,159,199
ENSG00000106392.10,chr7,7182845,7183395,TSS,True,155,199
ENSG00000132437.17,chr7,50537979,50543884,ES,False,48,116
ENSG00000132437.17,chr7,50565284,50565453,TSS,False,13,124
ENSG00000136271.10,chr7,44573835,44575613,TSS,True,45,207
ENSG00000126522.16,chr7,66075735,66075856,TSS,False,66,100
ENSG00000126522.16,chr7,66075799,66076093,TSS,True,71,100
ENSG00000160991.15,chr7,102433506,102433661,TSS,True,34,132
ENSG00000233369.7,chr7,73205458,73206151,IR,True,166,230
ENSG00000233369.7,chr7,73154670,73155343,TSS,False,212,255
ENSG00000233369.7,chr7,73195634,73195701,TSS,True,86,253
ENSG00000233369.7,chr7,73206151,73207300,PAS,False,71,236
ENSG00000233369.7,chr7,73205382,73207296,PAS,False,172,236
ENSG00000136279.20,chr7,44044617,44044820,TSS,True,28,111
ENSG00000033100.16,chr7,151235612,151237373,ES,True,24,163
ENSG00000161057.11,chr7,103347622,103347781,TSS,False,28,139
ENSG00000196715.6,chr7,65873123,65873565,TSS,True,50,238
ENSG00000214022.11,chr7,150368941,150369670,5AS,False,139,178
ENSG00000214022.11,chr7,150368941,150371227,ES,False,125,178
ENSG00000214022.11,chr7,150368941,150371227,3AS,True,125,189
ENSG00000214022.11,chr7,150368941,150371227,5AS,False,125,143
ENSG00000214022.11,chr7,150368941,150371227,IR,True,125,145
ENSG00000214022.11,chr7,150369868,150371227,IR,True,72,156
ENSG00000214022.11,chr7,150369868,150371230,3AS,False,31,111
ENSG00000214022.11,chr7,150369868,150371230,IR,True,31,115
ENSG00000214022.11,chr7,150368167,150368941,TSS,True,406,697
ENSG00000214022.11,chr7,150371230,150374043,PAS,True,298,349
ENSG00000214022.11,chr7,150371227,150374043,PAS,True,139,349
ENSG00000214022.11,chr7,150369670,150374037,PAS,True,268,349
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,24,130
ENSG00000105835.11,chr7,106284347,106284581,TSS,False,111,130
ENSG00000182621.17,chr20,8600586,8600781,TSS,True,184,212
ENSG00000182621.17,chr20,8114408,8150373,TSS,True,81,228
ENSG00000182621.17,chr20,8788448,8788526,PAS,True,73,219
ENSG00000088298.12,chr20,35147151,35147389,TSS,True,18,163
ENSG00000088325.15,chr20,31739247,31739621,TSS,False,22,175
ENSG00000088325.15,chr20,31800969,31801804,PAS,False,54,171
ENSG00000088325.15,chr20,31793847,31793992,PAS,True,150,170
ENSG00000088325.15,chr20,31797403,31799792,PAS,True,153,171
ENSG00000101004.14,chr20,25452681,25453642,PAS,True,33,185
ENSG00000101004.14,chr20,25475517,25479206,PAS,True,91,107
ENSG00000101004.14,chr20,25585454,25585613,TSS,False,127,189
ENSG00000101004.14,chr20,25476042,25478192,TSS,True,109,164
ENSG00000197183.14,chr20,32483361,32483581,TSS,True,89,101
ENSG00000080189.14,chr20,46349537,46350524,PAS,True,33,279
ENSG00000080189.14,chr20,46364370,46364449,TSS,True,89,288
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,525,1118
ENSG00000171867.16,chr20,4686325,4686512,TSS,True,199,1317
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,618,1162
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,546,1162
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,396,575
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,200,584
ENSG00000132823.10,chr20,44210695,44210839,TSS,False,44,267
ENSG00000132823.10,chr20,44206880,44210416,TSS,True,238,267
ENSG00000088832.16,chr20,1392961,1393143,TSS,True,70,416
ENSG00000088833.17,chr20,1466719,1466961,TSS,True,24,225
ENSG00000198053.11,chr20,1894279,1894517,TSS,True,94,108
ENSG00000198053.11,chr20,1894893,1895526,TSS,True,92,108
ENSG00000198053.11,chr20,1894449,1894796,TSS,False,96,108
ENSG00000173418.11,chr20,20017279,20017449,TSS,False,37,165
ENSG00000173418.11,chr20,20033101,20034383,PAS,True,21,165
ENSG00000215251.3,chr20,3159765,3159874,TSS,False,46,188
ENSG00000124228.14,chr20,49219319,49219541,TSS,True,72,533
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,153,531
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,409,510
ENSG00000132819.16,chr20,57392777,57407542,ES,False,30,215
ENSG00000132819.16,chr20,57391395,57391818,TSS,True,130,335
ENSG00000101187.15,chr20,62667910,62668011,IR,False,144,163
ENSG00000101187.15,chr20,62667910,62668476,ES,False,25,162
ENSG00000101187.15,chr20,62668184,62668476,IR,False,137,167
ENSG00000101187.15,chr20,62642414,62642553,TSS,True,184,235
ENSG00000101187.15,chr20,62656357,62657250,TSS,False,178,235
ENSG00000101187.15,chr20,62667397,62667586,TSS,False,200,233
ENSG00000101187.15,chr20,62671749,62672621,PAS,True,62,229
ENSG00000101391.20,chr20,33372697,33374114,IR,True,177,200
ENSG00000101189.6,chr20,62798668,62798974,3AS,True,123,144
ENSG00000101189.6,chr20,62798668,62798974,IR,True,123,148
ENSG00000101189.6,chr20,62795454,62796671,TSS,False,19,189
ENSG00000101109.11,chr20,44966458,44966603,TSS,True,31,113
ENSG00000158296.13,chr20,46557822,46560198,PAS,True,49,126
ENSG00000158296.13,chr20,46613459,46613734,TSS,True,120,144
ENSG00000158296.13,chr20,46566228,46566361,TSS,True,82,100
ENSG00000158296.13,chr20,46651310,46651461,TSS,True,104,144
ENSG00000154930.14,chr20,25012664,25012811,IR,True,273,309
ENSG00000154930.14,chr20,25057768,25058390,TSS,True,74,376
ENSG00000124201.14,chr20,49255042,49257664,PAS,True,77,105
ENSG00000124201.14,chr20,49255535,49255947,PAS,False,33,105
ENSG00000124201.14,chr20,49278020,49278447,TSS,False,23,122
ENSG00000088876.11,chr20,2500742,2508880,5AS,True,80,112
ENSG00000088876.11,chr20,2481816,2484656,PAS,True,85,121
ENSG00000088876.11,chr20,2481816,2484653,PAS,True,38,121
ENSG00000088876.11,chr20,2508880,2509129,TSS,False,51,131
ENSG00000088876.11,chr20,2508799,2508920,TSS,True,102,131
ENSG00000101400.5,chr20,33443310,33443891,TSS,False,21,100
ENSG00000100983.10,chr20,34928951,34929400,IR,True,136,159
ENSG00000100983.10,chr20,34928430,34928951,PAS,True,28,170
ENSG00000100983.10,chr20,34928432,34929590,PAS,True,151,170
ENSG00000100983.10,chr20,34955726,34955817,TSS,True,26,173
ENSG00000088899.15,chr20,3167181,3167798,5AS,True,75,112
ENSG00000088899.15,chr20,3167181,3173454,ES,True,29,133
ENSG00000088899.15,chr20,3173454,3173592,TSS,True,81,215
ENSG00000088899.15,chr20,3166704,3173582,TSS,True,192,215
ENSG00000100982.11,chr20,45934417,45934804,TSS,True,23,169
ENSG00000101146.12,chr20,57350953,57351422,TSS,True,48,289
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,127,278
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,211,356
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,223,356
ENSG00000101337.15,chr20,32109517,32109755,TSS,False,150,418
ENSG00000101337.15,chr20,32165294,32167258,PAS,True,56,362
ENSG00000101104.12,chr20,44910033,44910336,TSS,True,59,113
ENSG00000101104.12,chr20,44930899,44933185,TSS,True,71,106
ENSG00000101104.12,chr20,44939125,44944224,PAS,True,23,108
ENSG00000101104.12,chr20,44958336,44959538,PAS,True,95,108
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,379,879
ENSG00000125977.6,chr20,34103498,34103565,PAS,True,709,873
ENSG00000125977.6,chr20,34105520,34105545,PAS,True,692,824
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,74,305
ENSG00000124226.10,chr20,49952075,49953888,PAS,True,27,266
ENSG00000124164.15,chr20,58389132,58389517,TSS,True,68,408
ENSG00000118707.9,chr20,36573559,36573745,TSS,True,176,375
ENSG00000118707.9,chr20,36574510,36574635,TSS,False,337,375
ENSG00000149658.17,chr20,63215865,63216245,TSS,True,286,619
ENSG00000149658.17,chr20,63202286,63203161,TSS,True,379,615
ENSG00000125868.15,chr20,17569786,17570211,TSS,True,90,377
ENSG00000166619.13,chr20,37527792,37527915,TSS,True,49,225
ENSG00000125875.13,chr20,437598,438549,IR,False,27,213
ENSG00000125875.13,chr20,445130,462335,ES,True,33,225
ENSG00000125875.13,chr20,435479,438841,PAS,True,50,242
ENSG00000125875.13,chr20,435483,437598,PAS,True,216,243
ENSG00000125875.13,chr20,462335,462564,TSS,True,42,268
ENSG00000171858.17,chr20,62387060,62387136,TSS,True,654,1099
ENSG00000171858.17,chr20,62387107,62387388,TSS,True,791,1099
ENSG00000171858.17,chr20,62387609,62387674,TSS,True,852,1099
ENSG00000214078.12,chr20,35632025,35632310,ES,False,68,506
ENSG00000214078.12,chr20,35632923,35664759,ES,False,217,294
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,139,433
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,311,605
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,461,605
ENSG00000089063.14,chr20,5109445,5112742,5AS,False,19,115
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,262,371
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,148,417
ENSG00000089063.14,chr20,5112729,5113076,TSS,True,344,417
ENSG00000101255.10,chr20,380590,381169,TSS,False,460,3103
ENSG00000125844.15,chr20,17643127,17658604,5AS,False,153,1071
ENSG00000125844.15,chr20,17660528,17682027,ES,False,439,876
ENSG00000125844.15,chr20,17613676,17614220,PAS,True,496,1430
ENSG00000125844.15,chr20,17614099,17615529,PAS,True,1147,1426
ENSG00000125844.15,chr20,17659192,17660528,PAS,True,723,882
ENSG00000125844.15,chr20,17658595,17660531,TSS,True,1141,1400
ENSG00000125844.15,chr20,17682027,17682310,TSS,True,687,1565
ENSG00000025772.7,chr20,44960206,44960448,TSS,False,46,190
ENSG00000101266.18,chr20,508660,543671,ES,False,214,267
ENSG00000101266.18,chr20,480421,484076,PAS,True,38,366
ENSG00000101266.18,chr20,543671,543818,TSS,True,152,424
ENSG00000101266.18,chr20,499832,499880,TSS,True,355,416
ENSG00000172296.12,chr20,13008926,13009384,TSS,True,85,107
ENSG00000172296.12,chr20,13008929,13009072,TSS,True,55,107
ENSG00000100991.11,chr20,35021332,35035122,3AS,False,143,740
ENSG00000100991.11,chr20,35092613,35092867,TSS,True,122,838
ENSG00000088766.11,chr20,6006049,6006552,TSS,True,88,390
ENSG00000101181.17,chr20,62183001,62183057,TSS,True,85,128
ENSG00000101181.17,chr20,62191029,62193624,TSS,True,110,128
ENSG00000101181.17,chr20,62199136,62199257,TSS,True,91,126
ENSG00000101181.17,chr20,62200682,62203568,PAS,True,44,116
ENSG00000101181.17,chr20,62203083,62203568,PAS,False,81,125
ENSG00000203880.11,chr20,64255870,64259941,5AS,False,122,176
ENSG00000203880.11,chr20,64255697,64255870,TSS,True,106,239
ENSG00000203880.11,chr20,64255741,64257051,TSS,False,199,239
ENSG00000203880.11,chr20,64255739,64260272,TSS,True,211,239
ENSG00000124193.14,chr20,43458509,43459770,ES,False,252,287
ENSG00000124193.14,chr20,43457860,43458140,TSS,False,49,336
ENSG00000100994.11,chr20,25248012,25248421,TSS,False,138,561
ENSG00000130706.12,chr20,62303045,62303567,5AS,True,55,528
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,260,734
ENSG00000101407.12,chr20,37983009,37983639,PAS,True,22,102
ENSG00000101407.12,chr20,38033403,38033461,TSS,True,14,106
ENSG00000101057.15,chr20,43667032,43667303,TSS,True,21,131
ENSG00000125991.19,chr20,35542014,35542185,TSS,True,105,886
ENSG00000125870.10,chr20,16730064,16731667,5AS,False,60,165
ENSG00000125870.10,chr20,16729995,16730064,TSS,True,121,181
ENSG00000125870.10,chr20,16729985,16730164,TSS,True,78,181
ENSG00000125870.10,chr20,16740845,16741773,PAS,True,57,180
ENSG00000125870.10,chr20,16737260,16738036,PAS,True,127,179
ENSG00000101193.7,chr20,62938108,62938253,TSS,True,113,386
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,492,1060
ENSG00000131051.22,chr20,35739017,35740524,3AS,True,264,364
ENSG00000131051.22,chr20,35739017,35740524,IR,False,264,667
ENSG00000131051.22,chr20,35739017,35740823,ES,False,377,671
ENSG00000131051.22,chr20,35739017,35740823,3AS,True,377,805
ENSG00000131051.22,chr20,35739017,35740823,IR,False,377,454
ENSG00000131051.22,chr20,35739547,35740524,IR,False,136,539
ENSG00000131051.22,chr20,35740597,35740823,IR,False,747,845
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,238,1330
ENSG00000131051.22,chr20,35741940,35742312,TSS,True,138,1371
ENSG00000101442.9,chr20,38748271,38748853,TSS,False,17,140
ENSG00000125798.14,chr20,22584191,22584741,TSS,True,146,212
ENSG00000125798.14,chr20,22585274,22585490,TSS,False,169,212
ENSG00000101361.16,chr20,2656034,2656400,5AS,False,242,278
ENSG00000101361.16,chr20,2656034,2656400,IR,False,242,303
ENSG00000101361.16,chr20,2656214,2656400,IR,False,40,101
ENSG00000101361.16,chr20,2656549,2656773,IR,False,305,346
ENSG00000101361.16,chr20,2652183,2652663,TSS,True,223,435
ENSG00000101361.16,chr20,2654698,2655512,TSS,True,387,435
ENSG00000101361.16,chr20,2657928,2658393,PAS,False,92,384
ENSG00000101361.16,chr20,2657080,2658394,PAS,True,315,369
ENSG00000126001.15,chr20,35455104,35455242,TSS,True,117,133
ENSG00000126001.15,chr20,35455093,35455237,TSS,False,113,133
ENSG00000126001.15,chr20,35455104,35455751,TSS,True,100,133
ENSG00000126001.15,chr20,35511362,35512165,PAS,True,67,128
ENSG00000062598.17,chr20,46393143,46394048,ES,False,21,168
ENSG00000062598.17,chr20,46394503,46406547,3AS,False,42,151
ENSG00000062598.17,chr20,46394532,46406547,ES,False,59,109
ENSG00000062598.17,chr20,46406547,46406636,TSS,True,30,195
ENSG00000197586.12,chr20,25195867,25207075,ES,False,502,727
ENSG00000197586.12,chr20,25195867,25207078,ES,False,68,218
ENSG00000197586.12,chr20,25206590,25207078,3AS,False,147,370
ENSG00000197586.12,chr20,25217581,25222837,3AS,True,31,111
ENSG00000197586.12,chr20,25218614,25222837,ES,False,279,965
ENSG00000197586.12,chr20,25218614,25222837,3AS,True,279,351
ENSG00000197586.12,chr20,25224157,25225204,3AS,False,756,1096
ENSG00000197586.12,chr20,25195669,25195867,TSS,True,119,1160
ENSG00000101161.7,chr20,63981097,63981316,TSS,False,517,1290
ENSG00000101161.7,chr20,64024464,64024693,TSS,True,1133,1270
ENSG00000101161.7,chr20,64027601,64027736,TSS,True,1089,1265
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,267,545
ENSG00000064601.18,chr20,45891371,45891762,TSS,True,475,545
ENSG00000064601.18,chr20,45898044,45898109,TSS,True,432,544
ENSG00000125818.17,chr20,1118599,1118902,TSS,True,111,696
ENSG00000125818.17,chr20,1166226,1167794,PAS,True,581,687
ENSG00000125818.17,chr20,1165028,1167316,PAS,True,130,636
ENSG00000125826.20,chr20,408028,408779,TSS,True,450,1165
ENSG00000125826.20,chr20,420745,422238,TSS,True,627,712
ENSG00000125826.20,chr20,410411,410764,PAS,False,485,757
ENSG00000125826.20,chr20,430349,432139,PAS,True,466,1133
ENSG00000124198.8,chr20,48921159,48922010,TSS,False,50,100
