gene,chr,start,end,splice_type,novel,mammary_epithelial_cell_ENCFF349CHO_in_cov,mammary_epithelial_cell_ENCFF349CHO_total_cov
ENSG00000063854.12,chr16,1826506,1826813,TSS,True,114,149
ENSG00000063854.12,chr16,1826711,1827158,TSS,False,41,149
ENSG00000103415.11,chr16,4476487,4505483,ES,False,232,286
ENSG00000103415.11,chr16,4476360,4476487,TSS,True,84,371
ENSG00000103423.13,chr16,4450497,4455545,ES,False,210,316
ENSG00000166123.13,chr16,46884958,46897647,ES,True,127,142
ENSG00000166123.13,chr16,46884325,46884467,TSS,False,46,188
ENSG00000140688.16,chr16,31493048,31493466,IR,False,114,128
ENSG00000140688.16,chr16,31493524,31493602,IR,False,113,127
ENSG00000140688.16,chr16,31508073,31508443,TSS,True,33,154
ENSG00000067955.13,chr16,67029107,67029485,TSS,True,25,126
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,718,4062
ENSG00000167526.13,chr16,89560681,89561063,TSS,True,3456,4062
ENSG00000172831.11,chr16,66935711,66938036,5AS,False,90,101
ENSG00000172831.11,chr16,66942737,66943298,5AS,False,15,122
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,59,150
ENSG00000089486.16,chr16,4538701,4538833,TSS,True,667,772
ENSG00000103202.12,chr16,397174,397313,TSS,True,219,298
ENSG00000217555.12,chr16,66552793,66563121,ES,False,76,123
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,99,403
ENSG00000140941.12,chr16,87392312,87392467,TSS,True,303,2372
ENSG00000167969.12,chr16,2251429,2251514,IR,False,393,437
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,63,456
ENSG00000169682.17,chr16,28983290,28984204,ES,False,19,181
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,93,219
ENSG00000169682.17,chr16,28983802,28983957,TSS,True,187,218
ENSG00000161999.11,chr16,683441,683529,IR,False,82,107
ENSG00000161999.11,chr16,684065,684357,TSS,True,102,114
ENSG00000161999.11,chr16,684233,684412,TSS,True,32,114
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,613,729
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,133,747
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,632,747
ENSG00000205250.8,chr16,67192870,67193008,IR,False,184,208
ENSG00000205250.8,chr16,67192133,67192362,TSS,True,34,239
ENSG00000168701.18,chr16,67228631,67228796,5AS,False,96,123
ENSG00000130731.15,chr16,634797,635280,ES,False,45,244
ENSG00000130731.15,chr16,634956,635280,3AS,False,148,192
ENSG00000130731.15,chr16,634956,635280,IR,False,148,190
ENSG00000130731.15,chr16,635340,636093,ES,False,42,207
ENSG00000130731.15,chr16,635774,636093,IR,False,179,207
ENSG00000130731.15,chr16,636093,636372,TSS,True,82,314
ENSG00000130731.15,chr16,635611,636350,TSS,True,256,314
ENSG00000052344.15,chr16,31135390,31135766,TSS,True,82,263
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,198,763
ENSG00000103254.9,chr16,721436,721597,IR,False,94,114
ENSG00000103254.9,chr16,721941,722308,ES,False,13,111
ENSG00000103254.9,chr16,720791,721702,TSS,True,110,133
ENSG00000103254.9,chr16,721142,721436,TSS,True,31,133
ENSG00000103257.8,chr16,87868884,87869508,TSS,False,1555,2036
ENSG00000140995.16,chr16,89948814,89954242,ES,False,113,176
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,31,214
ENSG00000140995.16,chr16,89965860,89968066,PAS,True,144,207
ENSG00000140995.16,chr16,89959013,89959366,PAS,True,60,201
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,89,492
ENSG00000140988.15,chr16,1962606,1962735,IR,True,11,101
ENSG00000140988.15,chr16,1962649,1962735,IR,True,14,101
ENSG00000140988.15,chr16,1963256,1964448,5AS,False,155,228
ENSG00000140988.15,chr16,1963256,1964806,ME,True,137,242
ENSG00000140988.15,chr16,1964365,1964806,IR,True,105,124
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,23813,26506
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,5803,26506
ENSG00000140988.15,chr16,1962735,1962772,TSS,True,23606,26506
ENSG00000140859.15,chr16,57758206,57758909,PAS,True,30,127
ENSG00000140859.15,chr16,57790096,57791066,PAS,True,84,113
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,19,130
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,29,106
ENSG00000167930.15,chr16,259599,259995,3AS,False,23,125
ENSG00000167930.15,chr16,234790,234857,TSS,True,64,172
ENSG00000103005.11,chr16,58001398,58001581,TSS,True,20,133
ENSG00000131653.12,chr16,2168168,2171263,ES,True,30,140
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,205,325
ENSG00000062038.13,chr16,68644884,68645424,TSS,True,1685,2198
ENSG00000062038.13,chr16,68695249,68695385,TSS,True,1043,2184
ENSG00000167965.17,chr16,2205512,2206060,3AS,False,37,140
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,87,227
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,176,227
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,45,132
ENSG00000230989.6,chr16,83807968,83808121,TSS,False,91,730
ENSG00000172775.16,chr16,57173869,57186030,5AS,False,30,108
ENSG00000172775.16,chr16,57185824,57186058,TSS,True,141,158
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,119,158
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,83,158
ENSG00000103507.13,chr16,31112027,31112120,IR,False,185,271
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,34,278
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,87,272
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,185,271
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,69,188
ENSG00000169217.8,chr16,30353180,30353275,TSS,True,160,188
ENSG00000169217.8,chr16,30354603,30355215,TSS,True,159,188
ENSG00000140950.15,chr16,84498111,84504600,ES,False,65,147
ENSG00000140950.15,chr16,84504600,84504696,TSS,True,51,199
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,45,373
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,1095,1221
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,139,1221
ENSG00000157349.16,chr16,70299155,70299354,TSS,True,19,100
ENSG00000171208.9,chr16,47143578,47144026,TSS,True,48,131
ENSG00000162032.15,chr16,1778048,1778133,IR,False,129,144
ENSG00000162032.15,chr16,1778321,1778434,IR,False,102,138
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,33,147
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,127,147
ENSG00000174109.4,chr16,1420612,1420691,IR,True,129,172
ENSG00000174109.4,chr16,1419752,1420612,PAS,True,43,174
ENSG00000174109.4,chr16,1420691,1420746,TSS,True,45,174
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,35,238
ENSG00000103121.8,chr16,80976179,80981805,ES,False,192,313
ENSG00000118680.13,chr18,3262132,3262237,TSS,False,504,1691
ENSG00000046604.12,chr18,31497941,31498296,TSS,True,34,145
ENSG00000128791.11,chr18,9334609,9334920,TSS,True,29,142
ENSG00000154832.14,chr18,50286858,50287586,ES,False,95,107
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,13,120
ENSG00000053747.16,chr18,23872836,23873215,TSS,True,509,4962
ENSG00000176225.13,chr18,70047970,70048295,TSS,True,33,266
ENSG00000085415.15,chr18,12951905,12963159,ES,False,17,160
ENSG00000085415.15,chr18,12947983,12948232,TSS,True,23,181
ENSG00000141759.14,chr18,79977701,79988239,ES,False,310,352
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,32,244
ENSG00000166479.9,chr18,68714935,68715181,TSS,True,43,143
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,39,219
ENSG00000141429.13,chr18,35581071,35581862,TSS,False,153,215
ENSG00000175354.19,chr18,12785476,12785844,PAS,True,32,113
ENSG00000175354.19,chr18,12788451,12794485,PAS,True,80,109
ENSG00000141425.17,chr18,35989825,35993300,PAS,True,13,117
ENSG00000141425.17,chr18,36067253,36067612,TSS,True,587,699
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,142,333
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,42,392
ENSG00000166396.12,chr18,63775368,63775716,TSS,True,144,220
ENSG00000166396.12,chr18,63777778,63777825,TSS,False,90,220
ENSG00000166401.14,chr18,63970170,63978298,5AS,False,62,101
ENSG00000166401.14,chr18,63985245,63986962,3AS,False,18,108
ENSG00000166401.14,chr18,63970056,63970170,TSS,True,50,120
ENSG00000166401.14,chr18,63970055,63970187,TSS,True,89,120
ENSG00000166401.14,chr18,63986873,63989373,PAS,True,25,115
ENSG00000166401.14,chr18,63986962,63989374,PAS,False,97,115
ENSG00000141458.12,chr18,23586286,23586982,TSS,True,35,113
ENSG00000101654.17,chr18,13726658,13726729,TSS,True,33,107
ENSG00000101654.17,chr18,13762038,13764556,PAS,True,80,100
ENSG00000265681.7,chr18,49491584,49491735,IR,False,41,100
ENSG00000265681.7,chr18,49491584,49492274,5AS,False,273,391
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,770,2107
ENSG00000265681.7,chr18,49491531,49492479,TSS,True,1866,2107
ENSG00000265681.7,chr18,49492274,49492467,TSS,True,1829,2107
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,130,498
ENSG00000177426.20,chr18,3449571,3450070,TSS,True,385,638
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,312,638
ENSG00000082212.12,chr18,50878680,50879308,TSS,True,20,131
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,67,591
ENSG00000176014.12,chr18,12325066,12326577,PAS,True,100,554
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,163,218
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,62,218
ENSG00000177150.12,chr18,13666713,13671861,ES,False,99,116
ENSG00000175387.15,chr18,47833096,47841950,PAS,True,25,167
ENSG00000175387.15,chr18,47841250,47845484,PAS,True,146,167
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,80,177
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,122,177
ENSG00000134757.4,chr18,31476045,31477926,IR,True,37,233
ENSG00000134757.4,chr18,31447704,31447925,TSS,False,241,465
ENSG00000134757.4,chr18,31475645,31478711,PAS,False,41,264
ENSG00000017797.12,chr18,9474983,9475176,TSS,False,88,110
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,43,110
ENSG00000101557.14,chr18,158310,158714,TSS,True,42,205
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,221,262
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,59,259
ENSG00000134779.14,chr18,36828682,36829124,TSS,True,51,309
ENSG00000141380.13,chr18,26035127,26038554,ES,False,117,195
ENSG00000119537.17,chr18,63367010,63367636,TSS,True,53,188
ENSG00000141644.17,chr18,50269811,50272676,3AS,False,18,122
ENSG00000141644.17,chr18,50273426,50273563,3AS,False,33,197
ENSG00000141644.17,chr18,50273863,50274976,ES,False,24,186
ENSG00000141644.17,chr18,50266884,50271540,PAS,True,193,224
ENSG00000141644.17,chr18,50266751,50269818,PAS,True,133,225
ENSG00000141644.17,chr18,50266886,50269811,PAS,True,188,225
ENSG00000141644.17,chr18,50264092,50267663,PAS,True,242,280
ENSG00000141644.17,chr18,50281362,50281805,TSS,True,154,280
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,258,308
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,73,341
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,291,341
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,95,252
ENSG00000102225.15,chrX,47226379,47226909,TSS,True,183,252
ENSG00000181191.11,chrX,69163140,69165371,3AS,False,95,107
ENSG00000181191.11,chrX,69160861,69163466,PAS,True,106,118
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,23,118
ENSG00000181191.11,chrX,69165371,69165521,TSS,True,14,132
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,24,212
ENSG00000087842.10,chrX,15491309,15493189,5AS,False,92,103
ENSG00000087842.10,chrX,15493189,15493337,TSS,True,21,115
ENSG00000182712.15,chrX,155070693,155071218,TSS,False,17,128
ENSG00000130066.16,chrX,23783883,23784293,IR,False,893,1238
ENSG00000130066.16,chrX,23783883,23785327,ES,False,1780,2669
ENSG00000130066.16,chrX,23783883,23785327,IR,True,1780,2104
ENSG00000130066.16,chrX,23784403,23785327,IR,True,915,1243
ENSG00000241343.9,chrX,101390969,101391046,TSS,True,109,615
ENSG00000123595.7,chrX,13689288,13708720,ES,False,32,122
ENSG00000123595.7,chrX,13689107,13689288,TSS,True,32,156
ENSG00000123562.16,chrX,103678600,103684680,3AS,False,67,129
ENSG00000123562.16,chrX,103678600,103685170,ES,False,325,393
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,325,541
ENSG00000123562.16,chrX,103678651,103685170,ES,False,134,194
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,76,643
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,68,370
ENSG00000120509.10,chrX,70289354,70289859,ES,False,179,206
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,32,117
ENSG00000262919.7,chrX,153587921,153588394,PAS,True,40,100
ENSG00000262919.7,chrX,153587924,153588454,PAS,True,60,100
ENSG00000262919.7,chrX,153598961,153599189,TSS,True,11,100
ENSG00000126768.12,chrX,48895101,48896758,ES,False,155,185
ENSG00000126768.12,chrX,48897723,48897790,TSS,False,34,214
ENSG00000197976.11,chrX,1599432,1600658,ES,True,87,110
ENSG00000197976.11,chrX,1599432,1600658,IR,True,87,134
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,32,185
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,119,165
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,55,166
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,60,178
ENSG00000198814.12,chrX,30728731,30730790,PAS,True,11,109
ENSG00000004961.14,chrX,11111296,11111518,TSS,True,25,171
ENSG00000101955.14,chrX,38174351,38220695,ES,False,36,211
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,55,212
ENSG00000160131.13,chrX,151397202,151397361,TSS,False,94,152
ENSG00000123130.16,chrX,23733217,23735918,ES,False,38,182
ENSG00000123130.16,chrX,23702203,23703982,PAS,True,28,192
ENSG00000123130.16,chrX,23707427,23707944,PAS,True,165,191
ENSG00000185222.9,chrX,103356606,103357614,ES,False,43,364
ENSG00000198918.7,chrX,119791573,119791631,TSS,False,117,1003
ENSG00000196924.15,chrX,154355072,154357433,ES,False,75,168
ENSG00000196924.15,chrX,154370872,154371356,TSS,True,386,468
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,62,351
ENSG00000001497.16,chrX,65532630,65534479,ES,False,37,103
ENSG00000001497.16,chrX,65534479,65534821,TSS,True,19,122
ENSG00000147010.17,chrX,19887306,19887702,TSS,True,108,136
ENSG00000147010.17,chrX,19670861,19670970,TSS,False,45,136
ENSG00000068438.14,chrX,48481715,48482408,3AS,False,112,357
ENSG00000068438.14,chrX,48476137,48476396,TSS,True,163,488
ENSG00000068438.14,chrX,48485735,48486364,PAS,True,72,374
ENSG00000068438.14,chrX,48482596,48483440,PAS,True,304,371
ENSG00000133131.14,chrX,106939156,106942221,PAS,True,88,101
ENSG00000133131.14,chrX,106939158,106941632,PAS,False,15,102
ENSG00000133131.14,chrX,106999867,107000328,TSS,True,19,103
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,101,434
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,36,238
ENSG00000184216.13,chrX,154019598,154019676,IR,False,185,216
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,116,301
ENSG00000184216.13,chrX,154019430,154020505,TSS,True,268,301
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,37,267
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,196,282
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,103,282
ENSG00000147155.10,chrX,48521791,48521907,TSS,True,104,250
ENSG00000203950.6,chrX,135051368,135051916,IR,False,173,274
ENSG00000203950.6,chrX,135050931,135051368,PAS,False,101,275
ENSG00000203950.6,chrX,135051916,135052148,TSS,True,102,275
ENSG00000102312.21,chrX,48509103,48509783,3AS,False,121,145
ENSG00000102312.21,chrX,48509956,48511365,3AS,False,44,165
ENSG00000102312.21,chrX,48512719,48514239,ES,False,163,183
ENSG00000102312.21,chrX,48508944,48509103,TSS,True,133,296
ENSG00000102312.21,chrX,48512901,48514365,TSS,True,197,296
ENSG00000185825.16,chrX,153723288,153723827,5AS,True,23,169
ENSG00000185825.16,chrX,153723288,153724015,5AS,False,27,197
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,417,1442
ENSG00000185825.16,chrX,153723507,153724354,TSS,True,1296,1442
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,315,379
ENSG00000130985.16,chrX,47205083,47206444,TSS,True,289,379
ENSG00000130985.16,chrX,47209802,47210123,TSS,True,324,379
ENSG00000068394.10,chrX,49123546,49123926,TSS,False,259,357
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,22,136
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,1117,1927
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,29,128
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,73,160
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,131,160
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,402,765
ENSG00000102024.17,chrX,115593273,115593632,TSS,True,399,765
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,91,152
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,100,152
ENSG00000102316.16,chrX,54809019,54809223,TSS,True,130,152
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,51,262
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,56,267
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,216,267
ENSG00000006757.11,chrX,7927285,7927443,TSS,False,15,110
ENSG00000130741.10,chrX,24054665,24055037,TSS,True,55,281
ENSG00000133134.11,chrX,103310433,103310859,5AS,False,125,145
ENSG00000133134.11,chrX,103310859,103310989,TSS,True,41,166
ENSG00000090776.5,chrX,68828969,68829904,TSS,False,54,256
ENSG00000102125.15,chrX,154411512,154411952,TSS,True,23,104
ENSG00000181704.11,chrX,68498563,68499123,TSS,True,29,185
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,388,1155
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,182,262
ENSG00000204272.12,chrX,56729224,56729589,TSS,True,23,228
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,369,968
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,601,962
ENSG00000225470.7,chrX,73944662,73994839,ES,True,99,113
ENSG00000225470.7,chrX,73994961,74004269,ES,True,29,110
ENSG00000225470.7,chrX,74004269,74007686,PAS,True,51,179
ENSG00000225470.7,chrX,73946998,73947703,PAS,True,129,173
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,14,112
ENSG00000077721.15,chrX,119575400,119582587,ES,False,30,213
ENSG00000157514.16,chrX,107716314,107716494,TSS,False,136,154
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,39,154
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,443,3370
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,556,660
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,564,672
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,111,672
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,56,346
ENSG00000123575.8,chrX,104162632,104166982,TSS,False,12,112
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,230,273
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,56,267
ENSG00000126756.11,chrX,47659114,47659182,TSS,False,22,115
ENSG00000126756.11,chrX,47658829,47659151,TSS,True,99,115
ENSG00000243279.3,chrX,49073808,49074009,TSS,True,18,105
ENSG00000197021.8,chrX,149928608,149930081,PAS,False,92,111
ENSG00000197021.8,chrX,149931209,149932767,PAS,True,19,108
ENSG00000197021.8,chrX,149938192,149938726,TSS,True,34,111
ENSG00000197021.8,chrX,149938141,149938872,TSS,True,94,111
ENSG00000123178.14,chr13,49936129,49936469,TSS,True,29,161
ENSG00000123178.14,chr13,49931017,49931133,TSS,True,135,160
ENSG00000102786.14,chr13,51361578,51365845,PAS,True,18,123
ENSG00000102786.14,chr13,51448588,51451174,PAS,True,102,115
ENSG00000102786.14,chr13,51452414,51453048,TSS,True,14,126
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,37,117
ENSG00000244754.8,chr13,32537027,32538777,5AS,False,19,114
ENSG00000244754.8,chr13,32538684,32538777,IR,False,24,138
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,97,182
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,144,179
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,125,166
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,140,183
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,130,183
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,117,183
ENSG00000133101.9,chr13,36432729,36433035,3AS,False,55,105
ENSG00000133101.9,chr13,36431515,36432166,TSS,False,107,147
ENSG00000133101.9,chr13,36432485,36432729,TSS,True,43,147
ENSG00000122026.10,chr13,27251307,27251585,TSS,False,86,198
ENSG00000122026.10,chr13,27251567,27251850,TSS,True,172,198
ENSG00000122026.10,chr13,27251578,27251656,TSS,False,171,198
ENSG00000134905.16,chr13,110640020,110641608,PAS,True,34,199
ENSG00000188342.11,chr13,45120460,45120721,TSS,False,64,360
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,61,166
ENSG00000136143.15,chr13,47942649,47943445,PAS,True,25,227
ENSG00000139496.15,chr13,25301530,25301880,TSS,True,162,218
ENSG00000198176.12,chr13,113584888,113585773,5AS,True,133,150
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,28,140
ENSG00000198176.12,chr13,113584529,113584730,TSS,True,167,186
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,49,186
ENSG00000198176.12,chr13,113640119,113641486,PAS,True,30,183
ENSG00000198176.12,chr13,113585965,113586164,PAS,False,152,181
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,28,111
ENSG00000185950.8,chr13,109782041,109783178,TSS,False,18,167
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,53,183
ENSG00000136146.14,chr13,48053322,48053491,PAS,False,150,190
ENSG00000136146.14,chr13,48075954,48077311,PAS,True,42,187
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,60,190
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,137,190
ENSG00000150403.17,chr13,113539507,113548302,ES,True,26,168
ENSG00000120699.12,chr13,37004561,37005956,3AS,False,41,397
ENSG00000120686.11,chr13,38349813,38349921,TSS,True,134,697
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,89,725
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,196,260
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,197,260
ENSG00000173141.4,chr13,21176911,21177512,PAS,False,31,306
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,58,247
ENSG00000134884.14,chr13,106557131,106559431,IR,False,128,168
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,27,205
ENSG00000139842.14,chr13,113263486,113267108,PAS,True,52,203
ENSG00000139842.14,chr13,113229641,113231176,PAS,True,146,185
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,1217,2435
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,91,768
ENSG00000186184.17,chr13,27621003,27622009,TSS,True,26,239
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,139,225
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,107,237
ENSG00000127870.16,chr13,26221330,26222002,5AS,True,121,135
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,195,316
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,191,316
ENSG00000123179.13,chr13,49661208,49691253,ES,False,13,102
ENSG00000136167.13,chr13,46182110,46182296,TSS,True,195,1231
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,45,248
ENSG00000102572.14,chr13,98576744,98577497,TSS,True,59,215
ENSG00000102554.13,chr13,73059004,73059588,TSS,False,62,145
ENSG00000139668.8,chr13,51584075,51584824,TSS,True,40,171
ENSG00000139668.8,chr13,51759739,51766799,PAS,False,34,160
ENSG00000102710.19,chr13,37009809,37012191,ES,False,75,131
ENSG00000102710.19,chr13,37017328,37019341,3AS,False,14,134
ENSG00000102710.19,chr13,37022080,37024034,3AS,False,104,131
ENSG00000102710.19,chr13,37045373,37047534,3AS,False,96,139
ENSG00000102710.19,chr13,37047936,37051487,ES,False,36,143
ENSG00000102710.19,chr13,37051583,37059558,ES,True,112,133
ENSG00000102710.19,chr13,37009310,37009809,PAS,True,19,150
ENSG00000102710.19,chr13,37059558,37059735,TSS,True,16,150
ENSG00000122642.10,chr7,32957392,32957794,TSS,True,36,250
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,96,909
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,18,102
ENSG00000136235.16,chr7,23256891,23258043,PAS,True,85,101
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,110,546
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,441,547
ENSG00000106305.9,chr7,6009378,6015145,5AS,True,21,209
ENSG00000106305.9,chr7,6009232,6009498,TSS,True,31,228
ENSG00000106305.9,chr7,6009229,6009378,TSS,True,204,228
ENSG00000006453.13,chr7,98304195,98304279,TSS,True,84,101
ENSG00000006453.13,chr7,98400801,98401204,TSS,False,30,107
ENSG00000006625.17,chr7,30498938,30504568,ES,False,35,159
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,15,103
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,89,103
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,40,103
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,20,103
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,112,137
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,36,150
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,124,150
ENSG00000122566.21,chr7,26190460,26191055,5AS,True,32,193
ENSG00000122566.21,chr7,26190460,26192494,ES,True,67,238
ENSG00000122566.21,chr7,26191128,26192494,IR,False,169,197
ENSG00000122566.21,chr7,26197732,26200571,ES,False,440,522
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,846,1106
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,275,1077
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,572,1106
ENSG00000122566.21,chr7,26192494,26192579,TSS,True,632,1105
ENSG00000127990.17,chr7,94655989,94656208,TSS,True,25,166
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,46,236
ENSG00000133606.10,chr7,140456185,140456866,PAS,True,190,232
ENSG00000146802.12,chr7,112790159,112790412,TSS,True,32,100
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,270,404
ENSG00000172354.9,chr7,100678157,100678299,TSS,True,233,404
ENSG00000005020.12,chr7,26864362,26864741,TSS,True,12,100
ENSG00000170632.13,chr7,103075411,103083681,ES,False,176,247
ENSG00000170632.13,chr7,103086764,103097276,ES,False,43,238
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,309,643
ENSG00000106028.10,chr7,141738503,141739123,5AS,False,170,335
ENSG00000106028.10,chr7,141738575,141739123,5AS,False,114,164
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,349,659
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,488,659
