gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF940WVU_in_cov,endodermal_cell_ENCFF940WVU_total_cov
ENSG00000154839.9,chr18,50375194,50375819,5AS,False,79,112
ENSG00000154839.9,chr18,50374985,50375194,TSS,True,42,122
ENSG00000154839.9,chr18,50375001,50375239,TSS,True,89,122
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,52,244
ENSG00000141429.13,chr18,35581071,35581862,TSS,False,23,185
ENSG00000141646.13,chr18,51030208,51030623,TSS,True,53,167
ENSG00000134046.11,chr18,54203102,54204997,3AS,False,73,152
ENSG00000134046.11,chr18,54202679,54203102,PAS,False,83,154
ENSG00000134046.11,chr18,54202679,54203126,PAS,True,75,154
ENSG00000101751.10,chr18,54269661,54271359,5AS,False,94,119
ENSG00000101751.10,chr18,54269661,54271359,IR,False,94,139
ENSG00000101751.10,chr18,54269503,54269661,TSS,False,89,193
ENSG00000101751.10,chr18,54269537,54271485,TSS,True,148,193
ENSG00000141425.17,chr18,35989825,35993300,PAS,True,16,150
ENSG00000141425.17,chr18,36067253,36067612,TSS,True,34,171
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,206,803
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,62,127
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,92,548
ENSG00000265681.7,chr18,49492274,49492467,TSS,True,493,548
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,65,241
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,122,474
ENSG00000082212.12,chr18,50878680,50879308,TSS,True,16,146
ENSG00000141448.8,chr18,22169431,22169682,TSS,False,92,618
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,106,135
ENSG00000167220.11,chr18,47136449,47150377,ES,False,114,140
ENSG00000167220.11,chr18,47150377,47150508,TSS,True,21,161
ENSG00000176105.13,chr18,812113,813171,TSS,True,21,115
ENSG00000088756.12,chr18,6729668,6729943,TSS,False,32,155
ENSG00000088756.12,chr18,6898435,6899066,PAS,True,112,142
ENSG00000088756.12,chr18,6912059,6915718,PAS,True,36,142
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,67,117
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,91,117
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,26,208
ENSG00000101557.14,chr18,158310,158714,TSS,True,28,191
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,32,218
ENSG00000141380.13,chr18,26035127,26038554,ES,False,110,183
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,26,200
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,332,1280
ENSG00000082397.17,chr18,5393478,5395066,ES,False,94,111
ENSG00000082397.17,chr18,5543912,5544333,TSS,True,61,123
ENSG00000082397.17,chr18,5543312,5543421,TSS,False,94,123
ENSG00000082397.17,chr18,5542823,5543705,TSS,True,110,123
ENSG00000141644.17,chr18,50273426,50273563,3AS,False,14,102
ENSG00000141644.17,chr18,50273863,50274976,ES,False,26,104
ENSG00000141644.17,chr18,50266884,50271540,PAS,True,79,111
ENSG00000141644.17,chr18,50266751,50269818,PAS,True,77,111
ENSG00000141644.17,chr18,50266886,50269811,PAS,True,92,111
ENSG00000141644.17,chr18,50264092,50267663,PAS,True,105,119
ENSG00000141644.17,chr18,50281362,50281805,TSS,True,28,119
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,47,356
ENSG00000181191.11,chrX,69163134,69165371,3AS,False,16,104
ENSG00000181191.11,chrX,69160861,69163466,PAS,True,78,104
ENSG00000181191.11,chrX,69160861,69163134,PAS,True,88,104
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,42,104
ENSG00000182287.14,chrX,15831568,15845378,3AS,False,32,144
ENSG00000182287.14,chrX,15825806,15827372,PAS,True,205,257
ENSG00000182287.14,chrX,15830048,15831568,PAS,True,189,257
ENSG00000182287.14,chrX,15830055,15833007,PAS,True,140,233
ENSG00000182287.14,chrX,15854687,15854862,TSS,True,34,262
ENSG00000187243.16,chrX,52062038,52062233,5AS,False,295,340
ENSG00000187243.16,chrX,52066453,52066864,IR,False,202,324
ENSG00000187243.16,chrX,52068173,52069129,3AS,False,73,304
ENSG00000187243.16,chrX,52068203,52069129,3AS,False,174,230
ENSG00000187243.16,chrX,52069129,52069270,TSS,True,37,342
ENSG00000089472.16,chrX,66208246,66258839,ES,True,26,176
ENSG00000089472.16,chrX,66263688,66266442,3AS,False,28,186
ENSG00000089472.16,chrX,66164175,66164470,TSS,True,43,193
ENSG00000089472.16,chrX,66266439,66268909,PAS,True,29,187
ENSG00000089472.16,chrX,66266442,66270019,PAS,True,159,187
ENSG00000056998.19,chrX,2828714,2828975,TSS,True,34,104
ENSG00000056998.19,chrX,2829513,2830195,TSS,True,91,104
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,74,119
ENSG00000214717.11,chrX,2500310,2500972,TSS,False,67,119
ENSG00000173674.10,chrX,20141624,20141872,TSS,True,18,131
ENSG00000123562.16,chrX,103678600,103685170,ES,False,172,211
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,172,342
ENSG00000123562.16,chrX,103678651,103685170,ES,False,117,156
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,79,437
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,21,173
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,83,454
ENSG00000086758.15,chrX,53542539,53543885,5AS,False,86,168
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,58,171
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,73,214
ENSG00000197976.11,chrX,1599432,1600658,ES,True,108,121
ENSG00000197976.11,chrX,1599432,1600658,IR,True,108,134
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,124,150
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,30,151
ENSG00000147140.15,chrX,71283721,71290628,ES,False,78,633
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,133,766
ENSG00000156925.11,chrX,137566126,137567751,TSS,True,37,252
ENSG00000156925.11,chrX,137577121,137577691,PAS,False,183,252
ENSG00000156925.11,chrX,137569890,137572207,PAS,True,88,219
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,99,132
ENSG00000184867.13,chrX,101659136,101659418,3AS,False,18,106
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,40,164
ENSG00000130821.15,chrX,153687912,153688836,TSS,True,30,134
ENSG00000068400.13,chrX,48975309,48976017,IR,False,97,127
ENSG00000068400.13,chrX,48976111,48976240,IR,False,114,130
ENSG00000068400.13,chrX,49002187,49002266,TSS,True,28,136
ENSG00000165349.11,chrX,70926693,70926874,IR,True,128,157
ENSG00000165349.11,chrX,70929998,70930976,3AS,True,45,120
ENSG00000165349.11,chrX,70930976,70931296,TSS,True,45,165
ENSG00000197565.15,chrX,108159748,108160462,IR,True,220,274
ENSG00000197565.15,chrX,108155605,108157260,PAS,True,46,335
ENSG00000197565.15,chrX,108438185,108438465,TSS,False,238,352
ENSG00000203879.11,chrX,154440139,154440374,IR,False,328,448
ENSG00000203879.11,chrX,154440506,154441095,IR,False,392,447
ENSG00000076716.8,chrX,133414805,133415522,TSS,False,111,778
ENSG00000185222.9,chrX,103356462,103356606,TSS,True,21,181
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,208,298
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,101,298
ENSG00000169188.4,chrX,54999934,55000579,TSS,True,14,110
ENSG00000130054.4,chrX,69503919,69506143,TSS,False,26,103
ENSG00000185515.14,chrX,155071397,155071654,TSS,True,17,107
ENSG00000102054.17,chrX,16852628,16852748,IR,False,158,176
ENSG00000102054.17,chrX,16852875,16853681,IR,False,157,177
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,37,190
ENSG00000196924.15,chrX,154370872,154371356,TSS,True,715,1024
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,66,518
ENSG00000147044.21,chrX,41922929,41923684,TSS,True,28,118
ENSG00000001497.16,chrX,65514970,65517986,3AS,True,21,202
ENSG00000001497.16,chrX,65524262,65524964,ES,False,135,203
ENSG00000156531.16,chrX,134373279,134373467,TSS,True,17,105
ENSG00000238178.6,chrX,16153086,16153463,PAS,True,22,133
ENSG00000238178.6,chrX,16170615,16175992,TSS,False,121,138
ENSG00000238178.6,chrX,16183880,16184226,TSS,True,114,138
ENSG00000238178.6,chrX,16167206,16170898,TSS,True,93,138
ENSG00000238178.6,chrX,16168680,16172291,TSS,True,124,138
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,1015,1147
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,234,1147
ENSG00000102409.9,chrX,103215113,103215238,TSS,True,14,119
ENSG00000180964.16,chrX,103254017,103255077,ES,False,24,115
ENSG00000134602.15,chrX,132023203,132023407,TSS,True,39,195
ENSG00000102312.21,chrX,48509956,48511365,3AS,False,46,106
ENSG00000102312.21,chrX,48508944,48509103,TSS,True,18,122
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,175,241
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,84,272
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,196,272
ENSG00000102038.15,chrX,129523196,129523597,TSS,True,39,273
ENSG00000000003.14,chrX,100636607,100636873,TSS,False,40,211
ENSG00000000003.14,chrX,100636792,100636891,TSS,False,184,211
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,87,338
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,29,267
ENSG00000046653.14,chrX,13938506,13938933,TSS,False,28,100
ENSG00000094631.19,chrX,48802020,48802142,TSS,False,65,116
ENSG00000094631.19,chrX,48802099,48802272,TSS,True,104,116
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,341,1000
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,760,1000
ENSG00000169093.15,chrX,1452747,1453744,TSS,True,17,169
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,30,241
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,51,261
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,231,261
ENSG00000101974.14,chrX,139932015,139933547,TSS,False,57,102
ENSG00000101974.14,chrX,139932568,139933069,TSS,True,91,102
ENSG00000147050.14,chrX,44951136,44951195,TSS,True,37,115
ENSG00000154545.16,chrX,52184965,52185891,3AS,False,165,239
ENSG00000154545.16,chrX,52184965,52185921,3AS,False,53,292
ENSG00000154545.16,chrX,52187230,52187641,IR,False,180,308
ENSG00000154545.16,chrX,52191861,52192056,5AS,False,295,328
ENSG00000154545.16,chrX,52184823,52184965,TSS,True,39,331
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,56,169
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,73,103
ENSG00000125676.19,chrX,123600560,123601338,PAS,True,46,105
ENSG00000125676.19,chrX,123732951,123733102,TSS,True,26,107
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,86,129
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,43,123
ENSG00000071859.14,chrX,154449735,154449882,IR,False,96,125
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,29,130
ENSG00000167393.17,chrX,338710,338777,IR,False,113,127
ENSG00000167393.17,chrX,386367,387219,TSS,True,33,147
ENSG00000068308.13,chrX,48922910,48923136,IR,False,27,173
ENSG00000068308.13,chrX,48923295,48923632,3AS,True,151,171
ENSG00000068308.13,chrX,48922023,48923295,PAS,True,46,176
ENSG00000068308.13,chrX,48922205,48922910,PAS,True,146,176
ENSG00000068308.13,chrX,48956976,48958381,TSS,True,26,181
ENSG00000067445.20,chrX,54920878,54922217,3AS,False,264,328
ENSG00000067445.20,chrX,54920878,54922217,5AS,False,264,302
ENSG00000067445.20,chrX,54922291,54922577,IR,False,305,339
ENSG00000067445.20,chrX,54926625,54927042,IR,False,311,398
ENSG00000067445.20,chrX,54928710,54930740,IR,False,76,377
ENSG00000067445.20,chrX,54928710,54931203,ES,False,46,123
ENSG00000067445.20,chrX,54928710,54931203,5AS,False,46,275
ENSG00000067445.20,chrX,54928710,54931203,IR,True,46,117
ENSG00000067445.20,chrX,54931031,54931203,IR,True,325,407
ENSG00000067445.20,chrX,54920795,54920878,TSS,True,124,454
ENSG00000067445.20,chrX,54931203,54931436,PAS,True,83,454
ENSG00000067445.20,chrX,54928602,54931436,PAS,True,353,424
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,549,668
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,558,678
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,128,678
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,21,156
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,64,365
ENSG00000147274.14,chrX,136872345,136873245,IR,False,131,178
ENSG00000147274.14,chrX,136872345,136875085,ES,True,73,186
ENSG00000147274.14,chrX,136872345,136875085,IR,False,73,103
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,495,738
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,249,718
ENSG00000133106.14,chr13,42888502,42895008,ES,False,112,142
ENSG00000133106.14,chr13,42991977,42992416,TSS,True,22,167
PB_novel_219119,chr13,61088762,61089013,TSS,True,49,115
PB_novel_219119,chr13,61089496,61090920,TSS,True,88,115
PB_novel_219119,chr13,61094019,61094403,PAS,True,62,114
PB_novel_219119,chr13,61094022,61094403,PAS,True,74,114
ENSG00000136108.14,chr13,52456607,52460898,3AS,False,170,224
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,354,586
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,461,666
ENSG00000136144.11,chr13,49567320,49580504,3AS,True,97,110
ENSG00000136144.11,chr13,49585443,49585671,TSS,False,25,145
ENSG00000198176.12,chr13,113584888,113585773,5AS,True,153,179
ENSG00000198176.12,chr13,113623286,113633119,ES,False,62,197
ENSG00000198176.12,chr13,113636700,113640119,ES,True,24,207
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,48,186
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,85,240
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,79,355
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,35,133
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,46,144
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,109,144
ENSG00000150403.17,chr13,113539507,113548302,ES,True,36,155
ENSG00000120699.12,chr13,37000369,37000822,TSS,True,20,177
ENSG00000120675.5,chr13,43023375,43023734,TSS,False,174,262
ENSG00000120675.5,chr13,43055379,43055543,TSS,True,227,262
ENSG00000120675.5,chr13,43060298,43062295,TSS,True,178,262
ENSG00000121741.16,chr13,19960026,19993062,ES,False,85,107
ENSG00000121741.16,chr13,19993564,19993825,IR,False,37,109
ENSG00000121741.16,chr13,19958671,19958841,TSS,True,121,193
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,21,140
ENSG00000234787.7,chr13,54127429,54132612,ES,False,20,124
ENSG00000234787.7,chr13,54108884,54110329,PAS,True,128,151
ENSG00000234787.7,chr13,54112705,54116209,PAS,True,109,149
ENSG00000234787.7,chr13,54124323,54125272,PAS,True,131,149
ENSG00000234787.7,chr13,54122570,54127429,PAS,True,120,147
ENSG00000234787.7,chr13,54132612,54132892,TSS,True,26,151
ENSG00000234787.7,chr13,54130873,54132865,TSS,True,133,151
ENSG00000130177.15,chr13,114242280,114243256,IR,True,87,100
ENSG00000130177.15,chr13,114259398,114262878,ES,True,11,108
ENSG00000130177.15,chr13,114272481,114272563,IR,False,38,123
ENSG00000130177.15,chr13,114234869,114235132,TSS,True,24,127
ENSG00000130177.15,chr13,114272563,114272744,PAS,True,88,127
ENSG00000130177.15,chr13,114272183,114272742,PAS,True,42,124
ENSG00000125249.6,chr13,97434094,97434784,TSS,True,36,132
ENSG00000102753.9,chr13,49792437,49792685,TSS,False,28,143
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,28,105
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,24,143
ENSG00000043355.11,chr13,99981759,99983139,TSS,False,19,152
ENSG00000150510.16,chr13,51221943,51222569,TSS,True,20,107
ENSG00000133104.13,chr13,36335832,36346581,ES,True,110,158
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,36,195
ENSG00000133112.16,chr13,45341041,45341258,TSS,True,83,297
ENSG00000136158.11,chr13,80340621,80341335,TSS,False,21,100
ENSG00000175198.16,chr13,100530097,100530438,PAS,True,12,112
ENSG00000134884.14,chr13,106557131,106559431,IR,False,131,320
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,40,367
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,38,310
ENSG00000139842.14,chr13,113263486,113267108,PAS,True,45,305
ENSG00000139842.14,chr13,113229641,113231176,PAS,True,248,286
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,163,1382
ENSG00000102699.5,chr13,24512705,24512840,TSS,False,36,112
ENSG00000152767.16,chr13,98142661,98143492,TSS,True,111,398
ENSG00000126226.21,chr13,113177976,113178173,IR,False,32,108
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,99,131
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,54,130
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,111,131
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,16,131
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,24,156
ENSG00000102572.14,chr13,98576744,98577497,TSS,True,29,191
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,49,354
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,59,231
ENSG00000102804.14,chr13,44573162,44577306,TSS,True,196,235
ENSG00000169062.14,chr13,114281181,114281846,TSS,True,75,110
ENSG00000169062.14,chr13,114281611,114282127,TSS,True,43,110
ENSG00000169062.14,chr13,114304788,114305828,PAS,True,14,109
ENSG00000125257.14,chr13,95019828,95021682,PAS,True,42,249
ENSG00000125257.14,chr13,95088460,95096179,PAS,True,196,218
ENSG00000125257.14,chr13,95301240,95301925,TSS,True,79,267
ENSG00000136100.13,chr13,52450498,52450670,TSS,True,25,209
ENSG00000102710.19,chr13,37009809,37012191,ES,False,152,190
ENSG00000102710.19,chr13,37022080,37024034,3AS,False,113,168
ENSG00000102710.19,chr13,37022080,37024034,IR,True,113,133
ENSG00000102710.19,chr13,37045373,37047534,3AS,False,145,181
ENSG00000102710.19,chr13,37059558,37059735,TSS,True,37,199
ENSG00000132432.13,chr7,54757594,54759161,5AS,False,18,172
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,41,192
ENSG00000122779.17,chr7,138554864,138567480,5AS,False,35,144
ENSG00000122779.17,chr7,138460166,138460912,TSS,True,19,157
ENSG00000198742.9,chr7,99033112,99035514,3AS,True,29,102
ENSG00000198742.9,chr7,99143725,99144166,TSS,True,23,114
ENSG00000277053.4,chr7,75186527,75187219,IR,False,121,139
ENSG00000277053.4,chr7,75185382,75186527,PAS,True,22,144
ENSG00000277053.4,chr7,75185382,75187295,PAS,True,125,143
ENSG00000277053.4,chr7,75237292,75238088,TSS,False,29,160
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,197,301
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,111,304
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,49,249
ENSG00000185274.11,chr7,71131317,71133042,TSS,True,26,148
ENSG00000166508.17,chr7,100099203,100099278,IR,False,212,252
ENSG00000166508.17,chr7,100099403,100099588,IR,False,205,245
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,72,287
ENSG00000106009.15,chr7,2539888,2540978,IR,False,169,189
ENSG00000106009.15,chr7,2542211,2543203,IR,False,187,208
ENSG00000106009.15,chr7,2543323,2543589,IR,False,160,203
ENSG00000106009.15,chr7,2545053,2547323,3AS,True,25,192
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,175,221
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,76,221
ENSG00000178234.12,chr7,152025884,152094189,ES,False,103,129
ENSG00000164818.15,chr7,727315,754588,ES,True,22,166
ENSG00000146966.12,chr7,140602542,140640503,ES,True,51,102
ENSG00000146966.12,chr7,140640503,140640842,TSS,True,15,117
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,27,189
ENSG00000198420.9,chr7,143854142,143857099,5AS,False,109,151
ENSG00000198420.9,chr7,143876622,143902026,5AS,False,38,112
ENSG00000198420.9,chr7,143901960,143902185,TSS,True,119,193
ENSG00000198420.9,chr7,143902026,143902191,TSS,True,154,193
ENSG00000122566.21,chr7,26190460,26190992,IR,False,188,282
ENSG00000122566.21,chr7,26190460,26191055,5AS,True,24,212
ENSG00000122566.21,chr7,26190460,26191055,IR,True,24,118
ENSG00000122566.21,chr7,26191128,26192494,IR,False,52,258
ENSG00000122566.21,chr7,26192338,26192494,IR,False,992,1212
ENSG00000122566.21,chr7,26197732,26197830,IR,False,142,158
ENSG00000122566.21,chr7,26197732,26200571,ES,False,965,1106
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,1147,1363
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,301,1287
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,243,1364
ENSG00000135164.18,chr7,87152383,87152555,TSS,False,37,114
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,33,236
ENSG00000133606.10,chr7,140456185,140456866,PAS,True,197,229
ENSG00000002822.15,chr7,2222754,2229983,ES,False,18,104
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,16,118
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,24,134
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,32,316
ENSG00000263001.5,chr7,74716950,74728785,ES,False,131,348
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,69,402
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,45,387
ENSG00000170632.13,chr7,103075411,103083681,ES,False,73,104
ENSG00000170632.13,chr7,103086764,103097276,ES,False,18,101
ENSG00000003147.18,chr7,8157214,8158526,IR,True,88,101
ENSG00000003147.18,chr7,8232752,8235909,3AS,False,19,101
ENSG00000003147.18,chr7,8262093,8262410,TSS,True,89,109
ENSG00000003147.18,chr7,8261999,8262204,TSS,True,98,109
ENSG00000003147.18,chr7,8262439,8262598,TSS,True,39,109
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,128,190
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,80,208
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,159,208
ENSG00000087077.13,chr7,100870743,100871542,IR,True,134,149
ENSG00000087077.13,chr7,100867318,100867606,TSS,True,19,153
ENSG00000146842.16,chr7,130205372,130205437,TSS,False,19,119
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,86,240
ENSG00000005486.16,chr7,75879260,75881828,ES,False,162,217
ENSG00000146918.19,chr7,158646563,158652292,ES,False,31,164
ENSG00000146918.19,chr7,158704723,158704834,TSS,True,27,176
ENSG00000146540.14,chr7,1127386,1138208,5AS,True,33,101
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,119,260
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,205,262
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,229,262
ENSG00000197993.8,chr7,142944741,142946206,5AS,True,115,129
ENSG00000197993.8,chr7,142962203,142962381,TSS,False,56,142
ENSG00000197993.8,chr7,142954464,142957944,TSS,True,117,142
ENSG00000257923.10,chr7,101815706,101816093,TSS,True,42,130
ENSG00000257923.10,chr7,102283020,102283959,PAS,True,57,130
ENSG00000257923.10,chr7,102248411,102250079,PAS,True,76,103
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,53,185
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,138,185
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,85,262
ENSG00000164880.15,chr7,1504322,1504580,TSS,False,98,152
ENSG00000169919.16,chr7,65974704,65976014,ES,False,65,120
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,13,109
ENSG00000164896.19,chr7,151077027,151077100,IR,False,132,155
ENSG00000164896.19,chr7,151077236,151077309,IR,False,114,158
ENSG00000164896.19,chr7,151077401,151077620,IR,False,132,157
ENSG00000164896.19,chr7,151077780,151077878,IR,False,128,157
ENSG00000164896.19,chr7,151079021,151079499,IR,False,114,134
ENSG00000164896.19,chr7,151079922,151080684,IR,True,85,119
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,69,164
ENSG00000164896.19,chr7,151079499,151080863,TSS,True,142,164
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,84,306
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,228,306
ENSG00000160917.14,chr7,99452440,99453965,IR,True,132,151
ENSG00000160917.14,chr7,99452440,99454040,3AS,False,43,175
ENSG00000160917.14,chr7,99438683,99439185,TSS,True,28,234
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,19,153
ENSG00000105983.20,chr7,156892927,156893214,TSS,True,12,101
ENSG00000106290.14,chr7,100113954,100114083,5AS,False,52,302
ENSG00000106290.14,chr7,100114268,100119203,ES,False,213,246
ENSG00000106290.14,chr7,100119203,100119373,TSS,True,67,315
ENSG00000174469.21,chr7,148339460,148339633,TSS,False,116,407
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,17,163
ENSG00000157800.17,chr7,140337349,140348625,ES,False,16,137
ENSG00000157800.17,chr7,140351451,140352061,3AS,False,111,135
ENSG00000106609.16,chr7,66921099,66921461,TSS,True,17,121
ENSG00000155561.14,chr7,135557690,135557972,TSS,False,41,122
ENSG00000128595.16,chr7,128748804,128758870,ME,False,135,646
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,274,359
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,296,381
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,106,381
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,73,191
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,58,215
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,50,219
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,55,195
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,39,247
ENSG00000086232.12,chr7,6058965,6059230,TSS,True,27,265
ENSG00000128567.16,chr7,131509585,131510827,ES,False,598,839
ENSG00000128567.16,chr7,131510328,131510827,3AS,True,36,241
ENSG00000128567.16,chr7,131556259,131556751,TSS,True,683,1482
ENSG00000164828.17,chr7,816673,838797,ES,False,43,122
ENSG00000164828.17,chr7,843520,851949,ES,False,65,137
ENSG00000164828.17,chr7,852667,852812,3AS,False,41,146
ENSG00000164828.17,chr7,815868,816673,TSS,True,63,188
ENSG00000013374.16,chr7,151341680,151341846,TSS,False,42,119
ENSG00000013374.16,chr7,151341779,151341965,TSS,True,96,119
ENSG00000013374.16,chr7,151377046,151378459,PAS,True,40,116
ENSG00000013374.16,chr7,151361058,151363453,PAS,True,88,114
ENSG00000160813.6,chr7,100435533,100435630,IR,True,110,138
ENSG00000160813.6,chr7,100435767,100435847,IR,False,72,138
ENSG00000160813.6,chr7,100436064,100436140,IR,True,87,145
ENSG00000160813.6,chr7,100435281,100435533,PAS,True,29,145
ENSG00000160813.6,chr7,100435630,100436469,TSS,True,126,145
ENSG00000160813.6,chr7,100436140,100436535,TSS,False,58,145
ENSG00000160813.6,chr7,100435847,100436477,TSS,True,121,145
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,60,575
ENSG00000004864.13,chr7,96208977,96277195,ES,False,13,120
ENSG00000004864.13,chr7,96321941,96322368,TSS,True,33,156
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,97,534
ENSG00000159840.15,chr7,143381409,143381559,3AS,True,169,292
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,37,330
ENSG00000106636.7,chr7,44200964,44201239,TSS,True,17,125
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,46,179
