gene,chr,start,end,splice_type,novel,GM12878_ENCFF648NAR_in_cov,GM12878_ENCFF648NAR_total_cov
ENSG00000146457.15,chr6,159748190,159749421,PAS,True,15,105
ENSG00000124784.8,chr6,7417330,7418037,PAS,False,130,296
ENSG00000124784.8,chr6,7414237,7415399,PAS,True,188,296
ENSG00000074706.13,chr6,154247448,154247686,TSS,True,187,318
ENSG00000074706.13,chr6,154246590,154246877,TSS,True,177,318
ENSG00000153975.9,chr6,116635615,116635879,PAS,False,18,125
ENSG00000153975.9,chr6,116668565,116668832,TSS,False,14,125
ENSG00000204356.13,chr6,31954877,31955058,3AS,False,28,135
ENSG00000065833.8,chr6,83430876,83431533,TSS,False,21,117
ENSG00000065833.8,chr6,83228825,83228926,TSS,True,96,112
ENSG00000198721.12,chr6,4133701,4135510,3AS,False,238,374
ENSG00000111859.16,chr6,11183297,11185671,PAS,True,82,153
ENSG00000111859.16,chr6,11350965,11352780,PAS,False,88,122
ENSG00000111859.16,chr6,11382138,11382356,TSS,True,46,166
ENSG00000112343.10,chr6,25962855,25963048,5AS,True,214,261
ENSG00000112343.10,chr6,25962439,25962855,TSS,False,94,308
ENSG00000112343.10,chr6,25962830,25962917,TSS,True,258,308
ENSG00000111880.15,chr6,88963345,88963644,TSS,True,30,102
ENSG00000005194.14,chr16,57439295,57440771,3AS,False,70,457
ENSG00000131165.14,chr16,89657581,89657726,TSS,True,13,105
ENSG00000086504.16,chr16,370498,370549,TSS,False,90,273
ENSG00000086504.16,chr16,369930,370228,TSS,True,199,273
ENSG00000167005.13,chr16,56451086,56451354,TSS,True,32,284
ENSG00000205937.11,chr16,2264331,2268054,ES,False,58,120
ENSG00000205937.11,chr16,2268054,2268391,TSS,False,48,170
ENSG00000169180.11,chr16,28111816,28111964,TSS,False,132,152
ENSG00000169180.11,chr16,28156073,28156419,TSS,True,72,152
ENSG00000102897.9,chr16,20900403,20900535,TSS,True,83,161
ENSG00000102897.9,chr16,20900542,20900889,TSS,True,99,161
ENSG00000155330.9,chr16,46803070,46824385,ES,False,32,134
ENSG00000122299.11,chr16,11749277,11751506,PAS,True,79,103
ENSG00000122299.11,chr16,11756276,11756370,PAS,True,48,103
ENSG00000122299.11,chr16,11782286,11782773,TSS,True,70,102
ENSG00000122299.11,chr16,11782466,11782718,TSS,True,81,102
ENSG00000122299.11,chr16,11782863,11783637,TSS,False,85,102
ENSG00000103194.15,chr16,84699954,84700111,TSS,True,84,402
ENSG00000103194.15,chr16,84778894,84779926,PAS,True,58,392
ENSG00000166501.13,chr16,23835934,23836348,TSS,True,129,208
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,21,126
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,25,130
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,109,130
ENSG00000129636.12,chr16,47154385,47155778,PAS,True,18,155
ENSG00000181019.12,chr16,69713129,69718122,ES,False,12,119
ENSG00000156873.15,chr16,30751281,30751548,IR,False,115,128
ENSG00000156873.15,chr16,30756272,30756366,3AS,False,117,143
ENSG00000205629.11,chr16,25111768,25128474,5AS,False,17,111
ENSG00000205629.11,chr16,25111696,25111768,TSS,False,123,140
ENSG00000205629.11,chr16,25111706,25111996,TSS,True,21,140
ENSG00000103051.18,chr16,70523372,70523560,TSS,True,22,192
ENSG00000083799.17,chr16,50742045,50742124,TSS,True,78,129
ENSG00000083799.17,chr16,50742118,50742841,TSS,True,110,129
ENSG00000083799.17,chr16,50742115,50742662,TSS,True,109,129
ENSG00000083799.17,chr16,50796323,50801935,PAS,True,73,120
ENSG00000083799.17,chr16,50791557,50791607,PAS,True,94,117
ENSG00000083799.17,chr16,50786854,50787749,PAS,True,98,116
ENSG00000083799.17,chr16,50777824,50778134,PAS,True,99,111
ENSG00000141076.17,chr16,69132343,69132689,TSS,True,20,120
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,59,443
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,255,1634
ENSG00000159593.14,chr16,66826780,66830846,ES,False,335,381
ENSG00000159593.14,chr16,66802876,66803118,PAS,True,45,410
ENSG00000177200.17,chr16,53054978,53055077,TSS,True,98,188
ENSG00000177200.17,chr16,53130742,53131058,TSS,False,123,159
ENSG00000177200.17,chr16,53098814,53099268,TSS,True,169,188
ENSG00000177200.17,chr16,53226365,53226401,PAS,False,117,175
ENSG00000177200.17,chr16,53121299,53122460,PAS,True,89,117
ENSG00000177200.17,chr16,53209481,53210290,PAS,True,139,175
ENSG00000177200.17,chr16,53222643,53222755,PAS,False,129,175
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,86,137
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,89,138
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,52,138
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,17,106
ENSG00000179889.18,chr16,15036015,15037698,PAS,True,54,102
ENSG00000179889.18,chr16,15138878,15139621,PAS,False,84,106
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,63,589
ENSG00000149925.18,chr16,30064052,30064248,TSS,True,1473,3326
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,2247,3326
ENSG00000066654.13,chr16,20736358,20736859,IR,False,61,238
ENSG00000066654.13,chr16,20733663,20736358,PAS,False,182,245
ENSG00000066654.13,chr16,20733663,20737286,PAS,True,67,244
ENSG00000104731.13,chr16,87708072,87708349,3AS,False,29,105
ENSG00000104731.13,chr16,87726924,87748672,ES,False,13,114
ENSG00000104731.13,chr16,87755292,87756398,5AS,True,97,112
ENSG00000104731.13,chr16,87707811,87708072,PAS,True,86,115
ENSG00000104731.13,chr16,87707811,87708075,PAS,True,39,115
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,133,328
ENSG00000205609.12,chr16,28403786,28403852,TSS,False,80,101
ENSG00000058600.15,chr16,22297352,22297537,TSS,True,24,106
ENSG00000141002.19,chr16,89907322,89910590,ES,False,176,211
ENSG00000188603.19,chr16,28491713,28492079,TSS,True,83,100
ENSG00000188603.19,chr16,28492019,28492296,TSS,True,35,100
ENSG00000103356.15,chr16,23521345,23524454,PAS,True,17,158
ENSG00000103356.15,chr16,23557204,23557395,TSS,True,24,160
ENSG00000197943.9,chr16,81927080,81927178,TSS,True,200,224
ENSG00000197943.9,chr16,81811160,81811288,TSS,True,201,237
ENSG00000074071.14,chr16,1772513,1772603,3AS,False,142,158
ENSG00000074071.14,chr16,1771888,1772513,PAS,True,19,162
ENSG00000074071.14,chr16,1772798,1773463,TSS,True,17,167
ENSG00000065427.14,chr16,75641723,75647577,ES,False,970,1160
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,212,1378
ENSG00000167264.17,chr16,68023351,68038005,ES,False,31,189
ENSG00000072864.14,chr16,15650294,15664735,ES,False,119,137
ENSG00000072864.14,chr16,15650200,15650294,TSS,True,23,162
ENSG00000072864.14,chr16,15724190,15728333,PAS,True,20,157
ENSG00000103415.11,chr16,4476487,4505483,ES,False,138,164
ENSG00000132600.16,chr16,68311099,68315896,ES,False,75,110
ENSG00000132600.16,chr16,68311099,68315896,5AS,False,75,110
ENSG00000132600.16,chr16,68346280,68352247,ES,False,26,159
ENSG00000132600.16,chr16,68310965,68311099,TSS,True,54,165
ENSG00000132600.16,chr16,68310915,68311111,TSS,True,130,165
ENSG00000103423.13,chr16,4450497,4455545,ES,False,203,290
ENSG00000166451.13,chr16,81028568,81031490,PAS,True,65,140
ENSG00000166451.13,chr16,81022754,81022880,PAS,False,95,139
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,40,192
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,210,241
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,40,247
ENSG00000177455.12,chr16,28932612,28932910,IR,False,178,207
ENSG00000177455.12,chr16,28931949,28932088,TSS,True,24,231
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,75,284
ENSG00000140694.16,chr16,14434984,14436772,PAS,True,51,236
ENSG00000140694.16,chr16,14444983,14447081,PAS,False,210,236
ENSG00000140694.16,chr16,14630106,14630312,TSS,True,46,240
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,283,2390
ENSG00000140968.10,chr16,85899129,85899223,TSS,True,205,911
ENSG00000140968.10,chr16,85902819,85903189,TSS,True,790,911
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,635,810
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,444,805
ENSG00000171490.12,chr16,11841030,11841820,PAS,True,538,805
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,141,364
ENSG00000005187.11,chr16,20777580,20780713,ES,False,86,103
ENSG00000005187.11,chr16,20786077,20786517,PAS,True,94,106
ENSG00000005187.11,chr16,20796885,20797635,PAS,True,18,106
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,177,210
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,119,210
ENSG00000140988.15,chr16,1962735,1962772,TSS,True,160,210
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,88,202
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,201,230
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,46,286
ENSG00000172775.16,chr16,57173869,57185824,5AS,False,20,134
ENSG00000172775.16,chr16,57173869,57186030,5AS,False,24,139
ENSG00000172775.16,chr16,57185824,57186058,TSS,True,176,201
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,173,201
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,87,201
ENSG00000167208.14,chr16,50668439,50669148,PAS,True,135,154
ENSG00000167208.14,chr16,50671631,50674074,PAS,True,23,147
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,29,202
ENSG00000196628.16,chr18,55229076,55232520,5AS,False,235,553
ENSG00000170579.16,chr18,3501853,3502645,PAS,True,70,100
ENSG00000170579.16,chr18,4455006,4455570,TSS,True,38,105
ENSG00000074695.5,chr18,59327822,59331129,PAS,True,155,175
ENSG00000074695.5,chr18,59345961,59346051,PAS,False,71,175
ENSG00000074695.5,chr18,59347512,59347571,PAS,True,133,175
ENSG00000175354.19,chr18,12785476,12785844,PAS,True,103,146
ENSG00000175354.19,chr18,12788451,12794485,PAS,True,47,137
ENSG00000175354.19,chr18,12884072,12884318,TSS,True,30,146
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,232,628
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,532,1166
ENSG00000133313.14,chr18,74496376,74500033,TSS,True,812,1163
ENSG00000066926.10,chr18,57586553,57586819,TSS,True,13,115
ENSG00000101745.16,chr18,9195698,9208656,ES,False,63,107
ENSG00000101745.16,chr18,9136768,9136965,TSS,True,43,118
ENSG00000101745.16,chr18,9136762,9137096,TSS,True,103,118
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,113,148
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,49,164
ENSG00000172466.15,chr18,35344359,35344449,TSS,True,129,164
ENSG00000078142.12,chr18,42081122,42087830,PAS,True,74,326
ENSG00000078142.12,chr18,42029324,42029440,PAS,True,282,324
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,240,1968
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,175,750
ENSG00000067900.7,chr18,20949739,20951387,PAS,True,116,138
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,96,115
ENSG00000067900.7,chr18,20991175,20991326,PAS,True,94,115
ENSG00000067900.7,chr18,20992831,20992937,PAS,True,80,115
ENSG00000067900.7,chr18,21008087,21008194,PAS,True,101,115
ENSG00000067900.7,chr18,20986681,20987110,PAS,True,102,115
ENSG00000067900.7,chr18,21110817,21111876,TSS,True,32,140
ENSG00000134758.13,chr18,32091852,32092235,TSS,True,71,121
ENSG00000134758.13,chr18,32092661,32092886,TSS,True,69,121
ENSG00000141452.9,chr18,23503480,23503720,TSS,True,16,114
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,128,145
ENSG00000080986.12,chr18,2616436,2616635,PAS,False,211,445
ENSG00000080986.12,chr18,2606414,2606508,PAS,True,352,445
ENSG00000080986.12,chr18,2601395,2601448,PAS,True,400,445
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,133,164
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,65,156
ENSG00000134779.14,chr18,36796070,36798609,PAS,True,139,155
ENSG00000134779.14,chr18,36828682,36829124,TSS,True,26,176
ENSG00000141380.13,chr18,26035127,26038554,ES,False,161,221
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,30,237
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,122,144
ENSG00000141424.12,chr18,36108526,36109745,PAS,True,79,181
ENSG00000141424.12,chr18,36122052,36122270,PAS,True,99,175
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,60,183
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,162,183
ENSG00000141424.12,chr18,36126218,36127728,TSS,True,155,183
ENSG00000182287.14,chrX,15825806,15827372,PAS,True,26,177
ENSG00000182287.14,chrX,15854687,15854862,TSS,True,29,182
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,42,237
ENSG00000213397.10,chrX,153454508,153455541,ES,False,87,127
ENSG00000130021.13,chrX,7105838,7148052,ES,False,146,165
ENSG00000130021.13,chrX,7148052,7148185,TSS,True,41,207
ENSG00000010404.17,chrX,149490440,149496345,ES,False,134,149
ENSG00000010404.17,chrX,149478768,149483218,PAS,False,51,155
ENSG00000010404.17,chrX,149487130,149487313,PAS,True,115,155
ENSG00000130066.16,chrX,23783883,23785327,IR,True,155,194
ENSG00000102390.10,chrX,76174949,76175472,IR,True,101,115
ENSG00000125354.22,chrX,119616940,119618786,PAS,True,157,298
ENSG00000125354.22,chrX,119627791,119629508,PAS,True,213,298
ENSG00000123595.7,chrX,13689288,13708720,ES,False,125,710
ENSG00000123562.16,chrX,103678600,103684680,3AS,False,67,113
ENSG00000123562.16,chrX,103678600,103685170,ES,False,209,276
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,209,368
ENSG00000123562.16,chrX,103678651,103685170,ES,False,98,144
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,64,483
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,22,161
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,69,201
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,69,297
ENSG00000215301.10,chrX,41347639,41350278,PAS,True,54,260
ENSG00000215301.10,chrX,41344238,41344371,PAS,True,203,234
ENSG00000156697.12,chrX,129929335,129929756,PAS,True,71,168
ENSG00000156697.12,chrX,129924794,129927163,PAS,False,147,168
ENSG00000156697.12,chrX,129919394,129919479,PAS,True,132,168
ENSG00000147162.13,chrX,71533061,71533336,TSS,True,74,111
ENSG00000147162.13,chrX,71555953,71556094,TSS,True,96,109
ENSG00000147162.13,chrX,71555186,71555385,TSS,True,88,109
ENSG00000086712.12,chrX,16786421,16786589,TSS,True,12,115
ENSG00000086712.12,chrX,16837592,16837948,PAS,True,56,105
ENSG00000086712.12,chrX,16841427,16844519,PAS,True,65,105
ENSG00000003096.14,chrX,118116507,118116814,TSS,True,17,106
ENSG00000147099.20,chrX,72329514,72330076,PAS,True,45,124
ENSG00000147099.20,chrX,72473399,72474729,PAS,True,84,124
ENSG00000123130.16,chrX,23733217,23735918,ES,False,44,178
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,129,154
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,32,154
ENSG00000185515.14,chrX,155071654,155073373,3AS,True,121,141
ENSG00000185515.14,chrX,155090839,155116056,ES,False,133,169
ENSG00000185515.14,chrX,155071397,155071654,TSS,True,42,183
ENSG00000185515.14,chrX,155071406,155071650,TSS,False,158,183
ENSG00000046647.13,chrX,14021511,14029776,ES,True,29,119
ENSG00000046647.13,chrX,14007542,14009169,PAS,True,15,125
ENSG00000165168.7,chrX,37779994,37780122,TSS,False,32,216
ENSG00000165168.7,chrX,37810790,37813461,PAS,False,28,202
ENSG00000001497.16,chrX,65524262,65524964,ES,False,354,516
ENSG00000147010.17,chrX,19533978,19536458,PAS,True,217,813
ENSG00000147010.17,chrX,19590841,19592147,PAS,False,694,790
ENSG00000147010.17,chrX,19594694,19595000,PAS,True,659,756
ENSG00000147010.17,chrX,19807366,19807797,TSS,True,712,819
ENSG00000147010.17,chrX,19799633,19799788,TSS,False,649,819
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,114,149
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,99,149
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,109,149
ENSG00000180964.16,chrX,103254017,103255077,ES,False,24,143
ENSG00000134602.15,chrX,132023203,132023407,TSS,True,72,130
ENSG00000185291.11,chrX,1352232,1352324,3AS,True,25,103
ENSG00000102174.8,chrX,22030551,22033123,TSS,False,165,261
ENSG00000102174.8,chrX,22037761,22038537,TSS,True,135,260
ENSG00000102174.8,chrX,22247850,22251310,PAS,False,80,257
ENSG00000102174.8,chrX,22221612,22221681,PAS,True,227,255
ENSG00000005302.18,chrX,11759712,11759792,IR,False,31,135
ENSG00000005302.18,chrX,11760309,11760402,IR,False,71,165
ENSG00000005302.18,chrX,11768460,11768572,IR,True,73,157
ENSG00000005302.18,chrX,11758214,11758365,TSS,True,669,805
ENSG00000005302.18,chrX,11758594,11759875,TSS,True,701,805
ENSG00000005302.18,chrX,11768385,11768682,TSS,True,652,736
ENSG00000005302.18,chrX,11759628,11760498,TSS,True,722,805
ENSG00000005302.18,chrX,11760117,11761582,TSS,True,714,794
ENSG00000005302.18,chrX,11768320,11768460,TSS,True,656,736
ENSG00000005302.18,chrX,11774979,11775758,PAS,True,96,804
ENSG00000130985.16,chrX,47190712,47190950,TSS,False,71,107
ENSG00000130985.16,chrX,47211062,47211225,TSS,True,93,105
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,24,102
ENSG00000102103.15,chrX,48902517,48902731,IR,False,92,105
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,45,110
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,86,110
ENSG00000102103.15,chrX,48897893,48898093,TSS,True,97,110
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,301,849
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,558,848
ENSG00000101888.11,chrX,109536844,109537021,TSS,True,58,103
ENSG00000101888.11,chrX,109537198,109537270,TSS,False,57,103
ENSG00000046651.14,chrX,13735346,13736477,ES,True,174,194
ENSG00000046651.14,chrX,13734687,13735083,TSS,True,57,242
ENSG00000046651.14,chrX,13752878,13753104,TSS,True,106,119
ENSG00000046651.14,chrX,13746779,13746953,PAS,True,105,206
ENSG00000046651.14,chrX,13768053,13768129,PAS,True,200,242
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,77,701
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,154,217
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,82,217
ENSG00000101868.10,chrX,24693827,24694004,TSS,True,36,113
ENSG00000101868.10,chrX,24693590,24693986,TSS,False,99,113
ENSG00000101868.10,chrX,24995804,24996986,PAS,True,96,109
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,88,653
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,115,680
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,592,680
ENSG00000130741.10,chrX,24076721,24078815,PAS,True,73,599
ENSG00000067992.13,chrX,24539133,24540858,PAS,True,58,118
ENSG00000067992.13,chrX,24533928,24535522,PAS,True,65,118
ENSG00000122122.9,chrX,129779876,129780154,TSS,True,21,103
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,238,969
ENSG00000072501.17,chrX,53405236,53405391,PAS,True,859,967
ENSG00000131269.16,chrX,75114831,75156104,3AS,False,126,235
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,101,133
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,91,215
ENSG00000125676.19,chrX,123668157,123668314,PAS,False,158,201
ENSG00000125676.19,chrX,123732951,123733102,TSS,True,34,231
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,78,112
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,21,136
ENSG00000068366.19,chrX,109641329,109644186,PAS,True,64,114
ENSG00000068366.19,chrX,109663301,109663402,PAS,True,65,112
ENSG00000068366.19,chrX,109677987,109678111,PAS,True,100,112
ENSG00000068366.19,chrX,109733138,109733373,TSS,True,15,124
ENSG00000085224.22,chrX,77683451,77683538,IR,False,39,289
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,58,191
ENSG00000085224.22,chrX,77688924,77696576,ES,False,53,111
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,53,230
ENSG00000085224.22,chrX,77688927,77696576,ES,False,45,177
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,42,293
ENSG00000085224.22,chrX,77681850,77683451,PAS,False,256,295
ENSG00000078589.12,chrX,78945495,78960507,ES,False,141,238
ENSG00000147274.14,chrX,136872345,136875085,ES,True,42,130
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,925,1083
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,163,1040
ENSG00000147274.14,chrX,136873245,136874422,TSS,True,136,161
ENSG00000197021.8,chrX,149934137,149937432,5AS,False,135,157
ENSG00000197021.8,chrX,149937480,149938192,5AS,False,108,146
ENSG00000197021.8,chrX,149928608,149930081,PAS,False,125,168
ENSG00000197021.8,chrX,149931209,149932767,PAS,True,44,168
ENSG00000197021.8,chrX,149938192,149938726,TSS,True,55,168
ENSG00000197021.8,chrX,149938141,149938872,TSS,True,135,168
PB_novel_32063,chr13,110879578,110880112,TSS,True,141,182
PB_novel_32063,chr13,110893027,110894403,PAS,True,132,182
ENSG00000123200.16,chr13,45975360,45975838,PAS,True,71,109
ENSG00000123200.16,chr13,46003163,46003336,PAS,True,71,104
ENSG00000123200.16,chr13,46008376,46010505,PAS,True,88,103
ENSG00000123200.16,chr13,46052403,46052765,TSS,True,58,123
ENSG00000123200.16,chr13,46052697,46053247,TSS,False,90,123
ENSG00000102580.14,chr13,95790872,95794989,PAS,True,105,127
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,36,127
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,18,106
ENSG00000244754.8,chr13,32538684,32538777,IR,False,12,105
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,64,123
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,84,121
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,95,118
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,107,127
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,105,127
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,51,127
ENSG00000188342.11,chr13,45283441,45284888,PAS,False,26,111
ENSG00000188342.11,chr13,45252870,45255164,PAS,True,88,111
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,46,150
ENSG00000198176.12,chr13,113584529,113584730,TSS,True,97,180
ENSG00000198176.12,chr13,113584723,113585849,TSS,True,148,180
ENSG00000083520.14,chr13,72778380,72781604,ME,False,22,113
ENSG00000083520.14,chr13,72757442,72759878,PAS,True,41,128
ENSG00000083520.14,chr13,72775519,72776092,PAS,True,107,121
ENSG00000083520.14,chr13,72781604,72782117,TSS,True,14,130
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,77,212
ENSG00000065150.18,chr13,98021735,98024777,PAS,True,39,201
ENSG00000088451.10,chr13,94593907,94596050,5AS,True,113,127
ENSG00000088451.10,chr13,94574046,94574852,PAS,False,22,133
ENSG00000088451.10,chr13,94574053,94576411,PAS,True,114,133
ENSG00000088451.10,chr13,94596050,94596278,TSS,False,19,133
ENSG00000088448.14,chr13,110893263,110906032,ES,False,93,126
ENSG00000088448.14,chr13,110878534,110880112,PAS,True,42,141
ENSG00000088448.14,chr13,110892602,110893263,PAS,True,112,140
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,20,151
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,58,184
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,61,187
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,129,187
ENSG00000120699.12,chr13,37003007,37004515,IR,False,276,316
ENSG00000120699.12,chr13,37009183,37011113,PAS,True,40,322
ENSG00000136104.20,chr13,50956357,50956764,PAS,True,33,102
ENSG00000136104.20,chr13,50969931,50972513,PAS,True,84,102
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,115,441
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,23,161
ENSG00000136122.15,chr13,72729093,72734959,ES,False,20,147
ENSG00000136122.15,chr13,72729093,72737961,ES,True,26,181
ENSG00000213995.11,chr13,110634595,110634671,IR,True,180,232
ENSG00000139618.14,chr13,32315470,32315667,TSS,True,24,148
ENSG00000139618.14,chr13,32332271,32335180,PAS,False,16,143
ENSG00000134899.19,chr13,102845800,102846354,TSS,True,25,152
ENSG00000134899.19,chr13,102875306,102876000,PAS,True,60,152
ENSG00000134899.19,chr13,102872197,102872270,PAS,True,112,151
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,65,499
ENSG00000133104.13,chr13,36335832,36346239,5AS,True,22,128
ENSG00000133104.13,chr13,36335832,36346313,5AS,True,19,146
ENSG00000133104.13,chr13,36301637,36304632,PAS,True,33,310
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,205,312
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,169,312
ENSG00000175198.16,chr13,100449305,100527674,ES,False,14,113
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,27,217
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,32,293
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,32,153
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,118,142
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,19,147
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,64,588
ENSG00000120690.15,chr13,41019227,41019379,TSS,False,56,107
ENSG00000120690.15,chr13,40982857,40982911,TSS,False,82,107
ENSG00000189403.14,chr13,30461533,30462537,IR,True,973,1084
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,207,1178
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,111,198
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,95,198
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,137,188
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,81,188
ENSG00000126226.21,chr13,113177976,113178173,IR,False,36,187
ENSG00000126226.21,chr13,113178008,113178173,IR,False,35,186
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,188,224
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,73,224
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,189,224
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,131,191
ENSG00000120694.19,chr13,31137193,31138568,PAS,False,160,190
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,142,189
ENSG00000120694.19,chr13,31143790,31143923,PAS,True,147,184
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,85,193
ENSG00000120694.19,chr13,31161981,31162365,TSS,True,145,193
ENSG00000102445.18,chr13,46368815,46387133,ES,False,13,109
ENSG00000102445.18,chr13,46387133,46387470,TSS,True,35,144
ENSG00000152193.7,chr13,78614280,78617122,PAS,False,15,116
ENSG00000152193.7,chr13,78659048,78659167,TSS,False,15,129
ENSG00000136161.12,chr13,48488958,48490251,PAS,True,23,151
ENSG00000136161.12,chr13,48511068,48511877,PAS,True,90,102
ENSG00000136161.12,chr13,48533027,48533256,TSS,True,52,151
ENSG00000136161.12,chr13,48492486,48492653,TSS,True,111,128
ENSG00000136161.12,chr13,48492439,48492626,TSS,False,101,128
ENSG00000132432.13,chr7,54757594,54759161,5AS,False,17,160
