gene,chr,start,end,splice_type,novel,heart_right_ventricle_ENCFF660UTF_in_cov,heart_right_ventricle_ENCFF660UTF_total_cov
ENSG00000172366.19,chr16,641794,642043,TSS,True,26,117
ENSG00000172366.19,chr16,648119,648475,PAS,True,15,118
ENSG00000140983.13,chr16,669606,670122,IR,False,145,162
ENSG00000140983.13,chr16,671000,671082,IR,False,116,193
ENSG00000140983.13,chr16,668079,668236,TSS,True,105,260
ENSG00000140983.13,chr16,668126,671203,TSS,True,233,260
ENSG00000124067.16,chr16,67968438,67968667,TSS,True,86,220
ENSG00000065054.13,chr16,2037600,2037858,3AS,False,15,127
ENSG00000065054.13,chr16,2026380,2027218,TSS,True,102,159
ENSG00000065054.13,chr16,2034553,2036503,TSS,True,132,153
ENSG00000065054.13,chr16,2033185,2033432,TSS,True,131,154
ENSG00000065054.13,chr16,2037825,2039025,PAS,True,27,136
ENSG00000065054.13,chr16,2037858,2039025,PAS,True,121,136
ENSG00000103479.15,chr16,53434429,53434796,TSS,False,23,113
ENSG00000103479.15,chr16,53490129,53491649,PAS,True,48,112
ENSG00000166816.14,chr16,75114165,75114525,3AS,False,151,190
ENSG00000166816.14,chr16,75116648,75116807,TSS,False,116,291
ENSG00000059122.16,chr16,2911831,2912154,TSS,True,45,133
ENSG00000059122.16,chr16,2933128,2933582,TSS,False,115,133
ENSG00000103316.10,chr16,21278081,21278370,TSS,True,36,172
ENSG00000103316.10,chr16,21267553,21269749,TSS,True,148,172
ENSG00000166592.11,chr16,66925408,66925536,TSS,True,118,563
ENSG00000168101.14,chr16,4693708,4693879,TSS,True,14,119
ENSG00000185739.13,chr16,4204634,4206952,5AS,True,42,158
ENSG00000185739.13,chr16,4204634,4242006,ME,True,92,240
ENSG00000185739.13,chr16,4204634,4242006,ME,True,92,240
ENSG00000185739.13,chr16,4204634,4242006,ES,True,1319,1559
ENSG00000185739.13,chr16,4242006,4242268,TSS,True,287,1850
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,84,398
ENSG00000140986.7,chr16,1954628,1954742,TSS,True,159,588
ENSG00000140986.7,chr16,1953955,1954554,TSS,True,520,588
ENSG00000087245.12,chr16,55478976,55479632,TSS,False,34,251
ENSG00000079616.12,chr16,29804117,29805026,TSS,True,152,227
ENSG00000079616.12,chr16,29805150,29805174,TSS,True,97,227
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,32,229
ENSG00000125124.11,chr16,56484344,56484867,PAS,True,14,100
ENSG00000125124.11,chr16,56470391,56470614,PAS,False,87,100
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,1416,6077
ENSG00000103495.13,chr16,29808741,29810076,ES,False,63,100
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,62,114
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,79,114
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,30,127
ENSG00000103342.12,chr16,11868127,11873171,PAS,True,71,173
ENSG00000103342.12,chr16,11889977,11891139,PAS,True,102,169
ENSG00000103342.12,chr16,11915368,11916001,TSS,True,51,178
ENSG00000103342.12,chr16,11896557,11896718,TSS,True,136,177
ENSG00000167191.11,chr16,19871815,19872200,TSS,True,106,122
ENSG00000167191.11,chr16,19884726,19884922,TSS,True,53,122
ENSG00000167978.16,chr16,2752618,2752846,TSS,True,66,117
ENSG00000141002.19,chr16,89907322,89910590,ES,False,92,109
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,48,144
ENSG00000141002.19,chr16,89911079,89911809,PAS,True,25,134
ENSG00000141002.19,chr16,89884581,89884609,PAS,False,94,110
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,25,177
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,34,199
ENSG00000185164.14,chr16,18561875,18562171,TSS,True,52,448
ENSG00000103260.8,chr16,716992,717070,IR,False,85,124
ENSG00000103260.8,chr16,715108,715393,TSS,True,31,147
ENSG00000103260.8,chr16,717070,719652,PAS,True,39,124
ENSG00000103260.8,chr16,716932,717478,PAS,True,87,124
ENSG00000177508.11,chr16,54285783,54286399,TSS,True,71,199
ENSG00000177508.11,chr16,54284496,54285172,TSS,True,149,199
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,147,178
ENSG00000050820.16,chr16,75234888,75235855,TSS,True,135,172
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,136,182
ENSG00000065427.14,chr16,75641723,75647577,ES,False,102,141
ENSG00000183751.14,chr16,1971963,1972205,TSS,True,38,100
ENSG00000183751.14,chr16,1973958,1974292,TSS,True,88,100
ENSG00000183751.14,chr16,1974315,1974679,TSS,False,89,100
ENSG00000063854.12,chr16,1823037,1826711,ES,False,106,154
ENSG00000063854.12,chr16,1826711,1827158,TSS,False,74,228
ENSG00000063854.12,chr16,1819896,1821507,TSS,True,188,228
ENSG00000103415.11,chr16,4476487,4505483,ES,False,178,206
ENSG00000103423.13,chr16,4450497,4455545,ES,False,137,204
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,92,569
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,36,237
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,87,379
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,89,374
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,57,101
ENSG00000038358.14,chr16,67880207,67880990,TSS,True,89,101
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,21,132
ENSG00000103066.12,chr16,68245247,68245553,TSS,True,22,115
ENSG00000103066.12,chr16,68255832,68255990,TSS,True,103,115
ENSG00000167969.12,chr16,2251429,2251514,IR,False,162,197
ENSG00000167969.12,chr16,2239877,2240145,PAS,True,22,207
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,48,210
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,175,210
ENSG00000161999.11,chr16,684065,684357,TSS,True,103,115
ENSG00000161999.11,chr16,684233,684412,TSS,True,42,115
ENSG00000103034.14,chr16,58464095,58464467,TSS,True,629,992
ENSG00000103034.14,chr16,58463373,58463797,TSS,True,639,992
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,124,592
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,1037,1268
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,406,1268
ENSG00000140988.15,chr16,1962735,1962772,TSS,True,1138,1268
ENSG00000140859.15,chr16,57798071,57798290,TSS,False,256,331
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,128,331
ENSG00000131143.8,chr16,85799230,85799752,TSS,True,701,2202
ENSG00000167930.15,chr16,259599,259995,3AS,False,50,238
ENSG00000167930.15,chr16,234790,234857,TSS,True,128,306
ENSG00000167930.15,chr16,247476,249654,TSS,True,257,306
ENSG00000103507.13,chr16,31112027,31112120,IR,False,136,194
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,51,197
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,160,197
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,58,194
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,134,192
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,68,160
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,207,320
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,115,320
ENSG00000178952.10,chr16,28846217,28846377,TSS,True,66,609
ENSG00000182108.10,chr16,10941568,10942473,TSS,True,21,169
ENSG00000162032.15,chr16,1778321,1778434,IR,False,85,123
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,46,127
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,102,127
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,28,132
ENSG00000118680.13,chr18,3262132,3262237,TSS,False,27,133
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,56,138
ENSG00000141447.17,chr18,24170331,24170453,PAS,True,97,138
ENSG00000180011.6,chr18,75208849,75209313,TSS,False,33,104
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,29,266
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,31,124
ENSG00000074695.5,chr18,59333090,59333181,TSS,True,98,113
ENSG00000141646.13,chr18,51030208,51030623,TSS,True,13,122
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,38,140
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,22,164
ENSG00000134775.15,chr18,36625514,36625749,TSS,True,92,106
ENSG00000134775.15,chr18,36297627,36298000,TSS,True,71,109
ENSG00000134775.15,chr18,36779447,36780061,PAS,True,35,104
ENSG00000101605.12,chr18,3185229,3187637,PAS,True,126,142
ENSG00000101605.12,chr18,3219802,3220010,TSS,True,618,750
ENSG00000101605.12,chr18,3134649,3134754,TSS,True,397,717
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,1662,2106
ENSG00000101608.12,chr18,3252133,3252325,TSS,False,586,2103
ENSG00000198796.6,chr18,58480201,58482039,PAS,False,15,100
ENSG00000198796.6,chr18,58628763,58629445,TSS,False,70,100
ENSG00000166974.12,chr18,35041387,35041661,TSS,False,55,101
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,52,218
ENSG00000134769.21,chr18,34493558,34494021,TSS,False,123,159
ENSG00000134769.21,chr18,34593317,34593538,TSS,True,115,159
ENSG00000134769.21,chr18,34710258,34710445,TSS,True,139,159
ENSG00000134769.21,chr18,34866110,34868170,PAS,True,85,149
ENSG00000134769.21,chr18,34829040,34829339,PAS,False,60,136
ENSG00000075336.11,chr18,74158276,74158375,IR,False,109,124
ENSG00000075336.11,chr18,74158375,74160512,PAS,True,15,124
ENSG00000075336.11,chr18,74158170,74158963,PAS,True,109,124
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,63,160
ENSG00000141448.8,chr18,22169431,22169682,TSS,False,92,156
ENSG00000141448.8,chr18,22171105,22172279,TSS,True,92,156
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,105,516
ENSG00000091164.12,chr18,56603056,56610992,ES,False,35,114
ENSG00000091164.12,chr18,56602026,56603056,PAS,True,13,127
ENSG00000173482.16,chr18,7566614,7604685,TSS,True,69,122
ENSG00000173482.16,chr18,8406108,8406961,PAS,True,12,109
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,33,208
ENSG00000182287.14,chrX,15827372,15845378,ES,False,24,158
ENSG00000178605.13,chrX,315020,316913,ES,True,27,170
ENSG00000178605.13,chrX,318438,318864,TSS,False,38,229
ENSG00000002586.19,chrX,2714454,2719660,ES,False,29,188
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,66,248
ENSG00000067829.18,chrX,153794245,153794429,TSS,True,18,116
ENSG00000214717.11,chrX,2490769,2500816,3AS,False,55,143
ENSG00000214717.11,chrX,2486435,2490769,PAS,True,100,156
ENSG00000214717.11,chrX,2486424,2490772,PAS,True,56,156
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,89,232
ENSG00000205542.10,chrX,12975104,12975168,TSS,False,36,351
ENSG00000156709.13,chrX,130165550,130165866,TSS,True,35,321
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,28,147
ENSG00000197976.11,chrX,1599432,1600658,IR,True,87,101
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,19,132
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,102,116
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,15,116
ENSG00000130821.15,chrX,153687912,153688836,TSS,True,116,158
ENSG00000069535.13,chrX,43882253,43882534,TSS,True,44,309
ENSG00000131174.5,chrX,77899467,77899593,TSS,True,115,705
ENSG00000189221.9,chrX,43656115,43656414,TSS,True,23,212
ENSG00000123130.16,chrX,23733217,23735918,ES,False,28,101
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,39,153
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,144,297
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,158,297
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,103,121
ENSG00000071889.16,chrX,154515812,154515909,IR,False,30,129
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,109,139
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,40,139
ENSG00000196924.15,chrX,154350207,154350908,IR,False,229,262
ENSG00000196924.15,chrX,154351041,154351580,IR,False,211,259
ENSG00000196924.15,chrX,154355072,154357433,ES,False,77,106
ENSG00000196924.15,chrX,154359483,154359649,TSS,False,263,297
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,219,297
ENSG00000102409.9,chrX,103215113,103215238,TSS,True,53,100
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,415,1512
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,74,101
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,56,101
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,35,234
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,147,305
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,268,305
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,224,305
ENSG00000102038.15,chrX,129492093,129496749,ES,False,80,107
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,36,109
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,89,109
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,111,204
ENSG00000130985.16,chrX,47201475,47201610,TSS,True,182,204
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,656,799
ENSG00000022267.16,chrX,136197023,136197134,TSS,True,479,797
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,147,396
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,313,396
ENSG00000102181.20,chrX,150795486,150831230,ES,False,28,147
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,63,214
ENSG00000102316.16,chrX,54815690,54815880,IR,True,186,237
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,84,244
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,194,244
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,52,244
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,191,241
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,31,185
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,41,195
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,164,195
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,19,140
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,106,147
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,177,248
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,110,248
ENSG00000005893.15,chrX,120426148,120428626,PAS,False,215,249
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,34,101
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,87,100
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,610,1157
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,549,1155
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,13,110
ENSG00000085224.22,chrX,77683451,77683538,IR,False,15,127
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,21,106
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,101,121
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,19,128
ENSG00000085224.22,chrX,77681850,77683451,PAS,False,113,128
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,33,137
ENSG00000085224.22,chrX,77785844,77786229,TSS,True,117,137
ENSG00000167393.17,chrX,373531,374072,TSS,False,79,400
ENSG00000166681.13,chrX,103376345,103376613,TSS,True,26,122
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,89,102
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,17,102
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,80,104
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,35,101
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,25,102
ENSG00000150401.14,chr13,113483839,113485436,TSS,True,91,131
ENSG00000150401.14,chr13,113490666,113490984,TSS,True,89,131
ENSG00000150401.14,chr13,113490432,113490676,TSS,True,115,131
ENSG00000150401.14,chr13,113485503,113485624,TSS,True,115,131
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,89,135
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,33,132
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,32,203
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,93,148
ENSG00000198176.12,chr13,113584888,113585773,5AS,True,83,103
ENSG00000198176.12,chr13,113623286,113633119,ES,False,18,120
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,30,107
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,41,126
ENSG00000198176.12,chr13,113584697,113585427,TSS,False,111,126
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,33,136
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,17,119
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,20,140
ENSG00000132938.19,chr13,29428413,29428896,TSS,True,33,166
ENSG00000174032.16,chr13,45418299,45418444,TSS,True,44,110
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,41,114
ENSG00000213995.11,chr13,110634675,110634776,TSS,True,97,114
ENSG00000213995.11,chr13,110638377,110640173,PAS,False,25,104
ENSG00000213995.11,chr13,110638241,110639996,PAS,True,87,104
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,710,1527
ENSG00000133112.16,chr13,45341041,45341258,TSS,True,154,1002
ENSG00000136111.13,chr13,75312898,75324236,ES,False,96,134
ENSG00000136111.13,chr13,75326423,75336920,ES,True,29,140
ENSG00000136111.13,chr13,75283500,75287025,PAS,True,84,172
ENSG00000136111.13,chr13,75309955,75310151,PAS,False,89,159
ENSG00000136111.13,chr13,75481269,75482649,TSS,False,56,176
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,19,189
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,52,145
ENSG00000126226.21,chr13,113177976,113178173,IR,False,21,112
ENSG00000126226.21,chr13,113178008,113178173,IR,False,11,102
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,103,124
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,33,124
ENSG00000122033.14,chr13,27434757,27435893,PAS,True,20,135
ENSG00000122033.14,chr13,27450508,27450616,TSS,True,71,138
ENSG00000122033.14,chr13,27450141,27450564,TSS,True,119,138
ENSG00000122033.14,chr13,27450063,27450191,TSS,True,104,138
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,50,283
ENSG00000153531.13,chr13,113419489,113422979,PAS,True,23,185
ENSG00000153531.13,chr13,113453223,113454332,TSS,False,229,385
ENSG00000135218.18,chr7,80602154,80602379,TSS,True,492,1337
ENSG00000135218.18,chr7,80638500,80638746,TSS,True,1052,1329
ENSG00000135218.18,chr7,80673982,80674420,PAS,True,568,1249
ENSG00000135218.18,chr7,80676383,80679276,PAS,False,740,1253
ENSG00000106153.12,chr7,56106363,56106485,TSS,True,24,196
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,161,179
ENSG00000136235.16,chr7,23246731,23246927,TSS,True,55,259
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,69,257
ENSG00000136235.16,chr7,23256891,23258043,PAS,True,165,210
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,137,513
ENSG00000185274.11,chr7,71131317,71133042,TSS,True,61,264
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,371,816
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,25,117
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,200,255
ENSG00000136261.14,chr7,16661206,16661252,TSS,True,146,255
ENSG00000122566.21,chr7,26197732,26200571,ES,False,183,223
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,241,273
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,49,260
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,48,274
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,29,269
ENSG00000133606.10,chr7,140456185,140456866,PAS,True,240,269
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,27,130
ENSG00000106025.8,chr7,120856697,120857051,TSS,True,114,130
ENSG00000154678.16,chr7,31751177,31753553,PAS,True,269,326
ENSG00000154678.16,chr7,31786282,31790259,PAS,True,80,308
ENSG00000154678.16,chr7,32070292,32071007,TSS,True,51,334
ENSG00000122550.17,chr7,23106146,23123776,ES,False,324,412
ENSG00000122550.17,chr7,23105733,23106146,TSS,True,92,506
ENSG00000122550.17,chr7,23105761,23106794,TSS,True,431,506
ENSG00000105974.11,chr7,116526388,116526524,IR,False,14,120
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,248,301
ENSG00000105974.11,chr7,116525191,116525805,TSS,True,242,301
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,198,301
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,91,429
ENSG00000146963.17,chr7,139360322,139376061,ES,False,121,137
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,44,149
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,121,149
ENSG00000090263.15,chr7,141014910,141014963,TSS,True,13,107
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,31,110
ENSG00000171130.18,chr7,149873952,149874169,TSS,True,42,144
ENSG00000164896.19,chr7,151077236,151077309,IR,False,191,214
ENSG00000164896.19,chr7,151079922,151080684,5AS,False,105,155
ENSG00000164896.19,chr7,151079922,151080684,IR,True,105,119
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,108,217
ENSG00000164896.19,chr7,151079499,151080863,TSS,True,178,217
ENSG00000164896.19,chr7,151080436,151080839,TSS,False,168,217
ENSG00000154415.7,chr7,113918214,113919008,TSS,True,20,137
ENSG00000154415.7,chr7,113918818,113919009,TSS,False,123,137
ENSG00000128591.15,chr7,128849578,128850383,ES,False,323,391
ENSG00000128591.15,chr7,128852942,128853621,TSS,True,1067,1456
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,800,1682
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,973,1681
ENSG00000274523.4,chr7,75073413,75073871,TSS,True,33,125
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,80,581
ENSG00000128609.14,chr7,123557403,123557455,TSS,True,521,581
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,24,152
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,15,148
ENSG00000128595.16,chr7,128748804,128758870,ME,False,114,736
ENSG00000106078.18,chr7,51184199,51190849,ES,False,60,107
ENSG00000106078.18,chr7,51316592,51317116,TSS,True,28,127
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,28,166
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,157,196
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,227,265
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,107,265
ENSG00000075624.14,chr7,5528719,5529160,ES,False,215,245
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,62,303
ENSG00000164649.19,chr7,21908507,21916753,ES,False,65,144
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,23,100
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,37,105
ENSG00000128567.16,chr7,131556259,131556751,TSS,True,120,140
ENSG00000164828.17,chr7,816673,838797,ES,False,46,287
ENSG00000164828.17,chr7,849603,851383,ES,False,237,271
ENSG00000164828.17,chr7,852667,852812,3AS,False,103,351
ENSG00000164828.17,chr7,852667,852812,IR,False,103,115
ENSG00000164828.17,chr7,815868,816673,TSS,True,115,403
ENSG00000261115.5,chr7,141301643,141301949,TSS,True,97,109
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,45,123
ENSG00000117868.15,chr7,158829088,158829628,TSS,True,14,106
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,11,106
ENSG00000122565.18,chr7,26212081,26213607,PAS,True,14,105
ENSG00000122565.18,chr7,26202970,26203022,PAS,True,92,104
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,57,110
ENSG00000133612.18,chr7,151117363,151117456,TSS,False,89,110
ENSG00000105953.14,chr7,44606547,44606653,TSS,True,301,355
ENSG00000105953.14,chr7,44707341,44707388,TSS,True,313,352
ENSG00000058404.19,chr7,44228924,44231005,ES,True,42,137
ENSG00000058404.19,chr7,44325356,44325759,TSS,True,95,216
ENSG00000136240.9,chr7,6483966,6484223,TSS,True,15,121
ENSG00000062582.13,chr7,43869376,43869456,IR,False,116,140
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,48,164
ENSG00000062582.13,chr7,43869307,43869517,TSS,True,140,164
ENSG00000146729.9,chr7,55964521,55964701,TSS,True,73,617
ENSG00000240583.11,chr7,30911731,30912293,TSS,False,195,362
ENSG00000158560.14,chr7,95813337,95869882,ES,False,46,120
ENSG00000197448.13,chr7,143265092,143265260,IR,False,108,126
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,52,166
ENSG00000136270.13,chr7,45103443,45105440,ES,False,25,136
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,30,126
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,71,169
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,139,169
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,77,612
ENSG00000106631.8,chr7,44141302,44141574,TSS,False,134,472
ENSG00000106631.8,chr7,44140960,44141332,TSS,True,416,472
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,15,118
ENSG00000146809.12,chr7,123601914,123604031,3AS,True,92,103
ENSG00000146809.12,chr7,123604212,123614500,ES,False,41,106
ENSG00000146809.12,chr7,123601707,123601914,TSS,True,15,119
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,135,271
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,41,315
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,179,314
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,178,314
ENSG00000055118.14,chr7,150949392,150950420,PAS,True,20,167
ENSG00000055118.14,chr7,150944929,150945514,PAS,False,160,195
ENSG00000055118.14,chr7,150952424,150954701,TSS,True,173,198
ENSG00000055118.14,chr7,150977837,150978405,TSS,True,136,198
ENSG00000055118.14,chr7,150958058,150958484,TSS,True,170,198
ENSG00000091136.13,chr7,107953529,107953742,TSS,False,84,101
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,51,101
ENSG00000105968.18,chr7,44826788,44830163,PAS,True,98,116
ENSG00000105968.18,chr7,44831986,44834562,PAS,True,32,116
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,60,160
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,90,148
ENSG00000122786.19,chr7,134891369,134891673,TSS,True,103,146
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,48,143
ENSG00000122786.19,chr7,134932987,134937664,PAS,True,76,109
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,12,109
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,42,123
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,367,557
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,97,690
ENSG00000122545.19,chr7,35801270,35832803,3AS,False,17,140
ENSG00000122545.19,chr7,35801040,35801270,TSS,True,20,163
ENSG00000122545.19,chr7,35904253,35907110,PAS,True,24,156
ENSG00000122545.19,chr7,35882483,35882564,PAS,True,137,155
ENSG00000136280.16,chr7,45000363,45063917,ES,False,23,101
ENSG00000189077.10,chr7,75988148,75988251,IR,False,189,233
ENSG00000189077.10,chr7,75994489,75994657,TSS,True,35,253
ENSG00000082014.16,chr7,151248484,151249400,TSS,True,36,129
ENSG00000160862.12,chr7,99975944,99976051,TSS,True,254,328
ENSG00000086289.11,chr7,37921208,37950199,ES,False,15,113
ENSG00000214022.11,chr7,150368167,150368941,TSS,True,156,241
ENSG00000214022.11,chr7,150371230,150374043,PAS,True,88,101
ENSG00000214022.11,chr7,150371227,150374043,PAS,True,21,101
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,31,124
