gene,chr,start,end,splice_type,novel,right_cardiac_atrium_ENCFF875QHC_in_cov,right_cardiac_atrium_ENCFF875QHC_total_cov
ENSG00000103495.13,chr16,29806687,29808293,TSS,True,172,194
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,138,194
ENSG00000159461.14,chr16,56425072,56425623,TSS,False,39,240
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,57,240
ENSG00000103342.12,chr16,11868127,11873171,PAS,True,31,261
ENSG00000103342.12,chr16,11889977,11891139,PAS,True,227,255
ENSG00000103342.12,chr16,11915368,11916001,TSS,True,32,269
ENSG00000167191.11,chr16,19871815,19872200,TSS,True,184,218
ENSG00000167191.11,chr16,19884726,19884922,TSS,True,77,219
ENSG00000103245.13,chr16,740919,741018,TSS,False,19,107
ENSG00000167978.16,chr16,2752846,2756333,5AS,False,72,111
ENSG00000167978.16,chr16,2752618,2752846,TSS,True,120,198
ENSG00000167978.16,chr16,2752350,2752854,TSS,True,155,198
ENSG00000141002.19,chr16,89907322,89910590,ES,False,181,206
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,50,239
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,65,248
ENSG00000185164.14,chr16,18561875,18562171,TSS,True,38,306
ENSG00000103260.8,chr16,716992,717070,IR,False,191,263
ENSG00000103260.8,chr16,715108,715393,TSS,True,39,296
ENSG00000103260.8,chr16,717070,719652,PAS,True,74,264
ENSG00000103260.8,chr16,716932,717478,PAS,True,193,264
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,35,142
ENSG00000103275.19,chr16,1324729,1327016,PAS,True,14,122
ENSG00000103502.13,chr16,29862720,29862814,IR,False,200,234
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,53,270
ENSG00000103502.13,chr16,29862585,29863191,TSS,True,237,270
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,204,260
ENSG00000050820.16,chr16,75234888,75235855,TSS,True,215,252
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,162,260
ENSG00000074071.14,chr16,1771888,1772513,PAS,True,18,174
ENSG00000074071.14,chr16,1772798,1773463,TSS,True,22,177
ENSG00000065427.14,chr16,75641723,75647577,ES,False,135,192
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,28,221
ENSG00000063854.12,chr16,1823037,1826711,ES,False,97,184
ENSG00000063854.12,chr16,1826711,1827158,TSS,False,71,255
ENSG00000063854.12,chr16,1819896,1821507,TSS,True,215,254
ENSG00000103415.11,chr16,4476487,4505483,ES,False,244,289
ENSG00000087258.14,chr16,56355081,56356102,IR,False,70,117
ENSG00000087258.14,chr16,56191342,56192353,TSS,True,45,157
ENSG00000087258.14,chr16,56354865,56357444,PAS,True,88,137
ENSG00000087258.14,chr16,56356102,56357444,PAS,True,70,140
ENSG00000103423.13,chr16,4450497,4455545,ES,False,212,276
ENSG00000103150.5,chr16,83899077,83899672,TSS,False,81,792
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,109,1005
ENSG00000133392.17,chr16,15704123,15714908,ES,False,72,113
ENSG00000133392.17,chr16,15703133,15704123,PAS,True,30,143
ENSG00000133392.17,chr16,15856940,15857362,TSS,True,110,154
ENSG00000133392.17,chr16,15750137,15750721,TSS,True,132,151
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,35,236
ENSG00000172831.11,chr16,66935711,66938036,5AS,False,98,129
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,50,155
ENSG00000172831.11,chr16,66934033,66935976,TSS,True,132,155
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,78,314
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,33,314
ENSG00000089486.16,chr16,4538701,4538833,TSS,True,71,102
ENSG00000089486.16,chr16,4538324,4538505,TSS,True,80,102
ENSG00000102978.12,chr16,57462641,57462810,TSS,True,16,115
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,37,182
ENSG00000103066.12,chr16,68249446,68254918,ES,False,98,113
ENSG00000153786.12,chr16,85011285,85011547,TSS,True,34,102
ENSG00000131149.18,chr16,85663614,85665975,ES,False,127,148
ENSG00000131149.18,chr16,85663614,85668139,ES,True,49,197
ENSG00000131149.18,chr16,85660881,85661765,TSS,False,209,332
ENSG00000167969.12,chr16,2251429,2251514,IR,False,174,209
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,51,225
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,189,225
ENSG00000161999.11,chr16,683441,683529,IR,False,232,272
ENSG00000161999.11,chr16,683909,684065,IR,False,209,239
ENSG00000161999.11,chr16,684233,684412,TSS,True,58,298
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,135,156
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,30,165
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,144,165
ENSG00000129925.10,chr16,381700,382008,TSS,True,39,119
ENSG00000103034.14,chr16,58464095,58464467,TSS,True,126,172
ENSG00000103034.14,chr16,58463373,58463797,TSS,True,92,172
ENSG00000166971.16,chr16,53492519,53492692,3AS,False,67,160
ENSG00000166971.16,chr16,53490976,53492519,PAS,True,96,163
ENSG00000166971.16,chr16,53491039,53492522,PAS,True,69,163
ENSG00000166971.16,chr16,53503146,53503267,TSS,False,75,164
ENSG00000166971.16,chr16,53502699,53503236,TSS,True,99,164
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,119,604
ENSG00000171490.12,chr16,11839985,11841694,5AS,True,179,199
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,24,203
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,181,202
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,2400,2865
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,655,2865
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,75,277
ENSG00000131143.8,chr16,85799230,85799752,TSS,True,271,1862
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,48,104
ENSG00000189091.12,chr16,70530744,70530917,TSS,True,78,104
ENSG00000167930.15,chr16,234790,234857,TSS,True,146,496
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,76,126
ENSG00000131653.12,chr16,2163881,2164001,TSS,True,98,126
ENSG00000102893.15,chr16,47461119,47461426,TSS,True,27,112
ENSG00000102893.15,chr16,47699228,47701522,PAS,False,13,110
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,54,107
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,74,107
ENSG00000167965.17,chr16,2208241,2208334,TSS,True,94,107
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,83,166
ENSG00000013364.18,chr16,29844533,29844879,TSS,True,128,164
ENSG00000140632.16,chr16,4803198,4804148,PAS,True,94,122
ENSG00000140632.16,chr16,4847227,4847335,TSS,True,50,122
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,89,122
ENSG00000103249.17,chr16,1452754,1452955,TSS,True,78,120
ENSG00000103507.13,chr16,31112027,31112120,IR,False,172,244
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,42,248
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,218,248
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,73,245
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,173,245
ENSG00000260186.5,chr16,58421251,58421385,TSS,True,82,160
ENSG00000260186.5,chr16,58421251,58421421,TSS,True,83,160
ENSG00000260186.5,chr16,58462153,58462868,PAS,False,107,160
ENSG00000260186.5,chr16,58437155,58439656,PAS,True,68,160
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,33,149
ENSG00000169217.8,chr16,30353180,30353275,TSS,True,134,149
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,66,203
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,275,375
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,105,375
ENSG00000178952.10,chr16,28846217,28846377,TSS,True,70,688
ENSG00000162032.15,chr16,1778321,1778434,IR,False,131,190
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,54,196
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,152,196
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,31,284
ENSG00000103121.8,chr16,80976179,80981805,ES,False,75,116
ENSG00000103121.8,chr16,80976179,80997313,ES,False,13,124
ENSG00000140992.18,chr16,2537956,2538136,TSS,True,45,117
ENSG00000118680.13,chr18,3262132,3262237,TSS,False,17,161
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,99,263
ENSG00000141447.17,chr18,24170331,24170453,PAS,True,187,263
ENSG00000046604.12,chr18,31497941,31498296,TSS,True,24,124
ENSG00000101665.9,chr18,48942552,48948383,3AS,False,20,166
ENSG00000101665.9,chr18,48949811,48952051,TSS,True,57,216
ENSG00000263753.7,chr18,5237824,5239049,TSS,True,65,135
ENSG00000263753.7,chr18,5243593,5246508,PAS,True,70,132
ENSG00000263753.7,chr18,5240647,5243657,PAS,False,104,130
ENSG00000196628.16,chr18,55229076,55232520,5AS,False,35,122
ENSG00000196628.16,chr18,55588037,55588612,TSS,True,83,131
ENSG00000196628.16,chr18,55321669,55321842,TSS,True,84,128
ENSG00000154856.12,chr18,10454529,10455039,TSS,True,33,115
ENSG00000154856.12,chr18,10471526,10472061,TSS,True,89,115
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,12,110
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,30,102
ENSG00000141646.13,chr18,51030208,51030623,TSS,True,22,136
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,46,151
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,25,176
ENSG00000101605.12,chr18,3066692,3067555,PAS,True,65,306
ENSG00000101605.12,chr18,3134661,3134824,PAS,True,120,134
ENSG00000101605.12,chr18,3219802,3220010,TSS,True,227,322
ENSG00000101605.12,chr18,3134649,3134754,TSS,True,197,284
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,105,611
ENSG00000166974.12,chr18,35041387,35041661,TSS,False,56,203
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,79,309
ENSG00000122490.18,chr18,79904183,79943328,ES,False,13,128
ENSG00000122490.18,chr18,79919400,79943328,ES,False,33,111
ENSG00000122490.18,chr18,79943462,79950723,ES,False,112,125
ENSG00000122490.18,chr18,79951580,79951684,TSS,True,25,147
ENSG00000134769.21,chr18,34493253,34493514,TSS,True,166,194
ENSG00000134769.21,chr18,34493558,34494021,TSS,False,143,194
ENSG00000134769.21,chr18,34593317,34593538,TSS,True,151,194
ENSG00000134769.21,chr18,34710258,34710445,TSS,True,151,194
ENSG00000134769.21,chr18,34866110,34868170,PAS,True,136,187
ENSG00000134769.21,chr18,34829040,34829339,PAS,False,54,183
ENSG00000075336.11,chr18,74158276,74158375,IR,False,157,196
ENSG00000075336.11,chr18,74158375,74160512,PAS,True,40,199
ENSG00000075336.11,chr18,74158170,74158963,PAS,True,158,197
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,74,301
ENSG00000141448.8,chr18,22169431,22169682,TSS,False,149,315
ENSG00000141448.8,chr18,22171105,22172279,TSS,True,207,313
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,34,107
ENSG00000067900.7,chr18,20992831,20992937,PAS,True,95,107
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,102,117
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,44,117
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,67,115
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,61,115
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,22,112
ENSG00000017797.12,chr18,9535670,9538107,PAS,True,51,101
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,16,134
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,79,352
ENSG00000091164.12,chr18,56603056,56610992,ES,False,54,106
ENSG00000091164.12,chr18,56602026,56603056,PAS,True,27,133
ENSG00000091164.12,chr18,56602900,56605384,PAS,True,108,133
ENSG00000119537.17,chr18,63367010,63367636,TSS,True,13,116
ENSG00000141644.17,chr18,50273426,50273563,3AS,False,24,104
ENSG00000141644.17,chr18,50266884,50271540,PAS,True,93,120
ENSG00000141644.17,chr18,50266751,50269818,PAS,True,69,120
ENSG00000141644.17,chr18,50266886,50269811,PAS,True,97,120
ENSG00000141644.17,chr18,50281362,50281805,TSS,True,43,128
ENSG00000141644.17,chr18,50273563,50273861,TSS,True,112,125
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,53,484
ENSG00000049769.12,chrX,49281461,49281983,3AS,False,49,140
ENSG00000182287.14,chrX,15827372,15845378,ES,False,74,138
ENSG00000178605.13,chrX,318438,318864,TSS,False,35,291
ENSG00000002586.19,chrX,2714454,2719660,ES,False,56,432
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,56,488
ENSG00000269556.7,chrX,149596549,149598255,PAS,True,33,219
ENSG00000067829.18,chrX,153794245,153794429,TSS,True,25,176
ENSG00000214717.11,chrX,2490769,2500816,3AS,False,30,101
ENSG00000214717.11,chrX,2486435,2490769,PAS,True,72,103
ENSG00000214717.11,chrX,2486424,2490772,PAS,True,31,103
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,49,150
ENSG00000010404.17,chrX,149501037,149503311,ES,False,68,107
ENSG00000010404.17,chrX,149478768,149483218,PAS,False,22,129
ENSG00000010404.17,chrX,149505034,149505347,TSS,True,34,150
ENSG00000130066.16,chrX,23783883,23785327,IR,True,330,372
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,35,143
ENSG00000123562.16,chrX,103677051,103685170,ES,False,15,131
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,69,102
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,48,140
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,102,140
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,36,134
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,25,124
ENSG00000086758.15,chrX,53546435,53546518,TSS,True,73,101
ENSG00000086758.15,chrX,53538834,53539029,TSS,True,87,101
ENSG00000197976.11,chrX,1599432,1600658,ES,True,98,112
ENSG00000197976.11,chrX,1599432,1600658,IR,True,98,122
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,20,157
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,120,144
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,30,145
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,30,114
ENSG00000130821.15,chrX,153687912,153688836,TSS,True,131,181
ENSG00000069535.13,chrX,43882253,43882534,TSS,True,32,317
ENSG00000189221.9,chrX,43656115,43656414,TSS,True,31,239
ENSG00000101955.14,chrX,38174351,38220695,ES,False,57,381
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,45,208
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,46,146
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,214,360
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,152,360
ENSG00000130054.4,chrX,69503919,69506143,TSS,False,112,134
ENSG00000130054.4,chrX,69529140,69529164,TSS,True,114,128
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,178,212
ENSG00000071889.16,chrX,154511871,154512822,ES,False,198,221
ENSG00000071889.16,chrX,154515812,154515909,IR,False,60,228
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,181,241
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,74,241
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,33,254
ENSG00000196924.15,chrX,154355072,154357433,ES,False,88,120
ENSG00000196924.15,chrX,154348523,154349036,PAS,True,58,434
ENSG00000196924.15,chrX,154359504,154359646,PAS,True,87,107
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,303,396
ENSG00000158301.18,chrX,102712093,102712552,TSS,True,91,122
ENSG00000158301.18,chrX,102712867,102713006,TSS,True,59,122
ENSG00000158301.18,chrX,102712496,102713217,TSS,True,104,122
ENSG00000179222.17,chrX,51803012,51803117,TSS,False,214,265
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,150,265
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,229,265
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,226,263
ENSG00000102409.9,chrX,103215113,103215238,TSS,True,44,157
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,193,1552
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,16,105
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,114,150
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,71,151
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,112,373
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,252,510
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,442,509
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,386,510
ENSG00000078061.12,chrX,47561150,47561251,TSS,True,55,110
ENSG00000078061.12,chrX,47565172,47566780,TSS,True,84,102
ENSG00000102038.15,chrX,129492093,129496749,ES,False,72,111
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,32,113
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,98,113
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,119,206
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,158,298
ENSG00000022267.16,chrX,136169737,136169980,TSS,True,259,298
ENSG00000022267.16,chrX,136197023,136197134,TSS,True,266,298
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,231,830
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,697,829
ENSG00000147027.3,chrX,34656803,34657288,TSS,False,13,113
ENSG00000102181.20,chrX,150795486,150831230,ES,False,18,104
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,63,168
ENSG00000102316.16,chrX,54815690,54815880,IR,True,409,492
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,129,504
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,418,504
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,86,504
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,417,500
ENSG00000185010.14,chrX,155022409,155022724,TSS,True,36,102
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,38,310
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,42,314
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,276,314
ENSG00000182492.15,chrX,153494831,153495113,TSS,True,127,355
ENSG00000156298.12,chrX,38561373,38561627,TSS,True,39,175
ENSG00000102125.15,chrX,154411512,154411952,TSS,True,47,111
ENSG00000102125.15,chrX,154420323,154420735,TSS,True,94,110
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,88,122
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,208,338
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,190,332
ENSG00000005893.15,chrX,120426148,120428626,PAS,False,281,338
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,38,144
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,122,144
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,274,655
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,384,654
ENSG00000184205.14,chrX,53083305,53084544,3AS,False,95,112
ENSG00000184205.14,chrX,53082325,53083305,TSS,True,18,128
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,153,217
ENSG00000085224.22,chrX,77683451,77683538,IR,False,27,183
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,33,148
ENSG00000085224.22,chrX,77688927,77696576,ES,False,24,139
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,155,176
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,36,185
ENSG00000085224.22,chrX,77681850,77683451,PAS,False,159,185
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,36,197
ENSG00000085224.22,chrX,77785844,77786229,TSS,True,176,197
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,19,103
ENSG00000077721.15,chrX,119574538,119574981,TSS,True,87,103
ENSG00000167393.17,chrX,341396,341882,IR,False,444,512
ENSG00000167393.17,chrX,373531,374072,TSS,False,100,589
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,55,222
ENSG00000126903.15,chrX,154487310,154489082,PAS,True,12,115
ENSG00000126903.15,chrX,154490306,154490655,TSS,True,18,124
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,166,200
ENSG00000166681.13,chrX,103376345,103376613,TSS,True,34,231
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,168,203
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,36,203
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,75,183
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,162,193
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,47,192
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,25,163
ENSG00000150401.14,chr13,113483839,113485436,TSS,True,110,154
ENSG00000150401.14,chr13,113490666,113490984,TSS,True,85,154
ENSG00000134871.18,chr13,110507941,110508221,TSS,True,211,235
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,219,272
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,37,262
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,31,260
ENSG00000187498.15,chr13,110148868,110150444,PAS,True,25,162
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,134,172
ENSG00000198176.12,chr13,113584888,113585773,5AS,True,182,215
ENSG00000198176.12,chr13,113623286,113633119,ES,False,40,232
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,40,218
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,64,249
ENSG00000198176.12,chr13,113584697,113585427,TSS,False,219,249
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,28,105
ENSG00000126218.11,chr13,113122760,113122925,TSS,True,51,146
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,22,105
ENSG00000136146.14,chr13,48053322,48053491,PAS,False,96,107
ENSG00000136146.14,chr13,48075954,48077311,PAS,True,13,107
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,24,107
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,85,107
ENSG00000150403.17,chr13,113498521,113501751,ES,True,22,104
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,24,109
ENSG00000150403.17,chr13,113534044,113535290,PAS,True,93,108
ENSG00000132938.19,chr13,29428413,29428896,TSS,True,38,211
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,14,104
ENSG00000213995.11,chr13,110615647,110622215,5AS,True,90,103
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,39,131
ENSG00000213995.11,chr13,110615573,110615774,TSS,False,115,131
ENSG00000133110.14,chr13,37564560,37569743,ES,False,36,119
ENSG00000133110.14,chr13,37570669,37577752,ES,False,57,113
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,723,1811
ENSG00000183087.14,chr13,113863574,113864070,TSS,True,1622,1811
ENSG00000134897.13,chr13,102838739,102839571,3AS,False,94,106
ENSG00000134897.13,chr13,102800333,102800735,TSS,False,21,111
ENSG00000134897.13,chr13,102839571,102841537,PAS,True,14,108
ENSG00000134897.13,chr13,102839550,102841533,PAS,True,96,108
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,54,180
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,153,180
ENSG00000136158.11,chr13,80340621,80341335,TSS,False,21,103
ENSG00000175198.16,chr13,100449305,100527674,ES,False,15,131
ENSG00000187676.7,chr13,31199730,31200154,TSS,False,28,110
ENSG00000187676.7,chr13,31200340,31200930,TSS,True,98,110
ENSG00000173141.4,chr13,21176644,21176717,TSS,False,16,124
ENSG00000173141.4,chr13,21176911,21177512,PAS,False,19,124
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,22,111
ENSG00000139684.13,chr13,46775378,46777623,PAS,True,96,109
ENSG00000134884.14,chr13,106557131,106559431,IR,False,73,113
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,14,132
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,117,131
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,18,140
ENSG00000027001.9,chr13,23889131,23889454,TSS,False,71,148
ENSG00000027001.9,chr13,23756544,23756607,TSS,True,126,147
ENSG00000027001.9,chr13,23760095,23760174,TSS,True,107,147
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,67,293
ENSG00000126226.21,chr13,113177976,113178173,IR,False,31,166
ENSG00000126226.21,chr13,113178008,113178173,IR,False,18,153
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,155,186
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,50,185
ENSG00000126226.21,chr13,113208598,113209519,TSS,True,22,186
ENSG00000120694.19,chr13,31141259,31145562,ES,False,74,310
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,91,322
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,258,322
ENSG00000150907.7,chr13,40665582,40666645,TSS,False,18,109
ENSG00000122033.14,chr13,27450508,27450616,TSS,True,51,125
ENSG00000122033.14,chr13,27450063,27450191,TSS,True,108,125
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,63,529
ENSG00000153531.13,chr13,113419489,113422979,PAS,True,28,239
ENSG00000153531.13,chr13,113453223,113454332,TSS,False,167,365
ENSG00000136100.13,chr13,52412605,52415923,PAS,True,15,103
ENSG00000136100.13,chr13,52450498,52450670,TSS,True,20,115
ENSG00000139793.18,chr13,97222287,97222531,TSS,True,41,132
ENSG00000139793.18,chr13,97343046,97343216,TSS,True,107,125
ENSG00000139793.18,chr13,97346816,97347067,TSS,True,111,125
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,35,121
ENSG00000049540.16,chr7,74046767,74048141,ES,False,14,114
ENSG00000049540.16,chr7,74056713,74059885,ES,False,47,135
ENSG00000049540.16,chr7,74065732,74066731,ES,False,76,140
ENSG00000049540.16,chr7,74027789,74028269,TSS,True,83,187
ENSG00000135218.18,chr7,80602154,80602379,TSS,True,250,685
ENSG00000135218.18,chr7,80638500,80638746,TSS,True,553,682
ENSG00000135218.18,chr7,80673982,80674420,PAS,True,460,652
ENSG00000135218.18,chr7,80676383,80679276,PAS,False,226,654
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,299,350
ENSG00000136235.16,chr7,23246731,23246927,TSS,True,51,403
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,51,400
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,92,815
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,82,767
ENSG00000136205.16,chr7,47302949,47303585,TSS,True,96,107
ENSG00000136205.16,chr7,47327980,47328181,TSS,True,82,107
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,57,167
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,181,914
ENSG00000005249.12,chr7,107159448,107161810,PAS,False,36,208
ENSG00000005249.12,chr7,107150921,107150976,PAS,True,170,203
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,33,163
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,104,176
ENSG00000136261.14,chr7,16661206,16661252,TSS,True,121,176
ENSG00000122566.21,chr7,26197732,26200571,ES,False,287,379
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,383,434
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,70,416
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,53,436
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,62,412
ENSG00000133606.10,chr7,140456185,140456866,PAS,True,345,406
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,36,117
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,52,188
ENSG00000106025.8,chr7,120856697,120857051,TSS,True,162,188
ENSG00000011275.18,chr7,5781540,5781704,TSS,True,79,100
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,21,174
ENSG00000263001.5,chr7,74758855,74759547,IR,False,100,152
