gene,chr,start,end,splice_type,novel,heart_left_ventricle_ENCFF623IBV_in_cov,heart_left_ventricle_ENCFF623IBV_total_cov
ENSG00000134463.14,chr10,11742361,11742746,TSS,False,36,231
ENSG00000151929.9,chr10,119672656,119676466,3AS,False,33,204
ENSG00000151929.9,chr10,119651024,119651855,TSS,False,67,232
ENSG00000151929.9,chr10,119672457,119672656,TSS,True,203,231
ENSG00000151929.9,chr10,119676463,119677819,PAS,True,34,206
ENSG00000151929.9,chr10,119676466,119677819,PAS,False,173,206
ENSG00000068383.18,chr10,132537770,132538171,TSS,True,36,197
ENSG00000130640.13,chr10,133308822,133309165,TSS,True,27,102
ENSG00000130640.13,chr10,133302791,133303016,TSS,True,87,102
ENSG00000138138.13,chr10,87818166,87818252,TSS,True,38,133
ENSG00000138138.13,chr10,87817794,87818213,TSS,False,102,133
ENSG00000122367.19,chr10,86716356,86716771,TSS,True,246,312
ENSG00000122367.19,chr10,86732886,86736149,PAS,True,302,463
ENSG00000122367.19,chr10,86699277,86700059,PAS,True,39,114
ENSG00000089876.11,chr10,125896217,125896514,TSS,False,30,114
ENSG00000089876.11,chr10,125880542,125881313,TSS,True,92,112
ENSG00000065613.13,chr10,104002171,104003525,PAS,True,24,161
ENSG00000065613.13,chr10,104025573,104029231,PAS,False,142,167
ENSG00000052749.13,chr10,97385894,97385993,TSS,True,79,111
ENSG00000052749.13,chr10,97401092,97401379,TSS,True,86,111
ENSG00000052749.13,chr10,97381714,97381828,TSS,True,83,110
ENSG00000067057.16,chr10,3067340,3067707,TSS,True,99,348
ENSG00000095637.22,chr10,95322021,95322745,3AS,True,72,104
ENSG00000095637.22,chr10,95336520,95337240,TSS,True,156,246
ENSG00000120049.19,chr10,101843495,101843846,TSS,True,44,296
ENSG00000266412.5,chr10,46030525,46030680,TSS,True,79,375
ENSG00000266412.5,chr10,46023329,46023486,TSS,False,326,375
ENSG00000122359.17,chr10,80172869,80205342,ES,False,93,229
ENSG00000122359.17,chr10,80205342,80205839,TSS,True,244,474
ENSG00000122359.17,chr10,80170799,80170918,TSS,True,373,474
ENSG00000122359.17,chr10,80168968,80169359,TSS,True,396,474
ENSG00000150093.18,chr10,32901635,32908367,ES,False,376,688
ENSG00000150093.18,chr10,32900317,32901635,PAS,True,159,860
ENSG00000150093.18,chr10,32958144,32958379,TSS,True,155,872
ENSG00000148677.6,chr10,90912090,90912976,PAS,False,353,677
ENSG00000148677.6,chr10,90919181,90919268,PAS,True,339,513
ENSG00000148677.6,chr10,90920168,90920348,PAS,True,360,462
ENSG00000148677.6,chr10,90921000,90921091,TSS,False,1714,2144
ENSG00000107897.18,chr10,27219857,27223337,ES,False,117,141
ENSG00000107897.18,chr10,27240318,27240799,TSS,True,125,158
ENSG00000107897.18,chr10,27240673,27240888,TSS,True,66,158
ENSG00000197746.13,chr10,71822007,71825836,5AS,True,206,1964
ENSG00000197746.13,chr10,71851181,71851322,TSS,True,372,2262
ENSG00000107771.16,chr10,84328541,84328808,TSS,True,28,115
ENSG00000107771.16,chr10,84424843,84425048,TSS,True,92,111
ENSG00000107771.16,chr10,84470371,84470425,PAS,True,19,107
ENSG00000107771.16,chr10,84513448,84518520,PAS,True,93,107
ENSG00000134453.15,chr10,6088974,6089193,TSS,True,26,107
ENSG00000134453.15,chr10,6094659,6097188,TSS,True,94,107
ENSG00000176171.11,chr10,131973792,131981926,TSS,True,279,343
ENSG00000176171.11,chr10,131981760,131982016,TSS,True,69,344
ENSG00000035403.17,chr10,74109156,74114183,ES,False,196,275
ENSG00000035403.17,chr10,73997891,73998375,TSS,True,441,632
ENSG00000166295.8,chr10,72216072,72223887,5AS,False,25,112
ENSG00000166295.8,chr10,72216023,72216138,TSS,True,58,167
ENSG00000166295.8,chr10,72215982,72216072,TSS,True,128,167
ENSG00000166295.8,chr10,72233000,72235857,PAS,True,21,156
ENSG00000169813.16,chr10,43409130,43409209,TSS,True,80,201
ENSG00000169813.16,chr10,43397184,43397295,TSS,True,178,201
ENSG00000107551.20,chr10,44982663,44984021,3AS,True,114,174
ENSG00000107551.20,chr10,44959322,44959866,TSS,True,21,195
ENSG00000107551.20,chr10,44991904,44996176,PAS,True,164,187
ENSG00000107551.20,chr10,44993268,44996148,PAS,True,30,187
ENSG00000166135.13,chr10,100535927,100536135,TSS,True,47,181
ENSG00000197321.14,chr10,29457337,29458333,PAS,True,71,201
ENSG00000197321.14,chr10,29471137,29472745,TSS,True,109,132
ENSG00000197321.14,chr10,29634419,29634973,TSS,False,164,202
ENSG00000165887.11,chr10,97572515,97572875,TSS,True,31,241
ENSG00000197893.13,chr10,113589079,113589665,3AS,False,246,361
ENSG00000197893.13,chr10,113588705,113589079,PAS,True,338,584
ENSG00000197893.13,chr10,113588714,113589082,PAS,True,469,584
ENSG00000197893.13,chr10,113631856,113631964,PAS,True,121,316
ENSG00000197893.13,chr10,113604608,113604885,TSS,True,374,494
ENSG00000197893.13,chr10,113663810,113664121,TSS,True,447,715
ENSG00000170759.10,chr10,32008197,32011516,PAS,False,231,285
ENSG00000170759.10,chr10,32034748,32034838,PAS,True,59,268
ENSG00000171206.14,chr10,102643653,102645187,TSS,True,48,128
ENSG00000134452.19,chr10,5890346,5906036,ES,False,46,218
ENSG00000134452.19,chr10,5890099,5890346,TSS,True,81,304
ENSG00000134452.19,chr10,5910043,5911128,TSS,True,248,300
ENSG00000100664.10,chr14,103334182,103334260,TSS,False,44,290
ENSG00000100664.10,chr14,103334236,103334597,TSS,True,259,290
ENSG00000100664.10,chr14,103338326,103338441,PAS,False,222,283
ENSG00000100664.10,chr14,103340962,103345022,PAS,True,76,288
ENSG00000197102.11,chr14,101964520,101964947,TSS,True,85,114
ENSG00000197102.11,chr14,102050434,102050799,PAS,True,36,112
ENSG00000165502.6,chr14,49620561,49620638,TSS,False,60,131
ENSG00000139977.13,chr14,57390505,57390705,TSS,True,25,133
ENSG00000139977.13,chr14,57390963,57391728,TSS,True,109,133
ENSG00000197324.8,chr14,22871716,22872337,TSS,True,66,149
ENSG00000197324.8,chr14,22876939,22878123,PAS,True,13,100
ENSG00000092054.12,chr14,23435619,23435764,TSS,False,6607,9235
ENSG00000092054.12,chr14,23414994,23415046,TSS,True,7526,8792
ENSG00000087302.8,chr14,51989514,51989700,TSS,True,18,125
ENSG00000100934.14,chr14,39103031,39103243,TSS,True,20,193
ENSG00000165410.14,chr14,34714537,34714702,TSS,False,137,680
ENSG00000092199.17,chr14,21230366,21230996,5AS,False,79,119
ENSG00000092199.17,chr14,21234229,21269297,ES,False,14,112
ENSG00000092199.17,chr14,21269297,21269610,TSS,True,13,126
ENSG00000184887.13,chr14,105249085,105249156,IR,False,144,178
ENSG00000184887.13,chr14,105248532,105248560,TSS,False,169,189
ENSG00000184887.13,chr14,105248558,105249085,TSS,True,60,189
ENSG00000184887.13,chr14,105248565,105249247,TSS,False,159,189
ENSG00000092010.14,chr14,24136149,24136301,TSS,True,58,109
ENSG00000092010.14,chr14,24138509,24138560,TSS,True,56,108
ENSG00000165795.23,chr14,21022497,21023240,ES,False,70,287
ENSG00000165795.23,chr14,21023321,21025028,ES,False,74,188
ENSG00000165795.23,chr14,21025028,21025111,TSS,True,184,372
ENSG00000165795.23,chr14,21025676,21025758,TSS,False,318,372
ENSG00000133943.20,chr14,91114283,91157638,ES,False,80,117
ENSG00000133943.20,chr14,91170186,91173288,5AS,False,83,149
ENSG00000133943.20,chr14,91173403,91175933,5AS,False,16,150
ENSG00000133943.20,chr14,91114062,91114528,TSS,True,166,186
ENSG00000133943.20,chr14,91114038,91114283,TSS,True,68,186
ENSG00000133943.20,chr14,91188906,91189170,TSS,True,160,182
ENSG00000133943.20,chr14,91224683,91225632,PAS,True,22,183
ENSG00000078304.19,chr14,101761640,101761920,TSS,True,84,150
ENSG00000078304.19,chr14,101809801,101810036,TSS,True,91,147
ENSG00000078304.19,chr14,101925140,101927989,PAS,True,48,136
ENSG00000078304.19,chr14,101912400,101912630,PAS,True,101,131
ENSG00000156381.8,chr14,102508549,102509528,ES,True,139,222
ENSG00000156381.8,chr14,102509528,102509817,TSS,True,134,357
ENSG00000156381.8,chr14,102508640,102509776,TSS,True,286,357
ENSG00000080824.18,chr14,102080737,102081821,PAS,True,179,368
ENSG00000080824.18,chr14,102081045,102083302,PAS,True,315,361
ENSG00000080824.18,chr14,102084827,102084998,PAS,True,167,265
ENSG00000080824.18,chr14,102084680,102084998,TSS,False,198,275
ENSG00000080824.18,chr14,102086985,102087336,TSS,True,198,373
ENSG00000140105.17,chr14,100376259,100376343,TSS,True,129,209
ENSG00000140105.17,chr14,100375282,100375628,TSS,True,121,209
ENSG00000126777.17,chr14,55580354,55612018,ES,False,358,410
ENSG00000126777.17,chr14,55661612,55667240,ES,False,116,306
ENSG00000126777.17,chr14,55684098,55684585,PAS,True,173,469
ENSG00000182809.10,chr14,105474583,105474905,TSS,True,202,777
ENSG00000165527.6,chr14,49892994,49893157,TSS,False,28,133
ENSG00000142208.16,chr14,104792722,104795483,ES,False,569,655
ENSG00000100605.16,chr14,93115771,93116407,TSS,True,68,137
ENSG00000100605.16,chr14,93115068,93116416,TSS,True,96,137
ENSG00000165804.15,chr14,21091864,21092863,TSS,True,37,190
ENSG00000119673.14,chr14,73569149,73569883,TSS,True,11,109
ENSG00000154001.13,chr14,63539689,63542778,3AS,True,42,119
ENSG00000129515.18,chr14,34630110,34630199,TSS,True,15,135
ENSG00000129515.18,chr14,34629906,34630145,TSS,True,121,135
ENSG00000151327.12,chr14,35046226,35046406,TSS,False,60,112
ENSG00000151327.12,chr14,35046287,35046628,TSS,True,65,112
ENSG00000197616.11,chr14,23408252,23408465,TSS,False,5835,7389
ENSG00000197616.11,chr14,23384441,23384543,TSS,True,6062,6958
ENSG00000197616.11,chr14,23382427,23382487,TSS,True,5128,6945
ENSG00000075413.17,chr14,103467191,103468080,3AS,False,51,268
ENSG00000075413.17,chr14,103385361,103386080,TSS,True,112,296
ENSG00000075413.17,chr14,103405071,103405267,TSS,False,207,296
ENSG00000092148.12,chr14,31099239,31101067,PAS,True,94,119
ENSG00000092148.12,chr14,31114295,31114340,PAS,True,99,116
ENSG00000092148.12,chr14,31207390,31208154,TSS,False,94,120
ENSG00000092148.12,chr14,31207015,31208156,TSS,True,54,120
ENSG00000198668.10,chr14,90397026,90397233,TSS,True,198,868
ENSG00000090060.17,chr14,96556413,96562818,ES,False,17,101
ENSG00000090060.17,chr14,96564954,96567120,PAS,True,44,151
ENSG00000090060.17,chr14,96532510,96535574,PAS,True,122,147
ENSG00000100628.11,chr14,93976433,93976757,TSS,True,80,523
ENSG00000089737.16,chr14,94081118,94081225,TSS,True,15,105
ENSG00000129538.13,chr14,20802093,20802796,ES,False,90,113
ENSG00000129538.13,chr14,20802796,20802844,TSS,True,53,166
ENSG00000072110.13,chr14,68877240,68879961,ME,False,35,170
ENSG00000072110.13,chr14,68978951,68979363,TSS,True,60,195
ENSG00000183576.12,chr14,99480727,99481192,TSS,True,34,236
ENSG00000126214.21,chr14,103677523,103679407,3AS,True,16,125
ENSG00000126214.21,chr14,103629157,103629494,TSS,True,60,155
ENSG00000126214.21,chr14,103662701,103662927,TSS,True,137,155
ENSG00000126214.21,chr14,103685809,103687211,TSS,True,92,105
ENSG00000126214.21,chr14,103685637,103688126,PAS,True,83,128
ENSG00000126214.21,chr14,103701200,103701552,PAS,True,59,150
ENSG00000213741.10,chr14,49586284,49586379,TSS,True,55,272
ENSG00000213741.10,chr14,49585949,49586026,TSS,True,221,272
ENSG00000166165.12,chr14,103522765,103522848,TSS,True,352,601
ENSG00000166165.12,chr14,103521262,103521481,TSS,True,389,601
ENSG00000116685.15,chr1,11922635,11923146,TSS,True,131,160
ENSG00000116685.15,chr1,11925204,11926430,TSS,True,39,160
ENSG00000078618.21,chr1,51836212,51840225,ES,False,101,121
ENSG00000074800.15,chr1,8868057,8871890,ME,False,68,268
ENSG00000074800.15,chr1,8878579,8879273,TSS,True,65,362
ENSG00000074800.15,chr1,8863234,8863500,TSS,True,316,358
ENSG00000058668.14,chr1,203626777,203627219,TSS,True,98,211
ENSG00000058668.14,chr1,203700797,203703016,PAS,True,95,124
ENSG00000058668.14,chr1,203733222,203733629,PAS,True,48,140
ENSG00000107404.19,chr1,1338653,1339361,5AS,False,232,266
ENSG00000107404.19,chr1,1348895,1349464,TSS,True,108,320
ENSG00000074964.16,chr1,17539426,17539950,TSS,False,97,117
ENSG00000074964.16,chr1,17655897,17656102,TSS,True,90,113
ENSG00000074964.16,chr1,17618039,17618522,TSS,False,89,117
ENSG00000187642.9,chr1,976269,976498,IR,True,64,136
ENSG00000187642.9,chr1,975194,976269,PAS,True,73,140
ENSG00000187642.9,chr1,975197,976624,PAS,True,66,137
ENSG00000187642.9,chr1,978880,980936,TSS,True,99,193
ENSG00000187642.9,chr1,982064,982346,TSS,False,150,193
ENSG00000132716.18,chr1,160240370,160261284,ES,False,20,110
ENSG00000132716.18,chr1,160244034,160262448,5AS,False,16,121
ENSG00000132716.18,chr1,160215713,160217708,PAS,True,24,171
ENSG00000132716.18,chr1,160237126,160237229,PAS,True,149,167
ENSG00000132716.18,chr1,160262116,160262528,TSS,True,81,178
ENSG00000132716.18,chr1,160262448,160262618,TSS,False,145,178
ENSG00000132716.18,chr1,160262275,160262486,TSS,True,153,178
ENSG00000143321.18,chr1,156751342,156751787,TSS,True,64,305
ENSG00000143321.18,chr1,156743651,156743802,TSS,True,274,305
ENSG00000116991.10,chr1,232397843,232399273,PAS,True,20,109
ENSG00000116991.10,chr1,232629868,232630168,TSS,True,68,111
ENSG00000158828.7,chr1,20633448,20633935,TSS,False,136,1089
ENSG00000143164.15,chr1,168004793,168022987,ES,False,60,240
ENSG00000143164.15,chr1,168004793,168038370,ES,False,61,303
ENSG00000143164.15,chr1,168045227,168063620,ES,False,227,303
ENSG00000143164.15,chr1,167936593,167937008,TSS,True,51,314
ENSG00000143164.15,chr1,167993223,167993440,TSS,True,275,313
ENSG00000143164.15,chr1,168075370,168076498,PAS,True,71,314
ENSG00000143164.15,chr1,168063620,168064001,PAS,True,251,314
ENSG00000078808.16,chr1,1228467,1229094,TSS,False,236,302
ENSG00000078808.16,chr1,1231891,1232067,TSS,True,96,302
ENSG00000117640.17,chr1,25819926,25820029,TSS,True,80,233
ENSG00000117640.17,chr1,25820029,25823128,TSS,True,186,233
ENSG00000004455.16,chr1,33036735,33036977,TSS,True,31,100
ENSG00000265972.5,chr1,145996016,145996580,TSS,False,82,166
ENSG00000265972.5,chr1,145994928,145996630,TSS,True,136,163
ENSG00000265972.5,chr1,145994015,145994123,TSS,True,144,163
ENSG00000265972.5,chr1,145995143,145996579,TSS,False,147,164
ENSG00000160679.12,chr1,153638448,153642245,3AS,False,45,101
ENSG00000160679.12,chr1,153633990,153634343,TSS,True,26,115
ENSG00000160679.12,chr1,153637553,153637639,TSS,True,100,115
ENSG00000134686.18,chr1,33349596,33349941,TSS,True,26,115
ENSG00000116260.16,chr1,180196599,180197332,5AS,True,104,128
ENSG00000116260.16,chr1,180196599,180197332,IR,False,104,157
ENSG00000116260.16,chr1,180154800,180155172,TSS,True,119,225
ENSG00000116260.16,chr1,180196261,180200294,PAS,True,117,170
ENSG00000116260.16,chr1,180197332,180200293,PAS,True,92,220
ENSG00000127483.17,chr1,20787194,20787532,TSS,True,37,105
ENSG00000135842.16,chr1,184974301,184974918,TSS,False,137,287
ENSG00000175756.13,chr1,1374790,1375153,5AS,False,78,125
ENSG00000175756.13,chr1,1373999,1375185,TSS,True,147,187
ENSG00000175756.13,chr1,1375153,1375310,TSS,True,108,187
ENSG00000175756.13,chr1,1374704,1375182,TSS,True,167,187
ENSG00000175756.13,chr1,1374996,1375188,TSS,True,140,187
ENSG00000048707.15,chr1,12342630,12343051,TSS,True,98,111
ENSG00000023902.13,chr1,150149929,150150287,TSS,False,27,257
ENSG00000054523.17,chr1,10278128,10282321,ES,False,109,137
ENSG00000054523.17,chr1,10278128,10282399,3AS,False,26,163
ENSG00000054523.17,chr1,10210476,10210878,TSS,False,48,226
ENSG00000054523.17,chr1,10303162,10308595,PAS,True,40,195
ENSG00000116521.10,chr1,155262085,155262424,TSS,True,12,109
ENSG00000143632.14,chr1,229434003,229434100,TSS,True,2945,14880
ENSG00000143632.14,chr1,229431720,229431884,TSS,True,13278,14875
ENSG00000158109.14,chr1,3624972,3625273,TSS,True,20,144
ENSG00000116171.17,chr1,52927245,52927465,TSS,True,72,147
ENSG00000116171.17,chr1,53014890,53015043,TSS,True,76,142
ENSG00000135862.5,chr1,183023206,183024134,TSS,False,46,102
ENSG00000188976.10,chr1,944800,945056,5AS,False,153,279
ENSG00000188976.10,chr1,959214,960041,TSS,True,31,294
ENSG00000159166.13,chr1,201383706,201383763,TSS,True,13,118
ENSG00000153187.19,chr1,244862730,244863673,5AS,False,132,214
ENSG00000153187.19,chr1,244863673,244864567,TSS,True,99,231
ENSG00000153187.19,chr1,244863616,244864545,TSS,True,148,228
ENSG00000116209.11,chr1,54040837,54041723,3AS,True,121,165
ENSG00000116209.11,chr1,54052999,54053441,TSS,True,19,170
ENSG00000077549.17,chr1,19339617,19344357,ES,False,27,112
ENSG00000077549.17,chr1,19485435,19485551,TSS,True,17,123
ENSG00000198626.15,chr1,237610781,237610988,TSS,True,204,232
ENSG00000198626.15,chr1,237700257,237700467,TSS,True,96,119
ENSG00000198626.15,chr1,237783826,237784972,TSS,True,86,104
ENSG00000198626.15,chr1,237659984,237660076,PAS,True,49,141
ENSG00000198626.15,chr1,237783674,237784973,PAS,True,150,207
ENSG00000084623.11,chr1,32222378,32222444,TSS,True,40,133
ENSG00000084623.11,chr1,32222440,32222630,TSS,True,114,133
ENSG00000077157.21,chr1,202348692,202349142,TSS,True,162,188
ENSG00000077157.21,chr1,202462713,202463097,TSS,False,125,181
ENSG00000077157.21,chr1,202495292,202495475,PAS,True,93,106
ENSG00000077157.21,chr1,202580473,202588569,PAS,True,23,121
ENSG00000004487.16,chr1,23030634,23050386,ES,False,72,161
ENSG00000198892.6,chr1,201888488,201889067,TSS,False,71,121
ENSG00000198892.6,chr1,201888511,201889616,TSS,True,105,121
ENSG00000198892.6,chr1,201891460,201891568,TSS,True,98,121
ENSG00000162734.12,chr1,160205356,160205522,TSS,True,172,424
ENSG00000159348.12,chr1,202967190,202967368,TSS,True,16,145
ENSG00000162614.18,chr1,77918273,77926413,ES,False,93,409
ENSG00000162614.18,chr1,77888144,77888759,TSS,True,265,576
ENSG00000162614.18,chr1,77918135,77918273,TSS,False,365,506
ENSG00000162614.18,chr1,77926413,77926538,PAS,True,332,521
ENSG00000162614.18,chr1,77935822,77937718,PAS,True,503,565
ENSG00000162614.18,chr1,77917565,77917712,PAS,True,267,313
ENSG00000162614.18,chr1,77929315,77931412,PAS,True,418,545
ENSG00000178104.19,chr1,149001696,149002849,5AS,False,57,115
ENSG00000178104.19,chr1,149003042,149003613,3AS,False,33,144
ENSG00000178104.19,chr1,149021153,149026714,ES,False,155,294
ENSG00000178104.19,chr1,148889404,148889894,TSS,True,497,949
ENSG00000178104.19,chr1,149027180,149027627,TSS,True,403,487
ENSG00000178104.19,chr1,148974513,148974594,PAS,True,332,557
ENSG00000178104.19,chr1,149031999,149033019,PAS,True,503,927
ENSG00000162409.10,chr1,56645314,56645481,TSS,True,59,105
ENSG00000143575.14,chr1,154272510,154272776,TSS,True,23,127
ENSG00000143499.13,chr1,214281427,214314761,ES,False,27,263
ENSG00000172380.5,chr1,67833343,67833790,TSS,True,23,167
ENSG00000171735.18,chr1,6785575,6825091,ES,False,19,112
ENSG00000171735.18,chr1,6871756,6872049,PAS,True,13,113
ENSG00000143612.20,chr1,154214574,154220341,ES,False,16,135
ENSG00000133065.10,chr1,205812807,205813196,TSS,False,53,121
ENSG00000157916.19,chr1,2391958,2395783,ES,False,90,103
ENSG00000157916.19,chr1,2391958,2395783,5AS,True,90,111
ENSG00000157916.19,chr1,2391762,2391958,TSS,True,46,149
ENSG00000163050.16,chr1,226940255,226940399,TSS,False,234,825
ENSG00000117335.19,chr1,207785682,207793518,ES,False,91,145
ENSG00000097033.14,chr1,86704565,86704971,TSS,True,34,210
ENSG00000009307.15,chr1,114736855,114737962,ES,False,713,817
ENSG00000009307.15,chr1,114739890,114749820,ES,False,113,754
ENSG00000009307.15,chr1,114757924,114758025,TSS,True,225,865
ENSG00000009307.15,chr1,114749820,114750283,TSS,True,703,865
ENSG00000118194.18,chr1,201362022,201363295,5AS,True,81,379
ENSG00000118194.18,chr1,201359007,201359255,PAS,True,937,3402
ENSG00000118194.18,chr1,201363879,201365307,PAS,True,2570,2892
ENSG00000118194.18,chr1,201368161,201368227,PAS,True,2220,2607
ENSG00000118194.18,chr1,201372026,201375128,TSS,True,1159,3477
ENSG00000198842.9,chr1,167094063,167094194,TSS,False,119,552
ENSG00000142864.14,chr1,67424277,67424887,3AS,False,89,197
ENSG00000142864.14,chr1,67424959,67425082,3AS,False,76,197
ENSG00000116688.16,chr1,11980484,11981973,3AS,True,39,205
ENSG00000116688.16,chr1,11982114,11989164,ES,False,152,213
ENSG00000116688.16,chr1,11980199,11980484,TSS,True,387,601
ENSG00000116649.9,chr1,11059776,11060069,TSS,True,17,113
ENSG00000117411.16,chr1,43978889,43979511,TSS,True,39,122
ENSG00000117411.16,chr1,43979178,43979616,TSS,True,108,122
ENSG00000117411.16,chr1,43979242,43981473,TSS,True,108,122
ENSG00000116871.15,chr1,36173478,36176198,ES,False,52,123
ENSG00000116871.15,chr1,36176321,36176417,IR,False,52,125
ENSG00000116871.15,chr1,36156124,36156463,TSS,True,115,191
ENSG00000116871.15,chr1,36170967,36171315,TSS,True,167,191
ENSG00000116871.15,chr1,36173409,36173478,TSS,True,170,191
ENSG00000168653.10,chr1,39026309,39026398,TSS,False,64,121
ENSG00000168653.10,chr1,39026321,39026402,TSS,True,78,121
ENSG00000168118.11,chr1,229295910,229297519,3AS,False,14,137
ENSG00000142910.15,chr1,31576595,31579203,ES,False,20,194
ENSG00000142910.15,chr1,31576507,31576595,TSS,True,96,299
ENSG00000142910.15,chr1,31576514,31577458,TSS,True,262,299
ENSG00000018625.14,chr1,160115717,160115873,TSS,True,145,167
ENSG00000018625.14,chr1,160135836,160135993,TSS,True,116,166
ENSG00000127054.20,chr1,1324580,1324724,TSS,True,39,107
ENSG00000197785.13,chr1,1512098,1512473,TSS,True,16,107
ENSG00000173660.11,chr1,46303660,46303820,TSS,True,23,222
ENSG00000198952.8,chr1,156282606,156282943,TSS,False,64,117
ENSG00000198952.8,chr1,156260450,156260627,TSS,True,101,116
ENSG00000135821.18,chr1,182391678,182391826,TSS,True,54,162
ENSG00000143799.12,chr1,226359451,226361541,PAS,True,28,103
ENSG00000143799.12,chr1,226407809,226408163,TSS,True,21,104
ENSG00000155366.16,chr1,112707077,112707369,TSS,False,22,104
ENSG00000116560.10,chr1,35176379,35176474,PAS,True,144,163
ENSG00000116560.10,chr1,35182844,35184593,PAS,False,26,158
ENSG00000118729.11,chr1,115768307,115768887,TSS,False,85,454
ENSG00000203667.9,chr1,244835756,244842194,ES,False,39,106
ENSG00000203667.9,chr1,244834883,244835756,TSS,True,14,122
ENSG00000049245.12,chr1,7771274,7771385,TSS,False,26,121
ENSG00000134243.11,chr1,109345878,109347482,3AS,False,230,610
ENSG00000134243.11,chr1,109397586,109397969,TSS,True,141,732
ENSG00000142676.14,chr1,23691780,23691829,TSS,False,113,333
ENSG00000142676.14,chr1,23692139,23693913,TSS,True,296,333
ENSG00000142676.14,chr1,23695855,23695908,TSS,True,282,332
ENSG00000078369.17,chr1,1825499,1890819,ES,False,44,404
ENSG00000142661.18,chr1,24112030,24112217,TSS,False,241,278
ENSG00000142661.18,chr1,24089537,24089587,TSS,True,242,275
ENSG00000122218.15,chr1,160343130,160343536,TSS,True,21,125
ENSG00000154358.20,chr1,228371085,228373081,TSS,True,42,163
ENSG00000154358.20,chr1,228359596,228361255,PAS,False,23,135
ENSG00000154358.20,chr1,228378617,228378882,PAS,True,174,334
ENSG00000116288.12,chr1,7961735,7962762,5AS,False,89,146
ENSG00000116288.12,chr1,7961614,7961735,TSS,True,77,166
ENSG00000116288.12,chr1,7961660,7961793,TSS,True,109,166
ENSG00000159346.12,chr1,202951164,202958184,ES,False,185,220
ENSG00000196352.15,chr1,207321377,207321865,TSS,True,12,116
ENSG00000119280.16,chr1,230868179,230868573,TSS,True,19,115
ENSG00000197747.8,chr1,151993751,151993861,TSS,True,42,155
ENSG00000142937.11,chr1,44775522,44775600,TSS,True,138,362
ENSG00000142937.11,chr1,44775558,44776140,TSS,True,299,362
ENSG00000142937.11,chr1,44778575,44778753,PAS,False,35,298
ENSG00000142937.11,chr1,44777999,44778740,PAS,True,261,294
ENSG00000215861.5,chr1,149190531,149197995,3AS,True,164,195
ENSG00000215861.5,chr1,149187069,149190531,PAS,True,514,686
ENSG00000215861.5,chr1,149195877,149198171,PAS,False,398,682
ENSG00000215861.5,chr1,149168219,149169572,PAS,True,607,686
ENSG00000215861.5,chr1,149285453,149285859,TSS,True,584,686
ENSG00000215861.5,chr1,149240376,149240861,TSS,True,128,686
ENSG00000117394.21,chr1,42958633,42958934,TSS,True,62,107
ENSG00000117394.21,chr1,42929592,42929777,TSS,True,81,107
ENSG00000077522.12,chr1,236686451,236686799,TSS,True,790,3787
ENSG00000162616.8,chr1,77979173,77979293,TSS,False,139,192
ENSG00000162616.8,chr1,78004872,78005321,TSS,True,55,192
ENSG00000173641.17,chr1,16017219,16017764,3AS,False,30,115
ENSG00000173641.17,chr1,16017764,16018046,TSS,True,3114,4561
ENSG00000163399.15,chr1,116373181,116373523,TSS,True,95,455
ENSG00000065978.18,chr1,42682425,42682731,TSS,True,32,215
ENSG00000116133.12,chr1,54886888,54887251,TSS,False,42,126
ENSG00000163468.14,chr1,156338153,156338331,TSS,True,35,301
ENSG00000116786.12,chr1,15684293,15684618,TSS,True,100,154
ENSG00000116786.12,chr1,15723892,15725545,TSS,True,134,152
ENSG00000116786.12,chr1,15727010,15727832,TSS,True,100,139
ENSG00000116786.12,chr1,15733796,15734771,PAS,True,15,145
ENSG00000197530.12,chr1,1616082,1616507,5AS,True,15,126
ENSG00000197530.12,chr1,1616614,1623430,3AS,False,106,172
ENSG00000197530.12,chr1,1625428,1626649,ES,False,24,193
ENSG00000197530.12,chr1,1615423,1615633,TSS,True,226,268
ENSG00000197530.12,chr1,1615455,1616100,TSS,True,157,268
ENSG00000197530.12,chr1,1628547,1628722,TSS,False,230,267
ENSG00000122406.13,chr1,92831989,92832117,TSS,False,36,233
ENSG00000122406.13,chr1,92841765,92841924,PAS,True,33,232
ENSG00000122406.13,chr1,92840550,92841919,PAS,True,199,230
ENSG00000125944.19,chr1,23338608,23344210,ES,False,66,107
ENSG00000143248.12,chr1,163202791,163203075,TSS,True,21,136
ENSG00000160789.19,chr1,156137653,156140079,PAS,True,227,657
ENSG00000160789.19,chr1,156139079,156140087,PAS,True,438,672
ENSG00000085998.13,chr1,46188675,46189357,PAS,True,28,138
ENSG00000085998.13,chr1,46188679,46188980,PAS,True,141,163
ENSG00000085998.13,chr1,46198335,46198499,TSS,False,36,163
ENSG00000162413.16,chr1,6601796,6602913,TSS,True,43,170
ENSG00000143774.16,chr1,228140363,228145510,ES,False,122,218
ENSG00000143774.16,chr1,228140225,228140363,TSS,True,29,247
ENSG00000162434.11,chr1,64833220,64834657,PAS,False,18,166
ENSG00000162434.11,chr1,64966332,64966572,TSS,False,56,167
ENSG00000168159.11,chr1,228487361,228487878,TSS,True,39,180
ENSG00000224051.6,chr1,1324788,1325102,TSS,True,29,122
ENSG00000143393.16,chr1,151307573,151307743,TSS,True,97,108
ENSG00000143393.16,chr1,151327270,151327710,TSS,True,78,108
