gene,chr,start,end,splice_type,novel,PC-3_ENCFF044LIA_in_cov,PC-3_ENCFF044LIA_total_cov
ENSG00000136280.16,chr7,45000161,45000363,TSS,True,30,229
ENSG00000005483.20,chr7,105014535,105040838,ES,False,92,109
ENSG00000005483.20,chr7,105013200,105014535,TSS,True,34,143
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,34,132
ENSG00000064419.13,chr7,129054650,129055180,TSS,True,44,184
ENSG00000131558.14,chr7,133253040,133253187,TSS,True,19,156
ENSG00000131558.14,chr7,134064290,134065765,PAS,True,31,149
ENSG00000106244.12,chr7,99394677,99396740,PAS,True,21,130
ENSG00000106244.12,chr7,99408535,99408714,TSS,True,131,248
ENSG00000136271.10,chr7,44573835,44575613,TSS,True,43,198
ENSG00000164897.12,chr7,151082174,151082994,TSS,True,82,127
ENSG00000164897.12,chr7,151083433,151083530,TSS,False,86,127
ENSG00000160991.15,chr7,102433506,102433661,TSS,True,52,196
ENSG00000233369.7,chr7,73205458,73206151,IR,True,221,276
ENSG00000233369.7,chr7,73154670,73155343,TSS,False,257,305
ENSG00000233369.7,chr7,73195634,73195701,TSS,True,96,303
ENSG00000233369.7,chr7,73206151,73207300,PAS,False,61,282
ENSG00000233369.7,chr7,73205382,73207296,PAS,False,228,282
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,107,147
ENSG00000136279.20,chr7,44044617,44044820,TSS,True,75,206
ENSG00000033100.16,chr7,151235612,151237373,ES,True,23,166
ENSG00000033100.16,chr7,151232478,151234274,TSS,True,26,189
ENSG00000033100.16,chr7,151235156,151235612,TSS,False,166,189
ENSG00000186591.12,chr7,129952502,129952986,TSS,True,42,328
ENSG00000161057.11,chr7,103347622,103347781,TSS,False,74,216
ENSG00000008282.8,chr7,106112139,106112336,TSS,True,87,581
ENSG00000196715.6,chr7,65873123,65873565,TSS,True,28,137
ENSG00000272391.5,chr7,75421508,75422709,TSS,True,80,116
ENSG00000001630.16,chr7,92134172,92134517,TSS,False,43,426
ENSG00000214022.11,chr7,150368941,150371227,ES,False,83,119
ENSG00000214022.11,chr7,150368941,150371227,3AS,True,83,114
ENSG00000214022.11,chr7,150368167,150368941,TSS,True,261,438
ENSG00000214022.11,chr7,150371230,150374043,PAS,True,172,207
ENSG00000214022.11,chr7,150371227,150374043,PAS,True,71,207
ENSG00000214022.11,chr7,150369670,150374037,PAS,True,173,206
ENSG00000183696.13,chr7,48088641,48089418,TSS,True,57,100
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,70,282
ENSG00000105835.11,chr7,106284347,106284581,TSS,False,226,282
ENSG00000219545.11,chr7,7640592,7640821,TSS,True,14,110
ENSG00000219545.11,chr7,7877280,7879223,PAS,True,25,107
ENSG00000106070.18,chr7,50703908,50793223,ME,True,89,108
ENSG00000106070.18,chr7,50703908,50793223,ME,True,89,108
ENSG00000106070.18,chr7,50703908,50755886,ES,False,78,172
ENSG00000106070.18,chr7,50703908,50793223,ME,True,77,108
ENSG00000106070.18,chr7,50703908,50793223,ES,False,52,252
ENSG00000106070.18,chr7,50590060,50593098,PAS,True,72,308
ENSG00000106070.18,chr7,50610900,50612839,PAS,True,274,305
ENSG00000106070.18,chr7,50793223,50793530,TSS,True,61,336
ENSG00000088298.12,chr20,35147151,35147389,TSS,True,18,108
ENSG00000080189.14,chr20,46349537,46350524,PAS,True,28,216
ENSG00000080189.14,chr20,46364370,46364449,TSS,True,58,224
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,533,1157
ENSG00000171867.16,chr20,4686325,4686512,TSS,True,284,1441
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,641,1182
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,542,1182
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,117,170
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,63,177
ENSG00000132823.10,chr20,44210695,44210839,TSS,False,49,181
ENSG00000132823.10,chr20,44206880,44210416,TSS,True,153,181
ENSG00000088832.16,chr20,1392961,1393143,TSS,True,130,573
ENSG00000088833.17,chr20,1445830,1452492,3AS,False,226,265
ENSG00000088833.17,chr20,1466719,1466961,TSS,True,31,288
ENSG00000173418.11,chr20,20032653,20033101,IR,True,169,192
ENSG00000173418.11,chr20,20017279,20017449,TSS,False,47,197
ENSG00000173418.11,chr20,20032632,20032653,TSS,True,177,197
ENSG00000173418.11,chr20,20033101,20034383,PAS,True,23,197
ENSG00000124228.14,chr20,49219319,49219541,TSS,True,81,289
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,87,284
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,205,260
ENSG00000101187.15,chr20,62668184,62668476,IR,False,699,795
ENSG00000101187.15,chr20,62669078,62671749,ES,True,662,737
ENSG00000101187.15,chr20,62669078,62671749,3AS,True,662,750
ENSG00000101187.15,chr20,62670120,62671749,IR,True,46,142
ENSG00000101187.15,chr20,62642414,62642553,TSS,True,791,970
ENSG00000101187.15,chr20,62656357,62657250,TSS,False,586,969
ENSG00000101187.15,chr20,62671749,62672621,PAS,True,201,940
ENSG00000101187.15,chr20,62669950,62672621,PAS,True,759,846
ENSG00000101391.20,chr20,33372697,33374114,IR,True,111,146
ENSG00000101391.20,chr20,33358827,33359123,PAS,True,20,167
ENSG00000101189.6,chr20,62795454,62796671,TSS,False,17,101
ENSG00000124201.14,chr20,49255042,49257664,PAS,True,167,217
ENSG00000124201.14,chr20,49255535,49255947,PAS,False,65,223
ENSG00000124201.14,chr20,49278020,49278447,TSS,False,66,251
ENSG00000124098.9,chr20,56358949,56359191,TSS,True,39,328
ENSG00000100983.10,chr20,34928951,34929400,IR,True,127,159
ENSG00000100983.10,chr20,34942627,34942930,IR,False,148,176
ENSG00000100983.10,chr20,34928430,34928951,PAS,True,46,181
ENSG00000100983.10,chr20,34928432,34929590,PAS,True,150,181
ENSG00000100983.10,chr20,34955726,34955817,TSS,True,22,185
ENSG00000100982.11,chr20,45934417,45934804,TSS,True,26,120
ENSG00000101146.12,chr20,57350953,57351422,TSS,True,22,139
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,86,209
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,165,284
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,196,284
ENSG00000101337.15,chr20,32109517,32109755,TSS,False,100,222
ENSG00000101337.15,chr20,32165294,32167258,PAS,True,27,182
ENSG00000101104.12,chr20,44910033,44910336,TSS,True,89,108
ENSG00000101104.12,chr20,44930899,44933185,TSS,True,63,105
ENSG00000101104.12,chr20,44937379,44938191,TSS,True,81,104
ENSG00000101104.12,chr20,44939125,44944224,PAS,True,13,100
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,249,613
ENSG00000125977.6,chr20,34103498,34103565,PAS,True,471,605
ENSG00000125977.6,chr20,34105520,34105545,PAS,True,483,561
ENSG00000125977.6,chr20,34112095,34112255,TSS,False,67,626
ENSG00000198959.11,chr20,38165188,38165430,TSS,True,89,119
ENSG00000198959.11,chr20,38155846,38156090,TSS,True,103,119
ENSG00000198959.11,chr20,38131092,38131129,TSS,True,96,109
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,64,191
ENSG00000124209.3,chr20,58309673,58310012,TSS,True,24,239
ENSG00000124164.15,chr20,58389132,58389517,TSS,True,63,238
ENSG00000149658.17,chr20,63215865,63216245,TSS,True,213,362
ENSG00000149658.17,chr20,63202286,63203161,TSS,True,176,361
ENSG00000125868.15,chr20,17569786,17570211,TSS,True,272,800
ENSG00000166619.13,chr20,37527792,37527915,TSS,True,179,696
ENSG00000125875.13,chr20,437598,438549,IR,False,68,131
ENSG00000125875.13,chr20,445130,462335,ES,True,16,132
ENSG00000125875.13,chr20,435479,438841,PAS,True,76,141
ENSG00000125875.13,chr20,435483,437598,PAS,True,75,141
ENSG00000125875.13,chr20,462335,462564,TSS,True,50,182
ENSG00000171858.17,chr20,62387060,62387136,TSS,True,666,916
ENSG00000171858.17,chr20,62387107,62387388,TSS,True,649,916
ENSG00000171858.17,chr20,62387609,62387674,TSS,True,624,916
ENSG00000214078.12,chr20,35632923,35664759,ES,False,112,134
ENSG00000214078.12,chr20,35632923,35664801,5AS,False,78,211
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,181,315
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,235,315
ENSG00000214078.12,chr20,35632162,35632320,TSS,True,275,314
ENSG00000197496.5,chr20,46709594,46709740,TSS,True,56,160
ENSG00000197496.5,chr20,46725039,46726324,TSS,True,136,157
ENSG00000089063.14,chr20,5109445,5112729,5AS,False,143,164
ENSG00000089063.14,chr20,5109445,5112742,5AS,False,25,197
ENSG00000089063.14,chr20,5109445,5112960,5AS,False,247,437
ENSG00000089063.14,chr20,5112960,5113087,TSS,True,246,500
ENSG00000089063.14,chr20,5112729,5113076,TSS,True,347,500
ENSG00000132824.13,chr20,44521912,44522094,TSS,True,75,681
ENSG00000101333.16,chr20,9068510,9068903,TSS,True,48,140
ENSG00000101333.16,chr20,9453346,9453594,PAS,True,99,127
ENSG00000101333.16,chr20,9478920,9480808,PAS,True,101,132
ENSG00000101333.16,chr20,9457413,9457445,PAS,True,93,127
ENSG00000101333.16,chr20,9365460,9366411,PAS,True,82,108
ENSG00000101255.10,chr20,380590,381169,TSS,False,607,2284
ENSG00000101255.10,chr20,381266,381500,TSS,True,2032,2284
ENSG00000101255.10,chr20,388011,388301,TSS,True,2055,2284
ENSG00000125844.15,chr20,17619728,17620298,IR,True,202,253
ENSG00000125844.15,chr20,17643127,17658604,5AS,False,33,198
ENSG00000125844.15,chr20,17660528,17682027,ES,False,88,139
ENSG00000125844.15,chr20,17613676,17614220,PAS,True,101,323
ENSG00000125844.15,chr20,17614099,17615529,PAS,True,264,319
ENSG00000125844.15,chr20,17659192,17660528,PAS,True,107,140
ENSG00000125844.15,chr20,17658595,17660531,TSS,True,306,373
ENSG00000125844.15,chr20,17682027,17682310,TSS,True,270,410
ENSG00000025772.7,chr20,44943579,44951832,ES,True,15,130
ENSG00000025772.7,chr20,44960206,44960448,TSS,False,77,207
ENSG00000101266.18,chr20,508660,543671,ES,False,98,130
ENSG00000101266.18,chr20,480421,484076,PAS,True,19,177
ENSG00000101266.18,chr20,543671,543818,TSS,True,72,205
ENSG00000101266.18,chr20,499832,499880,TSS,True,176,201
ENSG00000172296.12,chr20,13008926,13009384,TSS,True,61,104
ENSG00000172296.12,chr20,13008929,13009072,TSS,True,83,104
ENSG00000100991.11,chr20,35021332,35035122,3AS,False,79,281
ENSG00000100991.11,chr20,35092613,35092867,TSS,True,73,338
ENSG00000088766.11,chr20,6006552,6009774,5AS,True,114,129
ENSG00000088766.11,chr20,6006049,6006552,TSS,True,57,176
ENSG00000101181.17,chr20,62183001,62183057,TSS,True,85,120
ENSG00000101181.17,chr20,62191029,62193624,TSS,True,104,120
ENSG00000101181.17,chr20,62199136,62199257,TSS,True,83,113
ENSG00000101181.17,chr20,62200682,62203568,PAS,True,38,104
ENSG00000101181.17,chr20,62203083,62203568,PAS,False,82,116
ENSG00000203880.11,chr20,64255870,64259941,5AS,False,178,209
ENSG00000203880.11,chr20,64255697,64255870,TSS,True,81,266
ENSG00000100994.11,chr20,25294157,25294242,IR,True,20,125
ENSG00000100994.11,chr20,25248012,25248421,TSS,False,891,3086
ENSG00000101363.12,chr20,37289686,37301207,ES,False,25,104
ENSG00000101363.12,chr20,37289638,37289686,TSS,True,52,157
ENSG00000101363.12,chr20,37296072,37297534,TSS,True,139,157
ENSG00000130706.12,chr20,62303781,62306196,ES,False,66,448
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,241,638
ENSG00000026559.13,chr20,51010364,51022869,ES,False,52,163
ENSG00000026559.13,chr20,51012416,51022869,ES,False,86,104
ENSG00000026559.13,chr20,51022869,51023142,TSS,False,32,196
ENSG00000125991.19,chr20,35542014,35542185,TSS,True,123,805
ENSG00000101193.7,chr20,62938108,62938253,TSS,True,52,133
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,103,241
ENSG00000131051.22,chr20,35739017,35740524,IR,False,63,140
ENSG00000131051.22,chr20,35739017,35740823,ES,False,108,172
ENSG00000131051.22,chr20,35739017,35740823,3AS,True,108,157
ENSG00000131051.22,chr20,35739017,35740823,IR,False,108,141
ENSG00000131051.22,chr20,35740597,35740823,IR,False,116,157
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,39,288
ENSG00000131051.22,chr20,35741940,35742312,TSS,True,37,299
ENSG00000101361.16,chr20,2656034,2656400,IR,False,122,142
ENSG00000101361.16,chr20,2656549,2656773,IR,False,134,151
ENSG00000101361.16,chr20,2652183,2652663,TSS,True,108,199
ENSG00000101361.16,chr20,2654698,2655512,TSS,True,171,199
ENSG00000101361.16,chr20,2657928,2658393,PAS,False,31,168
ENSG00000101361.16,chr20,2657080,2658394,PAS,True,132,156
ENSG00000062598.17,chr20,46406547,46406636,TSS,True,17,109
ENSG00000197586.12,chr20,25195867,25207075,ES,False,164,261
ENSG00000197586.12,chr20,25195867,25207078,ES,False,20,107
ENSG00000197586.12,chr20,25195867,25209848,ES,False,90,461
ENSG00000197586.12,chr20,25206590,25207078,3AS,False,88,192
ENSG00000197586.12,chr20,25218614,25222837,ES,False,74,384
ENSG00000197586.12,chr20,25218614,25222837,3AS,True,74,186
ENSG00000197586.12,chr20,25221333,25222837,IR,True,307,426
ENSG00000197586.12,chr20,25224157,25225204,3AS,False,448,555
ENSG00000197586.12,chr20,25195669,25195867,TSS,True,161,622
ENSG00000101161.7,chr20,63981097,63981316,TSS,False,182,544
ENSG00000101161.7,chr20,64027601,64027736,TSS,True,461,539
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,424,761
ENSG00000064601.18,chr20,45891371,45891762,TSS,True,681,761
ENSG00000064601.18,chr20,45898044,45898109,TSS,True,545,761
ENSG00000125818.17,chr20,1118599,1118902,TSS,True,50,292
ENSG00000125826.20,chr20,408779,409880,3AS,False,944,1119
ENSG00000125826.20,chr20,408028,408779,TSS,True,796,1982
ENSG00000125826.20,chr20,420745,422238,TSS,True,1175,1317
ENSG00000125826.20,chr20,410411,410764,PAS,False,877,1235
ENSG00000125826.20,chr20,430349,432139,PAS,True,680,1928
ENSG00000101365.20,chr20,2658393,2658837,PAS,True,35,153
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,150,180
ENSG00000101365.20,chr20,2664152,2664219,TSS,True,46,180
ENSG00000101367.8,chr20,32819893,32820028,TSS,False,19,154
ENSG00000130703.16,chr20,62238467,62238597,TSS,True,33,126
ENSG00000125821.12,chr20,18587917,18588115,TSS,True,28,146
ENSG00000196562.14,chr20,47658392,47659696,ES,False,426,2136
ENSG00000196562.14,chr20,47785342,47785989,TSS,False,923,2429
ENSG00000101343.14,chr20,20052291,20052476,TSS,False,38,102
ENSG00000101343.14,chr20,20039608,20039658,TSS,True,83,100
ENSG00000087495.16,chr20,59835961,59836560,TSS,True,583,1032
ENSG00000087495.16,chr20,59847114,59847711,PAS,True,61,551
ENSG00000101220.17,chr20,3767662,3767787,TSS,True,55,214
ENSG00000101220.17,chr20,3758535,3758865,TSS,False,187,214
ENSG00000125520.13,chr20,63739724,63740038,TSS,False,109,181
ENSG00000125520.13,chr20,63739761,63740531,TSS,True,160,181
ENSG00000124160.11,chr20,46089816,46089962,TSS,False,49,101
ENSG00000271303.1,chr20,652975,653199,TSS,False,56,387
ENSG00000060491.16,chr20,62804789,62805030,TSS,True,56,149
ENSG00000060491.16,chr20,62812229,62814000,PAS,True,22,125
ENSG00000101224.17,chr20,3795844,3796731,TSS,True,108,121
ENSG00000101224.17,chr20,3801395,3802100,TSS,True,108,121
ENSG00000087460.24,chr20,58895684,58903527,ES,False,900,1033
ENSG00000087460.24,chr20,58895684,58903530,ES,False,517,1455
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,517,1550
ENSG00000087460.24,chr20,58898985,58903530,3AS,False,965,1103
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,587,2914
ENSG00000166913.12,chr20,44885672,44885886,TSS,True,273,1060
ENSG00000101150.17,chr20,63873816,63882718,ES,False,72,498
ENSG00000101150.17,chr20,63865205,63865384,TSS,True,70,556
ENSG00000101210.11,chr20,63499057,63499275,TSS,True,106,440
ENSG00000215305.9,chr20,2862710,2862806,IR,False,106,126
ENSG00000215305.9,chr20,2840239,2840827,TSS,True,17,139
ENSG00000215440.11,chr20,58712579,58713419,IR,False,315,380
ENSG00000215440.11,chr20,58713543,58713916,IR,False,263,376
ENSG00000215440.11,chr20,58692123,58693050,TSS,False,72,435
ENSG00000215440.11,chr20,58715167,58715844,PAS,True,44,421
ENSG00000171552.12,chr20,31722617,31723528,TSS,True,202,297
ENSG00000171552.12,chr20,31721654,31722553,TSS,True,257,297
ENSG00000198276.15,chr20,63946640,63956259,3AS,True,26,112
ENSG00000198276.15,chr20,63941109,63941581,TSS,True,240,384
ENSG00000198276.15,chr20,63940149,63940245,TSS,True,335,384
ENSG00000198276.15,chr20,63956259,63956477,TSS,True,272,384
ENSG00000125827.8,chr20,8019437,8019829,TSS,True,32,198
ENSG00000132670.20,chr20,2923285,2964271,ES,True,65,270
ENSG00000132670.20,chr20,2873455,2873760,TSS,True,42,335
ENSG00000244005.12,chr20,35699191,35699373,TSS,True,66,101
ENSG00000244005.12,chr20,35698480,35699707,TSS,True,63,101
ENSG00000131043.11,chr20,36236256,36236503,TSS,False,33,105
ENSG00000131043.11,chr20,36239819,36240625,TSS,True,87,105
ENSG00000101191.16,chr20,62937795,62937943,TSS,False,107,124
ENSG00000101191.16,chr20,62926431,62926528,TSS,True,93,124
ENSG00000125901.5,chr20,3046737,3047734,IR,True,132,156
ENSG00000125901.5,chr20,3046020,3046280,TSS,False,26,173
ENSG00000125901.5,chr20,3047734,3048261,PAS,False,27,161
ENSG00000125901.5,chr20,3046613,3048249,PAS,True,137,158
ENSG00000101182.14,chr20,62139074,62139185,TSS,True,542,1341
ENSG00000101182.14,chr20,62143207,62143457,TSS,True,919,1341
ENSG00000088836.13,chr20,3230731,3230846,TSS,True,588,659
ENSG00000054793.13,chr20,51768301,51768689,TSS,True,109,173
ENSG00000101384.12,chr20,10644862,10644983,TSS,True,659,900
ENSG00000101384.12,chr20,10645142,10645256,TSS,True,540,900
ENSG00000101384.12,chr20,10645355,10645459,TSS,True,745,900
ENSG00000242372.7,chr20,35280118,35284175,ES,False,43,263
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,109,286
ENSG00000242372.7,chr20,35284380,35284734,TSS,True,209,286
ENSG00000198171.12,chr20,3204536,3204692,TSS,False,37,265
ENSG00000100979.14,chr20,45912078,45912208,TSS,True,39,155
ENSG00000101199.12,chr20,63272778,63272920,TSS,True,188,348
ENSG00000101199.12,chr20,63282879,63284922,TSS,True,290,342
ENSG00000125877.12,chr20,3209463,3209617,TSS,True,91,153
ENSG00000171703.16,chr20,64071941,64072171,IR,False,92,107
ENSG00000171703.16,chr20,64063090,64063384,TSS,True,57,145
ENSG00000171703.16,chr20,64072171,64072352,PAS,True,53,145
ENSG00000125995.15,chr20,35699451,35699632,5AS,False,28,113
ENSG00000125995.15,chr20,35699383,35699456,TSS,True,222,307
ENSG00000125995.15,chr20,35699630,35699763,TSS,True,243,307
ENSG00000101158.13,chr20,58989021,58989487,IR,False,160,179
ENSG00000101158.13,chr20,58989640,58989857,IR,True,172,198
ENSG00000101158.13,chr20,58993675,58994109,5AS,False,18,170
ENSG00000101158.13,chr20,58993764,58994109,IR,False,152,177
ENSG00000101158.13,chr20,58981207,58981369,TSS,True,69,236
ENSG00000101158.13,chr20,58994641,58995133,PAS,True,48,232
ENSG00000101152.10,chr20,63931022,63931464,ES,True,120,169
ENSG00000101152.10,chr20,63928332,63928452,TSS,True,232,373
ENSG00000100997.18,chr20,25294740,25295030,PAS,False,319,385
ENSG00000100997.18,chr20,25300197,25300884,PAS,True,82,348
ENSG00000100997.18,chr20,25390512,25390909,TSS,True,49,385
ENSG00000132792.18,chr20,37694012,37694152,TSS,True,18,165
ENSG00000101346.13,chr20,32207843,32208065,TSS,True,111,183
ENSG00000124207.16,chr20,49046281,49046423,TSS,True,30,137
ENSG00000124155.17,chr20,45416099,45416343,TSS,True,47,214
ENSG00000125970.11,chr20,34073635,34075873,ES,False,67,238
ENSG00000125970.11,chr20,33993621,33994131,TSS,True,48,272
ENSG00000101474.11,chr20,24992593,24992782,TSS,True,41,362
ENSG00000088888.17,chr20,3846822,3846903,TSS,True,139,171
ENSG00000177410.12,chr20,49280570,49289044,ES,True,83,139
ENSG00000177410.12,chr20,49278601,49278716,TSS,True,46,165
ENSG00000087510.6,chr20,56629212,56629592,TSS,False,66,163
ENSG00000087510.6,chr20,56630543,56631690,TSS,True,142,163
ENSG00000101444.12,chr20,34303242,34303390,TSS,True,50,216
ENSG00000101444.12,chr20,34292357,34292860,TSS,True,190,216
ENSG00000124214.19,chr20,49154071,49174194,ES,False,177,214
ENSG00000124214.19,chr20,49117776,49117963,TSS,True,380,433
ENSG00000124214.19,chr20,49188115,49188417,TSS,False,223,450
ENSG00000124214.19,chr20,49153932,49154076,TSS,False,373,449
ENSG00000101290.13,chr20,5126835,5127149,TSS,True,34,130
ENSG00000132669.13,chr20,19974789,19975787,TSS,True,60,188
ENSG00000132669.13,chr20,20000612,20002457,PAS,True,29,185
ENSG00000078699.21,chr20,33490005,33490301,TSS,True,70,130
ENSG00000131069.19,chr20,34876462,34876823,TSS,True,21,117
ENSG00000089006.16,chr20,17968374,17968838,TSS,True,71,131
ENSG00000089006.16,chr20,17968699,17968940,TSS,True,86,131
ENSG00000124249.6,chr20,44745860,44746193,TSS,False,46,323
ENSG00000124249.6,chr20,44750128,44751031,PAS,False,67,277
ENSG00000124249.6,chr20,44749614,44749758,PAS,True,219,277
ENSG00000244687.11,chr20,50113106,50113174,TSS,True,60,187
ENSG00000204070.9,chr20,45363135,45363315,TSS,True,21,104
ENSG00000204070.9,chr20,45363478,45363693,TSS,True,93,104
ENSG00000101246.19,chr20,63700530,63700601,IR,False,122,143
ENSG00000101246.19,chr20,63707092,63707866,3AS,False,64,109
ENSG00000101246.19,chr20,63698642,63700530,PAS,True,21,143
ENSG00000101246.19,chr20,63698643,63700702,PAS,True,122,143
ENSG00000101246.19,chr20,63707866,63708027,TSS,True,38,155
ENSG00000101294.17,chr20,31514410,31514734,TSS,True,114,927
ENSG00000101457.12,chr20,45791934,45792109,TSS,True,347,444
ENSG00000101457.12,chr20,45791985,45792747,TSS,True,123,444
ENSG00000125863.19,chr20,10401610,10405687,PAS,True,43,199
ENSG00000125863.19,chr20,10413531,10413931,PAS,True,157,195
ENSG00000125835.18,chr20,2461793,2462635,3AS,False,88,217
ENSG00000125835.18,chr20,2461633,2461939,PAS,True,96,225
ENSG00000125835.18,chr20,2461633,2461793,PAS,True,158,246
ENSG00000125835.18,chr20,2470687,2470835,TSS,True,31,246
ENSG00000124145.6,chr20,45348324,45348430,TSS,False,60,119
ENSG00000082781.11,chr3,124886930,124887685,TSS,False,57,333
ENSG00000168036.17,chr3,41239354,41239659,IR,False,81,213
ENSG00000168036.17,chr3,41239354,41239818,3AS,False,58,142
ENSG00000168036.17,chr3,41239354,41239818,IR,False,58,190
ENSG00000168036.17,chr3,41199199,41199670,TSS,True,100,293
ENSG00000168036.17,chr3,41224997,41225207,TSS,True,252,293
ENSG00000168036.17,chr3,41239659,41240446,PAS,True,204,286
ENSG00000168036.17,chr3,41239133,41240445,PAS,True,154,286
ENSG00000168036.17,chr3,41239818,41240452,PAS,True,235,293
ENSG00000145191.13,chr3,184143142,184143441,IR,False,171,198
ENSG00000069849.10,chr3,141876137,141876910,TSS,True,13,107
ENSG00000138495.6,chr3,119677203,119677415,TSS,True,60,143
ENSG00000138495.6,chr3,119675144,119675234,TSS,True,88,143
ENSG00000018408.14,chr3,149526012,149526071,TSS,True,145,169
ENSG00000018408.14,chr3,149657764,149658053,TSS,False,103,179
ENSG00000214706.10,chr3,50292216,50292628,TSS,True,66,608
ENSG00000163660.11,chr3,157147552,157148589,PAS,True,67,110
ENSG00000163660.11,chr3,157147795,157149977,PAS,False,85,108
ENSG00000163660.11,chr3,157150013,157150169,PAS,True,87,108
ENSG00000163660.11,chr3,157159791,157160232,TSS,True,31,115
ENSG00000047849.21,chr3,47850688,47853039,PAS,True,60,296
ENSG00000047849.21,chr3,47853162,47853298,TSS,True,475,676
ENSG00000214160.9,chr3,184245812,184248781,5AS,False,49,161
ENSG00000214160.9,chr3,184248781,184248971,TSS,True,129,178
ENSG00000214160.9,chr3,184248744,184248965,TSS,True,65,178
ENSG00000114850.6,chr3,156554956,156555161,TSS,True,113,499
ENSG00000163714.17,chr3,143021382,143021472,5AS,False,49,109
ENSG00000163714.17,chr3,143001324,143001673,TSS,True,57,140
ENSG00000163714.17,chr3,143012221,143012353,TSS,False,104,140
ENSG00000163714.17,chr3,143038893,143038960,PAS,True,69,139
ENSG00000163714.17,chr3,143056311,143060546,PAS,True,89,139
ENSG00000114353.16,chr3,50236157,50236453,TSS,True,75,427
ENSG00000188846.13,chr3,40457363,40457889,5AS,False,183,206
ENSG00000188846.13,chr3,40457295,40457363,TSS,False,240,424
ENSG00000188846.13,chr3,40457330,40457991,TSS,True,260,424
ENSG00000169255.14,chr3,161086788,161103426,ME,False,122,153
ENSG00000169255.14,chr3,161086788,161101138,ES,False,137,157
ENSG00000169255.14,chr3,161086788,161103426,ES,False,84,281
ENSG00000169255.14,chr3,161101233,161103426,ES,False,127,154
ENSG00000169255.14,chr3,161104784,161105342,TSS,True,93,301
ENSG00000169255.14,chr3,161105234,161105445,TSS,False,241,301
ENSG00000051382.8,chr3,138834694,138834968,TSS,True,26,122
ENSG00000162244.11,chr3,51995856,51995952,TSS,False,136,482
ENSG00000162244.11,chr3,51995424,51995470,TSS,True,403,482
ENSG00000163719.19,chr3,9689082,9697710,ES,False,12,101
ENSG00000163719.19,chr3,9689082,9701789,ES,False,28,179
ENSG00000163719.19,chr3,9690143,9701789,ES,False,47,141
ENSG00000001617.11,chr3,50154990,50155564,TSS,False,82,128
ENSG00000001617.11,chr3,50159572,50159734,TSS,True,106,128
ENSG00000173473.10,chr3,47585268,47588306,PAS,True,129,215
ENSG00000173473.10,chr3,47636021,47636136,PAS,True,101,198
ENSG00000173473.10,chr3,47781602,47781940,TSS,True,91,271
ENSG00000184432.9,chr3,139353949,139357958,PAS,True,52,370
ENSG00000184432.9,chr3,139369483,139369544,PAS,True,311,356
ENSG00000170275.14,chr3,33113963,33114548,TSS,True,290,985
ENSG00000170017.12,chr3,105550259,105552467,ES,False,37,243
ENSG00000170017.12,chr3,105366511,105367481,TSS,True,90,292
ENSG00000114796.15,chr3,183635609,183635793,TSS,True,50,140
ENSG00000114796.15,chr3,183635614,183635747,TSS,True,123,140
ENSG00000114796.15,chr3,183679085,183684519,PAS,True,18,123
ENSG00000178149.16,chr3,49018022,49018588,TSS,True,75,102
ENSG00000178149.16,chr3,49018399,49020015,TSS,True,57,102
ENSG00000178149.16,chr3,49017612,49018580,TSS,True,80,102
ENSG00000068745.14,chr3,48695418,48717156,3AS,False,53,137
ENSG00000068745.14,chr3,48688002,48688773,PAS,False,67,233
ENSG00000068745.14,chr3,48717156,48717303,TSS,False,98,246
ENSG00000068745.14,chr3,48695089,48695424,TSS,True,211,244
ENSG00000057019.15,chr3,98795966,98799841,PAS,True,250,567
ENSG00000057019.15,chr3,98819207,98819417,PAS,True,374,525
ENSG00000057019.15,chr3,98901121,98901734,TSS,True,271,717
ENSG00000081154.11,chr3,101574279,101579841,3AS,False,288,555
ENSG00000163512.13,chr3,28322344,28324454,PAS,True,20,105
ENSG00000114388.12,chr3,50347901,50348123,IR,False,89,112
