gene,chr,start,end,splice_type,novel,GM12878_ENCFF225CCJ_in_cov,GM12878_ENCFF225CCJ_total_cov
ENSG00000102738.7,chr13,40752021,40757013,PAS,True,133,184
ENSG00000120699.12,chr13,37003007,37004515,IR,False,498,561
ENSG00000120699.12,chr13,37009183,37011113,PAS,True,75,571
ENSG00000136104.20,chr13,50956357,50956764,PAS,True,49,166
ENSG00000136104.20,chr13,50969931,50972513,PAS,True,143,166
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,121,509
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,50,200
ENSG00000136122.15,chr13,72729093,72734959,ES,False,26,217
ENSG00000102524.11,chr13,108269688,108270234,TSS,False,18,150
ENSG00000102753.9,chr13,49792437,49792685,TSS,False,25,133
ENSG00000213995.11,chr13,110624279,110627438,ES,False,18,131
ENSG00000213995.11,chr13,110634595,110634671,IR,True,120,139
ENSG00000139618.14,chr13,32315470,32315667,TSS,True,34,238
ENSG00000139618.14,chr13,32332271,32335180,PAS,False,25,218
ENSG00000139618.14,chr13,32336264,32338819,PAS,True,195,219
ENSG00000134899.19,chr13,102845800,102846354,TSS,True,26,116
ENSG00000134899.19,chr13,102862158,102863103,TSS,True,86,100
ENSG00000134899.19,chr13,102875306,102876000,PAS,True,57,116
ENSG00000134899.19,chr13,102872197,102872270,PAS,True,84,114
ENSG00000120662.15,chr13,41216144,41217228,PAS,True,59,106
ENSG00000120662.15,chr13,41226436,41226568,PAS,True,67,106
ENSG00000120662.15,chr13,41263484,41263587,TSS,False,52,106
ENSG00000120662.15,chr13,41263566,41264253,TSS,True,75,106
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,111,708
ENSG00000133104.13,chr13,36335832,36346239,5AS,True,17,116
ENSG00000133104.13,chr13,36301637,36304632,PAS,True,41,345
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,248,348
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,162,348
ENSG00000175198.16,chr13,100449305,100527674,ES,False,14,124
ENSG00000175198.16,chr13,100530097,100530438,PAS,True,17,141
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,35,238
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,36,145
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,111,132
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,17,133
ENSG00000134884.14,chr13,106557047,106558540,TSS,True,99,112
ENSG00000139842.14,chr13,113208746,113209775,TSS,True,72,104
ENSG00000120690.15,chr13,40931242,40934028,PAS,True,79,122
ENSG00000120690.15,chr13,40943221,40943925,PAS,True,88,114
ENSG00000120690.15,chr13,40949806,40949973,PAS,True,75,110
ENSG00000120690.15,chr13,41019227,41019379,TSS,False,62,129
ENSG00000120690.15,chr13,40982857,40982911,TSS,False,97,129
ENSG00000189403.14,chr13,30461533,30462537,IR,True,1216,1459
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,418,1636
ENSG00000189403.14,chr13,30460892,30462712,PAS,True,1387,1631
ENSG00000136147.17,chr13,49496095,49513058,ES,False,15,105
ENSG00000186184.17,chr13,27622874,27623449,PAS,True,167,302
ENSG00000186184.17,chr13,27665685,27667416,PAS,True,149,306
ENSG00000127870.16,chr13,26212360,26215592,PAS,True,16,155
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,140,169
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,69,169
ENSG00000136167.13,chr13,46125919,46127723,PAS,True,479,4769
ENSG00000136167.13,chr13,46182110,46182296,TSS,True,877,5146
ENSG00000126226.21,chr13,113177976,113178173,3AS,False,69,117
ENSG00000126226.21,chr13,113177976,113178173,IR,False,69,344
ENSG00000126226.21,chr13,113178008,113178173,IR,False,48,323
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,323,392
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,116,391
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,344,392
ENSG00000102471.14,chr13,79481218,79481524,TSS,True,49,440
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,175,242
ENSG00000120694.19,chr13,31137193,31138568,PAS,False,194,241
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,181,236
ENSG00000120694.19,chr13,31143790,31143923,PAS,True,185,232
ENSG00000120694.19,chr13,31161475,31162017,TSS,False,122,247
ENSG00000120694.19,chr13,31161981,31162365,TSS,True,185,247
ENSG00000102445.18,chr13,46368815,46387133,ES,False,19,159
ENSG00000102445.18,chr13,46372597,46387133,ES,False,70,114
ENSG00000102445.18,chr13,46387133,46387470,TSS,True,52,212
ENSG00000152193.7,chr13,78659048,78659167,TSS,False,23,152
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,47,236
ENSG00000125304.9,chr13,99537818,99537863,TSS,True,206,232
ENSG00000083535.15,chr13,72797906,72800808,PAS,True,108,126
ENSG00000083535.15,chr13,73015868,73017752,PAS,True,93,128
ENSG00000083535.15,chr13,72908530,72909135,PAS,True,113,128
ENSG00000083535.15,chr13,72827732,72827914,PAS,True,107,128
ENSG00000253710.3,chr13,52012462,52024005,ES,True,15,127
ENSG00000136161.12,chr13,48488958,48490251,PAS,True,34,153
ENSG00000136161.12,chr13,48533027,48533256,TSS,True,72,156
ENSG00000136161.12,chr13,48492486,48492653,TSS,True,100,122
ENSG00000136161.12,chr13,48492439,48492626,TSS,False,97,122
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,36,303
ENSG00000106462.10,chr7,148829848,148846469,ES,False,11,104
ENSG00000106462.10,chr7,148832750,148846496,5AS,False,19,112
ENSG00000106462.10,chr7,148807364,148807706,PAS,True,22,181
ENSG00000106462.10,chr7,148884163,148884694,TSS,True,58,186
ENSG00000004866.20,chr7,117131960,117136080,ES,False,135,167
ENSG00000004866.20,chr7,116952949,116953691,TSS,True,128,173
ENSG00000004866.20,chr7,117014624,117015014,TSS,True,56,173
ENSG00000214194.8,chr7,113118527,113118554,TSS,False,44,249
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,262,719
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,463,721
ENSG00000006625.17,chr7,30498938,30504568,ES,False,69,344
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,121,682
ENSG00000086730.16,chr7,74210088,74215946,ES,False,109,430
ENSG00000086730.16,chr7,74214940,74215946,5AS,False,102,330
ENSG00000166526.16,chr7,100081634,100081764,TSS,True,30,116
ENSG00000166526.16,chr7,100082300,100082725,TSS,False,99,116
ENSG00000122566.21,chr7,26197732,26200571,ES,False,1195,1404
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,268,1479
ENSG00000135269.17,chr7,116210470,116210734,TSS,True,27,105
ENSG00000135269.17,chr7,116249017,116249272,TSS,True,94,105
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,131,181
ENSG00000106025.8,chr7,120856697,120857051,TSS,True,93,181
ENSG00000106025.8,chr7,120857038,120857215,TSS,True,162,181
ENSG00000263001.5,chr7,74749267,74749451,TSS,True,97,108
ENSG00000263001.5,chr7,74650190,74650796,TSS,True,107,127
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,63,124
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,96,123
ENSG00000105849.5,chr7,19708762,19709036,TSS,False,40,157
ENSG00000232956.8,chr7,44983322,44983821,IR,True,132,217
ENSG00000232956.8,chr7,44984046,44984356,IR,False,116,213
ENSG00000232956.8,chr7,44984426,44986020,IR,False,146,208
ENSG00000232956.8,chr7,44983022,44983322,PAS,True,85,217
ENSG00000232956.8,chr7,44983027,44986097,PAS,True,186,213
ENSG00000232956.8,chr7,44983025,44984426,PAS,True,185,217
ENSG00000232956.8,chr7,44983025,44984046,PAS,True,194,217
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,405,516
ENSG00000106028.10,chr7,141738503,141739123,5AS,False,57,110
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,144,551
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,494,551
ENSG00000122550.17,chr7,23106146,23123776,ES,False,94,105
ENSG00000122550.17,chr7,23125760,23131900,PAS,True,53,106
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,85,108
ENSG00000122550.17,chr7,23155990,23156515,PAS,False,86,108
ENSG00000090263.15,chr7,141014910,141014963,TSS,True,38,133
ENSG00000090263.15,chr7,141014550,141014963,TSS,True,104,133
ENSG00000154710.17,chr7,66740658,66740792,TSS,True,21,100
ENSG00000130429.14,chr7,99374781,99377357,3AS,False,56,109
ENSG00000130429.14,chr7,99377439,99385701,5AS,False,30,110
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,18,167
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,46,166
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,69,396
ENSG00000128595.16,chr7,128748804,128758870,ME,False,160,548
ENSG00000177409.11,chr7,93145532,93145908,IR,False,54,151
ENSG00000177409.11,chr7,93146040,93147087,5AS,False,30,147
ENSG00000177409.11,chr7,93146040,93148193,ES,False,19,166
ENSG00000177409.11,chr7,93130053,93135991,PAS,True,21,189
ENSG00000177409.11,chr7,93148193,93148415,TSS,True,37,210
ENSG00000128534.7,chr7,118184098,118184254,TSS,False,22,198
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,176,292
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,194,309
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,132,309
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,1720,3765
ENSG00000075624.14,chr7,5528280,5528763,TSS,True,3106,3760
ENSG00000075624.14,chr7,5528003,5528177,TSS,True,3136,3760
ENSG00000225648.5,chr7,72829783,72831601,ES,False,101,146
ENSG00000225648.5,chr7,72831798,72836576,ES,False,15,141
ENSG00000164649.19,chr7,21908507,21916753,ES,False,48,404
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,134,356
ENSG00000164649.19,chr7,21945780,21946136,TSS,True,58,440
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,54,194
ENSG00000188186.10,chr7,100148962,100149053,TSS,True,172,194
ENSG00000188186.10,chr7,100149032,100149579,TSS,True,170,194
ENSG00000127989.13,chr7,91880656,91880727,TSS,False,32,226
ENSG00000135241.16,chr7,108515574,108526028,ES,False,37,122
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,128,182
ENSG00000197157.10,chr7,127807481,127807573,TSS,True,93,180
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,111,349
ENSG00000122565.18,chr7,26212081,26213607,PAS,True,41,259
ENSG00000122565.18,chr7,26202970,26203022,PAS,True,225,254
ENSG00000006451.7,chr7,39623552,39623825,TSS,True,13,105
ENSG00000006634.7,chr7,87878133,87884978,5AS,False,28,225
ENSG00000006634.7,chr7,87896510,87897296,3AS,False,22,217
ENSG00000006634.7,chr7,87900878,87907187,ES,True,50,141
ENSG00000006634.7,chr7,87907187,87909553,PAS,True,103,244
ENSG00000006634.7,chr7,87904291,87904415,PAS,True,174,244
ENSG00000197343.10,chr7,99560695,99562367,ES,True,32,101
ENSG00000197343.10,chr7,99560695,99563862,ES,False,20,140
ENSG00000197343.10,chr7,99558365,99558787,TSS,False,46,166
ENSG00000197343.10,chr7,99558685,99559017,TSS,True,133,166
ENSG00000197343.10,chr7,99563862,99564745,PAS,True,18,160
ENSG00000197343.10,chr7,99572244,99576451,PAS,True,143,161
ENSG00000071243.15,chr7,120950753,120950924,TSS,True,79,334
ENSG00000071243.15,chr7,120951145,120951235,TSS,True,259,334
ENSG00000071243.15,chr7,120974727,120977212,PAS,True,65,334
ENSG00000136240.9,chr7,6483966,6484223,TSS,True,19,168
ENSG00000154978.12,chr7,55572270,55572538,TSS,True,90,117
ENSG00000197448.13,chr7,143265092,143265260,IR,False,133,153
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,25,133
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,39,151
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,126,151
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,440,601
ENSG00000106245.10,chr7,99409004,99410036,IR,False,22,183
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,185,647
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,481,647
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,45,154
ENSG00000006715.15,chr7,38909153,38909215,TSS,True,23,156
ENSG00000106682.14,chr7,74189918,74194740,ES,False,536,617
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,82,691
ENSG00000132436.11,chr7,50450300,50450402,TSS,True,13,109
ENSG00000055130.15,chr7,148698748,148699029,TSS,False,67,410
ENSG00000055130.15,chr7,148800501,148801110,PAS,True,44,409
ENSG00000106344.8,chr7,128335679,128335846,IR,False,95,107
ENSG00000106344.8,chr7,128302760,128310931,PAS,True,38,132
ENSG00000106344.8,chr7,128332372,128336042,PAS,True,111,127
ENSG00000010270.13,chr7,38178420,38207446,ES,False,203,306
ENSG00000186088.15,chr7,77310486,77311449,PAS,True,41,113
ENSG00000186088.15,chr7,77416212,77416600,TSS,False,49,113
ENSG00000085662.13,chr7,134458996,134459151,TSS,True,86,667
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,27,113
ENSG00000105875.13,chr7,135211379,135211625,TSS,False,217,286
ENSG00000105875.13,chr7,135188432,135188782,TSS,True,171,285
ENSG00000196636.7,chr7,97117897,97181011,ES,True,108,170
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,37,353
ENSG00000105821.14,chr7,103326684,103327655,ES,False,144,161
ENSG00000105821.14,chr7,103322520,103322632,PAS,False,103,169
ENSG00000105821.14,chr7,103322535,103322794,PAS,True,113,169
ENSG00000105821.14,chr7,103323597,103323663,PAS,True,149,169
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,91,432
ENSG00000122687.17,chr7,2239676,2242161,IR,True,91,115
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,82,514
ENSG00000106603.18,chr7,43648652,43650611,5AS,False,100,121
ENSG00000106603.18,chr7,43648652,43729428,ME,False,77,159
ENSG00000106603.18,chr7,43648652,43729428,ME,False,75,159
ENSG00000106603.18,chr7,43648652,43729428,ME,False,75,159
ENSG00000106603.18,chr7,43648652,43729428,ME,False,73,159
ENSG00000106603.18,chr7,43648652,43729428,ME,False,72,159
ENSG00000106603.18,chr7,43648652,43729428,ME,False,72,159
ENSG00000106603.18,chr7,43648652,43729428,ME,False,72,159
ENSG00000106603.18,chr7,43648652,43665657,ES,False,69,108
ENSG00000106603.18,chr7,43648652,43729428,ES,False,271,472
ENSG00000106603.18,chr7,43650712,43729428,ES,False,82,120
ENSG00000106603.18,chr7,43638242,43639681,PAS,True,52,513
ENSG00000106603.18,chr7,43729428,43729542,TSS,True,61,525
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,100,116
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,26,142
ENSG00000106628.10,chr7,44121833,44123546,TSS,True,124,142
ENSG00000122783.16,chr7,135167807,135168785,5AS,False,25,145
ENSG00000122783.16,chr7,135169060,135170651,5AS,True,96,147
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,73,169
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,118,169
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,102,128
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,222,359
ENSG00000106052.13,chr7,27793065,27793213,PAS,True,306,350
ENSG00000122545.19,chr7,35904253,35907110,PAS,True,430,1944
ENSG00000136231.13,chr7,23310207,23312460,PAS,True,24,133
ENSG00000136231.13,chr7,23469935,23470817,TSS,True,37,138
ENSG00000136231.13,chr7,23351304,23351757,TSS,True,115,135
ENSG00000006530.16,chr7,141551350,141551434,TSS,True,125,298
ENSG00000006530.16,chr7,141554601,141555567,TSS,True,194,298
ENSG00000005483.20,chr7,105014535,105040838,ES,False,133,188
ENSG00000005483.20,chr7,105013200,105014535,TSS,True,25,212
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,94,204
ENSG00000005483.20,chr7,105091215,105091731,PAS,True,178,205
ENSG00000005483.20,chr7,105076962,105077193,PAS,True,176,201
ENSG00000005483.20,chr7,105074642,105074816,PAS,False,180,201
ENSG00000064419.13,chr7,129018157,129054650,ES,False,260,294
ENSG00000064419.13,chr7,129054650,129055180,TSS,True,53,354
ENSG00000009954.10,chr7,73521826,73522306,TSS,True,50,135
ENSG00000122591.11,chr7,22941249,22946163,PAS,True,16,108
ENSG00000122591.11,chr7,23013924,23014193,TSS,True,13,116
ENSG00000164815.10,chr7,104126340,104126893,PAS,True,32,162
ENSG00000158517.13,chr7,74773971,74774103,TSS,True,26,204
ENSG00000122643.19,chr7,33026915,33035933,ES,False,168,196
ENSG00000122643.19,chr7,33026915,33062567,ES,False,184,222
ENSG00000122643.19,chr7,33062567,33063139,TSS,True,176,399
ENSG00000122643.19,chr7,33040871,33040910,TSS,True,236,399
ENSG00000086300.15,chr7,26291833,26292086,TSS,True,51,221
ENSG00000183742.12,chr7,20161870,20217298,ES,False,23,122
ENSG00000183742.12,chr7,20136064,20141158,PAS,True,100,163
ENSG00000183742.12,chr7,20158433,20160245,PAS,True,93,153
ENSG00000183742.12,chr7,20217298,20217554,TSS,True,23,168
ENSG00000165055.15,chr7,128501761,128504078,PAS,True,34,146
ENSG00000165055.15,chr7,128502613,128504068,PAS,False,132,147
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,155,204
ENSG00000205413.7,chr7,93117862,93118029,TSS,True,29,180
ENSG00000001630.16,chr7,92134172,92134517,TSS,False,40,216
ENSG00000105928.14,chr7,24757395,24757493,TSS,True,84,214
ENSG00000105928.14,chr7,24719046,24719203,TSS,False,155,214
ENSG00000088298.12,chr20,35115933,35123889,ES,True,15,131
ENSG00000088298.12,chr20,35126375,35137879,ES,True,15,121
ENSG00000088298.12,chr20,35131783,35137879,ES,True,13,107
ENSG00000088325.15,chr20,31739247,31739621,TSS,False,75,650
ENSG00000088325.15,chr20,31800969,31801804,PAS,False,429,646
ENSG00000088325.15,chr20,31793847,31793992,PAS,True,455,645
ENSG00000088325.15,chr20,31783704,31785268,PAS,True,534,642
ENSG00000088930.7,chr20,21339043,21339079,PAS,True,284,811
ENSG00000088930.7,chr20,21389272,21389827,PAS,False,620,839
ENSG00000088833.17,chr20,1466719,1466961,TSS,True,32,139
ENSG00000124228.14,chr20,49243815,49244077,PAS,True,146,561
ENSG00000124228.14,chr20,49241892,49241974,PAS,True,483,559
ENSG00000101109.11,chr20,44966458,44966603,TSS,True,18,165
ENSG00000101109.11,chr20,45001166,45001332,PAS,True,116,154
ENSG00000101109.11,chr20,45024972,45027450,PAS,True,72,154
ENSG00000101109.11,chr20,45075017,45079975,PAS,True,133,154
ENSG00000100983.10,chr20,34955726,34955817,TSS,True,24,203
ENSG00000101310.16,chr20,18507972,18510821,5AS,False,265,549
ENSG00000101310.16,chr20,18507518,18507990,TSS,True,361,646
ENSG00000101310.16,chr20,18507525,18507972,TSS,False,376,646
ENSG00000175063.16,chr20,45812602,45812796,TSS,True,65,526
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,61,144
ENSG00000125977.6,chr20,34098288,34098633,PAS,True,122,137
ENSG00000125977.6,chr20,34103498,34103565,PAS,True,99,134
ENSG00000125977.6,chr20,34112095,34112255,TSS,False,15,147
ENSG00000124226.10,chr20,49936373,49936552,TSS,True,42,398
ENSG00000149636.15,chr20,36771193,36773661,ES,False,36,215
ENSG00000149636.15,chr20,36773661,36774298,TSS,True,35,279
ENSG00000214078.12,chr20,35632923,35664878,5AS,False,23,113
ENSG00000214078.12,chr20,35664759,35664949,TSS,True,90,132
ENSG00000214078.12,chr20,35664801,35664937,TSS,True,84,132
ENSG00000214078.12,chr20,35664878,35665012,TSS,True,103,132
ENSG00000101266.18,chr20,508660,543671,ES,False,301,373
ENSG00000125870.10,chr20,16730064,16731667,5AS,False,51,129
ENSG00000125870.10,chr20,16729995,16730064,TSS,True,85,136
ENSG00000125870.10,chr20,16729985,16730164,TSS,True,59,136
ENSG00000125870.10,chr20,16740845,16741773,PAS,True,71,133
ENSG00000125870.10,chr20,16737260,16738036,PAS,True,68,131
ENSG00000101193.7,chr20,62938108,62938253,TSS,True,39,178
ENSG00000131051.22,chr20,35709256,35713018,3AS,False,226,430
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,97,537
ENSG00000131051.22,chr20,35741940,35742312,TSS,True,60,539
ENSG00000101361.16,chr20,2656214,2656400,IR,False,83,128
ENSG00000101361.16,chr20,2657218,2657928,3AS,True,566,636
ENSG00000101361.16,chr20,2657928,2658393,PAS,False,527,1104
ENSG00000101361.16,chr20,2657080,2658394,PAS,True,681,1104
ENSG00000101161.7,chr20,63981097,63981316,TSS,False,70,464
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,14,105
ENSG00000125818.17,chr20,1118599,1118902,TSS,True,14,134
ENSG00000125818.17,chr20,1166226,1167794,PAS,True,87,134
ENSG00000125818.17,chr20,1165028,1167316,PAS,True,55,126
ENSG00000101365.20,chr20,2658522,2658758,5AS,False,135,154
ENSG00000101365.20,chr20,2658522,2658758,IR,False,135,449
ENSG00000101365.20,chr20,2658393,2658837,PAS,True,155,467
ENSG00000101365.20,chr20,2658392,2658522,PAS,False,314,471
PB_novel_127458,chr20,15894277,15985502,ES,True,117,134
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,145,235
ENSG00000087460.24,chr20,58903671,58903791,TSS,True,194,231
ENSG00000166913.12,chr20,44885886,44901530,ES,False,280,313
ENSG00000166913.12,chr20,44885672,44885886,TSS,True,86,400
ENSG00000101150.17,chr20,63873816,63882718,ES,False,48,153
ENSG00000101150.17,chr20,63865205,63865384,TSS,True,20,173
ENSG00000101347.9,chr20,36890228,36893066,PAS,True,26,162
ENSG00000131043.11,chr20,36236256,36236503,TSS,False,29,137
ENSG00000131043.11,chr20,36239819,36240625,TSS,True,119,137
ENSG00000101191.16,chr20,62926438,62926520,TSS,False,71,101
ENSG00000101191.16,chr20,62937795,62937943,TSS,False,68,101
ENSG00000101191.16,chr20,62926431,62926528,TSS,True,73,101
ENSG00000242372.7,chr20,35284725,35285780,TSS,True,87,831
ENSG00000101138.11,chr20,56392713,56395520,5AS,False,178,205
ENSG00000101138.11,chr20,56392363,56392538,TSS,True,229,281
ENSG00000101138.11,chr20,56392378,56392713,TSS,True,101,281
ENSG00000125877.12,chr20,3209617,3213984,ES,False,29,173
ENSG00000125877.12,chr20,3209463,3209617,TSS,True,22,195
ENSG00000101158.13,chr20,58993675,58994109,5AS,False,48,408
ENSG00000125871.13,chr20,17969141,17969800,IR,True,132,191
ENSG00000125871.13,chr20,17968896,17969141,TSS,True,84,215
ENSG00000125871.13,chr20,17969017,17970370,TSS,True,162,215
ENSG00000124207.16,chr20,49046281,49046423,TSS,True,119,285
ENSG00000124207.16,chr20,49067187,49067280,TSS,True,250,285
ENSG00000124155.17,chr20,45416099,45416343,TSS,True,31,160
ENSG00000087586.17,chr20,56388202,56390555,ES,False,108,177
ENSG00000087586.17,chr20,56388202,56392153,ES,False,111,178
ENSG00000087586.17,chr20,56388202,56392153,5AS,False,111,195
ENSG00000087586.17,chr20,56388202,56392167,ES,False,177,277
ENSG00000087586.17,chr20,56388202,56392167,5AS,False,177,439
ENSG00000087586.17,chr20,56390665,56392167,5AS,False,84,174
ENSG00000087586.17,chr20,56391942,56392215,TSS,True,484,568
ENSG00000087586.17,chr20,56392153,56392250,TSS,True,390,568
ENSG00000087586.17,chr20,56392167,56392427,TSS,True,291,568
ENSG00000168734.13,chr20,44582731,44589796,ES,False,91,109
ENSG00000168734.13,chr20,44582475,44582731,TSS,True,19,126
ENSG00000177410.12,chr20,49280570,49289044,ES,True,77,191
ENSG00000177410.12,chr20,49278601,49278716,TSS,True,32,245
ENSG00000177410.12,chr20,49289044,49289260,PAS,False,35,245
ENSG00000101052.12,chr20,43591029,43594692,5AS,False,48,104
ENSG00000101052.12,chr20,43590924,43591029,TSS,False,70,119
ENSG00000101052.12,chr20,43590915,43591054,TSS,True,63,119
ENSG00000101444.12,chr20,34303242,34303390,TSS,True,47,274
ENSG00000198900.5,chr20,41028787,41029100,TSS,False,89,130
ENSG00000198900.5,chr20,41123194,41124491,PAS,False,43,124
ENSG00000089006.16,chr20,17957037,17968699,ES,False,17,150
ENSG00000089006.16,chr20,17941596,17942407,PAS,True,51,355
ENSG00000089006.16,chr20,17968374,17968838,TSS,True,276,358
ENSG00000089006.16,chr20,17968699,17968940,TSS,True,178,358
ENSG00000089006.16,chr20,17953995,17954991,TSS,False,288,322
ENSG00000244687.11,chr20,50113106,50113174,TSS,True,42,259
ENSG00000025293.16,chr20,35801605,35842572,ES,True,155,181
ENSG00000025293.16,chr20,35913248,35913338,PAS,True,67,202
ENSG00000025293.16,chr20,35899369,35899648,PAS,False,176,202
ENSG00000125863.19,chr20,10401610,10405687,PAS,True,94,175
ENSG00000125863.19,chr20,10413531,10413931,PAS,True,82,174
ENSG00000175110.11,chr3,139344198,139346880,3AS,False,57,354
ENSG00000173226.16,chr3,121770574,121781742,ES,True,57,503
ENSG00000138495.6,chr3,119663974,119664682,PAS,True,204,227
ENSG00000138495.6,chr3,119669523,119669665,PAS,True,37,227
ENSG00000163660.11,chr3,157153156,157158865,ES,False,102,194
ENSG00000163660.11,chr3,157147552,157148589,PAS,True,86,203
ENSG00000163660.11,chr3,157147795,157149977,PAS,False,175,201
ENSG00000047849.21,chr3,48088772,48089274,TSS,True,86,352
ENSG00000090520.11,chr3,186570680,186570965,TSS,False,35,200
ENSG00000164087.7,chr3,52075985,52122378,ES,False,60,165
ENSG00000163714.17,chr3,143021382,143021472,5AS,False,50,101
ENSG00000163714.17,chr3,143001324,143001673,TSS,True,67,243
ENSG00000163714.17,chr3,143038893,143038960,PAS,True,138,228
ENSG00000163714.17,chr3,143016841,143016975,PAS,True,114,183
ENSG00000188846.13,chr3,40457295,40457363,TSS,False,1689,2151
ENSG00000188846.13,chr3,40457330,40457991,TSS,True,501,2151
ENSG00000076242.14,chr3,37042331,37048903,ME,True,32,110
ENSG00000076242.14,chr3,36993297,36993663,TSS,True,209,946
ENSG00000076242.14,chr3,36993319,36993890,TSS,True,776,946
ENSG00000184432.9,chr3,139353949,139357958,PAS,True,549,1750
ENSG00000184432.9,chr3,139358996,139359178,PAS,True,1520,1748
ENSG00000184432.9,chr3,139369483,139369544,PAS,True,1528,1725
ENSG00000163918.10,chr3,186790064,186790141,IR,False,624,694
ENSG00000163918.10,chr3,186790255,186790325,IR,False,608,684
ENSG00000163918.10,chr3,186804724,186806424,5AS,False,190,680
ENSG00000163918.10,chr3,186789891,186790064,PAS,True,74,698
ENSG00000163918.10,chr3,186806424,186806482,TSS,True,506,698
ENSG00000163918.10,chr3,186806289,186806495,TSS,True,208,698
ENSG00000068745.14,chr3,48695418,48717156,3AS,False,99,284
ENSG00000081154.11,chr3,101574279,101579841,3AS,False,93,592
ENSG00000163512.13,chr3,28322344,28324454,PAS,True,31,143
ENSG00000163512.13,chr3,28348600,28349142,TSS,True,18,147
ENSG00000114388.12,chr3,50349828,50349930,3AS,False,23,155
ENSG00000114127.10,chr3,142393847,142397460,PAS,True,68,101
ENSG00000114127.10,chr3,142447869,142448086,TSS,True,14,111
ENSG00000163607.15,chr3,113000849,113004923,PAS,True,26,114
ENSG00000163607.15,chr3,112996891,112996991,PAS,True,92,114
ENSG00000129055.12,chr3,134485319,134486001,TSS,True,143,222
ENSG00000129055.12,chr3,134485951,134485989,TSS,False,96,222
ENSG00000150995.19,chr3,4757517,4758126,TSS,True,84,131
ENSG00000150995.19,chr3,4846138,4847506,PAS,True,71,142
ENSG00000150995.19,chr3,4787946,4790822,PAS,True,85,104
ENSG00000163832.15,chr3,47495639,47496197,PAS,True,50,192
