gene,chr,start,end,splice_type,novel,lower_lobe_of_left_lung_ENCFF924HBV_in_cov,lower_lobe_of_left_lung_ENCFF924HBV_total_cov
ENSG00000072682.18,chr5,132210283,132210518,TSS,True,91,102
ENSG00000112977.15,chr5,10761013,10761272,TSS,True,17,116
ENSG00000145592.13,chr5,40835182,40835284,TSS,False,351,414
ENSG00000145741.15,chr5,73498558,73499133,5AS,False,98,110
ENSG00000145741.15,chr5,73498430,73498799,TSS,True,101,113
ENSG00000145741.15,chr5,73498425,73498558,TSS,True,15,113
ENSG00000161055.3,chr5,180591410,180591498,TSS,False,102,448
ENSG00000161055.3,chr5,180590599,180590755,TSS,True,363,448
ENSG00000161011.19,chr5,179820881,179821141,TSS,True,133,417
ENSG00000073578.16,chr5,251423,254392,5AS,True,41,109
ENSG00000073578.16,chr5,218010,218418,TSS,True,15,121
ENSG00000164587.12,chr5,150449702,150449742,TSS,False,63,553
ENSG00000160883.10,chr5,176888565,176888708,IR,True,83,224
ENSG00000160883.10,chr5,176899266,176899387,TSS,False,38,254
ENSG00000127022.14,chr5,179698902,179699102,TSS,True,68,564
ENSG00000015479.18,chr5,139322967,139325439,3AS,False,268,315
ENSG00000015479.18,chr5,139293607,139293805,TSS,True,58,329
ENSG00000211445.11,chr5,151020538,151020741,TSS,True,50,499
ENSG00000113732.8,chr5,172983770,172983964,TSS,True,16,154
ENSG00000166278.14,chr6,31927459,31927798,TSS,True,38,287
ENSG00000204427.11,chr6,31703149,31703355,TSS,True,17,102
ENSG00000204427.11,chr6,31687641,31687663,TSS,True,90,101
ENSG00000179344.16,chr6,32666498,32666698,TSS,True,28,149
ENSG00000124762.13,chr6,36678709,36678798,TSS,True,43,125
ENSG00000118523.5,chr6,131951106,131951374,TSS,False,19,143
ENSG00000204264.9,chr6,32843849,32844047,TSS,True,89,166
ENSG00000223865.10,chr6,33073818,33076141,TSS,True,39,238
ENSG00000223865.10,chr6,33080386,33080935,TSS,True,214,238
ENSG00000234745.10,chr6,31357085,31357218,TSS,True,473,885
ENSG00000234745.10,chr6,31356687,31357179,TSS,True,741,885
ENSG00000071242.11,chr6,166626920,166627281,TSS,False,75,138
ENSG00000231500.6,chr6,33272070,33272122,TSS,True,41,345
ENSG00000112715.21,chr6,43778918,43781955,ES,False,34,108
ENSG00000112715.21,chr6,43778918,43784540,ES,False,44,154
ENSG00000112715.21,chr6,43770202,43771312,TSS,True,40,191
ENSG00000096088.16,chr6,41747275,41747412,TSS,True,75,348
ENSG00000196230.12,chr6,30720274,30720563,TSS,False,65,297
ENSG00000120256.10,chr6,149818795,149820703,PAS,False,22,101
ENSG00000120256.10,chr6,149863407,149864354,TSS,False,11,101
ENSG00000021355.12,chr6,2841811,2842018,TSS,True,15,126
ENSG00000124570.19,chr6,2971116,2971342,TSS,True,98,115
ENSG00000124570.19,chr6,2971532,2972165,TSS,True,60,115
ENSG00000124570.19,chr6,2971247,2971528,TSS,True,101,115
ENSG00000124614.15,chr6,34426031,34426132,TSS,True,33,126
ENSG00000161904.11,chr6,33788380,33789165,TSS,True,26,211
ENSG00000096060.14,chr6,35688803,35688999,TSS,False,27,126
ENSG00000092820.17,chr6,158819316,158819418,TSS,True,195,643
ENSG00000092820.17,chr6,158818081,158818419,TSS,True,510,643
ENSG00000237441.9,chr6,33293524,33293603,IR,False,127,144
ENSG00000237441.9,chr6,33295759,33296027,IR,False,108,123
ENSG00000237441.9,chr6,33296027,33296467,TSS,True,118,153
ENSG00000237441.9,chr6,33298869,33299417,TSS,True,97,153
ENSG00000137312.14,chr6,30742526,30742825,TSS,True,58,287
ENSG00000137312.14,chr6,30740157,30740311,TSS,True,249,286
ENSG00000156508.17,chr6,73520999,73521033,TSS,False,353,1739
ENSG00000156508.17,chr6,73518931,73519329,TSS,True,1520,1738
ENSG00000137161.16,chr6,42934598,42935573,ES,True,81,101
ENSG00000204525.16,chr6,31269525,31270209,3AS,True,21,142
ENSG00000204525.16,chr6,31271998,31272133,TSS,False,286,2091
ENSG00000206503.12,chr6,29942481,29942626,TSS,True,253,848
ENSG00000206503.12,chr6,29942531,29943026,TSS,True,737,848
ENSG00000156711.16,chr6,36130238,36130701,TSS,True,20,117
ENSG00000204305.13,chr6,32182840,32183744,TSS,True,625,706
ENSG00000204305.13,chr6,32184170,32184834,TSS,True,179,706
ENSG00000196126.11,chr6,32577857,32579104,PAS,False,347,879
ENSG00000196126.11,chr6,32517391,32517752,PAS,True,565,881
ENSG00000196126.11,chr6,32580745,32580808,TSS,True,670,881
ENSG00000196126.11,chr6,32584108,32584726,TSS,True,731,881
ENSG00000196126.11,chr6,32589642,32589848,TSS,False,374,881
ENSG00000204592.8,chr6,30489472,30489595,TSS,False,628,1469
ENSG00000231389.7,chr6,33073470,33073657,TSS,True,73,297
ENSG00000231389.7,chr6,33069640,33069887,TSS,True,260,297
ENSG00000137409.19,chr6,36970694,36972702,5AS,False,271,417
ENSG00000137409.19,chr6,36985852,36986447,TSS,True,46,453
ENSG00000204287.13,chr6,32439875,32440032,TSS,True,60,376
ENSG00000112306.7,chr6,132814565,132814613,TSS,True,49,475
ENSG00000112576.12,chr6,41934931,41936107,PAS,True,17,155
ENSG00000112576.12,chr6,42048500,42048962,TSS,True,130,164
ENSG00000112576.12,chr6,41941451,41941880,TSS,False,54,154
ENSG00000131165.14,chr16,89657581,89657726,TSS,True,31,121
ENSG00000167508.11,chr16,88657582,88657914,IR,False,89,104
ENSG00000167508.11,chr16,88658720,88663010,ES,False,90,101
ENSG00000167508.11,chr16,88663010,88663148,TSS,True,41,142
ENSG00000103365.15,chr16,23493458,23494302,IR,False,85,105
ENSG00000103365.15,chr16,23510320,23510524,TSS,True,35,124
ENSG00000103365.15,chr16,23494302,23494627,TSS,True,109,124
ENSG00000198848.12,chr16,55811007,55812902,3AS,False,49,212
ENSG00000198848.12,chr16,55828971,55833003,3AS,False,93,191
ENSG00000198848.12,chr16,55833003,55833174,TSS,True,36,227
ENSG00000090581.9,chr16,1351922,1352017,TSS,False,12,104
ENSG00000118898.15,chr16,4936983,4937228,TSS,True,60,113
ENSG00000167972.13,chr16,2286693,2286968,TSS,True,432,561
ENSG00000167972.13,chr16,2284778,2284997,TSS,True,451,561
ENSG00000197006.13,chr16,21655229,21657470,PAS,True,81,103
ENSG00000197006.13,chr16,21655226,21657471,PAS,True,26,103
ENSG00000140983.13,chr16,672384,672488,IR,False,102,117
ENSG00000140983.13,chr16,672566,672702,IR,False,107,120
ENSG00000140983.13,chr16,668079,668236,TSS,True,55,126
ENSG00000140983.13,chr16,668126,671203,TSS,True,113,126
ENSG00000065054.13,chr16,2037600,2037858,3AS,False,36,210
ENSG00000065054.13,chr16,2026380,2027218,TSS,True,95,230
ENSG00000065054.13,chr16,2037825,2039025,PAS,True,45,213
ENSG00000065054.13,chr16,2037858,2039025,PAS,True,177,213
ENSG00000259803.6,chr16,89197409,89198121,IR,True,107,119
ENSG00000259803.6,chr16,89198797,89199022,IR,True,63,110
ENSG00000259803.6,chr16,89199191,89199412,IR,True,74,101
ENSG00000259803.6,chr16,89201261,89201705,TSS,True,86,144
ENSG00000259803.6,chr16,89198651,89201648,TSS,True,116,144
ENSG00000103479.15,chr16,53434429,53434796,TSS,False,25,147
ENSG00000103479.15,chr16,53480676,53480769,TSS,True,95,111
ENSG00000103479.15,chr16,53479885,53479973,PAS,True,98,130
ENSG00000103479.15,chr16,53490129,53491649,PAS,True,43,146
ENSG00000183889.12,chr16,16320372,16321407,TSS,True,86,102
ENSG00000183889.12,chr16,16327791,16328807,TSS,True,91,102
ENSG00000183889.12,chr16,16350091,16350612,PAS,True,12,100
ENSG00000169896.17,chr16,31259970,31260092,TSS,True,50,106
ENSG00000169896.17,chr16,31325564,31325622,TSS,True,95,106
ENSG00000169896.17,chr16,31331635,31333606,PAS,True,17,100
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,11,108
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,58,324
ENSG00000087245.12,chr16,55478976,55479632,TSS,False,30,254
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,132,628
ENSG00000103495.13,chr16,29808741,29810076,ES,False,100,143
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,85,171
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,129,171
ENSG00000189067.12,chr16,11556510,11556736,TSS,True,102,123
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,79,123
ENSG00000167978.16,chr16,2752618,2752846,TSS,True,69,108
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,46,127
ENSG00000141002.19,chr16,89911079,89911809,PAS,True,24,113
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,19,123
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,24,132
ENSG00000185164.14,chr16,18561875,18562171,TSS,True,18,101
ENSG00000177508.11,chr16,54283303,54283740,PAS,True,19,102
ENSG00000177508.11,chr16,54285783,54286399,TSS,True,30,102
ENSG00000177508.11,chr16,54284496,54285172,TSS,True,81,102
ENSG00000051523.10,chr16,88650955,88651066,TSS,True,31,229
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,77,636
ENSG00000133392.17,chr16,15704123,15714908,ES,False,70,118
ENSG00000133392.17,chr16,15703133,15704123,PAS,True,48,166
ENSG00000133392.17,chr16,15738623,15738688,PAS,True,112,141
ENSG00000133392.17,chr16,15856940,15857362,TSS,True,71,171
ENSG00000176046.8,chr16,28538795,28539040,TSS,True,29,210
ENSG00000213853.9,chr16,10580548,10580689,TSS,True,75,163
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,12,100
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,104,129
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,38,142
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,118,142
ENSG00000103266.10,chr16,681880,682019,IR,False,132,147
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,90,512
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,95,244
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,1333,1566
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,383,1566
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,50,129
ENSG00000131143.8,chr16,85799230,85799752,TSS,True,38,221
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,103,131
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,151,282
ENSG00000013364.18,chr16,29844533,29844879,TSS,True,191,279
ENSG00000153446.15,chr16,5044120,5044478,PAS,False,15,123
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,93,126
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,37,126
ENSG00000118680.13,chr18,3262132,3262237,TSS,False,32,182
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,65,171
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,101,275
ENSG00000133313.14,chr18,74496376,74500033,TSS,True,216,274
ENSG00000168461.12,chr18,9708127,9708444,TSS,True,17,131
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,20,106
ENSG00000122490.18,chr18,79904183,79943328,ES,False,12,101
ENSG00000122490.18,chr18,79951580,79951684,TSS,True,31,125
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,34,111
ENSG00000002586.19,chrX,2726373,2738202,3AS,False,19,129
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,42,172
ENSG00000130066.16,chrX,23783883,23784293,IR,False,16,146
ENSG00000130066.16,chrX,23783883,23785327,IR,True,291,419
ENSG00000205542.10,chrX,12975104,12975168,TSS,False,160,1509
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,45,221
ENSG00000197976.11,chrX,1599432,1600658,IR,True,54,110
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,22,149
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,78,134
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,62,134
ENSG00000189221.9,chrX,43656414,43683512,ES,False,146,166
ENSG00000196924.15,chrX,154355072,154357433,ES,False,258,353
ENSG00000196924.15,chrX,154359483,154359649,TSS,False,682,784
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,628,784
ENSG00000165168.7,chrX,37779994,37780122,TSS,False,54,110
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,16,116
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,144,180
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,100,182
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,89,137
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,116,137
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,85,137
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,62,320
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,73,126
ENSG00000130985.16,chrX,47201475,47201610,TSS,True,112,125
ENSG00000130985.16,chrX,47203539,47203696,TSS,True,110,125
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,73,154
ENSG00000022267.16,chrX,136169737,136169980,TSS,True,119,154
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,265,712
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,567,712
ENSG00000102316.16,chrX,54813160,54813487,IR,True,104,117
ENSG00000102316.16,chrX,54815690,54815880,IR,True,85,114
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,49,118
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,84,118
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,29,118
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,89,118
ENSG00000131171.12,chrX,81201831,81202245,TSS,True,13,129
ENSG00000155659.14,chrX,66028112,66033473,ES,False,22,143
ENSG00000155659.14,chrX,66021737,66022500,PAS,True,17,147
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,15,126
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,137,241
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,109,240
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,39,103
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,90,102
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,64,331
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,79,145
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,29,138
ENSG00000134871.18,chr13,110484904,110484974,PAS,True,91,111
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,57,380
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,14,123
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,188,386
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,38,107
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,82,107
ENSG00000133112.16,chr13,45341041,45341258,TSS,True,79,500
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,12,115
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,17,115
ENSG00000134884.14,chr13,106561831,106562009,TSS,False,103,115
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,19,154
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,51,162
ENSG00000189403.14,chr13,30463530,30464779,TSS,True,140,162
ENSG00000136167.13,chr13,46182110,46182296,TSS,True,43,248
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,56,228
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,196,227
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,23,173
ENSG00000136235.16,chr7,23260773,23266516,3AS,False,128,161
ENSG00000136235.16,chr7,23246731,23246927,TSS,True,44,198
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,26,190
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,23,148
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,88,135
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,50,137
ENSG00000122566.21,chr7,26192338,26192494,IR,False,214,255
ENSG00000122566.21,chr7,26197732,26200571,ES,False,178,238
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,235,273
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,56,270
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,32,275
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,36,148
ENSG00000105974.11,chr7,116525191,116525805,TSS,True,309,369
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,141,369
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,111,596
ENSG00000146963.17,chr7,139360322,139376061,ES,False,91,105
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,36,112
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,92,112
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,61,180
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,38,115
ENSG00000169919.16,chr7,65967730,65967908,TSS,True,101,115
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,87,287
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,211,286
ENSG00000130429.14,chr7,99374781,99385701,ES,False,247,281
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,51,336
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,11,105
ENSG00000105854.12,chr7,95402778,95405488,PAS,True,12,116
ENSG00000128595.16,chr7,128748804,128758870,ME,False,25,165
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,27,177
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,176,1010
ENSG00000164828.17,chr7,852667,852812,3AS,False,26,102
ENSG00000164828.17,chr7,815868,816673,TSS,True,48,134
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,25,115
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,27,113
ENSG00000122565.18,chr7,26212081,26213607,PAS,True,15,111
ENSG00000122565.18,chr7,26202970,26203022,PAS,True,99,111
ENSG00000159840.15,chr7,143380384,143381409,TSS,False,86,112
ENSG00000159840.15,chr7,143381348,143382447,TSS,True,97,112
ENSG00000159840.15,chr7,143382049,143383322,TSS,True,85,111
ENSG00000155660.10,chr7,149028320,149028671,TSS,True,47,215
ENSG00000133612.18,chr7,151134568,151141897,ES,False,28,122
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,94,161
ENSG00000133612.18,chr7,151113570,151115641,TSS,False,139,161
ENSG00000133612.18,chr7,151117363,151117456,TSS,False,135,161
ENSG00000133612.18,chr7,151143736,151144453,PAS,True,15,146
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,95,143
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,118,143
ENSG00000186480.12,chr7,155297782,155297959,TSS,True,17,112
ENSG00000240583.11,chr7,30911731,30912293,TSS,False,370,723
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,77,386
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,96,200
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,40,231
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,125,229
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,133,229
ENSG00000059378.12,chr7,140062521,140063160,TSS,True,22,117
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,48,120
ENSG00000122786.19,chr7,134891369,134891673,TSS,True,101,120
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,45,118
ENSG00000106348.17,chr7,128409755,128410014,TSS,True,48,128
ENSG00000106348.17,chr7,128405766,128406222,TSS,True,97,128
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,152,197
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,46,251
ENSG00000086300.15,chr7,26291833,26292086,TSS,True,37,116
ENSG00000086300.15,chr7,26360879,26361061,TSS,True,93,116
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,112,141
ENSG00000136279.20,chr7,44044617,44044820,TSS,True,17,148
ENSG00000135185.11,chr7,87196158,87196758,PAS,True,16,103
ENSG00000135185.11,chr7,87219425,87220585,TSS,True,73,104
ENSG00000135185.11,chr7,87220360,87220552,TSS,False,53,104
ENSG00000214022.11,chr7,150368167,150368941,TSS,True,60,100
ENSG00000105835.11,chr7,106284827,106285218,TSS,True,20,101
ENSG00000105835.11,chr7,106284347,106284581,TSS,False,87,101
ENSG00000171867.16,chr20,4686512,4699215,3AS,False,38,107
ENSG00000171867.16,chr20,4686325,4686512,TSS,True,17,124
ENSG00000171867.16,chr20,4699215,4701587,PAS,True,70,109
ENSG00000171867.16,chr20,4699210,4701589,PAS,True,39,109
ENSG00000124107.5,chr20,45254458,45254563,TSS,False,29,108
ENSG00000124107.5,chr20,45253001,45253144,TSS,True,94,108
ENSG00000124107.5,chr20,45253574,45253774,TSS,True,95,108
ENSG00000088832.16,chr20,1392961,1393143,TSS,True,40,137
ENSG00000124201.14,chr20,49278020,49278447,TSS,False,17,101
ENSG00000125977.6,chr20,34088301,34089905,PAS,False,41,108
ENSG00000125977.6,chr20,34103498,34103565,PAS,True,91,108
ENSG00000125977.6,chr20,34105520,34105545,PAS,True,91,107
ENSG00000198959.11,chr20,38165188,38165430,TSS,True,208,253
ENSG00000198959.11,chr20,38161419,38161601,TSS,True,220,253
ENSG00000198959.11,chr20,38155846,38156090,TSS,True,200,252
ENSG00000125868.15,chr20,17569786,17570211,TSS,True,58,540
ENSG00000171858.17,chr20,62387060,62387136,TSS,True,36,105
ENSG00000171858.17,chr20,62387107,62387388,TSS,True,92,105
ENSG00000171858.17,chr20,62387609,62387674,TSS,True,90,105
ENSG00000125844.15,chr20,17613676,17614220,PAS,True,42,105
ENSG00000125844.15,chr20,17614099,17615529,PAS,True,84,105
ENSG00000125844.15,chr20,17682027,17682310,TSS,True,63,112
ENSG00000125999.10,chr20,33283135,33283254,TSS,False,254,2395
ENSG00000130706.12,chr20,62302936,62303049,TSS,False,48,134
ENSG00000131051.22,chr20,35703606,35704581,PAS,True,20,111
ENSG00000197586.12,chr20,25195867,25209848,ES,False,17,112
ENSG00000197586.12,chr20,25221333,25222837,IR,True,80,115
ENSG00000197586.12,chr20,25224157,25225204,3AS,False,97,125
ENSG00000197586.12,chr20,25195669,25195867,TSS,True,26,139
ENSG00000101161.7,chr20,63981097,63981316,TSS,False,42,144
ENSG00000064601.18,chr20,45890233,45891379,TSS,False,72,152
ENSG00000064601.18,chr20,45898044,45898109,TSS,True,119,152
ENSG00000125818.17,chr20,1118599,1118902,TSS,True,23,102
ENSG00000125818.17,chr20,1166226,1167794,PAS,True,83,102
ENSG00000125826.20,chr20,408028,408779,TSS,True,45,116
ENSG00000125826.20,chr20,420745,422238,TSS,True,88,101
ENSG00000125826.20,chr20,430349,432139,PAS,True,15,111
ENSG00000198183.11,chr20,33242561,33243161,3AS,False,51,106
ENSG00000198183.11,chr20,33243161,33243308,PAS,True,55,106
ENSG00000198183.11,chr20,33243122,33243305,PAS,True,81,106
ENSG00000198183.11,chr20,33243106,33243306,PAS,True,76,106
ENSG00000271303.1,chr20,652975,653199,TSS,False,20,149
ENSG00000060491.16,chr20,62804789,62805030,TSS,True,33,126
ENSG00000087460.24,chr20,58895684,58903527,ES,False,317,354
ENSG00000087460.24,chr20,58895684,58903530,ES,False,152,376
ENSG00000087460.24,chr20,58895684,58903530,3AS,False,152,506
ENSG00000087460.24,chr20,58898985,58903530,3AS,False,227,264
ENSG00000087460.24,chr20,58889181,58891865,TSS,True,87,776
ENSG00000166913.12,chr20,44885886,44901530,ES,False,146,167
ENSG00000166913.12,chr20,44885672,44885886,TSS,True,26,193
ENSG00000101150.17,chr20,63865205,63865384,TSS,True,16,100
ENSG00000215440.11,chr20,58712579,58713419,IR,False,89,108
ENSG00000215440.11,chr20,58713543,58713916,IR,False,78,106
ENSG00000215440.11,chr20,58691795,58693922,TSS,True,114,127
ENSG00000215440.11,chr20,58692123,58693050,TSS,False,22,127
ENSG00000215440.11,chr20,58715167,58715844,PAS,True,22,122
ENSG00000101336.13,chr20,32073361,32073718,3AS,False,18,111
ENSG00000101336.13,chr20,32052178,32052486,TSS,True,19,128
ENSG00000101182.14,chr20,62139074,62139185,TSS,True,145,275
ENSG00000101182.14,chr20,62143207,62143457,TSS,True,145,275
ENSG00000132622.10,chr20,3732561,3732794,TSS,True,45,113
ENSG00000132622.10,chr20,3744899,3745088,TSS,True,92,112
ENSG00000198171.12,chr20,3204536,3204692,TSS,False,12,115
ENSG00000100997.18,chr20,25300197,25300884,PAS,True,26,128
ENSG00000100997.18,chr20,25390512,25390909,TSS,True,19,136
ENSG00000125970.11,chr20,34073635,34075873,ES,False,37,138
ENSG00000125970.11,chr20,33993621,33994131,TSS,True,16,145
ENSG00000101474.11,chr20,24992593,24992782,TSS,True,15,109
ENSG00000088827.12,chr20,3693446,3693654,TSS,True,90,105
ENSG00000088827.12,chr20,3691902,3692766,TSS,True,92,105
ENSG00000088827.12,chr20,3692520,3692772,TSS,True,94,105
ENSG00000088827.12,chr20,3692861,3693276,TSS,False,94,105
ENSG00000101294.17,chr20,31514410,31514734,TSS,True,19,158
ENSG00000168036.17,chr3,41199199,41199670,TSS,True,35,111
ENSG00000168036.17,chr3,41239659,41240446,PAS,True,88,110
ENSG00000168036.17,chr3,41239133,41240445,PAS,True,61,110
ENSG00000168036.17,chr3,41239818,41240452,PAS,True,77,111
ENSG00000174640.13,chr3,133935773,133935812,TSS,True,83,114
ENSG00000174640.13,chr3,134029706,134030105,TSS,True,108,121
ENSG00000214706.10,chr3,50292216,50292628,TSS,True,16,140
ENSG00000047849.21,chr3,47853162,47853298,TSS,True,78,108
ENSG00000114353.16,chr3,50236157,50236453,TSS,True,45,214
ENSG00000188846.13,chr3,40457295,40457363,TSS,False,109,138
ENSG00000188846.13,chr3,40457330,40457991,TSS,True,34,138
ENSG00000078081.7,chr3,183162606,183162761,TSS,True,62,145
ENSG00000078081.7,chr3,183152374,183152504,TSS,True,115,144
ENSG00000078081.7,chr3,183153681,183154231,TSS,True,119,144
ENSG00000162244.11,chr3,51995856,51995952,TSS,False,41,121
ENSG00000162244.11,chr3,51995424,51995470,TSS,True,102,121
ENSG00000184432.9,chr3,139389547,139389680,TSS,True,14,109
ENSG00000170275.14,chr3,33113963,33114548,TSS,True,23,122
ENSG00000170017.12,chr3,105366511,105367481,TSS,True,26,104
ENSG00000170017.12,chr3,105574476,105576907,PAS,True,16,105
ENSG00000081154.11,chr3,101574279,101579841,3AS,False,36,135
ENSG00000241553.12,chr3,9792529,9793124,TSS,False,30,111
ENSG00000181789.14,chr3,129249575,129249746,TSS,True,25,204
ENSG00000017260.19,chr3,130894337,130930415,ES,False,47,119
ENSG00000017260.19,chr3,130893964,130894337,TSS,True,51,170
ENSG00000017260.19,chr3,130850511,130850928,TSS,True,139,170
ENSG00000017260.19,chr3,131001219,131003154,PAS,True,36,170
ENSG00000017260.19,chr3,131016151,131016759,PAS,True,141,170
ENSG00000065534.18,chr3,123692282,123692402,TSS,False,76,102
ENSG00000065534.18,chr3,123700019,123701257,TSS,True,61,102
ENSG00000233276.4,chr3,49358026,49358325,TSS,True,56,268
ENSG00000184500.15,chr3,93927407,93973673,ES,False,91,108
ENSG00000184500.15,chr3,93973673,93974093,TSS,True,21,129
ENSG00000172053.17,chr3,49104616,49104815,TSS,True,26,100
ENSG00000114867.20,chr3,184314489,184314674,TSS,True,84,113
ENSG00000114867.20,chr3,184323080,184323241,TSS,True,99,112
ENSG00000114867.20,chr3,184323173,184323593,TSS,True,97,112
ENSG00000114867.20,chr3,184334726,184335358,PAS,True,23,109
ENSG00000077097.15,chr3,25597982,25598477,PAS,True,22,103
ENSG00000247596.8,chr3,52238991,52239180,TSS,True,12,109
ENSG00000114446.4,chr3,108160813,108162655,PAS,False,17,151
ENSG00000010256.10,chr3,48609551,48609668,TSS,True,44,260
ENSG00000163931.15,chr3,53255835,53256068,TSS,True,93,501
ENSG00000114812.12,chr3,42530912,42531470,5AS,False,15,106
ENSG00000114812.12,chr3,42502593,42502813,TSS,True,68,139
