gene,chr,start,end,splice_type,novel,ovary_ENCFF984RMR_in_cov,ovary_ENCFF984RMR_total_cov
ENSG00000243955.5,chr6,52803784,52803880,TSS,True,31,117
ENSG00000243955.5,chr6,52792855,52792935,TSS,True,96,117
ENSG00000204356.13,chr6,31958891,31959055,TSS,False,15,123
ENSG00000204310.12,chr6,32175813,32176113,TSS,True,41,165
ENSG00000204310.12,chr6,32176509,32177122,TSS,True,148,165
ENSG00000112576.12,chr6,41934931,41936107,PAS,True,14,125
ENSG00000112576.12,chr6,42048500,42048962,TSS,True,72,127
ENSG00000112576.12,chr6,41941451,41941880,TSS,False,60,123
ENSG00000124783.13,chr6,7313041,7313316,TSS,True,16,135
ENSG00000244731.7,chr6,31982546,31982919,TSS,True,1043,1422
ENSG00000244731.7,chr6,31982000,31982172,TSS,True,933,1422
ENSG00000157593.18,chr6,44257399,44257554,TSS,True,17,121
ENSG00000131165.14,chr16,89657581,89657726,TSS,True,24,159
ENSG00000135736.5,chr16,57536499,57536600,TSS,False,27,114
ENSG00000135736.5,chr16,57528592,57529531,TSS,True,93,114
ENSG00000103549.21,chr16,30761581,30762360,TSS,True,93,162
ENSG00000103549.21,chr16,30762301,30762398,TSS,True,138,162
ENSG00000103549.21,chr16,30768106,30768530,TSS,True,124,160
ENSG00000103549.21,chr16,30773937,30775218,PAS,False,19,160
ENSG00000095906.16,chr16,1782934,1783036,TSS,False,25,126
ENSG00000205937.11,chr16,2264331,2268054,ES,False,67,170
ENSG00000205937.11,chr16,2268054,2268391,TSS,False,53,223
ENSG00000103365.15,chr16,23493458,23494302,IR,False,90,108
ENSG00000103365.15,chr16,23510320,23510524,TSS,True,18,128
ENSG00000196557.12,chr16,1218651,1219002,3AS,False,217,334
ENSG00000196557.12,chr16,1215850,1218040,TSS,True,332,429
ENSG00000196557.12,chr16,1218209,1218651,TSS,True,272,429
ENSG00000140829.11,chr16,72093663,72094051,TSS,True,34,111
ENSG00000090581.9,chr16,1351922,1352017,TSS,False,18,145
ENSG00000100726.14,chr16,1493605,1494280,3AS,False,23,120
ENSG00000100726.14,chr16,1506329,1506951,3AS,True,120,139
ENSG00000100726.14,chr16,1506329,1506951,IR,True,120,143
ENSG00000100726.14,chr16,1493331,1493605,TSS,True,51,171
ENSG00000140937.13,chr16,65121879,65122142,TSS,True,116,310
ENSG00000197006.13,chr16,21599898,21617864,ES,False,12,101
ENSG00000197006.13,chr16,21625115,21655229,3AS,False,30,117
ENSG00000197006.13,chr16,21599469,21599898,TSS,True,16,119
ENSG00000197006.13,chr16,21624951,21625115,TSS,True,107,119
ENSG00000197006.13,chr16,21655229,21657470,PAS,True,88,118
ENSG00000197006.13,chr16,21655226,21657471,PAS,True,32,118
ENSG00000184602.5,chr16,11668432,11668540,TSS,False,16,110
ENSG00000198931.10,chr16,88809706,88810069,3AS,False,40,107
ENSG00000198931.10,chr16,88810148,88810422,IR,True,91,111
ENSG00000198931.10,chr16,88809466,88809840,PAS,True,53,122
ENSG00000198931.10,chr16,88809468,88809706,PAS,True,82,122
ENSG00000198931.10,chr16,88811819,88811938,TSS,False,18,122
ENSG00000089280.18,chr16,31182664,31183860,3AS,False,45,137
ENSG00000089280.18,chr16,31180132,31180227,TSS,True,52,185
ENSG00000103152.11,chr16,78206,78333,TSS,True,22,113
ENSG00000103152.11,chr16,79421,79700,TSS,True,99,113
ENSG00000103152.11,chr16,85400,85846,PAS,True,11,107
ENSG00000140983.13,chr16,668236,668352,IR,False,177,204
ENSG00000140983.13,chr16,668411,668487,IR,False,193,232
ENSG00000140983.13,chr16,668569,668655,IR,False,203,233
ENSG00000140983.13,chr16,668699,669552,IR,False,184,208
ENSG00000140983.13,chr16,668699,670122,ES,False,30,198
ENSG00000140983.13,chr16,669606,670122,IR,False,168,209
ENSG00000140983.13,chr16,670175,670265,3AS,False,51,235
ENSG00000140983.13,chr16,670773,670891,3AS,False,178,198
ENSG00000140983.13,chr16,671000,671082,IR,False,88,239
ENSG00000140983.13,chr16,671000,671114,3AS,False,13,101
ENSG00000140983.13,chr16,672384,672488,IR,False,230,268
ENSG00000140983.13,chr16,672566,672702,IR,False,240,274
ENSG00000140983.13,chr16,668079,668236,TSS,True,98,293
ENSG00000099385.11,chr16,30850754,30852322,PAS,False,127,147
ENSG00000099385.11,chr16,30887794,30887990,PAS,False,25,145
ENSG00000124067.16,chr16,67968438,67968667,TSS,True,26,121
ENSG00000065054.13,chr16,2037600,2037858,3AS,False,25,134
ENSG00000065054.13,chr16,2026380,2027218,TSS,True,30,141
ENSG00000065054.13,chr16,2037825,2039025,PAS,True,29,137
ENSG00000065054.13,chr16,2037858,2039025,PAS,True,112,137
ENSG00000260577.2,chr16,68644248,68645740,PAS,False,55,123
ENSG00000260577.2,chr16,68645979,68646192,TSS,False,53,123
ENSG00000103479.15,chr16,53490129,53491649,PAS,True,23,217
ENSG00000183889.12,chr16,16323289,16324383,ES,True,178,206
ENSG00000183889.12,chr16,16327906,16328004,IR,True,87,280
ENSG00000183889.12,chr16,16328198,16328650,5AS,True,114,191
ENSG00000183889.12,chr16,16328198,16328650,IR,True,114,210
ENSG00000183889.12,chr16,16328355,16328650,IR,True,57,153
ENSG00000183889.12,chr16,16328516,16328650,IR,True,18,122
ENSG00000183889.12,chr16,16329222,16329364,5AS,True,40,303
ENSG00000183889.12,chr16,16333884,16340305,ES,False,216,324
ENSG00000183889.12,chr16,16319926,16320178,TSS,True,302,340
ENSG00000183889.12,chr16,16320372,16321407,TSS,True,287,340
ENSG00000059122.16,chr16,2930010,2930412,3AS,False,34,181
ENSG00000059122.16,chr16,2911831,2912154,TSS,True,60,234
ENSG00000140943.16,chr16,84116734,84116991,TSS,True,34,129
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,43,112
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,74,112
ENSG00000169221.13,chr16,30369227,30370503,TSS,False,11,100
ENSG00000182149.20,chr16,71923380,71927613,ES,True,19,179
ENSG00000126602.10,chr16,3717420,3717597,TSS,True,25,192
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,270,1949
ENSG00000140682.18,chr16,31472130,31472201,TSS,True,132,524
ENSG00000140682.18,chr16,31472166,31473556,TSS,True,461,524
ENSG00000007384.15,chr16,60539,61119,IR,True,104,118
ENSG00000007384.15,chr16,61281,61384,IR,True,101,121
ENSG00000007384.15,chr16,62691,62774,3AS,True,21,120
ENSG00000007384.15,chr16,64829,64898,IR,False,80,107
ENSG00000007384.15,chr16,72512,72868,TSS,True,35,134
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,20,131
ENSG00000179889.18,chr16,15036015,15037698,PAS,True,30,128
ENSG00000103197.17,chr16,2081798,2083694,IR,True,80,101
ENSG00000103197.17,chr16,2047311,2048065,TSS,True,142,175
ENSG00000103197.17,chr16,2076923,2079196,TSS,True,120,155
ENSG00000103197.17,chr16,2080788,2083816,TSS,True,132,155
ENSG00000103197.17,chr16,2088445,2089485,PAS,True,20,175
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,30,194
ENSG00000125124.11,chr16,56501497,56502316,IR,False,88,101
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,372,1535
ENSG00000103495.13,chr16,29808741,29810076,ES,False,200,289
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,142,338
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,275,338
ENSG00000189067.12,chr16,11556510,11556736,TSS,True,160,179
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,54,179
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,12,110
ENSG00000103342.12,chr16,11915368,11916001,TSS,True,21,130
ENSG00000167191.11,chr16,19884726,19884922,TSS,True,20,106
ENSG00000205609.12,chr16,28376688,28379880,PAS,True,57,104
ENSG00000141002.19,chr16,89907322,89910590,ES,False,259,288
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,53,321
ENSG00000090863.11,chr16,74451933,74452131,PAS,True,172,206
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,38,193
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,49,229
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,75,170
ENSG00000103275.19,chr16,1324729,1327016,PAS,True,24,124
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,28,204
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,133,159
ENSG00000050820.16,chr16,75234888,75235855,TSS,True,136,159
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,100,165
ENSG00000050820.16,chr16,75242469,75243091,TSS,True,141,159
ENSG00000183751.14,chr16,1971963,1972205,TSS,True,27,117
ENSG00000103423.13,chr16,4450497,4455545,ES,False,80,116
ENSG00000140688.16,chr16,31493048,31493466,IR,False,188,271
ENSG00000140688.16,chr16,31493524,31493602,IR,False,181,269
ENSG00000140688.16,chr16,31508073,31508443,TSS,True,33,297
ENSG00000102854.15,chr16,759634,761174,TSS,True,29,115
ENSG00000067955.13,chr16,67082308,67098709,5AS,False,56,119
ENSG00000067955.13,chr16,67029107,67029485,TSS,True,16,135
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,411,3605
ENSG00000133392.17,chr16,15704123,15714908,ES,False,457,628
ENSG00000133392.17,chr16,15856940,15857362,TSS,True,272,658
ENSG00000172831.11,chr16,66935711,66938036,5AS,False,82,120
ENSG00000172831.11,chr16,66942737,66943298,5AS,False,14,129
ENSG00000172831.11,chr16,66943371,66943838,IR,True,116,130
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,49,135
ENSG00000172831.11,chr16,66934033,66935976,TSS,True,100,135
ENSG00000172831.11,chr16,66943838,66945874,PAS,True,16,132
ENSG00000197912.15,chr16,89532636,89544647,ES,False,90,101
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,59,143
ENSG00000197912.15,chr16,89541090,89542279,TSS,True,115,134
ENSG00000038358.14,chr16,67881845,67881953,IR,False,150,180
ENSG00000038358.14,chr16,67873034,67873343,TSS,True,51,188
ENSG00000159720.11,chr16,67480956,67481188,TSS,True,23,175
ENSG00000103202.12,chr16,397174,397313,TSS,True,29,105
ENSG00000103168.16,chr16,84180344,84181042,IR,False,83,113
ENSG00000103168.16,chr16,84181463,84181591,IR,False,79,114
ENSG00000103168.16,chr16,84181863,84181941,IR,False,87,111
ENSG00000103168.16,chr16,84182058,84182201,IR,False,98,110
ENSG00000103168.16,chr16,84182440,84183243,ES,False,24,103
ENSG00000103168.16,chr16,84186900,84187066,TSS,True,66,164
ENSG00000103168.16,chr16,84180169,84181146,TSS,True,139,164
ENSG00000168140.4,chr16,4371847,4371993,TSS,False,90,227
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,25,163
ENSG00000131149.18,chr16,85655839,85656665,TSS,True,146,164
ENSG00000131149.18,chr16,85660881,85661765,TSS,False,126,164
ENSG00000197562.9,chr16,590067,590433,TSS,True,52,107
ENSG00000197562.9,chr16,590035,590119,TSS,False,69,107
ENSG00000161999.11,chr16,683441,683529,IR,False,241,279
ENSG00000161999.11,chr16,683909,684065,IR,False,210,250
ENSG00000161999.11,chr16,684155,684233,IR,False,217,246
ENSG00000161999.11,chr16,684233,684412,TSS,True,77,308
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,173,200
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,39,212
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,185,212
ENSG00000205250.8,chr16,67192870,67193008,IR,False,146,167
ENSG00000205250.8,chr16,67192133,67192362,TSS,True,32,195
ENSG00000102901.12,chr16,67830088,67830389,IR,False,63,147
ENSG00000102901.12,chr16,67830548,67831215,IR,False,121,142
ENSG00000102901.12,chr16,67833749,67833948,TSS,True,17,153
ENSG00000130731.15,chr16,635774,636093,IR,False,76,104
ENSG00000130731.15,chr16,636093,636372,TSS,True,42,126
ENSG00000130731.15,chr16,634888,636356,TSS,True,111,126
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,186,1073
ENSG00000090565.15,chr16,489000,496823,ES,False,67,162
ENSG00000090565.15,chr16,425589,426720,TSS,True,55,189
ENSG00000140931.19,chr16,66604279,66604952,TSS,True,40,182
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,37,129
ENSG00000005187.11,chr16,20674822,20679163,3AS,True,38,243
ENSG00000005187.11,chr16,20674379,20674822,TSS,True,71,302
ENSG00000005187.11,chr16,20679157,20682174,PAS,True,106,270
ENSG00000005187.11,chr16,20679163,20682174,PAS,True,236,270
ENSG00000005187.11,chr16,20796885,20797635,PAS,True,238,302
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,5586,6833
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,1802,6833
ENSG00000140859.15,chr16,57772288,57794998,ES,False,168,189
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,44,219
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,138,261
ENSG00000189091.12,chr16,70530744,70530917,TSS,True,162,261
ENSG00000167930.15,chr16,259599,259995,3AS,False,27,167
ENSG00000167930.15,chr16,234790,234857,TSS,True,60,203
ENSG00000102882.11,chr16,30114708,30116635,ES,False,107,133
ENSG00000102882.11,chr16,30123039,30123253,TSS,True,23,141
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,98,196
ENSG00000131653.12,chr16,2163881,2164001,TSS,True,171,196
ENSG00000131653.12,chr16,2169830,2171356,TSS,True,170,195
ENSG00000062038.13,chr16,68644884,68645424,TSS,True,64,373
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,53,109
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,81,109
ENSG00000167965.17,chr16,2205453,2206214,TSS,True,97,109
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,226,301
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,226,536
ENSG00000013364.18,chr16,29844533,29844879,TSS,True,394,533
ENSG00000168802.12,chr16,69118008,69120649,PAS,True,11,107
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,57,135
ENSG00000103249.17,chr16,1452754,1452955,TSS,True,116,135
ENSG00000103507.13,chr16,31112027,31112120,IR,False,112,149
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,29,150
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,129,150
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,37,149
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,112,149
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,45,162
ENSG00000169217.8,chr16,30353180,30353275,TSS,True,129,162
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,47,132
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,180,271
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,95,271
ENSG00000162032.15,chr16,1778048,1778133,IR,False,228,277
ENSG00000162032.15,chr16,1778321,1778434,IR,False,154,272
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,92,288
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,232,288
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,35,198
ENSG00000263753.7,chr18,5237824,5239049,TSS,True,64,114
ENSG00000263753.7,chr18,5243593,5246508,PAS,True,52,109
ENSG00000154832.14,chr18,50283361,50283514,IR,False,100,116
ENSG00000154832.14,chr18,50283564,50283704,IR,False,102,120
ENSG00000154832.14,chr18,50285247,50285324,IR,False,82,105
ENSG00000154832.14,chr18,50285351,50285748,IR,True,83,104
ENSG00000154832.14,chr18,50285928,50286021,IR,False,88,107
ENSG00000154832.14,chr18,50287586,50288331,TSS,True,23,125
ENSG00000154856.12,chr18,10454529,10455039,TSS,True,58,256
ENSG00000154856.12,chr18,10471526,10472061,TSS,True,213,256
ENSG00000134759.13,chr18,36138872,36141136,ES,False,110,139
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,17,123
ENSG00000179981.10,chr18,75210835,75211916,TSS,False,102,175
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,48,156
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,42,200
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,40,142
ENSG00000101558.13,chr18,9913973,9914335,TSS,True,44,429
ENSG00000122490.18,chr18,79904183,79943328,ES,False,22,119
ENSG00000122490.18,chr18,79951580,79951684,TSS,True,24,134
ENSG00000154845.15,chr18,9562075,9563377,ES,False,71,108
ENSG00000154845.15,chr18,9614477,9615023,TSS,True,49,112
ENSG00000154845.15,chr18,9614225,9614445,TSS,True,86,112
ENSG00000154845.15,chr18,9570156,9571839,TSS,False,96,110
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,41,245
ENSG00000176014.12,chr18,12325066,12326577,PAS,True,59,221
ENSG00000176014.12,chr18,12329145,12331476,PAS,False,198,245
ENSG00000141448.8,chr18,22169431,22169682,TSS,False,148,460
ENSG00000141448.8,chr18,22171105,22172279,TSS,True,342,460
ENSG00000141627.13,chr18,49460397,49460738,TSS,True,12,107
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,27,126
ENSG00000017797.12,chr18,9512987,9513289,TSS,True,106,125
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,88,101
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,22,100
ENSG00000141380.13,chr18,26035127,26038554,ES,False,81,122
ENSG00000119537.17,chr18,63367010,63367636,TSS,True,23,105
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,104,117
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,20,125
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,112,125
ENSG00000102225.15,chrX,47226027,47226278,IR,False,128,145
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,31,160
ENSG00000181191.11,chrX,69163134,69165371,3AS,False,16,150
ENSG00000181191.11,chrX,69160861,69163134,PAS,True,134,150
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,29,150
ENSG00000178605.13,chrX,304746,305197,PAS,True,20,172
ENSG00000178605.13,chrX,318438,318864,TSS,False,32,184
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,82,429
ENSG00000067829.18,chrX,153785734,153785973,PAS,True,12,100
ENSG00000067829.18,chrX,153794245,153794429,TSS,True,12,103
ENSG00000130066.16,chrX,23783883,23785327,IR,True,68,114
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,40,129
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,154,319
ENSG00000123562.16,chrX,103678651,103685170,ES,False,128,153
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,82,370
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,314,370
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,23,101
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,91,629
ENSG00000197976.11,chrX,1599432,1600137,IR,False,88,290
ENSG00000197976.11,chrX,1599432,1600658,ES,True,210,297
ENSG00000197976.11,chrX,1599432,1600658,IR,True,210,407
ENSG00000197976.11,chrX,1600207,1600658,IR,True,92,290
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,310,507
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,207,509
ENSG00000198932.12,chrX,102651809,102652265,TSS,True,77,107
ENSG00000198932.12,chrX,102651375,102651595,TSS,True,51,107
ENSG00000131831.17,chrX,17861097,17861302,TSS,True,104,117
ENSG00000131831.17,chrX,17860508,17861012,TSS,False,27,117
ENSG00000068400.13,chrX,48976111,48976240,IR,False,88,100
ENSG00000068400.13,chrX,49002187,49002266,TSS,True,12,106
ENSG00000189221.9,chrX,43656115,43656414,TSS,True,22,177
ENSG00000101955.14,chrX,38174351,38220695,ES,False,15,138
ENSG00000203879.11,chrX,154440139,154440374,IR,False,121,170
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,30,193
ENSG00000185222.9,chrX,103356462,103356606,TSS,True,14,104
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,21,105
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,112,217
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,109,217
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,108,129
ENSG00000071889.16,chrX,154511871,154512822,ES,False,107,140
ENSG00000071889.16,chrX,154515812,154515909,IR,False,30,142
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,123,153
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,39,153
ENSG00000196924.15,chrX,154355072,154357433,ES,False,895,1877
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,2577,3158
ENSG00000196924.15,chrX,154359989,154360578,TSS,True,2818,3159
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,79,228
ENSG00000068323.16,chrX,49039345,49040454,3AS,False,36,126
ENSG00000068323.16,chrX,49043110,49043645,TSS,True,38,163
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,84,319
ENSG00000102409.9,chrX,103215113,103215238,TSS,True,31,123
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,39,146
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,19,153
ENSG00000184216.13,chrX,154019598,154019676,IR,False,110,128
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,166,234
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,124,234
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,27,162
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,111,226
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,187,226
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,176,226
ENSG00000102038.15,chrX,129447233,129448332,5AS,True,244,288
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,244,336
ENSG00000102038.15,chrX,129447301,129448332,5AS,True,92,115
ENSG00000102038.15,chrX,129492093,129496749,ES,False,93,400
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,125,413
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,298,413
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,36,297
ENSG00000130985.16,chrX,47194024,47198802,ES,False,229,258
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,131,389
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,391,1914
ENSG00000102181.20,chrX,150795486,150831230,ES,False,14,111
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,31,146
ENSG00000157502.13,chrX,106168366,106171011,5AS,True,75,418
ENSG00000157502.13,chrX,106168298,106168366,TSS,True,377,452
ENSG00000157502.13,chrX,106168304,106168425,TSS,False,107,452
ENSG00000102316.16,chrX,54813160,54813487,IR,True,678,757
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,178,772
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,675,772
ENSG00000172465.13,chrX,103629169,103629561,TSS,True,139,168
ENSG00000172465.13,chrX,103629697,103629803,TSS,True,106,168
ENSG00000172465.13,chrX,103629884,103630953,PAS,False,31,168
ENSG00000169093.15,chrX,1452747,1453744,TSS,True,32,149
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,29,179
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,38,188
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,159,188
ENSG00000126767.17,chrX,47650422,47650591,TSS,True,107,173
ENSG00000126767.17,chrX,47637750,47638056,TSS,True,120,173
ENSG00000182492.15,chrX,153494831,153495113,TSS,True,36,121
ENSG00000196507.10,chrX,103608058,103608603,5AS,False,153,199
ENSG00000196507.10,chrX,103607879,103608058,TSS,True,80,233
ENSG00000196507.10,chrX,103607895,103608070,TSS,True,188,233
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,302,410
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,111,407
ENSG00000004848.7,chrX,25012921,25013680,TSS,True,353,398
ENSG00000004848.7,chrX,25015541,25015965,TSS,True,79,399
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,62,151
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,89,151
ENSG00000184205.14,chrX,53083305,53084544,3AS,False,176,251
ENSG00000184205.14,chrX,53082325,53083305,TSS,True,41,292
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,76,107
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,14,122
ENSG00000068308.13,chrX,48922910,48923136,IR,False,22,140
ENSG00000068308.13,chrX,48923295,48923632,3AS,True,123,141
ENSG00000068308.13,chrX,48922023,48923295,PAS,True,40,142
ENSG00000068308.13,chrX,48922023,48923298,PAS,True,126,142
ENSG00000068308.13,chrX,48922205,48922910,PAS,True,118,142
ENSG00000068308.13,chrX,48956976,48958381,TSS,True,17,147
ENSG00000102362.15,chrX,100702107,100732003,ES,True,45,130
ENSG00000102362.15,chrX,100732003,100732151,TSS,True,49,183
ENSG00000102362.15,chrX,100731417,100731560,TSS,True,154,182
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,215,508
ENSG00000157514.16,chrX,107775099,107775753,TSS,True,372,508
ENSG00000126903.15,chrX,154490306,154490655,TSS,True,30,266
ENSG00000147403.16,chrX,154398394,154398496,5AS,False,90,123
ENSG00000147403.16,chrX,154399941,154400701,IR,False,114,158
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,177,260
ENSG00000166681.13,chrX,103376345,103376613,TSS,True,51,295
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,180,265
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,86,265
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,71,238
ENSG00000147274.14,chrX,136872345,136875085,ES,True,16,103
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,399,517
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,143,507
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,28,120
ENSG00000244754.8,chr13,32432482,32432972,PAS,True,93,104
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,42,100
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,84,104
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,68,104
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,65,104
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,159,320
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,27,230
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,77,123
ENSG00000198176.12,chr13,113584888,113585773,5AS,True,123,146
ENSG00000198176.12,chr13,113623286,113633119,ES,False,24,168
ENSG00000198176.12,chr13,113636700,113640119,ES,True,36,169
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,30,133
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,51,180
ENSG00000198176.12,chr13,113584697,113585427,TSS,False,161,180
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,39,179
ENSG00000150403.17,chr13,113539507,113548302,ES,True,26,163
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,21,130
ENSG00000213995.11,chr13,110634595,110634671,IR,True,91,128
ENSG00000213995.11,chr13,110634776,110635467,IR,True,107,130
ENSG00000213995.11,chr13,110637249,110638377,IR,True,119,133
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,46,151
ENSG00000213995.11,chr13,110615573,110615774,TSS,False,135,151
ENSG00000213995.11,chr13,110638377,110640173,PAS,False,22,138
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,528,1227
ENSG00000133104.13,chr13,36335832,36346239,5AS,True,25,212
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,93,280
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,229,280
ENSG00000136111.13,chr13,75481269,75482649,TSS,False,27,110
ENSG00000134884.14,chr13,106557131,106559431,IR,False,53,102
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,118,400
ENSG00000189403.14,chr13,30463530,30464779,TSS,True,337,400
ENSG00000005812.10,chr13,77018722,77026826,ES,True,17,117
ENSG00000102804.14,chr13,44436503,44436857,TSS,True,56,237
ENSG00000102804.14,chr13,44573162,44577306,TSS,True,206,243
