gene,chr,start,end,splice_type,novel,Panc1_ENCFF745DHX_in_cov,Panc1_ENCFF745DHX_total_cov
ENSG00000265681.7,chr18,49492274,49492467,TSS,True,244,286
ENSG00000134440.11,chr18,57602486,57602811,IR,False,255,284
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,54,278
ENSG00000122490.18,chr18,79904183,79943328,ME,True,18,110
ENSG00000122490.18,chr18,79904183,79933968,ES,True,17,119
ENSG00000122490.18,chr18,79904183,79943328,ME,True,17,110
ENSG00000122490.18,chr18,79904183,79943328,ES,False,70,290
ENSG00000122490.18,chr18,79919400,79943328,ES,False,93,201
ENSG00000122490.18,chr18,79951580,79951684,TSS,True,105,357
ENSG00000122490.18,chr18,79950723,79951639,TSS,True,317,357
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,74,186
ENSG00000177426.20,chr18,3451523,3452382,TSS,True,164,186
ENSG00000154845.15,chr18,9562075,9563377,ES,False,142,161
ENSG00000154845.15,chr18,9595102,9614225,3AS,False,89,138
ENSG00000154845.15,chr18,9614477,9615023,TSS,True,73,168
ENSG00000154845.15,chr18,9614225,9614445,TSS,True,122,168
ENSG00000176890.15,chr18,657480,657947,TSS,True,42,274
ENSG00000075336.11,chr18,74155207,74155305,IR,False,89,103
ENSG00000075336.11,chr18,74158087,74158170,IR,True,98,109
ENSG00000075336.11,chr18,74148503,74149109,TSS,True,12,119
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,143,305
ENSG00000176014.12,chr18,12325066,12326577,PAS,True,19,183
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,37,129
ENSG00000067900.7,chr18,20992831,20992937,PAS,True,110,124
ENSG00000067900.7,chr18,21110817,21111876,TSS,True,30,141
ENSG00000101773.18,chr18,22933281,22933564,TSS,False,30,101
ENSG00000101773.18,chr18,22933824,22934159,TSS,True,86,101
ENSG00000101773.18,chr18,22997619,22999644,PAS,True,62,100
ENSG00000101773.18,chr18,23026142,23027964,PAS,True,56,100
ENSG00000141385.9,chr18,12376968,12377398,TSS,True,36,290
ENSG00000176105.13,chr18,812113,813171,TSS,True,40,256
ENSG00000152234.15,chr18,46098171,46098316,TSS,True,80,598
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,87,185
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,137,185
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,58,174
ENSG00000017797.12,chr18,9516844,9517114,PAS,True,90,133
ENSG00000017797.12,chr18,9535670,9538107,PAS,True,59,148
ENSG00000101557.14,chr18,166819,180235,ES,False,28,242
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,148,178
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,41,174
ENSG00000141380.13,chr18,26035127,26038554,ES,False,231,259
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,46,287
ENSG00000091164.12,chr18,56638342,56638706,TSS,True,29,114
ENSG00000091164.12,chr18,56610992,56611018,TSS,True,88,114
ENSG00000134278.15,chr18,12657529,12658120,TSS,True,20,106
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,58,136
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,120,136
ENSG00000141424.12,chr18,36126218,36127728,TSS,True,113,136
ENSG00000177189.13,chrX,20172868,20175163,3AS,False,15,145
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,60,137
ENSG00000101972.18,chrX,124090764,124094017,ES,False,129,150
ENSG00000101972.18,chrX,123961598,123961856,TSS,True,121,184
ENSG00000067829.18,chrX,153785973,153786211,IR,False,92,134
ENSG00000067829.18,chrX,153786449,153787050,ES,True,25,135
ENSG00000067829.18,chrX,153785734,153785973,PAS,True,43,144
ENSG00000067829.18,chrX,153785765,153786272,PAS,True,107,144
ENSG00000067829.18,chrX,153794245,153794429,TSS,True,46,166
ENSG00000089820.15,chrX,153910085,153910170,IR,False,187,225
ENSG00000089820.15,chrX,153910404,153910505,IR,False,184,218
ENSG00000089820.15,chrX,153913051,153913217,IR,True,139,191
ENSG00000089820.15,chrX,153913302,153913408,IR,False,125,181
ENSG00000089820.15,chrX,153926135,153926914,TSS,True,136,299
ENSG00000130066.16,chrX,23783138,23783417,TSS,True,69,199
ENSG00000102030.15,chrX,153932115,153932315,IR,False,172,192
ENSG00000102030.15,chrX,153934883,153935073,TSS,True,72,258
ENSG00000241343.9,chrX,101390969,101391046,TSS,True,90,243
ENSG00000241343.9,chrX,101391768,101391822,TSS,True,192,243
ENSG00000123562.16,chrX,103678600,103685170,ES,False,117,150
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,117,188
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,53,255
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,32,109
ENSG00000205542.10,chrX,12975104,12975168,TSS,False,271,1401
ENSG00000156709.13,chrX,130165550,130165866,TSS,True,31,251
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,83,283
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,51,173
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,44,189
ENSG00000147162.13,chrX,71533061,71533336,TSS,True,54,101
ENSG00000147162.13,chrX,71545102,71548023,TSS,True,84,101
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,100,625
ENSG00000197976.11,chrX,1599432,1600658,IR,True,132,157
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,26,177
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,137,162
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,29,163
ENSG00000147140.15,chrX,71283721,71290628,ES,False,103,567
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,70,639
ENSG00000198910.13,chrX,153863549,153864321,ES,False,82,556
ENSG00000198910.13,chrX,153864820,153866216,TSS,True,578,704
ENSG00000198910.13,chrX,153886064,153886185,TSS,True,582,705
ENSG00000130821.15,chrX,153687912,153688836,TSS,True,90,126
ENSG00000102007.10,chrX,49171860,49172096,TSS,False,159,258
ENSG00000102007.10,chrX,49174334,49174425,TSS,True,200,257
ENSG00000068400.13,chrX,48976111,48976240,IR,False,85,101
ENSG00000068400.13,chrX,48973718,48974285,PAS,True,13,114
ENSG00000068400.13,chrX,49002187,49002266,TSS,True,26,121
ENSG00000131174.5,chrX,77899467,77899593,TSS,True,68,168
ENSG00000131724.10,chrX,118727533,118727726,TSS,True,112,527
ENSG00000203879.11,chrX,154440139,154440374,IR,False,180,209
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,102,297
ENSG00000160131.13,chrX,151397202,151397361,TSS,False,72,177
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,91,212
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,176,389
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,238,389
ENSG00000185515.14,chrX,155090839,155116056,ES,False,92,104
ENSG00000071889.16,chrX,154507490,154508288,ES,False,16,130
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,86,115
ENSG00000090889.11,chrX,70289975,70290150,TSS,False,39,146
ENSG00000090889.11,chrX,70290082,70290578,TSS,True,120,146
ENSG00000090889.11,chrX,70420061,70420925,PAS,False,22,144
ENSG00000102054.17,chrX,16870037,16870419,TSS,True,48,267
ENSG00000101856.9,chrX,119236256,119236691,TSS,True,16,155
ENSG00000196924.15,chrX,154355072,154357433,ES,False,107,444
ENSG00000196924.15,chrX,154359483,154359649,TSS,False,857,1022
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,747,1022
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,58,114
ENSG00000001497.16,chrX,65534479,65534821,TSS,True,25,225
ENSG00000068323.16,chrX,49043110,49043645,TSS,True,49,118
ENSG00000072506.12,chrX,53434318,53434416,TSS,False,44,122
ENSG00000156531.16,chrX,134377755,134393500,ES,True,14,139
ENSG00000156531.16,chrX,134393952,134413490,3AS,False,110,138
ENSG00000156531.16,chrX,134425330,134425660,IR,True,90,137
ENSG00000156531.16,chrX,134373279,134373467,TSS,True,22,157
ENSG00000156531.16,chrX,134425660,134428790,PAS,False,54,144
ENSG00000156531.16,chrX,134425200,134428790,PAS,True,97,144
ENSG00000198034.10,chrX,72277192,72277262,TSS,True,237,1122
ENSG00000198034.10,chrX,72273231,72273321,TSS,False,957,1122
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,113,215
ENSG00000179222.17,chrX,51895045,51895760,TSS,True,179,215
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,181,215
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,87,309
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,129,723
ENSG00000184216.13,chrX,154019598,154019676,IR,False,449,655
ENSG00000184216.13,chrX,154013042,154013399,TSS,True,1011,1208
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,764,1213
ENSG00000184216.13,chrX,154019430,154020505,TSS,True,984,1213
ENSG00000102100.15,chrX,48911545,48911948,TSS,True,51,121
ENSG00000101940.17,chrX,48600626,48601783,IR,True,93,108
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,112,139
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,123,139
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,80,139
ENSG00000147155.10,chrX,48521791,48521907,TSS,True,31,103
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,347,406
ENSG00000102038.15,chrX,129492093,129496749,ES,False,141,495
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,133,518
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,452,518
ENSG00000185825.16,chrX,153723288,153723827,5AS,True,37,100
ENSG00000185825.16,chrX,153723288,153724015,5AS,False,19,121
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,213,1065
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,371,577
ENSG00000130985.16,chrX,47203539,47203696,TSS,True,499,577
ENSG00000101843.18,chrX,108085127,108087764,5AS,False,12,113
ENSG00000123131.12,chrX,23667422,23667811,TSS,True,37,173
ENSG00000123131.12,chrX,23683668,23683705,TSS,True,142,171
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,211,464
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,392,464
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,151,298
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,163,390
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,238,385
ENSG00000122126.16,chrX,129540203,129540478,TSS,False,32,107
ENSG00000102316.16,chrX,54815690,54815880,IR,True,81,100
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,96,107
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,68,107
ENSG00000102316.16,chrX,54807747,54809376,TSS,True,71,107
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,22,107
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,84,103
ENSG00000131171.12,chrX,81201831,81202245,TSS,True,39,194
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,60,428
ENSG00000077713.18,chrX,119399295,119399678,TSS,True,21,111
ENSG00000077713.18,chrX,119406617,119406701,TSS,False,97,111
ENSG00000101974.14,chrX,139726345,139728962,PAS,True,81,120
ENSG00000101974.14,chrX,139774775,139774953,PAS,True,104,116
ENSG00000101974.14,chrX,139782604,139782728,PAS,True,71,116
ENSG00000101974.14,chrX,139787172,139787240,TSS,True,81,102
ENSG00000101974.14,chrX,139932015,139933547,TSS,False,40,124
ENSG00000102125.15,chrX,154413252,154413481,IR,False,91,106
ENSG00000102125.15,chrX,154413567,154419542,ES,False,84,106
ENSG00000102125.15,chrX,154411512,154411952,TSS,True,63,145
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,168,933
ENSG00000072501.17,chrX,53374148,53380186,PAS,False,47,177
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,109,146
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,93,196
ENSG00000147123.10,chrX,47144472,47144722,TSS,True,18,106
ENSG00000160211.17,chrX,154546788,154547579,TSS,True,101,147
ENSG00000160211.17,chrX,154534034,154534120,TSS,True,105,147
ENSG00000102081.14,chrX,147937600,147940575,ES,False,145,177
ENSG00000102081.14,chrX,147943326,147944943,3AS,False,34,174
ENSG00000102081.14,chrX,147945616,147948733,3AS,False,80,177
ENSG00000102081.14,chrX,147948733,147951125,PAS,True,116,196
ENSG00000102081.14,chrX,147948682,147951125,PAS,True,101,196
ENSG00000125676.19,chrX,123623283,123623786,IR,True,179,215
ENSG00000125676.19,chrX,123621243,123621587,PAS,True,319,400
ENSG00000125676.19,chrX,123622757,123622860,PAS,True,244,400
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,274,356
ENSG00000125676.19,chrX,123732951,123733102,TSS,True,122,457
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,588,952
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,370,946
ENSG00000102393.10,chrX,101407709,101408139,TSS,True,25,102
ENSG00000071859.14,chrX,154449735,154449882,IR,False,300,346
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,249,551
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,407,548
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,623,941
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,325,940
ENSG00000269335.5,chrX,154558650,154561687,ES,False,12,108
ENSG00000269335.5,chrX,154547304,154547745,TSS,True,19,127
ENSG00000068366.19,chrX,109733138,109733373,TSS,True,19,107
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,35,145
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,18,148
ENSG00000085224.22,chrX,77688927,77696576,ES,False,20,130
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,153,173
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,21,186
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,45,209
ENSG00000085224.22,chrX,77785844,77786229,TSS,True,188,209
ENSG00000077721.15,chrX,119575400,119582587,ES,False,55,137
ENSG00000077721.15,chrX,119574515,119574755,TSS,False,42,172
ENSG00000102178.12,chrX,154485979,154486227,IR,True,191,218
ENSG00000102178.12,chrX,154486536,154486692,TSS,True,32,243
ENSG00000068308.13,chrX,48923295,48923632,3AS,True,135,160
ENSG00000068308.13,chrX,48922023,48923295,PAS,True,31,164
ENSG00000068308.13,chrX,48922023,48923298,PAS,True,140,164
ENSG00000068308.13,chrX,48956976,48958381,TSS,True,49,192
ENSG00000158290.16,chrX,120561371,120561462,TSS,False,122,161
ENSG00000158290.16,chrX,120560082,120560962,TSS,True,73,161
ENSG00000126903.15,chrX,154490306,154490655,TSS,True,57,373
ENSG00000101928.12,chrX,134889192,134896816,ES,False,97,272
ENSG00000101928.12,chrX,134899534,134915181,ES,True,246,277
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,129,825
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,95,496
ENSG00000123575.8,chrX,104162632,104166982,TSS,False,37,267
ENSG00000102226.9,chrX,47232960,47233219,TSS,False,67,179
ENSG00000147274.14,chrX,136874452,136875085,IR,False,174,195
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,185,290
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,126,264
ENSG00000147274.14,chrX,136880596,136880778,TSS,True,38,270
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,84,263
ENSG00000102786.14,chr13,51361578,51365845,PAS,True,45,115
ENSG00000102786.14,chr13,51448588,51451174,PAS,True,90,109
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,155,401
ENSG00000198176.12,chr13,113584888,113585773,5AS,True,231,259
ENSG00000198176.12,chr13,113636700,113640119,ES,True,44,279
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,71,235
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,81,312
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,58,164
ENSG00000150403.17,chr13,113539507,113548302,ES,True,50,258
ENSG00000150403.17,chr13,113549424,113550233,PAS,True,44,312
ENSG00000152484.13,chr13,27171591,27171868,TSS,True,36,259
ENSG00000165474.6,chr13,20192782,20192998,TSS,True,18,110
ENSG00000120686.11,chr13,38349813,38349921,TSS,True,37,149
ENSG00000130177.15,chr13,114272481,114272563,IR,False,62,146
ENSG00000130177.15,chr13,114234869,114235132,TSS,True,44,152
ENSG00000130177.15,chr13,114272317,114272481,TSS,True,129,149
ENSG00000130177.15,chr13,114272563,114272744,PAS,True,89,152
ENSG00000130177.15,chr13,114272183,114272742,PAS,True,55,116
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,83,145
ENSG00000183087.14,chr13,113863574,113864070,TSS,True,129,145
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,104,171
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,84,171
ENSG00000150459.12,chr13,21140540,21140681,TSS,True,28,132
ENSG00000133112.16,chr13,45341041,45341258,TSS,True,81,271
ENSG00000134882.15,chr13,99200747,99200939,TSS,False,35,178
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,13,113
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,18,127
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,58,308
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,253,722
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,79,122
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,67,122
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,79,478
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,418,477
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,42,358
ENSG00000125257.14,chr13,95247753,95301240,ES,False,104,131
ENSG00000125257.14,chr13,95019828,95021682,PAS,True,50,144
ENSG00000125257.14,chr13,95301240,95301925,TSS,True,18,149
ENSG00000139793.18,chr13,97357635,97391321,ES,False,66,139
ENSG00000139793.18,chr13,97222287,97222531,TSS,True,62,150
ENSG00000139793.18,chr13,97343046,97343216,TSS,True,132,148
ENSG00000139793.18,chr13,97346816,97347067,TSS,True,128,148
ENSG00000139514.12,chr13,29595415,29595780,TSS,False,93,104
ENSG00000106635.7,chr7,73540052,73552166,ES,False,31,157
ENSG00000106635.7,chr7,73557486,73558010,TSS,True,26,183
ENSG00000132432.13,chr7,54759157,54759235,TSS,True,16,100
ENSG00000106608.16,chr7,43906561,43906817,TSS,True,34,110
ENSG00000106608.16,chr7,43926131,43926753,TSS,True,98,112
ENSG00000198742.9,chr7,99143725,99144166,TSS,True,59,106
ENSG00000198742.9,chr7,99042117,99042521,TSS,True,93,104
ENSG00000106133.17,chr7,72948223,72948597,PAS,True,104,116
ENSG00000106133.17,chr7,72954624,72954769,TSS,True,48,116
ENSG00000106153.12,chr7,56106363,56106485,TSS,True,99,455
ENSG00000106153.12,chr7,56104225,56104478,TSS,True,398,455
ENSG00000164548.10,chr7,23531788,23532023,TSS,True,31,106
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,204,670
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,407,543
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,147,558
ENSG00000136205.16,chr7,47275138,47278220,PAS,False,30,271
ENSG00000136205.16,chr7,47346186,47347895,TSS,True,481,581
ENSG00000136205.16,chr7,47302949,47303585,TSS,True,493,575
ENSG00000106305.9,chr7,6009232,6009498,TSS,True,26,151
ENSG00000006453.13,chr7,98304195,98304279,TSS,True,152,191
ENSG00000006453.13,chr7,98400801,98401204,TSS,False,136,199
ENSG00000166508.17,chr7,100101263,100101908,TSS,False,122,451
ENSG00000106009.15,chr7,2543323,2543589,IR,False,254,324
ENSG00000106009.15,chr7,2543962,2547323,ES,False,33,317
ENSG00000106009.15,chr7,2554447,2555486,5AS,True,207,238
ENSG00000106009.15,chr7,2554304,2555524,TSS,True,341,412
ENSG00000106009.15,chr7,2555486,2555782,TSS,True,204,412
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,270,620
ENSG00000164631.18,chr7,6706431,6706954,TSS,True,13,115
ENSG00000178234.12,chr7,152025628,152025884,TSS,True,17,102
ENSG00000164818.15,chr7,726661,727315,TSS,True,56,218
ENSG00000157778.8,chr7,1569123,1569361,TSS,True,109,136
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,44,189
ENSG00000091732.16,chr7,130051220,130051394,TSS,True,49,168
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,76,102
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,34,109
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,83,109
ENSG00000122566.21,chr7,26190460,26190992,IR,False,52,135
ENSG00000122566.21,chr7,26190460,26192494,ES,True,185,237
ENSG00000122566.21,chr7,26190460,26192494,IR,True,185,263
ENSG00000122566.21,chr7,26191128,26192494,IR,False,54,141
ENSG00000122566.21,chr7,26192338,26192494,IR,False,527,627
ENSG00000122566.21,chr7,26197732,26200571,ES,False,585,711
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,921,1168
ENSG00000122566.21,chr7,26189926,26192577,PAS,True,796,885
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,358,885
ENSG00000122566.21,chr7,26200571,26201617,TSS,True,444,1168
ENSG00000168090.9,chr7,100088947,100089066,TSS,True,48,346
ENSG00000133606.10,chr7,140479159,140479524,TSS,True,59,395
ENSG00000002822.15,chr7,2230727,2232871,3AS,True,151,194
ENSG00000002822.15,chr7,2232871,2233077,TSS,True,33,248
ENSG00000127922.9,chr7,96709687,96709880,TSS,True,46,235
ENSG00000011275.18,chr7,5781540,5781704,TSS,True,89,143
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,45,174
ENSG00000263001.5,chr7,74716950,74728785,ES,False,76,122
ENSG00000263001.5,chr7,74758855,74759547,IR,False,231,329
ENSG00000263001.5,chr7,74657007,74658068,TSS,True,260,386
ENSG00000263001.5,chr7,74749025,74749090,TSS,True,184,372
ENSG00000263001.5,chr7,74759547,74760693,PAS,True,119,350
ENSG00000263001.5,chr7,74758779,74760692,PAS,True,252,350
ENSG00000106105.13,chr7,30594778,30595143,TSS,True,78,546
ENSG00000170632.13,chr7,103075411,103083681,ES,False,90,138
ENSG00000170632.13,chr7,103086764,103097276,ES,False,33,126
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,23,162
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,138,161
ENSG00000158604.14,chr7,44582046,44582249,TSS,True,58,204
ENSG00000106028.10,chr7,141738410,141739123,5AS,False,78,108
ENSG00000106028.10,chr7,141738327,141738410,TSS,True,102,180
ENSG00000106028.10,chr7,141738349,141738503,TSS,True,161,180
ENSG00000170852.10,chr7,32891535,32892021,TSS,False,43,155
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,20,103
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,246,762
ENSG00000005486.16,chr7,75879260,75881828,ES,False,96,112
ENSG00000005486.16,chr7,75878980,75879260,TSS,True,20,135
ENSG00000146918.19,chr7,158646563,158652292,ES,False,42,156
ENSG00000146918.19,chr7,158704723,158704834,TSS,True,30,167
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,98,193
ENSG00000146540.14,chr7,1138188,1138280,TSS,True,165,200
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,174,200
ENSG00000146648.17,chr7,55018819,55019365,TSS,True,144,203
ENSG00000106617.13,chr7,151556109,151557232,PAS,True,25,100
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,101,385
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,311,383
ENSG00000241685.9,chr7,99325872,99326004,TSS,True,51,319
ENSG00000177706.8,chr7,192009,193804,TSS,False,35,199
ENSG00000164889.13,chr7,151059561,151059762,TSS,True,427,837
ENSG00000164880.15,chr7,1478365,1478506,TSS,True,146,202
ENSG00000164880.15,chr7,1477752,1477938,TSS,True,180,202
ENSG00000169919.16,chr7,65967907,65974294,ES,False,12,101
ENSG00000169919.16,chr7,65981973,65982730,TSS,True,88,169
ENSG00000196683.10,chr7,22822676,22822851,TSS,True,21,143
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,51,219
ENSG00000071462.11,chr7,73697648,73697694,TSS,True,189,218
ENSG00000164896.19,chr7,151076832,151076912,IR,False,93,108
ENSG00000164896.19,chr7,151077027,151077100,IR,False,86,109
ENSG00000164896.19,chr7,151077236,151077309,IR,False,82,116
ENSG00000164896.19,chr7,151078701,151078922,5AS,False,13,100
ENSG00000164896.19,chr7,151076531,151076832,PAS,True,16,121
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,77,121
ENSG00000164896.19,chr7,151079499,151080863,TSS,True,104,121
ENSG00000164896.19,chr7,151080208,151080847,TSS,True,105,121
ENSG00000164896.19,chr7,151080436,151080839,TSS,False,93,121
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,241,500
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,282,498
ENSG00000008256.15,chr7,6272473,6272713,TSS,False,51,129
ENSG00000274523.4,chr7,75073413,75073871,TSS,True,72,293
ENSG00000160917.14,chr7,99452440,99454040,3AS,False,59,103
ENSG00000160917.14,chr7,99452440,99454043,3AS,False,15,118
ENSG00000160917.14,chr7,99438683,99439185,TSS,True,36,136
ENSG00000160917.14,chr7,99448121,99448273,TSS,True,118,135
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,14,105
ENSG00000106460.18,chr7,12211212,12211425,TSS,True,43,114
ENSG00000106460.18,chr7,12211232,12211547,TSS,True,96,114
ENSG00000106460.18,chr7,12218456,12218521,TSS,True,98,110
ENSG00000075142.13,chr7,88219975,88220087,TSS,True,19,170
ENSG00000106615.9,chr7,151519459,151519920,TSS,True,76,652
ENSG00000130429.14,chr7,99374245,99374781,TSS,True,203,755
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,29,148
ENSG00000075790.10,chr7,107618327,107623311,PAS,True,37,128
ENSG00000105854.12,chr7,95411743,95412311,3AS,False,28,131
ENSG00000105854.12,chr7,95402778,95405488,PAS,True,20,154
ENSG00000105854.12,chr7,95413338,95416297,PAS,True,128,145
ENSG00000009335.17,chr7,157138877,157139338,TSS,True,58,228
ENSG00000009335.17,chr7,157267584,157269373,PAS,True,28,205
ENSG00000122547.10,chr7,36153162,36153674,TSS,True,20,100
ENSG00000106609.16,chr7,66921461,66941847,ES,False,91,103
ENSG00000106609.16,chr7,66921099,66921461,TSS,True,85,188
ENSG00000128595.16,chr7,128748804,128758870,ME,False,160,1013
ENSG00000005075.15,chr7,102478807,102478910,TSS,True,53,127
ENSG00000105976.14,chr7,116671865,116672577,TSS,True,98,124
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,198,888
ENSG00000146535.13,chr7,2843852,2844342,TSS,False,142,466
ENSG00000241468.7,chr7,99458355,99460085,ES,False,27,202
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,102,165
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,250,313
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,212,313
ENSG00000241468.7,chr7,99460085,99461792,TSS,True,274,313
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,615,2626
ENSG00000164649.19,chr7,21908507,21916753,ES,False,44,209
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,51,165
ENSG00000164649.19,chr7,21945780,21946136,TSS,True,57,262
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,142,338
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,76,378
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,159,394
ENSG00000087087.19,chr7,100884382,100884552,TSS,True,346,394
ENSG00000188186.10,chr7,100148895,100148975,TSS,True,60,155
ENSG00000086232.12,chr7,6042990,6044561,3AS,True,68,504
ENSG00000164828.17,chr7,816673,838797,ES,False,98,434
ENSG00000164828.17,chr7,843520,851383,ES,False,59,480
