gene,chr,start,end,splice_type,novel,type_B_pancreatic_cell_ENCFF058HQU_in_cov,type_B_pancreatic_cell_ENCFF058HQU_total_cov
ENSG00000179889.18,chr16,15138878,15139621,PAS,False,181,278
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,161,928
ENSG00000069329.17,chr16,46683507,46683608,TSS,True,823,928
ENSG00000077235.17,chr16,27486359,27488415,PAS,True,143,160
ENSG00000077235.17,chr16,27497687,27497821,PAS,True,27,158
ENSG00000077235.17,chr16,27549669,27549957,TSS,True,37,178
ENSG00000125124.11,chr16,56484344,56484867,PAS,True,18,116
ENSG00000125124.11,chr16,56519745,56520095,TSS,True,12,116
ENSG00000103544.14,chr16,19555336,19555746,TSS,True,33,301
ENSG00000066654.13,chr16,20736358,20736859,IR,False,77,207
ENSG00000066654.13,chr16,20733663,20736358,PAS,False,138,216
ENSG00000066654.13,chr16,20733663,20737286,PAS,True,85,215
ENSG00000085721.12,chr16,15094144,15094313,TSS,True,17,112
ENSG00000189067.12,chr16,11586885,11586951,TSS,True,45,143
ENSG00000205609.12,chr16,28403786,28403852,TSS,False,97,124
ENSG00000205609.12,chr16,28391979,28392025,TSS,True,81,121
ENSG00000205609.12,chr16,28391751,28391857,TSS,True,99,121
ENSG00000141002.19,chr16,89907322,89910590,ES,False,121,137
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,19,162
ENSG00000188603.19,chr16,28491713,28492079,TSS,True,126,158
ENSG00000188603.19,chr16,28492019,28492296,TSS,True,43,158
ENSG00000065427.14,chr16,75641723,75647577,ES,False,746,918
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,148,1069
ENSG00000167264.17,chr16,68023351,68038005,ES,False,46,146
ENSG00000103423.13,chr16,4450497,4455545,ES,False,145,203
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,57,489
ENSG00000172831.11,chr16,66942737,66943298,5AS,False,21,190
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,109,474
ENSG00000140694.16,chr16,14434984,14436772,PAS,True,28,120
ENSG00000140694.16,chr16,14630106,14630312,TSS,True,26,122
ENSG00000166971.16,chr16,53492519,53492692,3AS,False,134,312
ENSG00000166971.16,chr16,53500329,53503146,5AS,False,265,307
ENSG00000166971.16,chr16,53490976,53492519,PAS,True,183,317
ENSG00000166971.16,chr16,53491039,53492522,PAS,True,139,317
ENSG00000166971.16,chr16,53503146,53503267,TSS,False,54,319
ENSG00000166971.16,chr16,53503121,53503247,TSS,True,283,319
ENSG00000052344.15,chr16,31133388,31135401,5AS,True,13,115
ENSG00000052344.15,chr16,31135390,31135766,TSS,True,31,134
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,359,2983
ENSG00000171490.12,chr16,11834305,11838113,PAS,True,201,284
ENSG00000171490.12,chr16,11837140,11839985,PAS,False,132,283
ENSG00000171490.12,chr16,11841030,11841820,PAS,True,235,283
ENSG00000005187.11,chr16,20674379,20674822,TSS,True,90,151
ENSG00000005187.11,chr16,20796885,20797635,PAS,True,108,151
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,65,153
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,81,100
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,24,124
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,85,103
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,44,103
ENSG00000157349.16,chr16,70299354,70315968,ES,False,19,167
ENSG00000046604.12,chr18,31497941,31498296,TSS,True,120,261
ENSG00000046604.12,chr18,31545720,31549004,PAS,False,55,203
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,42,320
ENSG00000134755.15,chr18,31068212,31068893,ES,False,149,186
ENSG00000134755.15,chr18,31065971,31068212,PAS,True,48,234
ENSG00000134755.15,chr18,31101902,31102586,TSS,True,175,271
ENSG00000134755.15,chr18,31068893,31069003,TSS,True,208,235
ENSG00000134755.15,chr18,31074682,31074906,TSS,True,197,249
ENSG00000263753.7,chr18,5237824,5239049,TSS,True,65,106
ENSG00000263753.7,chr18,5243593,5246508,PAS,True,59,103
ENSG00000101782.14,chr18,23452848,23453502,TSS,True,16,141
ENSG00000101782.14,chr18,23481171,23483141,PAS,True,23,130
ENSG00000074695.5,chr18,59327822,59331129,PAS,True,69,101
ENSG00000074695.5,chr18,59345961,59346051,PAS,False,45,100
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,20,119
ENSG00000133313.14,chr18,74496431,74499936,ES,False,132,156
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,132,431
ENSG00000133313.14,chr18,74496269,74496431,TSS,True,546,1001
ENSG00000133313.14,chr18,74496376,74500033,TSS,True,525,1001
ENSG00000170677.5,chr18,70288683,70289090,TSS,False,32,145
ENSG00000172466.15,chr18,35340733,35344369,5AS,True,152,176
ENSG00000172466.15,chr18,35344369,35344452,TSS,False,38,191
ENSG00000172466.15,chr18,35344359,35344449,TSS,True,168,191
ENSG00000166396.12,chr18,63775368,63775716,TSS,True,431,883
ENSG00000166396.12,chr18,63777778,63777825,TSS,False,586,883
ENSG00000166396.12,chr18,63777960,63778134,TSS,False,779,883
ENSG00000078142.12,chr18,42081122,42087830,PAS,True,34,126
ENSG00000078142.12,chr18,42029324,42029440,PAS,True,113,126
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,222,1000
ENSG00000177426.20,chr18,3447620,3447797,TSS,False,101,113
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,48,113
ENSG00000197632.8,chr18,63887704,63887770,TSS,True,13,124
ENSG00000176014.12,chr18,12325066,12326577,PAS,True,19,169
ENSG00000141627.13,chr18,49286613,49331863,3AS,False,26,169
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,123,208
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,103,208
ENSG00000167220.11,chr18,47134704,47136338,5AS,False,102,129
ENSG00000158201.9,chr18,21659343,21664117,5AS,False,157,175
ENSG00000158201.9,chr18,21704503,21704827,TSS,True,25,187
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,31,144
ENSG00000141380.13,chr18,26035127,26038554,ES,False,169,222
ENSG00000141380.13,chr18,26090500,26090896,TSS,True,30,233
ENSG00000119537.17,chr18,63367010,63367636,TSS,True,13,109
ENSG00000134762.16,chr18,30994372,30996790,ES,False,137,210
ENSG00000134762.16,chr18,30990007,30994372,PAS,True,66,277
ENSG00000134762.16,chr18,31042591,31042971,TSS,True,125,377
ENSG00000141424.12,chr18,36127016,36129113,5AS,False,105,122
ENSG00000141424.12,chr18,36108526,36109745,PAS,True,53,149
ENSG00000141424.12,chr18,36122052,36122270,PAS,True,88,141
ENSG00000141424.12,chr18,36129113,36129843,TSS,True,44,150
ENSG00000141424.12,chr18,36129100,36129823,TSS,True,133,150
ENSG00000154889.16,chr18,11884627,11885675,ES,False,116,148
ENSG00000154889.16,chr18,11886778,11886916,3AS,False,99,136
ENSG00000154889.16,chr18,11897356,11906202,ES,False,109,144
ENSG00000181191.11,chrX,69163134,69165371,3AS,False,38,293
ENSG00000181191.11,chrX,69163140,69165371,3AS,False,219,255
ENSG00000181191.11,chrX,69160861,69163466,PAS,True,261,293
ENSG00000181191.11,chrX,69160861,69163134,PAS,True,259,293
ENSG00000181191.11,chrX,69160860,69163140,PAS,True,93,293
ENSG00000182287.14,chrX,15825806,15827372,PAS,True,75,135
ENSG00000182287.14,chrX,15830048,15831568,PAS,True,72,135
ENSG00000101844.17,chrX,108091666,108091836,TSS,True,18,167
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,43,401
ENSG00000087842.10,chrX,15491309,15493189,5AS,False,113,136
ENSG00000087842.10,chrX,15493189,15493337,TSS,True,26,140
ENSG00000087842.10,chrX,15493155,15493330,TSS,True,118,140
ENSG00000130021.13,chrX,7148052,7148185,TSS,True,82,533
ENSG00000010404.17,chrX,149501037,149503311,ES,False,180,207
ENSG00000010404.17,chrX,149478768,149483218,PAS,False,71,220
ENSG00000010404.17,chrX,149487130,149487313,PAS,True,161,220
ENSG00000130066.16,chrX,23783883,23784293,IR,False,180,372
ENSG00000130066.16,chrX,23783883,23785327,ES,False,884,1058
ENSG00000130066.16,chrX,23783883,23785327,IR,True,884,1063
ENSG00000130066.16,chrX,23784403,23785327,IR,True,195,380
ENSG00000130234.10,chrX,15558183,15562013,PAS,True,152,597
ENSG00000130234.10,chrX,15561033,15564218,PAS,True,474,595
ENSG00000130234.10,chrX,15600725,15600981,TSS,False,93,598
ENSG00000196998.17,chrX,49076750,49077642,3AS,False,92,103
ENSG00000196998.17,chrX,49076750,49077836,ES,False,14,108
ENSG00000123595.7,chrX,13689288,13708720,ES,False,58,226
ENSG00000123562.16,chrX,103678600,103684680,3AS,False,155,323
ENSG00000123562.16,chrX,103678600,103685170,ES,False,1039,1194
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,1039,1933
ENSG00000123562.16,chrX,103678620,103684680,3AS,False,17,168
ENSG00000123562.16,chrX,103678651,103685170,ES,False,650,802
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,442,2204
ENSG00000123562.16,chrX,103687988,103688106,TSS,True,1848,2204
ENSG00000126947.12,chrX,101550660,101550973,3AS,True,30,108
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,40,109
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,83,182
ENSG00000215301.10,chrX,41347639,41350278,PAS,True,19,131
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,41,272
ENSG00000184867.13,chrX,101658142,101658491,5AS,False,21,187
ENSG00000184867.13,chrX,101658525,101659075,3AS,False,142,187
ENSG00000184867.13,chrX,101659136,101659418,3AS,False,33,148
ENSG00000184867.13,chrX,101659148,101659418,5AS,False,115,128
ENSG00000198814.12,chrX,30724181,30728731,ES,False,78,106
ENSG00000126016.15,chrX,112840451,112841453,TSS,True,83,124
ENSG00000185515.14,chrX,155090839,155116056,ES,False,91,109
ENSG00000185515.14,chrX,155071397,155071654,TSS,True,18,118
ENSG00000001497.16,chrX,65514970,65517986,3AS,True,12,102
ENSG00000001497.16,chrX,65532630,65534479,ES,False,20,112
ENSG00000001497.16,chrX,65512580,65512901,PAS,True,17,120
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,131,279
ENSG00000179222.17,chrX,51894105,51897077,TSS,True,206,279
ENSG00000180964.16,chrX,103254017,103255077,ES,False,75,335
ENSG00000134602.15,chrX,132023203,132023407,TSS,True,35,107
ENSG00000157399.14,chrX,2960420,2964223,3AS,True,91,104
ENSG00000101901.11,chrX,111681114,111681299,TSS,True,50,116
ENSG00000101901.11,chrX,111681171,111681424,TSS,True,77,116
ENSG00000102038.15,chrX,129492093,129496749,ES,False,173,499
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,517,578
ENSG00000102038.15,chrX,129471203,129471326,PAS,True,378,574
ENSG00000102038.15,chrX,129446502,129448443,PAS,True,437,574
ENSG00000005302.18,chrX,11758214,11758365,TSS,True,40,117
ENSG00000005302.18,chrX,11758594,11759875,TSS,True,96,117
ENSG00000005302.18,chrX,11774979,11775758,PAS,True,13,116
ENSG00000101811.13,chrX,100828102,100831514,ES,False,92,104
ENSG00000130988.12,chrX,47078189,47078709,TSS,True,76,122
ENSG00000130988.12,chrX,47080440,47080936,TSS,False,54,122
ENSG00000130826.17,chrX,154776798,154777697,PAS,True,143,307
ENSG00000130826.17,chrX,154776186,154777689,PAS,True,166,307
ENSG00000101888.11,chrX,109536844,109537021,TSS,True,100,166
ENSG00000101888.11,chrX,109537198,109537270,TSS,False,108,166
ENSG00000198960.10,chrX,101615760,101616671,IR,False,19,106
ENSG00000198960.10,chrX,101615118,101616766,PAS,True,19,106
ENSG00000198960.10,chrX,101615119,101615760,PAS,True,90,109
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,1595,4440
ENSG00000102024.17,chrX,115593273,115593632,TSS,True,3125,4439
ENSG00000102316.16,chrX,54815678,54815880,IR,True,29,243
ENSG00000102316.16,chrX,54815690,54815880,IR,True,1345,1559
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,382,1597
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,1356,1597
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,218,1597
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,1388,1593
ENSG00000083750.12,chrX,55758245,55758778,PAS,True,19,122
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,137,1006
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,161,1031
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,894,1031
ENSG00000123572.16,chrX,105822287,105822902,TSS,True,69,113
ENSG00000236256.9,chrX,97601394,97603011,PAS,False,56,116
ENSG00000236256.9,chrX,97528305,97529066,PAS,False,104,116
ENSG00000236256.9,chrX,97582888,97584224,PAS,True,86,116
ENSG00000072501.17,chrX,53398543,53399730,PAS,True,28,182
ENSG00000072501.17,chrX,53422491,53422713,TSS,True,23,199
ENSG00000131269.16,chrX,75114831,75156104,3AS,False,76,126
ENSG00000125676.19,chrX,123627691,123627968,PAS,True,80,218
ENSG00000125676.19,chrX,123668157,123668314,PAS,False,176,204
ENSG00000125676.19,chrX,123732951,123733102,TSS,True,35,235
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,84,320
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,240,308
ENSG00000005889.15,chrX,24149794,24172714,ES,False,32,110
ENSG00000005889.15,chrX,24172800,24179182,ES,False,85,119
ENSG00000005889.15,chrX,24149244,24149794,TSS,True,27,136
ENSG00000005889.15,chrX,24208899,24209007,PAS,False,18,124
ENSG00000005889.15,chrX,24210192,24216089,PAS,True,110,124
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,256,346
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,40,388
ENSG00000085224.22,chrX,77683451,77683538,IR,False,39,342
ENSG00000085224.22,chrX,77688924,77693823,3AS,False,53,243
ENSG00000085224.22,chrX,77688924,77696576,ES,False,54,108
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,54,292
ENSG00000085224.22,chrX,77688927,77696576,ES,False,48,238
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,293,341
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,43,351
ENSG00000085224.22,chrX,77681850,77683451,PAS,False,312,351
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,63,364
ENSG00000085224.22,chrX,77785844,77786229,TSS,True,316,364
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,730,815
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,110,809
ENSG00000123200.16,chr13,45954360,45957297,PAS,False,89,102
ENSG00000123200.16,chr13,46052403,46052765,TSS,True,44,102
ENSG00000123200.16,chr13,46052697,46053247,TSS,False,83,102
ENSG00000102580.14,chr13,95790872,95794989,PAS,True,123,149
ENSG00000102580.14,chr13,95787006,95787100,PAS,True,47,149
ENSG00000102580.14,chr13,95785938,95786071,PAS,True,129,149
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,45,150
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,76,169
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,123,168
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,150,171
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,124,171
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,76,171
ENSG00000125247.15,chr13,100642311,100662963,ES,True,16,139
ENSG00000125247.15,chr13,100668794,100674743,ES,False,48,141
ENSG00000125247.15,chr13,100603622,100605142,PAS,True,60,164
ENSG00000125247.15,chr13,100622751,100625676,PAS,True,132,162
ENSG00000125247.15,chr13,100674743,100674936,TSS,True,21,164
ENSG00000204977.9,chr13,49997043,49997131,TSS,True,55,109
ENSG00000204977.9,chr13,49997040,49997216,TSS,True,65,109
ENSG00000083520.14,chr13,72757442,72759878,PAS,True,23,106
ENSG00000083520.14,chr13,72781604,72782117,TSS,True,27,108
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,64,215
ENSG00000065150.18,chr13,98021735,98024777,PAS,True,22,205
ENSG00000088448.14,chr13,110914724,110915101,TSS,True,17,101
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,31,122
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,39,130
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,98,130
ENSG00000120699.12,chr13,37003007,37004515,IR,False,89,101
ENSG00000120699.12,chr13,37000369,37000822,TSS,True,13,112
ENSG00000120699.12,chr13,37009183,37011113,PAS,True,18,112
ENSG00000122042.9,chr13,29849511,29850680,TSS,False,19,152
ENSG00000121390.18,chr13,19674751,19674984,PAS,False,113,128
ENSG00000121390.18,chr13,19673088,19675653,PAS,True,111,128
ENSG00000121390.18,chr13,19701605,19703360,PAS,True,44,126
ENSG00000120686.11,chr13,38360710,38363005,PAS,True,35,292
ENSG00000102753.9,chr13,49792437,49792685,TSS,False,14,122
ENSG00000213995.11,chr13,110634595,110634671,IR,True,169,193
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,28,204
ENSG00000133110.14,chr13,37564560,37569743,ES,False,20,169
ENSG00000133110.14,chr13,37571458,37577752,ES,False,143,196
ENSG00000133110.14,chr13,37562582,37563370,PAS,True,69,231
ENSG00000133110.14,chr13,37598607,37598773,TSS,True,28,231
ENSG00000134899.19,chr13,102845800,102846354,TSS,True,18,104
ENSG00000134899.19,chr13,102875306,102876000,PAS,True,31,104
ENSG00000134899.19,chr13,102872197,102872270,PAS,True,89,104
ENSG00000133119.12,chr13,33836103,33837505,PAS,False,14,120
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,114,243
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,181,243
ENSG00000136155.16,chr13,77591460,77597544,ES,False,573,1639
ENSG00000136155.16,chr13,77603135,77608055,ES,False,821,1530
ENSG00000136155.16,chr13,77644257,77646769,PAS,True,198,1757
ENSG00000127863.15,chr13,23579339,23579529,TSS,True,50,126
ENSG00000127863.15,chr13,23673371,23676103,PAS,True,29,108
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,23,222
ENSG00000134884.14,chr13,106541808,106544160,PAS,True,26,114
ENSG00000134884.14,chr13,106557849,106559657,PAS,True,79,101
ENSG00000134884.14,chr13,106567572,106568167,TSS,True,16,111
ENSG00000132963.7,chr13,28659093,28659187,TSS,False,15,120
ENSG00000189403.14,chr13,30461533,30462537,IR,True,279,335
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,89,368
ENSG00000189403.14,chr13,30460892,30462712,PAS,True,311,367
ENSG00000127870.16,chr13,26222002,26222310,TSS,False,131,161
ENSG00000127870.16,chr13,26221781,26222313,TSS,True,53,161
ENSG00000136167.13,chr13,46182110,46182296,TSS,True,113,615
ENSG00000126226.21,chr13,113177976,113178173,IR,False,24,207
ENSG00000126226.21,chr13,113178008,113178173,IR,False,29,212
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,65,247
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,218,247
ENSG00000102554.13,chr13,73059004,73059588,TSS,False,100,112
ENSG00000102554.13,chr13,73061960,73062734,TSS,True,52,109
ENSG00000125304.9,chr13,99501398,99501777,TSS,True,66,522
ENSG00000083535.15,chr13,73015868,73017752,PAS,True,60,115
ENSG00000083535.15,chr13,72908530,72909135,PAS,True,96,115
ENSG00000136153.19,chr13,75804541,75817160,ES,False,207,262
ENSG00000136153.19,chr13,75760433,75760665,TSS,False,242,305
ENSG00000136153.19,chr13,75760659,75761038,TSS,True,154,305
ENSG00000136153.19,chr13,75819392,75819452,PAS,True,151,276
ENSG00000136153.19,chr13,75817160,75819443,PAS,False,218,273
ENSG00000136153.19,chr13,75845326,75847027,PAS,False,225,300
ENSG00000139668.8,chr13,51759739,51766799,PAS,False,37,115
ENSG00000139668.8,chr13,51752862,51754110,PAS,False,100,113
ENSG00000091138.12,chr7,107764218,107765878,PAS,True,28,179
ENSG00000091138.12,chr7,107776636,107776706,PAS,True,154,179
ENSG00000188175.9,chr7,93226367,93226508,TSS,True,90,574
ENSG00000135218.18,chr7,80646214,80646359,TSS,False,48,121
ENSG00000135218.18,chr7,80646274,80646860,TSS,True,82,121
ENSG00000135218.18,chr7,80673982,80674420,PAS,True,50,121
ENSG00000135218.18,chr7,80676383,80679276,PAS,False,80,121
ENSG00000214194.8,chr7,113118161,113118527,5AS,False,91,108
ENSG00000214194.8,chr7,113118527,113118554,TSS,False,22,113
ENSG00000214194.8,chr7,113118439,113118556,TSS,True,96,113
ENSG00000127914.16,chr7,91940671,91941147,TSS,False,56,123
ENSG00000127914.16,chr7,92065230,92065440,PAS,False,92,112
ENSG00000164548.10,chr7,23504779,23505569,PAS,False,17,109
ENSG00000164548.10,chr7,23531788,23532023,TSS,True,13,110
ENSG00000105993.14,chr7,157385540,157386324,PAS,True,264,782
ENSG00000105993.14,chr7,157416015,157417440,PAS,True,524,784
ENSG00000106484.15,chr7,130486178,130486395,TSS,True,894,1190
ENSG00000106484.15,chr7,130492067,130492339,TSS,True,500,1190
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,54,498
ENSG00000178234.12,chr7,152025884,152094189,ES,False,87,102
ENSG00000178234.12,chr7,152025628,152025884,TSS,True,14,116
ENSG00000166526.16,chr7,100077433,100079539,5AS,True,25,167
ENSG00000166526.16,chr7,100077433,100081634,ES,False,35,198
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,31,103
ENSG00000136261.14,chr7,16646288,16665436,5AS,False,504,663
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,168,674
ENSG00000136261.14,chr7,16646140,16646304,TSS,True,515,674
ENSG00000122566.21,chr7,26197732,26200571,ES,False,453,561
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,525,592
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,93,586
ENSG00000135269.17,chr7,116210470,116210734,TSS,True,42,317
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,25,141
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,120,139
ENSG00000122550.17,chr7,23106146,23123776,ES,False,145,170
ENSG00000122550.17,chr7,23174014,23175421,PAS,True,42,180
ENSG00000122550.17,chr7,23155990,23156515,PAS,False,160,179
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,115,199
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,132,199
ENSG00000106477.18,chr7,130399039,130400706,ES,False,32,114
ENSG00000106477.18,chr7,130440933,130441065,TSS,True,44,128
ENSG00000106477.18,chr7,130412178,130412303,TSS,True,101,126
ENSG00000164597.13,chr7,107200133,107203630,PAS,True,21,106
ENSG00000128595.16,chr7,128748804,128758870,ME,False,142,1245
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,515,2623
ENSG00000225648.5,chr7,72829783,72831601,ES,False,75,117
ENSG00000164828.17,chr7,815868,816673,TSS,True,51,110
ENSG00000164828.17,chr7,873214,874920,PAS,True,21,105
ENSG00000135241.16,chr7,108515574,108526028,ES,False,41,123
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,95,345
ENSG00000197157.10,chr7,127807481,127807573,TSS,True,301,342
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,21,109
ENSG00000197343.10,chr7,99558365,99558787,TSS,False,63,161
ENSG00000197343.10,chr7,99558685,99559017,TSS,True,124,161
ENSG00000197343.10,chr7,99563862,99564745,PAS,True,52,158
ENSG00000197343.10,chr7,99572244,99576451,PAS,True,109,158
ENSG00000127948.15,chr7,75915070,75915179,TSS,False,32,141
ENSG00000127948.15,chr7,75953851,75954180,TSS,True,118,141
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,112,313
ENSG00000106066.14,chr7,29112703,29112931,TSS,True,236,313
ENSG00000197448.13,chr7,143265092,143265260,IR,False,168,196
ENSG00000136270.13,chr7,45103443,45105440,ES,False,31,198
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,32,187
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,49,202
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,170,202
ENSG00000106245.10,chr7,99409004,99410033,5AS,False,139,238
ENSG00000106245.10,chr7,99408075,99409004,TSS,False,112,260
ENSG00000106245.10,chr7,99408966,99409245,TSS,True,158,260
ENSG00000006715.15,chr7,38722967,38726326,PAS,True,35,179
ENSG00000136247.14,chr7,6577498,6578565,3AS,False,89,115
ENSG00000136247.14,chr7,6577413,6577498,TSS,True,21,138
ENSG00000136243.16,chr7,23187146,23196679,ES,True,16,117
ENSG00000106261.16,chr7,100015578,100015726,TSS,True,31,132
ENSG00000106541.11,chr7,16801803,16804952,5AS,False,79,467
ENSG00000106541.11,chr7,16804934,16804997,TSS,True,90,481
ENSG00000106541.11,chr7,16804952,16804998,TSS,False,402,481
ENSG00000091136.13,chr7,107923712,107924087,PAS,True,88,120
ENSG00000091136.13,chr7,107924228,107924389,PAS,True,69,120
ENSG00000091136.13,chr7,107953529,107953742,TSS,False,103,115
ENSG00000091136.13,chr7,108003110,108003326,TSS,False,100,120
ENSG00000091136.13,chr7,107952008,107953696,TSS,False,100,115
ENSG00000146733.13,chr7,56051137,56051597,TSS,True,98,134
ENSG00000146733.13,chr7,56033960,56034583,TSS,True,39,134
ENSG00000033050.8,chr7,151227162,151227386,TSS,False,39,265
ENSG00000006652.13,chr7,112475429,112477939,PAS,True,53,382
ENSG00000105819.13,chr7,103312131,103312206,IR,False,496,584
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,111,608
ENSG00000105819.13,chr7,103312055,103312950,PAS,True,521,608
ENSG00000122687.17,chr7,2235564,2239417,ES,False,132,164
ENSG00000122687.17,chr7,2235564,2239529,5AS,True,20,185
ENSG00000122687.17,chr7,2239676,2242161,3AS,True,49,160
ENSG00000122687.17,chr7,2242161,2242229,TSS,False,32,192
ENSG00000172331.11,chr7,134646937,134661446,ES,False,141,162
ENSG00000122783.16,chr7,135167807,135168968,5AS,False,13,112
ENSG00000122783.16,chr7,135169060,135170651,5AS,True,72,117
ENSG00000122783.16,chr7,135170651,135170780,TSS,False,50,122
ENSG00000122783.16,chr7,135170398,135170744,TSS,True,76,122
ENSG00000106052.13,chr7,27816394,27816889,5AS,False,154,200
ENSG00000106052.13,chr7,27828627,27830588,PAS,True,194,412
ENSG00000106052.13,chr7,27799964,27801119,PAS,True,358,404
ENSG00000106052.13,chr7,27793065,27793213,PAS,True,337,400
ENSG00000136231.13,chr7,23310207,23312460,PAS,True,49,273
ENSG00000136231.13,chr7,23312155,23313653,PAS,True,243,272
ENSG00000136231.13,chr7,23469935,23470817,TSS,True,63,278
ENSG00000005483.20,chr7,105014535,105040838,ES,False,133,170
ENSG00000005483.20,chr7,105090008,105090583,PAS,True,90,178
ENSG00000005483.20,chr7,105091215,105091731,PAS,True,150,178
ENSG00000005483.20,chr7,105076962,105077193,PAS,True,157,178
ENSG00000005483.20,chr7,105074642,105074816,PAS,False,159,178
ENSG00000106392.10,chr7,7182820,7234302,ES,True,123,151
ENSG00000106392.10,chr7,7182531,7182820,TSS,True,32,183
ENSG00000122643.19,chr7,33026915,33062567,ES,False,47,102
ENSG00000122643.19,chr7,33062567,33063139,TSS,True,23,126
ENSG00000122643.19,chr7,33040871,33040910,TSS,True,107,126
ENSG00000132437.17,chr7,50537979,50543884,ES,False,47,212
ENSG00000132437.17,chr7,50458429,50458843,PAS,True,26,222
ENSG00000132437.17,chr7,50565284,50565453,TSS,False,106,222
ENSG00000132437.17,chr7,50561013,50561076,TSS,True,127,222
ENSG00000105856.13,chr7,107169027,107179878,5AS,False,212,279
ENSG00000105856.13,chr7,107168978,107169027,TSS,False,108,327
ENSG00000105856.13,chr7,107168992,107169185,TSS,True,259,327
ENSG00000136279.20,chr7,44058280,44058431,3AS,False,172,230
ENSG00000106537.7,chr7,16753732,16754030,TSS,False,31,254
