gene,chr,start,end,splice_type,novel,left_ventricle_myocardium_superior_ENCFF850YMO_in_cov,left_ventricle_myocardium_superior_ENCFF850YMO_total_cov
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,20,104
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,87,104
ENSG00000168101.14,chr16,4693708,4693879,TSS,True,14,136
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,15,102
ENSG00000185739.13,chr16,4204634,4242006,ME,True,76,107
ENSG00000185739.13,chr16,4204634,4242006,ME,True,76,107
ENSG00000185739.13,chr16,4242006,4242268,TSS,True,243,1377
ENSG00000126602.10,chr16,3717420,3717597,TSS,True,69,416
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,52,372
ENSG00000140986.7,chr16,1954628,1954742,TSS,True,174,876
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,23,106
ENSG00000079616.12,chr16,29804117,29805026,TSS,True,124,211
ENSG00000079616.12,chr16,29805150,29805174,TSS,True,116,211
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,38,244
ENSG00000125124.11,chr16,56484344,56484867,PAS,True,12,103
ENSG00000125124.11,chr16,56470391,56470614,PAS,False,93,104
ENSG00000149925.18,chr16,30065720,30065927,TSS,True,1833,8321
ENSG00000103495.13,chr16,29808741,29810076,ES,False,90,119
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,71,136
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,90,136
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,35,170
ENSG00000103342.12,chr16,11868127,11873171,PAS,True,68,198
ENSG00000103342.12,chr16,11889977,11891139,PAS,True,131,194
ENSG00000103342.12,chr16,11915368,11916001,TSS,True,33,201
ENSG00000103342.12,chr16,11896557,11896718,TSS,True,177,199
ENSG00000167191.11,chr16,19871815,19872200,TSS,True,152,175
ENSG00000167191.11,chr16,19884726,19884922,TSS,True,71,175
ENSG00000141002.19,chr16,89907322,89910590,ES,False,89,117
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,47,150
ENSG00000141002.19,chr16,89911079,89911809,PAS,True,26,142
ENSG00000141002.19,chr16,89884581,89884609,PAS,False,99,117
ENSG00000090863.11,chr16,74447426,74453334,PAS,True,15,118
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,30,134
ENSG00000185164.14,chr16,18561875,18562171,TSS,True,43,264
ENSG00000103260.8,chr16,716992,717070,IR,False,156,216
ENSG00000103260.8,chr16,715108,715393,TSS,True,37,244
ENSG00000103260.8,chr16,717070,719652,PAS,True,63,218
ENSG00000103260.8,chr16,716932,717478,PAS,True,164,218
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,33,123
ENSG00000103275.19,chr16,1324729,1327016,PAS,True,12,107
ENSG00000103502.13,chr16,29862720,29862814,IR,False,102,116
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,24,138
ENSG00000103502.13,chr16,29862585,29863191,TSS,True,124,138
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,132,187
ENSG00000050820.16,chr16,75234888,75235855,TSS,True,141,187
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,159,191
ENSG00000179958.8,chr16,30429879,30430029,TSS,True,14,104
ENSG00000065427.14,chr16,75641723,75647577,ES,False,147,201
ENSG00000063854.12,chr16,1823037,1826711,ES,False,148,230
ENSG00000063854.12,chr16,1826711,1827158,TSS,False,113,343
ENSG00000063854.12,chr16,1819896,1821507,TSS,True,270,343
ENSG00000051108.14,chr16,56935312,56935403,3AS,False,24,200
ENSG00000103415.11,chr16,4476487,4505483,ES,False,282,317
ENSG00000103423.13,chr16,4450497,4455545,ES,False,195,288
ENSG00000261701.7,chr16,72074174,72074385,TSS,True,25,118
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,124,873
ENSG00000167526.13,chr16,89560681,89561063,TSS,True,781,873
ENSG00000006007.11,chr16,19517185,19521703,3AS,False,22,196
ENSG00000172831.11,chr16,66934418,66935711,TSS,True,82,316
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,86,329
ENSG00000197912.15,chr16,89526328,89526468,TSS,False,292,329
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,54,328
ENSG00000197912.15,chr16,89536764,89537724,PAS,True,271,310
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,27,135
ENSG00000103066.12,chr16,68245247,68245553,TSS,True,16,149
ENSG00000167969.12,chr16,2251429,2251514,IR,False,356,397
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,59,415
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,373,415
ENSG00000161999.11,chr16,684233,684412,TSS,True,40,119
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,104,117
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,20,123
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,110,123
ENSG00000103034.14,chr16,58464095,58464467,TSS,True,833,1442
ENSG00000103034.14,chr16,58463373,58463797,TSS,True,996,1442
ENSG00000166971.16,chr16,53492519,53492692,3AS,False,55,135
ENSG00000166971.16,chr16,53490976,53492519,PAS,True,82,137
ENSG00000166971.16,chr16,53491039,53492522,PAS,True,57,137
ENSG00000166971.16,chr16,53503146,53503267,TSS,False,99,137
ENSG00000166971.16,chr16,53502699,53503236,TSS,True,44,137
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,132,657
ENSG00000166780.10,chr16,15434481,15434759,TSS,True,15,144
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,1305,1577
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,423,1577
ENSG00000140859.15,chr16,57798071,57798290,TSS,False,232,287
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,116,287
ENSG00000131143.8,chr16,85799230,85799752,TSS,True,355,2583
ENSG00000167930.15,chr16,259599,259995,3AS,False,29,181
ENSG00000167930.15,chr16,234790,234857,TSS,True,105,259
ENSG00000118900.14,chr16,4847419,4848210,TSS,False,46,107
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,52,115
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,96,115
ENSG00000167965.17,chr16,2208241,2208334,TSS,True,102,115
ENSG00000103507.13,chr16,31112027,31112120,IR,False,169,260
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,66,272
ENSG00000103507.13,chr16,31108400,31109418,TSS,True,231,272
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,94,263
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,171,262
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,55,208
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,227,319
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,97,319
ENSG00000162032.15,chr16,1778321,1778434,IR,False,164,220
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,80,231
ENSG00000162032.15,chr16,1781357,1782507,TSS,True,188,231
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,32,147
ENSG00000132612.15,chr16,69321108,69321270,TSS,False,132,147
ENSG00000141447.17,chr18,24162044,24163281,PAS,True,117,212
ENSG00000141447.17,chr18,24170331,24170453,PAS,True,123,211
ENSG00000180011.6,chr18,75208849,75209313,TSS,False,22,104
ENSG00000263753.7,chr18,5237824,5239049,TSS,True,92,109
ENSG00000263753.7,chr18,5243593,5246508,PAS,True,90,106
ENSG00000141646.13,chr18,51030208,51030623,TSS,True,18,137
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,34,122
ENSG00000134775.15,chr18,36297627,36298000,TSS,True,74,113
ENSG00000134775.15,chr18,36779447,36780061,PAS,True,31,107
ENSG00000101605.12,chr18,3066692,3067555,PAS,True,51,456
ENSG00000101605.12,chr18,3219802,3220010,TSS,True,397,478
ENSG00000101605.12,chr18,3094169,3094281,TSS,True,369,434
ENSG00000101605.12,chr18,3134649,3134754,TSS,True,256,441
ENSG00000101605.12,chr18,3100158,3100184,TSS,True,390,434
ENSG00000101608.12,chr18,3247784,3247909,TSS,True,1106,1572
ENSG00000101608.12,chr18,3252133,3252325,TSS,False,514,1567
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,35,297
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,66,243
ENSG00000134769.21,chr18,34493253,34493514,TSS,True,127,151
ENSG00000134769.21,chr18,34493558,34494021,TSS,False,119,151
ENSG00000134769.21,chr18,34593317,34593538,TSS,True,104,151
ENSG00000134769.21,chr18,34710258,34710445,TSS,True,130,151
ENSG00000134769.21,chr18,34866110,34868170,PAS,True,111,148
ENSG00000134769.21,chr18,34829040,34829339,PAS,False,40,144
ENSG00000075336.11,chr18,74158276,74158375,IR,False,164,188
ENSG00000075336.11,chr18,74158375,74160512,PAS,True,24,188
ENSG00000075336.11,chr18,74158170,74158963,PAS,True,164,188
ENSG00000082212.12,chr18,50878680,50879308,TSS,True,16,102
ENSG00000176014.12,chr18,12308136,12308349,TSS,True,72,179
ENSG00000176014.12,chr18,12325066,12326577,PAS,True,14,124
ENSG00000141448.8,chr18,22169431,22169682,TSS,False,76,158
ENSG00000141448.8,chr18,22171105,22172279,TSS,True,116,158
ENSG00000067900.7,chr18,20979915,20980004,PAS,True,48,134
ENSG00000170558.8,chr18,28176962,28178071,TSS,False,86,442
ENSG00000091164.12,chr18,56603056,56610992,ES,False,47,160
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,45,230
ENSG00000049769.12,chrX,49281461,49281983,3AS,False,38,101
ENSG00000182287.14,chrX,15827372,15845378,ES,False,48,246
ENSG00000178605.13,chrX,318438,318864,TSS,False,31,294
ENSG00000002586.19,chrX,2714454,2719660,ES,False,42,403
ENSG00000002586.19,chrX,2690987,2691427,TSS,True,65,462
ENSG00000214717.11,chrX,2490769,2500816,3AS,False,62,155
ENSG00000214717.11,chrX,2486435,2490769,PAS,True,108,173
ENSG00000214717.11,chrX,2486424,2490772,PAS,True,65,173
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,106,261
ENSG00000130066.16,chrX,23783883,23785327,IR,True,64,109
ENSG00000130066.16,chrX,23785685,23786210,PAS,True,14,136
ENSG00000078596.10,chrX,79367104,79367579,TSS,True,19,104
ENSG00000078596.10,chrX,79367546,79367600,TSS,False,93,104
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,29,105
ENSG00000126768.12,chrX,48897723,48897790,TSS,False,26,110
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,18,125
ENSG00000130821.15,chrX,153687912,153688836,TSS,True,133,163
ENSG00000069535.13,chrX,43882253,43882534,TSS,True,54,333
ENSG00000189221.9,chrX,43656115,43656414,TSS,True,18,178
ENSG00000102241.11,chrX,136497439,136497675,3AS,False,22,111
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,153,264
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,121,264
ENSG00000071889.16,chrX,154507861,154508288,3AS,False,152,187
ENSG00000071889.16,chrX,154515812,154515909,IR,False,69,199
ENSG00000071889.16,chrX,154515909,154516285,TSS,True,141,210
ENSG00000071889.16,chrX,154515759,154516267,TSS,True,81,210
ENSG00000196924.15,chrX,154350207,154350908,IR,False,125,148
ENSG00000196924.15,chrX,154351041,154351580,IR,False,112,144
ENSG00000196924.15,chrX,154353553,154354201,TSS,False,158,202
ENSG00000196924.15,chrX,154350030,154350645,TSS,True,170,202
ENSG00000147010.17,chrX,19542193,19549973,ES,True,62,137
ENSG00000147010.17,chrX,19569102,19569526,TSS,True,44,161
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,273,1856
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,43,258
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,166,345
ENSG00000101940.17,chrX,48597498,48598957,TSS,True,300,345
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,260,345
ENSG00000184831.13,chrX,23833510,23840312,3AS,False,38,103
ENSG00000184831.13,chrX,23833352,23833612,PAS,True,38,103
ENSG00000184831.13,chrX,23833352,23833510,PAS,True,65,103
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,81,147
ENSG00000022267.16,chrX,136147446,136147628,TSS,True,364,525
ENSG00000022267.16,chrX,136169737,136169980,TSS,True,462,525
ENSG00000022267.16,chrX,136197023,136197134,TSS,True,371,525
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,218,668
ENSG00000169100.13,chrX,1389240,1389726,TSS,True,540,668
ENSG00000102181.20,chrX,150898521,150898759,TSS,True,39,114
ENSG00000102316.16,chrX,54815690,54815880,IR,True,135,169
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,81,172
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,110,172
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,35,172
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,137,170
ENSG00000169093.15,chrX,1452747,1453744,TSS,True,17,159
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,27,214
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,37,224
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,197,224
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,105,149
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,118,162
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,65,158
ENSG00000005893.15,chrX,120426148,120428626,PAS,False,141,162
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,28,159
ENSG00000071859.14,chrX,154450027,154450099,TSS,True,141,158
ENSG00000125356.6,chrX,119871858,119872013,TSS,False,442,1011
ENSG00000125356.6,chrX,119873300,119873393,TSS,True,573,1009
ENSG00000102401.19,chrX,101623276,101623813,3AS,False,112,136
ENSG00000085224.22,chrX,77683451,77683538,IR,False,14,128
ENSG00000085224.22,chrX,77688924,77696576,3AS,False,14,110
ENSG00000085224.22,chrX,77717243,77785981,5AS,False,95,119
ENSG00000085224.22,chrX,77681755,77684593,PAS,True,18,128
ENSG00000085224.22,chrX,77681850,77683451,PAS,False,115,128
ENSG00000085224.22,chrX,77785981,77786227,TSS,True,36,139
ENSG00000085224.22,chrX,77785844,77786229,TSS,True,115,139
ENSG00000167393.17,chrX,341396,341882,IR,False,454,512
ENSG00000167393.17,chrX,373531,374072,TSS,False,104,570
ENSG00000157514.16,chrX,107716689,107717062,TSS,True,38,152
ENSG00000157514.16,chrX,107775099,107775753,TSS,True,133,152
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,131,148
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,132,149
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,18,149
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,85,105
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,26,101
ENSG00000180879.13,chrX,153794579,153794754,TSS,True,18,124
ENSG00000150401.14,chr13,113483839,113485436,TSS,True,121,149
ENSG00000150401.14,chr13,113490666,113490984,TSS,True,103,150
ENSG00000150401.14,chr13,113490432,113490676,TSS,True,133,150
ENSG00000150401.14,chr13,113485503,113485624,TSS,True,117,149
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,95,166
ENSG00000134871.18,chr13,110511933,110513032,PAS,True,41,156
ENSG00000134871.18,chr13,110484904,110484974,PAS,True,92,110
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,23,217
ENSG00000187498.15,chr13,110148868,110150444,PAS,True,15,104
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,67,115
ENSG00000198176.12,chr13,113623286,113633119,ES,False,21,101
ENSG00000198176.12,chr13,113584673,113584888,TSS,True,42,115
ENSG00000198176.12,chr13,113584697,113585427,TSS,False,90,115
ENSG00000065150.18,chr13,97976125,97976786,TSS,True,30,113
ENSG00000136146.14,chr13,48090418,48095059,5AS,False,18,104
ENSG00000136146.14,chr13,48094953,48095104,TSS,True,20,105
ENSG00000136146.14,chr13,48095059,48095115,TSS,True,87,105
ENSG00000183722.8,chr13,39378526,39600831,3AS,True,22,153
ENSG00000183722.8,chr13,39600831,39603508,TSS,True,25,175
ENSG00000132938.19,chr13,29428413,29428896,TSS,True,30,162
ENSG00000174032.16,chr13,45411480,45418299,5AS,True,90,102
ENSG00000174032.16,chr13,45393304,45396015,PAS,True,16,131
ENSG00000174032.16,chr13,45418299,45418444,TSS,True,58,149
ENSG00000213995.11,chr13,110634595,110634671,IR,True,92,103
ENSG00000213995.11,chr13,110615473,110615647,TSS,True,41,127
ENSG00000213995.11,chr13,110638377,110640173,PAS,False,16,116
ENSG00000183087.14,chr13,113863832,113864108,TSS,True,569,1389
ENSG00000133104.13,chr13,36346224,36346505,TSS,False,34,130
ENSG00000133104.13,chr13,36346581,36346780,TSS,True,100,130
ENSG00000173141.4,chr13,21176644,21176717,TSS,False,14,105
ENSG00000173141.4,chr13,21176911,21177512,PAS,False,11,103
ENSG00000134882.15,chr13,99200939,99238426,ES,False,129,149
ENSG00000134882.15,chr13,99314220,99318021,ES,True,131,153
ENSG00000136111.13,chr13,75312898,75324236,ES,False,97,117
ENSG00000136111.13,chr13,75326423,75336920,ES,True,40,118
ENSG00000136111.13,chr13,75283500,75287025,PAS,True,85,145
ENSG00000136111.13,chr13,75309955,75310151,PAS,False,52,132
ENSG00000136111.13,chr13,75481269,75482649,TSS,False,52,151
ENSG00000139684.13,chr13,46771238,46771496,PAS,True,11,104
ENSG00000189403.14,chr13,30459849,30461533,PAS,False,24,202
ENSG00000189403.14,chr13,30465795,30465967,TSS,True,57,213
ENSG00000126226.21,chr13,113177976,113178173,IR,False,30,162
ENSG00000126226.21,chr13,113178008,113178173,IR,False,29,161
ENSG00000126226.21,chr13,113177538,113177976,PAS,True,164,194
ENSG00000126226.21,chr13,113177329,113178287,PAS,True,60,192
ENSG00000126226.21,chr13,113177535,113178008,PAS,True,165,194
ENSG00000120694.19,chr13,31141259,31145562,ES,False,56,177
ENSG00000120694.19,chr13,31134875,31137524,PAS,True,55,184
ENSG00000120694.19,chr13,31140206,31140309,PAS,True,149,183
ENSG00000122033.14,chr13,27450508,27450616,TSS,True,72,170
ENSG00000122033.14,chr13,27450141,27450564,TSS,True,139,170
ENSG00000122033.14,chr13,27450063,27450191,TSS,True,141,170
ENSG00000136153.19,chr13,75803688,75804541,TSS,True,65,102
ENSG00000153531.13,chr13,113419489,113422979,PAS,True,21,169
ENSG00000153531.13,chr13,113453223,113454332,TSS,False,159,290
ENSG00000106635.7,chr7,73552242,73557486,ES,False,127,146
ENSG00000106608.16,chr7,43926131,43926753,TSS,True,85,100
ENSG00000135218.18,chr7,80602154,80602379,TSS,True,527,1382
ENSG00000135218.18,chr7,80638500,80638746,TSS,True,1071,1373
ENSG00000135218.18,chr7,80673982,80674420,PAS,True,719,1282
ENSG00000135218.18,chr7,80676383,80679276,PAS,False,658,1289
ENSG00000136235.16,chr7,23246731,23246927,TSS,True,92,411
ENSG00000136235.16,chr7,23274064,23275108,PAS,True,105,404
ENSG00000136235.16,chr7,23256891,23258043,PAS,True,254,329
ENSG00000105993.14,chr7,157336847,157337144,TSS,True,100,559
ENSG00000185274.11,chr7,71131317,71133042,TSS,True,34,138
ENSG00000146701.11,chr7,76048045,76048226,TSS,False,313,1066
ENSG00000015676.17,chr7,44490408,44490692,TSS,True,37,107
ENSG00000136261.14,chr7,16645855,16646288,TSS,True,164,234
ENSG00000136261.14,chr7,16661206,16661252,TSS,True,154,234
ENSG00000122566.21,chr7,26197732,26200571,ES,False,311,378
ENSG00000122566.21,chr7,26189657,26190460,PAS,False,378,422
ENSG00000122566.21,chr7,26190124,26192338,PAS,True,62,418
ENSG00000133606.10,chr7,140453050,140454729,PAS,True,61,398
ENSG00000133606.10,chr7,140456185,140456866,PAS,True,333,393
ENSG00000106025.8,chr7,120857819,120858146,TSS,True,28,159
ENSG00000172354.9,chr7,100673581,100673923,TSS,True,28,153
ENSG00000158604.14,chr7,44577896,44579628,PAS,False,54,105
ENSG00000158604.14,chr7,44577900,44581239,PAS,True,55,100
ENSG00000158604.14,chr7,44582046,44582249,TSS,True,12,109
ENSG00000003147.18,chr7,8113183,8114044,PAS,True,25,102
ENSG00000003147.18,chr7,8262093,8262410,TSS,True,27,102
ENSG00000003147.18,chr7,8261999,8262204,TSS,True,90,102
ENSG00000154678.16,chr7,31751177,31753553,PAS,True,183,243
ENSG00000154678.16,chr7,31786282,31790259,PAS,True,83,232
ENSG00000154678.16,chr7,32070292,32071007,TSS,True,45,254
ENSG00000122550.17,chr7,23106146,23123776,ES,False,478,585
ENSG00000122550.17,chr7,23105733,23106146,TSS,True,101,688
ENSG00000122550.17,chr7,23105761,23106794,TSS,True,605,688
ENSG00000105974.11,chr7,116524979,116525092,TSS,True,322,374
ENSG00000105974.11,chr7,116525191,116525805,TSS,True,264,374
ENSG00000105974.11,chr7,116526328,116526689,TSS,True,246,374
ENSG00000164692.17,chr7,94394693,94395101,TSS,True,35,198
ENSG00000146540.14,chr7,1028257,1028377,TSS,True,39,148
ENSG00000146540.14,chr7,1138208,1138280,TSS,True,134,150
ENSG00000106617.13,chr7,151595451,151632068,3AS,True,24,110
ENSG00000106617.13,chr7,151632068,151632538,TSS,True,34,125
ENSG00000106617.13,chr7,151735899,151736485,TSS,True,114,127
ENSG00000146963.17,chr7,139422162,139425489,PAS,True,42,206
ENSG00000146963.17,chr7,139417537,139423111,PAS,True,178,205
ENSG00000090263.15,chr7,141010617,141014910,3AS,False,24,101
ENSG00000171130.18,chr7,149873952,149874169,TSS,True,108,471
ENSG00000071462.11,chr7,73683540,73683673,TSS,True,31,156
ENSG00000164896.19,chr7,151079021,151080684,ES,False,17,134
ENSG00000164896.19,chr7,151079021,151080684,5AS,False,17,109
ENSG00000164896.19,chr7,151079922,151080684,5AS,False,119,199
ENSG00000164896.19,chr7,151079922,151080684,IR,True,119,134
ENSG00000164896.19,chr7,151080684,151080883,TSS,True,127,264
ENSG00000164896.19,chr7,151080436,151080839,TSS,False,183,264
ENSG00000154415.7,chr7,113918214,113919008,TSS,True,18,127
ENSG00000154415.7,chr7,113918818,113919009,TSS,False,114,127
ENSG00000128591.15,chr7,128849578,128850383,ES,False,142,167
ENSG00000128591.15,chr7,128852942,128853621,TSS,True,637,893
ENSG00000106211.8,chr7,76302672,76303076,TSS,False,776,2431
ENSG00000106211.8,chr7,76303813,76303865,TSS,True,1724,2431
ENSG00000274523.4,chr7,75073413,75073871,TSS,True,23,137
ENSG00000128609.14,chr7,123557774,123557826,TSS,False,122,970
ENSG00000075790.10,chr7,107579990,107580301,TSS,True,26,212
ENSG00000128595.16,chr7,128748804,128758870,ME,False,98,563
ENSG00000106078.18,chr7,51184199,51190849,ES,False,88,183
ENSG00000106078.18,chr7,51316592,51317116,TSS,True,27,200
ENSG00000136238.17,chr7,6374432,6374770,TSS,True,32,224
ENSG00000177679.15,chr7,76283602,76285614,5AS,True,56,125
ENSG00000177679.15,chr7,76281564,76281802,TSS,True,49,145
ENSG00000177679.15,chr7,76282589,76283101,TSS,True,127,145
ENSG00000241468.7,chr7,99460193,99466128,5AS,False,181,213
ENSG00000241468.7,chr7,99466110,99466167,TSS,True,239,272
ENSG00000241468.7,chr7,99466128,99466169,TSS,True,91,272
ENSG00000075624.14,chr7,5528719,5529160,ES,False,222,257
ENSG00000075624.14,chr7,5530523,5530604,TSS,True,51,303
ENSG00000164649.19,chr7,21908507,21916753,ES,False,98,234
ENSG00000164649.19,chr7,21911751,21916753,3AS,False,55,135
ENSG00000087087.19,chr7,100885040,100885215,3AS,False,39,111
ENSG00000087087.19,chr7,100887859,100888053,3AS,False,36,111
ENSG00000087087.19,chr7,100872657,100875328,TSS,True,33,119
ENSG00000164828.17,chr7,816673,838797,ES,False,28,226
ENSG00000164828.17,chr7,843520,849519,ES,False,45,262
ENSG00000164828.17,chr7,849603,851383,ES,False,198,240
ENSG00000164828.17,chr7,849603,851949,ES,True,28,268
ENSG00000164828.17,chr7,852667,852812,3AS,False,82,288
ENSG00000164828.17,chr7,815868,816673,TSS,True,109,335
ENSG00000197157.10,chr7,127652025,127652451,TSS,True,45,126
ENSG00000197157.10,chr7,128083290,128084847,TSS,True,108,124
ENSG00000146926.10,chr7,151187451,151187814,TSS,False,62,124
ENSG00000146926.10,chr7,151186814,151187247,TSS,True,85,124
ENSG00000122565.18,chr7,26201591,26201826,TSS,True,22,135
ENSG00000133612.18,chr7,151085870,151087072,TSS,False,61,123
ENSG00000133612.18,chr7,151117363,151117456,TSS,False,102,123
ENSG00000133612.18,chr7,151143736,151144453,PAS,True,28,107
ENSG00000105953.14,chr7,44693821,44694004,TSS,True,260,291
ENSG00000105953.14,chr7,44707341,44707388,TSS,True,239,290
ENSG00000058404.19,chr7,44228924,44231005,ES,True,69,164
ENSG00000058404.19,chr7,44325356,44325759,TSS,True,103,253
ENSG00000106066.14,chr7,29146428,29146689,TSS,False,20,132
ENSG00000062582.13,chr7,43869376,43869456,IR,False,178,209
ENSG00000062582.13,chr7,43869456,43869525,TSS,True,50,228
ENSG00000062582.13,chr7,43869307,43869517,TSS,True,197,228
ENSG00000004799.7,chr7,95596163,95596563,TSS,True,59,360
ENSG00000146729.9,chr7,55964521,55964701,TSS,True,91,790
ENSG00000240583.11,chr7,30911731,30912293,TSS,False,298,532
ENSG00000158560.14,chr7,95813337,95869882,ES,False,53,110
ENSG00000197448.13,chr7,143263414,143263585,TSS,True,43,201
ENSG00000136270.13,chr7,45103443,45105440,ES,False,78,178
ENSG00000136270.13,chr7,45109287,45111663,5AS,False,46,171
ENSG00000136270.13,chr7,45111642,45111745,TSS,True,72,195
ENSG00000136270.13,chr7,45111663,45111735,TSS,True,149,195
ENSG00000106682.14,chr7,74174162,74174442,TSS,True,101,573
ENSG00000106631.8,chr7,44140787,44140960,3AS,False,688,815
ENSG00000106631.8,chr7,44141302,44141574,TSS,False,256,969
ENSG00000106631.8,chr7,44140960,44141332,TSS,True,864,969
ENSG00000146809.12,chr7,123601914,123604031,3AS,True,89,104
ENSG00000146809.12,chr7,123604212,123614500,ES,False,44,110
ENSG00000146809.12,chr7,123616495,123624568,ES,True,21,112
ENSG00000146809.12,chr7,123601707,123601914,TSS,True,19,130
ENSG00000236609.3,chr7,6615583,6616186,TSS,False,14,100
ENSG00000106263.17,chr7,2355116,2355233,IR,False,36,294
ENSG00000106263.17,chr7,2379511,2380278,3AS,False,131,253
ENSG00000106263.17,chr7,2379511,2380283,3AS,True,33,286
ENSG00000106263.17,chr7,2354092,2355420,TSS,True,56,305
ENSG00000106263.17,chr7,2354804,2355116,TSS,True,269,305
ENSG00000106263.17,chr7,2380203,2380748,PAS,True,184,303
ENSG00000106263.17,chr7,2380283,2380745,PAS,True,270,303
ENSG00000106263.17,chr7,2380278,2380746,PAS,False,172,303
ENSG00000055118.14,chr7,150949392,150950420,PAS,True,19,119
ENSG00000055118.14,chr7,150944929,150945514,PAS,False,110,155
ENSG00000055118.14,chr7,150952424,150954701,TSS,True,138,157
ENSG00000055118.14,chr7,150977837,150978405,TSS,True,109,157
ENSG00000157954.14,chr7,5229705,5230834,5AS,False,49,110
ENSG00000157954.14,chr7,5190181,5190493,TSS,True,14,113
ENSG00000105968.18,chr7,44826788,44830163,PAS,True,122,147
ENSG00000105968.18,chr7,44831986,44834562,PAS,True,29,147
ENSG00000105968.18,chr7,44847968,44848109,TSS,True,76,217
ENSG00000122786.19,chr7,134779389,134779749,TSS,True,57,156
ENSG00000122786.19,chr7,134891369,134891673,TSS,True,125,155
ENSG00000122786.19,chr7,134968339,134970728,PAS,True,87,153
ENSG00000122786.19,chr7,134932987,134937664,PAS,True,60,132
ENSG00000239857.6,chr7,876485,876800,TSS,False,18,113
ENSG00000105819.13,chr7,103312206,103314680,PAS,True,16,129
ENSG00000106628.10,chr7,44122109,44123510,3AS,True,116,133
ENSG00000106628.10,chr7,44123510,44123564,TSS,True,43,176
