gene,chr,start,end,splice_type,novel,endothelial_cell_of_umbilical_vein_ENCFF049QIP_in_cov,endothelial_cell_of_umbilical_vein_ENCFF049QIP_total_cov
PB_novel_37551,chr16,67541866,67542626,TSS,True,92,127
ENSG00000140983.13,chr16,670175,670265,3AS,False,42,194
ENSG00000140983.13,chr16,671000,671082,IR,False,76,199
ENSG00000140983.13,chr16,668079,668236,TSS,True,63,234
ENSG00000103381.11,chr16,12803706,12803887,TSS,True,136,424
ENSG00000099385.11,chr16,30850754,30852322,PAS,False,215,244
ENSG00000099385.11,chr16,30887794,30887990,PAS,False,37,243
ENSG00000065054.13,chr16,2037600,2037858,3AS,False,14,133
ENSG00000065054.13,chr16,2026380,2027218,TSS,True,30,138
ENSG00000065054.13,chr16,2033185,2033432,TSS,True,120,137
ENSG00000065054.13,chr16,2037825,2039025,PAS,True,18,134
ENSG00000065054.13,chr16,2037858,2039025,PAS,True,120,134
ENSG00000158717.10,chr16,88706170,88706424,TSS,True,99,190
ENSG00000205629.11,chr16,25140247,25164597,ES,False,24,131
ENSG00000127586.16,chr16,794201,795684,ES,True,14,117
ENSG00000127586.16,chr16,788582,788775,TSS,True,59,145
ENSG00000127586.16,chr16,790948,792590,TSS,False,127,145
ENSG00000262246.5,chr16,4353000,4355163,PAS,False,15,124
ENSG00000262246.5,chr16,4416458,4416770,TSS,True,30,126
ENSG00000140943.16,chr16,84116734,84116991,TSS,True,37,198
ENSG00000149932.16,chr16,29962132,29963109,3AS,False,91,175
ENSG00000149932.16,chr16,29962010,29962132,TSS,True,123,298
ENSG00000149932.16,chr16,29962117,29963308,TSS,True,189,298
ENSG00000185324.21,chr16,89686759,89689251,5AS,False,44,111
ENSG00000185324.21,chr16,89693326,89693397,IR,False,88,154
ENSG00000185324.21,chr16,89693467,89694172,IR,False,114,154
ENSG00000185324.21,chr16,89694232,89694664,IR,True,124,155
ENSG00000185324.21,chr16,89694788,89694930,IR,True,132,165
ENSG00000185324.21,chr16,89685999,89686759,TSS,True,125,178
ENSG00000185324.21,chr16,89686658,89686797,TSS,True,89,178
ENSG00000103550.13,chr16,19710586,19714117,ES,False,12,113
ENSG00000103550.13,chr16,19718157,19718226,TSS,True,30,141
ENSG00000141076.17,chr16,69132689,69133511,3AS,False,26,206
ENSG00000182149.20,chr16,71922680,71924768,ES,False,27,208
ENSG00000182149.20,chr16,71894627,71895589,TSS,False,53,271
ENSG00000102900.12,chr16,56730074,56730211,TSS,True,651,966
ENSG00000153406.13,chr16,4474092,4474639,TSS,True,96,107
ENSG00000153406.13,chr16,4474409,4474635,TSS,True,66,107
ENSG00000153406.13,chr16,4474553,4474704,TSS,True,62,107
ENSG00000103043.14,chr16,70687438,70688090,PAS,True,38,139
ENSG00000103043.14,chr16,70800796,70801178,TSS,True,21,139
ENSG00000134419.15,chr16,18789118,18790243,5AS,True,124,141
ENSG00000134419.15,chr16,18790309,18790336,TSS,False,306,2200
ENSG00000167515.10,chr16,88859972,88860913,3AS,False,132,215
ENSG00000167515.10,chr16,88860910,88862678,PAS,True,138,216
ENSG00000167515.10,chr16,88860913,88862686,PAS,True,84,216
ENSG00000140682.18,chr16,31472130,31472201,TSS,True,75,231
ENSG00000140682.18,chr16,31472166,31473556,TSS,True,200,231
ENSG00000140750.16,chr16,24930783,24931138,TSS,True,89,104
ENSG00000140750.16,chr16,25015208,25015404,TSS,True,32,114
ENSG00000179889.18,chr16,14974991,14975220,TSS,True,59,158
ENSG00000179889.18,chr16,15036015,15037698,PAS,True,51,120
ENSG00000179889.18,chr16,15138878,15139621,PAS,False,132,158
ENSG00000166548.15,chr16,66549937,66550175,TSS,True,135,156
ENSG00000079616.12,chr16,29790709,29790829,TSS,True,36,339
ENSG00000069329.17,chr16,46689130,46689199,TSS,False,48,341
ENSG00000127564.16,chr16,2980285,2980537,TSS,True,15,129
ENSG00000103544.14,chr16,19555336,19555746,TSS,True,32,185
ENSG00000153774.8,chr16,75292475,75294042,PAS,True,15,137
ENSG00000153774.8,chr16,75433288,75433501,TSS,True,34,137
ENSG00000153774.8,chr16,75306386,75306452,TSS,False,101,122
ENSG00000103495.13,chr16,29808741,29810076,ES,False,124,166
ENSG00000103495.13,chr16,29806339,29806893,TSS,True,142,252
ENSG00000103495.13,chr16,29806687,29808293,TSS,True,224,252
ENSG00000103495.13,chr16,29806546,29807828,TSS,False,225,252
ENSG00000159579.13,chr16,57186242,57186451,TSS,True,35,109
ENSG00000159579.13,chr16,57186258,57186785,TSS,True,96,109
ENSG00000166847.9,chr16,23641427,23641590,TSS,True,16,117
ENSG00000166847.9,chr16,23667046,23669872,PAS,True,14,103
ENSG00000261740.6,chr16,29446922,29454015,3AS,False,54,131
ENSG00000261740.6,chr16,29454190,29455014,TSS,True,30,135
ENSG00000261740.6,chr16,29454015,29454206,TSS,True,106,135
ENSG00000140848.16,chr16,57092363,57092790,TSS,True,29,244
ENSG00000141101.12,chr16,69754847,69754944,TSS,True,18,114
ENSG00000103342.12,chr16,11896782,11897839,3AS,False,75,436
ENSG00000090238.11,chr16,30095335,30096096,3AS,False,15,135
ENSG00000141002.19,chr16,89873534,89873859,TSS,True,40,308
ENSG00000090863.11,chr16,74451933,74452131,PAS,True,67,109
ENSG00000090863.11,chr16,74606656,74607132,TSS,True,42,124
ENSG00000141012.12,chr16,88856757,88856974,TSS,True,18,132
ENSG00000103275.19,chr16,1309626,1309773,TSS,True,51,182
ENSG00000103275.19,chr16,1324729,1327016,PAS,True,17,156
ENSG00000103502.13,chr16,29862720,29862814,IR,False,129,146
ENSG00000103502.13,chr16,29862814,29863199,TSS,True,30,174
ENSG00000050820.16,chr16,75251470,75251719,TSS,True,409,559
ENSG00000050820.16,chr16,75265824,75266014,TSS,True,400,564
ENSG00000050820.16,chr16,75242469,75243091,TSS,True,426,559
ENSG00000169189.16,chr16,27268705,27268794,TSS,True,37,116
ENSG00000007541.16,chr16,569930,570096,TSS,True,39,103
ENSG00000074071.14,chr16,1772513,1772603,3AS,False,280,312
ENSG00000074071.14,chr16,1771888,1772513,PAS,True,50,330
ENSG00000074071.14,chr16,1772798,1773463,TSS,True,35,343
ENSG00000186187.11,chr16,74999013,75000095,TSS,True,13,108
ENSG00000065427.14,chr16,75641723,75647577,ES,False,179,211
ENSG00000065427.14,chr16,75647577,75648662,TSS,True,234,447
ENSG00000065427.14,chr16,75628568,75628614,TSS,True,233,445
ENSG00000087253.12,chr16,55582913,55586663,PAS,True,17,112
ENSG00000205336.11,chr16,57628581,57628802,TSS,True,52,116
ENSG00000258947.6,chr16,89923321,89923458,TSS,True,130,352
ENSG00000063854.12,chr16,1823037,1826711,ES,False,118,144
ENSG00000063854.12,chr16,1826506,1826813,TSS,True,151,170
ENSG00000063854.12,chr16,1826711,1827158,TSS,False,26,170
ENSG00000103415.11,chr16,4476487,4505483,ES,False,258,315
ENSG00000103415.11,chr16,4476360,4476487,TSS,True,106,423
ENSG00000103415.11,chr16,4507985,4508204,TSS,True,370,421
ENSG00000103423.13,chr16,4450497,4455545,ES,False,86,115
ENSG00000067955.13,chr16,67082308,67098709,5AS,False,108,245
ENSG00000067955.13,chr16,67029107,67029485,TSS,True,41,291
ENSG00000166451.13,chr16,81028568,81031490,PAS,True,134,194
ENSG00000166451.13,chr16,81022754,81022880,PAS,False,67,194
ENSG00000167526.13,chr16,89560649,89560712,TSS,False,537,2780
ENSG00000167526.13,chr16,89560681,89561063,TSS,True,2331,2780
ENSG00000103429.10,chr16,14632846,14633018,TSS,True,14,136
ENSG00000103429.10,chr16,14649803,14650591,PAS,True,80,125
ENSG00000103429.10,chr16,14667634,14669236,PAS,True,48,128
ENSG00000197912.15,chr16,89507689,89508600,TSS,True,54,288
ENSG00000197912.15,chr16,89556886,89557768,PAS,True,74,283
ENSG00000197912.15,chr16,89536764,89537724,PAS,True,237,266
ENSG00000089486.16,chr16,4538701,4538833,TSS,True,185,218
ENSG00000153066.12,chr16,11742476,11742916,TSS,True,19,106
ENSG00000153066.12,chr16,11691289,11691992,TSS,True,93,105
ENSG00000103202.12,chr16,397174,397313,TSS,True,712,961
ENSG00000217555.12,chr16,66552793,66563121,ES,False,183,255
ENSG00000103335.22,chr16,88715338,88715854,PAS,True,16,128
ENSG00000103335.22,chr16,88717022,88719309,TSS,True,122,138
ENSG00000103335.22,chr16,88784900,88785224,TSS,False,132,148
ENSG00000103168.16,chr16,84186900,84187066,TSS,True,30,121
ENSG00000090861.15,chr16,70289420,70289555,TSS,False,44,194
ENSG00000167969.12,chr16,2251429,2251514,IR,False,91,110
ENSG00000167969.12,chr16,2251514,2251642,TSS,True,24,115
ENSG00000167969.12,chr16,2251315,2251594,TSS,True,96,115
ENSG00000169682.17,chr16,28981615,28982355,ES,False,35,330
ENSG00000169682.17,chr16,28974770,28975392,TSS,True,115,378
ENSG00000161999.11,chr16,682874,683166,ES,False,30,270
ENSG00000161999.11,chr16,683441,683529,IR,False,247,282
ENSG00000161999.11,chr16,683909,684065,IR,False,214,240
ENSG00000161999.11,chr16,684155,684233,IR,False,203,249
ENSG00000161999.11,chr16,684065,684357,TSS,True,264,303
ENSG00000161999.11,chr16,684233,684412,TSS,True,82,303
ENSG00000149923.13,chr16,30076094,30076314,5AS,False,855,1023
ENSG00000149923.13,chr16,30075971,30076094,TSS,True,209,1066
ENSG00000149923.13,chr16,30075980,30076100,TSS,True,900,1066
ENSG00000008517.16,chr16,3065279,3065494,TSS,True,48,125
ENSG00000008517.16,chr16,3065335,3065687,TSS,True,104,125
ENSG00000205250.8,chr16,67192870,67193008,IR,False,308,360
ENSG00000103266.10,chr16,680052,680684,TSS,True,38,375
ENSG00000129925.10,chr16,381700,382008,TSS,True,64,271
ENSG00000132207.17,chr16,30194272,30194739,IR,False,130,148
ENSG00000132207.17,chr16,30193842,30194272,TSS,True,27,158
ENSG00000102901.12,chr16,67830088,67830389,IR,False,101,203
ENSG00000131148.8,chr16,85779867,85781210,ES,False,92,219
ENSG00000130731.15,chr16,634797,635280,ES,False,89,161
ENSG00000130731.15,chr16,634797,635280,5AS,False,89,106
ENSG00000130731.15,chr16,634797,635611,ES,False,16,112
ENSG00000130731.15,chr16,634797,636093,ES,False,39,222
ENSG00000130731.15,chr16,635340,636093,ES,False,68,160
ENSG00000130731.15,chr16,636093,636372,TSS,True,35,259
ENSG00000162063.12,chr16,2429389,2429497,TSS,True,65,130
ENSG00000184110.14,chr16,28711448,28711518,TSS,True,116,560
ENSG00000140995.16,chr16,89948814,89954242,ES,False,142,207
ENSG00000140995.16,chr16,89948540,89948814,TSS,True,32,252
ENSG00000140995.16,chr16,89965860,89968066,PAS,True,202,247
ENSG00000140995.16,chr16,89959013,89959366,PAS,True,40,237
ENSG00000140931.19,chr16,66604279,66604952,TSS,True,800,1063
ENSG00000103187.7,chr16,84617837,84618094,TSS,True,84,596
ENSG00000140988.15,chr16,1963256,1964448,5AS,False,32,122
ENSG00000140988.15,chr16,1964448,1964826,TSS,True,19317,22217
ENSG00000140988.15,chr16,1964806,1964828,TSS,True,5729,22217
ENSG00000140988.15,chr16,1962735,1962772,TSS,True,19534,22217
ENSG00000140859.15,chr16,57802369,57802710,TSS,True,25,128
ENSG00000140743.7,chr16,22374230,22374619,TSS,True,15,126
ENSG00000205220.11,chr16,67936693,67936910,TSS,True,19,120
ENSG00000189091.12,chr16,70523780,70523928,TSS,True,27,123
ENSG00000167930.15,chr16,234790,234857,TSS,True,61,222
ENSG00000102882.11,chr16,30123039,30123253,TSS,True,44,201
ENSG00000103005.11,chr16,58001398,58001581,TSS,True,23,198
ENSG00000131653.12,chr16,2155508,2155858,TSS,True,616,712
ENSG00000131653.12,chr16,2169689,2170730,TSS,True,592,701
ENSG00000007376.7,chr16,786928,787076,5AS,False,106,126
ENSG00000007376.7,chr16,787645,788255,3AS,False,18,115
ENSG00000007376.7,chr16,788255,788416,TSS,True,23,149
ENSG00000167965.17,chr16,2205512,2206060,3AS,False,43,124
ENSG00000167965.17,chr16,2206409,2206496,3AS,False,148,169
ENSG00000167965.17,chr16,2205205,2205512,TSS,True,62,186
ENSG00000167965.17,chr16,2205453,2205875,TSS,True,147,186
ENSG00000013364.18,chr16,29820510,29830514,3AS,False,280,318
ENSG00000013364.18,chr16,29820419,29820510,TSS,True,65,384
ENSG00000230989.6,chr16,83807968,83808121,TSS,False,193,1086
ENSG00000168802.12,chr16,69118009,69118525,PAS,True,88,100
ENSG00000168802.12,chr16,69132483,69132612,TSS,True,59,100
ENSG00000168802.12,chr16,69132088,69132205,TSS,True,80,100
ENSG00000172775.16,chr16,57185824,57186058,TSS,True,106,131
ENSG00000172775.16,chr16,57186030,57186114,TSS,True,104,131
ENSG00000172775.16,chr16,57185820,57186061,TSS,False,74,131
ENSG00000103249.17,chr16,1474833,1475074,TSS,True,40,137
ENSG00000103507.13,chr16,31112027,31112120,IR,False,176,293
ENSG00000103507.13,chr16,31108368,31108479,TSS,True,32,307
ENSG00000103507.13,chr16,31112120,31112837,PAS,True,124,300
ENSG00000103507.13,chr16,31111868,31113359,PAS,True,182,299
ENSG00000179776.18,chr16,66366543,66366758,TSS,True,367,1215
ENSG00000169217.8,chr16,30355211,30355851,TSS,True,73,239
ENSG00000169217.8,chr16,30353180,30353275,TSS,True,204,239
ENSG00000007520.3,chr16,1351692,1351904,TSS,False,47,320
ENSG00000103363.14,chr16,2776992,2777242,TSS,True,822,952
ENSG00000103363.14,chr16,2777236,2777295,TSS,True,140,952
ENSG00000157349.16,chr16,70316104,70324584,ES,False,13,101
ENSG00000157349.16,chr16,70299155,70299354,TSS,True,11,109
ENSG00000158805.11,chr16,89718773,89721845,TSS,True,101,119
ENSG00000171208.9,chr16,47143578,47144026,TSS,True,63,162
ENSG00000162032.15,chr16,1778321,1778434,IR,False,116,198
ENSG00000162032.15,chr16,1782501,1782582,TSS,False,30,213
ENSG00000132612.15,chr16,69311311,69311532,TSS,False,34,180
ENSG00000103121.8,chr16,80976179,80981805,ES,False,225,316
ENSG00000118680.13,chr18,3262132,3262237,TSS,False,729,2564
ENSG00000167315.17,chr18,49813468,49813950,TSS,True,27,157
ENSG00000158270.11,chr18,500507,501037,TSS,False,14,103
ENSG00000128791.11,chr18,9334609,9334920,TSS,True,47,173
ENSG00000196628.16,chr18,55229076,55232520,5AS,False,68,189
ENSG00000196628.16,chr18,55222336,55228030,PAS,True,53,243
ENSG00000196628.16,chr18,55588037,55588612,TSS,True,228,264
ENSG00000196628.16,chr18,55401579,55401756,TSS,True,168,264
ENSG00000141759.14,chr18,79977701,79988239,ES,False,345,399
ENSG00000134759.13,chr18,36167222,36171046,ES,True,14,131
ENSG00000134759.13,chr18,36129102,36130071,TSS,True,25,148
ENSG00000074695.5,chr18,59359030,59359271,TSS,True,31,199
ENSG00000141429.13,chr18,35581862,35654559,ES,True,465,532
ENSG00000141429.13,chr18,35581071,35581862,TSS,False,632,1164
ENSG00000167088.10,chr18,21612235,21612443,TSS,True,86,527
ENSG00000167088.10,chr18,21623776,21623939,TSS,True,459,520
ENSG00000141425.17,chr18,36067253,36067612,TSS,True,352,425
ENSG00000133313.14,chr18,74496431,74499936,3AS,False,78,245
ENSG00000134508.12,chr18,23135366,23136607,TSS,True,14,117
ENSG00000101608.12,chr18,3247909,3249360,IR,True,49,106
ENSG00000166974.12,chr18,35041387,35041661,TSS,False,41,354
ENSG00000265681.7,chr18,49491584,49492274,5AS,False,291,386
ENSG00000265681.7,chr18,49492457,49492487,TSS,True,756,2253
ENSG00000265681.7,chr18,49491531,49492479,TSS,True,2023,2253
ENSG00000265681.7,chr18,49492274,49492467,TSS,True,1951,2253
ENSG00000153391.15,chr18,35497718,35497964,TSS,True,18,114
ENSG00000153391.15,chr18,35478281,35478608,TSS,True,101,114
ENSG00000134440.11,chr18,57620648,57621707,3AS,False,51,265
ENSG00000177426.20,chr18,3450126,3450505,TSS,True,40,137
ENSG00000177576.11,chr18,49487206,49487258,TSS,False,87,118
ENSG00000177576.11,chr18,49487042,49487234,TSS,True,38,118
ENSG00000176105.13,chr18,812113,813171,TSS,True,46,114
ENSG00000176105.13,chr18,812383,812570,TSS,False,89,114
ENSG00000175387.15,chr18,47930799,47931608,TSS,True,44,111
ENSG00000175387.15,chr18,47930360,47930771,TSS,False,80,111
ENSG00000017797.12,chr18,9475444,9475691,TSS,True,43,133
ENSG00000134779.14,chr18,36786982,36798448,3AS,False,15,138
ENSG00000134779.14,chr18,36786573,36787079,PAS,True,370,496
ENSG00000134779.14,chr18,36793606,36797050,PAS,True,162,482
ENSG00000134779.14,chr18,36828682,36829124,TSS,True,144,619
ENSG00000141380.13,chr18,26035127,26038554,ES,False,85,104
ENSG00000082397.17,chr18,5543912,5544333,TSS,True,36,155
ENSG00000102225.15,chrX,47218679,47219105,TSS,True,33,109
ENSG00000102225.15,chrX,47226379,47226909,TSS,True,93,109
ENSG00000147383.10,chrX,152831117,152846281,ES,False,137,153
ENSG00000101844.17,chrX,108091836,108126076,5AS,False,106,118
ENSG00000101844.17,chrX,108091666,108091836,TSS,True,28,135
ENSG00000178605.13,chrX,303347,303477,PAS,True,150,167
ENSG00000178605.13,chrX,304746,305197,PAS,True,22,166
ENSG00000213397.10,chrX,153454508,153455541,ES,False,99,119
ENSG00000087842.10,chrX,15491309,15493189,5AS,False,232,278
ENSG00000087842.10,chrX,15493189,15493337,TSS,True,58,292
ENSG00000087842.10,chrX,15493155,15493330,TSS,True,247,292
ENSG00000214717.11,chrX,2500816,2500976,TSS,True,18,102
ENSG00000130066.16,chrX,23783883,23784293,IR,False,20,157
ENSG00000130066.16,chrX,23783883,23785327,IR,True,343,467
ENSG00000130066.16,chrX,23784403,23785327,IR,True,34,158
ENSG00000102390.10,chrX,76175613,76177615,ES,False,17,167
ENSG00000196998.17,chrX,49077747,49077836,IR,False,88,100
ENSG00000196998.17,chrX,49079750,49079915,TSS,True,19,128
ENSG00000123562.16,chrX,103678600,103684680,3AS,False,70,131
ENSG00000123562.16,chrX,103678600,103685170,ES,False,362,433
ENSG00000123562.16,chrX,103678600,103685170,3AS,False,362,618
ENSG00000123562.16,chrX,103678620,103685170,3AS,True,28,245
ENSG00000123562.16,chrX,103678651,103685170,ES,False,167,217
ENSG00000123562.16,chrX,103686630,103686934,TSS,True,97,725
ENSG00000133142.17,chrX,103586291,103586653,3AS,False,19,180
ENSG00000133142.17,chrX,103585464,103585624,TSS,True,28,197
ENSG00000133142.17,chrX,103586648,103587732,PAS,True,19,182
ENSG00000133142.17,chrX,103586653,103587725,PAS,True,163,182
ENSG00000120509.10,chrX,70289354,70289859,ES,False,124,149
ENSG00000029993.14,chrX,150983284,150983376,TSS,False,55,273
ENSG00000029993.14,chrX,150985012,150985749,TSS,True,242,273
ENSG00000215301.10,chrX,41347012,41347314,3AS,False,36,111
ENSG00000215301.10,chrX,41333598,41334297,TSS,True,30,135
ENSG00000071553.16,chrX,154428631,154428853,TSS,False,27,155
ENSG00000197976.11,chrX,1599432,1600658,IR,True,111,139
ENSG00000197976.11,chrX,1591532,1591769,TSS,True,36,180
ENSG00000197976.11,chrX,1599191,1602520,PAS,True,130,158
ENSG00000197976.11,chrX,1600658,1602523,PAS,True,39,159
ENSG00000147140.15,chrX,71283721,71290628,ES,False,49,375
ENSG00000147140.15,chrX,71283582,71283721,TSS,True,130,508
ENSG00000184867.13,chrX,101659757,101659852,TSS,True,19,106
ENSG00000203879.11,chrX,154440139,154440374,IR,False,175,220
ENSG00000203879.11,chrX,154436899,154437299,TSS,True,42,258
ENSG00000102359.6,chrX,100644137,100644515,TSS,True,41,119
ENSG00000160131.13,chrX,151397202,151397361,TSS,False,70,128
ENSG00000123130.16,chrX,23706739,23707876,IR,True,167,186
ENSG00000123130.16,chrX,23702203,23703982,PAS,True,21,209
ENSG00000185222.9,chrX,103356606,103357614,ES,False,118,463
ENSG00000102241.11,chrX,136497206,136497439,TSS,True,67,135
ENSG00000102241.11,chrX,136497495,136497870,TSS,True,79,135
ENSG00000169188.4,chrX,54999934,55000579,TSS,True,14,131
ENSG00000198918.7,chrX,119791573,119791631,TSS,False,99,897
ENSG00000196924.15,chrX,154355072,154357433,ES,False,106,257
ENSG00000196924.15,chrX,154350908,154351772,TSS,True,549,611
ENSG00000196924.15,chrX,154370872,154371356,TSS,True,501,611
ENSG00000147065.16,chrX,65667588,65667853,TSS,False,213,1223
ENSG00000001497.16,chrX,65524262,65524964,ES,False,86,118
ENSG00000179222.17,chrX,51893605,51893755,TSS,True,160,622
ENSG00000179222.17,chrX,51901597,51901938,TSS,True,551,622
ENSG00000068438.14,chrX,48481715,48482408,3AS,False,44,121
ENSG00000068438.14,chrX,48476137,48476396,TSS,True,57,174
ENSG00000068438.14,chrX,48485735,48486364,PAS,True,28,123
ENSG00000068438.14,chrX,48482596,48483440,PAS,True,95,121
ENSG00000147400.8,chrX,152830707,152830774,TSS,False,13,123
ENSG00000180964.16,chrX,103254017,103255077,ES,False,45,161
ENSG00000180964.16,chrX,103255077,103255176,TSS,True,33,196
ENSG00000131828.13,chrX,19343890,19344094,TSS,True,69,310
ENSG00000184216.13,chrX,154013343,154014041,3AS,False,22,176
ENSG00000184216.13,chrX,154019598,154019676,IR,False,119,152
ENSG00000184216.13,chrX,154019676,154019950,TSS,True,113,232
ENSG00000184216.13,chrX,154019430,154020505,TSS,True,198,232
ENSG00000185291.11,chrX,1336550,1336926,TSS,True,67,142
ENSG00000101940.17,chrX,48598037,48598750,3AS,False,42,160
ENSG00000101940.17,chrX,48597474,48597614,TSS,False,108,186
ENSG00000101940.17,chrX,48597505,48598037,TSS,True,105,186
ENSG00000147155.10,chrX,48521791,48521907,TSS,True,220,445
ENSG00000203950.6,chrX,135051368,135051916,IR,False,69,209
ENSG00000203950.6,chrX,135050931,135051368,PAS,False,143,212
ENSG00000203950.6,chrX,135051916,135052148,TSS,True,140,212
ENSG00000078061.12,chrX,47561150,47561251,TSS,True,28,140
ENSG00000102038.15,chrX,129447233,129448332,3AS,True,88,108
ENSG00000102038.15,chrX,129492093,129496749,ES,False,50,124
ENSG00000102038.15,chrX,129446400,129447233,PAS,True,33,132
ENSG00000102038.15,chrX,129446401,129447301,PAS,True,108,132
ENSG00000171388.11,chrX,129654563,129654956,TSS,False,368,516
ENSG00000185825.16,chrX,153724333,153724437,TSS,False,307,1387
ENSG00000005302.18,chrX,11758214,11758365,TSS,True,96,116
ENSG00000005302.18,chrX,11758594,11759875,TSS,True,69,116
ENSG00000005302.18,chrX,11759625,11759712,TSS,True,101,116
ENSG00000005302.18,chrX,11774979,11775758,PAS,True,12,110
ENSG00000000003.14,chrX,100636607,100636873,TSS,False,38,201
ENSG00000000003.14,chrX,100636792,100636891,TSS,False,172,201
ENSG00000130985.16,chrX,47193755,47194024,TSS,True,287,381
ENSG00000130985.16,chrX,47205083,47206444,TSS,True,295,380
ENSG00000130985.16,chrX,47209802,47210123,TSS,True,336,380
ENSG00000068394.10,chrX,49123546,49123926,TSS,False,288,373
ENSG00000102309.12,chrX,72181828,72196784,ES,True,49,247
ENSG00000169100.13,chrX,1391898,1392911,TSS,True,2036,3160
ENSG00000102103.15,chrX,48898014,48898491,5AS,False,24,131
ENSG00000102103.15,chrX,48898082,48898491,5AS,False,90,107
ENSG00000102103.15,chrX,48897905,48898082,TSS,True,54,145
ENSG00000102103.15,chrX,48897905,48898014,TSS,True,121,145
ENSG00000102103.15,chrX,48897893,48898093,TSS,True,128,145
ENSG00000169895.5,chrX,16719578,16719899,TSS,True,16,145
ENSG00000102024.17,chrX,115561106,115561260,TSS,True,351,1102
ENSG00000102024.17,chrX,115593273,115593632,TSS,True,812,1097
ENSG00000102316.16,chrX,54809223,54809302,IR,False,60,122
ENSG00000102316.16,chrX,54815690,54815880,IR,True,715,900
ENSG00000102316.16,chrX,54807596,54807802,TSS,True,325,923
ENSG00000102316.16,chrX,54808334,54808433,TSS,True,778,923
ENSG00000102316.16,chrX,54815880,54816059,PAS,False,191,923
ENSG00000102316.16,chrX,54815247,54817069,PAS,True,730,911
ENSG00000126945.8,chrX,101408307,101411935,5AS,True,37,298
ENSG00000126945.8,chrX,101408188,101408319,TSS,False,52,312
ENSG00000126945.8,chrX,101408209,101408307,TSS,True,275,312
ENSG00000182492.15,chrX,153494831,153495113,TSS,True,254,772
ENSG00000005022.5,chrX,119468423,119468626,TSS,True,965,1927
ENSG00000147123.10,chrX,47142440,47142613,5AS,False,291,389
ENSG00000204272.12,chrX,56729224,56729589,TSS,True,36,180
ENSG00000005893.15,chrX,120428045,120431462,PAS,True,317,865
ENSG00000005893.15,chrX,120436493,120439293,PAS,True,551,853
ENSG00000102393.10,chrX,101397788,101398099,PAS,True,12,112
ENSG00000071859.14,chrX,154444103,154444346,TSS,True,44,334
ENSG00000269335.5,chrX,154547304,154547745,TSS,True,17,101
ENSG00000102401.19,chrX,101623112,101623276,TSS,True,28,124
ENSG00000077721.15,chrX,119575400,119582587,ES,False,26,200
ENSG00000147113.16,chrX,45148372,45151992,PAS,True,168,243
ENSG00000147113.16,chrX,45162321,45164249,PAS,False,81,231
ENSG00000147113.16,chrX,45200593,45200986,TSS,False,49,279
ENSG00000068308.13,chrX,48956976,48958381,TSS,True,33,102
ENSG00000158290.16,chrX,120560082,120560962,TSS,True,49,136
ENSG00000158290.16,chrX,120559778,120559924,TSS,False,115,136
ENSG00000147403.16,chrX,154398376,154398542,TSS,True,504,4105
ENSG00000166681.13,chrX,103377106,103377509,3AS,False,677,883
ENSG00000166681.13,chrX,103377462,103378077,PAS,True,695,913
ENSG00000166681.13,chrX,103377509,103378075,PAS,True,219,913
ENSG00000102317.17,chrX,48574435,48574573,TSS,True,101,642
ENSG00000147274.14,chrX,136869186,136870417,PAS,True,330,409
ENSG00000147274.14,chrX,136873443,136874452,PAS,True,80,395
ENSG00000147274.14,chrX,136880596,136880778,TSS,True,51,434
ENSG00000243279.3,chrX,49073808,49074009,TSS,True,49,228
ENSG00000123178.14,chr13,49936129,49936469,TSS,True,56,131
ENSG00000123178.14,chr13,49931017,49931133,TSS,True,82,131
ENSG00000184497.12,chr13,113799419,113800826,ES,True,128,154
ENSG00000184497.12,chr13,113759193,113759315,TSS,True,34,282
ENSG00000184497.12,chr13,113811735,113813797,PAS,True,92,278
ENSG00000184497.12,chr13,113799338,113799659,PAS,True,175,257
ENSG00000244754.8,chr13,32537027,32538682,5AS,True,25,113
ENSG00000244754.8,chr13,32538684,32538777,IR,False,19,120
ENSG00000244754.8,chr13,32513570,32518003,PAS,True,76,146
ENSG00000244754.8,chr13,32526818,32527532,PAS,True,103,143
ENSG00000244754.8,chr13,32533539,32537027,PAS,True,106,135
ENSG00000244754.8,chr13,32538777,32539168,TSS,True,123,148
ENSG00000244754.8,chr13,32538682,32538816,TSS,True,119,148
ENSG00000244754.8,chr13,32538617,32538797,TSS,True,68,148
ENSG00000122026.10,chr13,27251307,27251585,TSS,False,36,132
ENSG00000122026.10,chr13,27251578,27251656,TSS,False,116,132
ENSG00000136108.14,chr13,52456607,52460898,3AS,False,104,142
ENSG00000134871.18,chr13,110507941,110508221,TSS,True,794,885
ENSG00000134871.18,chr13,110307021,110307528,TSS,True,754,913
ENSG00000134905.16,chr13,110640020,110641608,PAS,True,35,139
ENSG00000185896.10,chr13,113297092,113297495,TSS,False,50,140
ENSG00000165480.15,chr13,21152064,21155150,PAS,True,12,103
ENSG00000165480.15,chr13,21176374,21176586,TSS,True,17,105
ENSG00000187498.15,chr13,110306943,110307669,TSS,True,542,732
ENSG00000187498.15,chr13,110161191,110161370,TSS,True,652,725
ENSG00000139496.15,chr13,25301530,25301880,TSS,True,82,113
ENSG00000198176.12,chr13,113636700,113640119,ES,True,56,394
ENSG00000198176.12,chr13,113637884,113640119,5AS,True,76,340
