gene_id,gene_name,strand,n_ex_d,n_ex_u,n_ex,start,end,trid,norm_pos
ENSG00000093167.17,LRRFIP2,-,10,5,18,37096637,37121499,342,0.5484028802792207
ENSG00000093167.17,LRRFIP2,-,12,3,18,37096637,37129094,763,0.5129971036188492
ENSG00000093167.17,LRRFIP2,-,12,3,18,37096637,37129094,763,0.5129971036188492
ENSG00000093167.17,LRRFIP2,-,12,3,18,37096637,37129094,763,0.5129971036188492
ENSG00000093167.17,LRRFIP2,-,12,3,18,37096637,37129094,763,0.5129971036188492
ENSG00000093167.17,LRRFIP2,-,11,4,18,37102972,37108681,1150,0.5716527451139405
ENSG00000093167.17,LRRFIP2,-,16,8,27,37108683,37112944,955,0.5310834597383214
ENSG00000093167.17,LRRFIP2,-,16,3,22,37108683,37129094,735,0.4657208197160026
ENSG00000093167.17,LRRFIP2,-,16,3,22,37108683,37129094,735,0.4657208197160026
ENSG00000093167.17,LRRFIP2,-,16,3,22,37108683,37129094,735,0.4657208197160026
ENSG00000093167.17,LRRFIP2,-,10,3,16,37109700,37129094,1118,0.5500246284008924
ENSG00000093167.17,LRRFIP2,-,18,4,25,37111063,37127633,1212,0.4620418423613364
ENSG00000093167.17,LRRFIP2,-,19,3,25,37111063,37129094,607,0.4561681598897312
ENSG00000093167.17,LRRFIP2,-,19,3,25,37111063,37129094,607,0.4561681598897312
ENSG00000093167.17,LRRFIP2,-,15,5,23,37112951,37121499,45,0.4792107632046323
ENSG00000093167.17,LRRFIP2,-,20,4,27,37112966,37127633,647,0.4552780707994995
ENSG00000093167.17,LRRFIP2,-,20,3,26,37112966,37129094,91,0.4495785683515805
ENSG00000093167.17,LRRFIP2,-,20,5,28,37112966,37121666,573,0.4783754846454585
ENSG00000093167.17,LRRFIP2,-,19,4,26,37112966,37127633,1273,0.4541845110635261
ENSG00000093167.17,LRRFIP2,-,19,3,25,37112966,37129094,511,0.4509564011582854
ENSG00000093167.17,LRRFIP2,-,19,3,25,37112966,37129094,511,0.4509564011582854
ENSG00000093167.17,LRRFIP2,-,21,6,30,37115080,37121499,770,0.4731663758093716
ENSG00000093167.17,LRRFIP2,-,19,4,26,37115080,37127633,1083,0.4456965135799265
ENSG00000093167.17,LRRFIP2,-,12,3,18,37115080,37129094,899,0.5852866619923414
ENSG00000093167.17,LRRFIP2,-,12,3,18,37121535,37129094,1022,0.5475355172263978
ENSG00000093167.17,LRRFIP2,-,11,0,14,37129145,37176062,246,0.1923734998378202
ENSG00000093167.17,LRRFIP2,-,17,1,21,37149031,37174554,925,0.1178581275036084
ENSG00000114054.13,PCCB,+,11,0,14,136250554,136260488,316,0.0647497337593184
ENSG00000114054.13,PCCB,+,11,1,15,136255940,136261954,190,0.1078291369159463
ENSG00000114054.13,PCCB,+,9,2,14,136256618,136260488,287,0.1026575950080817
ENSG00000114054.13,PCCB,+,0,8,11,136301048,136369460,298,0.712824904291759
ENSG00000114054.13,PCCB,+,1,5,9,136317054,136327639,254,0.8858204488049873
ENSG00000114054.13,PCCB,+,0,13,16,136328855,136334939,52,0.9513896991902172
ENSG00000081307.12,UBA5,+,9,0,12,132660675,132665832,110,0.1734784671965832
ENSG00000081307.12,UBA5,+,8,0,11,132660675,132668841,4,0.2619203135205747
ENSG00000081307.12,UBA5,+,8,0,11,132660675,132668841,117,0.2700320512820512
ENSG00000081307.12,UBA5,+,8,0,11,132660675,132668841,124,0.2614278071687571
ENSG00000081307.12,UBA5,+,8,0,11,132660675,132668841,62,0.2619796924173149
ENSG00000169379.15,ARL13B,+,4,0,7,93980254,93995877,144,0.1393849908049229
ENSG00000169379.15,ARL13B,+,9,0,12,93980254,93995877,127,0.1055282735124632
ENSG00000169379.15,ARL13B,+,9,0,12,93980254,93995877,127,0.1055282735124632
ENSG00000169379.15,ARL13B,+,6,0,9,93980254,94035356,124,0.3680847665193547
ENSG00000169379.15,ARL13B,+,8,1,12,93995877,93997301,31,0.2188577285008851
ENSG00000169379.15,ARL13B,+,7,2,12,93995877,94003763,127,0.261960846941084
ENSG00000169379.15,ARL13B,+,7,2,12,93995877,94003763,127,0.261960846941084
ENSG00000169379.15,ARL13B,+,6,1,10,93995877,94035356,54,0.4720521285375789
ENSG00000169379.15,ARL13B,+,6,1,10,93995877,94035356,54,0.4720521285375789
ENSG00000169379.15,ARL13B,+,3,2,8,93996650,94003763,92,0.335246641267295
ENSG00000003756.16,RBM5,+,19,1,23,50090430,50099988,319,0.2085846635784983
ENSG00000003756.16,RBM5,+,16,3,22,50100540,50105080,638,0.3974172358451834
ENSG00000003756.16,RBM5,+,7,10,20,50108275,50113406,369,0.7296554252199413
ENSG00000003756.16,RBM5,+,7,8,18,50109625,50113406,232,0.5352257822746862
ENSG00000163964.14,PIGX,+,2,0,5,196712585,196716863,28,0.1491761167846626
ENSG00000163964.14,PIGX,+,2,0,5,196712585,196716863,28,0.1491761167846626
ENSG00000163964.14,PIGX,+,2,0,5,196712585,196727926,135,0.3454707700343882
ENSG00000163964.14,PIGX,+,3,1,7,196716911,196722416,57,0.3291700423080385
ENSG00000163964.14,PIGX,+,3,1,7,196716911,196722416,57,0.3291700423080385
ENSG00000163964.14,PIGX,+,3,1,7,196716911,196722416,57,0.3291700423080385
ENSG00000163964.14,PIGX,+,4,1,8,196716911,196722416,120,0.3245143262663
ENSG00000163964.14,PIGX,+,0,2,5,196722527,196733762,140,0.9290577814204204
ENSG00000178467.17,P4HTM,+,4,0,7,48990592,48997841,127,0.2352365706154393
ENSG00000178467.17,P4HTM,+,4,1,8,48990872,49001445,31,0.3507674983701772
ENSG00000178467.17,P4HTM,+,4,1,8,48990872,49001445,31,0.3507674983701772
ENSG00000178467.17,P4HTM,+,3,1,7,48990872,49001445,127,0.3503794616387999
ENSG00000178467.17,P4HTM,+,0,4,7,49002590,49006725,127,0.8542926597889244
ENSG00000178467.17,P4HTM,+,0,4,7,49002590,49006725,127,0.8542926597889244
ENSG00000178467.17,P4HTM,+,1,3,7,49004225,49006065,44,0.8833116036505867
ENSG00000172936.13,MYD88,+,1,0,4,38138826,38140799,15,0.2636113025499655
ENSG00000163788.13,SNRK,+,4,0,7,43286630,43299787,123,0.1163959238986958
ENSG00000163788.13,SNRK,+,4,0,7,43286630,43303101,103,0.1278210056420113
ENSG00000163788.13,SNRK,+,2,0,5,43286630,43332210,79,0.4016122219093213
ENSG00000163788.13,SNRK,+,2,0,5,43286630,43340367,53,0.4167944963510435
ENSG00000163788.13,SNRK,+,1,1,5,43303788,43343345,30,0.57285291520119
ENSG00000163788.13,SNRK,+,0,1,4,43332301,43347342,63,0.7851505756347159
ENSG00000168291.12,PDHB,-,3,3,9,58430237,58431742,47,0.4605927373391956
ENSG00000168291.12,PDHB,-,4,2,9,58430938,58431895,183,0.3890143571543797
ENSG00000158186.12,MRAS,+,5,0,8,138348746,138372871,121,0.2228861475199177
ENSG00000158186.12,MRAS,+,4,0,7,138348991,138372871,142,0.2300469483568075
ENSG00000158186.12,MRAS,+,7,0,10,138348991,138372871,146,0.2204530359702171
ENSG00000158186.12,MRAS,+,4,1,8,138349277,138397335,57,0.4531908654374839
ENSG00000158186.12,MRAS,+,3,1,7,138372988,138397335,100,0.6423680005618866
ENSG00000114473.13,IQCG,-,5,1,9,197945679,197959607,23,0.1574303537856777
ENSG00000121578.12,B4GALT4,-,0,4,7,119212640,119224063,30,0.7715526188334602
ENSG00000121578.12,B4GALT4,-,3,0,6,119227038,119240858,120,0.2379252342864989
ENSG00000121578.12,B4GALT4,-,6,1,10,119235222,119236859,191,0.166609489176301
ENSG00000206561.12,COLQ,-,8,5,16,15474264,15477192,105,0.6433145902805877
ENSG00000176142.12,TMEM39A,-,3,2,8,119438048,119458044,253,0.4883633398155699
ENSG00000176142.12,TMEM39A,-,0,1,4,119447163,119461997,125,0.4917827601218981
ENSG00000174899.10,PQLC2L,+,0,3,6,157571239,157601083,14,0.7241075662128293
ENSG00000114416.17,FXR1,+,3,0,6,180912691,180933334,378,0.2892228124126363
ENSG00000114416.17,FXR1,+,3,0,6,180912691,180933334,378,0.2892228124126363
ENSG00000114416.17,FXR1,+,14,0,17,180912691,180947870,478,0.2757122730118973
ENSG00000114416.17,FXR1,+,16,1,20,180914898,180933334,377,0.1790596082483911
ENSG00000114416.17,FXR1,+,16,1,20,180914898,180933334,377,0.1790596082483911
ENSG00000114416.17,FXR1,+,0,14,17,180970353,180976128,155,0.9482801809841404
ENSG00000163630.10,SYNPR,+,7,1,11,63146623,63210683,49,0.0685356865045461
ENSG00000163630.10,SYNPR,+,8,3,14,63200599,63232344,51,0.1487721975877594
ENSG00000163630.10,SYNPR,+,5,2,10,63210576,63252586,48,0.1810784159543675
ENSG00000138468.15,SENP7,-,0,3,6,101372071,101458985,252,0.6849419820123192
ENSG00000152642.10,GPD1L,+,4,0,7,32106732,32140234,84,0.2707980584716108
ENSG00000152642.10,GPD1L,+,2,0,5,32106732,32146625,89,0.3222526808030315
ENSG00000152642.10,GPD1L,+,2,4,9,32146723,32158885,47,0.7437595681250504
ENSG00000152642.10,GPD1L,+,2,4,9,32146723,32158885,47,0.7437595681250504
ENSG00000152642.10,GPD1L,+,1,7,11,32153635,32159577,64,0.8049617951445981
ENSG00000023330.14,ALAS1,+,2,7,12,52208194,52211306,62,0.7180472089709435
ENSG00000244227.7,LRRC77P,+,11,0,14,167864856,167878965,6,0.1263507227708601
ENSG00000151276.23,MAGI1,-,9,1,13,65391352,65429598,522,0.2883582852759865
ENSG00000132394.10,EEFSEC,+,5,0,8,128153585,128246838,131,0.1831551430878122
ENSG00000132394.10,EEFSEC,+,5,0,8,128153585,128246838,131,0.1831551430878122
ENSG00000132394.10,EEFSEC,+,5,0,8,128153585,128246838,127,0.1831237899654332
ENSG00000132394.10,EEFSEC,+,5,0,8,128153585,128246838,127,0.1831237899654332
ENSG00000132394.10,EEFSEC,+,5,0,8,128153585,128246838,127,0.1831237899654332
ENSG00000132394.10,EEFSEC,+,1,1,5,128247017,128358228,100,0.5843210055633751
ENSG00000132394.10,EEFSEC,+,1,2,6,128262202,128358228,27,0.6142676297564972
ENSG00000132394.10,EEFSEC,+,0,2,5,128262202,128408078,41,0.7119348176249505
ENSG00000132394.10,EEFSEC,+,2,3,8,128264772,128341236,71,0.5860318928388075
ENSG00000132394.10,EEFSEC,+,2,3,8,128264772,128341236,71,0.5860318928388075
ENSG00000132394.10,EEFSEC,+,1,3,7,128264772,128341236,155,0.5859993180722608
ENSG00000132394.10,EEFSEC,+,0,3,6,128264772,128408078,122,0.7169794312231524
ENSG00000065518.7,NDUFB4,+,1,0,4,120596503,120601135,11,0.4133489461358314
ENSG00000163412.12,EIF4E3,-,0,2,5,71684717,71710417,39,0.7837115787154346
ENSG00000163412.12,EIF4E3,-,1,0,4,71690150,71725228,68,0.4069772779435391
ENSG00000163412.12,EIF4E3,-,2,1,6,71693934,71710417,26,0.5440062832626076
ENSG00000163412.12,EIF4E3,-,3,0,6,71696519,71725228,18,0.3400656429492439
ENSG00000163412.12,EIF4E3,-,4,0,7,71699706,71754226,76,0.3789376583324154
ENSG00000163412.12,EIF4E3,-,5,0,8,71710481,71754226,95,0.3088758635126648
ENSG00000163412.12,EIF4E3,-,5,0,8,71710481,71754281,9,0.3081328113026153
ENSG00000156976.16,EIF4A2,+,7,0,10,186783637,186784966,191,0.1148488206427101
ENSG00000156976.16,EIF4A2,+,4,0,7,186783637,186785889,1533,0.1878068091844814
ENSG00000156976.16,EIF4A2,+,6,1,10,186784490,186785889,1293,0.2553814498258943
ENSG00000156976.16,EIF4A2,+,1,6,10,186787258,186788312,1054,0.6800775569558895
ENSG00000156976.16,EIF4A2,+,0,7,10,186787258,186789133,92,0.7311649256093701
ENSG00000163710.8,PCOLCE2,-,0,1,4,142848462,142887685,26,0.4771038475565281
ENSG00000163710.8,PCOLCE2,-,7,0,10,142864250,142888897,70,0.176489155747594
ENSG00000125046.14,SSUH2,-,1,7,11,8623548,8626302,254,0.9079097609079272
ENSG00000172765.17,TMCC1,-,3,0,6,129828004,129893494,45,0.1350927651800373
ENSG00000172765.17,TMCC1,-,5,1,9,129832806,129880309,122,0.1523466431851473
ENSG00000172765.17,TMCC1,-,5,1,9,129832806,129880309,122,0.1523466431851473
ENSG00000172765.17,TMCC1,-,5,1,9,129832806,129880309,122,0.1523466431851473
ENSG00000172765.17,TMCC1,-,5,1,9,129832806,129880309,122,0.1523466431851473
ENSG00000172765.17,TMCC1,-,5,1,9,129832806,129880309,122,0.1523466431851473
ENSG00000172765.17,TMCC1,-,0,2,5,129848195,129861012,63,0.8422855043968628
ENSG00000172765.17,TMCC1,-,0,1,4,129848195,129880309,84,0.6348785586517531
ENSG00000172765.17,TMCC1,-,6,0,9,129848195,129880309,152,0.0701325373549964
ENSG00000172765.17,TMCC1,-,0,1,4,129848195,129880309,60,0.6339208570934853
ENSG00000172765.17,TMCC1,-,0,1,4,129848195,129880309,113,0.630216507922857
ENSG00000172765.17,TMCC1,-,3,0,6,129880555,129893494,221,0.0337069142388182
ENSG00000120742.10,SERP1,-,0,1,4,150518544,150545708,57,0.5109856955240833
ENSG00000120742.10,SERP1,-,0,1,4,150518544,150545708,87,0.5109509779560542
ENSG00000120742.10,SERP1,-,0,0,3,150566942,150603067,36,0.4860111803568085
ENSG00000120742.10,SERP1,-,0,0,3,150566942,150603067,15,0.4863921001926782
ENSG00000120742.10,SERP1,-,0,0,3,150566942,150603067,27,0.4864333306574616
ENSG00000181555.20,SETD2,-,19,0,22,47124520,47163886,159,0.133488413099945
ENSG00000118849.9,RARRES1,-,3,2,8,158704849,158710744,46,0.5129055740432613
ENSG00000118849.9,RARRES1,-,2,0,5,158704849,158732143,64,0.3949586963901776
ENSG00000131378.13,RFTN1,-,0,5,8,16317226,16357971,152,0.8842608833414433
ENSG00000131378.13,RFTN1,-,1,5,9,16323453,16370183,30,0.843528888529495
ENSG00000131378.13,RFTN1,-,2,4,9,16326861,16377853,78,0.8152803076300343
ENSG00000144674.16,GOLGA4,+,9,0,12,37243606,37251419,670,0.0719265214736413
ENSG00000144674.16,GOLGA4,+,9,0,12,37243606,37251419,670,0.0719265214736413
ENSG00000144674.16,GOLGA4,+,7,0,10,37243606,37281961,127,0.27015782915686
ENSG00000144674.16,GOLGA4,+,8,0,11,37243606,37281987,606,0.2699031681604721
ENSG00000144674.16,GOLGA4,+,8,0,11,37243606,37286023,600,0.2982763394711338
ENSG00000144674.16,GOLGA4,+,8,0,11,37243606,37286023,600,0.2982763394711338
ENSG00000144674.16,GOLGA4,+,7,1,11,37251467,37273570,511,0.342684101612673
ENSG00000144674.16,GOLGA4,+,6,1,10,37251467,37286023,59,0.4320313427519886
ENSG00000144674.16,GOLGA4,+,8,1,12,37251467,37289241,255,0.345014713188367
ENSG00000144674.16,GOLGA4,+,8,1,12,37251467,37289241,255,0.345014713188367
ENSG00000144674.16,GOLGA4,+,6,3,12,37273570,37289241,505,0.5275217915494519
ENSG00000144674.16,GOLGA4,+,4,3,10,37273570,37294981,507,0.6954726579058923
ENSG00000144674.16,GOLGA4,+,0,9,12,37302310,37315427,556,0.9080707542592568
ENSG00000075975.15,MKRN2,+,6,0,9,12557172,12568878,14,0.2231196934405289
ENSG00000075975.15,MKRN2,+,6,0,9,12557172,12568878,29,0.2230445563152753
ENSG00000075975.15,MKRN2,+,6,0,9,12557172,12568878,29,0.2230445563152753
ENSG00000075975.15,MKRN2,+,6,0,9,12557172,12568878,29,0.2230445563152753
ENSG00000075975.15,MKRN2,+,4,0,7,12557172,12572109,56,0.2834673782321106
ENSG00000114902.13,SPCS1,+,1,0,4,52706184,52707774,46,0.0813406138203728
ENSG00000251474.6,RPL32P3,-,0,1,4,129384212,129393663,36,0.635969696969697
ENSG00000251474.6,RPL32P3,-,0,2,5,129384212,129393663,123,0.6356050491564511
ENSG00000136059.14,VILL,+,18,0,21,37990809,37993594,54,0.0862153095455931
ENSG00000136059.14,VILL,+,9,3,15,37997679,37998912,255,0.3176339628435436
ENSG00000136059.14,VILL,+,4,6,13,38001848,38004315,251,0.5771926208389158
ENSG00000163577.7,EIF5A2,-,0,1,4,170893417,170907781,8,0.4100424834928596
ENSG00000153560.11,UBP1,-,3,10,16,33396271,33397069,30,0.839898543484109
ENSG00000186432.8,KPNA4,-,12,1,16,160535543,160536802,114,0.4483992611974757
ENSG00000163686.14,ABHD6,+,5,0,8,58237907,58269369,53,0.2780315541656418
ENSG00000163827.12,LRRC2,-,1,6,10,46521630,46527571,90,0.8763734532238072
ENSG00000163827.12,LRRC2,-,1,6,10,46521630,46527571,90,0.8763734532238072
ENSG00000163827.12,LRRC2,-,1,4,8,46521630,46532876,61,0.8147854399732843
ENSG00000163827.12,LRRC2,-,5,1,9,46532876,46551490,125,0.4516032139370729
ENSG00000163827.12,LRRC2,-,1,0,4,46539198,46566180,93,0.3866962811094026
ENSG00000163827.12,LRRC2,-,7,0,10,46551598,46566180,78,0.147568934093715
ENSG00000163827.12,LRRC2,-,3,0,6,46551598,46566180,92,0.2095183813052151
ENSG00000163827.12,LRRC2,-,3,0,6,46551598,46566180,92,0.2095183813052151
ENSG00000144891.17,AGTR1,+,0,0,3,148698121,148741881,1,0.4900221729490022
ENSG00000131373.14,HACL1,-,6,5,14,15573227,15582948,379,0.5750777976525936
ENSG00000131373.14,HACL1,-,8,4,15,15582948,15589549,319,0.3754657319345034
ENSG00000131373.14,HACL1,-,9,3,15,15582948,15591603,133,0.350840800294587
ENSG00000131373.14,HACL1,-,19,3,25,15582948,15591603,414,0.1049130479598298
ENSG00000131373.14,HACL1,-,1,2,6,15582948,15596387,60,0.5175856343935687
ENSG00000131373.14,HACL1,-,21,3,27,15585338,15591603,374,0.0963438408062676
ENSG00000131373.14,HACL1,-,11,2,16,15585338,15596387,407,0.0940393569357814
ENSG00000131373.14,HACL1,-,9,2,14,15586599,15596387,379,0.2466001813236628
ENSG00000178252.17,WDR6,+,4,0,7,49007527,49012033,181,0.2784987723605752
ENSG00000178252.17,WDR6,+,4,0,7,49007527,49012033,127,0.2762988155271491
ENSG00000178252.17,WDR6,+,3,0,6,49007527,49014215,191,0.4059174365571278
ENSG00000178252.17,WDR6,+,2,0,5,49007527,49014398,298,0.4228277218558371
ENSG00000242086.8,MUC20-OT1,+,5,10,18,195677841,195681230,798,0.4163362487852284
ENSG00000242086.8,MUC20-OT1,+,3,5,11,195677841,195681230,244,0.5894859504859065
ENSG00000242086.8,MUC20-OT1,+,3,12,18,195683825,195688539,496,0.748947957172535
ENSG00000242086.8,MUC20-OT1,+,3,12,18,195683825,195688539,496,0.748947957172535
ENSG00000242086.8,MUC20-OT1,+,4,13,20,195688702,195699043,117,0.665492499581761
ENSG00000242086.8,MUC20-OT1,+,1,0,4,195688702,195708137,756,0.4300517036785896
ENSG00000242086.8,MUC20-OT1,+,3,16,22,195688702,195701432,651,0.6877021450611547
ENSG00000242086.8,MUC20-OT1,+,1,13,17,195688702,195708137,760,0.7500836244703784
ENSG00000242086.8,MUC20-OT1,+,0,14,17,195688702,195708841,445,0.790056481822946
ENSG00000242086.8,MUC20-OT1,+,0,14,17,195688702,195708841,445,0.790056481822946
ENSG00000242086.8,MUC20-OT1,+,2,2,7,195696582,195708137,575,0.5917346500644053
ENSG00000242086.8,MUC20-OT1,+,2,2,7,195696582,195708137,575,0.5917346500644053
ENSG00000242086.8,MUC20-OT1,+,2,13,18,195699189,195708137,630,0.8474050115250205
ENSG00000242086.8,MUC20-OT1,+,0,16,19,195699189,195708841,455,0.8918955617628802
ENSG00000164068.15,RNF123,+,33,1,37,49691240,49697367,349,0.1477962812245664
ENSG00000164068.15,RNF123,+,24,11,38,49699743,49700648,670,0.329303188478712
ENSG00000164068.15,RNF123,+,12,23,38,49705638,49712481,319,0.6096518690125853
ENSG00000114786.16,ABHD14A-ACY1,+,10,2,15,51978325,51985465,30,0.4834052791734484
ENSG00000114670.13,NEK11,+,11,0,14,131026984,131109828,219,0.1281956177035134
ENSG00000114670.13,NEK11,+,7,2,12,131029737,131080426,191,0.2078452044796036
ENSG00000114670.13,NEK11,+,7,2,12,131029737,131080426,191,0.2078452044796036
ENSG00000114670.13,NEK11,+,13,2,18,131029737,131080426,216,0.0871563885841432
ENSG00000114670.13,NEK11,+,13,3,19,131080583,131109828,46,0.211176736020967
ENSG00000114670.13,NEK11,+,8,2,13,131080583,131109828,126,0.2111826102544607
ENSG00000090097.21,PCBP4,-,6,2,11,51960313,51961028,285,0.6785070140280561
ENSG00000090097.21,PCBP4,-,7,2,12,51960313,51961159,158,0.6739022204520562
ENSG00000090097.21,PCBP4,-,10,1,14,51961302,51962825,126,0.5421596897683205
ENSG00000090097.21,PCBP4,-,11,0,14,51961302,51967347,125,0.3164260826281732
ENSG00000090097.21,PCBP4,-,10,1,14,51961302,51965383,270,0.4057861254165404
ENSG00000090097.21,PCBP4,-,11,0,14,51961302,51967227,70,0.3159983921213948
ENSG00000090097.21,PCBP4,-,11,0,14,51961302,51967347,125,0.3164260826281732
ENSG00000090097.21,PCBP4,-,10,0,13,51961302,51967347,488,0.3127252703243892
ENSG00000090097.21,PCBP4,-,12,0,15,51962087,51967347,51,0.2782859415390734
ENSG00000090097.21,PCBP4,-,12,0,15,51962087,51967347,254,0.277468152866242
ENSG00000160801.13,PTH1R,+,11,0,14,46882006,46895738,256,0.3160700335462524
ENSG00000160801.13,PTH1R,+,9,0,12,46882444,46895738,16,0.3178690963183339
ENSG00000160801.13,PTH1R,+,10,0,13,46882444,46897878,18,0.3674911660777385
ENSG00000160801.13,PTH1R,+,12,1,16,46883630,46893916,88,0.3292170022371364
ENSG00000160801.13,PTH1R,+,6,1,10,46883630,46897878,29,0.3946781833379771
ENSG00000160801.13,PTH1R,+,8,0,11,46892802,46897878,246,0.2645523885989562
ENSG00000160801.13,PTH1R,+,9,1,13,46893916,46898107,238,0.6218727139722019
ENSG00000160801.13,PTH1R,+,7,3,13,46897911,46898664,114,0.732866689429784
ENSG00000160801.13,PTH1R,+,4,6,13,46898852,46901456,125,0.82378489166504
ENSG00000160801.13,PTH1R,+,3,7,13,46899377,46901813,211,0.8445163821855993
ENSG00000160801.13,PTH1R,+,0,10,13,46901854,46903411,67,0.9444308145240432
ENSG00000163785.12,RYK,-,5,6,14,134183065,134195117,82,0.6590164634081281
ENSG00000163785.12,RYK,-,5,3,11,134188910,134209706,58,0.5499626507309785
ENSG00000163785.12,RYK,-,6,3,12,134188910,134209706,30,0.4185627137368305
ENSG00000163785.12,RYK,-,3,2,8,134188910,134211530,111,0.6611515032422872
ENSG00000163785.12,RYK,-,7,2,12,134191958,134211530,24,0.5265975134891604
ENSG00000163785.12,RYK,-,7,1,11,134191958,134222424,61,0.4656839723337034
ENSG00000172995.16,ARPP21,+,4,10,17,35715442,35729425,46,0.5264283883349655
ENSG00000144554.10,FANCD2,+,28,11,42,10043147,10043849,634,0.2350947295900792
ENSG00000144554.10,FANCD2,+,23,15,41,10048038,10060308,367,0.3822467761490135
ENSG00000161204.11,ABCF3,+,18,0,21,184186273,184186802,444,0.0444657709532949
ENSG00000161204.11,ABCF3,+,14,1,18,184186826,184188142,665,0.1647239656718329
ENSG00000036054.12,TBC1D23,+,17,0,20,100261067,100279649,221,0.1457924722144391
ENSG00000036054.12,TBC1D23,+,12,2,17,100281839,100295090,286,0.4275428873875276
ENSG00000036054.12,TBC1D23,+,12,2,17,100281839,100295090,255,0.4275917363349057
ENSG00000036054.12,TBC1D23,+,6,8,17,100297976,100304888,127,0.6451741579308474
ENSG00000036054.12,TBC1D23,+,6,9,18,100299245,100306444,211,0.6514439168677513
ENSG00000144741.17,SLC25A26,+,5,3,11,66263341,66346408,239,0.5310942516797862
ENSG00000144741.17,SLC25A26,+,2,4,9,66263341,66369536,191,0.6075475902463869
ENSG00000144741.17,SLC25A26,+,2,4,9,66263341,66369536,191,0.6075475902463869
ENSG00000144741.17,SLC25A26,+,0,3,6,66263341,66377694,47,0.633526236041611
ENSG00000144741.17,SLC25A26,+,0,8,11,66370597,66377694,60,0.9749511373692488
ENSG00000144741.17,SLC25A26,+,0,8,11,66370597,66377694,60,0.9749511373692488
ENSG00000114209.14,PDCD10,-,1,0,4,167697124,167734809,125,0.4680664159160645
ENSG00000114209.14,PDCD10,-,4,0,7,167720271,167734809,127,0.1279677857964648
ENSG00000114209.14,PDCD10,-,4,0,7,167720271,167734809,127,0.1279677857964648
ENSG00000161203.13,AP2M1,+,6,0,9,184174946,184180170,154,0.291508513176445
ENSG00000161203.13,AP2M1,+,5,0,8,184174946,184180851,430,0.3269711799891245
ENSG00000161203.13,AP2M1,+,6,0,9,184174946,184180851,423,0.32657167718077
ENSG00000161203.13,AP2M1,+,2,1,6,184177044,184180851,369,0.4427766337921318
ENSG00000161203.13,AP2M1,+,4,3,10,184180247,184180851,476,0.6164101452417082
ENSG00000161203.13,AP2M1,+,3,4,10,184180973,184181915,255,0.7130142190383154
ENSG00000189058.8,APOD,-,3,0,6,195579489,195583937,10,0.1462821860220704
ENSG00000114331.13,ACAP2,-,1,5,9,195326949,195342591,136,0.8536587290315454
ENSG00000114331.13,ACAP2,-,19,2,24,195345283,195381057,221,0.4861892583120204
ENSG00000114331.13,ACAP2,-,18,3,24,195345283,195381057,126,0.4858543647390159
ENSG00000114331.13,ACAP2,-,22,0,25,195392146,195442821,30,0.1555751070086886
ENSG00000114331.13,ACAP2,-,22,0,25,195392146,195442821,30,0.1555751070086886
ENSG00000114331.13,ACAP2,-,22,0,25,195392146,195442821,30,0.1555751070086886
ENSG00000114735.9,HEMK1,+,9,0,12,50569573,50570934,117,0.0640046712181099
ENSG00000114735.9,HEMK1,+,1,5,9,50577542,50579851,190,0.822561850125493
ENSG00000114735.9,HEMK1,+,0,8,11,50580458,50584335,279,0.7890591480232915
ENSG00000214135.8,AC132008.2,-,0,6,9,197577544,197613229,26,0.6277625376709682
ENSG00000073803.13,MAP3K13,+,11,1,15,185285546,185437630,87,0.3933733010388934
ENSG00000073803.13,MAP3K13,+,10,0,13,185363260,185443585,52,0.336488395222693
ENSG00000178053.17,MLF1,+,5,0,8,158571321,158592437,126,0.3030431946453388
ENSG00000178053.17,MLF1,+,5,0,8,158571321,158592437,126,0.3030431946453388
ENSG00000178053.17,MLF1,+,6,0,9,158571371,158592437,90,0.3037016026095589
ENSG00000178053.17,MLF1,+,4,2,9,158592564,158596868,124,0.6878381144544843
ENSG00000144713.12,RPL32,-,2,0,5,12840238,12841494,19,0.1225195703622792
ENSG00000164054.15,SHISA5,-,0,0,3,48469183,48473017,191,0.3829216925138808
ENSG00000164054.15,SHISA5,-,0,2,5,48469183,48479182,15,0.8260743642080874
ENSG00000164054.15,SHISA5,-,1,1,5,48469520,48501141,6,0.5190405334655975
ENSG00000164054.15,SHISA5,-,2,2,7,48469842,48479182,166,0.8167660702451955
ENSG00000164054.15,SHISA5,-,1,0,4,48469842,48504021,127,0.4745905255611317
ENSG00000164054.15,SHISA5,-,3,1,7,48479245,48501141,276,0.3851727367899058
ENSG00000164054.15,SHISA5,-,5,0,8,48501292,48504021,63,0.0419409933610643
ENSG00000164054.15,SHISA5,-,5,0,8,48501292,48504021,63,0.0419409933610643
ENSG00000164054.15,SHISA5,-,4,0,7,48501292,48504431,258,0.0533998971778012
ENSG00000239445.5,ST3GAL6-AS1,-,1,0,4,98715470,98732452,30,0.4651255879115381
ENSG00000185485.14,SDHAP1,-,0,13,16,195960079,195963299,472,0.9366955952186016
ENSG00000185485.14,SDHAP1,-,0,14,17,195960079,195963320,508,0.9363433886869084
ENSG00000185485.14,SDHAP1,-,0,9,12,195960079,195963320,252,0.913422131147541
ENSG00000168374.10,ARF4,-,1,1,5,57575663,57584413,23,0.6751640112464854
ENSG00000168374.10,ARF4,-,2,0,5,57577384,57597106,7,0.3896682938078948
